game,2017,4,20171002,201710020kan,was,"Washington Redskins",20,kan,"Kansas City Chiefs",29
player,201710020kan,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201710020kan,was,SmitPr00,fumbles_forced,0,,,,,
player,201710020kan,was,SweaDJ00,def_int,0,,,,,
player,201710020kan,was,SweaDJ00,def_int_yds,0,,,,,
player,201710020kan,was,SweaDJ00,def_int_td,0,,,,,
player,201710020kan,was,SweaDJ00,def_int_long,0,,,,,
player,201710020kan,was,SweaDJ00,pass_defended,0,,,,,
player,201710020kan,was,SweaDJ00,sacks,0.5,,,,,
player,201710020kan,was,SweaDJ00,tackles_combined,5,,,,,
player,201710020kan,was,SweaDJ00,tackles_solo,4,,,,,
player,201710020kan,was,SweaDJ00,tackles_assists,1,,,,,
player,201710020kan,was,SweaDJ00,tackles_loss,0,,,,,
player,201710020kan,was,SweaDJ00,qb_hits,1,,,,,
player,201710020kan,was,SweaDJ00,fumbles_rec,0,,,,,
player,201710020kan,was,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,SweaDJ00,fumbles_rec_td,0,,,,,
player,201710020kan,was,SweaDJ00,fumbles_forced,0,,,,,
player,201710020kan,was,HoodEv99,def_int,0,,,,,
player,201710020kan,was,HoodEv99,def_int_yds,0,,,,,
player,201710020kan,was,HoodEv99,def_int_td,0,,,,,
player,201710020kan,was,HoodEv99,def_int_long,0,,,,,
player,201710020kan,was,HoodEv99,pass_defended,0,,,,,
player,201710020kan,was,HoodEv99,sacks,0.5,,,,,
player,201710020kan,was,HoodEv99,tackles_combined,2,,,,,
player,201710020kan,was,HoodEv99,tackles_solo,1,,,,,
player,201710020kan,was,HoodEv99,tackles_assists,1,,,,,
player,201710020kan,was,HoodEv99,tackles_loss,0,,,,,
player,201710020kan,was,HoodEv99,qb_hits,1,,,,,
player,201710020kan,was,HoodEv99,fumbles_rec,0,,,,,
player,201710020kan,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201710020kan,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201710020kan,was,HoodEv99,fumbles_forced,0,,,,,
player,201710020kan,was,BrowZa00,def_int,0,,,,,
player,201710020kan,was,BrowZa00,def_int_yds,0,,,,,
player,201710020kan,was,BrowZa00,def_int_td,0,,,,,
player,201710020kan,was,BrowZa00,def_int_long,0,,,,,
player,201710020kan,was,BrowZa00,pass_defended,0,,,,,
player,201710020kan,was,BrowZa00,sacks,0.0,,,,,
player,201710020kan,was,BrowZa00,tackles_combined,9,,,,,
player,201710020kan,was,BrowZa00,tackles_solo,5,,,,,
player,201710020kan,was,BrowZa00,tackles_assists,4,,,,,
player,201710020kan,was,BrowZa00,tackles_loss,0,,,,,
player,201710020kan,was,BrowZa00,qb_hits,0,,,,,
player,201710020kan,was,BrowZa00,fumbles_rec,0,,,,,
player,201710020kan,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201710020kan,was,BrowZa00,fumbles_forced,0,,,,,
player,201710020kan,was,SpaiMa00,def_int,0,,,,,
player,201710020kan,was,SpaiMa00,def_int_yds,0,,,,,
player,201710020kan,was,SpaiMa00,def_int_td,0,,,,,
player,201710020kan,was,SpaiMa00,def_int_long,0,,,,,
player,201710020kan,was,SpaiMa00,pass_defended,0,,,,,
player,201710020kan,was,SpaiMa00,sacks,0.0,,,,,
player,201710020kan,was,SpaiMa00,tackles_combined,8,,,,,
player,201710020kan,was,SpaiMa00,tackles_solo,6,,,,,
player,201710020kan,was,SpaiMa00,tackles_assists,2,,,,,
player,201710020kan,was,SpaiMa00,tackles_loss,1,,,,,
player,201710020kan,was,SpaiMa00,qb_hits,0,,,,,
player,201710020kan,was,SpaiMa00,fumbles_rec,0,,,,,
player,201710020kan,was,SpaiMa00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,SpaiMa00,fumbles_rec_td,0,,,,,
player,201710020kan,was,SpaiMa00,fumbles_forced,0,,,,,
player,201710020kan,was,FostMa00,def_int,0,,,,,
player,201710020kan,was,FostMa00,def_int_yds,0,,,,,
player,201710020kan,was,FostMa00,def_int_td,0,,,,,
player,201710020kan,was,FostMa00,def_int_long,0,,,,,
player,201710020kan,was,FostMa00,pass_defended,0,,,,,
player,201710020kan,was,FostMa00,sacks,0.0,,,,,
player,201710020kan,was,FostMa00,tackles_combined,7,,,,,
player,201710020kan,was,FostMa00,tackles_solo,6,,,,,
player,201710020kan,was,FostMa00,tackles_assists,1,,,,,
player,201710020kan,was,FostMa00,tackles_loss,0,,,,,
player,201710020kan,was,FostMa00,qb_hits,0,,,,,
player,201710020kan,was,FostMa00,fumbles_rec,0,,,,,
player,201710020kan,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,FostMa00,fumbles_rec_td,0,,,,,
player,201710020kan,was,FostMa00,fumbles_forced,0,,,,,
player,201710020kan,was,BreeBa00,def_int,0,,,,,
player,201710020kan,was,BreeBa00,def_int_yds,0,,,,,
player,201710020kan,was,BreeBa00,def_int_td,0,,,,,
player,201710020kan,was,BreeBa00,def_int_long,0,,,,,
player,201710020kan,was,BreeBa00,pass_defended,1,,,,,
player,201710020kan,was,BreeBa00,sacks,0.0,,,,,
player,201710020kan,was,BreeBa00,tackles_combined,6,,,,,
player,201710020kan,was,BreeBa00,tackles_solo,6,,,,,
player,201710020kan,was,BreeBa00,tackles_assists,0,,,,,
player,201710020kan,was,BreeBa00,tackles_loss,0,,,,,
player,201710020kan,was,BreeBa00,qb_hits,0,,,,,
player,201710020kan,was,BreeBa00,fumbles_rec,0,,,,,
player,201710020kan,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201710020kan,was,BreeBa00,fumbles_forced,0,,,,,
player,201710020kan,was,DunbQu00,def_int,0,,,,,
player,201710020kan,was,DunbQu00,def_int_yds,0,,,,,
player,201710020kan,was,DunbQu00,def_int_td,0,,,,,
player,201710020kan,was,DunbQu00,def_int_long,0,,,,,
player,201710020kan,was,DunbQu00,pass_defended,0,,,,,
player,201710020kan,was,DunbQu00,sacks,0.0,,,,,
player,201710020kan,was,DunbQu00,tackles_combined,4,,,,,
player,201710020kan,was,DunbQu00,tackles_solo,4,,,,,
player,201710020kan,was,DunbQu00,tackles_assists,0,,,,,
player,201710020kan,was,DunbQu00,tackles_loss,0,,,,,
player,201710020kan,was,DunbQu00,qb_hits,0,,,,,
player,201710020kan,was,DunbQu00,fumbles_rec,0,,,,,
player,201710020kan,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201710020kan,was,DunbQu00,fumbles_forced,0,,,,,
player,201710020kan,was,EverDe01,def_int,0,,,,,
player,201710020kan,was,EverDe01,def_int_yds,0,,,,,
player,201710020kan,was,EverDe01,def_int_td,0,,,,,
player,201710020kan,was,EverDe01,def_int_long,0,,,,,
player,201710020kan,was,EverDe01,pass_defended,0,,,,,
player,201710020kan,was,EverDe01,sacks,0.0,,,,,
player,201710020kan,was,EverDe01,tackles_combined,4,,,,,
player,201710020kan,was,EverDe01,tackles_solo,4,,,,,
player,201710020kan,was,EverDe01,tackles_assists,0,,,,,
player,201710020kan,was,EverDe01,tackles_loss,0,,,,,
player,201710020kan,was,EverDe01,qb_hits,0,,,,,
player,201710020kan,was,EverDe01,fumbles_rec,0,,,,,
player,201710020kan,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201710020kan,was,EverDe01,fumbles_rec_td,0,,,,,
player,201710020kan,was,EverDe01,fumbles_forced,0,,,,,
player,201710020kan,was,AlleJo01,def_int,0,,,,,
player,201710020kan,was,AlleJo01,def_int_yds,0,,,,,
player,201710020kan,was,AlleJo01,def_int_td,0,,,,,
player,201710020kan,was,AlleJo01,def_int_long,0,,,,,
player,201710020kan,was,AlleJo01,pass_defended,0,,,,,
player,201710020kan,was,AlleJo01,sacks,0.0,,,,,
player,201710020kan,was,AlleJo01,tackles_combined,3,,,,,
player,201710020kan,was,AlleJo01,tackles_solo,0,,,,,
player,201710020kan,was,AlleJo01,tackles_assists,3,,,,,
player,201710020kan,was,AlleJo01,tackles_loss,0,,,,,
player,201710020kan,was,AlleJo01,qb_hits,0,,,,,
player,201710020kan,was,AlleJo01,fumbles_rec,0,,,,,
player,201710020kan,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201710020kan,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201710020kan,was,AlleJo01,fumbles_forced,0,,,,,
player,201710020kan,was,McGeSt01,def_int,0,,,,,
player,201710020kan,was,McGeSt01,def_int_yds,0,,,,,
player,201710020kan,was,McGeSt01,def_int_td,0,,,,,
player,201710020kan,was,McGeSt01,def_int_long,0,,,,,
player,201710020kan,was,McGeSt01,pass_defended,0,,,,,
player,201710020kan,was,McGeSt01,sacks,0.0,,,,,
player,201710020kan,was,McGeSt01,tackles_combined,3,,,,,
player,201710020kan,was,McGeSt01,tackles_solo,1,,,,,
player,201710020kan,was,McGeSt01,tackles_assists,2,,,,,
player,201710020kan,was,McGeSt01,tackles_loss,0,,,,,
player,201710020kan,was,McGeSt01,qb_hits,0,,,,,
player,201710020kan,was,McGeSt01,fumbles_rec,0,,,,,
player,201710020kan,was,McGeSt01,fumbles_rec_yds,0,,,,,
player,201710020kan,was,McGeSt01,fumbles_rec_td,0,,,,,
player,201710020kan,was,McGeSt01,fumbles_forced,0,,,,,
player,201710020kan,was,NichMo00,def_int,0,,,,,
player,201710020kan,was,NichMo00,def_int_yds,0,,,,,
player,201710020kan,was,NichMo00,def_int_td,0,,,,,
player,201710020kan,was,NichMo00,def_int_long,0,,,,,
player,201710020kan,was,NichMo00,pass_defended,0,,,,,
player,201710020kan,was,NichMo00,sacks,0.0,,,,,
player,201710020kan,was,NichMo00,tackles_combined,3,,,,,
player,201710020kan,was,NichMo00,tackles_solo,3,,,,,
player,201710020kan,was,NichMo00,tackles_assists,0,,,,,
player,201710020kan,was,NichMo00,tackles_loss,0,,,,,
player,201710020kan,was,NichMo00,qb_hits,0,,,,,
player,201710020kan,was,NichMo00,fumbles_rec,0,,,,,
player,201710020kan,was,NichMo00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,NichMo00,fumbles_rec_td,0,,,,,
player,201710020kan,was,NichMo00,fumbles_forced,0,,,,,
player,201710020kan,was,FullKe00,def_int,0,,,,,
player,201710020kan,was,FullKe00,def_int_yds,0,,,,,
player,201710020kan,was,FullKe00,def_int_td,0,,,,,
player,201710020kan,was,FullKe00,def_int_long,0,,,,,
player,201710020kan,was,FullKe00,pass_defended,0,,,,,
player,201710020kan,was,FullKe00,sacks,0.0,,,,,
player,201710020kan,was,FullKe00,tackles_combined,2,,,,,
player,201710020kan,was,FullKe00,tackles_solo,2,,,,,
player,201710020kan,was,FullKe00,tackles_assists,0,,,,,
player,201710020kan,was,FullKe00,tackles_loss,0,,,,,
player,201710020kan,was,FullKe00,qb_hits,0,,,,,
player,201710020kan,was,FullKe00,fumbles_rec,0,,,,,
player,201710020kan,was,FullKe00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,FullKe00,fumbles_rec_td,0,,,,,
player,201710020kan,was,FullKe00,fumbles_forced,0,,,,,
player,201710020kan,was,McClSt01,def_int,0,,,,,
player,201710020kan,was,McClSt01,def_int_yds,0,,,,,
player,201710020kan,was,McClSt01,def_int_td,0,,,,,
player,201710020kan,was,McClSt01,def_int_long,0,,,,,
player,201710020kan,was,McClSt01,pass_defended,0,,,,,
player,201710020kan,was,McClSt01,sacks,0.0,,,,,
player,201710020kan,was,McClSt01,tackles_combined,2,,,,,
player,201710020kan,was,McClSt01,tackles_solo,2,,,,,
player,201710020kan,was,McClSt01,tackles_assists,0,,,,,
player,201710020kan,was,McClSt01,tackles_loss,0,,,,,
player,201710020kan,was,McClSt01,qb_hits,0,,,,,
player,201710020kan,was,McClSt01,fumbles_rec,0,,,,,
player,201710020kan,was,McClSt01,fumbles_rec_yds,0,,,,,
player,201710020kan,was,McClSt01,fumbles_rec_td,0,,,,,
player,201710020kan,was,McClSt01,fumbles_forced,0,,,,,
player,201710020kan,was,MoreFa00,def_int,0,,,,,
player,201710020kan,was,MoreFa00,def_int_yds,0,,,,,
player,201710020kan,was,MoreFa00,def_int_td,0,,,,,
player,201710020kan,was,MoreFa00,def_int_long,0,,,,,
player,201710020kan,was,MoreFa00,pass_defended,0,,,,,
player,201710020kan,was,MoreFa00,sacks,0.0,,,,,
player,201710020kan,was,MoreFa00,tackles_combined,2,,,,,
player,201710020kan,was,MoreFa00,tackles_solo,1,,,,,
player,201710020kan,was,MoreFa00,tackles_assists,1,,,,,
player,201710020kan,was,MoreFa00,tackles_loss,0,,,,,
player,201710020kan,was,MoreFa00,qb_hits,0,,,,,
player,201710020kan,was,MoreFa00,fumbles_rec,0,,,,,
player,201710020kan,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201710020kan,was,MoreFa00,fumbles_forced,0,,,,,
player,201710020kan,was,NormJo01,def_int,0,,,,,
player,201710020kan,was,NormJo01,def_int_yds,0,,,,,
player,201710020kan,was,NormJo01,def_int_td,0,,,,,
player,201710020kan,was,NormJo01,def_int_long,0,,,,,
player,201710020kan,was,NormJo01,pass_defended,1,,,,,
player,201710020kan,was,NormJo01,sacks,0.0,,,,,
player,201710020kan,was,NormJo01,tackles_combined,2,,,,,
player,201710020kan,was,NormJo01,tackles_solo,1,,,,,
player,201710020kan,was,NormJo01,tackles_assists,1,,,,,
player,201710020kan,was,NormJo01,tackles_loss,0,,,,,
player,201710020kan,was,NormJo01,qb_hits,0,,,,,
player,201710020kan,was,NormJo01,fumbles_rec,0,,,,,
player,201710020kan,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201710020kan,was,NormJo01,fumbles_rec_td,0,,,,,
player,201710020kan,was,NormJo01,fumbles_forced,0,,,,,
player,201710020kan,was,CartCh00,def_int,0,,,,,
player,201710020kan,was,CartCh00,def_int_yds,0,,,,,
player,201710020kan,was,CartCh00,def_int_td,0,,,,,
player,201710020kan,was,CartCh00,def_int_long,0,,,,,
player,201710020kan,was,CartCh00,pass_defended,0,,,,,
player,201710020kan,was,CartCh00,sacks,0.0,,,,,
player,201710020kan,was,CartCh00,tackles_combined,1,,,,,
player,201710020kan,was,CartCh00,tackles_solo,1,,,,,
player,201710020kan,was,CartCh00,tackles_assists,0,,,,,
player,201710020kan,was,CartCh00,tackles_loss,0,,,,,
player,201710020kan,was,CartCh00,qb_hits,0,,,,,
player,201710020kan,was,CartCh00,fumbles_rec,0,,,,,
player,201710020kan,was,CartCh00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,CartCh00,fumbles_rec_td,0,,,,,
player,201710020kan,was,CartCh00,fumbles_forced,0,,,,,
player,201710020kan,was,GaleJu00,def_int,0,,,,,
player,201710020kan,was,GaleJu00,def_int_yds,0,,,,,
player,201710020kan,was,GaleJu00,def_int_td,0,,,,,
player,201710020kan,was,GaleJu00,def_int_long,0,,,,,
player,201710020kan,was,GaleJu00,pass_defended,0,,,,,
player,201710020kan,was,GaleJu00,sacks,0.0,,,,,
player,201710020kan,was,GaleJu00,tackles_combined,1,,,,,
player,201710020kan,was,GaleJu00,tackles_solo,1,,,,,
player,201710020kan,was,GaleJu00,tackles_assists,0,,,,,
player,201710020kan,was,GaleJu00,tackles_loss,0,,,,,
player,201710020kan,was,GaleJu00,qb_hits,1,,,,,
player,201710020kan,was,GaleJu00,fumbles_rec,0,,,,,
player,201710020kan,was,GaleJu00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,GaleJu00,fumbles_rec_td,0,,,,,
player,201710020kan,was,GaleJu00,fumbles_forced,0,,,,,
player,201710020kan,was,KerrRy00,def_int,0,,,,,
player,201710020kan,was,KerrRy00,def_int_yds,0,,,,,
player,201710020kan,was,KerrRy00,def_int_td,0,,,,,
player,201710020kan,was,KerrRy00,def_int_long,0,,,,,
player,201710020kan,was,KerrRy00,pass_defended,0,,,,,
player,201710020kan,was,KerrRy00,sacks,0.0,,,,,
player,201710020kan,was,KerrRy00,tackles_combined,1,,,,,
player,201710020kan,was,KerrRy00,tackles_solo,0,,,,,
player,201710020kan,was,KerrRy00,tackles_assists,1,,,,,
player,201710020kan,was,KerrRy00,tackles_loss,0,,,,,
player,201710020kan,was,KerrRy00,qb_hits,0,,,,,
player,201710020kan,was,KerrRy00,fumbles_rec,0,,,,,
player,201710020kan,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201710020kan,was,KerrRy00,fumbles_forced,0,,,,,
player,201710020kan,kan,ZombFr00,def_int,0,,,,,
player,201710020kan,kan,ZombFr00,def_int_yds,0,,,,,
player,201710020kan,kan,ZombFr00,def_int_td,0,,,,,
player,201710020kan,kan,ZombFr00,def_int_long,0,,,,,
player,201710020kan,kan,ZombFr00,pass_defended,0,,,,,
player,201710020kan,kan,ZombFr00,sacks,0.0,,,,,
player,201710020kan,kan,ZombFr00,tackles_combined,5,,,,,
player,201710020kan,kan,ZombFr00,tackles_solo,3,,,,,
player,201710020kan,kan,ZombFr00,tackles_assists,2,,,,,
player,201710020kan,kan,ZombFr00,tackles_loss,0,,,,,
player,201710020kan,kan,ZombFr00,qb_hits,1,,,,,
player,201710020kan,kan,ZombFr00,fumbles_rec,0,,,,,
player,201710020kan,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,ZombFr00,fumbles_forced,0,,,,,
player,201710020kan,kan,LogaBe00,def_int,0,,,,,
player,201710020kan,kan,LogaBe00,def_int_yds,0,,,,,
player,201710020kan,kan,LogaBe00,def_int_td,0,,,,,
player,201710020kan,kan,LogaBe00,def_int_long,0,,,,,
player,201710020kan,kan,LogaBe00,pass_defended,0,,,,,
player,201710020kan,kan,LogaBe00,sacks,0.0,,,,,
player,201710020kan,kan,LogaBe00,tackles_combined,4,,,,,
player,201710020kan,kan,LogaBe00,tackles_solo,4,,,,,
player,201710020kan,kan,LogaBe00,tackles_assists,0,,,,,
player,201710020kan,kan,LogaBe00,tackles_loss,0,,,,,
player,201710020kan,kan,LogaBe00,qb_hits,0,,,,,
player,201710020kan,kan,LogaBe00,fumbles_rec,0,,,,,
player,201710020kan,kan,LogaBe00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,LogaBe00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,LogaBe00,fumbles_forced,0,,,,,
player,201710020kan,kan,MitcTe00,def_int,0,,,,,
player,201710020kan,kan,MitcTe00,def_int_yds,0,,,,,
player,201710020kan,kan,MitcTe00,def_int_td,0,,,,,
player,201710020kan,kan,MitcTe00,def_int_long,0,,,,,
player,201710020kan,kan,MitcTe00,pass_defended,2,,,,,
player,201710020kan,kan,MitcTe00,sacks,0.0,,,,,
player,201710020kan,kan,MitcTe00,tackles_combined,4,,,,,
player,201710020kan,kan,MitcTe00,tackles_solo,4,,,,,
player,201710020kan,kan,MitcTe00,tackles_assists,0,,,,,
player,201710020kan,kan,MitcTe00,tackles_loss,0,,,,,
player,201710020kan,kan,MitcTe00,qb_hits,0,,,,,
player,201710020kan,kan,MitcTe00,fumbles_rec,0,,,,,
player,201710020kan,kan,MitcTe00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,MitcTe00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,MitcTe00,fumbles_forced,0,,,,,
player,201710020kan,kan,MurrEr00,def_int,0,,,,,
player,201710020kan,kan,MurrEr00,def_int_yds,0,,,,,
player,201710020kan,kan,MurrEr00,def_int_td,0,,,,,
player,201710020kan,kan,MurrEr00,def_int_long,0,,,,,
player,201710020kan,kan,MurrEr00,pass_defended,0,,,,,
player,201710020kan,kan,MurrEr00,sacks,0.0,,,,,
player,201710020kan,kan,MurrEr00,tackles_combined,4,,,,,
player,201710020kan,kan,MurrEr00,tackles_solo,4,,,,,
player,201710020kan,kan,MurrEr00,tackles_assists,0,,,,,
player,201710020kan,kan,MurrEr00,tackles_loss,1,,,,,
player,201710020kan,kan,MurrEr00,qb_hits,0,,,,,
player,201710020kan,kan,MurrEr00,fumbles_rec,0,,,,,
player,201710020kan,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,MurrEr00,fumbles_forced,0,,,,,
player,201710020kan,kan,PeteMa00,def_int,0,,,,,
player,201710020kan,kan,PeteMa00,def_int_yds,0,,,,,
player,201710020kan,kan,PeteMa00,def_int_td,0,,,,,
player,201710020kan,kan,PeteMa00,def_int_long,0,,,,,
player,201710020kan,kan,PeteMa00,pass_defended,0,,,,,
player,201710020kan,kan,PeteMa00,sacks,0.0,,,,,
player,201710020kan,kan,PeteMa00,tackles_combined,4,,,,,
player,201710020kan,kan,PeteMa00,tackles_solo,4,,,,,
player,201710020kan,kan,PeteMa00,tackles_assists,0,,,,,
player,201710020kan,kan,PeteMa00,tackles_loss,0,,,,,
player,201710020kan,kan,PeteMa00,qb_hits,0,,,,,
player,201710020kan,kan,PeteMa00,fumbles_rec,0,,,,,
player,201710020kan,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,PeteMa00,fumbles_forced,1,,,,,
player,201710020kan,kan,HousJu00,def_int,0,,,,,
player,201710020kan,kan,HousJu00,def_int_yds,0,,,,,
player,201710020kan,kan,HousJu00,def_int_td,0,,,,,
player,201710020kan,kan,HousJu00,def_int_long,0,,,,,
player,201710020kan,kan,HousJu00,pass_defended,0,,,,,
player,201710020kan,kan,HousJu00,sacks,0.0,,,,,
player,201710020kan,kan,HousJu00,tackles_combined,3,,,,,
player,201710020kan,kan,HousJu00,tackles_solo,3,,,,,
player,201710020kan,kan,HousJu00,tackles_assists,0,,,,,
player,201710020kan,kan,HousJu00,tackles_loss,1,,,,,
player,201710020kan,kan,HousJu00,qb_hits,0,,,,,
player,201710020kan,kan,HousJu00,fumbles_rec,1,,,,,
player,201710020kan,kan,HousJu00,fumbles_rec_yds,13,,,,,
player,201710020kan,kan,HousJu00,fumbles_rec_td,1,,,,,
player,201710020kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201710020kan,kan,JohnDe25,def_int,0,,,,,
player,201710020kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201710020kan,kan,JohnDe25,def_int_td,0,,,,,
player,201710020kan,kan,JohnDe25,def_int_long,0,,,,,
player,201710020kan,kan,JohnDe25,pass_defended,0,,,,,
player,201710020kan,kan,JohnDe25,sacks,0.0,,,,,
player,201710020kan,kan,JohnDe25,tackles_combined,3,,,,,
player,201710020kan,kan,JohnDe25,tackles_solo,3,,,,,
player,201710020kan,kan,JohnDe25,tackles_assists,0,,,,,
player,201710020kan,kan,JohnDe25,tackles_loss,0,,,,,
player,201710020kan,kan,JohnDe25,qb_hits,0,,,,,
player,201710020kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201710020kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201710020kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201710020kan,kan,ParkRo01,def_int,0,,,,,
player,201710020kan,kan,ParkRo01,def_int_yds,0,,,,,
player,201710020kan,kan,ParkRo01,def_int_td,0,,,,,
player,201710020kan,kan,ParkRo01,def_int_long,0,,,,,
player,201710020kan,kan,ParkRo01,pass_defended,0,,,,,
player,201710020kan,kan,ParkRo01,sacks,0.0,,,,,
player,201710020kan,kan,ParkRo01,tackles_combined,3,,,,,
player,201710020kan,kan,ParkRo01,tackles_solo,3,,,,,
player,201710020kan,kan,ParkRo01,tackles_assists,0,,,,,
player,201710020kan,kan,ParkRo01,tackles_loss,0,,,,,
player,201710020kan,kan,ParkRo01,qb_hits,0,,,,,
player,201710020kan,kan,ParkRo01,fumbles_rec,0,,,,,
player,201710020kan,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201710020kan,kan,ParkRo01,fumbles_forced,0,,,,,
player,201710020kan,kan,JoneCh09,def_int,0,,,,,
player,201710020kan,kan,JoneCh09,def_int_yds,0,,,,,
player,201710020kan,kan,JoneCh09,def_int_td,0,,,,,
player,201710020kan,kan,JoneCh09,def_int_long,0,,,,,
player,201710020kan,kan,JoneCh09,pass_defended,0,,,,,
player,201710020kan,kan,JoneCh09,sacks,0.0,,,,,
player,201710020kan,kan,JoneCh09,tackles_combined,2,,,,,
player,201710020kan,kan,JoneCh09,tackles_solo,1,,,,,
player,201710020kan,kan,JoneCh09,tackles_assists,1,,,,,
player,201710020kan,kan,JoneCh09,tackles_loss,0,,,,,
player,201710020kan,kan,JoneCh09,qb_hits,0,,,,,
player,201710020kan,kan,JoneCh09,fumbles_rec,0,,,,,
player,201710020kan,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201710020kan,kan,JoneCh09,fumbles_forced,0,,,,,
player,201710020kan,kan,BailAl00,def_int,0,,,,,
player,201710020kan,kan,BailAl00,def_int_yds,0,,,,,
player,201710020kan,kan,BailAl00,def_int_td,0,,,,,
player,201710020kan,kan,BailAl00,def_int_long,0,,,,,
player,201710020kan,kan,BailAl00,pass_defended,0,,,,,
player,201710020kan,kan,BailAl00,sacks,0.0,,,,,
player,201710020kan,kan,BailAl00,tackles_combined,1,,,,,
player,201710020kan,kan,BailAl00,tackles_solo,1,,,,,
player,201710020kan,kan,BailAl00,tackles_assists,0,,,,,
player,201710020kan,kan,BailAl00,tackles_loss,0,,,,,
player,201710020kan,kan,BailAl00,qb_hits,0,,,,,
player,201710020kan,kan,BailAl00,fumbles_rec,0,,,,,
player,201710020kan,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,BailAl00,fumbles_forced,0,,,,,
player,201710020kan,kan,GainPh00,def_int,0,,,,,
player,201710020kan,kan,GainPh00,def_int_yds,0,,,,,
player,201710020kan,kan,GainPh00,def_int_td,0,,,,,
player,201710020kan,kan,GainPh00,def_int_long,0,,,,,
player,201710020kan,kan,GainPh00,pass_defended,0,,,,,
player,201710020kan,kan,GainPh00,sacks,0.0,,,,,
player,201710020kan,kan,GainPh00,tackles_combined,1,,,,,
player,201710020kan,kan,GainPh00,tackles_solo,1,,,,,
player,201710020kan,kan,GainPh00,tackles_assists,0,,,,,
player,201710020kan,kan,GainPh00,tackles_loss,0,,,,,
player,201710020kan,kan,GainPh00,qb_hits,0,,,,,
player,201710020kan,kan,GainPh00,fumbles_rec,0,,,,,
player,201710020kan,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201710020kan,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201710020kan,kan,GainPh00,fumbles_forced,0,,,,,
player,201710020kan,kan,JenkJa01,def_int,0,,,,,
player,201710020kan,kan,JenkJa01,def_int_yds,0,,,,,
player,201710020kan,kan,JenkJa01,def_int_td,0,,,,,
player,201710020kan,kan,JenkJa01,def_int_long,0,,,,,
player,201710020kan,kan,JenkJa01,pass_defended,0,,,,,
player,201710020kan,kan,JenkJa01,sacks,0.0,,,,,
player,201710020kan,kan,JenkJa01,tackles_combined,1,,,,,
player,201710020kan,kan,JenkJa01,tackles_solo,1,,,,,
player,201710020kan,kan,JenkJa01,tackles_assists,0,,,,,
