game,2017,14,20171210,201712100tam,det,"Detroit Lions",24,tam,"Tampa Bay Buccaneers",21
player,201712100tam,det,RiddTh00,pass_rating,,,,,,
player,201712100tam,det,RiddTh00,rush_att,10,,,,,
player,201712100tam,det,RiddTh00,rush_yds,29,,,,,
player,201712100tam,det,RiddTh00,rush_td,2,,,,,
player,201712100tam,det,RiddTh00,rush_long,18,,,,,
player,201712100tam,det,RiddTh00,targets,10,,,,,
player,201712100tam,det,RiddTh00,rec,6,,,,,
player,201712100tam,det,RiddTh00,rec_yds,64,,,,,
player,201712100tam,det,RiddTh00,rec_td,0,,,,,
player,201712100tam,det,RiddTh00,rec_long,27,,,,,
player,201712100tam,det,RiddTh00,fumbles,0,,,,,
player,201712100tam,det,RiddTh00,fumbles_lost,0,,,,,
player,201712100tam,det,GreeTi00,pass_cmp,0,,,,,
player,201712100tam,det,GreeTi00,pass_att,0,,,,,
player,201712100tam,det,GreeTi00,pass_yds,0,,,,,
player,201712100tam,det,GreeTi00,pass_td,0,,,,,
player,201712100tam,det,GreeTi00,pass_int,0,,,,,
player,201712100tam,det,GreeTi00,pass_sacked,0,,,,,
player,201712100tam,det,GreeTi00,pass_sacked_yds,0,,,,,
player,201712100tam,det,GreeTi00,pass_long,0,,,,,
player,201712100tam,det,GreeTi00,pass_rating,,,,,,
player,201712100tam,det,GreeTi00,rush_att,5,,,,,
player,201712100tam,det,GreeTi00,rush_yds,15,,,,,
player,201712100tam,det,GreeTi00,rush_td,0,,,,,
player,201712100tam,det,GreeTi00,rush_long,6,,,,,
player,201712100tam,det,GreeTi00,targets,0,,,,,
player,201712100tam,det,GreeTi00,rec,0,,,,,
player,201712100tam,det,GreeTi00,rec_yds,0,,,,,
player,201712100tam,det,GreeTi00,rec_td,0,,,,,
player,201712100tam,det,GreeTi00,rec_long,0,,,,,
player,201712100tam,det,GreeTi00,fumbles,0,,,,,
player,201712100tam,det,GreeTi00,fumbles_lost,0,,,,,
player,201712100tam,det,GollKe00,pass_cmp,0,,,,,
player,201712100tam,det,GollKe00,pass_att,0,,,,,
player,201712100tam,det,GollKe00,pass_yds,0,,,,,
player,201712100tam,det,GollKe00,pass_td,0,,,,,
player,201712100tam,det,GollKe00,pass_int,0,,,,,
player,201712100tam,det,GollKe00,pass_sacked,0,,,,,
player,201712100tam,det,GollKe00,pass_sacked_yds,0,,,,,
player,201712100tam,det,GollKe00,pass_long,0,,,,,
player,201712100tam,det,GollKe00,pass_rating,,,,,,
player,201712100tam,det,GollKe00,rush_att,1,,,,,
player,201712100tam,det,GollKe00,rush_yds,9,,,,,
player,201712100tam,det,GollKe00,rush_td,0,,,,,
player,201712100tam,det,GollKe00,rush_long,9,,,,,
player,201712100tam,det,GollKe00,targets,4,,,,,
player,201712100tam,det,GollKe00,rec,3,,,,,
player,201712100tam,det,GollKe00,rec_yds,17,,,,,
player,201712100tam,det,GollKe00,rec_td,0,,,,,
player,201712100tam,det,GollKe00,rec_long,7,,,,,
player,201712100tam,det,GollKe00,fumbles,0,,,,,
player,201712100tam,det,GollKe00,fumbles_lost,0,,,,,
player,201712100tam,det,EbroEr00,pass_cmp,0,,,,,
player,201712100tam,det,EbroEr00,pass_att,0,,,,,
player,201712100tam,det,EbroEr00,pass_yds,0,,,,,
player,201712100tam,det,EbroEr00,pass_td,0,,,,,
player,201712100tam,det,EbroEr00,pass_int,0,,,,,
player,201712100tam,det,EbroEr00,pass_sacked,0,,,,,
player,201712100tam,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201712100tam,det,EbroEr00,pass_long,0,,,,,
player,201712100tam,det,EbroEr00,pass_rating,,,,,,
player,201712100tam,det,EbroEr00,rush_att,0,,,,,
player,201712100tam,det,EbroEr00,rush_yds,0,,,,,
player,201712100tam,det,EbroEr00,rush_td,0,,,,,
player,201712100tam,det,EbroEr00,rush_long,0,,,,,
player,201712100tam,det,EbroEr00,targets,11,,,,,
player,201712100tam,det,EbroEr00,rec,10,,,,,
player,201712100tam,det,EbroEr00,rec_yds,94,,,,,
player,201712100tam,det,EbroEr00,rec_td,0,,,,,
player,201712100tam,det,EbroEr00,rec_long,21,,,,,
player,201712100tam,det,EbroEr00,fumbles,1,,,,,
player,201712100tam,det,EbroEr00,fumbles_lost,1,,,,,
player,201712100tam,det,TateGo00,pass_cmp,0,,,,,
player,201712100tam,det,TateGo00,pass_att,0,,,,,
player,201712100tam,det,TateGo00,pass_yds,0,,,,,
player,201712100tam,det,TateGo00,pass_td,0,,,,,
player,201712100tam,det,TateGo00,pass_int,0,,,,,
player,201712100tam,det,TateGo00,pass_sacked,0,,,,,
player,201712100tam,det,TateGo00,pass_sacked_yds,0,,,,,
player,201712100tam,det,TateGo00,pass_long,0,,,,,
player,201712100tam,det,TateGo00,pass_rating,,,,,,
player,201712100tam,det,TateGo00,rush_att,0,,,,,
player,201712100tam,det,TateGo00,rush_yds,0,,,,,
player,201712100tam,det,TateGo00,rush_td,0,,,,,
player,201712100tam,det,TateGo00,rush_long,0,,,,,
player,201712100tam,det,TateGo00,targets,9,,,,,
player,201712100tam,det,TateGo00,rec,8,,,,,
player,201712100tam,det,TateGo00,rec_yds,85,,,,,
player,201712100tam,det,TateGo00,rec_td,1,,,,,
player,201712100tam,det,TateGo00,rec_long,24,,,,,
player,201712100tam,det,TateGo00,fumbles,0,,,,,
player,201712100tam,det,TateGo00,fumbles_lost,0,,,,,
player,201712100tam,det,JoneMa02,pass_cmp,0,,,,,
player,201712100tam,det,JoneMa02,pass_att,0,,,,,
player,201712100tam,det,JoneMa02,pass_yds,0,,,,,
player,201712100tam,det,JoneMa02,pass_td,0,,,,,
player,201712100tam,det,JoneMa02,pass_int,0,,,,,
player,201712100tam,det,JoneMa02,pass_sacked,0,,,,,
player,201712100tam,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201712100tam,det,JoneMa02,pass_long,0,,,,,
player,201712100tam,det,JoneMa02,pass_rating,,,,,,
player,201712100tam,det,JoneMa02,rush_att,0,,,,,
player,201712100tam,det,JoneMa02,rush_yds,0,,,,,
player,201712100tam,det,JoneMa02,rush_td,0,,,,,
player,201712100tam,det,JoneMa02,rush_long,0,,,,,
player,201712100tam,det,JoneMa02,targets,4,,,,,
player,201712100tam,det,JoneMa02,rec,3,,,,,
player,201712100tam,det,JoneMa02,rec_yds,64,,,,,
player,201712100tam,det,JoneMa02,rec_td,0,,,,,
player,201712100tam,det,JoneMa02,rec_long,38,,,,,
player,201712100tam,det,JoneMa02,fumbles,0,,,,,
player,201712100tam,det,JoneMa02,fumbles_lost,0,,,,,
player,201712100tam,det,JoneT.00,pass_cmp,0,,,,,
player,201712100tam,det,JoneT.00,pass_att,0,,,,,
player,201712100tam,det,JoneT.00,pass_yds,0,,,,,
player,201712100tam,det,JoneT.00,pass_td,0,,,,,
player,201712100tam,det,JoneT.00,pass_int,0,,,,,
player,201712100tam,det,JoneT.00,pass_sacked,0,,,,,
player,201712100tam,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201712100tam,det,JoneT.00,pass_long,0,,,,,
player,201712100tam,det,JoneT.00,pass_rating,,,,,,
player,201712100tam,det,JoneT.00,rush_att,0,,,,,
player,201712100tam,det,JoneT.00,rush_yds,0,,,,,
player,201712100tam,det,JoneT.00,rush_td,0,,,,,
player,201712100tam,det,JoneT.00,rush_long,0,,,,,
player,201712100tam,det,JoneT.00,targets,3,,,,,
player,201712100tam,det,JoneT.00,rec,3,,,,,
player,201712100tam,det,JoneT.00,rec_yds,26,,,,,
player,201712100tam,det,JoneT.00,rec_td,0,,,,,
player,201712100tam,det,JoneT.00,rec_long,11,,,,,
player,201712100tam,det,JoneT.00,fumbles,1,,,,,
player,201712100tam,det,JoneT.00,fumbles_lost,0,,,,,
player,201712100tam,det,FellDa01,pass_cmp,0,,,,,
player,201712100tam,det,FellDa01,pass_att,0,,,,,
player,201712100tam,det,FellDa01,pass_yds,0,,,,,
player,201712100tam,det,FellDa01,pass_td,0,,,,,
player,201712100tam,det,FellDa01,pass_int,0,,,,,
player,201712100tam,det,FellDa01,pass_sacked,0,,,,,
player,201712100tam,det,FellDa01,pass_sacked_yds,0,,,,,
player,201712100tam,det,FellDa01,pass_long,0,,,,,
player,201712100tam,det,FellDa01,pass_rating,,,,,,
player,201712100tam,det,FellDa01,rush_att,0,,,,,
player,201712100tam,det,FellDa01,rush_yds,0,,,,,
player,201712100tam,det,FellDa01,rush_td,0,,,,,
player,201712100tam,det,FellDa01,rush_long,0,,,,,
player,201712100tam,det,FellDa01,targets,1,,,,,
player,201712100tam,det,FellDa01,rec,1,,,,,
player,201712100tam,det,FellDa01,rec_yds,23,,,,,
player,201712100tam,det,FellDa01,rec_td,0,,,,,
player,201712100tam,det,FellDa01,rec_long,23,,,,,
player,201712100tam,det,FellDa01,fumbles,0,,,,,
player,201712100tam,det,FellDa01,fumbles_lost,0,,,,,
player,201712100tam,det,RobeMi01,pass_cmp,0,,,,,
player,201712100tam,det,RobeMi01,pass_att,0,,,,,
player,201712100tam,det,RobeMi01,pass_yds,0,,,,,
player,201712100tam,det,RobeMi01,pass_td,0,,,,,
player,201712100tam,det,RobeMi01,pass_int,0,,,,,
player,201712100tam,det,RobeMi01,pass_sacked,0,,,,,
player,201712100tam,det,RobeMi01,pass_sacked_yds,0,,,,,
player,201712100tam,det,RobeMi01,pass_long,0,,,,,
player,201712100tam,det,RobeMi01,pass_rating,,,,,,
player,201712100tam,det,RobeMi01,rush_att,0,,,,,
player,201712100tam,det,RobeMi01,rush_yds,0,,,,,
player,201712100tam,det,RobeMi01,rush_td,0,,,,,
player,201712100tam,det,RobeMi01,rush_long,0,,,,,
player,201712100tam,det,RobeMi01,targets,2,,,,,
player,201712100tam,det,RobeMi01,rec,2,,,,,
player,201712100tam,det,RobeMi01,rec_yds,8,,,,,
player,201712100tam,det,RobeMi01,rec_td,0,,,,,
player,201712100tam,det,RobeMi01,rec_long,7,,,,,
player,201712100tam,det,RobeMi01,fumbles,0,,,,,
player,201712100tam,det,RobeMi01,fumbles_lost,0,,,,,
player,201712100tam,det,ZennZa00,pass_cmp,0,,,,,
player,201712100tam,det,ZennZa00,pass_att,0,,,,,
player,201712100tam,det,ZennZa00,pass_yds,0,,,,,
player,201712100tam,det,ZennZa00,pass_td,0,,,,,
player,201712100tam,det,ZennZa00,pass_int,0,,,,,
player,201712100tam,det,ZennZa00,pass_sacked,0,,,,,
player,201712100tam,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201712100tam,det,ZennZa00,pass_long,0,,,,,
player,201712100tam,det,ZennZa00,pass_rating,,,,,,
player,201712100tam,det,ZennZa00,rush_att,2,,,,,
player,201712100tam,det,ZennZa00,rush_yds,0,,,,,
player,201712100tam,det,ZennZa00,rush_td,0,,,,,
player,201712100tam,det,ZennZa00,rush_long,1,,,,,
player,201712100tam,det,ZennZa00,targets,0,,,,,
player,201712100tam,det,ZennZa00,rec,0,,,,,
player,201712100tam,det,ZennZa00,rec_yds,0,,,,,
player,201712100tam,det,ZennZa00,rec_td,0,,,,,
player,201712100tam,det,ZennZa00,rec_long,0,,,,,
player,201712100tam,det,ZennZa00,fumbles,0,,,,,
player,201712100tam,det,ZennZa00,fumbles_lost,0,,,,,
player,201712100tam,tam,WinsJa00,pass_cmp,26,,,,,
player,201712100tam,tam,WinsJa00,pass_att,38,,,,,
player,201712100tam,tam,WinsJa00,pass_yds,285,,,,,
player,201712100tam,tam,WinsJa00,pass_td,2,,,,,
player,201712100tam,tam,WinsJa00,pass_int,2,,,,,
player,201712100tam,tam,WinsJa00,pass_sacked,3,,,,,
player,201712100tam,tam,WinsJa00,pass_sacked_yds,18,,,,,
player,201712100tam,tam,WinsJa00,pass_long,21,,,,,
player,201712100tam,tam,WinsJa00,pass_rating,86.0,,,,,
player,201712100tam,tam,WinsJa00,rush_att,2,,,,,
player,201712100tam,tam,WinsJa00,rush_yds,10,,,,,
player,201712100tam,tam,WinsJa00,rush_td,0,,,,,
player,201712100tam,tam,WinsJa00,rush_long,11,,,,,
player,201712100tam,tam,WinsJa00,targets,0,,,,,
player,201712100tam,tam,WinsJa00,rec,0,,,,,
player,201712100tam,tam,WinsJa00,rec_yds,0,,,,,
player,201712100tam,tam,WinsJa00,rec_td,0,,,,,
player,201712100tam,tam,WinsJa00,rec_long,0,,,,,
player,201712100tam,tam,WinsJa00,fumbles,1,,,,,
player,201712100tam,tam,WinsJa00,fumbles_lost,1,,,,,
player,201712100tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201712100tam,tam,BarbPe01,pass_att,0,,,,,
player,201712100tam,tam,BarbPe01,pass_yds,0,,,,,
player,201712100tam,tam,BarbPe01,pass_td,0,,,,,
player,201712100tam,tam,BarbPe01,pass_int,0,,,,,
player,201712100tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201712100tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201712100tam,tam,BarbPe01,pass_long,0,,,,,
player,201712100tam,tam,BarbPe01,pass_rating,,,,,,
player,201712100tam,tam,BarbPe01,rush_att,12,,,,,
player,201712100tam,tam,BarbPe01,rush_yds,58,,,,,
player,201712100tam,tam,BarbPe01,rush_td,0,,,,,
player,201712100tam,tam,BarbPe01,rush_long,16,,,,,
player,201712100tam,tam,BarbPe01,targets,1,,,,,
player,201712100tam,tam,BarbPe01,rec,1,,,,,
player,201712100tam,tam,BarbPe01,rec_yds,5,,,,,
player,201712100tam,tam,BarbPe01,rec_td,0,,,,,
player,201712100tam,tam,BarbPe01,rec_long,5,,,,,
player,201712100tam,tam,BarbPe01,fumbles,0,,,,,
player,201712100tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201712100tam,tam,MartDo00,pass_cmp,0,,,,,
player,201712100tam,tam,MartDo00,pass_att,0,,,,,
player,201712100tam,tam,MartDo00,pass_yds,0,,,,,
player,201712100tam,tam,MartDo00,pass_td,0,,,,,
player,201712100tam,tam,MartDo00,pass_int,0,,,,,
player,201712100tam,tam,MartDo00,pass_sacked,0,,,,,
player,201712100tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,MartDo00,pass_long,0,,,,,
player,201712100tam,tam,MartDo00,pass_rating,,,,,,
player,201712100tam,tam,MartDo00,rush_att,10,,,,,
player,201712100tam,tam,MartDo00,rush_yds,26,,,,,
player,201712100tam,tam,MartDo00,rush_td,1,,,,,
player,201712100tam,tam,MartDo00,rush_long,7,,,,,
player,201712100tam,tam,MartDo00,targets,3,,,,,
player,201712100tam,tam,MartDo00,rec,2,,,,,
player,201712100tam,tam,MartDo00,rec_yds,24,,,,,
player,201712100tam,tam,MartDo00,rec_td,0,,,,,
player,201712100tam,tam,MartDo00,rec_long,12,,,,,
player,201712100tam,tam,MartDo00,fumbles,1,,,,,
player,201712100tam,tam,MartDo00,fumbles_lost,1,,,,,
player,201712100tam,tam,JackDe00,pass_cmp,0,,,,,
player,201712100tam,tam,JackDe00,pass_att,0,,,,,
player,201712100tam,tam,JackDe00,pass_yds,0,,,,,
player,201712100tam,tam,JackDe00,pass_td,0,,,,,
player,201712100tam,tam,JackDe00,pass_int,0,,,,,
player,201712100tam,tam,JackDe00,pass_sacked,0,,,,,
player,201712100tam,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,JackDe00,pass_long,0,,,,,
player,201712100tam,tam,JackDe00,pass_rating,,,,,,
player,201712100tam,tam,JackDe00,rush_att,1,,,,,
player,201712100tam,tam,JackDe00,rush_yds,23,,,,,
player,201712100tam,tam,JackDe00,rush_td,0,,,,,
player,201712100tam,tam,JackDe00,rush_long,23,,,,,
player,201712100tam,tam,JackDe00,targets,7,,,,,
player,201712100tam,tam,JackDe00,rec,4,,,,,
player,201712100tam,tam,JackDe00,rec_yds,41,,,,,
player,201712100tam,tam,JackDe00,rec_td,0,,,,,
player,201712100tam,tam,JackDe00,rec_long,16,,,,,
player,201712100tam,tam,JackDe00,fumbles,0,,,,,
player,201712100tam,tam,JackDe00,fumbles_lost,0,,,,,
player,201712100tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201712100tam,tam,SimsCh00,pass_att,0,,,,,
player,201712100tam,tam,SimsCh00,pass_yds,0,,,,,
player,201712100tam,tam,SimsCh00,pass_td,0,,,,,
player,201712100tam,tam,SimsCh00,pass_int,0,,,,,
player,201712100tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201712100tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,SimsCh00,pass_long,0,,,,,
player,201712100tam,tam,SimsCh00,pass_rating,,,,,,
player,201712100tam,tam,SimsCh00,rush_att,3,,,,,
player,201712100tam,tam,SimsCh00,rush_yds,16,,,,,
player,201712100tam,tam,SimsCh00,rush_td,0,,,,,
player,201712100tam,tam,SimsCh00,rush_long,11,,,,,
player,201712100tam,tam,SimsCh00,targets,3,,,,,
player,201712100tam,tam,SimsCh00,rec,2,,,,,
player,201712100tam,tam,SimsCh00,rec_yds,11,,,,,
player,201712100tam,tam,SimsCh00,rec_td,0,,,,,
player,201712100tam,tam,SimsCh00,rec_long,10,,,,,
player,201712100tam,tam,SimsCh00,fumbles,0,,,,,
player,201712100tam,tam,SimsCh00,fumbles_lost,0,,,,,
player,201712100tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201712100tam,tam,GodwCh00,pass_att,0,,,,,
player,201712100tam,tam,GodwCh00,pass_yds,0,,,,,
player,201712100tam,tam,GodwCh00,pass_td,0,,,,,
player,201712100tam,tam,GodwCh00,pass_int,0,,,,,
player,201712100tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201712100tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,GodwCh00,pass_long,0,,,,,
player,201712100tam,tam,GodwCh00,pass_rating,,,,,,
player,201712100tam,tam,GodwCh00,rush_att,0,,,,,
player,201712100tam,tam,GodwCh00,rush_yds,0,,,,,
player,201712100tam,tam,GodwCh00,rush_td,0,,,,,
player,201712100tam,tam,GodwCh00,rush_long,0,,,,,
player,201712100tam,tam,GodwCh00,targets,6,,,,,
player,201712100tam,tam,GodwCh00,rec,5,,,,,
player,201712100tam,tam,GodwCh00,rec_yds,68,,,,,
player,201712100tam,tam,GodwCh00,rec_td,0,,,,,
player,201712100tam,tam,GodwCh00,rec_long,19,,,,,
player,201712100tam,tam,GodwCh00,fumbles,0,,,,,
player,201712100tam,tam,GodwCh00,fumbles_lost,0,,,,,
player,201712100tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201712100tam,tam,HowaO.00,pass_att,0,,,,,
player,201712100tam,tam,HowaO.00,pass_yds,0,,,,,
player,201712100tam,tam,HowaO.00,pass_td,0,,,,,
player,201712100tam,tam,HowaO.00,pass_int,0,,,,,
player,201712100tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201712100tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,HowaO.00,pass_long,0,,,,,
player,201712100tam,tam,HowaO.00,pass_rating,,,,,,
player,201712100tam,tam,HowaO.00,rush_att,0,,,,,
player,201712100tam,tam,HowaO.00,rush_yds,0,,,,,
player,201712100tam,tam,HowaO.00,rush_td,0,,,,,
player,201712100tam,tam,HowaO.00,rush_long,0,,,,,
player,201712100tam,tam,HowaO.00,targets,6,,,,,
player,201712100tam,tam,HowaO.00,rec,4,,,,,
player,201712100tam,tam,HowaO.00,rec_yds,54,,,,,
player,201712100tam,tam,HowaO.00,rec_td,1,,,,,
player,201712100tam,tam,HowaO.00,rec_long,21,,,,,
player,201712100tam,tam,HowaO.00,fumbles,1,,,,,
player,201712100tam,tam,HowaO.00,fumbles_lost,1,,,,,
player,201712100tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201712100tam,tam,EvanMi00,pass_att,0,,,,,
player,201712100tam,tam,EvanMi00,pass_yds,0,,,,,
player,201712100tam,tam,EvanMi00,pass_td,0,,,,,
player,201712100tam,tam,EvanMi00,pass_int,0,,,,,
player,201712100tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201712100tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,EvanMi00,pass_long,0,,,,,
player,201712100tam,tam,EvanMi00,pass_rating,,,,,,
player,201712100tam,tam,EvanMi00,rush_att,0,,,,,
player,201712100tam,tam,EvanMi00,rush_yds,0,,,,,
player,201712100tam,tam,EvanMi00,rush_td,0,,,,,
player,201712100tam,tam,EvanMi00,rush_long,0,,,,,
player,201712100tam,tam,EvanMi00,targets,5,,,,,
player,201712100tam,tam,EvanMi00,rec,2,,,,,
player,201712100tam,tam,EvanMi00,rec_yds,25,,,,,
player,201712100tam,tam,EvanMi00,rec_td,0,,,,,
player,201712100tam,tam,EvanMi00,rec_long,13,,,,,
player,201712100tam,tam,EvanMi00,fumbles,0,,,,,
player,201712100tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201712100tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201712100tam,tam,HumpAd00,pass_att,0,,,,,
player,201712100tam,tam,HumpAd00,pass_yds,0,,,,,
player,201712100tam,tam,HumpAd00,pass_td,0,,,,,
player,201712100tam,tam,HumpAd00,pass_int,0,,,,,
player,201712100tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201712100tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,HumpAd00,pass_long,0,,,,,
player,201712100tam,tam,HumpAd00,pass_rating,,,,,,
player,201712100tam,tam,HumpAd00,rush_att,0,,,,,
player,201712100tam,tam,HumpAd00,rush_yds,0,,,,,
player,201712100tam,tam,HumpAd00,rush_td,0,,,,,
player,201712100tam,tam,HumpAd00,rush_long,0,,,,,
player,201712100tam,tam,HumpAd00,targets,3,,,,,
player,201712100tam,tam,HumpAd00,rec,3,,,,,
player,201712100tam,tam,HumpAd00,rec_yds,25,,,,,
player,201712100tam,tam,HumpAd00,rec_td,0,,,,,
player,201712100tam,tam,HumpAd00,rec_long,10,,,,,
player,201712100tam,tam,HumpAd00,fumbles,0,,,,,
player,201712100tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201712100tam,tam,MartFr00,pass_cmp,0,,,,,
player,201712100tam,tam,MartFr00,pass_att,0,,,,,
player,201712100tam,tam,MartFr00,pass_yds,0,,,,,
player,201712100tam,tam,MartFr00,pass_td,0,,,,,
player,201712100tam,tam,MartFr00,pass_int,0,,,,,
player,201712100tam,tam,MartFr00,pass_sacked,0,,,,,
player,201712100tam,tam,MartFr00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,MartFr00,pass_long,0,,,,,
player,201712100tam,tam,MartFr00,pass_rating,,,,,,
player,201712100tam,tam,MartFr00,rush_att,0,,,,,
player,201712100tam,tam,MartFr00,rush_yds,0,,,,,
player,201712100tam,tam,MartFr00,rush_td,0,,,,,
player,201712100tam,tam,MartFr00,rush_long,0,,,,,
player,201712100tam,tam,MartFr00,targets,1,,,,,
player,201712100tam,tam,MartFr00,rec,1,,,,,
player,201712100tam,tam,MartFr00,rec_yds,19,,,,,
player,201712100tam,tam,MartFr00,rec_td,0,,,,,
player,201712100tam,tam,MartFr00,rec_long,19,,,,,
player,201712100tam,tam,MartFr00,fumbles,0,,,,,
player,201712100tam,tam,MartFr00,fumbles_lost,0,,,,,
player,201712100tam,tam,BratCa00,pass_cmp,0,,,,,
player,201712100tam,tam,BratCa00,pass_att,0,,,,,
player,201712100tam,tam,BratCa00,pass_yds,0,,,,,
player,201712100tam,tam,BratCa00,pass_td,0,,,,,
player,201712100tam,tam,BratCa00,pass_int,0,,,,,
player,201712100tam,tam,BratCa00,pass_sacked,0,,,,,
player,201712100tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201712100tam,tam,BratCa00,pass_long,0,,,,,
player,201712100tam,tam,BratCa00,pass_rating,,,,,,
player,201712100tam,tam,BratCa00,rush_att,0,,,,,
player,201712100tam,tam,BratCa00,rush_yds,0,,,,,
player,201712100tam,tam,BratCa00,rush_td,0,,,,,
player,201712100tam,tam,BratCa00,rush_long,0,,,,,
player,201712100tam,tam,BratCa00,targets,1,,,,,
player,201712100tam,tam,BratCa00,rec,1,,,,,
player,201712100tam,tam,BratCa00,rec_yds,11,,,,,
player,201712100tam,tam,BratCa00,rec_td,0,,,,,
player,201712100tam,tam,BratCa00,rec_long,11,,,,,
player,201712100tam,tam,BratCa00,fumbles,0,,,,,
player,201712100tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201712100tam,tam,WestLe00,pass_cmp,0,,,,,
player,201712100tam,tam,WestLe00,pass_att,0,,,,,
player,201712100tam,tam,WestLe00,pass_yds,0,,,,,
