game,2017,1,20170910,201709100chi,atl,"Atlanta Falcons",23,chi,"Chicago Bears",17
player,201709100chi,atl,SanuMo00,pass_cmp,0,,,,,
player,201709100chi,atl,SanuMo00,pass_att,0,,,,,
player,201709100chi,atl,SanuMo00,pass_yds,0,,,,,
player,201709100chi,atl,SanuMo00,pass_td,0,,,,,
player,201709100chi,atl,SanuMo00,pass_int,0,,,,,
player,201709100chi,atl,SanuMo00,pass_sacked,0,,,,,
player,201709100chi,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201709100chi,atl,SanuMo00,pass_long,0,,,,,
player,201709100chi,atl,SanuMo00,pass_rating,,,,,,
player,201709100chi,atl,SanuMo00,rush_att,0,,,,,
player,201709100chi,atl,SanuMo00,rush_yds,0,,,,,
player,201709100chi,atl,SanuMo00,rush_td,0,,,,,
player,201709100chi,atl,SanuMo00,rush_long,0,,,,,
player,201709100chi,atl,SanuMo00,targets,9,,,,,
player,201709100chi,atl,SanuMo00,rec,6,,,,,
player,201709100chi,atl,SanuMo00,rec_yds,47,,,,,
player,201709100chi,atl,SanuMo00,rec_td,0,,,,,
player,201709100chi,atl,SanuMo00,rec_long,15,,,,,
player,201709100chi,atl,SanuMo00,fumbles,0,,,,,
player,201709100chi,atl,SanuMo00,fumbles_lost,0,,,,,
player,201709100chi,atl,GabrTa00,pass_cmp,0,,,,,
player,201709100chi,atl,GabrTa00,pass_att,0,,,,,
player,201709100chi,atl,GabrTa00,pass_yds,0,,,,,
player,201709100chi,atl,GabrTa00,pass_td,0,,,,,
player,201709100chi,atl,GabrTa00,pass_int,0,,,,,
player,201709100chi,atl,GabrTa00,pass_sacked,0,,,,,
player,201709100chi,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201709100chi,atl,GabrTa00,pass_long,0,,,,,
player,201709100chi,atl,GabrTa00,pass_rating,,,,,,
player,201709100chi,atl,GabrTa00,rush_att,0,,,,,
player,201709100chi,atl,GabrTa00,rush_yds,0,,,,,
player,201709100chi,atl,GabrTa00,rush_td,0,,,,,
player,201709100chi,atl,GabrTa00,rush_long,0,,,,,
player,201709100chi,atl,GabrTa00,targets,4,,,,,
player,201709100chi,atl,GabrTa00,rec,3,,,,,
player,201709100chi,atl,GabrTa00,rec_yds,36,,,,,
player,201709100chi,atl,GabrTa00,rec_td,0,,,,,
player,201709100chi,atl,GabrTa00,rec_long,18,,,,,
player,201709100chi,atl,GabrTa00,fumbles,0,,,,,
player,201709100chi,atl,GabrTa00,fumbles_lost,0,,,,,
player,201709100chi,atl,ColeDe00,pass_cmp,0,,,,,
player,201709100chi,atl,ColeDe00,pass_att,0,,,,,
player,201709100chi,atl,ColeDe00,pass_yds,0,,,,,
player,201709100chi,atl,ColeDe00,pass_td,0,,,,,
player,201709100chi,atl,ColeDe00,pass_int,0,,,,,
player,201709100chi,atl,ColeDe00,pass_sacked,0,,,,,
player,201709100chi,atl,ColeDe00,pass_sacked_yds,0,,,,,
player,201709100chi,atl,ColeDe00,pass_long,0,,,,,
player,201709100chi,atl,ColeDe00,pass_rating,,,,,,
player,201709100chi,atl,ColeDe00,rush_att,0,,,,,
player,201709100chi,atl,ColeDe00,rush_yds,0,,,,,
player,201709100chi,atl,ColeDe00,rush_td,0,,,,,
player,201709100chi,atl,ColeDe00,rush_long,0,,,,,
player,201709100chi,atl,ColeDe00,targets,1,,,,,
player,201709100chi,atl,ColeDe00,rec,0,,,,,
player,201709100chi,atl,ColeDe00,rec_yds,0,,,,,
player,201709100chi,atl,ColeDe00,rec_td,0,,,,,
player,201709100chi,atl,ColeDe00,rec_long,0,,,,,
player,201709100chi,atl,ColeDe00,fumbles,0,,,,,
player,201709100chi,atl,ColeDe00,fumbles_lost,0,,,,,
player,201709100chi,atl,ToilLe00,pass_cmp,0,,,,,
player,201709100chi,atl,ToilLe00,pass_att,0,,,,,
player,201709100chi,atl,ToilLe00,pass_yds,0,,,,,
player,201709100chi,atl,ToilLe00,pass_td,0,,,,,
player,201709100chi,atl,ToilLe00,pass_int,0,,,,,
player,201709100chi,atl,ToilLe00,pass_sacked,0,,,,,
player,201709100chi,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201709100chi,atl,ToilLe00,pass_long,0,,,,,
player,201709100chi,atl,ToilLe00,pass_rating,,,,,,
player,201709100chi,atl,ToilLe00,rush_att,0,,,,,
player,201709100chi,atl,ToilLe00,rush_yds,0,,,,,
player,201709100chi,atl,ToilLe00,rush_td,0,,,,,
player,201709100chi,atl,ToilLe00,rush_long,0,,,,,
player,201709100chi,atl,ToilLe00,targets,1,,,,,
player,201709100chi,atl,ToilLe00,rec,0,,,,,
player,201709100chi,atl,ToilLe00,rec_yds,0,,,,,
player,201709100chi,atl,ToilLe00,rec_td,0,,,,,
player,201709100chi,atl,ToilLe00,rec_long,0,,,,,
player,201709100chi,atl,ToilLe00,fumbles,0,,,,,
player,201709100chi,atl,ToilLe00,fumbles_lost,0,,,,,
player,201709100chi,chi,GlenMi00,pass_cmp,26,,,,,
player,201709100chi,chi,GlenMi00,pass_att,40,,,,,
player,201709100chi,chi,GlenMi00,pass_yds,213,,,,,
player,201709100chi,chi,GlenMi00,pass_td,1,,,,,
player,201709100chi,chi,GlenMi00,pass_int,0,,,,,
player,201709100chi,chi,GlenMi00,pass_sacked,4,,,,,
player,201709100chi,chi,GlenMi00,pass_sacked_yds,37,,,,,
player,201709100chi,chi,GlenMi00,pass_long,22,,,,,
player,201709100chi,chi,GlenMi00,pass_rating,86.8,,,,,
player,201709100chi,chi,GlenMi00,rush_att,0,,,,,
player,201709100chi,chi,GlenMi00,rush_yds,0,,,,,
player,201709100chi,chi,GlenMi00,rush_td,0,,,,,
player,201709100chi,chi,GlenMi00,rush_long,0,,,,,
player,201709100chi,chi,GlenMi00,targets,0,,,,,
player,201709100chi,chi,GlenMi00,rec,0,,,,,
player,201709100chi,chi,GlenMi00,rec_yds,0,,,,,
player,201709100chi,chi,GlenMi00,rec_td,0,,,,,
player,201709100chi,chi,GlenMi00,rec_long,0,,,,,
player,201709100chi,chi,GlenMi00,fumbles,1,,,,,
player,201709100chi,chi,GlenMi00,fumbles_lost,0,,,,,
player,201709100chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201709100chi,chi,CoheTa00,pass_att,0,,,,,
player,201709100chi,chi,CoheTa00,pass_yds,0,,,,,
player,201709100chi,chi,CoheTa00,pass_td,0,,,,,
player,201709100chi,chi,CoheTa00,pass_int,0,,,,,
player,201709100chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201709100chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201709100chi,chi,CoheTa00,pass_long,0,,,,,
player,201709100chi,chi,CoheTa00,pass_rating,,,,,,
player,201709100chi,chi,CoheTa00,rush_att,5,,,,,
player,201709100chi,chi,CoheTa00,rush_yds,66,,,,,
player,201709100chi,chi,CoheTa00,rush_td,0,,,,,
player,201709100chi,chi,CoheTa00,rush_long,46,,,,,
player,201709100chi,chi,CoheTa00,targets,12,,,,,
player,201709100chi,chi,CoheTa00,rec,8,,,,,
player,201709100chi,chi,CoheTa00,rec_yds,47,,,,,
player,201709100chi,chi,CoheTa00,rec_td,1,,,,,
player,201709100chi,chi,CoheTa00,rec_long,19,,,,,
player,201709100chi,chi,CoheTa00,fumbles,0,,,,,
player,201709100chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201709100chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201709100chi,chi,HowaJo00,pass_att,0,,,,,
player,201709100chi,chi,HowaJo00,pass_yds,0,,,,,
player,201709100chi,chi,HowaJo00,pass_td,0,,,,,
player,201709100chi,chi,HowaJo00,pass_int,0,,,,,
player,201709100chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201709100chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201709100chi,chi,HowaJo00,pass_long,0,,,,,
player,201709100chi,chi,HowaJo00,pass_rating,,,,,,
player,201709100chi,chi,HowaJo00,rush_att,13,,,,,
player,201709100chi,chi,HowaJo00,rush_yds,52,,,,,
player,201709100chi,chi,HowaJo00,rush_td,1,,,,,
player,201709100chi,chi,HowaJo00,rush_long,11,,,,,
player,201709100chi,chi,HowaJo00,targets,5,,,,,
player,201709100chi,chi,HowaJo00,rec,3,,,,,
player,201709100chi,chi,HowaJo00,rec_yds,14,,,,,
player,201709100chi,chi,HowaJo00,rec_td,0,,,,,
player,201709100chi,chi,HowaJo00,rec_long,9,,,,,
player,201709100chi,chi,HowaJo00,fumbles,0,,,,,
player,201709100chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201709100chi,chi,BurtMi00,pass_cmp,0,,,,,
player,201709100chi,chi,BurtMi00,pass_att,0,,,,,
player,201709100chi,chi,BurtMi00,pass_yds,0,,,,,
player,201709100chi,chi,BurtMi00,pass_td,0,,,,,
player,201709100chi,chi,BurtMi00,pass_int,0,,,,,
player,201709100chi,chi,BurtMi00,pass_sacked,0,,,,,
player,201709100chi,chi,BurtMi00,pass_sacked_yds,0,,,,,
player,201709100chi,chi,BurtMi00,pass_long,0,,,,,
player,201709100chi,chi,BurtMi00,pass_rating,,,,,,
player,201709100chi,chi,BurtMi00,rush_att,1,,,,,
player,201709100chi,chi,BurtMi00,rush_yds,7,,,,,
player,201709100chi,chi,BurtMi00,rush_td,0,,,,,
player,201709100chi,chi,BurtMi00,rush_long,7,,,,,
player,201709100chi,chi,BurtMi00,targets,0,,,,,
player,201709100chi,chi,BurtMi00,rec,0,,,,,
player,201709100chi,chi,BurtMi00,rec_yds,0,,,,,
player,201709100chi,chi,BurtMi00,rec_td,0,,,,,
player,201709100chi,chi,BurtMi00,rec_long,0,,,,,
player,201709100chi,chi,BurtMi00,fumbles,0,,,,,
player,201709100chi,chi,BurtMi00,fumbles_lost,0,,,,,
player,201709100chi,chi,MillZa02,pass_cmp,0,,,,,
player,201709100chi,chi,MillZa02,pass_att,0,,,,,
player,201709100chi,chi,MillZa02,pass_yds,0,,,,,
player,201709100chi,chi,MillZa02,pass_td,0,,,,,
player,201709100chi,chi,MillZa02,pass_int,0,,,,,
player,201709100chi,chi,MillZa02,pass_sacked,0,,,,,
player,201709100chi,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201709100chi,chi,MillZa02,pass_long,0,,,,,
player,201709100chi,chi,MillZa02,pass_rating,,,,,,
player,201709100chi,chi,MillZa02,rush_att,0,,,,,
player,201709100chi,chi,MillZa02,rush_yds,0,,,,,
player,201709100chi,chi,MillZa02,rush_td,0,,,,,
player,201709100chi,chi,MillZa02,rush_long,0,,,,,
player,201709100chi,chi,MillZa02,targets,6,,,,,
player,201709100chi,chi,MillZa02,rec,4,,,,,
player,201709100chi,chi,MillZa02,rec_yds,39,,,,,
player,201709100chi,chi,MillZa02,rec_td,0,,,,,
player,201709100chi,chi,MillZa02,rec_long,12,,,,,
player,201709100chi,chi,MillZa02,fumbles,0,,,,,
player,201709100chi,chi,MillZa02,fumbles_lost,0,,,,,
player,201709100chi,chi,WrigKe01,pass_cmp,0,,,,,
player,201709100chi,chi,WrigKe01,pass_att,0,,,,,
player,201709100chi,chi,WrigKe01,pass_yds,0,,,,,
player,201709100chi,chi,WrigKe01,pass_td,0,,,,,
player,201709100chi,chi,WrigKe01,pass_int,0,,,,,
player,201709100chi,chi,WrigKe01,pass_sacked,0,,,,,
player,201709100chi,chi,WrigKe01,pass_sacked_yds,0,,,,,
player,201709100chi,chi,WrigKe01,pass_long,0,,,,,
player,201709100chi,chi,WrigKe01,pass_rating,,,,,,
player,201709100chi,chi,WrigKe01,rush_att,0,,,,,
player,201709100chi,chi,WrigKe01,rush_yds,0,,,,,
player,201709100chi,chi,WrigKe01,rush_td,0,,,,,
player,201709100chi,chi,WrigKe01,rush_long,0,,,,,
player,201709100chi,chi,WrigKe01,targets,4,,,,,
player,201709100chi,chi,WrigKe01,rec,3,,,,,
player,201709100chi,chi,WrigKe01,rec_yds,34,,,,,
player,201709100chi,chi,WrigKe01,rec_td,0,,,,,
player,201709100chi,chi,WrigKe01,rec_long,16,,,,,
player,201709100chi,chi,WrigKe01,fumbles,0,,,,,
player,201709100chi,chi,WrigKe01,fumbles_lost,0,,,,,
player,201709100chi,chi,SimsDi00,pass_cmp,0,,,,,
player,201709100chi,chi,SimsDi00,pass_att,0,,,,,
player,201709100chi,chi,SimsDi00,pass_yds,0,,,,,
player,201709100chi,chi,SimsDi00,pass_td,0,,,,,
player,201709100chi,chi,SimsDi00,pass_int,0,,,,,
player,201709100chi,chi,SimsDi00,pass_sacked,0,,,,,
player,201709100chi,chi,SimsDi00,pass_sacked_yds,0,,,,,
player,201709100chi,chi,SimsDi00,pass_long,0,,,,,
player,201709100chi,chi,SimsDi00,pass_rating,,,,,,
player,201709100chi,chi,SimsDi00,rush_att,0,,,,,
player,201709100chi,chi,SimsDi00,rush_yds,0,,,,,
player,201709100chi,chi,SimsDi00,rush_td,0,,,,,
player,201709100chi,chi,SimsDi00,rush_long,0,,,,,
player,201709100chi,chi,SimsDi00,targets,3,,,,,
player,201709100chi,chi,SimsDi00,rec,2,,,,,
player,201709100chi,chi,SimsDi00,rec_yds,31,,,,,
player,201709100chi,chi,SimsDi00,rec_td,0,,,,,
player,201709100chi,chi,SimsDi00,rec_long,22,,,,,
player,201709100chi,chi,SimsDi00,fumbles,0,,,,,
player,201709100chi,chi,SimsDi00,fumbles_lost,0,,,,,
player,201709100chi,chi,BellJo02,pass_cmp,0,,,,,
player,201709100chi,chi,BellJo02,pass_att,0,,,,,
player,201709100chi,chi,BellJo02,pass_yds,0,,,,,
player,201709100chi,chi,BellJo02,pass_td,0,,,,,
player,201709100chi,chi,BellJo02,pass_int,0,,,,,
player,201709100chi,chi,BellJo02,pass_sacked,0,,,,,
player,201709100chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201709100chi,chi,BellJo02,pass_long,0,,,,,
player,201709100chi,chi,BellJo02,pass_rating,,,,,,
player,201709100chi,chi,BellJo02,rush_att,0,,,,,
player,201709100chi,chi,BellJo02,rush_yds,0,,,,,
player,201709100chi,chi,BellJo02,rush_td,0,,,,,
player,201709100chi,chi,BellJo02,rush_long,0,,,,,
player,201709100chi,chi,BellJo02,targets,4,,,,,
player,201709100chi,chi,BellJo02,rec,3,,,,,
player,201709100chi,chi,BellJo02,rec_yds,27,,,,,
player,201709100chi,chi,BellJo02,rec_td,0,,,,,
player,201709100chi,chi,BellJo02,rec_long,14,,,,,
player,201709100chi,chi,BellJo02,fumbles,0,,,,,
player,201709100chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201709100chi,chi,ThomDe04,pass_cmp,0,,,,,
player,201709100chi,chi,ThomDe04,pass_att,0,,,,,
player,201709100chi,chi,ThomDe04,pass_yds,0,,,,,
player,201709100chi,chi,ThomDe04,pass_td,0,,,,,
player,201709100chi,chi,ThomDe04,pass_int,0,,,,,
player,201709100chi,chi,ThomDe04,pass_sacked,0,,,,,
player,201709100chi,chi,ThomDe04,pass_sacked_yds,0,,,,,
player,201709100chi,chi,ThomDe04,pass_long,0,,,,,
player,201709100chi,chi,ThomDe04,pass_rating,,,,,,
player,201709100chi,chi,ThomDe04,rush_att,0,,,,,
player,201709100chi,chi,ThomDe04,rush_yds,0,,,,,
player,201709100chi,chi,ThomDe04,rush_td,0,,,,,
player,201709100chi,chi,ThomDe04,rush_long,0,,,,,
player,201709100chi,chi,ThomDe04,targets,2,,,,,
player,201709100chi,chi,ThomDe04,rec,1,,,,,
player,201709100chi,chi,ThomDe04,rec_yds,15,,,,,
player,201709100chi,chi,ThomDe04,rec_td,0,,,,,
player,201709100chi,chi,ThomDe04,rec_long,15,,,,,
player,201709100chi,chi,ThomDe04,fumbles,1,,,,,
player,201709100chi,chi,ThomDe04,fumbles_lost,0,,,,,
player,201709100chi,chi,WhitKe00,pass_cmp,0,,,,,
player,201709100chi,chi,WhitKe00,pass_att,0,,,,,
player,201709100chi,chi,WhitKe00,pass_yds,0,,,,,
player,201709100chi,chi,WhitKe00,pass_td,0,,,,,
player,201709100chi,chi,WhitKe00,pass_int,0,,,,,
player,201709100chi,chi,WhitKe00,pass_sacked,0,,,,,
player,201709100chi,chi,WhitKe00,pass_sacked_yds,0,,,,,
player,201709100chi,chi,WhitKe00,pass_long,0,,,,,
player,201709100chi,chi,WhitKe00,pass_rating,,,,,,
player,201709100chi,chi,WhitKe00,rush_att,0,,,,,
player,201709100chi,chi,WhitKe00,rush_yds,0,,,,,
player,201709100chi,chi,WhitKe00,rush_td,0,,,,,
player,201709100chi,chi,WhitKe00,rush_long,0,,,,,
player,201709100chi,chi,WhitKe00,targets,4,,,,,
player,201709100chi,chi,WhitKe00,rec,2,,,,,
player,201709100chi,chi,WhitKe00,rec_yds,6,,,,,
player,201709100chi,chi,WhitKe00,rec_td,0,,,,,
player,201709100chi,chi,WhitKe00,rec_long,6,,,,,
player,201709100chi,chi,WhitKe00,fumbles,0,,,,,
player,201709100chi,chi,WhitKe00,fumbles_lost,0,,,,,
player,201709100chi,atl,ReedBr00,def_int,0,,,,,
player,201709100chi,atl,ReedBr00,def_int_yds,0,,,,,
player,201709100chi,atl,ReedBr00,def_int_td,0,,,,,
player,201709100chi,atl,ReedBr00,def_int_long,0,,,,,
player,201709100chi,atl,ReedBr00,pass_defended,0,,,,,
player,201709100chi,atl,ReedBr00,sacks,2.0,,,,,
player,201709100chi,atl,ReedBr00,tackles_combined,5,,,,,
player,201709100chi,atl,ReedBr00,tackles_solo,5,,,,,
player,201709100chi,atl,ReedBr00,tackles_assists,0,,,,,
player,201709100chi,atl,ReedBr00,tackles_loss,3,,,,,
player,201709100chi,atl,ReedBr00,qb_hits,2,,,,,
player,201709100chi,atl,ReedBr00,fumbles_rec,0,,,,,
player,201709100chi,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201709100chi,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201709100chi,atl,ReedBr00,fumbles_forced,0,,,,,
player,201709100chi,atl,PoolBr01,def_int,0,,,,,
player,201709100chi,atl,PoolBr01,def_int_yds,0,,,,,
player,201709100chi,atl,PoolBr01,def_int_td,0,,,,,
player,201709100chi,atl,PoolBr01,def_int_long,0,,,,,
player,201709100chi,atl,PoolBr01,pass_defended,0,,,,,
player,201709100chi,atl,PoolBr01,sacks,1.0,,,,,
player,201709100chi,atl,PoolBr01,tackles_combined,7,,,,,
player,201709100chi,atl,PoolBr01,tackles_solo,6,,,,,
player,201709100chi,atl,PoolBr01,tackles_assists,1,,,,,
player,201709100chi,atl,PoolBr01,tackles_loss,1,,,,,
player,201709100chi,atl,PoolBr01,qb_hits,2,,,,,
player,201709100chi,atl,PoolBr01,fumbles_rec,0,,,,,
player,201709100chi,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201709100chi,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201709100chi,atl,PoolBr01,fumbles_forced,0,,,,,
player,201709100chi,atl,BeasVi00,def_int,0,,,,,
player,201709100chi,atl,BeasVi00,def_int_yds,0,,,,,
player,201709100chi,atl,BeasVi00,def_int_td,0,,,,,
player,201709100chi,atl,BeasVi00,def_int_long,0,,,,,
player,201709100chi,atl,BeasVi00,pass_defended,0,,,,,
player,201709100chi,atl,BeasVi00,sacks,1.0,,,,,
player,201709100chi,atl,BeasVi00,tackles_combined,2,,,,,
player,201709100chi,atl,BeasVi00,tackles_solo,2,,,,,
player,201709100chi,atl,BeasVi00,tackles_assists,0,,,,,
player,201709100chi,atl,BeasVi00,tackles_loss,1,,,,,
player,201709100chi,atl,BeasVi00,qb_hits,1,,,,,
player,201709100chi,atl,BeasVi00,fumbles_rec,0,,,,,
player,201709100chi,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201709100chi,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201709100chi,atl,BeasVi00,fumbles_forced,0,,,,,
player,201709100chi,atl,JoneDe01,def_int,0,,,,,
player,201709100chi,atl,JoneDe01,def_int_yds,0,,,,,
player,201709100chi,atl,JoneDe01,def_int_td,0,,,,,
player,201709100chi,atl,JoneDe01,def_int_long,0,,,,,
player,201709100chi,atl,JoneDe01,pass_defended,0,,,,,
