game,2017,15,20171217,201712170sfo,oti,"Tennessee Titans",23,sfo,"San Francisco 49ers",25
player,201712170sfo,sfo,PaulLo00,rush_long,0,,,,,
player,201712170sfo,sfo,PaulLo00,targets,1,,,,,
player,201712170sfo,sfo,PaulLo00,rec,0,,,,,
player,201712170sfo,sfo,PaulLo00,rec_yds,0,,,,,
player,201712170sfo,sfo,PaulLo00,rec_td,0,,,,,
player,201712170sfo,sfo,PaulLo00,rec_long,0,,,,,
player,201712170sfo,sfo,PaulLo00,fumbles,0,,,,,
player,201712170sfo,sfo,PaulLo00,fumbles_lost,0,,,,,
player,201712170sfo,oti,WoodWe20,def_int,0,,,,,
player,201712170sfo,oti,WoodWe20,def_int_yds,0,,,,,
player,201712170sfo,oti,WoodWe20,def_int_td,0,,,,,
player,201712170sfo,oti,WoodWe20,def_int_long,0,,,,,
player,201712170sfo,oti,WoodWe20,pass_defended,0,,,,,
player,201712170sfo,oti,WoodWe20,sacks,1.0,,,,,
player,201712170sfo,oti,WoodWe20,tackles_combined,10,,,,,
player,201712170sfo,oti,WoodWe20,tackles_solo,7,,,,,
player,201712170sfo,oti,WoodWe20,tackles_assists,3,,,,,
player,201712170sfo,oti,WoodWe20,tackles_loss,2,,,,,
player,201712170sfo,oti,WoodWe20,qb_hits,1,,,,,
player,201712170sfo,oti,WoodWe20,fumbles_rec,0,,,,,
player,201712170sfo,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,WoodWe20,fumbles_forced,0,,,,,
player,201712170sfo,oti,WillAv00,def_int,0,,,,,
player,201712170sfo,oti,WillAv00,def_int_yds,0,,,,,
player,201712170sfo,oti,WillAv00,def_int_td,0,,,,,
player,201712170sfo,oti,WillAv00,def_int_long,0,,,,,
player,201712170sfo,oti,WillAv00,pass_defended,0,,,,,
player,201712170sfo,oti,WillAv00,sacks,1.0,,,,,
player,201712170sfo,oti,WillAv00,tackles_combined,6,,,,,
player,201712170sfo,oti,WillAv00,tackles_solo,6,,,,,
player,201712170sfo,oti,WillAv00,tackles_assists,0,,,,,
player,201712170sfo,oti,WillAv00,tackles_loss,2,,,,,
player,201712170sfo,oti,WillAv00,qb_hits,1,,,,,
player,201712170sfo,oti,WillAv00,fumbles_rec,0,,,,,
player,201712170sfo,oti,WillAv00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,WillAv00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,WillAv00,fumbles_forced,0,,,,,
player,201712170sfo,oti,BrowJa06,def_int,0,,,,,
player,201712170sfo,oti,BrowJa06,def_int_yds,0,,,,,
player,201712170sfo,oti,BrowJa06,def_int_td,0,,,,,
player,201712170sfo,oti,BrowJa06,def_int_long,0,,,,,
player,201712170sfo,oti,BrowJa06,pass_defended,0,,,,,
player,201712170sfo,oti,BrowJa06,sacks,1.0,,,,,
player,201712170sfo,oti,BrowJa06,tackles_combined,5,,,,,
player,201712170sfo,oti,BrowJa06,tackles_solo,5,,,,,
player,201712170sfo,oti,BrowJa06,tackles_assists,0,,,,,
player,201712170sfo,oti,BrowJa06,tackles_loss,0,,,,,
player,201712170sfo,oti,BrowJa06,qb_hits,1,,,,,
player,201712170sfo,oti,BrowJa06,fumbles_rec,0,,,,,
player,201712170sfo,oti,BrowJa06,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,BrowJa06,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,BrowJa06,fumbles_forced,0,,,,,
player,201712170sfo,oti,JackAd00,def_int,0,,,,,
player,201712170sfo,oti,JackAd00,def_int_yds,0,,,,,
player,201712170sfo,oti,JackAd00,def_int_td,0,,,,,
player,201712170sfo,oti,JackAd00,def_int_long,0,,,,,
player,201712170sfo,oti,JackAd00,pass_defended,2,,,,,
player,201712170sfo,oti,JackAd00,sacks,0.0,,,,,
player,201712170sfo,oti,JackAd00,tackles_combined,8,,,,,
player,201712170sfo,oti,JackAd00,tackles_solo,8,,,,,
player,201712170sfo,oti,JackAd00,tackles_assists,0,,,,,
player,201712170sfo,oti,JackAd00,tackles_loss,0,,,,,
player,201712170sfo,oti,JackAd00,qb_hits,0,,,,,
player,201712170sfo,oti,JackAd00,fumbles_rec,0,,,,,
player,201712170sfo,oti,JackAd00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,JackAd00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,JackAd00,fumbles_forced,0,,,,,
player,201712170sfo,oti,CyprJo00,def_int,0,,,,,
player,201712170sfo,oti,CyprJo00,def_int_yds,0,,,,,
player,201712170sfo,oti,CyprJo00,def_int_td,0,,,,,
player,201712170sfo,oti,CyprJo00,def_int_long,0,,,,,
player,201712170sfo,oti,CyprJo00,pass_defended,0,,,,,
player,201712170sfo,oti,CyprJo00,sacks,0.0,,,,,
player,201712170sfo,oti,CyprJo00,tackles_combined,6,,,,,
player,201712170sfo,oti,CyprJo00,tackles_solo,3,,,,,
player,201712170sfo,oti,CyprJo00,tackles_assists,3,,,,,
player,201712170sfo,oti,CyprJo00,tackles_loss,0,,,,,
player,201712170sfo,oti,CyprJo00,qb_hits,0,,,,,
player,201712170sfo,oti,CyprJo00,fumbles_rec,0,,,,,
player,201712170sfo,oti,CyprJo00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,CyprJo00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,CyprJo00,fumbles_forced,0,,,,,
player,201712170sfo,oti,ByarKe01,def_int,0,,,,,
player,201712170sfo,oti,ByarKe01,def_int_yds,0,,,,,
player,201712170sfo,oti,ByarKe01,def_int_td,0,,,,,
player,201712170sfo,oti,ByarKe01,def_int_long,0,,,,,
player,201712170sfo,oti,ByarKe01,pass_defended,0,,,,,
player,201712170sfo,oti,ByarKe01,sacks,0.0,,,,,
player,201712170sfo,oti,ByarKe01,tackles_combined,5,,,,,
player,201712170sfo,oti,ByarKe01,tackles_solo,5,,,,,
player,201712170sfo,oti,ByarKe01,tackles_assists,0,,,,,
player,201712170sfo,oti,ByarKe01,tackles_loss,0,,,,,
player,201712170sfo,oti,ByarKe01,qb_hits,0,,,,,
player,201712170sfo,oti,ByarKe01,fumbles_rec,0,,,,,
player,201712170sfo,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,ByarKe01,fumbles_forced,0,,,,,
player,201712170sfo,oti,SimsLe00,def_int,0,,,,,
player,201712170sfo,oti,SimsLe00,def_int_yds,0,,,,,
player,201712170sfo,oti,SimsLe00,def_int_td,0,,,,,
player,201712170sfo,oti,SimsLe00,def_int_long,0,,,,,
player,201712170sfo,oti,SimsLe00,pass_defended,0,,,,,
player,201712170sfo,oti,SimsLe00,sacks,0.0,,,,,
player,201712170sfo,oti,SimsLe00,tackles_combined,5,,,,,
player,201712170sfo,oti,SimsLe00,tackles_solo,5,,,,,
player,201712170sfo,oti,SimsLe00,tackles_assists,0,,,,,
player,201712170sfo,oti,SimsLe00,tackles_loss,0,,,,,
player,201712170sfo,oti,SimsLe00,qb_hits,0,,,,,
player,201712170sfo,oti,SimsLe00,fumbles_rec,0,,,,,
player,201712170sfo,oti,SimsLe00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,SimsLe00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,SimsLe00,fumbles_forced,0,,,,,
player,201712170sfo,oti,WaldEr99,def_int,0,,,,,
player,201712170sfo,oti,WaldEr99,def_int_yds,0,,,,,
player,201712170sfo,oti,WaldEr99,def_int_td,0,,,,,
player,201712170sfo,oti,WaldEr99,def_int_long,0,,,,,
player,201712170sfo,oti,WaldEr99,pass_defended,0,,,,,
player,201712170sfo,oti,WaldEr99,sacks,0.0,,,,,
player,201712170sfo,oti,WaldEr99,tackles_combined,5,,,,,
player,201712170sfo,oti,WaldEr99,tackles_solo,2,,,,,
player,201712170sfo,oti,WaldEr99,tackles_assists,3,,,,,
player,201712170sfo,oti,WaldEr99,tackles_loss,0,,,,,
player,201712170sfo,oti,WaldEr99,qb_hits,0,,,,,
player,201712170sfo,oti,WaldEr99,fumbles_rec,0,,,,,
player,201712170sfo,oti,WaldEr99,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,WaldEr99,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,WaldEr99,fumbles_forced,0,,,,,
player,201712170sfo,oti,CaseJu00,def_int,0,,,,,
player,201712170sfo,oti,CaseJu00,def_int_yds,0,,,,,
player,201712170sfo,oti,CaseJu00,def_int_td,0,,,,,
player,201712170sfo,oti,CaseJu00,def_int_long,0,,,,,
player,201712170sfo,oti,CaseJu00,pass_defended,1,,,,,
player,201712170sfo,oti,CaseJu00,sacks,0.0,,,,,
player,201712170sfo,oti,CaseJu00,tackles_combined,4,,,,,
player,201712170sfo,oti,CaseJu00,tackles_solo,2,,,,,
player,201712170sfo,oti,CaseJu00,tackles_assists,2,,,,,
player,201712170sfo,oti,CaseJu00,tackles_loss,1,,,,,
player,201712170sfo,oti,CaseJu00,qb_hits,0,,,,,
player,201712170sfo,oti,CaseJu00,fumbles_rec,0,,,,,
player,201712170sfo,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,CaseJu00,fumbles_forced,0,,,,,
player,201712170sfo,oti,RyanLo00,def_int,0,,,,,
player,201712170sfo,oti,RyanLo00,def_int_yds,0,,,,,
player,201712170sfo,oti,RyanLo00,def_int_td,0,,,,,
player,201712170sfo,oti,RyanLo00,def_int_long,0,,,,,
player,201712170sfo,oti,RyanLo00,pass_defended,0,,,,,
player,201712170sfo,oti,RyanLo00,sacks,0.0,,,,,
player,201712170sfo,oti,RyanLo00,tackles_combined,3,,,,,
player,201712170sfo,oti,RyanLo00,tackles_solo,3,,,,,
player,201712170sfo,oti,RyanLo00,tackles_assists,0,,,,,
player,201712170sfo,oti,RyanLo00,tackles_loss,0,,,,,
player,201712170sfo,oti,RyanLo00,qb_hits,0,,,,,
player,201712170sfo,oti,RyanLo00,fumbles_rec,0,,,,,
player,201712170sfo,oti,RyanLo00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,RyanLo00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,RyanLo00,fumbles_forced,0,,,,,
player,201712170sfo,oti,DoddKe00,def_int,0,,,,,
player,201712170sfo,oti,DoddKe00,def_int_yds,0,,,,,
player,201712170sfo,oti,DoddKe00,def_int_td,0,,,,,
player,201712170sfo,oti,DoddKe00,def_int_long,0,,,,,
player,201712170sfo,oti,DoddKe00,pass_defended,0,,,,,
player,201712170sfo,oti,DoddKe00,sacks,0.0,,,,,
player,201712170sfo,oti,DoddKe00,tackles_combined,2,,,,,
player,201712170sfo,oti,DoddKe00,tackles_solo,1,,,,,
player,201712170sfo,oti,DoddKe00,tackles_assists,1,,,,,
player,201712170sfo,oti,DoddKe00,tackles_loss,1,,,,,
player,201712170sfo,oti,DoddKe00,qb_hits,0,,,,,
player,201712170sfo,oti,DoddKe00,fumbles_rec,0,,,,,
player,201712170sfo,oti,DoddKe00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,DoddKe00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,DoddKe00,fumbles_forced,0,,,,,
player,201712170sfo,oti,JohnAu01,def_int,0,,,,,
player,201712170sfo,oti,JohnAu01,def_int_yds,0,,,,,
player,201712170sfo,oti,JohnAu01,def_int_td,0,,,,,
player,201712170sfo,oti,JohnAu01,def_int_long,0,,,,,
player,201712170sfo,oti,JohnAu01,pass_defended,0,,,,,
player,201712170sfo,oti,JohnAu01,sacks,0.0,,,,,
player,201712170sfo,oti,JohnAu01,tackles_combined,2,,,,,
player,201712170sfo,oti,JohnAu01,tackles_solo,2,,,,,
player,201712170sfo,oti,JohnAu01,tackles_assists,0,,,,,
player,201712170sfo,oti,JohnAu01,tackles_loss,0,,,,,
player,201712170sfo,oti,JohnAu01,qb_hits,0,,,,,
player,201712170sfo,oti,JohnAu01,fumbles_rec,0,,,,,
player,201712170sfo,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,JohnAu01,fumbles_forced,0,,,,,
player,201712170sfo,oti,McCaBr99,def_int,0,,,,,
player,201712170sfo,oti,McCaBr99,def_int_yds,0,,,,,
player,201712170sfo,oti,McCaBr99,def_int_td,0,,,,,
player,201712170sfo,oti,McCaBr99,def_int_long,0,,,,,
player,201712170sfo,oti,McCaBr99,pass_defended,0,,,,,
player,201712170sfo,oti,McCaBr99,sacks,0.0,,,,,
player,201712170sfo,oti,McCaBr99,tackles_combined,2,,,,,
player,201712170sfo,oti,McCaBr99,tackles_solo,2,,,,,
player,201712170sfo,oti,McCaBr99,tackles_assists,0,,,,,
player,201712170sfo,oti,McCaBr99,tackles_loss,0,,,,,
player,201712170sfo,oti,McCaBr99,qb_hits,0,,,,,
player,201712170sfo,oti,McCaBr99,fumbles_rec,0,,,,,
player,201712170sfo,oti,McCaBr99,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,McCaBr99,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,McCaBr99,fumbles_forced,0,,,,,
player,201712170sfo,oti,SearDa00,def_int,0,,,,,
player,201712170sfo,oti,SearDa00,def_int_yds,0,,,,,
player,201712170sfo,oti,SearDa00,def_int_td,0,,,,,
player,201712170sfo,oti,SearDa00,def_int_long,0,,,,,
player,201712170sfo,oti,SearDa00,pass_defended,0,,,,,
player,201712170sfo,oti,SearDa00,sacks,0.0,,,,,
player,201712170sfo,oti,SearDa00,tackles_combined,2,,,,,
player,201712170sfo,oti,SearDa00,tackles_solo,2,,,,,
player,201712170sfo,oti,SearDa00,tackles_assists,0,,,,,
player,201712170sfo,oti,SearDa00,tackles_loss,0,,,,,
player,201712170sfo,oti,SearDa00,qb_hits,1,,,,,
player,201712170sfo,oti,SearDa00,fumbles_rec,0,,,,,
player,201712170sfo,oti,SearDa00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,SearDa00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,SearDa00,fumbles_forced,0,,,,,
player,201712170sfo,oti,SmitTy01,def_int,0,,,,,
player,201712170sfo,oti,SmitTy01,def_int_yds,0,,,,,
player,201712170sfo,oti,SmitTy01,def_int_td,0,,,,,
player,201712170sfo,oti,SmitTy01,def_int_long,0,,,,,
player,201712170sfo,oti,SmitTy01,pass_defended,0,,,,,
player,201712170sfo,oti,SmitTy01,sacks,0.0,,,,,
player,201712170sfo,oti,SmitTy01,tackles_combined,2,,,,,
player,201712170sfo,oti,SmitTy01,tackles_solo,2,,,,,
player,201712170sfo,oti,SmitTy01,tackles_assists,0,,,,,
player,201712170sfo,oti,SmitTy01,tackles_loss,0,,,,,
player,201712170sfo,oti,SmitTy01,qb_hits,0,,,,,
player,201712170sfo,oti,SmitTy01,fumbles_rec,0,,,,,
player,201712170sfo,oti,SmitTy01,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,SmitTy01,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,SmitTy01,fumbles_forced,0,,,,,
player,201712170sfo,oti,WillSy00,def_int,0,,,,,
player,201712170sfo,oti,WillSy00,def_int_yds,0,,,,,
player,201712170sfo,oti,WillSy00,def_int_td,0,,,,,
player,201712170sfo,oti,WillSy00,def_int_long,0,,,,,
player,201712170sfo,oti,WillSy00,pass_defended,0,,,,,
player,201712170sfo,oti,WillSy00,sacks,0.0,,,,,
player,201712170sfo,oti,WillSy00,tackles_combined,2,,,,,
player,201712170sfo,oti,WillSy00,tackles_solo,2,,,,,
player,201712170sfo,oti,WillSy00,tackles_assists,0,,,,,
player,201712170sfo,oti,WillSy00,tackles_loss,1,,,,,
player,201712170sfo,oti,WillSy00,qb_hits,0,,,,,
player,201712170sfo,oti,WillSy00,fumbles_rec,0,,,,,
player,201712170sfo,oti,WillSy00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,WillSy00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,WillSy00,fumbles_forced,0,,,,,
player,201712170sfo,oti,BateDa00,def_int,0,,,,,
player,201712170sfo,oti,BateDa00,def_int_yds,0,,,,,
player,201712170sfo,oti,BateDa00,def_int_td,0,,,,,
player,201712170sfo,oti,BateDa00,def_int_long,0,,,,,
player,201712170sfo,oti,BateDa00,pass_defended,0,,,,,
player,201712170sfo,oti,BateDa00,sacks,0.0,,,,,
player,201712170sfo,oti,BateDa00,tackles_combined,1,,,,,
player,201712170sfo,oti,BateDa00,tackles_solo,1,,,,,
player,201712170sfo,oti,BateDa00,tackles_assists,0,,,,,
player,201712170sfo,oti,BateDa00,tackles_loss,0,,,,,
player,201712170sfo,oti,BateDa00,qb_hits,0,,,,,
player,201712170sfo,oti,BateDa00,fumbles_rec,0,,,,,
player,201712170sfo,oti,BateDa00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,BateDa00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,BateDa00,fumbles_forced,0,,,,,
player,201712170sfo,oti,OrakBr99,def_int,0,,,,,
player,201712170sfo,oti,OrakBr99,def_int_yds,0,,,,,
player,201712170sfo,oti,OrakBr99,def_int_td,0,,,,,
player,201712170sfo,oti,OrakBr99,def_int_long,0,,,,,
player,201712170sfo,oti,OrakBr99,pass_defended,0,,,,,
player,201712170sfo,oti,OrakBr99,sacks,0.0,,,,,
player,201712170sfo,oti,OrakBr99,tackles_combined,1,,,,,
player,201712170sfo,oti,OrakBr99,tackles_solo,0,,,,,
player,201712170sfo,oti,OrakBr99,tackles_assists,1,,,,,
player,201712170sfo,oti,OrakBr99,tackles_loss,0,,,,,
player,201712170sfo,oti,OrakBr99,qb_hits,1,,,,,
player,201712170sfo,oti,OrakBr99,fumbles_rec,0,,,,,
player,201712170sfo,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,OrakBr99,fumbles_forced,0,,,,,
player,201712170sfo,oti,TaylTa00,def_int,0,,,,,
player,201712170sfo,oti,TaylTa00,def_int_yds,0,,,,,
player,201712170sfo,oti,TaylTa00,def_int_td,0,,,,,
player,201712170sfo,oti,TaylTa00,def_int_long,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_defended,0,,,,,
player,201712170sfo,oti,TaylTa00,sacks,0.0,,,,,
player,201712170sfo,oti,TaylTa00,tackles_combined,1,,,,,
player,201712170sfo,oti,TaylTa00,tackles_solo,1,,,,,
player,201712170sfo,oti,TaylTa00,tackles_assists,0,,,,,
player,201712170sfo,oti,TaylTa00,tackles_loss,0,,,,,
player,201712170sfo,oti,TaylTa00,qb_hits,0,,,,,
player,201712170sfo,oti,TaylTa00,fumbles_rec,0,,,,,
player,201712170sfo,oti,TaylTa00,fumbles_rec_yds,0,,,,,
player,201712170sfo,oti,TaylTa00,fumbles_rec_td,0,,,,,
player,201712170sfo,oti,TaylTa00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,BuckDe00,def_int,0,,,,,
player,201712170sfo,sfo,BuckDe00,def_int_yds,0,,,,,
player,201712170sfo,sfo,BuckDe00,def_int_td,0,,,,,
player,201712170sfo,sfo,BuckDe00,def_int_long,0,,,,,
player,201712170sfo,sfo,BuckDe00,pass_defended,1,,,,,
player,201712170sfo,sfo,BuckDe00,sacks,0.5,,,,,
player,201712170sfo,sfo,BuckDe00,tackles_combined,9,,,,,
player,201712170sfo,sfo,BuckDe00,tackles_solo,7,,,,,
player,201712170sfo,sfo,BuckDe00,tackles_assists,2,,,,,
player,201712170sfo,sfo,BuckDe00,tackles_loss,0,,,,,
player,201712170sfo,sfo,BuckDe00,qb_hits,1,,,,,
player,201712170sfo,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201712170sfo,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,CarrCo00,def_int,0,,,,,
player,201712170sfo,sfo,CarrCo00,def_int_yds,0,,,,,
player,201712170sfo,sfo,CarrCo00,def_int_td,0,,,,,
player,201712170sfo,sfo,CarrCo00,def_int_long,0,,,,,
player,201712170sfo,sfo,CarrCo00,pass_defended,0,,,,,
player,201712170sfo,sfo,CarrCo00,sacks,0.5,,,,,
player,201712170sfo,sfo,CarrCo00,tackles_combined,1,,,,,
player,201712170sfo,sfo,CarrCo00,tackles_solo,0,,,,,
player,201712170sfo,sfo,CarrCo00,tackles_assists,1,,,,,
player,201712170sfo,sfo,CarrCo00,tackles_loss,,,,,,
player,201712170sfo,sfo,CarrCo00,qb_hits,,,,,,
player,201712170sfo,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201712170sfo,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,FostRe00,def_int,0,,,,,
player,201712170sfo,sfo,FostRe00,def_int_yds,0,,,,,
player,201712170sfo,sfo,FostRe00,def_int_td,0,,,,,
player,201712170sfo,sfo,FostRe00,def_int_long,0,,,,,
player,201712170sfo,sfo,FostRe00,pass_defended,0,,,,,
player,201712170sfo,sfo,FostRe00,sacks,0.0,,,,,
player,201712170sfo,sfo,FostRe00,tackles_combined,9,,,,,
player,201712170sfo,sfo,FostRe00,tackles_solo,8,,,,,
player,201712170sfo,sfo,FostRe00,tackles_assists,1,,,,,
player,201712170sfo,sfo,FostRe00,tackles_loss,0,,,,,
player,201712170sfo,sfo,FostRe00,qb_hits,1,,,,,
player,201712170sfo,sfo,FostRe00,fumbles_rec,0,,,,,
player,201712170sfo,sfo,FostRe00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,FostRe00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,FostRe00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,ReidEr00,def_int,0,,,,,
player,201712170sfo,sfo,ReidEr00,def_int_yds,0,,,,,
player,201712170sfo,sfo,ReidEr00,def_int_td,0,,,,,
player,201712170sfo,sfo,ReidEr00,def_int_long,0,,,,,
player,201712170sfo,sfo,ReidEr00,pass_defended,0,,,,,
player,201712170sfo,sfo,ReidEr00,sacks,0.0,,,,,
player,201712170sfo,sfo,ReidEr00,tackles_combined,8,,,,,
player,201712170sfo,sfo,ReidEr00,tackles_solo,6,,,,,
player,201712170sfo,sfo,ReidEr00,tackles_assists,2,,,,,
player,201712170sfo,sfo,ReidEr00,tackles_loss,0,,,,,
player,201712170sfo,sfo,ReidEr00,qb_hits,0,,,,,
player,201712170sfo,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201712170sfo,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,JohnDo02,def_int,0,,,,,
player,201712170sfo,sfo,JohnDo02,def_int_yds,0,,,,,
player,201712170sfo,sfo,JohnDo02,def_int_td,0,,,,,
player,201712170sfo,sfo,JohnDo02,def_int_long,0,,,,,
player,201712170sfo,sfo,JohnDo02,pass_defended,0,,,,,
player,201712170sfo,sfo,JohnDo02,sacks,0.0,,,,,
player,201712170sfo,sfo,JohnDo02,tackles_combined,6,,,,,
player,201712170sfo,sfo,JohnDo02,tackles_solo,6,,,,,
player,201712170sfo,sfo,JohnDo02,tackles_assists,0,,,,,
player,201712170sfo,sfo,JohnDo02,tackles_loss,0,,,,,
player,201712170sfo,sfo,JohnDo02,qb_hits,0,,,,,
player,201712170sfo,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201712170sfo,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201712170sfo,sfo,ColbAd00,def_int,0,,,,,
player,201712170sfo,sfo,ColbAd00,def_int_yds,0,,,,,
player,201712170sfo,sfo,ColbAd00,def_int_td,0,,,,,
player,201712170sfo,sfo,ColbAd00,def_int_long,0,,,,,
player,201712170sfo,sfo,ColbAd00,pass_defended,0,,,,,
player,201712170sfo,sfo,ColbAd00,sacks,0.0,,,,,
player,201712170sfo,sfo,ColbAd00,tackles_combined,5,,,,,
player,201712170sfo,sfo,ColbAd00,tackles_solo,5,,,,,
player,201712170sfo,sfo,ColbAd00,tackles_assists,0,,,,,
player,201712170sfo,sfo,ColbAd00,tackles_loss,0,,,,,
player,201712170sfo,sfo,ColbAd00,qb_hits,0,,,,,
player,201712170sfo,sfo,ColbAd00,fumbles_rec,1,,,,,
player,201712170sfo,sfo,ColbAd00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,ColbAd00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,ColbAd00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,CoylBr00,def_int,0,,,,,
player,201712170sfo,sfo,CoylBr00,def_int_yds,0,,,,,
player,201712170sfo,sfo,CoylBr00,def_int_td,0,,,,,
player,201712170sfo,sfo,CoylBr00,def_int_long,0,,,,,
player,201712170sfo,sfo,CoylBr00,pass_defended,0,,,,,
player,201712170sfo,sfo,CoylBr00,sacks,0.0,,,,,
player,201712170sfo,sfo,CoylBr00,tackles_combined,4,,,,,
player,201712170sfo,sfo,CoylBr00,tackles_solo,3,,,,,
player,201712170sfo,sfo,CoylBr00,tackles_assists,1,,,,,
player,201712170sfo,sfo,CoylBr00,tackles_loss,0,,,,,
player,201712170sfo,sfo,CoylBr00,qb_hits,0,,,,,
player,201712170sfo,sfo,CoylBr00,fumbles_rec,0,,,,,
player,201712170sfo,sfo,CoylBr00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,CoylBr00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,CoylBr00,fumbles_forced,1,,,,,
player,201712170sfo,sfo,WithAh00,def_int,0,,,,,
player,201712170sfo,sfo,WithAh00,def_int_yds,0,,,,,
player,201712170sfo,sfo,WithAh00,def_int_td,0,,,,,
player,201712170sfo,sfo,WithAh00,def_int_long,0,,,,,
player,201712170sfo,sfo,WithAh00,pass_defended,1,,,,,
player,201712170sfo,sfo,WithAh00,sacks,0.0,,,,,
player,201712170sfo,sfo,WithAh00,tackles_combined,4,,,,,
player,201712170sfo,sfo,WithAh00,tackles_solo,4,,,,,
player,201712170sfo,sfo,WithAh00,tackles_assists,0,,,,,
player,201712170sfo,sfo,WithAh00,tackles_loss,0,,,,,
player,201712170sfo,sfo,WithAh00,qb_hits,0,,,,,
player,201712170sfo,sfo,WithAh00,fumbles_rec,0,,,,,
player,201712170sfo,sfo,WithAh00,fumbles_rec_yds,0,,,,,
player,201712170sfo,sfo,WithAh00,fumbles_rec_td,0,,,,,
player,201712170sfo,sfo,WithAh00,fumbles_forced,0,,,,,
player,201712170sfo,sfo,ThomSo00,def_int,0,,,,,
player,201712170sfo,sfo,ThomSo00,def_int_yds,0,,,,,
player,201712170sfo,sfo,ThomSo00,def_int_td,0,,,,,
player,201712170sfo,sfo,ThomSo00,def_int_long,0,,,,,
player,201712170sfo,sfo,ThomSo00,pass_defended,0,,,,,
player,201712170sfo,sfo,ThomSo00,sacks,0.0,,,,,
player,201712170sfo,sfo,ThomSo00,tackles_combined,3,,,,,
player,201712170sfo,sfo,ThomSo00,tackles_solo,2,,,,,
