game,2017,6,20171015,201710150rai,sdg,"Los Angeles Chargers",17,rai,"Oakland Raiders",16
player,201710150rai,sdg,GordMe00,targets,12,,,,,
player,201710150rai,sdg,GordMe00,rec,9,,,,,
player,201710150rai,sdg,GordMe00,rec_yds,67,,,,,
player,201710150rai,sdg,GordMe00,rec_td,1,,,,,
player,201710150rai,sdg,GordMe00,rec_long,14,,,,,
player,201710150rai,sdg,GordMe00,fumbles,0,,,,,
player,201710150rai,sdg,GordMe00,fumbles_lost,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_cmp,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_att,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_yds,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_td,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_int,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_sacked,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_long,0,,,,,
player,201710150rai,sdg,EkelAu00,pass_rating,,,,,,
player,201710150rai,sdg,EkelAu00,rush_att,1,,,,,
player,201710150rai,sdg,EkelAu00,rush_yds,1,,,,,
player,201710150rai,sdg,EkelAu00,rush_td,0,,,,,
player,201710150rai,sdg,EkelAu00,rush_long,1,,,,,
player,201710150rai,sdg,EkelAu00,targets,2,,,,,
player,201710150rai,sdg,EkelAu00,rec,1,,,,,
player,201710150rai,sdg,EkelAu00,rec_yds,8,,,,,
player,201710150rai,sdg,EkelAu00,rec_td,0,,,,,
player,201710150rai,sdg,EkelAu00,rec_long,8,,,,,
player,201710150rai,sdg,EkelAu00,fumbles,0,,,,,
player,201710150rai,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_cmp,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_att,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_yds,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_td,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_int,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_sacked,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_long,0,,,,,
player,201710150rai,sdg,HenrHu00,pass_rating,,,,,,
player,201710150rai,sdg,HenrHu00,rush_att,0,,,,,
player,201710150rai,sdg,HenrHu00,rush_yds,0,,,,,
player,201710150rai,sdg,HenrHu00,rush_td,0,,,,,
player,201710150rai,sdg,HenrHu00,rush_long,0,,,,,
player,201710150rai,sdg,HenrHu00,targets,7,,,,,
player,201710150rai,sdg,HenrHu00,rec,5,,,,,
player,201710150rai,sdg,HenrHu00,rec_yds,90,,,,,
player,201710150rai,sdg,HenrHu00,rec_td,0,,,,,
player,201710150rai,sdg,HenrHu00,rec_long,34,,,,,
player,201710150rai,sdg,HenrHu00,fumbles,0,,,,,
player,201710150rai,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_cmp,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_att,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_yds,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_td,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_int,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_sacked,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_long,0,,,,,
player,201710150rai,sdg,AlleKe00,pass_rating,,,,,,
player,201710150rai,sdg,AlleKe00,rush_att,0,,,,,
player,201710150rai,sdg,AlleKe00,rush_yds,0,,,,,
player,201710150rai,sdg,AlleKe00,rush_td,0,,,,,
player,201710150rai,sdg,AlleKe00,rush_long,0,,,,,
player,201710150rai,sdg,AlleKe00,targets,9,,,,,
player,201710150rai,sdg,AlleKe00,rec,5,,,,,
player,201710150rai,sdg,AlleKe00,rec_yds,45,,,,,
player,201710150rai,sdg,AlleKe00,rec_td,0,,,,,
player,201710150rai,sdg,AlleKe00,rec_long,28,,,,,
player,201710150rai,sdg,AlleKe00,fumbles,0,,,,,
player,201710150rai,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201710150rai,sdg,WillTy00,pass_cmp,0,,,,,
player,201710150rai,sdg,WillTy00,pass_att,0,,,,,
player,201710150rai,sdg,WillTy00,pass_yds,0,,,,,
player,201710150rai,sdg,WillTy00,pass_td,0,,,,,
player,201710150rai,sdg,WillTy00,pass_int,0,,,,,
player,201710150rai,sdg,WillTy00,pass_sacked,0,,,,,
player,201710150rai,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,WillTy00,pass_long,0,,,,,
player,201710150rai,sdg,WillTy00,pass_rating,,,,,,
player,201710150rai,sdg,WillTy00,rush_att,0,,,,,
player,201710150rai,sdg,WillTy00,rush_yds,0,,,,,
player,201710150rai,sdg,WillTy00,rush_td,0,,,,,
player,201710150rai,sdg,WillTy00,rush_long,0,,,,,
player,201710150rai,sdg,WillTy00,targets,3,,,,,
player,201710150rai,sdg,WillTy00,rec,3,,,,,
player,201710150rai,sdg,WillTy00,rec_yds,27,,,,,
player,201710150rai,sdg,WillTy00,rec_td,0,,,,,
player,201710150rai,sdg,WillTy00,rec_long,14,,,,,
player,201710150rai,sdg,WillTy00,fumbles,1,,,,,
player,201710150rai,sdg,WillTy00,fumbles_lost,1,,,,,
player,201710150rai,sdg,GateAn00,pass_cmp,0,,,,,
player,201710150rai,sdg,GateAn00,pass_att,0,,,,,
player,201710150rai,sdg,GateAn00,pass_yds,0,,,,,
player,201710150rai,sdg,GateAn00,pass_td,0,,,,,
player,201710150rai,sdg,GateAn00,pass_int,0,,,,,
player,201710150rai,sdg,GateAn00,pass_sacked,0,,,,,
player,201710150rai,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,GateAn00,pass_long,0,,,,,
player,201710150rai,sdg,GateAn00,pass_rating,,,,,,
player,201710150rai,sdg,GateAn00,rush_att,0,,,,,
player,201710150rai,sdg,GateAn00,rush_yds,0,,,,,
player,201710150rai,sdg,GateAn00,rush_td,0,,,,,
player,201710150rai,sdg,GateAn00,rush_long,0,,,,,
player,201710150rai,sdg,GateAn00,targets,1,,,,,
player,201710150rai,sdg,GateAn00,rec,1,,,,,
player,201710150rai,sdg,GateAn00,rec_yds,16,,,,,
player,201710150rai,sdg,GateAn00,rec_td,0,,,,,
player,201710150rai,sdg,GateAn00,rec_long,16,,,,,
player,201710150rai,sdg,GateAn00,fumbles,0,,,,,
player,201710150rai,sdg,GateAn00,fumbles_lost,0,,,,,
player,201710150rai,sdg,WillMi07,pass_cmp,0,,,,,
player,201710150rai,sdg,WillMi07,pass_att,0,,,,,
player,201710150rai,sdg,WillMi07,pass_yds,0,,,,,
player,201710150rai,sdg,WillMi07,pass_td,0,,,,,
player,201710150rai,sdg,WillMi07,pass_int,0,,,,,
player,201710150rai,sdg,WillMi07,pass_sacked,0,,,,,
player,201710150rai,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,WillMi07,pass_long,0,,,,,
player,201710150rai,sdg,WillMi07,pass_rating,,,,,,
player,201710150rai,sdg,WillMi07,rush_att,0,,,,,
player,201710150rai,sdg,WillMi07,rush_yds,0,,,,,
player,201710150rai,sdg,WillMi07,rush_td,0,,,,,
player,201710150rai,sdg,WillMi07,rush_long,0,,,,,
player,201710150rai,sdg,WillMi07,targets,1,,,,,
player,201710150rai,sdg,WillMi07,rec,1,,,,,
player,201710150rai,sdg,WillMi07,rec_yds,15,,,,,
player,201710150rai,sdg,WillMi07,rec_td,0,,,,,
player,201710150rai,sdg,WillMi07,rec_long,15,,,,,
player,201710150rai,sdg,WillMi07,fumbles,0,,,,,
player,201710150rai,sdg,WillMi07,fumbles_lost,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_cmp,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_att,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_yds,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_td,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_int,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_sacked,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_long,0,,,,,
player,201710150rai,sdg,BenjTr00,pass_rating,,,,,,
player,201710150rai,sdg,BenjTr00,rush_att,0,,,,,
player,201710150rai,sdg,BenjTr00,rush_yds,0,,,,,
player,201710150rai,sdg,BenjTr00,rush_td,0,,,,,
player,201710150rai,sdg,BenjTr00,rush_long,0,,,,,
player,201710150rai,sdg,BenjTr00,targets,1,,,,,
player,201710150rai,sdg,BenjTr00,rec,0,,,,,
player,201710150rai,sdg,BenjTr00,rec_yds,0,,,,,
player,201710150rai,sdg,BenjTr00,rec_td,0,,,,,
player,201710150rai,sdg,BenjTr00,rec_long,0,,,,,
player,201710150rai,sdg,BenjTr00,fumbles,0,,,,,
player,201710150rai,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201710150rai,rai,CarrDe02,pass_cmp,21,,,,,
player,201710150rai,rai,CarrDe02,pass_att,30,,,,,
player,201710150rai,rai,CarrDe02,pass_yds,171,,,,,
player,201710150rai,rai,CarrDe02,pass_td,1,,,,,
player,201710150rai,rai,CarrDe02,pass_int,2,,,,,
player,201710150rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201710150rai,rai,CarrDe02,pass_sacked_yds,6,,,,,
player,201710150rai,rai,CarrDe02,pass_long,23,,,,,
player,201710150rai,rai,CarrDe02,pass_rating,67.5,,,,,
player,201710150rai,rai,CarrDe02,rush_att,1,,,,,
player,201710150rai,rai,CarrDe02,rush_yds,0,,,,,
player,201710150rai,rai,CarrDe02,rush_td,0,,,,,
player,201710150rai,rai,CarrDe02,rush_long,0,,,,,
player,201710150rai,rai,CarrDe02,targets,0,,,,,
player,201710150rai,rai,CarrDe02,rec,0,,,,,
player,201710150rai,rai,CarrDe02,rec_yds,0,,,,,
player,201710150rai,rai,CarrDe02,rec_td,0,,,,,
player,201710150rai,rai,CarrDe02,rec_long,0,,,,,
player,201710150rai,rai,CarrDe02,fumbles,1,,,,,
player,201710150rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201710150rai,rai,LyncMa00,pass_cmp,0,,,,,
player,201710150rai,rai,LyncMa00,pass_att,0,,,,,
player,201710150rai,rai,LyncMa00,pass_yds,0,,,,,
player,201710150rai,rai,LyncMa00,pass_td,0,,,,,
player,201710150rai,rai,LyncMa00,pass_int,0,,,,,
player,201710150rai,rai,LyncMa00,pass_sacked,0,,,,,
player,201710150rai,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201710150rai,rai,LyncMa00,pass_long,0,,,,,
player,201710150rai,rai,LyncMa00,pass_rating,,,,,,
player,201710150rai,rai,LyncMa00,rush_att,13,,,,,
player,201710150rai,rai,LyncMa00,rush_yds,63,,,,,
player,201710150rai,rai,LyncMa00,rush_td,0,,,,,
player,201710150rai,rai,LyncMa00,rush_long,15,,,,,
player,201710150rai,rai,LyncMa00,targets,2,,,,,
player,201710150rai,rai,LyncMa00,rec,0,,,,,
player,201710150rai,rai,LyncMa00,rec_yds,0,,,,,
player,201710150rai,rai,LyncMa00,rec_td,0,,,,,
player,201710150rai,rai,LyncMa00,rec_long,0,,,,,
player,201710150rai,rai,LyncMa00,fumbles,0,,,,,
player,201710150rai,rai,LyncMa00,fumbles_lost,0,,,,,
player,201710150rai,rai,PattCo00,pass_cmp,0,,,,,
player,201710150rai,rai,PattCo00,pass_att,0,,,,,
player,201710150rai,rai,PattCo00,pass_yds,0,,,,,
player,201710150rai,rai,PattCo00,pass_td,0,,,,,
player,201710150rai,rai,PattCo00,pass_int,0,,,,,
player,201710150rai,rai,PattCo00,pass_sacked,0,,,,,
player,201710150rai,rai,PattCo00,pass_sacked_yds,0,,,,,
player,201710150rai,rai,PattCo00,pass_long,0,,,,,
player,201710150rai,rai,PattCo00,pass_rating,,,,,,
player,201710150rai,rai,PattCo00,rush_att,3,,,,,
player,201710150rai,rai,PattCo00,rush_yds,55,,,,,
player,201710150rai,rai,PattCo00,rush_td,1,,,,,
player,201710150rai,rai,PattCo00,rush_long,47,,,,,
player,201710150rai,rai,PattCo00,targets,1,,,,,
player,201710150rai,rai,PattCo00,rec,1,,,,,
player,201710150rai,rai,PattCo00,rec_yds,5,,,,,
player,201710150rai,rai,PattCo00,rec_td,0,,,,,
player,201710150rai,rai,PattCo00,rec_long,4,,,,,
player,201710150rai,rai,PattCo00,fumbles,0,,,,,
player,201710150rai,rai,PattCo00,fumbles_lost,0,,,,,
player,201710150rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201710150rai,rai,CrabMi00,pass_att,0,,,,,
player,201710150rai,rai,CrabMi00,pass_yds,0,,,,,
player,201710150rai,rai,CrabMi00,pass_td,0,,,,,
player,201710150rai,rai,CrabMi00,pass_int,0,,,,,
player,201710150rai,rai,CrabMi00,pass_sacked,0,,,,,
player,201710150rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201710150rai,rai,CrabMi00,pass_long,0,,,,,
player,201710150rai,rai,CrabMi00,pass_rating,,,,,,
player,201710150rai,rai,CrabMi00,rush_att,0,,,,,
player,201710150rai,rai,CrabMi00,rush_yds,0,,,,,
player,201710150rai,rai,CrabMi00,rush_td,0,,,,,
player,201710150rai,rai,CrabMi00,rush_long,0,,,,,
player,201710150rai,rai,CrabMi00,targets,10,,,,,
player,201710150rai,rai,CrabMi00,rec,6,,,,,
player,201710150rai,rai,CrabMi00,rec_yds,52,,,,,
player,201710150rai,rai,CrabMi00,rec_td,1,,,,,
player,201710150rai,rai,CrabMi00,rec_long,23,,,,,
player,201710150rai,rai,CrabMi00,fumbles,0,,,,,
player,201710150rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201710150rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201710150rai,rai,RobeSe00,pass_att,0,,,,,
player,201710150rai,rai,RobeSe00,pass_yds,0,,,,,
player,201710150rai,rai,RobeSe00,pass_td,0,,,,,
player,201710150rai,rai,RobeSe00,pass_int,0,,,,,
player,201710150rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201710150rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201710150rai,rai,RobeSe00,pass_long,0,,,,,
player,201710150rai,rai,RobeSe00,pass_rating,,,,,,
player,201710150rai,rai,RobeSe00,rush_att,0,,,,,
player,201710150rai,rai,RobeSe00,rush_yds,0,,,,,
player,201710150rai,rai,RobeSe00,rush_td,0,,,,,
player,201710150rai,rai,RobeSe00,rush_long,0,,,,,
player,201710150rai,rai,RobeSe00,targets,3,,,,,
player,201710150rai,rai,RobeSe00,rec,3,,,,,
player,201710150rai,rai,RobeSe00,rec_yds,35,,,,,
player,201710150rai,rai,RobeSe00,rec_td,0,,,,,
player,201710150rai,rai,RobeSe00,rec_long,15,,,,,
player,201710150rai,rai,RobeSe00,fumbles,0,,,,,
player,201710150rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201710150rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201710150rai,rai,CoopAm00,pass_att,0,,,,,
player,201710150rai,rai,CoopAm00,pass_yds,0,,,,,
player,201710150rai,rai,CoopAm00,pass_td,0,,,,,
player,201710150rai,rai,CoopAm00,pass_int,0,,,,,
player,201710150rai,rai,CoopAm00,pass_sacked,0,,,,,
player,201710150rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201710150rai,rai,CoopAm00,pass_long,0,,,,,
player,201710150rai,rai,CoopAm00,pass_rating,,,,,,
player,201710150rai,rai,CoopAm00,rush_att,0,,,,,
player,201710150rai,rai,CoopAm00,rush_yds,0,,,,,
player,201710150rai,rai,CoopAm00,rush_td,0,,,,,
player,201710150rai,rai,CoopAm00,rush_long,0,,,,,
player,201710150rai,rai,CoopAm00,targets,6,,,,,
player,201710150rai,rai,CoopAm00,rec,5,,,,,
player,201710150rai,rai,CoopAm00,rec_yds,28,,,,,
player,201710150rai,rai,CoopAm00,rec_td,0,,,,,
player,201710150rai,rai,CoopAm00,rec_long,8,,,,,
player,201710150rai,rai,CoopAm00,fumbles,0,,,,,
player,201710150rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201710150rai,rai,CookJa02,pass_cmp,0,,,,,
player,201710150rai,rai,CookJa02,pass_att,0,,,,,
player,201710150rai,rai,CookJa02,pass_yds,0,,,,,
player,201710150rai,rai,CookJa02,pass_td,0,,,,,
player,201710150rai,rai,CookJa02,pass_int,0,,,,,
player,201710150rai,rai,CookJa02,pass_sacked,0,,,,,
player,201710150rai,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201710150rai,rai,CookJa02,pass_long,0,,,,,
player,201710150rai,rai,CookJa02,pass_rating,,,,,,
player,201710150rai,rai,CookJa02,rush_att,0,,,,,
player,201710150rai,rai,CookJa02,rush_yds,0,,,,,
player,201710150rai,rai,CookJa02,rush_td,0,,,,,
player,201710150rai,rai,CookJa02,rush_long,0,,,,,
player,201710150rai,rai,CookJa02,targets,3,,,,,
player,201710150rai,rai,CookJa02,rec,2,,,,,
player,201710150rai,rai,CookJa02,rec_yds,14,,,,,
player,201710150rai,rai,CookJa02,rec_td,0,,,,,
player,201710150rai,rai,CookJa02,rec_long,7,,,,,
player,201710150rai,rai,CookJa02,fumbles,0,,,,,
player,201710150rai,rai,CookJa02,fumbles_lost,0,,,,,
player,201710150rai,rai,RichJa01,pass_cmp,0,,,,,
player,201710150rai,rai,RichJa01,pass_att,0,,,,,
player,201710150rai,rai,RichJa01,pass_yds,0,,,,,
player,201710150rai,rai,RichJa01,pass_td,0,,,,,
player,201710150rai,rai,RichJa01,pass_int,0,,,,,
player,201710150rai,rai,RichJa01,pass_sacked,0,,,,,
player,201710150rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201710150rai,rai,RichJa01,pass_long,0,,,,,
player,201710150rai,rai,RichJa01,pass_rating,,,,,,
player,201710150rai,rai,RichJa01,rush_att,2,,,,,
player,201710150rai,rai,RichJa01,rush_yds,-1,,,,,
player,201710150rai,rai,RichJa01,rush_td,0,,,,,
player,201710150rai,rai,RichJa01,rush_long,2,,,,,
player,201710150rai,rai,RichJa01,targets,4,,,,,
player,201710150rai,rai,RichJa01,rec,3,,,,,
player,201710150rai,rai,RichJa01,rec_yds,27,,,,,
player,201710150rai,rai,RichJa01,rec_td,0,,,,,
player,201710150rai,rai,RichJa01,rec_long,11,,,,,
player,201710150rai,rai,RichJa01,fumbles,1,,,,,
player,201710150rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201710150rai,rai,WashDe00,pass_cmp,0,,,,,
player,201710150rai,rai,WashDe00,pass_att,0,,,,,
player,201710150rai,rai,WashDe00,pass_yds,0,,,,,
player,201710150rai,rai,WashDe00,pass_td,0,,,,,
player,201710150rai,rai,WashDe00,pass_int,0,,,,,
player,201710150rai,rai,WashDe00,pass_sacked,0,,,,,
player,201710150rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201710150rai,rai,WashDe00,pass_long,0,,,,,
player,201710150rai,rai,WashDe00,pass_rating,,,,,,
player,201710150rai,rai,WashDe00,rush_att,3,,,,,
player,201710150rai,rai,WashDe00,rush_yds,-8,,,,,
player,201710150rai,rai,WashDe00,rush_td,0,,,,,
player,201710150rai,rai,WashDe00,rush_long,0,,,,,
player,201710150rai,rai,WashDe00,targets,1,,,,,
player,201710150rai,rai,WashDe00,rec,1,,,,,
player,201710150rai,rai,WashDe00,rec_yds,10,,,,,
player,201710150rai,rai,WashDe00,rec_td,0,,,,,
player,201710150rai,rai,WashDe00,rec_long,10,,,,,
player,201710150rai,rai,WashDe00,fumbles,0,,,,,
player,201710150rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201710150rai,sdg,PullHa00,def_int,1,,,,,
player,201710150rai,sdg,PullHa00,def_int_yds,1,,,,,
player,201710150rai,sdg,PullHa00,def_int_td,0,,,,,
player,201710150rai,sdg,PullHa00,def_int_long,1,,,,,
player,201710150rai,sdg,PullHa00,pass_defended,1,,,,,
player,201710150rai,sdg,PullHa00,sacks,0.0,,,,,
player,201710150rai,sdg,PullHa00,tackles_combined,10,,,,,
player,201710150rai,sdg,PullHa00,tackles_solo,2,,,,,
player,201710150rai,sdg,PullHa00,tackles_assists,8,,,,,
player,201710150rai,sdg,PullHa00,tackles_loss,1,,,,,
player,201710150rai,sdg,PullHa00,qb_hits,0,,,,,
player,201710150rai,sdg,PullHa00,fumbles_rec,0,,,,,
player,201710150rai,sdg,PullHa00,fumbles_rec_yds,0,,,,,
player,201710150rai,sdg,PullHa00,fumbles_rec_td,0,,,,,
player,201710150rai,sdg,PullHa00,fumbles_forced,0,,,,,
player,201710150rai,sdg,WillTr05,def_int,1,,,,,
player,201710150rai,sdg,WillTr05,def_int_yds,21,,,,,
player,201710150rai,sdg,WillTr05,def_int_td,0,,,,,
player,201710150rai,sdg,WillTr05,def_int_long,21,,,,,
player,201710150rai,sdg,WillTr05,pass_defended,2,,,,,
player,201710150rai,sdg,WillTr05,sacks,0.0,,,,,
player,201710150rai,sdg,WillTr05,tackles_combined,1,,,,,
player,201710150rai,sdg,WillTr05,tackles_solo,1,,,,,
player,201710150rai,sdg,WillTr05,tackles_assists,0,,,,,
player,201710150rai,sdg,WillTr05,tackles_loss,0,,,,,
player,201710150rai,sdg,WillTr05,qb_hits,0,,,,,
player,201710150rai,sdg,WillTr05,fumbles_rec,0,,,,,
player,201710150rai,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201710150rai,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201710150rai,sdg,WillTr05,fumbles_forced,0,,,,,
player,201710150rai,sdg,BosaJo00,def_int,0,,,,,
player,201710150rai,sdg,BosaJo00,def_int_yds,0,,,,,
player,201710150rai,sdg,BosaJo00,def_int_td,0,,,,,
player,201710150rai,sdg,BosaJo00,def_int_long,0,,,,,
player,201710150rai,sdg,BosaJo00,pass_defended,0,,,,,
player,201710150rai,sdg,BosaJo00,sacks,1.0,,,,,
player,201710150rai,sdg,BosaJo00,tackles_combined,3,,,,,
player,201710150rai,sdg,BosaJo00,tackles_solo,2,,,,,
player,201710150rai,sdg,BosaJo00,tackles_assists,1,,,,,
player,201710150rai,sdg,BosaJo00,tackles_loss,0,,,,,
player,201710150rai,sdg,BosaJo00,qb_hits,0,,,,,
player,201710150rai,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201710150rai,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201710150rai,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201710150rai,sdg,BosaJo00,fumbles_forced,1,,,,,
player,201710150rai,sdg,ToomKo00,def_int,0,,,,,
player,201710150rai,sdg,ToomKo00,def_int_yds,0,,,,,
player,201710150rai,sdg,ToomKo00,def_int_td,0,,,,,
player,201710150rai,sdg,ToomKo00,def_int_long,0,,,,,
player,201710150rai,sdg,ToomKo00,pass_defended,0,,,,,
player,201710150rai,sdg,ToomKo00,sacks,0.0,,,,,
player,201710150rai,sdg,ToomKo00,tackles_combined,8,,,,,
player,201710150rai,sdg,ToomKo00,tackles_solo,5,,,,,
player,201710150rai,sdg,ToomKo00,tackles_assists,3,,,,,
player,201710150rai,sdg,ToomKo00,tackles_loss,0,,,,,
player,201710150rai,sdg,ToomKo00,qb_hits,0,,,,,
player,201710150rai,sdg,ToomKo00,fumbles_rec,0,,,,,
player,201710150rai,sdg,ToomKo00,fumbles_rec_yds,0,,,,,
player,201710150rai,sdg,ToomKo00,fumbles_rec_td,0,,,,,
player,201710150rai,sdg,ToomKo00,fumbles_forced,0,,,,,
player,201710150rai,sdg,BostTr00,def_int,0,,,,,
player,201710150rai,sdg,BostTr00,def_int_yds,0,,,,,
player,201710150rai,sdg,BostTr00,def_int_td,0,,,,,
player,201710150rai,sdg,BostTr00,def_int_long,0,,,,,
player,201710150rai,sdg,BostTr00,pass_defended,0,,,,,
player,201710150rai,sdg,BostTr00,sacks,0.0,,,,,
