game,2017,11,20171119,201711190min,ram,"Los Angeles Rams",7,min,"Minnesota Vikings",24
player,201711190min,ram,WatkSa00,pass_att,0,,,,,
player,201711190min,ram,WatkSa00,pass_yds,0,,,,,
player,201711190min,ram,WatkSa00,pass_td,0,,,,,
player,201711190min,ram,WatkSa00,pass_int,0,,,,,
player,201711190min,ram,WatkSa00,pass_sacked,0,,,,,
player,201711190min,ram,WatkSa00,pass_sacked_yds,0,,,,,
player,201711190min,ram,WatkSa00,pass_long,0,,,,,
player,201711190min,ram,WatkSa00,pass_rating,,,,,,
player,201711190min,ram,WatkSa00,rush_att,0,,,,,
player,201711190min,ram,WatkSa00,rush_yds,0,,,,,
player,201711190min,ram,WatkSa00,rush_td,0,,,,,
player,201711190min,ram,WatkSa00,rush_long,0,,,,,
player,201711190min,ram,WatkSa00,targets,4,,,,,
player,201711190min,ram,WatkSa00,rec,3,,,,,
player,201711190min,ram,WatkSa00,rec_yds,36,,,,,
player,201711190min,ram,WatkSa00,rec_td,0,,,,,
player,201711190min,ram,WatkSa00,rec_long,15,,,,,
player,201711190min,ram,WatkSa00,fumbles,0,,,,,
player,201711190min,ram,WatkSa00,fumbles_lost,0,,,,,
player,201711190min,ram,ThomMi04,pass_cmp,0,,,,,
player,201711190min,ram,ThomMi04,pass_att,0,,,,,
player,201711190min,ram,ThomMi04,pass_yds,0,,,,,
player,201711190min,ram,ThomMi04,pass_td,0,,,,,
player,201711190min,ram,ThomMi04,pass_int,0,,,,,
player,201711190min,ram,ThomMi04,pass_sacked,0,,,,,
player,201711190min,ram,ThomMi04,pass_sacked_yds,0,,,,,
player,201711190min,ram,ThomMi04,pass_long,0,,,,,
player,201711190min,ram,ThomMi04,pass_rating,,,,,,
player,201711190min,ram,ThomMi04,rush_att,0,,,,,
player,201711190min,ram,ThomMi04,rush_yds,0,,,,,
player,201711190min,ram,ThomMi04,rush_td,0,,,,,
player,201711190min,ram,ThomMi04,rush_long,0,,,,,
player,201711190min,ram,ThomMi04,targets,1,,,,,
player,201711190min,ram,ThomMi04,rec,1,,,,,
player,201711190min,ram,ThomMi04,rec_yds,12,,,,,
player,201711190min,ram,ThomMi04,rec_td,0,,,,,
player,201711190min,ram,ThomMi04,rec_long,12,,,,,
player,201711190min,ram,ThomMi04,fumbles,0,,,,,
player,201711190min,ram,ThomMi04,fumbles_lost,0,,,,,
player,201711190min,ram,EverGe00,pass_cmp,0,,,,,
player,201711190min,ram,EverGe00,pass_att,0,,,,,
player,201711190min,ram,EverGe00,pass_yds,0,,,,,
player,201711190min,ram,EverGe00,pass_td,0,,,,,
player,201711190min,ram,EverGe00,pass_int,0,,,,,
player,201711190min,ram,EverGe00,pass_sacked,0,,,,,
player,201711190min,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201711190min,ram,EverGe00,pass_long,0,,,,,
player,201711190min,ram,EverGe00,pass_rating,,,,,,
player,201711190min,ram,EverGe00,rush_att,0,,,,,
player,201711190min,ram,EverGe00,rush_yds,0,,,,,
player,201711190min,ram,EverGe00,rush_td,0,,,,,
player,201711190min,ram,EverGe00,rush_long,0,,,,,
player,201711190min,ram,EverGe00,targets,2,,,,,
player,201711190min,ram,EverGe00,rec,1,,,,,
player,201711190min,ram,EverGe00,rec_yds,8,,,,,
player,201711190min,ram,EverGe00,rec_td,0,,,,,
player,201711190min,ram,EverGe00,rec_long,8,,,,,
player,201711190min,ram,EverGe00,fumbles,0,,,,,
player,201711190min,ram,EverGe00,fumbles_lost,0,,,,,
player,201711190min,ram,HigbTy00,pass_cmp,0,,,,,
player,201711190min,ram,HigbTy00,pass_att,0,,,,,
player,201711190min,ram,HigbTy00,pass_yds,0,,,,,
player,201711190min,ram,HigbTy00,pass_td,0,,,,,
player,201711190min,ram,HigbTy00,pass_int,0,,,,,
player,201711190min,ram,HigbTy00,pass_sacked,0,,,,,
player,201711190min,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201711190min,ram,HigbTy00,pass_long,0,,,,,
player,201711190min,ram,HigbTy00,pass_rating,,,,,,
player,201711190min,ram,HigbTy00,rush_att,0,,,,,
player,201711190min,ram,HigbTy00,rush_yds,0,,,,,
player,201711190min,ram,HigbTy00,rush_td,0,,,,,
player,201711190min,ram,HigbTy00,rush_long,0,,,,,
player,201711190min,ram,HigbTy00,targets,5,,,,,
player,201711190min,ram,HigbTy00,rec,1,,,,,
player,201711190min,ram,HigbTy00,rec_yds,5,,,,,
player,201711190min,ram,HigbTy00,rec_td,0,,,,,
player,201711190min,ram,HigbTy00,rec_long,5,,,,,
player,201711190min,ram,HigbTy00,fumbles,0,,,,,
player,201711190min,ram,HigbTy00,fumbles_lost,0,,,,,
player,201711190min,ram,ReynJo00,pass_cmp,0,,,,,
player,201711190min,ram,ReynJo00,pass_att,0,,,,,
player,201711190min,ram,ReynJo00,pass_yds,0,,,,,
player,201711190min,ram,ReynJo00,pass_td,0,,,,,
player,201711190min,ram,ReynJo00,pass_int,0,,,,,
player,201711190min,ram,ReynJo00,pass_sacked,0,,,,,
player,201711190min,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201711190min,ram,ReynJo00,pass_long,0,,,,,
player,201711190min,ram,ReynJo00,pass_rating,,,,,,
player,201711190min,ram,ReynJo00,rush_att,0,,,,,
player,201711190min,ram,ReynJo00,rush_yds,0,,,,,
player,201711190min,ram,ReynJo00,rush_td,0,,,,,
player,201711190min,ram,ReynJo00,rush_long,0,,,,,
player,201711190min,ram,ReynJo00,targets,1,,,,,
player,201711190min,ram,ReynJo00,rec,0,,,,,
player,201711190min,ram,ReynJo00,rec_yds,0,,,,,
player,201711190min,ram,ReynJo00,rec_td,0,,,,,
player,201711190min,ram,ReynJo00,rec_long,0,,,,,
player,201711190min,ram,ReynJo00,fumbles,0,,,,,
player,201711190min,ram,ReynJo00,fumbles_lost,0,,,,,
player,201711190min,ram,CoopPh00,pass_cmp,0,,,,,
player,201711190min,ram,CoopPh00,pass_att,0,,,,,
player,201711190min,ram,CoopPh00,pass_yds,0,,,,,
player,201711190min,ram,CoopPh00,pass_td,0,,,,,
player,201711190min,ram,CoopPh00,pass_int,0,,,,,
player,201711190min,ram,CoopPh00,pass_sacked,0,,,,,
player,201711190min,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201711190min,ram,CoopPh00,pass_long,0,,,,,
player,201711190min,ram,CoopPh00,pass_rating,,,,,,
player,201711190min,ram,CoopPh00,rush_att,0,,,,,
player,201711190min,ram,CoopPh00,rush_yds,0,,,,,
player,201711190min,ram,CoopPh00,rush_td,0,,,,,
player,201711190min,ram,CoopPh00,rush_long,0,,,,,
player,201711190min,ram,CoopPh00,targets,1,,,,,
player,201711190min,ram,CoopPh00,rec,0,,,,,
player,201711190min,ram,CoopPh00,rec_yds,0,,,,,
player,201711190min,ram,CoopPh00,rec_td,0,,,,,
player,201711190min,ram,CoopPh00,rec_long,0,,,,,
player,201711190min,ram,CoopPh00,fumbles,0,,,,,
player,201711190min,ram,CoopPh00,fumbles_lost,0,,,,,
player,201711190min,min,KeenCa00,pass_cmp,27,,,,,
player,201711190min,min,KeenCa00,pass_att,38,,,,,
player,201711190min,min,KeenCa00,pass_yds,280,,,,,
player,201711190min,min,KeenCa00,pass_td,1,,,,,
player,201711190min,min,KeenCa00,pass_int,0,,,,,
player,201711190min,min,KeenCa00,pass_sacked,0,,,,,
player,201711190min,min,KeenCa00,pass_sacked_yds,0,,,,,
player,201711190min,min,KeenCa00,pass_long,65,,,,,
player,201711190min,min,KeenCa00,pass_rating,100.8,,,,,
player,201711190min,min,KeenCa00,rush_att,3,,,,,
player,201711190min,min,KeenCa00,rush_yds,20,,,,,
player,201711190min,min,KeenCa00,rush_td,0,,,,,
player,201711190min,min,KeenCa00,rush_long,14,,,,,
player,201711190min,min,KeenCa00,targets,0,,,,,
player,201711190min,min,KeenCa00,rec,0,,,,,
player,201711190min,min,KeenCa00,rec_yds,0,,,,,
player,201711190min,min,KeenCa00,rec_td,0,,,,,
player,201711190min,min,KeenCa00,rec_long,0,,,,,
player,201711190min,min,KeenCa00,fumbles,0,,,,,
player,201711190min,min,KeenCa00,fumbles_lost,0,,,,,
player,201711190min,min,MurrLa00,pass_cmp,0,,,,,
player,201711190min,min,MurrLa00,pass_att,0,,,,,
player,201711190min,min,MurrLa00,pass_yds,0,,,,,
player,201711190min,min,MurrLa00,pass_td,0,,,,,
player,201711190min,min,MurrLa00,pass_int,0,,,,,
player,201711190min,min,MurrLa00,pass_sacked,0,,,,,
player,201711190min,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201711190min,min,MurrLa00,pass_long,0,,,,,
player,201711190min,min,MurrLa00,pass_rating,,,,,,
player,201711190min,min,MurrLa00,rush_att,15,,,,,
player,201711190min,min,MurrLa00,rush_yds,95,,,,,
player,201711190min,min,MurrLa00,rush_td,2,,,,,
player,201711190min,min,MurrLa00,rush_long,34,,,,,
player,201711190min,min,MurrLa00,targets,2,,,,,
player,201711190min,min,MurrLa00,rec,1,,,,,
player,201711190min,min,MurrLa00,rec_yds,1,,,,,
player,201711190min,min,MurrLa00,rec_td,0,,,,,
player,201711190min,min,MurrLa00,rec_long,1,,,,,
player,201711190min,min,MurrLa00,fumbles,0,,,,,
player,201711190min,min,MurrLa00,fumbles_lost,0,,,,,
player,201711190min,min,McKiJe00,pass_cmp,0,,,,,
player,201711190min,min,McKiJe00,pass_att,0,,,,,
player,201711190min,min,McKiJe00,pass_yds,0,,,,,
player,201711190min,min,McKiJe00,pass_td,0,,,,,
player,201711190min,min,McKiJe00,pass_int,0,,,,,
player,201711190min,min,McKiJe00,pass_sacked,0,,,,,
player,201711190min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201711190min,min,McKiJe00,pass_long,0,,,,,
player,201711190min,min,McKiJe00,pass_rating,,,,,,
player,201711190min,min,McKiJe00,rush_att,14,,,,,
player,201711190min,min,McKiJe00,rush_yds,48,,,,,
player,201711190min,min,McKiJe00,rush_td,0,,,,,
player,201711190min,min,McKiJe00,rush_long,9,,,,,
player,201711190min,min,McKiJe00,targets,7,,,,,
player,201711190min,min,McKiJe00,rec,5,,,,,
player,201711190min,min,McKiJe00,rec_yds,12,,,,,
player,201711190min,min,McKiJe00,rec_td,0,,,,,
player,201711190min,min,McKiJe00,rec_long,10,,,,,
player,201711190min,min,McKiJe00,fumbles,0,,,,,
player,201711190min,min,McKiJe00,fumbles_lost,0,,,,,
player,201711190min,min,HamxC.00,pass_cmp,0,,,,,
player,201711190min,min,HamxC.00,pass_att,0,,,,,
player,201711190min,min,HamxC.00,pass_yds,0,,,,,
player,201711190min,min,HamxC.00,pass_td,0,,,,,
player,201711190min,min,HamxC.00,pass_int,0,,,,,
player,201711190min,min,HamxC.00,pass_sacked,0,,,,,
player,201711190min,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201711190min,min,HamxC.00,pass_long,0,,,,,
player,201711190min,min,HamxC.00,pass_rating,,,,,,
player,201711190min,min,HamxC.00,rush_att,3,,,,,
player,201711190min,min,HamxC.00,rush_yds,8,,,,,
player,201711190min,min,HamxC.00,rush_td,0,,,,,
player,201711190min,min,HamxC.00,rush_long,3,,,,,
player,201711190min,min,HamxC.00,targets,0,,,,,
player,201711190min,min,HamxC.00,rec,0,,,,,
player,201711190min,min,HamxC.00,rec_yds,0,,,,,
player,201711190min,min,HamxC.00,rec_td,0,,,,,
player,201711190min,min,HamxC.00,rec_long,0,,,,,
player,201711190min,min,HamxC.00,fumbles,0,,,,,
player,201711190min,min,HamxC.00,fumbles_lost,0,,,,,
player,201711190min,min,ThieAd00,pass_cmp,0,,,,,
player,201711190min,min,ThieAd00,pass_att,0,,,,,
player,201711190min,min,ThieAd00,pass_yds,0,,,,,
player,201711190min,min,ThieAd00,pass_td,0,,,,,
player,201711190min,min,ThieAd00,pass_int,0,,,,,
player,201711190min,min,ThieAd00,pass_sacked,0,,,,,
player,201711190min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201711190min,min,ThieAd00,pass_long,0,,,,,
player,201711190min,min,ThieAd00,pass_rating,,,,,,
player,201711190min,min,ThieAd00,rush_att,0,,,,,
player,201711190min,min,ThieAd00,rush_yds,0,,,,,
player,201711190min,min,ThieAd00,rush_td,0,,,,,
player,201711190min,min,ThieAd00,rush_long,0,,,,,
player,201711190min,min,ThieAd00,targets,9,,,,,
player,201711190min,min,ThieAd00,rec,6,,,,,
player,201711190min,min,ThieAd00,rec_yds,123,,,,,
player,201711190min,min,ThieAd00,rec_td,1,,,,,
player,201711190min,min,ThieAd00,rec_long,65,,,,,
player,201711190min,min,ThieAd00,fumbles,0,,,,,
player,201711190min,min,ThieAd00,fumbles_lost,0,,,,,
player,201711190min,min,RudoKy00,pass_cmp,0,,,,,
player,201711190min,min,RudoKy00,pass_att,0,,,,,
player,201711190min,min,RudoKy00,pass_yds,0,,,,,
player,201711190min,min,RudoKy00,pass_td,0,,,,,
player,201711190min,min,RudoKy00,pass_int,0,,,,,
player,201711190min,min,RudoKy00,pass_sacked,0,,,,,
player,201711190min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201711190min,min,RudoKy00,pass_long,0,,,,,
player,201711190min,min,RudoKy00,pass_rating,,,,,,
player,201711190min,min,RudoKy00,rush_att,0,,,,,
player,201711190min,min,RudoKy00,rush_yds,0,,,,,
player,201711190min,min,RudoKy00,rush_td,0,,,,,
player,201711190min,min,RudoKy00,rush_long,0,,,,,
player,201711190min,min,RudoKy00,targets,7,,,,,
player,201711190min,min,RudoKy00,rec,5,,,,,
player,201711190min,min,RudoKy00,rec_yds,58,,,,,
player,201711190min,min,RudoKy00,rec_td,0,,,,,
player,201711190min,min,RudoKy00,rec_long,28,,,,,
player,201711190min,min,RudoKy00,fumbles,0,,,,,
player,201711190min,min,RudoKy00,fumbles_lost,0,,,,,
player,201711190min,min,DiggSt00,pass_cmp,0,,,,,
player,201711190min,min,DiggSt00,pass_att,0,,,,,
player,201711190min,min,DiggSt00,pass_yds,0,,,,,
player,201711190min,min,DiggSt00,pass_td,0,,,,,
player,201711190min,min,DiggSt00,pass_int,0,,,,,
player,201711190min,min,DiggSt00,pass_sacked,0,,,,,
player,201711190min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201711190min,min,DiggSt00,pass_long,0,,,,,
player,201711190min,min,DiggSt00,pass_rating,,,,,,
player,201711190min,min,DiggSt00,rush_att,0,,,,,
player,201711190min,min,DiggSt00,rush_yds,0,,,,,
player,201711190min,min,DiggSt00,rush_td,0,,,,,
player,201711190min,min,DiggSt00,rush_long,0,,,,,
player,201711190min,min,DiggSt00,targets,6,,,,,
player,201711190min,min,DiggSt00,rec,4,,,,,
player,201711190min,min,DiggSt00,rec_yds,32,,,,,
player,201711190min,min,DiggSt00,rec_td,0,,,,,
player,201711190min,min,DiggSt00,rec_long,10,,,,,
player,201711190min,min,DiggSt00,fumbles,0,,,,,
player,201711190min,min,DiggSt00,fumbles_lost,0,,,,,
player,201711190min,min,WrigJa02,pass_cmp,0,,,,,
player,201711190min,min,WrigJa02,pass_att,0,,,,,
player,201711190min,min,WrigJa02,pass_yds,0,,,,,
player,201711190min,min,WrigJa02,pass_td,0,,,,,
player,201711190min,min,WrigJa02,pass_int,0,,,,,
player,201711190min,min,WrigJa02,pass_sacked,0,,,,,
player,201711190min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201711190min,min,WrigJa02,pass_long,0,,,,,
player,201711190min,min,WrigJa02,pass_rating,,,,,,
player,201711190min,min,WrigJa02,rush_att,0,,,,,
player,201711190min,min,WrigJa02,rush_yds,0,,,,,
player,201711190min,min,WrigJa02,rush_td,0,,,,,
player,201711190min,min,WrigJa02,rush_long,0,,,,,
player,201711190min,min,WrigJa02,targets,1,,,,,
player,201711190min,min,WrigJa02,rec,1,,,,,
player,201711190min,min,WrigJa02,rec_yds,23,,,,,
player,201711190min,min,WrigJa02,rec_td,0,,,,,
player,201711190min,min,WrigJa02,rec_long,23,,,,,
player,201711190min,min,WrigJa02,fumbles,0,,,,,
player,201711190min,min,WrigJa02,fumbles_lost,0,,,,,
player,201711190min,min,FloyMi00,pass_cmp,0,,,,,
player,201711190min,min,FloyMi00,pass_att,0,,,,,
player,201711190min,min,FloyMi00,pass_yds,0,,,,,
player,201711190min,min,FloyMi00,pass_td,0,,,,,
player,201711190min,min,FloyMi00,pass_int,0,,,,,
player,201711190min,min,FloyMi00,pass_sacked,0,,,,,
player,201711190min,min,FloyMi00,pass_sacked_yds,0,,,,,
player,201711190min,min,FloyMi00,pass_long,0,,,,,
player,201711190min,min,FloyMi00,pass_rating,,,,,,
player,201711190min,min,FloyMi00,rush_att,0,,,,,
player,201711190min,min,FloyMi00,rush_yds,0,,,,,
player,201711190min,min,FloyMi00,rush_td,0,,,,,
player,201711190min,min,FloyMi00,rush_long,0,,,,,
player,201711190min,min,FloyMi00,targets,2,,,,,
player,201711190min,min,FloyMi00,rec,2,,,,,
player,201711190min,min,FloyMi00,rec_yds,16,,,,,
player,201711190min,min,FloyMi00,rec_td,0,,,,,
player,201711190min,min,FloyMi00,rec_long,8,,,,,
player,201711190min,min,FloyMi00,fumbles,0,,,,,
player,201711190min,min,FloyMi00,fumbles_lost,0,,,,,
player,201711190min,min,TreaLa00,pass_cmp,0,,,,,
player,201711190min,min,TreaLa00,pass_att,0,,,,,
player,201711190min,min,TreaLa00,pass_yds,0,,,,,
player,201711190min,min,TreaLa00,pass_td,0,,,,,
player,201711190min,min,TreaLa00,pass_int,0,,,,,
player,201711190min,min,TreaLa00,pass_sacked,0,,,,,
player,201711190min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201711190min,min,TreaLa00,pass_long,0,,,,,
player,201711190min,min,TreaLa00,pass_rating,,,,,,
player,201711190min,min,TreaLa00,rush_att,0,,,,,
player,201711190min,min,TreaLa00,rush_yds,0,,,,,
player,201711190min,min,TreaLa00,rush_td,0,,,,,
player,201711190min,min,TreaLa00,rush_long,0,,,,,
player,201711190min,min,TreaLa00,targets,3,,,,,
player,201711190min,min,TreaLa00,rec,2,,,,,
player,201711190min,min,TreaLa00,rec_yds,10,,,,,
player,201711190min,min,TreaLa00,rec_td,0,,,,,
player,201711190min,min,TreaLa00,rec_long,10,,,,,
player,201711190min,min,TreaLa00,fumbles,0,,,,,
player,201711190min,min,TreaLa00,fumbles_lost,0,,,,,
player,201711190min,min,MorgDa01,pass_cmp,0,,,,,
player,201711190min,min,MorgDa01,pass_att,0,,,,,
player,201711190min,min,MorgDa01,pass_yds,0,,,,,
player,201711190min,min,MorgDa01,pass_td,0,,,,,
player,201711190min,min,MorgDa01,pass_int,0,,,,,
player,201711190min,min,MorgDa01,pass_sacked,0,,,,,
player,201711190min,min,MorgDa01,pass_sacked_yds,0,,,,,
player,201711190min,min,MorgDa01,pass_long,0,,,,,
player,201711190min,min,MorgDa01,pass_rating,,,,,,
player,201711190min,min,MorgDa01,rush_att,0,,,,,
player,201711190min,min,MorgDa01,rush_yds,0,,,,,
player,201711190min,min,MorgDa01,rush_td,0,,,,,
player,201711190min,min,MorgDa01,rush_long,0,,,,,
player,201711190min,min,MorgDa01,targets,1,,,,,
player,201711190min,min,MorgDa01,rec,1,,,,,
player,201711190min,min,MorgDa01,rec_yds,5,,,,,
player,201711190min,min,MorgDa01,rec_td,0,,,,,
player,201711190min,min,MorgDa01,rec_long,5,,,,,
player,201711190min,min,MorgDa01,fumbles,0,,,,,
player,201711190min,min,MorgDa01,fumbles_lost,0,,,,,
player,201711190min,ram,OgleAl00,def_int,0,,,,,
player,201711190min,ram,OgleAl00,def_int_yds,0,,,,,
player,201711190min,ram,OgleAl00,def_int_td,0,,,,,
player,201711190min,ram,OgleAl00,def_int_long,0,,,,,
player,201711190min,ram,OgleAl00,pass_defended,1,,,,,
player,201711190min,ram,OgleAl00,sacks,0.0,,,,,
player,201711190min,ram,OgleAl00,tackles_combined,12,,,,,
player,201711190min,ram,OgleAl00,tackles_solo,11,,,,,
player,201711190min,ram,OgleAl00,tackles_assists,1,,,,,
player,201711190min,ram,OgleAl00,tackles_loss,1,,,,,
player,201711190min,ram,OgleAl00,qb_hits,0,,,,,
player,201711190min,ram,OgleAl00,fumbles_rec,0,,,,,
player,201711190min,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201711190min,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201711190min,ram,OgleAl00,fumbles_forced,0,,,,,
player,201711190min,ram,BarrMa00,def_int,0,,,,,
player,201711190min,ram,BarrMa00,def_int_yds,0,,,,,
player,201711190min,ram,BarrMa00,def_int_td,0,,,,,
player,201711190min,ram,BarrMa00,def_int_long,0,,,,,
player,201711190min,ram,BarrMa00,pass_defended,0,,,,,
player,201711190min,ram,BarrMa00,sacks,0.0,,,,,
player,201711190min,ram,BarrMa00,tackles_combined,9,,,,,
player,201711190min,ram,BarrMa00,tackles_solo,4,,,,,
player,201711190min,ram,BarrMa00,tackles_assists,5,,,,,
player,201711190min,ram,BarrMa00,tackles_loss,1,,,,,
player,201711190min,ram,BarrMa00,qb_hits,0,,,,,
player,201711190min,ram,BarrMa00,fumbles_rec,0,,,,,
player,201711190min,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201711190min,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201711190min,ram,BarrMa00,fumbles_forced,0,,,,,
player,201711190min,ram,JohnJo10,def_int,0,,,,,
player,201711190min,ram,JohnJo10,def_int_yds,0,,,,,
player,201711190min,ram,JohnJo10,def_int_td,0,,,,,
