game,2017,3,20170921,201709210sfo,ram,"Los Angeles Rams",41,sfo,"San Francisco 49ers",39
player,201709210sfo,ram,AustTa00,pass_yds,0,,,,,
player,201709210sfo,ram,AustTa00,pass_td,0,,,,,
player,201709210sfo,ram,AustTa00,pass_int,0,,,,,
player,201709210sfo,ram,AustTa00,pass_sacked,0,,,,,
player,201709210sfo,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,AustTa00,pass_long,0,,,,,
player,201709210sfo,ram,AustTa00,pass_rating,,,,,,
player,201709210sfo,ram,AustTa00,rush_att,3,,,,,
player,201709210sfo,ram,AustTa00,rush_yds,14,,,,,
player,201709210sfo,ram,AustTa00,rush_td,0,,,,,
player,201709210sfo,ram,AustTa00,rush_long,8,,,,,
player,201709210sfo,ram,AustTa00,targets,0,,,,,
player,201709210sfo,ram,AustTa00,rec,0,,,,,
player,201709210sfo,ram,AustTa00,rec_yds,0,,,,,
player,201709210sfo,ram,AustTa00,rec_td,0,,,,,
player,201709210sfo,ram,AustTa00,rec_long,0,,,,,
player,201709210sfo,ram,AustTa00,fumbles,1,,,,,
player,201709210sfo,ram,AustTa00,fumbles_lost,1,,,,,
player,201709210sfo,ram,WoodRo02,pass_cmp,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_att,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_yds,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_td,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_int,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_sacked,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_long,0,,,,,
player,201709210sfo,ram,WoodRo02,pass_rating,,,,,,
player,201709210sfo,ram,WoodRo02,rush_att,0,,,,,
player,201709210sfo,ram,WoodRo02,rush_yds,0,,,,,
player,201709210sfo,ram,WoodRo02,rush_td,0,,,,,
player,201709210sfo,ram,WoodRo02,rush_long,0,,,,,
player,201709210sfo,ram,WoodRo02,targets,7,,,,,
player,201709210sfo,ram,WoodRo02,rec,6,,,,,
player,201709210sfo,ram,WoodRo02,rec_yds,108,,,,,
player,201709210sfo,ram,WoodRo02,rec_td,0,,,,,
player,201709210sfo,ram,WoodRo02,rec_long,31,,,,,
player,201709210sfo,ram,WoodRo02,fumbles,0,,,,,
player,201709210sfo,ram,WoodRo02,fumbles_lost,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_cmp,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_att,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_yds,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_td,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_int,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_sacked,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_long,0,,,,,
player,201709210sfo,ram,WatkSa00,pass_rating,,,,,,
player,201709210sfo,ram,WatkSa00,rush_att,0,,,,,
player,201709210sfo,ram,WatkSa00,rush_yds,0,,,,,
player,201709210sfo,ram,WatkSa00,rush_td,0,,,,,
player,201709210sfo,ram,WatkSa00,rush_long,0,,,,,
player,201709210sfo,ram,WatkSa00,targets,7,,,,,
player,201709210sfo,ram,WatkSa00,rec,6,,,,,
player,201709210sfo,ram,WatkSa00,rec_yds,106,,,,,
player,201709210sfo,ram,WatkSa00,rec_td,2,,,,,
player,201709210sfo,ram,WatkSa00,rec_long,47,,,,,
player,201709210sfo,ram,WatkSa00,fumbles,0,,,,,
player,201709210sfo,ram,WatkSa00,fumbles_lost,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_cmp,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_att,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_yds,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_td,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_int,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_sacked,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_long,0,,,,,
player,201709210sfo,ram,KuppCo00,pass_rating,,,,,,
player,201709210sfo,ram,KuppCo00,rush_att,0,,,,,
player,201709210sfo,ram,KuppCo00,rush_yds,0,,,,,
player,201709210sfo,ram,KuppCo00,rush_td,0,,,,,
player,201709210sfo,ram,KuppCo00,rush_long,0,,,,,
player,201709210sfo,ram,KuppCo00,targets,2,,,,,
player,201709210sfo,ram,KuppCo00,rec,2,,,,,
player,201709210sfo,ram,KuppCo00,rec_yds,17,,,,,
player,201709210sfo,ram,KuppCo00,rec_td,0,,,,,
player,201709210sfo,ram,KuppCo00,rec_long,13,,,,,
player,201709210sfo,ram,KuppCo00,fumbles,0,,,,,
player,201709210sfo,ram,KuppCo00,fumbles_lost,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_cmp,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_att,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_yds,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_td,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_int,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_sacked,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_long,0,,,,,
player,201709210sfo,ram,CarrDe00,pass_rating,,,,,,
player,201709210sfo,ram,CarrDe00,rush_att,0,,,,,
player,201709210sfo,ram,CarrDe00,rush_yds,0,,,,,
player,201709210sfo,ram,CarrDe00,rush_td,0,,,,,
player,201709210sfo,ram,CarrDe00,rush_long,0,,,,,
player,201709210sfo,ram,CarrDe00,targets,1,,,,,
player,201709210sfo,ram,CarrDe00,rec,1,,,,,
player,201709210sfo,ram,CarrDe00,rec_yds,17,,,,,
player,201709210sfo,ram,CarrDe00,rec_td,0,,,,,
player,201709210sfo,ram,CarrDe00,rec_long,17,,,,,
player,201709210sfo,ram,CarrDe00,fumbles,0,,,,,
player,201709210sfo,ram,CarrDe00,fumbles_lost,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_cmp,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_att,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_yds,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_td,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_int,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_sacked,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_long,0,,,,,
player,201709210sfo,ram,CoopPh00,pass_rating,,,,,,
player,201709210sfo,ram,CoopPh00,rush_att,0,,,,,
player,201709210sfo,ram,CoopPh00,rush_yds,0,,,,,
player,201709210sfo,ram,CoopPh00,rush_td,0,,,,,
player,201709210sfo,ram,CoopPh00,rush_long,0,,,,,
player,201709210sfo,ram,CoopPh00,targets,1,,,,,
player,201709210sfo,ram,CoopPh00,rec,1,,,,,
player,201709210sfo,ram,CoopPh00,rec_yds,4,,,,,
player,201709210sfo,ram,CoopPh00,rec_td,0,,,,,
player,201709210sfo,ram,CoopPh00,rec_long,4,,,,,
player,201709210sfo,ram,CoopPh00,fumbles,1,,,,,
player,201709210sfo,ram,CoopPh00,fumbles_lost,1,,,,,
player,201709210sfo,ram,HigbTy00,pass_cmp,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_att,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_yds,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_td,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_int,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_sacked,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_long,0,,,,,
player,201709210sfo,ram,HigbTy00,pass_rating,,,,,,
player,201709210sfo,ram,HigbTy00,rush_att,0,,,,,
player,201709210sfo,ram,HigbTy00,rush_yds,0,,,,,
player,201709210sfo,ram,HigbTy00,rush_td,0,,,,,
player,201709210sfo,ram,HigbTy00,rush_long,0,,,,,
player,201709210sfo,ram,HigbTy00,targets,3,,,,,
player,201709210sfo,ram,HigbTy00,rec,1,,,,,
player,201709210sfo,ram,HigbTy00,rec_yds,4,,,,,
player,201709210sfo,ram,HigbTy00,rec_td,0,,,,,
player,201709210sfo,ram,HigbTy00,rec_long,4,,,,,
player,201709210sfo,ram,HigbTy00,fumbles,0,,,,,
player,201709210sfo,ram,HigbTy00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_cmp,23,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_att,37,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_yds,332,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_td,2,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_int,1,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_sacked,4,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_sacked_yds,24,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_long,59,,,,,
player,201709210sfo,sfo,HoyeBr00,pass_rating,98.0,,,,,
player,201709210sfo,sfo,HoyeBr00,rush_att,1,,,,,
player,201709210sfo,sfo,HoyeBr00,rush_yds,9,,,,,
player,201709210sfo,sfo,HoyeBr00,rush_td,1,,,,,
player,201709210sfo,sfo,HoyeBr00,rush_long,9,,,,,
player,201709210sfo,sfo,HoyeBr00,targets,0,,,,,
player,201709210sfo,sfo,HoyeBr00,rec,0,,,,,
player,201709210sfo,sfo,HoyeBr00,rec_yds,0,,,,,
player,201709210sfo,sfo,HoyeBr00,rec_td,0,,,,,
player,201709210sfo,sfo,HoyeBr00,rec_long,0,,,,,
player,201709210sfo,sfo,HoyeBr00,fumbles,0,,,,,
player,201709210sfo,sfo,HoyeBr00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201709210sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201709210sfo,sfo,HydeCa00,rush_att,25,,,,,
player,201709210sfo,sfo,HydeCa00,rush_yds,84,,,,,
player,201709210sfo,sfo,HydeCa00,rush_td,2,,,,,
player,201709210sfo,sfo,HydeCa00,rush_long,20,,,,,
player,201709210sfo,sfo,HydeCa00,targets,4,,,,,
player,201709210sfo,sfo,HydeCa00,rec,3,,,,,
player,201709210sfo,sfo,HydeCa00,rec_yds,10,,,,,
player,201709210sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201709210sfo,sfo,HydeCa00,rec_long,5,,,,,
player,201709210sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201709210sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_cmp,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_att,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_yds,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_td,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_int,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_sacked,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_long,0,,,,,
player,201709210sfo,sfo,MostRa00,pass_rating,,,,,,
player,201709210sfo,sfo,MostRa00,rush_att,4,,,,,
player,201709210sfo,sfo,MostRa00,rush_yds,11,,,,,
player,201709210sfo,sfo,MostRa00,rush_td,0,,,,,
player,201709210sfo,sfo,MostRa00,rush_long,7,,,,,
player,201709210sfo,sfo,MostRa00,targets,0,,,,,
player,201709210sfo,sfo,MostRa00,rec,0,,,,,
player,201709210sfo,sfo,MostRa00,rec_yds,0,,,,,
player,201709210sfo,sfo,MostRa00,rec_td,0,,,,,
player,201709210sfo,sfo,MostRa00,rec_long,0,,,,,
player,201709210sfo,sfo,MostRa00,fumbles,1,,,,,
player,201709210sfo,sfo,MostRa00,fumbles_lost,1,,,,,
player,201709210sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201709210sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201709210sfo,sfo,BreiMa00,rush_att,3,,,,,
player,201709210sfo,sfo,BreiMa00,rush_yds,9,,,,,
player,201709210sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201709210sfo,sfo,BreiMa00,rush_long,10,,,,,
player,201709210sfo,sfo,BreiMa00,targets,4,,,,,
player,201709210sfo,sfo,BreiMa00,rec,3,,,,,
player,201709210sfo,sfo,BreiMa00,rec_yds,20,,,,,
player,201709210sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201709210sfo,sfo,BreiMa00,rec_long,12,,,,,
player,201709210sfo,sfo,BreiMa00,fumbles,0,,,,,
player,201709210sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_cmp,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_att,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_yds,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_td,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_int,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_sacked,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_long,0,,,,,
player,201709210sfo,sfo,GarcPi00,pass_rating,,,,,,
player,201709210sfo,sfo,GarcPi00,rush_att,0,,,,,
player,201709210sfo,sfo,GarcPi00,rush_yds,0,,,,,
player,201709210sfo,sfo,GarcPi00,rush_td,0,,,,,
player,201709210sfo,sfo,GarcPi00,rush_long,0,,,,,
player,201709210sfo,sfo,GarcPi00,targets,10,,,,,
player,201709210sfo,sfo,GarcPi00,rec,7,,,,,
player,201709210sfo,sfo,GarcPi00,rec_yds,142,,,,,
player,201709210sfo,sfo,GarcPi00,rec_td,0,,,,,
player,201709210sfo,sfo,GarcPi00,rec_long,59,,,,,
player,201709210sfo,sfo,GarcPi00,fumbles,0,,,,,
player,201709210sfo,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201709210sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201709210sfo,sfo,GoodMa00,rush_att,0,,,,,
player,201709210sfo,sfo,GoodMa00,rush_yds,0,,,,,
player,201709210sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201709210sfo,sfo,GoodMa00,rush_long,0,,,,,
player,201709210sfo,sfo,GoodMa00,targets,5,,,,,
player,201709210sfo,sfo,GoodMa00,rec,2,,,,,
player,201709210sfo,sfo,GoodMa00,rec_yds,62,,,,,
player,201709210sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201709210sfo,sfo,GoodMa00,rec_long,50,,,,,
player,201709210sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201709210sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201709210sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201709210sfo,sfo,JuszKy00,rush_att,0,,,,,
player,201709210sfo,sfo,JuszKy00,rush_yds,0,,,,,
player,201709210sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201709210sfo,sfo,JuszKy00,rush_long,0,,,,,
player,201709210sfo,sfo,JuszKy00,targets,1,,,,,
player,201709210sfo,sfo,JuszKy00,rec,1,,,,,
player,201709210sfo,sfo,JuszKy00,rec_yds,34,,,,,
player,201709210sfo,sfo,JuszKy00,rec_td,0,,,,,
player,201709210sfo,sfo,JuszKy00,rec_long,34,,,,,
player,201709210sfo,sfo,JuszKy00,fumbles,0,,,,,
player,201709210sfo,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_cmp,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_att,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_yds,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_td,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_int,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_sacked,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_long,0,,,,,
player,201709210sfo,sfo,TaylTr02,pass_rating,,,,,,
player,201709210sfo,sfo,TaylTr02,rush_att,0,,,,,
player,201709210sfo,sfo,TaylTr02,rush_yds,0,,,,,
player,201709210sfo,sfo,TaylTr02,rush_td,0,,,,,
player,201709210sfo,sfo,TaylTr02,rush_long,0,,,,,
player,201709210sfo,sfo,TaylTr02,targets,4,,,,,
player,201709210sfo,sfo,TaylTr02,rec,3,,,,,
player,201709210sfo,sfo,TaylTr02,rec_yds,32,,,,,
player,201709210sfo,sfo,TaylTr02,rec_td,1,,,,,
player,201709210sfo,sfo,TaylTr02,rec_long,18,,,,,
player,201709210sfo,sfo,TaylTr02,fumbles,0,,,,,
player,201709210sfo,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_cmp,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_att,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_yds,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_td,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_int,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_sacked,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_long,0,,,,,
player,201709210sfo,sfo,RobiAl00,pass_rating,,,,,,
player,201709210sfo,sfo,RobiAl00,rush_att,0,,,,,
player,201709210sfo,sfo,RobiAl00,rush_yds,0,,,,,
player,201709210sfo,sfo,RobiAl00,rush_td,0,,,,,
player,201709210sfo,sfo,RobiAl00,rush_long,0,,,,,
player,201709210sfo,sfo,RobiAl00,targets,4,,,,,
player,201709210sfo,sfo,RobiAl00,rec,2,,,,,
player,201709210sfo,sfo,RobiAl00,rec_yds,23,,,,,
player,201709210sfo,sfo,RobiAl00,rec_td,0,,,,,
player,201709210sfo,sfo,RobiAl00,rec_long,17,,,,,
player,201709210sfo,sfo,RobiAl00,fumbles,0,,,,,
player,201709210sfo,sfo,RobiAl00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_att,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_td,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_int,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_long,0,,,,,
player,201709210sfo,sfo,KittGe00,pass_rating,,,,,,
player,201709210sfo,sfo,KittGe00,rush_att,0,,,,,
player,201709210sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201709210sfo,sfo,KittGe00,rush_td,0,,,,,
player,201709210sfo,sfo,KittGe00,rush_long,0,,,,,
player,201709210sfo,sfo,KittGe00,targets,3,,,,,
player,201709210sfo,sfo,KittGe00,rec,1,,,,,
player,201709210sfo,sfo,KittGe00,rec_yds,8,,,,,
player,201709210sfo,sfo,KittGe00,rec_td,0,,,,,
player,201709210sfo,sfo,KittGe00,rec_long,8,,,,,
player,201709210sfo,sfo,KittGe00,fumbles,0,,,,,
player,201709210sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201709210sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201709210sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201709210sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201709210sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201709210sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201709210sfo,sfo,CeleGa00,targets,2,,,,,
player,201709210sfo,sfo,CeleGa00,rec,1,,,,,
player,201709210sfo,sfo,CeleGa00,rec_yds,1,,,,,
player,201709210sfo,sfo,CeleGa00,rec_td,1,,,,,
player,201709210sfo,sfo,CeleGa00,rec_long,1,,,,,
player,201709210sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201709210sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201709210sfo,ram,RobeNi00,def_int,1,,,,,
player,201709210sfo,ram,RobeNi00,def_int_yds,25,,,,,
player,201709210sfo,ram,RobeNi00,def_int_td,0,,,,,
player,201709210sfo,ram,RobeNi00,def_int_long,25,,,,,
player,201709210sfo,ram,RobeNi00,pass_defended,2,,,,,
player,201709210sfo,ram,RobeNi00,sacks,0.0,,,,,
player,201709210sfo,ram,RobeNi00,tackles_combined,5,,,,,
player,201709210sfo,ram,RobeNi00,tackles_solo,2,,,,,
player,201709210sfo,ram,RobeNi00,tackles_assists,3,,,,,
player,201709210sfo,ram,RobeNi00,tackles_loss,0,,,,,
