game,2017,4,20171001,201710010nwe,car,"Carolina Panthers",33,nwe,"New England Patriots",30
player,201710010nwe,nwe,JoneJo03,def_int_td,0,,,,,
player,201710010nwe,nwe,JoneJo03,def_int_long,0,,,,,
player,201710010nwe,nwe,JoneJo03,pass_defended,0,,,,,
player,201710010nwe,nwe,JoneJo03,sacks,0.0,,,,,
player,201710010nwe,nwe,JoneJo03,tackles_combined,3,,,,,
player,201710010nwe,nwe,JoneJo03,tackles_solo,3,,,,,
player,201710010nwe,nwe,JoneJo03,tackles_assists,0,,,,,
player,201710010nwe,nwe,JoneJo03,tackles_loss,0,,,,,
player,201710010nwe,nwe,JoneJo03,qb_hits,0,,,,,
player,201710010nwe,nwe,JoneJo03,fumbles_rec,0,,,,,
player,201710010nwe,nwe,JoneJo03,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,JoneJo03,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,JoneJo03,fumbles_forced,0,,,,,
player,201710010nwe,nwe,EbneNa00,def_int,0,,,,,
player,201710010nwe,nwe,EbneNa00,def_int_yds,0,,,,,
player,201710010nwe,nwe,EbneNa00,def_int_td,0,,,,,
player,201710010nwe,nwe,EbneNa00,def_int_long,0,,,,,
player,201710010nwe,nwe,EbneNa00,pass_defended,0,,,,,
player,201710010nwe,nwe,EbneNa00,sacks,0.0,,,,,
player,201710010nwe,nwe,EbneNa00,tackles_combined,2,,,,,
player,201710010nwe,nwe,EbneNa00,tackles_solo,1,,,,,
player,201710010nwe,nwe,EbneNa00,tackles_assists,1,,,,,
player,201710010nwe,nwe,EbneNa00,tackles_loss,0,,,,,
player,201710010nwe,nwe,EbneNa00,qb_hits,0,,,,,
player,201710010nwe,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,HarmDu00,def_int,0,,,,,
player,201710010nwe,nwe,HarmDu00,def_int_yds,0,,,,,
player,201710010nwe,nwe,HarmDu00,def_int_td,0,,,,,
player,201710010nwe,nwe,HarmDu00,def_int_long,0,,,,,
player,201710010nwe,nwe,HarmDu00,pass_defended,0,,,,,
player,201710010nwe,nwe,HarmDu00,sacks,0.0,,,,,
player,201710010nwe,nwe,HarmDu00,tackles_combined,2,,,,,
player,201710010nwe,nwe,HarmDu00,tackles_solo,2,,,,,
player,201710010nwe,nwe,HarmDu00,tackles_assists,0,,,,,
player,201710010nwe,nwe,HarmDu00,tackles_loss,0,,,,,
player,201710010nwe,nwe,HarmDu00,qb_hits,0,,,,,
player,201710010nwe,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,RoweEr00,def_int,0,,,,,
player,201710010nwe,nwe,RoweEr00,def_int_yds,0,,,,,
player,201710010nwe,nwe,RoweEr00,def_int_td,0,,,,,
player,201710010nwe,nwe,RoweEr00,def_int_long,0,,,,,
player,201710010nwe,nwe,RoweEr00,pass_defended,0,,,,,
player,201710010nwe,nwe,RoweEr00,sacks,0.0,,,,,
player,201710010nwe,nwe,RoweEr00,tackles_combined,2,,,,,
player,201710010nwe,nwe,RoweEr00,tackles_solo,1,,,,,
player,201710010nwe,nwe,RoweEr00,tackles_assists,1,,,,,
player,201710010nwe,nwe,RoweEr00,tackles_loss,0,,,,,
player,201710010nwe,nwe,RoweEr00,qb_hits,0,,,,,
player,201710010nwe,nwe,RoweEr00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,RoweEr00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,RoweEr00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,RoweEr00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,BoldBr00,def_int,0,,,,,
player,201710010nwe,nwe,BoldBr00,def_int_yds,0,,,,,
player,201710010nwe,nwe,BoldBr00,def_int_td,0,,,,,
player,201710010nwe,nwe,BoldBr00,def_int_long,0,,,,,
player,201710010nwe,nwe,BoldBr00,pass_defended,0,,,,,
player,201710010nwe,nwe,BoldBr00,sacks,0.0,,,,,
player,201710010nwe,nwe,BoldBr00,tackles_combined,1,,,,,
player,201710010nwe,nwe,BoldBr00,tackles_solo,1,,,,,
player,201710010nwe,nwe,BoldBr00,tackles_assists,0,,,,,
player,201710010nwe,nwe,BoldBr00,tackles_loss,0,,,,,
player,201710010nwe,nwe,BoldBr00,qb_hits,0,,,,,
player,201710010nwe,nwe,BoldBr00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,BoldBr00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,BoldBr00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,BoldBr00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,DeveJa00,def_int,0,,,,,
player,201710010nwe,nwe,DeveJa00,def_int_yds,0,,,,,
player,201710010nwe,nwe,DeveJa00,def_int_td,0,,,,,
player,201710010nwe,nwe,DeveJa00,def_int_long,0,,,,,
player,201710010nwe,nwe,DeveJa00,pass_defended,0,,,,,
player,201710010nwe,nwe,DeveJa00,sacks,0.0,,,,,
player,201710010nwe,nwe,DeveJa00,tackles_combined,1,,,,,
player,201710010nwe,nwe,DeveJa00,tackles_solo,1,,,,,
player,201710010nwe,nwe,DeveJa00,tackles_assists,0,,,,,
player,201710010nwe,nwe,DeveJa00,tackles_loss,0,,,,,
player,201710010nwe,nwe,DeveJa00,qb_hits,0,,,,,
player,201710010nwe,nwe,DeveJa00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,DeveJa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,DeveJa00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,DeveJa00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,FlowMa00,def_int,0,,,,,
player,201710010nwe,nwe,FlowMa00,def_int_yds,0,,,,,
player,201710010nwe,nwe,FlowMa00,def_int_td,0,,,,,
player,201710010nwe,nwe,FlowMa00,def_int_long,0,,,,,
player,201710010nwe,nwe,FlowMa00,pass_defended,0,,,,,
player,201710010nwe,nwe,FlowMa00,sacks,0.0,,,,,
player,201710010nwe,nwe,FlowMa00,tackles_combined,1,,,,,
player,201710010nwe,nwe,FlowMa00,tackles_solo,1,,,,,
player,201710010nwe,nwe,FlowMa00,tackles_assists,0,,,,,
player,201710010nwe,nwe,FlowMa00,tackles_loss,0,,,,,
player,201710010nwe,nwe,FlowMa00,qb_hits,0,,,,,
player,201710010nwe,nwe,FlowMa00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,FlowMa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,FlowMa00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,FlowMa00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,RichJo00,def_int,0,,,,,
player,201710010nwe,nwe,RichJo00,def_int_yds,0,,,,,
player,201710010nwe,nwe,RichJo00,def_int_td,0,,,,,
player,201710010nwe,nwe,RichJo00,def_int_long,0,,,,,
player,201710010nwe,nwe,RichJo00,pass_defended,0,,,,,
player,201710010nwe,nwe,RichJo00,sacks,0.0,,,,,
player,201710010nwe,nwe,RichJo00,tackles_combined,1,,,,,
player,201710010nwe,nwe,RichJo00,tackles_solo,1,,,,,
player,201710010nwe,nwe,RichJo00,tackles_assists,0,,,,,
player,201710010nwe,nwe,RichJo00,tackles_loss,0,,,,,
player,201710010nwe,nwe,RichJo00,qb_hits,0,,,,,
player,201710010nwe,nwe,RichJo00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,RichJo00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,RichJo00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,RichJo00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,WiseDe00,def_int,0,,,,,
player,201710010nwe,nwe,WiseDe00,def_int_yds,0,,,,,
player,201710010nwe,nwe,WiseDe00,def_int_td,0,,,,,
player,201710010nwe,nwe,WiseDe00,def_int_long,0,,,,,
player,201710010nwe,nwe,WiseDe00,pass_defended,0,,,,,
player,201710010nwe,nwe,WiseDe00,sacks,0.0,,,,,
player,201710010nwe,nwe,WiseDe00,tackles_combined,1,,,,,
player,201710010nwe,nwe,WiseDe00,tackles_solo,1,,,,,
player,201710010nwe,nwe,WiseDe00,tackles_assists,0,,,,,
player,201710010nwe,nwe,WiseDe00,tackles_loss,0,,,,,
player,201710010nwe,nwe,WiseDe00,qb_hits,0,,,,,
player,201710010nwe,nwe,WiseDe00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,WiseDe00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,WiseDe00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,WiseDe00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,BranAl99,def_int,0,,,,,
player,201710010nwe,nwe,BranAl99,def_int_yds,0,,,,,
player,201710010nwe,nwe,BranAl99,def_int_td,0,,,,,
player,201710010nwe,nwe,BranAl99,def_int_long,0,,,,,
player,201710010nwe,nwe,BranAl99,pass_defended,0,,,,,
player,201710010nwe,nwe,BranAl99,sacks,0.0,,,,,
player,201710010nwe,nwe,BranAl99,tackles_combined,0,,,,,
player,201710010nwe,nwe,BranAl99,tackles_solo,0,,,,,
player,201710010nwe,nwe,BranAl99,tackles_assists,0,,,,,
player,201710010nwe,nwe,BranAl99,tackles_loss,1,,,,,
player,201710010nwe,nwe,BranAl99,qb_hits,1,,,,,
player,201710010nwe,nwe,BranAl99,fumbles_rec,0,,,,,
player,201710010nwe,nwe,BranAl99,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,BranAl99,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,BranAl99,fumbles_forced,0,,,,,
player,201710010nwe,car,McCaCh01,kick_ret,3,,,,,
player,201710010nwe,car,McCaCh01,kick_ret_yds,58,,,,,
player,201710010nwe,car,McCaCh01,kick_ret_yds_per_ret,19.3,,,,,
player,201710010nwe,car,McCaCh01,kick_ret_td,0,,,,,
player,201710010nwe,car,McCaCh01,kick_ret_long,21,,,,,
player,201710010nwe,car,McCaCh01,punt_ret,2,,,,,
player,201710010nwe,car,McCaCh01,punt_ret_yds,25,,,,,
player,201710010nwe,car,McCaCh01,punt_ret_yds_per_ret,12.5,,,,,
player,201710010nwe,car,McCaCh01,punt_ret_td,0,,,,,
player,201710010nwe,car,McCaCh01,punt_ret_long,13,,,,,
player,201710010nwe,nwe,LewiDi00,kick_ret,1,,,,,
player,201710010nwe,nwe,LewiDi00,kick_ret_yds,23,,,,,
player,201710010nwe,nwe,LewiDi00,kick_ret_yds_per_ret,23.0,,,,,
player,201710010nwe,nwe,LewiDi00,kick_ret_td,0,,,,,
player,201710010nwe,nwe,LewiDi00,kick_ret_long,23,,,,,
player,201710010nwe,nwe,LewiDi00,punt_ret,0,,,,,
player,201710010nwe,nwe,LewiDi00,punt_ret_yds,0,,,,,
player,201710010nwe,nwe,LewiDi00,punt_ret_yds_per_ret,,,,,,
player,201710010nwe,nwe,LewiDi00,punt_ret_td,0,,,,,
player,201710010nwe,nwe,LewiDi00,punt_ret_long,0,,,,,
player,201710010nwe,car,GanoGr44,xpm,3,,,,,
player,201710010nwe,car,GanoGr44,xpa,4,,,,,
player,201710010nwe,car,GanoGr44,fgm,2,,,,,
player,201710010nwe,car,GanoGr44,fga,2,,,,,
player,201710010nwe,car,GanoGr44,punt,0,,,,,
player,201710010nwe,car,GanoGr44,punt_yds,0,,,,,
player,201710010nwe,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201710010nwe,car,GanoGr44,punt_long,0,,,,,
player,201710010nwe,car,PalaMi00,xpm,,,,,,
player,201710010nwe,car,PalaMi00,xpa,,,,,,
player,201710010nwe,car,PalaMi00,fgm,,,,,,
player,201710010nwe,car,PalaMi00,fga,,,,,,
player,201710010nwe,car,PalaMi00,punt,1,,,,,
player,201710010nwe,car,PalaMi00,punt_yds,35,,,,,
player,201710010nwe,car,PalaMi00,punt_yds_per_punt,35.0,,,,,
player,201710010nwe,car,PalaMi00,punt_long,35,,,,,
player,201710010nwe,nwe,GostSt20,xpm,3,,,,,
player,201710010nwe,nwe,GostSt20,xpa,3,,,,,
player,201710010nwe,nwe,GostSt20,fgm,3,,,,,
player,201710010nwe,nwe,GostSt20,fga,3,,,,,
player,201710010nwe,nwe,GostSt20,punt,0,,,,,
player,201710010nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201710010nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201710010nwe,nwe,GostSt20,punt_long,0,,,,,
player,201710010nwe,nwe,AlleRy01,xpm,,,,,,
player,201710010nwe,nwe,AlleRy01,xpa,,,,,,
player,201710010nwe,nwe,AlleRy01,fgm,,,,,,
player,201710010nwe,nwe,AlleRy01,fga,,,,,,
player,201710010nwe,nwe,AlleRy01,punt,3,,,,,
player,201710010nwe,nwe,AlleRy01,punt_yds,135,,,,,
player,201710010nwe,nwe,AlleRy01,punt_yds_per_punt,45.0,,,,,
player,201710010nwe,nwe,AlleRy01,punt_long,49,,,,,
player,201710010nwe,nwe,CannMa00,pos,T,,,,,
player,201710010nwe,nwe,CannMa00,offense,70,,,,,
player,201710010nwe,nwe,CannMa00,off_pct,100%,,,,,
player,201710010nwe,nwe,CannMa00,defense,0,,,,,
player,201710010nwe,nwe,CannMa00,def_pct,0%,,,,,
player,201710010nwe,nwe,CannMa00,special_teams,6,,,,,
player,201710010nwe,nwe,CannMa00,st_pct,21%,,,,,
player,201710010nwe,nwe,SoldNa00,pos,T,,,,,
player,201710010nwe,nwe,SoldNa00,offense,70,,,,,
player,201710010nwe,nwe,SoldNa00,off_pct,100%,,,,,
player,201710010nwe,nwe,SoldNa00,defense,0,,,,,
player,201710010nwe,nwe,SoldNa00,def_pct,0%,,,,,
player,201710010nwe,nwe,SoldNa00,special_teams,6,,,,,
player,201710010nwe,nwe,SoldNa00,st_pct,21%,,,,,
player,201710010nwe,nwe,ThunJo00,pos,G,,,,,
player,201710010nwe,nwe,ThunJo00,offense,70,,,,,
player,201710010nwe,nwe,ThunJo00,off_pct,100%,,,,,
player,201710010nwe,nwe,ThunJo00,defense,0,,,,,
player,201710010nwe,nwe,ThunJo00,def_pct,0%,,,,,
player,201710010nwe,nwe,ThunJo00,special_teams,6,,,,,
player,201710010nwe,nwe,ThunJo00,st_pct,21%,,,,,
player,201710010nwe,nwe,MasoSh01,pos,G,,,,,
player,201710010nwe,nwe,MasoSh01,offense,70,,,,,
player,201710010nwe,nwe,MasoSh01,off_pct,100%,,,,,
player,201710010nwe,nwe,MasoSh01,defense,0,,,,,
player,201710010nwe,nwe,MasoSh01,def_pct,0%,,,,,
player,201710010nwe,nwe,MasoSh01,special_teams,6,,,,,
player,201710010nwe,nwe,MasoSh01,st_pct,21%,,,,,
player,201710010nwe,nwe,GronRo00,pos,TE,,,,,
player,201710010nwe,nwe,GronRo00,offense,70,,,,,
player,201710010nwe,nwe,GronRo00,off_pct,100%,,,,,
player,201710010nwe,nwe,GronRo00,defense,0,,,,,
player,201710010nwe,nwe,GronRo00,def_pct,0%,,,,,
player,201710010nwe,nwe,GronRo00,special_teams,0,,,,,
player,201710010nwe,nwe,GronRo00,st_pct,0%,,,,,
player,201710010nwe,nwe,AndrDa00,pos,C,,,,,
player,201710010nwe,nwe,AndrDa00,offense,70,,,,,
player,201710010nwe,nwe,AndrDa00,off_pct,100%,,,,,
player,201710010nwe,nwe,AndrDa00,defense,0,,,,,
player,201710010nwe,nwe,AndrDa00,def_pct,0%,,,,,
player,201710010nwe,nwe,AndrDa00,special_teams,0,,,,,
player,201710010nwe,nwe,AndrDa00,st_pct,0%,,,,,
player,201710010nwe,nwe,BradTo00,pos,QB,,,,,
player,201710010nwe,nwe,BradTo00,offense,70,,,,,
player,201710010nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201710010nwe,nwe,BradTo00,defense,0,,,,,
player,201710010nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201710010nwe,nwe,BradTo00,special_teams,0,,,,,
player,201710010nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201710010nwe,nwe,HogaCh00,pos,WR,,,,,
player,201710010nwe,nwe,HogaCh00,offense,68,,,,,
player,201710010nwe,nwe,HogaCh00,off_pct,97%,,,,,
player,201710010nwe,nwe,HogaCh00,defense,0,,,,,
player,201710010nwe,nwe,HogaCh00,def_pct,0%,,,,,
player,201710010nwe,nwe,HogaCh00,special_teams,0,,,,,
player,201710010nwe,nwe,HogaCh00,st_pct,0%,,,,,
player,201710010nwe,nwe,CookBr00,pos,WR,,,,,
player,201710010nwe,nwe,CookBr00,offense,64,,,,,
player,201710010nwe,nwe,CookBr00,off_pct,91%,,,,,
player,201710010nwe,nwe,CookBr00,defense,0,,,,,
player,201710010nwe,nwe,CookBr00,def_pct,0%,,,,,
player,201710010nwe,nwe,CookBr00,special_teams,0,,,,,
player,201710010nwe,nwe,CookBr00,st_pct,0%,,,,,
player,201710010nwe,nwe,WhitJa02,pos,RB,,,,,
player,201710010nwe,nwe,WhitJa02,offense,43,,,,,
player,201710010nwe,nwe,WhitJa02,off_pct,61%,,,,,
player,201710010nwe,nwe,WhitJa02,defense,0,,,,,
player,201710010nwe,nwe,WhitJa02,def_pct,0%,,,,,
player,201710010nwe,nwe,WhitJa02,special_teams,1,,,,,
player,201710010nwe,nwe,WhitJa02,st_pct,4%,,,,,
player,201710010nwe,nwe,AmenDa00,pos,WR,,,,,
player,201710010nwe,nwe,AmenDa00,offense,36,,,,,
player,201710010nwe,nwe,AmenDa00,off_pct,51%,,,,,
player,201710010nwe,nwe,AmenDa00,defense,0,,,,,
player,201710010nwe,nwe,AmenDa00,def_pct,0%,,,,,
player,201710010nwe,nwe,AmenDa00,special_teams,1,,,,,
player,201710010nwe,nwe,AmenDa00,st_pct,4%,,,,,
player,201710010nwe,nwe,GillMi00,pos,RB,,,,,
player,201710010nwe,nwe,GillMi00,offense,18,,,,,
player,201710010nwe,nwe,GillMi00,off_pct,26%,,,,,
player,201710010nwe,nwe,GillMi00,defense,0,,,,,
player,201710010nwe,nwe,GillMi00,def_pct,0%,,,,,
player,201710010nwe,nwe,GillMi00,special_teams,0,,,,,
player,201710010nwe,nwe,GillMi00,st_pct,0%,,,,,
player,201710010nwe,nwe,DeveJa00,pos,FB,,,,,
player,201710010nwe,nwe,DeveJa00,offense,16,,,,,
player,201710010nwe,nwe,DeveJa00,off_pct,23%,,,,,
player,201710010nwe,nwe,DeveJa00,defense,0,,,,,
player,201710010nwe,nwe,DeveJa00,def_pct,0%,,,,,
player,201710010nwe,nwe,DeveJa00,special_teams,9,,,,,
player,201710010nwe,nwe,DeveJa00,st_pct,32%,,,,,
player,201710010nwe,nwe,LewiDi00,pos,RB,,,,,
player,201710010nwe,nwe,LewiDi00,offense,14,,,,,
player,201710010nwe,nwe,LewiDi00,off_pct,20%,,,,,
player,201710010nwe,nwe,LewiDi00,defense,0,,,,,
player,201710010nwe,nwe,LewiDi00,def_pct,0%,,,,,
player,201710010nwe,nwe,LewiDi00,special_teams,6,,,,,
player,201710010nwe,nwe,LewiDi00,st_pct,21%,,,,,
player,201710010nwe,nwe,AlleDw00,pos,TE,,,,,
player,201710010nwe,nwe,AlleDw00,offense,9,,,,,
player,201710010nwe,nwe,AlleDw00,off_pct,13%,,,,,
player,201710010nwe,nwe,AlleDw00,defense,0,,,,,
player,201710010nwe,nwe,AlleDw00,def_pct,0%,,,,,
player,201710010nwe,nwe,AlleDw00,special_teams,0,,,,,
player,201710010nwe,nwe,AlleDw00,st_pct,0%,,,,,
player,201710010nwe,nwe,DorsPh00,pos,WR,,,,,
player,201710010nwe,nwe,DorsPh00,offense,9,,,,,
player,201710010nwe,nwe,DorsPh00,off_pct,13%,,,,,
player,201710010nwe,nwe,DorsPh00,defense,0,,,,,
player,201710010nwe,nwe,DorsPh00,def_pct,0%,,,,,
player,201710010nwe,nwe,DorsPh00,special_teams,0,,,,,
player,201710010nwe,nwe,DorsPh00,st_pct,0%,,,,,
player,201710010nwe,nwe,HollJa03,pos,TE,,,,,
player,201710010nwe,nwe,HollJa03,offense,3,,,,,
player,201710010nwe,nwe,HollJa03,off_pct,4%,,,,,
player,201710010nwe,nwe,HollJa03,defense,0,,,,,
player,201710010nwe,nwe,HollJa03,def_pct,0%,,,,,
player,201710010nwe,nwe,HollJa03,special_teams,9,,,,,
player,201710010nwe,nwe,HollJa03,st_pct,32%,,,,,
player,201710010nwe,nwe,McCoDe99,pos,FS,,,,,
player,201710010nwe,nwe,McCoDe99,offense,0,,,,,
player,201710010nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201710010nwe,nwe,McCoDe99,defense,63,,,,,
player,201710010nwe,nwe,McCoDe99,def_pct,100%,,,,,
player,201710010nwe,nwe,McCoDe99,special_teams,7,,,,,
player,201710010nwe,nwe,McCoDe99,st_pct,25%,,,,,
player,201710010nwe,nwe,VanNKy00,pos,LB,,,,,
player,201710010nwe,nwe,VanNKy00,offense,0,,,,,
player,201710010nwe,nwe,VanNKy00,off_pct,0%,,,,,
player,201710010nwe,nwe,VanNKy00,defense,63,,,,,
player,201710010nwe,nwe,VanNKy00,def_pct,100%,,,,,
player,201710010nwe,nwe,VanNKy00,special_teams,6,,,,,
player,201710010nwe,nwe,VanNKy00,st_pct,21%,,,,,
player,201710010nwe,nwe,ButlMa01,pos,CB,,,,,
player,201710010nwe,nwe,ButlMa01,offense,0,,,,,
player,201710010nwe,nwe,ButlMa01,off_pct,0%,,,,,
player,201710010nwe,nwe,ButlMa01,defense,63,,,,,
player,201710010nwe,nwe,ButlMa01,def_pct,100%,,,,,
player,201710010nwe,nwe,ButlMa01,special_teams,0,,,,,
player,201710010nwe,nwe,ButlMa01,st_pct,0%,,,,,
player,201710010nwe,nwe,FlowTr00,pos,DE,,,,,
player,201710010nwe,nwe,FlowTr00,offense,0,,,,,
player,201710010nwe,nwe,FlowTr00,off_pct,0%,,,,,
player,201710010nwe,nwe,FlowTr00,defense,63,,,,,
player,201710010nwe,nwe,FlowTr00,def_pct,100%,,,,,
player,201710010nwe,nwe,FlowTr00,special_teams,0,,,,,
player,201710010nwe,nwe,FlowTr00,st_pct,0%,,,,,
player,201710010nwe,nwe,GilmSt00,pos,CB,,,,,
player,201710010nwe,nwe,GilmSt00,offense,0,,,,,
player,201710010nwe,nwe,GilmSt00,off_pct,0%,,,,,
player,201710010nwe,nwe,GilmSt00,defense,62,,,,,
player,201710010nwe,nwe,GilmSt00,def_pct,98%,,,,,
player,201710010nwe,nwe,GilmSt00,special_teams,6,,,,,
player,201710010nwe,nwe,GilmSt00,st_pct,21%,,,,,
player,201710010nwe,nwe,HarmDu00,pos,FS,,,,,
player,201710010nwe,nwe,HarmDu00,offense,0,,,,,
player,201710010nwe,nwe,HarmDu00,off_pct,0%,,,,,
player,201710010nwe,nwe,HarmDu00,defense,55,,,,,
player,201710010nwe,nwe,HarmDu00,def_pct,87%,,,,,
player,201710010nwe,nwe,HarmDu00,special_teams,1,,,,,
player,201710010nwe,nwe,HarmDu00,st_pct,4%,,,,,
player,201710010nwe,nwe,BrowMa01,pos,DT,,,,,
player,201710010nwe,nwe,BrowMa01,offense,0,,,,,
player,201710010nwe,nwe,BrowMa01,off_pct,0%,,,,,
player,201710010nwe,nwe,BrowMa01,defense,48,,,,,
player,201710010nwe,nwe,BrowMa01,def_pct,76%,,,,,
player,201710010nwe,nwe,BrowMa01,special_teams,0,,,,,
player,201710010nwe,nwe,BrowMa01,st_pct,0%,,,,,
player,201710010nwe,nwe,GuyxLa00,pos,DE,,,,,
player,201710010nwe,nwe,GuyxLa00,offense,0,,,,,
player,201710010nwe,nwe,GuyxLa00,off_pct,0%,,,,,
player,201710010nwe,nwe,GuyxLa00,defense,46,,,,,
player,201710010nwe,nwe,GuyxLa00,def_pct,73%,,,,,
player,201710010nwe,nwe,GuyxLa00,special_teams,12,,,,,
player,201710010nwe,nwe,GuyxLa00,st_pct,43%,,,,,
player,201710010nwe,nwe,HighDo01,pos,LB,,,,,
player,201710010nwe,nwe,HighDo01,offense,0,,,,,
player,201710010nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201710010nwe,nwe,HighDo01,defense,37,,,,,
player,201710010nwe,nwe,HighDo01,def_pct,59%,,,,,
player,201710010nwe,nwe,HighDo01,special_teams,6,,,,,
player,201710010nwe,nwe,HighDo01,st_pct,21%,,,,,
player,201710010nwe,nwe,ChunPa99,pos,SS,,,,,
player,201710010nwe,nwe,ChunPa99,offense,0,,,,,
player,201710010nwe,nwe,ChunPa99,off_pct,0%,,,,,
player,201710010nwe,nwe,ChunPa99,defense,34,,,,,
player,201710010nwe,nwe,ChunPa99,def_pct,54%,,,,,
player,201710010nwe,nwe,ChunPa99,special_teams,13,,,,,
player,201710010nwe,nwe,ChunPa99,st_pct,46%,,,,,
player,201710010nwe,nwe,RobeEl00,pos,LB,,,,,
player,201710010nwe,nwe,RobeEl00,offense,0,,,,,
player,201710010nwe,nwe,RobeEl00,off_pct,0%,,,,,
player,201710010nwe,nwe,RobeEl00,defense,33,,,,,
player,201710010nwe,nwe,RobeEl00,def_pct,52%,,,,,
player,201710010nwe,nwe,RobeEl00,special_teams,5,,,,,
player,201710010nwe,nwe,RobeEl00,st_pct,18%,,,,,
player,201710010nwe,nwe,WiseDe00,pos,DE,,,,,
player,201710010nwe,nwe,WiseDe00,offense,0,,,,,
player,201710010nwe,nwe,WiseDe00,off_pct,0%,,,,,
player,201710010nwe,nwe,WiseDe00,defense,25,,,,,
player,201710010nwe,nwe,WiseDe00,def_pct,40%,,,,,
player,201710010nwe,nwe,WiseDe00,special_teams,0,,,,,
player,201710010nwe,nwe,WiseDe00,st_pct,0%,,,,,
player,201710010nwe,nwe,FlowMa00,pos,LB,,,,,
player,201710010nwe,nwe,FlowMa00,offense,0,,,,,
player,201710010nwe,nwe,FlowMa00,off_pct,0%,,,,,
player,201710010nwe,nwe,FlowMa00,defense,22,,,,,
player,201710010nwe,nwe,FlowMa00,def_pct,35%,,,,,
player,201710010nwe,nwe,FlowMa00,special_teams,15,,,,,
player,201710010nwe,nwe,FlowMa00,st_pct,54%,,,,,
player,201710010nwe,nwe,RoweEr00,pos,CB,,,,,
player,201710010nwe,nwe,RoweEr00,offense,0,,,,,
player,201710010nwe,nwe,RoweEr00,off_pct,0%,,,,,
player,201710010nwe,nwe,RoweEr00,defense,19,,,,,
player,201710010nwe,nwe,RoweEr00,def_pct,30%,,,,,
player,201710010nwe,nwe,RoweEr00,special_teams,0,,,,,
player,201710010nwe,nwe,RoweEr00,st_pct,0%,,,,,
player,201710010nwe,nwe,MarsCa00,pos,DE,,,,,
player,201710010nwe,nwe,MarsCa00,offense,0,,,,,
player,201710010nwe,nwe,MarsCa00,off_pct,0%,,,,,
player,201710010nwe,nwe,MarsCa00,defense,18,,,,,
player,201710010nwe,nwe,MarsCa00,def_pct,29%,,,,,
player,201710010nwe,nwe,MarsCa00,special_teams,20,,,,,
player,201710010nwe,nwe,MarsCa00,st_pct,71%,,,,,
player,201710010nwe,nwe,JoneJo03,pos,CB,,,,,
player,201710010nwe,nwe,JoneJo03,offense,0,,,,,
player,201710010nwe,nwe,JoneJo03,off_pct,0%,,,,,
player,201710010nwe,nwe,JoneJo03,defense,18,,,,,
player,201710010nwe,nwe,JoneJo03,def_pct,29%,,,,,
player,201710010nwe,nwe,JoneJo03,special_teams,16,,,,,
