game,2017,9,20171106,201711060gnb,det,"Detroit Lions",30,gnb,"Green Bay Packers",17
team,201711060gnb,det,First Downs,24,,,,,,
team,201711060gnb,gnb,First Downs,21,,,,,,
team,201711060gnb,det,Rush-Yds-TDs,33-64-1,,,,,,
team,201711060gnb,gnb,Rush-Yds-TDs,17-78-2,,,,,,
team,201711060gnb,det,Cmp-Att-Yd-TD-INT,26-33-361-2-0,,,,,,
team,201711060gnb,gnb,Cmp-Att-Yd-TD-INT,26-38-245-0-0,,,,,,
team,201711060gnb,det,Sacked-Yards,1-8,,,,,,
team,201711060gnb,gnb,Sacked-Yards,3-12,,,,,,
team,201711060gnb,det,Net Pass Yards,353,,,,,,
team,201711060gnb,gnb,Net Pass Yards,233,,,,,,
team,201711060gnb,det,Total Yards,417,,,,,,
team,201711060gnb,gnb,Total Yards,311,,,,,,
team,201711060gnb,det,Fumbles-Lost,2-1,,,,,,
team,201711060gnb,gnb,Fumbles-Lost,0-0,,,,,,
team,201711060gnb,det,Turnovers,1,,,,,,
team,201711060gnb,gnb,Turnovers,0,,,,,,
team,201711060gnb,det,Penalties-Yards,2-19,,,,,,
team,201711060gnb,gnb,Penalties-Yards,2-20,,,,,,
team,201711060gnb,det,Third Down Conv.,8-13,,,,,,
team,201711060gnb,gnb,Third Down Conv.,2-9,,,,,,
team,201711060gnb,det,Fourth Down Conv.,0-0,,,,,,
team,201711060gnb,gnb,Fourth Down Conv.,0-2,,,,,,
team,201711060gnb,det,Time of Possession,36:55,,,,,,
team,201711060gnb,gnb,Time of Possession,23:05,,,,,,
player,201711060gnb,det,StafMa00,pass_cmp,26,,,,,
player,201711060gnb,det,StafMa00,pass_att,33,,,,,
player,201711060gnb,det,StafMa00,pass_yds,361,,,,,
player,201711060gnb,det,StafMa00,pass_td,2,,,,,
player,201711060gnb,det,StafMa00,pass_int,0,,,,,
player,201711060gnb,det,StafMa00,pass_sacked,1,,,,,
player,201711060gnb,det,StafMa00,pass_sacked_yds,8,,,,,
player,201711060gnb,det,StafMa00,pass_long,63,,,,,
player,201711060gnb,det,StafMa00,pass_rating,132.4,,,,,
player,201711060gnb,det,StafMa00,rush_att,1,,,,,
player,201711060gnb,det,StafMa00,rush_yds,0,,,,,
player,201711060gnb,det,StafMa00,rush_td,0,,,,,
player,201711060gnb,det,StafMa00,rush_long,0,,,,,
player,201711060gnb,det,StafMa00,targets,0,,,,,
player,201711060gnb,det,StafMa00,rec,0,,,,,
player,201711060gnb,det,StafMa00,rec_yds,0,,,,,
player,201711060gnb,det,StafMa00,rec_td,0,,,,,
player,201711060gnb,det,StafMa00,rec_long,0,,,,,
player,201711060gnb,det,StafMa00,fumbles,0,,,,,
player,201711060gnb,det,StafMa00,fumbles_lost,0,,,,,
player,201711060gnb,det,AbduAm00,pass_cmp,0,,,,,
player,201711060gnb,det,AbduAm00,pass_att,0,,,,,
player,201711060gnb,det,AbduAm00,pass_yds,0,,,,,
player,201711060gnb,det,AbduAm00,pass_td,0,,,,,
player,201711060gnb,det,AbduAm00,pass_int,0,,,,,
player,201711060gnb,det,AbduAm00,pass_sacked,0,,,,,
player,201711060gnb,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,AbduAm00,pass_long,0,,,,,
player,201711060gnb,det,AbduAm00,pass_rating,,,,,,
player,201711060gnb,det,AbduAm00,rush_att,21,,,,,
player,201711060gnb,det,AbduAm00,rush_yds,48,,,,,
player,201711060gnb,det,AbduAm00,rush_td,1,,,,,
player,201711060gnb,det,AbduAm00,rush_long,11,,,,,
player,201711060gnb,det,AbduAm00,targets,1,,,,,
player,201711060gnb,det,AbduAm00,rec,1,,,,,
player,201711060gnb,det,AbduAm00,rec_yds,9,,,,,
player,201711060gnb,det,AbduAm00,rec_td,0,,,,,
player,201711060gnb,det,AbduAm00,rec_long,9,,,,,
player,201711060gnb,det,AbduAm00,fumbles,2,,,,,
player,201711060gnb,det,AbduAm00,fumbles_lost,1,,,,,
player,201711060gnb,det,RiddTh00,pass_cmp,0,,,,,
player,201711060gnb,det,RiddTh00,pass_att,0,,,,,
player,201711060gnb,det,RiddTh00,pass_yds,0,,,,,
player,201711060gnb,det,RiddTh00,pass_td,0,,,,,
player,201711060gnb,det,RiddTh00,pass_int,0,,,,,
player,201711060gnb,det,RiddTh00,pass_sacked,0,,,,,
player,201711060gnb,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,RiddTh00,pass_long,0,,,,,
player,201711060gnb,det,RiddTh00,pass_rating,,,,,,
player,201711060gnb,det,RiddTh00,rush_att,5,,,,,
player,201711060gnb,det,RiddTh00,rush_yds,11,,,,,
player,201711060gnb,det,RiddTh00,rush_td,0,,,,,
player,201711060gnb,det,RiddTh00,rush_long,14,,,,,
player,201711060gnb,det,RiddTh00,targets,4,,,,,
player,201711060gnb,det,RiddTh00,rec,4,,,,,
player,201711060gnb,det,RiddTh00,rec_yds,62,,,,,
player,201711060gnb,det,RiddTh00,rec_td,0,,,,,
player,201711060gnb,det,RiddTh00,rec_long,63,,,,,
player,201711060gnb,det,RiddTh00,fumbles,0,,,,,
player,201711060gnb,det,RiddTh00,fumbles_lost,0,,,,,
player,201711060gnb,det,AgneJa00,pass_cmp,0,,,,,
player,201711060gnb,det,AgneJa00,pass_att,0,,,,,
player,201711060gnb,det,AgneJa00,pass_yds,0,,,,,
player,201711060gnb,det,AgneJa00,pass_td,0,,,,,
player,201711060gnb,det,AgneJa00,pass_int,0,,,,,
player,201711060gnb,det,AgneJa00,pass_sacked,0,,,,,
player,201711060gnb,det,AgneJa00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,AgneJa00,pass_long,0,,,,,
player,201711060gnb,det,AgneJa00,pass_rating,,,,,,
player,201711060gnb,det,AgneJa00,rush_att,1,,,,,
player,201711060gnb,det,AgneJa00,rush_yds,4,,,,,
player,201711060gnb,det,AgneJa00,rush_td,0,,,,,
player,201711060gnb,det,AgneJa00,rush_long,4,,,,,
player,201711060gnb,det,AgneJa00,targets,0,,,,,
player,201711060gnb,det,AgneJa00,rec,0,,,,,
player,201711060gnb,det,AgneJa00,rec_yds,0,,,,,
player,201711060gnb,det,AgneJa00,rec_td,0,,,,,
player,201711060gnb,det,AgneJa00,rec_long,0,,,,,
player,201711060gnb,det,AgneJa00,fumbles,0,,,,,
player,201711060gnb,det,AgneJa00,fumbles_lost,0,,,,,
player,201711060gnb,det,WashDw00,pass_cmp,0,,,,,
player,201711060gnb,det,WashDw00,pass_att,0,,,,,
player,201711060gnb,det,WashDw00,pass_yds,0,,,,,
player,201711060gnb,det,WashDw00,pass_td,0,,,,,
player,201711060gnb,det,WashDw00,pass_int,0,,,,,
player,201711060gnb,det,WashDw00,pass_sacked,0,,,,,
player,201711060gnb,det,WashDw00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,WashDw00,pass_long,0,,,,,
player,201711060gnb,det,WashDw00,pass_rating,,,,,,
player,201711060gnb,det,WashDw00,rush_att,5,,,,,
player,201711060gnb,det,WashDw00,rush_yds,1,,,,,
player,201711060gnb,det,WashDw00,rush_td,0,,,,,
player,201711060gnb,det,WashDw00,rush_long,4,,,,,
player,201711060gnb,det,WashDw00,targets,0,,,,,
player,201711060gnb,det,WashDw00,rec,0,,,,,
player,201711060gnb,det,WashDw00,rec_yds,0,,,,,
player,201711060gnb,det,WashDw00,rec_td,0,,,,,
player,201711060gnb,det,WashDw00,rec_long,0,,,,,
player,201711060gnb,det,WashDw00,fumbles,0,,,,,
player,201711060gnb,det,WashDw00,fumbles_lost,0,,,,,
player,201711060gnb,det,TateGo00,pass_cmp,0,,,,,
player,201711060gnb,det,TateGo00,pass_att,0,,,,,
player,201711060gnb,det,TateGo00,pass_yds,0,,,,,
player,201711060gnb,det,TateGo00,pass_td,0,,,,,
player,201711060gnb,det,TateGo00,pass_int,0,,,,,
player,201711060gnb,det,TateGo00,pass_sacked,0,,,,,
player,201711060gnb,det,TateGo00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,TateGo00,pass_long,0,,,,,
player,201711060gnb,det,TateGo00,pass_rating,,,,,,
player,201711060gnb,det,TateGo00,rush_att,0,,,,,
player,201711060gnb,det,TateGo00,rush_yds,0,,,,,
player,201711060gnb,det,TateGo00,rush_td,0,,,,,
player,201711060gnb,det,TateGo00,rush_long,0,,,,,
player,201711060gnb,det,TateGo00,targets,9,,,,,
player,201711060gnb,det,TateGo00,rec,7,,,,,
player,201711060gnb,det,TateGo00,rec_yds,113,,,,,
player,201711060gnb,det,TateGo00,rec_td,0,,,,,
player,201711060gnb,det,TateGo00,rec_long,23,,,,,
player,201711060gnb,det,TateGo00,fumbles,0,,,,,
player,201711060gnb,det,TateGo00,fumbles_lost,0,,,,,
player,201711060gnb,det,JoneMa02,pass_cmp,0,,,,,
player,201711060gnb,det,JoneMa02,pass_att,0,,,,,
player,201711060gnb,det,JoneMa02,pass_yds,0,,,,,
player,201711060gnb,det,JoneMa02,pass_td,0,,,,,
player,201711060gnb,det,JoneMa02,pass_int,0,,,,,
player,201711060gnb,det,JoneMa02,pass_sacked,0,,,,,
player,201711060gnb,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201711060gnb,det,JoneMa02,pass_long,0,,,,,
player,201711060gnb,det,JoneMa02,pass_rating,,,,,,
player,201711060gnb,det,JoneMa02,rush_att,0,,,,,
player,201711060gnb,det,JoneMa02,rush_yds,0,,,,,
player,201711060gnb,det,JoneMa02,rush_td,0,,,,,
player,201711060gnb,det,JoneMa02,rush_long,0,,,,,
player,201711060gnb,det,JoneMa02,targets,11,,,,,
player,201711060gnb,det,JoneMa02,rec,7,,,,,
player,201711060gnb,det,JoneMa02,rec_yds,107,,,,,
player,201711060gnb,det,JoneMa02,rec_td,2,,,,,
player,201711060gnb,det,JoneMa02,rec_long,25,,,,,
player,201711060gnb,det,JoneMa02,fumbles,0,,,,,
player,201711060gnb,det,JoneMa02,fumbles_lost,0,,,,,
player,201711060gnb,det,EbroEr00,pass_cmp,0,,,,,
player,201711060gnb,det,EbroEr00,pass_att,0,,,,,
player,201711060gnb,det,EbroEr00,pass_yds,0,,,,,
player,201711060gnb,det,EbroEr00,pass_td,0,,,,,
player,201711060gnb,det,EbroEr00,pass_int,0,,,,,
player,201711060gnb,det,EbroEr00,pass_sacked,0,,,,,
player,201711060gnb,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,EbroEr00,pass_long,0,,,,,
player,201711060gnb,det,EbroEr00,pass_rating,,,,,,
player,201711060gnb,det,EbroEr00,rush_att,0,,,,,
player,201711060gnb,det,EbroEr00,rush_yds,0,,,,,
player,201711060gnb,det,EbroEr00,rush_td,0,,,,,
player,201711060gnb,det,EbroEr00,rush_long,0,,,,,
player,201711060gnb,det,EbroEr00,targets,4,,,,,
player,201711060gnb,det,EbroEr00,rec,3,,,,,
player,201711060gnb,det,EbroEr00,rec_yds,35,,,,,
player,201711060gnb,det,EbroEr00,rec_td,0,,,,,
player,201711060gnb,det,EbroEr00,rec_long,19,,,,,
player,201711060gnb,det,EbroEr00,fumbles,0,,,,,
player,201711060gnb,det,EbroEr00,fumbles_lost,0,,,,,
player,201711060gnb,det,JoneT.00,pass_cmp,0,,,,,
player,201711060gnb,det,JoneT.00,pass_att,0,,,,,
player,201711060gnb,det,JoneT.00,pass_yds,0,,,,,
player,201711060gnb,det,JoneT.00,pass_td,0,,,,,
player,201711060gnb,det,JoneT.00,pass_int,0,,,,,
player,201711060gnb,det,JoneT.00,pass_sacked,0,,,,,
player,201711060gnb,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,JoneT.00,pass_long,0,,,,,
player,201711060gnb,det,JoneT.00,pass_rating,,,,,,
player,201711060gnb,det,JoneT.00,rush_att,0,,,,,
player,201711060gnb,det,JoneT.00,rush_yds,0,,,,,
player,201711060gnb,det,JoneT.00,rush_td,0,,,,,
player,201711060gnb,det,JoneT.00,rush_long,0,,,,,
player,201711060gnb,det,JoneT.00,targets,2,,,,,
player,201711060gnb,det,JoneT.00,rec,2,,,,,
player,201711060gnb,det,JoneT.00,rec_yds,29,,,,,
player,201711060gnb,det,JoneT.00,rec_td,0,,,,,
player,201711060gnb,det,JoneT.00,rec_long,17,,,,,
player,201711060gnb,det,JoneT.00,fumbles,0,,,,,
player,201711060gnb,det,JoneT.00,fumbles_lost,0,,,,,
player,201711060gnb,det,FellDa01,pass_cmp,0,,,,,
player,201711060gnb,det,FellDa01,pass_att,0,,,,,
player,201711060gnb,det,FellDa01,pass_yds,0,,,,,
player,201711060gnb,det,FellDa01,pass_td,0,,,,,
player,201711060gnb,det,FellDa01,pass_int,0,,,,,
player,201711060gnb,det,FellDa01,pass_sacked,0,,,,,
player,201711060gnb,det,FellDa01,pass_sacked_yds,0,,,,,
player,201711060gnb,det,FellDa01,pass_long,0,,,,,
player,201711060gnb,det,FellDa01,pass_rating,,,,,,
player,201711060gnb,det,FellDa01,rush_att,0,,,,,
player,201711060gnb,det,FellDa01,rush_yds,0,,,,,
player,201711060gnb,det,FellDa01,rush_td,0,,,,,
player,201711060gnb,det,FellDa01,rush_long,0,,,,,
player,201711060gnb,det,FellDa01,targets,1,,,,,
player,201711060gnb,det,FellDa01,rec,1,,,,,
player,201711060gnb,det,FellDa01,rec_yds,10,,,,,
player,201711060gnb,det,FellDa01,rec_td,0,,,,,
player,201711060gnb,det,FellDa01,rec_long,10,,,,,
player,201711060gnb,det,FellDa01,fumbles,0,,,,,
player,201711060gnb,det,FellDa01,fumbles_lost,0,,,,,
player,201711060gnb,det,MihaBr00,pass_cmp,0,,,,,
player,201711060gnb,det,MihaBr00,pass_att,0,,,,,
player,201711060gnb,det,MihaBr00,pass_yds,0,,,,,
player,201711060gnb,det,MihaBr00,pass_td,0,,,,,
player,201711060gnb,det,MihaBr00,pass_int,0,,,,,
player,201711060gnb,det,MihaBr00,pass_sacked,0,,,,,
player,201711060gnb,det,MihaBr00,pass_sacked_yds,0,,,,,
player,201711060gnb,det,MihaBr00,pass_long,0,,,,,
player,201711060gnb,det,MihaBr00,pass_rating,,,,,,
player,201711060gnb,det,MihaBr00,rush_att,0,,,,,
player,201711060gnb,det,MihaBr00,rush_yds,0,,,,,
player,201711060gnb,det,MihaBr00,rush_td,0,,,,,
player,201711060gnb,det,MihaBr00,rush_long,0,,,,,
player,201711060gnb,det,MihaBr00,targets,1,,,,,
player,201711060gnb,det,MihaBr00,rec,1,,,,,
player,201711060gnb,det,MihaBr00,rec_yds,-4,,,,,
player,201711060gnb,det,MihaBr00,rec_td,0,,,,,
player,201711060gnb,det,MihaBr00,rec_long,-4,,,,,
player,201711060gnb,det,MihaBr00,fumbles,0,,,,,
player,201711060gnb,det,MihaBr00,fumbles_lost,0,,,,,
player,201711060gnb,gnb,HundBr00,pass_cmp,26,,,,,
player,201711060gnb,gnb,HundBr00,pass_att,38,,,,,
player,201711060gnb,gnb,HundBr00,pass_yds,245,,,,,
player,201711060gnb,gnb,HundBr00,pass_td,0,,,,,
player,201711060gnb,gnb,HundBr00,pass_int,0,,,,,
player,201711060gnb,gnb,HundBr00,pass_sacked,3,,,,,
player,201711060gnb,gnb,HundBr00,pass_sacked_yds,12,,,,,
player,201711060gnb,gnb,HundBr00,pass_long,46,,,,,
player,201711060gnb,gnb,HundBr00,pass_rating,86.0,,,,,
player,201711060gnb,gnb,HundBr00,rush_att,4,,,,,
player,201711060gnb,gnb,HundBr00,rush_yds,22,,,,,
player,201711060gnb,gnb,HundBr00,rush_td,1,,,,,
player,201711060gnb,gnb,HundBr00,rush_long,12,,,,,
player,201711060gnb,gnb,HundBr00,targets,0,,,,,
player,201711060gnb,gnb,HundBr00,rec,0,,,,,
player,201711060gnb,gnb,HundBr00,rec_yds,0,,,,,
player,201711060gnb,gnb,HundBr00,rec_td,0,,,,,
player,201711060gnb,gnb,HundBr00,rec_long,0,,,,,
player,201711060gnb,gnb,HundBr00,fumbles,0,,,,,
player,201711060gnb,gnb,HundBr00,fumbles_lost,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_att,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_td,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_int,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_long,0,,,,,
player,201711060gnb,gnb,MontTy01,pass_rating,,,,,,
player,201711060gnb,gnb,MontTy01,rush_att,5,,,,,
player,201711060gnb,gnb,MontTy01,rush_yds,33,,,,,
player,201711060gnb,gnb,MontTy01,rush_td,0,,,,,
player,201711060gnb,gnb,MontTy01,rush_long,9,,,,,
player,201711060gnb,gnb,MontTy01,targets,1,,,,,
player,201711060gnb,gnb,MontTy01,rec,1,,,,,
player,201711060gnb,gnb,MontTy01,rec_yds,18,,,,,
player,201711060gnb,gnb,MontTy01,rec_td,0,,,,,
player,201711060gnb,gnb,MontTy01,rec_long,18,,,,,
player,201711060gnb,gnb,MontTy01,fumbles,0,,,,,
player,201711060gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_cmp,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_att,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_yds,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_td,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_int,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_sacked,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_long,0,,,,,
player,201711060gnb,gnb,JoneAa00,pass_rating,,,,,,
player,201711060gnb,gnb,JoneAa00,rush_att,5,,,,,
player,201711060gnb,gnb,JoneAa00,rush_yds,12,,,,,
player,201711060gnb,gnb,JoneAa00,rush_td,0,,,,,
player,201711060gnb,gnb,JoneAa00,rush_long,4,,,,,
player,201711060gnb,gnb,JoneAa00,targets,5,,,,,
player,201711060gnb,gnb,JoneAa00,rec,2,,,,,
player,201711060gnb,gnb,JoneAa00,rec_yds,-1,,,,,
player,201711060gnb,gnb,JoneAa00,rec_td,0,,,,,
player,201711060gnb,gnb,JoneAa00,rec_long,2,,,,,
player,201711060gnb,gnb,JoneAa00,fumbles,0,,,,,
player,201711060gnb,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_cmp,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_att,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_yds,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_td,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_int,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_sacked,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_long,0,,,,,
player,201711060gnb,gnb,DaviTr03,pass_rating,,,,,,
player,201711060gnb,gnb,DaviTr03,rush_att,1,,,,,
player,201711060gnb,gnb,DaviTr03,rush_yds,9,,,,,
player,201711060gnb,gnb,DaviTr03,rush_td,0,,,,,
player,201711060gnb,gnb,DaviTr03,rush_long,9,,,,,
player,201711060gnb,gnb,DaviTr03,targets,1,,,,,
player,201711060gnb,gnb,DaviTr03,rec,1,,,,,
player,201711060gnb,gnb,DaviTr03,rec_yds,5,,,,,
player,201711060gnb,gnb,DaviTr03,rec_td,0,,,,,
player,201711060gnb,gnb,DaviTr03,rec_long,5,,,,,
player,201711060gnb,gnb,DaviTr03,fumbles,0,,,,,
player,201711060gnb,gnb,DaviTr03,fumbles_lost,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201711060gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201711060gnb,gnb,CobbRa00,rush_att,1,,,,,
player,201711060gnb,gnb,CobbRa00,rush_yds,1,,,,,
player,201711060gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201711060gnb,gnb,CobbRa00,rush_long,1,,,,,
player,201711060gnb,gnb,CobbRa00,targets,5,,,,,
player,201711060gnb,gnb,CobbRa00,rec,5,,,,,
player,201711060gnb,gnb,CobbRa00,rec_yds,58,,,,,
player,201711060gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201711060gnb,gnb,CobbRa00,rec_long,46,,,,,
player,201711060gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201711060gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_cmp,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_att,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_yds,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_td,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_int,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_sacked,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_long,0,,,,,
player,201711060gnb,gnb,WillJa06,pass_rating,,,,,,
player,201711060gnb,gnb,WillJa06,rush_att,1,,,,,
player,201711060gnb,gnb,WillJa06,rush_yds,1,,,,,
player,201711060gnb,gnb,WillJa06,rush_td,1,,,,,
player,201711060gnb,gnb,WillJa06,rush_long,1,,,,,
player,201711060gnb,gnb,WillJa06,targets,2,,,,,
player,201711060gnb,gnb,WillJa06,rec,2,,,,,
player,201711060gnb,gnb,WillJa06,rec_yds,31,,,,,
player,201711060gnb,gnb,WillJa06,rec_td,0,,,,,
player,201711060gnb,gnb,WillJa06,rec_long,18,,,,,
player,201711060gnb,gnb,WillJa06,fumbles,0,,,,,
player,201711060gnb,gnb,WillJa06,fumbles_lost,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201711060gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201711060gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201711060gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201711060gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201711060gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201711060gnb,gnb,AdamDa01,targets,10,,,,,
player,201711060gnb,gnb,AdamDa01,rec,7,,,,,
player,201711060gnb,gnb,AdamDa01,rec_yds,53,,,,,
player,201711060gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201711060gnb,gnb,AdamDa01,rec_long,9,,,,,
player,201711060gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201711060gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201711060gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201711060gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201711060gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201711060gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201711060gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201711060gnb,gnb,NelsJo00,targets,7,,,,,
player,201711060gnb,gnb,NelsJo00,rec,4,,,,,
player,201711060gnb,gnb,NelsJo00,rec_yds,35,,,,,
player,201711060gnb,gnb,NelsJo00,rec_td,0,,,,,
player,201711060gnb,gnb,NelsJo00,rec_long,12,,,,,
player,201711060gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201711060gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_cmp,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_att,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_yds,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_td,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_int,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_sacked,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_long,0,,,,,
player,201711060gnb,gnb,KendLa00,pass_rating,,,,,,
player,201711060gnb,gnb,KendLa00,rush_att,0,,,,,
player,201711060gnb,gnb,KendLa00,rush_yds,0,,,,,
player,201711060gnb,gnb,KendLa00,rush_td,0,,,,,
player,201711060gnb,gnb,KendLa00,rush_long,0,,,,,
player,201711060gnb,gnb,KendLa00,targets,3,,,,,
player,201711060gnb,gnb,KendLa00,rec,2,,,,,
player,201711060gnb,gnb,KendLa00,rec_yds,32,,,,,
player,201711060gnb,gnb,KendLa00,rec_td,0,,,,,
player,201711060gnb,gnb,KendLa00,rec_long,21,,,,,
player,201711060gnb,gnb,KendLa00,fumbles,0,,,,,
player,201711060gnb,gnb,KendLa00,fumbles_lost,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_cmp,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_att,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_yds,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_td,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_int,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_sacked,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_sacked_yds,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_long,0,,,,,
player,201711060gnb,gnb,RipkAa00,pass_rating,,,,,,
player,201711060gnb,gnb,RipkAa00,rush_att,0,,,,,
player,201711060gnb,gnb,RipkAa00,rush_yds,0,,,,,
player,201711060gnb,gnb,RipkAa00,rush_td,0,,,,,
player,201711060gnb,gnb,RipkAa00,rush_long,0,,,,,
player,201711060gnb,gnb,RipkAa00,targets,1,,,,,
player,201711060gnb,gnb,RipkAa00,rec,1,,,,,
player,201711060gnb,gnb,RipkAa00,rec_yds,9,,,,,
player,201711060gnb,gnb,RipkAa00,rec_td,0,,,,,
