game,2017,15,20171217,201712170car,gnb,"Green Bay Packers",24,car,"Carolina Panthers",31
player,201712170car,gnb,CobbRa00,pass_td,0,,,,,
player,201712170car,gnb,CobbRa00,pass_int,0,,,,,
player,201712170car,gnb,CobbRa00,pass_sacked,0,,,,,
player,201712170car,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201712170car,gnb,CobbRa00,pass_long,0,,,,,
player,201712170car,gnb,CobbRa00,pass_rating,,,,,,
player,201712170car,gnb,CobbRa00,rush_att,0,,,,,
player,201712170car,gnb,CobbRa00,rush_yds,0,,,,,
player,201712170car,gnb,CobbRa00,rush_td,0,,,,,
player,201712170car,gnb,CobbRa00,rush_long,0,,,,,
player,201712170car,gnb,CobbRa00,targets,14,,,,,
player,201712170car,gnb,CobbRa00,rec,7,,,,,
player,201712170car,gnb,CobbRa00,rec_yds,84,,,,,
player,201712170car,gnb,CobbRa00,rec_td,1,,,,,
player,201712170car,gnb,CobbRa00,rec_long,33,,,,,
player,201712170car,gnb,CobbRa00,fumbles,0,,,,,
player,201712170car,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201712170car,gnb,RodgRi00,pass_cmp,0,,,,,
player,201712170car,gnb,RodgRi00,pass_att,0,,,,,
player,201712170car,gnb,RodgRi00,pass_yds,0,,,,,
player,201712170car,gnb,RodgRi00,pass_td,0,,,,,
player,201712170car,gnb,RodgRi00,pass_int,0,,,,,
player,201712170car,gnb,RodgRi00,pass_sacked,0,,,,,
player,201712170car,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201712170car,gnb,RodgRi00,pass_long,0,,,,,
player,201712170car,gnb,RodgRi00,pass_rating,,,,,,
player,201712170car,gnb,RodgRi00,rush_att,0,,,,,
player,201712170car,gnb,RodgRi00,rush_yds,0,,,,,
player,201712170car,gnb,RodgRi00,rush_td,0,,,,,
player,201712170car,gnb,RodgRi00,rush_long,0,,,,,
player,201712170car,gnb,RodgRi00,targets,4,,,,,
player,201712170car,gnb,RodgRi00,rec,4,,,,,
player,201712170car,gnb,RodgRi00,rec_yds,77,,,,,
player,201712170car,gnb,RodgRi00,rec_td,1,,,,,
player,201712170car,gnb,RodgRi00,rec_long,36,,,,,
player,201712170car,gnb,RodgRi00,fumbles,0,,,,,
player,201712170car,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201712170car,gnb,AdamDa01,pass_cmp,0,,,,,
player,201712170car,gnb,AdamDa01,pass_att,0,,,,,
player,201712170car,gnb,AdamDa01,pass_yds,0,,,,,
player,201712170car,gnb,AdamDa01,pass_td,0,,,,,
player,201712170car,gnb,AdamDa01,pass_int,0,,,,,
player,201712170car,gnb,AdamDa01,pass_sacked,0,,,,,
player,201712170car,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201712170car,gnb,AdamDa01,pass_long,0,,,,,
player,201712170car,gnb,AdamDa01,pass_rating,,,,,,
player,201712170car,gnb,AdamDa01,rush_att,0,,,,,
player,201712170car,gnb,AdamDa01,rush_yds,0,,,,,
player,201712170car,gnb,AdamDa01,rush_td,0,,,,,
player,201712170car,gnb,AdamDa01,rush_long,0,,,,,
player,201712170car,gnb,AdamDa01,targets,7,,,,,
player,201712170car,gnb,AdamDa01,rec,5,,,,,
player,201712170car,gnb,AdamDa01,rec_yds,57,,,,,
player,201712170car,gnb,AdamDa01,rec_td,1,,,,,
player,201712170car,gnb,AdamDa01,rec_long,13,,,,,
player,201712170car,gnb,AdamDa01,fumbles,0,,,,,
player,201712170car,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201712170car,gnb,AlliGe01,pass_cmp,0,,,,,
player,201712170car,gnb,AlliGe01,pass_att,0,,,,,
player,201712170car,gnb,AlliGe01,pass_yds,0,,,,,
player,201712170car,gnb,AlliGe01,pass_td,0,,,,,
player,201712170car,gnb,AlliGe01,pass_int,0,,,,,
player,201712170car,gnb,AlliGe01,pass_sacked,0,,,,,
player,201712170car,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201712170car,gnb,AlliGe01,pass_long,0,,,,,
player,201712170car,gnb,AlliGe01,pass_rating,,,,,,
player,201712170car,gnb,AlliGe01,rush_att,0,,,,,
player,201712170car,gnb,AlliGe01,rush_yds,0,,,,,
player,201712170car,gnb,AlliGe01,rush_td,0,,,,,
player,201712170car,gnb,AlliGe01,rush_long,0,,,,,
player,201712170car,gnb,AlliGe01,targets,8,,,,,
player,201712170car,gnb,AlliGe01,rec,5,,,,,
player,201712170car,gnb,AlliGe01,rec_yds,33,,,,,
player,201712170car,gnb,AlliGe01,rec_td,0,,,,,
player,201712170car,gnb,AlliGe01,rec_long,10,,,,,
player,201712170car,gnb,AlliGe01,fumbles,1,,,,,
player,201712170car,gnb,AlliGe01,fumbles_lost,1,,,,,
player,201712170car,gnb,NelsJo00,pass_cmp,0,,,,,
player,201712170car,gnb,NelsJo00,pass_att,0,,,,,
player,201712170car,gnb,NelsJo00,pass_yds,0,,,,,
player,201712170car,gnb,NelsJo00,pass_td,0,,,,,
player,201712170car,gnb,NelsJo00,pass_int,0,,,,,
player,201712170car,gnb,NelsJo00,pass_sacked,0,,,,,
player,201712170car,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201712170car,gnb,NelsJo00,pass_long,0,,,,,
player,201712170car,gnb,NelsJo00,pass_rating,,,,,,
player,201712170car,gnb,NelsJo00,rush_att,0,,,,,
player,201712170car,gnb,NelsJo00,rush_yds,0,,,,,
player,201712170car,gnb,NelsJo00,rush_td,0,,,,,
player,201712170car,gnb,NelsJo00,rush_long,0,,,,,
player,201712170car,gnb,NelsJo00,targets,6,,,,,
player,201712170car,gnb,NelsJo00,rec,3,,,,,
player,201712170car,gnb,NelsJo00,rec_yds,28,,,,,
player,201712170car,gnb,NelsJo00,rec_td,0,,,,,
player,201712170car,gnb,NelsJo00,rec_long,17,,,,,
player,201712170car,gnb,NelsJo00,fumbles,0,,,,,
player,201712170car,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201712170car,gnb,KendLa00,pass_cmp,0,,,,,
player,201712170car,gnb,KendLa00,pass_att,0,,,,,
player,201712170car,gnb,KendLa00,pass_yds,0,,,,,
player,201712170car,gnb,KendLa00,pass_td,0,,,,,
player,201712170car,gnb,KendLa00,pass_int,0,,,,,
player,201712170car,gnb,KendLa00,pass_sacked,0,,,,,
player,201712170car,gnb,KendLa00,pass_sacked_yds,0,,,,,
player,201712170car,gnb,KendLa00,pass_long,0,,,,,
player,201712170car,gnb,KendLa00,pass_rating,,,,,,
player,201712170car,gnb,KendLa00,rush_att,0,,,,,
player,201712170car,gnb,KendLa00,rush_yds,0,,,,,
player,201712170car,gnb,KendLa00,rush_td,0,,,,,
player,201712170car,gnb,KendLa00,rush_long,0,,,,,
player,201712170car,gnb,KendLa00,targets,2,,,,,
player,201712170car,gnb,KendLa00,rec,1,,,,,
player,201712170car,gnb,KendLa00,rec_yds,5,,,,,
player,201712170car,gnb,KendLa00,rec_td,0,,,,,
player,201712170car,gnb,KendLa00,rec_long,5,,,,,
player,201712170car,gnb,KendLa00,fumbles,0,,,,,
player,201712170car,gnb,KendLa00,fumbles_lost,0,,,,,
player,201712170car,car,NewtCa00,pass_cmp,20,,,,,
player,201712170car,car,NewtCa00,pass_att,31,,,,,
player,201712170car,car,NewtCa00,pass_yds,242,,,,,
player,201712170car,car,NewtCa00,pass_td,4,,,,,
player,201712170car,car,NewtCa00,pass_int,0,,,,,
player,201712170car,car,NewtCa00,pass_sacked,1,,,,,
player,201712170car,car,NewtCa00,pass_sacked_yds,6,,,,,
player,201712170car,car,NewtCa00,pass_long,30,,,,,
player,201712170car,car,NewtCa00,pass_rating,128.0,,,,,
player,201712170car,car,NewtCa00,rush_att,14,,,,,
player,201712170car,car,NewtCa00,rush_yds,58,,,,,
player,201712170car,car,NewtCa00,rush_td,0,,,,,
player,201712170car,car,NewtCa00,rush_long,13,,,,,
player,201712170car,car,NewtCa00,targets,0,,,,,
player,201712170car,car,NewtCa00,rec,0,,,,,
player,201712170car,car,NewtCa00,rec_yds,0,,,,,
player,201712170car,car,NewtCa00,rec_td,0,,,,,
player,201712170car,car,NewtCa00,rec_long,0,,,,,
player,201712170car,car,NewtCa00,fumbles,0,,,,,
player,201712170car,car,NewtCa00,fumbles_lost,0,,,,,
player,201712170car,car,McCaCh01,pass_cmp,0,,,,,
player,201712170car,car,McCaCh01,pass_att,0,,,,,
player,201712170car,car,McCaCh01,pass_yds,0,,,,,
player,201712170car,car,McCaCh01,pass_td,0,,,,,
player,201712170car,car,McCaCh01,pass_int,0,,,,,
player,201712170car,car,McCaCh01,pass_sacked,0,,,,,
player,201712170car,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201712170car,car,McCaCh01,pass_long,0,,,,,
player,201712170car,car,McCaCh01,pass_rating,,,,,,
player,201712170car,car,McCaCh01,rush_att,12,,,,,
player,201712170car,car,McCaCh01,rush_yds,63,,,,,
player,201712170car,car,McCaCh01,rush_td,0,,,,,
player,201712170car,car,McCaCh01,rush_long,15,,,,,
player,201712170car,car,McCaCh01,targets,7,,,,,
player,201712170car,car,McCaCh01,rec,6,,,,,
player,201712170car,car,McCaCh01,rec_yds,73,,,,,
player,201712170car,car,McCaCh01,rec_td,1,,,,,
player,201712170car,car,McCaCh01,rec_long,21,,,,,
player,201712170car,car,McCaCh01,fumbles,0,,,,,
player,201712170car,car,McCaCh01,fumbles_lost,0,,,,,
player,201712170car,car,StewJo00,pass_cmp,0,,,,,
player,201712170car,car,StewJo00,pass_att,0,,,,,
player,201712170car,car,StewJo00,pass_yds,0,,,,,
player,201712170car,car,StewJo00,pass_td,0,,,,,
player,201712170car,car,StewJo00,pass_int,0,,,,,
player,201712170car,car,StewJo00,pass_sacked,0,,,,,
player,201712170car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201712170car,car,StewJo00,pass_long,0,,,,,
player,201712170car,car,StewJo00,pass_rating,,,,,,
player,201712170car,car,StewJo00,rush_att,11,,,,,
player,201712170car,car,StewJo00,rush_yds,27,,,,,
player,201712170car,car,StewJo00,rush_td,0,,,,,
player,201712170car,car,StewJo00,rush_long,9,,,,,
player,201712170car,car,StewJo00,targets,1,,,,,
player,201712170car,car,StewJo00,rec,1,,,,,
player,201712170car,car,StewJo00,rec_yds,9,,,,,
player,201712170car,car,StewJo00,rec_td,0,,,,,
player,201712170car,car,StewJo00,rec_long,9,,,,,
player,201712170car,car,StewJo00,fumbles,0,,,,,
player,201712170car,car,StewJo00,fumbles_lost,0,,,,,
player,201712170car,car,WhitFo00,pass_cmp,0,,,,,
player,201712170car,car,WhitFo00,pass_att,0,,,,,
player,201712170car,car,WhitFo00,pass_yds,0,,,,,
player,201712170car,car,WhitFo00,pass_td,0,,,,,
player,201712170car,car,WhitFo00,pass_int,0,,,,,
player,201712170car,car,WhitFo00,pass_sacked,0,,,,,
player,201712170car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201712170car,car,WhitFo00,pass_long,0,,,,,
player,201712170car,car,WhitFo00,pass_rating,,,,,,
player,201712170car,car,WhitFo00,rush_att,1,,,,,
player,201712170car,car,WhitFo00,rush_yds,3,,,,,
player,201712170car,car,WhitFo00,rush_td,0,,,,,
player,201712170car,car,WhitFo00,rush_long,3,,,,,
player,201712170car,car,WhitFo00,targets,0,,,,,
player,201712170car,car,WhitFo00,rec,0,,,,,
player,201712170car,car,WhitFo00,rec_yds,0,,,,,
player,201712170car,car,WhitFo00,rec_td,0,,,,,
player,201712170car,car,WhitFo00,rec_long,0,,,,,
player,201712170car,car,WhitFo00,fumbles,0,,,,,
player,201712170car,car,WhitFo00,fumbles_lost,0,,,,,
player,201712170car,car,OlseGr00,pass_cmp,0,,,,,
player,201712170car,car,OlseGr00,pass_att,0,,,,,
player,201712170car,car,OlseGr00,pass_yds,0,,,,,
player,201712170car,car,OlseGr00,pass_td,0,,,,,
player,201712170car,car,OlseGr00,pass_int,0,,,,,
player,201712170car,car,OlseGr00,pass_sacked,0,,,,,
player,201712170car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201712170car,car,OlseGr00,pass_long,0,,,,,
player,201712170car,car,OlseGr00,pass_rating,,,,,,
player,201712170car,car,OlseGr00,rush_att,0,,,,,
player,201712170car,car,OlseGr00,rush_yds,0,,,,,
player,201712170car,car,OlseGr00,rush_td,0,,,,,
player,201712170car,car,OlseGr00,rush_long,0,,,,,
player,201712170car,car,OlseGr00,targets,12,,,,,
player,201712170car,car,OlseGr00,rec,9,,,,,
player,201712170car,car,OlseGr00,rec_yds,116,,,,,
player,201712170car,car,OlseGr00,rec_td,1,,,,,
player,201712170car,car,OlseGr00,rec_long,30,,,,,
player,201712170car,car,OlseGr00,fumbles,0,,,,,
player,201712170car,car,OlseGr00,fumbles_lost,0,,,,,
player,201712170car,car,ByrdDa00,pass_cmp,0,,,,,
player,201712170car,car,ByrdDa00,pass_att,0,,,,,
player,201712170car,car,ByrdDa00,pass_yds,0,,,,,
player,201712170car,car,ByrdDa00,pass_td,0,,,,,
player,201712170car,car,ByrdDa00,pass_int,0,,,,,
player,201712170car,car,ByrdDa00,pass_sacked,0,,,,,
player,201712170car,car,ByrdDa00,pass_sacked_yds,0,,,,,
player,201712170car,car,ByrdDa00,pass_long,0,,,,,
player,201712170car,car,ByrdDa00,pass_rating,,,,,,
player,201712170car,car,ByrdDa00,rush_att,0,,,,,
player,201712170car,car,ByrdDa00,rush_yds,0,,,,,
player,201712170car,car,ByrdDa00,rush_td,0,,,,,
player,201712170car,car,ByrdDa00,rush_long,0,,,,,
player,201712170car,car,ByrdDa00,targets,4,,,,,
player,201712170car,car,ByrdDa00,rec,3,,,,,
player,201712170car,car,ByrdDa00,rec_yds,25,,,,,
player,201712170car,car,ByrdDa00,rec_td,2,,,,,
player,201712170car,car,ByrdDa00,rec_long,13,,,,,
player,201712170car,car,ByrdDa00,fumbles,0,,,,,
player,201712170car,car,ByrdDa00,fumbles_lost,0,,,,,
player,201712170car,car,FuncDe00,pass_cmp,0,,,,,
player,201712170car,car,FuncDe00,pass_att,0,,,,,
player,201712170car,car,FuncDe00,pass_yds,0,,,,,
player,201712170car,car,FuncDe00,pass_td,0,,,,,
player,201712170car,car,FuncDe00,pass_int,0,,,,,
player,201712170car,car,FuncDe00,pass_sacked,0,,,,,
player,201712170car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201712170car,car,FuncDe00,pass_long,0,,,,,
player,201712170car,car,FuncDe00,pass_rating,,,,,,
player,201712170car,car,FuncDe00,rush_att,0,,,,,
player,201712170car,car,FuncDe00,rush_yds,0,,,,,
player,201712170car,car,FuncDe00,rush_td,0,,,,,
player,201712170car,car,FuncDe00,rush_long,0,,,,,
player,201712170car,car,FuncDe00,targets,4,,,,,
player,201712170car,car,FuncDe00,rec,1,,,,,
player,201712170car,car,FuncDe00,rec_yds,19,,,,,
player,201712170car,car,FuncDe00,rec_td,0,,,,,
player,201712170car,car,FuncDe00,rec_long,19,,,,,
player,201712170car,car,FuncDe00,fumbles,0,,,,,
player,201712170car,car,FuncDe00,fumbles_lost,0,,,,,
player,201712170car,car,ClayKa00,pass_cmp,0,,,,,
player,201712170car,car,ClayKa00,pass_att,0,,,,,
player,201712170car,car,ClayKa00,pass_yds,0,,,,,
player,201712170car,car,ClayKa00,pass_td,0,,,,,
player,201712170car,car,ClayKa00,pass_int,0,,,,,
player,201712170car,car,ClayKa00,pass_sacked,0,,,,,
player,201712170car,car,ClayKa00,pass_sacked_yds,0,,,,,
player,201712170car,car,ClayKa00,pass_long,0,,,,,
player,201712170car,car,ClayKa00,pass_rating,,,,,,
player,201712170car,car,ClayKa00,rush_att,0,,,,,
player,201712170car,car,ClayKa00,rush_yds,0,,,,,
player,201712170car,car,ClayKa00,rush_td,0,,,,,
player,201712170car,car,ClayKa00,rush_long,0,,,,,
player,201712170car,car,ClayKa00,targets,2,,,,,
player,201712170car,car,ClayKa00,rec,0,,,,,
player,201712170car,car,ClayKa00,rec_yds,0,,,,,
player,201712170car,car,ClayKa00,rec_td,0,,,,,
player,201712170car,car,ClayKa00,rec_long,0,,,,,
player,201712170car,car,ClayKa00,fumbles,0,,,,,
player,201712170car,car,ClayKa00,fumbles_lost,0,,,,,
player,201712170car,gnb,ClarKe01,def_int,0,,,,,
player,201712170car,gnb,ClarKe01,def_int_yds,0,,,,,
player,201712170car,gnb,ClarKe01,def_int_td,0,,,,,
player,201712170car,gnb,ClarKe01,def_int_long,0,,,,,
player,201712170car,gnb,ClarKe01,pass_defended,0,,,,,
player,201712170car,gnb,ClarKe01,sacks,1.0,,,,,
player,201712170car,gnb,ClarKe01,tackles_combined,7,,,,,
player,201712170car,gnb,ClarKe01,tackles_solo,2,,,,,
player,201712170car,gnb,ClarKe01,tackles_assists,5,,,,,
player,201712170car,gnb,ClarKe01,tackles_loss,1,,,,,
player,201712170car,gnb,ClarKe01,qb_hits,1,,,,,
player,201712170car,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201712170car,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201712170car,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201712170car,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201712170car,gnb,ThomJo04,def_int,0,,,,,
player,201712170car,gnb,ThomJo04,def_int_yds,0,,,,,
player,201712170car,gnb,ThomJo04,def_int_td,0,,,,,
player,201712170car,gnb,ThomJo04,def_int_long,0,,,,,
player,201712170car,gnb,ThomJo04,pass_defended,0,,,,,
player,201712170car,gnb,ThomJo04,sacks,0.0,,,,,
player,201712170car,gnb,ThomJo04,tackles_combined,9,,,,,
player,201712170car,gnb,ThomJo04,tackles_solo,4,,,,,
player,201712170car,gnb,ThomJo04,tackles_assists,5,,,,,
player,201712170car,gnb,ThomJo04,tackles_loss,1,,,,,
player,201712170car,gnb,ThomJo04,qb_hits,0,,,,,
player,201712170car,gnb,ThomJo04,fumbles_rec,0,,,,,
player,201712170car,gnb,ThomJo04,fumbles_rec_yds,0,,,,,
player,201712170car,gnb,ThomJo04,fumbles_rec_td,0,,,,,
player,201712170car,gnb,ThomJo04,fumbles_forced,0,,,,,
player,201712170car,gnb,MartBl01,def_int,0,,,,,
player,201712170car,gnb,MartBl01,def_int_yds,0,,,,,
player,201712170car,gnb,MartBl01,def_int_td,0,,,,,
player,201712170car,gnb,MartBl01,def_int_long,0,,,,,
player,201712170car,gnb,MartBl01,pass_defended,1,,,,,
player,201712170car,gnb,MartBl01,sacks,0.0,,,,,
player,201712170car,gnb,MartBl01,tackles_combined,8,,,,,
player,201712170car,gnb,MartBl01,tackles_solo,4,,,,,
player,201712170car,gnb,MartBl01,tackles_assists,4,,,,,
player,201712170car,gnb,MartBl01,tackles_loss,0,,,,,
player,201712170car,gnb,MartBl01,qb_hits,0,,,,,
player,201712170car,gnb,MartBl01,fumbles_rec,0,,,,,
player,201712170car,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201712170car,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201712170car,gnb,MartBl01,fumbles_forced,0,,,,,
player,201712170car,gnb,BurnMo99,def_int,0,,,,,
player,201712170car,gnb,BurnMo99,def_int_yds,0,,,,,
player,201712170car,gnb,BurnMo99,def_int_td,0,,,,,
player,201712170car,gnb,BurnMo99,def_int_long,0,,,,,
player,201712170car,gnb,BurnMo99,pass_defended,0,,,,,
player,201712170car,gnb,BurnMo99,sacks,0.0,,,,,
player,201712170car,gnb,BurnMo99,tackles_combined,7,,,,,
player,201712170car,gnb,BurnMo99,tackles_solo,5,,,,,
player,201712170car,gnb,BurnMo99,tackles_assists,2,,,,,
player,201712170car,gnb,BurnMo99,tackles_loss,0,,,,,
player,201712170car,gnb,BurnMo99,qb_hits,0,,,,,
player,201712170car,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201712170car,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201712170car,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201712170car,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201712170car,gnb,BrooAh21,def_int,0,,,,,
player,201712170car,gnb,BrooAh21,def_int_yds,0,,,,,
player,201712170car,gnb,BrooAh21,def_int_td,0,,,,,
player,201712170car,gnb,BrooAh21,def_int_long,0,,,,,
player,201712170car,gnb,BrooAh21,pass_defended,0,,,,,
player,201712170car,gnb,BrooAh21,sacks,0.0,,,,,
player,201712170car,gnb,BrooAh21,tackles_combined,5,,,,,
player,201712170car,gnb,BrooAh21,tackles_solo,4,,,,,
player,201712170car,gnb,BrooAh21,tackles_assists,1,,,,,
player,201712170car,gnb,BrooAh21,tackles_loss,1,,,,,
player,201712170car,gnb,BrooAh21,qb_hits,1,,,,,
player,201712170car,gnb,BrooAh21,fumbles_rec,0,,,,,
player,201712170car,gnb,BrooAh21,fumbles_rec_yds,0,,,,,
player,201712170car,gnb,BrooAh21,fumbles_rec_td,0,,,,,
player,201712170car,gnb,BrooAh21,fumbles_forced,0,,,,,
player,201712170car,gnb,ClinHa00,def_int,0,,,,,
player,201712170car,gnb,ClinHa00,def_int_yds,0,,,,,
player,201712170car,gnb,ClinHa00,def_int_td,0,,,,,
player,201712170car,gnb,ClinHa00,def_int_long,0,,,,,
player,201712170car,gnb,ClinHa00,pass_defended,0,,,,,
player,201712170car,gnb,ClinHa00,sacks,0.0,,,,,
player,201712170car,gnb,ClinHa00,tackles_combined,5,,,,,
player,201712170car,gnb,ClinHa00,tackles_solo,4,,,,,
player,201712170car,gnb,ClinHa00,tackles_assists,1,,,,,
player,201712170car,gnb,ClinHa00,tackles_loss,0,,,,,
player,201712170car,gnb,ClinHa00,qb_hits,0,,,,,
player,201712170car,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201712170car,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201712170car,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201712170car,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201712170car,gnb,HawkJo00,def_int,0,,,,,
player,201712170car,gnb,HawkJo00,def_int_yds,0,,,,,
player,201712170car,gnb,HawkJo00,def_int_td,0,,,,,
player,201712170car,gnb,HawkJo00,def_int_long,0,,,,,
player,201712170car,gnb,HawkJo00,pass_defended,0,,,,,
player,201712170car,gnb,HawkJo00,sacks,0.0,,,,,
player,201712170car,gnb,HawkJo00,tackles_combined,5,,,,,
player,201712170car,gnb,HawkJo00,tackles_solo,2,,,,,
player,201712170car,gnb,HawkJo00,tackles_assists,3,,,,,
