game,2017,17,20171231,201712310atl,car,"Carolina Panthers",10,atl,"Atlanta Falcons",22
team,201712310atl,car,First Downs,15,,,,,,
team,201712310atl,atl,First Downs,20,,,,,,
team,201712310atl,car,Rush-Yds-TDs,24-87-0,,,,,,
team,201712310atl,atl,Rush-Yds-TDs,26-60-0,,,,,,
team,201712310atl,car,Cmp-Att-Yd-TD-INT,14-34-180-1-3,,,,,,
team,201712310atl,atl,Cmp-Att-Yd-TD-INT,28-45-317-1-0,,,,,,
team,201712310atl,car,Sacked-Yards,2-19,,,,,,
team,201712310atl,atl,Sacked-Yards,1-6,,,,,,
team,201712310atl,car,Net Pass Yards,161,,,,,,
team,201712310atl,atl,Net Pass Yards,311,,,,,,
team,201712310atl,car,Total Yards,248,,,,,,
team,201712310atl,atl,Total Yards,371,,,,,,
team,201712310atl,car,Fumbles-Lost,2-0,,,,,,
team,201712310atl,atl,Fumbles-Lost,1-0,,,,,,
team,201712310atl,car,Turnovers,3,,,,,,
team,201712310atl,atl,Turnovers,0,,,,,,
team,201712310atl,car,Penalties-Yards,5-35,,,,,,
team,201712310atl,atl,Penalties-Yards,7-60,,,,,,
team,201712310atl,car,Third Down Conv.,5-15,,,,,,
team,201712310atl,atl,Third Down Conv.,6-16,,,,,,
team,201712310atl,car,Fourth Down Conv.,1-1,,,,,,
team,201712310atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201712310atl,car,Time of Possession,25:18,,,,,,
team,201712310atl,atl,Time of Possession,34:42,,,,,,
player,201712310atl,car,NewtCa00,pass_cmp,14,,,,,
player,201712310atl,car,NewtCa00,pass_att,34,,,,,
player,201712310atl,car,NewtCa00,pass_yds,180,,,,,
player,201712310atl,car,NewtCa00,pass_td,1,,,,,
player,201712310atl,car,NewtCa00,pass_int,3,,,,,
player,201712310atl,car,NewtCa00,pass_sacked,2,,,,,
player,201712310atl,car,NewtCa00,pass_sacked_yds,19,,,,,
player,201712310atl,car,NewtCa00,pass_long,44,,,,,
player,201712310atl,car,NewtCa00,pass_rating,31.5,,,,,
player,201712310atl,car,NewtCa00,rush_att,11,,,,,
player,201712310atl,car,NewtCa00,rush_yds,59,,,,,
player,201712310atl,car,NewtCa00,rush_td,0,,,,,
player,201712310atl,car,NewtCa00,rush_long,17,,,,,
player,201712310atl,car,NewtCa00,targets,0,,,,,
player,201712310atl,car,NewtCa00,rec,0,,,,,
player,201712310atl,car,NewtCa00,rec_yds,0,,,,,
player,201712310atl,car,NewtCa00,rec_td,0,,,,,
player,201712310atl,car,NewtCa00,rec_long,0,,,,,
player,201712310atl,car,NewtCa00,fumbles,2,,,,,
player,201712310atl,car,NewtCa00,fumbles_lost,0,,,,,
player,201712310atl,car,ArtiCa00,pass_cmp,0,,,,,
player,201712310atl,car,ArtiCa00,pass_att,0,,,,,
player,201712310atl,car,ArtiCa00,pass_yds,0,,,,,
player,201712310atl,car,ArtiCa00,pass_td,0,,,,,
player,201712310atl,car,ArtiCa00,pass_int,0,,,,,
player,201712310atl,car,ArtiCa00,pass_sacked,0,,,,,
player,201712310atl,car,ArtiCa00,pass_sacked_yds,0,,,,,
player,201712310atl,car,ArtiCa00,pass_long,0,,,,,
player,201712310atl,car,ArtiCa00,pass_rating,,,,,,
player,201712310atl,car,ArtiCa00,rush_att,5,,,,,
player,201712310atl,car,ArtiCa00,rush_yds,16,,,,,
player,201712310atl,car,ArtiCa00,rush_td,0,,,,,
player,201712310atl,car,ArtiCa00,rush_long,12,,,,,
