game,2017,7,20171022,201710220nwe,atl,"Atlanta Falcons",7,nwe,"New England Patriots",23
player,201710220nwe,atl,NealKe01,tackles_solo,6,,,,,
player,201710220nwe,atl,NealKe01,tackles_assists,4,,,,,
player,201710220nwe,atl,NealKe01,tackles_loss,0,,,,,
player,201710220nwe,atl,NealKe01,qb_hits,0,,,,,
player,201710220nwe,atl,NealKe01,fumbles_rec,0,,,,,
player,201710220nwe,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,NealKe01,fumbles_forced,0,,,,,
player,201710220nwe,atl,IshmKe00,def_int,0,,,,,
player,201710220nwe,atl,IshmKe00,def_int_yds,0,,,,,
player,201710220nwe,atl,IshmKe00,def_int_td,0,,,,,
player,201710220nwe,atl,IshmKe00,def_int_long,0,,,,,
player,201710220nwe,atl,IshmKe00,pass_defended,0,,,,,
player,201710220nwe,atl,IshmKe00,sacks,0.0,,,,,
player,201710220nwe,atl,IshmKe00,tackles_combined,9,,,,,
player,201710220nwe,atl,IshmKe00,tackles_solo,7,,,,,
player,201710220nwe,atl,IshmKe00,tackles_assists,2,,,,,
player,201710220nwe,atl,IshmKe00,tackles_loss,0,,,,,
player,201710220nwe,atl,IshmKe00,qb_hits,0,,,,,
player,201710220nwe,atl,IshmKe00,fumbles_rec,0,,,,,
player,201710220nwe,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,IshmKe00,fumbles_forced,0,,,,,
player,201710220nwe,atl,AlleRi00,def_int,0,,,,,
player,201710220nwe,atl,AlleRi00,def_int_yds,0,,,,,
player,201710220nwe,atl,AlleRi00,def_int_td,0,,,,,
player,201710220nwe,atl,AlleRi00,def_int_long,0,,,,,
player,201710220nwe,atl,AlleRi00,pass_defended,0,,,,,
player,201710220nwe,atl,AlleRi00,sacks,0.0,,,,,
player,201710220nwe,atl,AlleRi00,tackles_combined,6,,,,,
player,201710220nwe,atl,AlleRi00,tackles_solo,3,,,,,
player,201710220nwe,atl,AlleRi00,tackles_assists,3,,,,,
player,201710220nwe,atl,AlleRi00,tackles_loss,0,,,,,
player,201710220nwe,atl,AlleRi00,qb_hits,0,,,,,
player,201710220nwe,atl,AlleRi00,fumbles_rec,0,,,,,
player,201710220nwe,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,AlleRi00,fumbles_forced,0,,,,,
player,201710220nwe,atl,PoolBr01,def_int,0,,,,,
player,201710220nwe,atl,PoolBr01,def_int_yds,0,,,,,
player,201710220nwe,atl,PoolBr01,def_int_td,0,,,,,
player,201710220nwe,atl,PoolBr01,def_int_long,0,,,,,
player,201710220nwe,atl,PoolBr01,pass_defended,0,,,,,
player,201710220nwe,atl,PoolBr01,sacks,0.0,,,,,
player,201710220nwe,atl,PoolBr01,tackles_combined,6,,,,,
player,201710220nwe,atl,PoolBr01,tackles_solo,3,,,,,
player,201710220nwe,atl,PoolBr01,tackles_assists,3,,,,,
player,201710220nwe,atl,PoolBr01,tackles_loss,0,,,,,
player,201710220nwe,atl,PoolBr01,qb_hits,0,,,,,
player,201710220nwe,atl,PoolBr01,fumbles_rec,0,,,,,
player,201710220nwe,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,PoolBr01,fumbles_forced,0,,,,,
player,201710220nwe,atl,JarrGr00,def_int,0,,,,,
player,201710220nwe,atl,JarrGr00,def_int_yds,0,,,,,
player,201710220nwe,atl,JarrGr00,def_int_td,0,,,,,
player,201710220nwe,atl,JarrGr00,def_int_long,0,,,,,
player,201710220nwe,atl,JarrGr00,pass_defended,0,,,,,
player,201710220nwe,atl,JarrGr00,sacks,0.0,,,,,
player,201710220nwe,atl,JarrGr00,tackles_combined,5,,,,,
player,201710220nwe,atl,JarrGr00,tackles_solo,4,,,,,
player,201710220nwe,atl,JarrGr00,tackles_assists,1,,,,,
player,201710220nwe,atl,JarrGr00,tackles_loss,0,,,,,
player,201710220nwe,atl,JarrGr00,qb_hits,0,,,,,
player,201710220nwe,atl,JarrGr00,fumbles_rec,0,,,,,
player,201710220nwe,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,JarrGr00,fumbles_forced,0,,,,,
player,201710220nwe,atl,PoexDo00,def_int,0,,,,,
player,201710220nwe,atl,PoexDo00,def_int_yds,0,,,,,
player,201710220nwe,atl,PoexDo00,def_int_td,0,,,,,
player,201710220nwe,atl,PoexDo00,def_int_long,0,,,,,
player,201710220nwe,atl,PoexDo00,pass_defended,0,,,,,
player,201710220nwe,atl,PoexDo00,sacks,0.0,,,,,
player,201710220nwe,atl,PoexDo00,tackles_combined,4,,,,,
player,201710220nwe,atl,PoexDo00,tackles_solo,2,,,,,
player,201710220nwe,atl,PoexDo00,tackles_assists,2,,,,,
player,201710220nwe,atl,PoexDo00,tackles_loss,0,,,,,
player,201710220nwe,atl,PoexDo00,qb_hits,0,,,,,
player,201710220nwe,atl,PoexDo00,fumbles_rec,0,,,,,
player,201710220nwe,atl,PoexDo00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,PoexDo00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,PoexDo00,fumbles_forced,0,,,,,
player,201710220nwe,atl,AlfoRo00,def_int,0,,,,,
player,201710220nwe,atl,AlfoRo00,def_int_yds,0,,,,,
player,201710220nwe,atl,AlfoRo00,def_int_td,0,,,,,
player,201710220nwe,atl,AlfoRo00,def_int_long,0,,,,,
player,201710220nwe,atl,AlfoRo00,pass_defended,0,,,,,
player,201710220nwe,atl,AlfoRo00,sacks,0.0,,,,,
player,201710220nwe,atl,AlfoRo00,tackles_combined,3,,,,,
player,201710220nwe,atl,AlfoRo00,tackles_solo,3,,,,,
player,201710220nwe,atl,AlfoRo00,tackles_assists,0,,,,,
player,201710220nwe,atl,AlfoRo00,tackles_loss,0,,,,,
player,201710220nwe,atl,AlfoRo00,qb_hits,0,,,,,
player,201710220nwe,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201710220nwe,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201710220nwe,atl,TrufDe00,def_int,0,,,,,
player,201710220nwe,atl,TrufDe00,def_int_yds,0,,,,,
player,201710220nwe,atl,TrufDe00,def_int_td,0,,,,,
player,201710220nwe,atl,TrufDe00,def_int_long,0,,,,,
player,201710220nwe,atl,TrufDe00,pass_defended,0,,,,,
player,201710220nwe,atl,TrufDe00,sacks,0.0,,,,,
player,201710220nwe,atl,TrufDe00,tackles_combined,3,,,,,
player,201710220nwe,atl,TrufDe00,tackles_solo,3,,,,,
player,201710220nwe,atl,TrufDe00,tackles_assists,0,,,,,
player,201710220nwe,atl,TrufDe00,tackles_loss,0,,,,,
player,201710220nwe,atl,TrufDe00,qb_hits,0,,,,,
player,201710220nwe,atl,TrufDe00,fumbles_rec,0,,,,,
player,201710220nwe,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,TrufDe00,fumbles_forced,0,,,,,
player,201710220nwe,atl,ColeDe00,def_int,0,,,,,
player,201710220nwe,atl,ColeDe00,def_int_yds,0,,,,,
player,201710220nwe,atl,ColeDe00,def_int_td,0,,,,,
player,201710220nwe,atl,ColeDe00,def_int_long,0,,,,,
player,201710220nwe,atl,ColeDe00,pass_defended,0,,,,,
player,201710220nwe,atl,ColeDe00,sacks,0.0,,,,,
player,201710220nwe,atl,ColeDe00,tackles_combined,2,,,,,
player,201710220nwe,atl,ColeDe00,tackles_solo,2,,,,,
player,201710220nwe,atl,ColeDe00,tackles_assists,0,,,,,
player,201710220nwe,atl,ColeDe00,tackles_loss,0,,,,,
player,201710220nwe,atl,ColeDe00,qb_hits,0,,,,,
player,201710220nwe,atl,ColeDe00,fumbles_rec,0,,,,,
player,201710220nwe,atl,ColeDe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,ColeDe00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,ColeDe00,fumbles_forced,0,,,,,
player,201710220nwe,atl,ReedBr00,def_int,0,,,,,
player,201710220nwe,atl,ReedBr00,def_int_yds,0,,,,,
player,201710220nwe,atl,ReedBr00,def_int_td,0,,,,,
player,201710220nwe,atl,ReedBr00,def_int_long,0,,,,,
player,201710220nwe,atl,ReedBr00,pass_defended,0,,,,,
player,201710220nwe,atl,ReedBr00,sacks,0.0,,,,,
player,201710220nwe,atl,ReedBr00,tackles_combined,2,,,,,
player,201710220nwe,atl,ReedBr00,tackles_solo,1,,,,,
player,201710220nwe,atl,ReedBr00,tackles_assists,1,,,,,
player,201710220nwe,atl,ReedBr00,tackles_loss,0,,,,,
player,201710220nwe,atl,ReedBr00,qb_hits,0,,,,,
player,201710220nwe,atl,ReedBr00,fumbles_rec,0,,,,,
player,201710220nwe,atl,ReedBr00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,ReedBr00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,ReedBr00,fumbles_forced,0,,,,,
player,201710220nwe,atl,ShelDe00,def_int,0,,,,,
player,201710220nwe,atl,ShelDe00,def_int_yds,0,,,,,
player,201710220nwe,atl,ShelDe00,def_int_td,0,,,,,
player,201710220nwe,atl,ShelDe00,def_int_long,0,,,,,
player,201710220nwe,atl,ShelDe00,pass_defended,0,,,,,
player,201710220nwe,atl,ShelDe00,sacks,0.0,,,,,
player,201710220nwe,atl,ShelDe00,tackles_combined,2,,,,,
player,201710220nwe,atl,ShelDe00,tackles_solo,1,,,,,
player,201710220nwe,atl,ShelDe00,tackles_assists,1,,,,,
player,201710220nwe,atl,ShelDe00,tackles_loss,0,,,,,
player,201710220nwe,atl,ShelDe00,qb_hits,0,,,,,
player,201710220nwe,atl,ShelDe00,fumbles_rec,0,,,,,
player,201710220nwe,atl,ShelDe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,ShelDe00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,ShelDe00,fumbles_forced,0,,,,,
player,201710220nwe,atl,GarlBe00,def_int,0,,,,,
player,201710220nwe,atl,GarlBe00,def_int_yds,0,,,,,
player,201710220nwe,atl,GarlBe00,def_int_td,0,,,,,
player,201710220nwe,atl,GarlBe00,def_int_long,0,,,,,
player,201710220nwe,atl,GarlBe00,pass_defended,0,,,,,
player,201710220nwe,atl,GarlBe00,sacks,0.0,,,,,
player,201710220nwe,atl,GarlBe00,tackles_combined,1,,,,,
player,201710220nwe,atl,GarlBe00,tackles_solo,1,,,,,
player,201710220nwe,atl,GarlBe00,tackles_assists,0,,,,,
player,201710220nwe,atl,GarlBe00,tackles_loss,0,,,,,
player,201710220nwe,atl,GarlBe00,qb_hits,0,,,,,
player,201710220nwe,atl,GarlBe00,fumbles_rec,0,,,,,
player,201710220nwe,atl,GarlBe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,GarlBe00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,GarlBe00,fumbles_forced,0,,,,,
player,201710220nwe,atl,HardJu00,def_int,0,,,,,
player,201710220nwe,atl,HardJu00,def_int_yds,0,,,,,
player,201710220nwe,atl,HardJu00,def_int_td,0,,,,,
player,201710220nwe,atl,HardJu00,def_int_long,0,,,,,
player,201710220nwe,atl,HardJu00,pass_defended,0,,,,,
player,201710220nwe,atl,HardJu00,sacks,0.0,,,,,
player,201710220nwe,atl,HardJu00,tackles_combined,1,,,,,
player,201710220nwe,atl,HardJu00,tackles_solo,1,,,,,
player,201710220nwe,atl,HardJu00,tackles_assists,0,,,,,
player,201710220nwe,atl,HardJu00,tackles_loss,0,,,,,
player,201710220nwe,atl,HardJu00,qb_hits,0,,,,,
player,201710220nwe,atl,HardJu00,fumbles_rec,0,,,,,
player,201710220nwe,atl,HardJu00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,HardJu00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,HardJu00,fumbles_forced,0,,,,,
player,201710220nwe,atl,RileDu00,def_int,0,,,,,
player,201710220nwe,atl,RileDu00,def_int_yds,0,,,,,
player,201710220nwe,atl,RileDu00,def_int_td,0,,,,,
player,201710220nwe,atl,RileDu00,def_int_long,0,,,,,
player,201710220nwe,atl,RileDu00,pass_defended,0,,,,,
player,201710220nwe,atl,RileDu00,sacks,0.0,,,,,
player,201710220nwe,atl,RileDu00,tackles_combined,1,,,,,
player,201710220nwe,atl,RileDu00,tackles_solo,1,,,,,
player,201710220nwe,atl,RileDu00,tackles_assists,0,,,,,
player,201710220nwe,atl,RileDu00,tackles_loss,0,,,,,
player,201710220nwe,atl,RileDu00,qb_hits,0,,,,,
player,201710220nwe,atl,RileDu00,fumbles_rec,0,,,,,
player,201710220nwe,atl,RileDu00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,RileDu00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,RileDu00,fumbles_forced,0,,,,,
player,201710220nwe,atl,VellJo00,def_int,0,,,,,
player,201710220nwe,atl,VellJo00,def_int_yds,0,,,,,
player,201710220nwe,atl,VellJo00,def_int_td,0,,,,,
player,201710220nwe,atl,VellJo00,def_int_long,0,,,,,
player,201710220nwe,atl,VellJo00,pass_defended,0,,,,,
player,201710220nwe,atl,VellJo00,sacks,0.0,,,,,
player,201710220nwe,atl,VellJo00,tackles_combined,1,,,,,
player,201710220nwe,atl,VellJo00,tackles_solo,0,,,,,
player,201710220nwe,atl,VellJo00,tackles_assists,1,,,,,
player,201710220nwe,atl,VellJo00,tackles_loss,0,,,,,
player,201710220nwe,atl,VellJo00,qb_hits,0,,,,,
player,201710220nwe,atl,VellJo00,fumbles_rec,0,,,,,
player,201710220nwe,atl,VellJo00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,VellJo00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,VellJo00,fumbles_forced,0,,,,,
player,201710220nwe,atl,WrehBl00,def_int,0,,,,,
player,201710220nwe,atl,WrehBl00,def_int_yds,0,,,,,
player,201710220nwe,atl,WrehBl00,def_int_td,0,,,,,
player,201710220nwe,atl,WrehBl00,def_int_long,0,,,,,
player,201710220nwe,atl,WrehBl00,pass_defended,0,,,,,
player,201710220nwe,atl,WrehBl00,sacks,0.0,,,,,
player,201710220nwe,atl,WrehBl00,tackles_combined,1,,,,,
player,201710220nwe,atl,WrehBl00,tackles_solo,1,,,,,
player,201710220nwe,atl,WrehBl00,tackles_assists,0,,,,,
player,201710220nwe,atl,WrehBl00,tackles_loss,0,,,,,
player,201710220nwe,atl,WrehBl00,qb_hits,0,,,,,
player,201710220nwe,atl,WrehBl00,fumbles_rec,0,,,,,
player,201710220nwe,atl,WrehBl00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,WrehBl00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,WrehBl00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,ButlAd00,def_int,0,,,,,
player,201710220nwe,nwe,ButlAd00,def_int_yds,0,,,,,
player,201710220nwe,nwe,ButlAd00,def_int_td,0,,,,,
player,201710220nwe,nwe,ButlAd00,def_int_long,0,,,,,
player,201710220nwe,nwe,ButlAd00,pass_defended,0,,,,,
player,201710220nwe,nwe,ButlAd00,sacks,1.0,,,,,
player,201710220nwe,nwe,ButlAd00,tackles_combined,3,,,,,
player,201710220nwe,nwe,ButlAd00,tackles_solo,2,,,,,
player,201710220nwe,nwe,ButlAd00,tackles_assists,1,,,,,
player,201710220nwe,nwe,ButlAd00,tackles_loss,1,,,,,
player,201710220nwe,nwe,ButlAd00,qb_hits,1,,,,,
player,201710220nwe,nwe,ButlAd00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,ButlAd00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,ButlAd00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,ButlAd00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,BadeJo00,def_int,0,,,,,
player,201710220nwe,nwe,BadeJo00,def_int_yds,0,,,,,
player,201710220nwe,nwe,BadeJo00,def_int_td,0,,,,,
player,201710220nwe,nwe,BadeJo00,def_int_long,0,,,,,
player,201710220nwe,nwe,BadeJo00,pass_defended,1,,,,,
player,201710220nwe,nwe,BadeJo00,sacks,0.0,,,,,
player,201710220nwe,nwe,BadeJo00,tackles_combined,8,,,,,
player,201710220nwe,nwe,BadeJo00,tackles_solo,6,,,,,
player,201710220nwe,nwe,BadeJo00,tackles_assists,2,,,,,
player,201710220nwe,nwe,BadeJo00,tackles_loss,0,,,,,
player,201710220nwe,nwe,BadeJo00,qb_hits,0,,,,,
player,201710220nwe,nwe,BadeJo00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,BadeJo00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,BadeJo00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,BadeJo00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,FlowTr00,def_int,0,,,,,
player,201710220nwe,nwe,FlowTr00,def_int_yds,0,,,,,
player,201710220nwe,nwe,FlowTr00,def_int_td,0,,,,,
player,201710220nwe,nwe,FlowTr00,def_int_long,0,,,,,
player,201710220nwe,nwe,FlowTr00,pass_defended,0,,,,,
player,201710220nwe,nwe,FlowTr00,sacks,0.0,,,,,
player,201710220nwe,nwe,FlowTr00,tackles_combined,7,,,,,
player,201710220nwe,nwe,FlowTr00,tackles_solo,6,,,,,
player,201710220nwe,nwe,FlowTr00,tackles_assists,1,,,,,
player,201710220nwe,nwe,FlowTr00,tackles_loss,0,,,,,
player,201710220nwe,nwe,FlowTr00,qb_hits,1,,,,,
player,201710220nwe,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,FlowTr00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,VanNKy00,def_int,0,,,,,
player,201710220nwe,nwe,VanNKy00,def_int_yds,0,,,,,
player,201710220nwe,nwe,VanNKy00,def_int_td,0,,,,,
player,201710220nwe,nwe,VanNKy00,def_int_long,0,,,,,
player,201710220nwe,nwe,VanNKy00,pass_defended,0,,,,,
player,201710220nwe,nwe,VanNKy00,sacks,0.0,,,,,
player,201710220nwe,nwe,VanNKy00,tackles_combined,7,,,,,
player,201710220nwe,nwe,VanNKy00,tackles_solo,7,,,,,
player,201710220nwe,nwe,VanNKy00,tackles_assists,0,,,,,
player,201710220nwe,nwe,VanNKy00,tackles_loss,2,,,,,
player,201710220nwe,nwe,VanNKy00,qb_hits,0,,,,,
player,201710220nwe,nwe,VanNKy00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,VanNKy00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,VanNKy00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,ButlMa01,def_int,0,,,,,
player,201710220nwe,nwe,ButlMa01,def_int_yds,0,,,,,
player,201710220nwe,nwe,ButlMa01,def_int_td,0,,,,,
player,201710220nwe,nwe,ButlMa01,def_int_long,0,,,,,
player,201710220nwe,nwe,ButlMa01,pass_defended,1,,,,,
player,201710220nwe,nwe,ButlMa01,sacks,0.0,,,,,
player,201710220nwe,nwe,ButlMa01,tackles_combined,6,,,,,
player,201710220nwe,nwe,ButlMa01,tackles_solo,6,,,,,
player,201710220nwe,nwe,ButlMa01,tackles_assists,0,,,,,
player,201710220nwe,nwe,ButlMa01,tackles_loss,1,,,,,
player,201710220nwe,nwe,ButlMa01,qb_hits,0,,,,,
player,201710220nwe,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201710220nwe,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201710220nwe,nwe,ChunPa99,def_int,0,,,,,
player,201710220nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201710220nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201710220nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201710220nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201710220nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201710220nwe,nwe,ChunPa99,tackles_combined,6,,,,,
player,201710220nwe,nwe,ChunPa99,tackles_solo,4,,,,,
player,201710220nwe,nwe,ChunPa99,tackles_assists,2,,,,,
player,201710220nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201710220nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201710220nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201710220nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201710220nwe,nwe,McCoDe99,def_int,0,,,,,
player,201710220nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201710220nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201710220nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201710220nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201710220nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201710220nwe,nwe,McCoDe99,tackles_combined,6,,,,,
player,201710220nwe,nwe,McCoDe99,tackles_solo,5,,,,,
player,201710220nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201710220nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201710220nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201710220nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201710220nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201710220nwe,nwe,HarmDu00,def_int,0,,,,,
player,201710220nwe,nwe,HarmDu00,def_int_yds,0,,,,,
player,201710220nwe,nwe,HarmDu00,def_int_td,0,,,,,
player,201710220nwe,nwe,HarmDu00,def_int_long,0,,,,,
player,201710220nwe,nwe,HarmDu00,pass_defended,1,,,,,
player,201710220nwe,nwe,HarmDu00,sacks,0.0,,,,,
player,201710220nwe,nwe,HarmDu00,tackles_combined,4,,,,,
player,201710220nwe,nwe,HarmDu00,tackles_solo,1,,,,,
player,201710220nwe,nwe,HarmDu00,tackles_assists,3,,,,,
player,201710220nwe,nwe,HarmDu00,tackles_loss,0,,,,,
player,201710220nwe,nwe,HarmDu00,qb_hits,0,,,,,
player,201710220nwe,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,HarrDa99,def_int,0,,,,,
player,201710220nwe,nwe,HarrDa99,def_int_yds,0,,,,,
player,201710220nwe,nwe,HarrDa99,def_int_td,0,,,,,
player,201710220nwe,nwe,HarrDa99,def_int_long,0,,,,,
player,201710220nwe,nwe,HarrDa99,pass_defended,0,,,,,
player,201710220nwe,nwe,HarrDa99,sacks,0.0,,,,,
player,201710220nwe,nwe,HarrDa99,tackles_combined,3,,,,,
player,201710220nwe,nwe,HarrDa99,tackles_solo,2,,,,,
player,201710220nwe,nwe,HarrDa99,tackles_assists,1,,,,,
player,201710220nwe,nwe,HarrDa99,tackles_loss,0,,,,,
player,201710220nwe,nwe,HarrDa99,qb_hits,0,,,,,
player,201710220nwe,nwe,HarrDa99,fumbles_rec,0,,,,,
player,201710220nwe,nwe,HarrDa99,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,HarrDa99,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,HarrDa99,fumbles_forced,0,,,,,
player,201710220nwe,nwe,BurkRe00,def_int,0,,,,,
player,201710220nwe,nwe,BurkRe00,def_int_yds,0,,,,,
player,201710220nwe,nwe,BurkRe00,def_int_td,0,,,,,
player,201710220nwe,nwe,BurkRe00,def_int_long,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_defended,0,,,,,
player,201710220nwe,nwe,BurkRe00,sacks,0.0,,,,,
player,201710220nwe,nwe,BurkRe00,tackles_combined,2,,,,,
player,201710220nwe,nwe,BurkRe00,tackles_solo,2,,,,,
player,201710220nwe,nwe,BurkRe00,tackles_assists,0,,,,,
player,201710220nwe,nwe,BurkRe00,tackles_loss,0,,,,,
player,201710220nwe,nwe,BurkRe00,qb_hits,0,,,,,
player,201710220nwe,nwe,BurkRe00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,BurkRe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,BurkRe00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,BurkRe00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,GuyxLa00,def_int,0,,,,,
player,201710220nwe,nwe,GuyxLa00,def_int_yds,0,,,,,
player,201710220nwe,nwe,GuyxLa00,def_int_td,0,,,,,
player,201710220nwe,nwe,GuyxLa00,def_int_long,0,,,,,
player,201710220nwe,nwe,GuyxLa00,pass_defended,0,,,,,
player,201710220nwe,nwe,GuyxLa00,sacks,0.0,,,,,
player,201710220nwe,nwe,GuyxLa00,tackles_combined,2,,,,,
player,201710220nwe,nwe,GuyxLa00,tackles_solo,1,,,,,
player,201710220nwe,nwe,GuyxLa00,tackles_assists,1,,,,,
player,201710220nwe,nwe,GuyxLa00,tackles_loss,0,,,,,
player,201710220nwe,nwe,GuyxLa00,qb_hits,0,,,,,
player,201710220nwe,nwe,GuyxLa00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,GuyxLa00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,GuyxLa00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,WiseDe00,def_int,0,,,,,
player,201710220nwe,nwe,WiseDe00,def_int_yds,0,,,,,
player,201710220nwe,nwe,WiseDe00,def_int_td,0,,,,,
player,201710220nwe,nwe,WiseDe00,def_int_long,0,,,,,
player,201710220nwe,nwe,WiseDe00,pass_defended,0,,,,,
player,201710220nwe,nwe,WiseDe00,sacks,0.0,,,,,
player,201710220nwe,nwe,WiseDe00,tackles_combined,2,,,,,
player,201710220nwe,nwe,WiseDe00,tackles_solo,2,,,,,
player,201710220nwe,nwe,WiseDe00,tackles_assists,0,,,,,
player,201710220nwe,nwe,WiseDe00,tackles_loss,0,,,,,
player,201710220nwe,nwe,WiseDe00,qb_hits,0,,,,,
player,201710220nwe,nwe,WiseDe00,fumbles_rec,0,,,,,
player,201710220nwe,nwe,WiseDe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,nwe,WiseDe00,fumbles_rec_td,0,,,,,
player,201710220nwe,nwe,WiseDe00,fumbles_forced,0,,,,,
player,201710220nwe,nwe,BoldBr00,def_int,0,,,,,
player,201710220nwe,nwe,BoldBr00,def_int_yds,0,,,,,
player,201710220nwe,nwe,BoldBr00,def_int_td,0,,,,,
player,201710220nwe,nwe,BoldBr00,def_int_long,0,,,,,
