game,2017,2,20170917,201709170clt,crd,"Arizona Cardinals",16,clt,"Indianapolis Colts",13
player,201709170clt,clt,HuntMa00,tackles_solo,1,,,,,
player,201709170clt,clt,HuntMa00,tackles_assists,0,,,,,
player,201709170clt,clt,HuntMa00,tackles_loss,0,,,,,
player,201709170clt,clt,HuntMa00,qb_hits,2,,,,,
player,201709170clt,clt,HuntMa00,fumbles_rec,0,,,,,
player,201709170clt,clt,HuntMa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,HuntMa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,HuntMa00,fumbles_forced,0,,,,,
player,201709170clt,clt,MoorKe03,def_int,0,,,,,
player,201709170clt,clt,MoorKe03,def_int_yds,0,,,,,
player,201709170clt,clt,MoorKe03,def_int_td,0,,,,,
player,201709170clt,clt,MoorKe03,def_int_long,0,,,,,
player,201709170clt,clt,MoorKe03,pass_defended,0,,,,,
player,201709170clt,clt,MoorKe03,sacks,0.0,,,,,
player,201709170clt,clt,MoorKe03,tackles_combined,1,,,,,
player,201709170clt,clt,MoorKe03,tackles_solo,1,,,,,
player,201709170clt,clt,MoorKe03,tackles_assists,0,,,,,
player,201709170clt,clt,MoorKe03,tackles_loss,0,,,,,
player,201709170clt,clt,MoorKe03,qb_hits,0,,,,,
player,201709170clt,clt,MoorKe03,fumbles_rec,0,,,,,
player,201709170clt,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201709170clt,clt,MoorKe03,fumbles_forced,0,,,,,
player,201709170clt,clt,GreeT.00,def_int,0,,,,,
player,201709170clt,clt,GreeT.00,def_int_yds,0,,,,,
player,201709170clt,clt,GreeT.00,def_int_td,0,,,,,
player,201709170clt,clt,GreeT.00,def_int_long,0,,,,,
player,201709170clt,clt,GreeT.00,pass_defended,0,,,,,
player,201709170clt,clt,GreeT.00,sacks,0.0,,,,,
player,201709170clt,clt,GreeT.00,tackles_combined,0,,,,,
player,201709170clt,clt,GreeT.00,tackles_solo,0,,,,,
player,201709170clt,clt,GreeT.00,tackles_assists,0,,,,,
player,201709170clt,clt,GreeT.00,tackles_loss,1,,,,,
player,201709170clt,clt,GreeT.00,qb_hits,1,,,,,
player,201709170clt,clt,GreeT.00,fumbles_rec,0,,,,,
player,201709170clt,clt,GreeT.00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,GreeT.00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,GreeT.00,fumbles_forced,0,,,,,
player,201709170clt,clt,MiltCh00,def_int,0,,,,,
player,201709170clt,clt,MiltCh00,def_int_yds,0,,,,,
player,201709170clt,clt,MiltCh00,def_int_td,0,,,,,
player,201709170clt,clt,MiltCh00,def_int_long,0,,,,,
player,201709170clt,clt,MiltCh00,pass_defended,0,,,,,
player,201709170clt,clt,MiltCh00,sacks,0.0,,,,,
player,201709170clt,clt,MiltCh00,tackles_combined,0,,,,,
player,201709170clt,clt,MiltCh00,tackles_solo,0,,,,,
player,201709170clt,clt,MiltCh00,tackles_assists,0,,,,,
player,201709170clt,clt,MiltCh00,tackles_loss,0,,,,,
player,201709170clt,clt,MiltCh00,qb_hits,0,,,,,
player,201709170clt,clt,MiltCh00,fumbles_rec,1,,,,,
player,201709170clt,clt,MiltCh00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,MiltCh00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,MiltCh00,fumbles_forced,0,,,,,
player,201709170clt,clt,StewGr00,def_int,0,,,,,
player,201709170clt,clt,StewGr00,def_int_yds,0,,,,,
player,201709170clt,clt,StewGr00,def_int_td,0,,,,,
player,201709170clt,clt,StewGr00,def_int_long,0,,,,,
player,201709170clt,clt,StewGr00,pass_defended,0,,,,,
player,201709170clt,clt,StewGr00,sacks,0.0,,,,,
player,201709170clt,clt,StewGr00,tackles_combined,0,,,,,
player,201709170clt,clt,StewGr00,tackles_solo,0,,,,,
player,201709170clt,clt,StewGr00,tackles_assists,0,,,,,
player,201709170clt,clt,StewGr00,tackles_loss,0,,,,,
player,201709170clt,clt,StewGr00,qb_hits,2,,,,,
player,201709170clt,clt,StewGr00,fumbles_rec,0,,,,,
player,201709170clt,clt,StewGr00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,StewGr00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,StewGr00,fumbles_forced,0,,,,,
player,201709170clt,crd,WillKe05,kick_ret,2,,,,,
player,201709170clt,crd,WillKe05,kick_ret_yds,35,,,,,
player,201709170clt,crd,WillKe05,kick_ret_yds_per_ret,17.5,,,,,
player,201709170clt,crd,WillKe05,kick_ret_td,0,,,,,
player,201709170clt,crd,WillKe05,kick_ret_long,21,,,,,
player,201709170clt,crd,WillKe05,punt_ret,1,,,,,
player,201709170clt,crd,WillKe05,punt_ret_yds,6,,,,,
player,201709170clt,crd,WillKe05,punt_ret_yds_per_ret,6.0,,,,,
player,201709170clt,crd,WillKe05,punt_ret_td,0,,,,,
player,201709170clt,crd,WillKe05,punt_ret_long,6,,,,,
player,201709170clt,clt,BrayQu00,kick_ret,3,,,,,
player,201709170clt,clt,BrayQu00,kick_ret_yds,79,,,,,
player,201709170clt,clt,BrayQu00,kick_ret_yds_per_ret,26.3,,,,,
player,201709170clt,clt,BrayQu00,kick_ret_td,0,,,,,
player,201709170clt,clt,BrayQu00,kick_ret_long,30,,,,,
player,201709170clt,clt,BrayQu00,punt_ret,4,,,,,
player,201709170clt,clt,BrayQu00,punt_ret_yds,23,,,,,
player,201709170clt,clt,BrayQu00,punt_ret_yds_per_ret,5.8,,,,,
player,201709170clt,clt,BrayQu00,punt_ret_td,0,,,,,
player,201709170clt,clt,BrayQu00,punt_ret_long,16,,,,,
player,201709170clt,crd,dawsophi01,xpm,1,,,,,
player,201709170clt,crd,dawsophi01,xpa,1,,,,,
player,201709170clt,crd,dawsophi01,fgm,3,,,,,
player,201709170clt,crd,dawsophi01,fga,4,,,,,
player,201709170clt,crd,dawsophi01,punt,0,,,,,
player,201709170clt,crd,dawsophi01,punt_yds,0,,,,,
player,201709170clt,crd,dawsophi01,punt_yds_per_punt,,,,,,
player,201709170clt,crd,dawsophi01,punt_long,0,,,,,
player,201709170clt,crd,LeexAn20,xpm,,,,,,
player,201709170clt,crd,LeexAn20,xpa,,,,,,
player,201709170clt,crd,LeexAn20,fgm,,,,,,
player,201709170clt,crd,LeexAn20,fga,,,,,,
player,201709170clt,crd,LeexAn20,punt,5,,,,,
player,201709170clt,crd,LeexAn20,punt_yds,232,,,,,
player,201709170clt,crd,LeexAn20,punt_yds_per_punt,46.4,,,,,
player,201709170clt,crd,LeexAn20,punt_long,55,,,,,
player,201709170clt,clt,vinatada01,xpm,1,,,,,
player,201709170clt,clt,vinatada01,xpa,1,,,,,
player,201709170clt,clt,vinatada01,fgm,2,,,,,
player,201709170clt,clt,vinatada01,fga,2,,,,,
player,201709170clt,clt,vinatada01,punt,0,,,,,
player,201709170clt,clt,vinatada01,punt_yds,0,,,,,
player,201709170clt,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201709170clt,clt,vinatada01,punt_long,0,,,,,
player,201709170clt,clt,SancRi00,xpm,,,,,,
player,201709170clt,clt,SancRi00,xpa,,,,,,
player,201709170clt,clt,SancRi00,fgm,,,,,,
player,201709170clt,clt,SancRi00,fga,,,,,,
player,201709170clt,clt,SancRi00,punt,7,,,,,
player,201709170clt,clt,SancRi00,punt_yds,303,,,,,
player,201709170clt,clt,SancRi00,punt_yds_per_punt,43.3,,,,,
player,201709170clt,clt,SancRi00,punt_long,53,,,,,
player,201709170clt,clt,HaegJo00,pos,G,,,,,
player,201709170clt,clt,HaegJo00,offense,71,,,,,
player,201709170clt,clt,HaegJo00,off_pct,100%,,,,,
player,201709170clt,clt,HaegJo00,defense,0,,,,,
player,201709170clt,clt,HaegJo00,def_pct,0%,,,,,
player,201709170clt,clt,HaegJo00,special_teams,4,,,,,
player,201709170clt,clt,HaegJo00,st_pct,13%,,,,,
player,201709170clt,clt,MewhJa00,pos,G,,,,,
player,201709170clt,clt,MewhJa00,offense,71,,,,,
player,201709170clt,clt,MewhJa00,off_pct,100%,,,,,
player,201709170clt,clt,MewhJa00,defense,0,,,,,
player,201709170clt,clt,MewhJa00,def_pct,0%,,,,,
player,201709170clt,clt,MewhJa00,special_teams,4,,,,,
player,201709170clt,clt,MewhJa00,st_pct,13%,,,,,
player,201709170clt,clt,VujnJe00,pos,G,,,,,
player,201709170clt,clt,VujnJe00,offense,71,,,,,
player,201709170clt,clt,VujnJe00,off_pct,100%,,,,,
player,201709170clt,clt,VujnJe00,defense,0,,,,,
player,201709170clt,clt,VujnJe00,def_pct,0%,,,,,
player,201709170clt,clt,VujnJe00,special_teams,4,,,,,
player,201709170clt,clt,VujnJe00,st_pct,13%,,,,,
player,201709170clt,clt,CastAn00,pos,T,,,,,
player,201709170clt,clt,CastAn00,offense,71,,,,,
player,201709170clt,clt,CastAn00,off_pct,100%,,,,,
player,201709170clt,clt,CastAn00,defense,0,,,,,
player,201709170clt,clt,CastAn00,def_pct,0%,,,,,
player,201709170clt,clt,CastAn00,special_teams,0,,,,,
player,201709170clt,clt,CastAn00,st_pct,0%,,,,,
player,201709170clt,clt,BrisJa00,pos,QB,,,,,
player,201709170clt,clt,BrisJa00,offense,71,,,,,
player,201709170clt,clt,BrisJa00,off_pct,100%,,,,,
player,201709170clt,clt,BrisJa00,defense,0,,,,,
player,201709170clt,clt,BrisJa00,def_pct,0%,,,,,
player,201709170clt,clt,BrisJa00,special_teams,0,,,,,
player,201709170clt,clt,BrisJa00,st_pct,0%,,,,,
player,201709170clt,clt,BondDe01,pos,C,,,,,
player,201709170clt,clt,BondDe01,offense,71,,,,,
player,201709170clt,clt,BondDe01,off_pct,100%,,,,,
player,201709170clt,clt,BondDe01,defense,0,,,,,
player,201709170clt,clt,BondDe01,def_pct,0%,,,,,
player,201709170clt,clt,BondDe01,special_teams,0,,,,,
player,201709170clt,clt,BondDe01,st_pct,0%,,,,,
player,201709170clt,clt,DoylJa00,pos,TE,,,,,
player,201709170clt,clt,DoylJa00,offense,70,,,,,
player,201709170clt,clt,DoylJa00,off_pct,99%,,,,,
player,201709170clt,clt,DoylJa00,defense,0,,,,,
player,201709170clt,clt,DoylJa00,def_pct,0%,,,,,
player,201709170clt,clt,DoylJa00,special_teams,4,,,,,
player,201709170clt,clt,DoylJa00,st_pct,13%,,,,,
player,201709170clt,clt,HiltT.00,pos,WR,,,,,
player,201709170clt,clt,HiltT.00,offense,64,,,,,
player,201709170clt,clt,HiltT.00,off_pct,90%,,,,,
player,201709170clt,clt,HiltT.00,defense,0,,,,,
player,201709170clt,clt,HiltT.00,def_pct,0%,,,,,
player,201709170clt,clt,HiltT.00,special_teams,0,,,,,
player,201709170clt,clt,HiltT.00,st_pct,0%,,,,,
player,201709170clt,clt,AikeKa00,pos,WR,,,,,
player,201709170clt,clt,AikeKa00,offense,63,,,,,
player,201709170clt,clt,AikeKa00,off_pct,89%,,,,,
player,201709170clt,clt,AikeKa00,defense,0,,,,,
player,201709170clt,clt,AikeKa00,def_pct,0%,,,,,
player,201709170clt,clt,AikeKa00,special_teams,7,,,,,
player,201709170clt,clt,AikeKa00,st_pct,23%,,,,,
player,201709170clt,clt,MoncDo00,pos,WR,,,,,
player,201709170clt,clt,MoncDo00,offense,53,,,,,
player,201709170clt,clt,MoncDo00,off_pct,75%,,,,,
player,201709170clt,clt,MoncDo00,defense,0,,,,,
player,201709170clt,clt,MoncDo00,def_pct,0%,,,,,
player,201709170clt,clt,MoncDo00,special_teams,0,,,,,
player,201709170clt,clt,MoncDo00,st_pct,0%,,,,,
player,201709170clt,clt,GoreFr00,pos,RB,,,,,
player,201709170clt,clt,GoreFr00,offense,32,,,,,
player,201709170clt,clt,GoreFr00,off_pct,45%,,,,,
player,201709170clt,clt,GoreFr00,defense,0,,,,,
player,201709170clt,clt,GoreFr00,def_pct,0%,,,,,
player,201709170clt,clt,GoreFr00,special_teams,0,,,,,
player,201709170clt,clt,GoreFr00,st_pct,0%,,,,,
player,201709170clt,clt,TurbRo00,pos,RB,,,,,
player,201709170clt,clt,TurbRo00,offense,28,,,,,
player,201709170clt,clt,TurbRo00,off_pct,39%,,,,,
player,201709170clt,clt,TurbRo00,defense,0,,,,,
player,201709170clt,clt,TurbRo00,def_pct,0%,,,,,
player,201709170clt,clt,TurbRo00,special_teams,19,,,,,
player,201709170clt,clt,TurbRo00,st_pct,61%,,,,,
player,201709170clt,clt,DaniDa02,pos,TE,,,,,
player,201709170clt,clt,DaniDa02,offense,15,,,,,
player,201709170clt,clt,DaniDa02,off_pct,21%,,,,,
player,201709170clt,clt,DaniDa02,defense,0,,,,,
player,201709170clt,clt,DaniDa02,def_pct,0%,,,,,
player,201709170clt,clt,DaniDa02,special_teams,17,,,,,
player,201709170clt,clt,DaniDa02,st_pct,55%,,,,,
player,201709170clt,clt,WillBr04,pos,TE,,,,,
player,201709170clt,clt,WillBr04,offense,13,,,,,
player,201709170clt,clt,WillBr04,off_pct,18%,,,,,
player,201709170clt,clt,WillBr04,defense,0,,,,,
player,201709170clt,clt,WillBr04,def_pct,0%,,,,,
player,201709170clt,clt,WillBr04,special_teams,17,,,,,
player,201709170clt,clt,WillBr04,st_pct,55%,,,,,
player,201709170clt,clt,MackMa00,pos,RB,,,,,
player,201709170clt,clt,MackMa00,offense,11,,,,,
player,201709170clt,clt,MackMa00,off_pct,15%,,,,,
player,201709170clt,clt,MackMa00,defense,0,,,,,
player,201709170clt,clt,MackMa00,def_pct,0%,,,,,
player,201709170clt,clt,MackMa00,special_teams,0,,,,,
player,201709170clt,clt,MackMa00,st_pct,0%,,,,,
player,201709170clt,clt,BrayQu00,pos,WR,,,,,
player,201709170clt,clt,BrayQu00,offense,6,,,,,
player,201709170clt,clt,BrayQu00,off_pct,8%,,,,,
player,201709170clt,clt,BrayQu00,defense,0,,,,,
player,201709170clt,clt,BrayQu00,def_pct,0%,,,,,
player,201709170clt,clt,BrayQu00,special_teams,10,,,,,
player,201709170clt,clt,BrayQu00,st_pct,32%,,,,,
player,201709170clt,clt,FarlMa00,pos,SS,,,,,
player,201709170clt,clt,FarlMa00,offense,0,,,,,
player,201709170clt,clt,FarlMa00,off_pct,0%,,,,,
player,201709170clt,clt,FarlMa00,defense,66,,,,,
player,201709170clt,clt,FarlMa00,def_pct,100%,,,,,
player,201709170clt,clt,FarlMa00,special_teams,15,,,,,
player,201709170clt,clt,FarlMa00,st_pct,48%,,,,,
player,201709170clt,clt,HookMa00,pos,FS,,,,,
player,201709170clt,clt,HookMa00,offense,0,,,,,
player,201709170clt,clt,HookMa00,off_pct,0%,,,,,
player,201709170clt,clt,HookMa00,defense,66,,,,,
player,201709170clt,clt,HookMa00,def_pct,100%,,,,,
player,201709170clt,clt,HookMa00,special_teams,7,,,,,
player,201709170clt,clt,HookMa00,st_pct,23%,,,,,
player,201709170clt,clt,BostJo00,pos,LB,,,,,
player,201709170clt,clt,BostJo00,offense,0,,,,,
player,201709170clt,clt,BostJo00,off_pct,0%,,,,,
player,201709170clt,clt,BostJo00,defense,66,,,,,
player,201709170clt,clt,BostJo00,def_pct,100%,,,,,
player,201709170clt,clt,BostJo00,special_teams,5,,,,,
player,201709170clt,clt,BostJo00,st_pct,16%,,,,,
player,201709170clt,clt,MelvRa00,pos,CB,,,,,
player,201709170clt,clt,MelvRa00,offense,0,,,,,
player,201709170clt,clt,MelvRa00,off_pct,0%,,,,,
player,201709170clt,clt,MelvRa00,defense,66,,,,,
player,201709170clt,clt,MelvRa00,def_pct,100%,,,,,
player,201709170clt,clt,MelvRa00,special_teams,5,,,,,
player,201709170clt,clt,MelvRa00,st_pct,16%,,,,,
player,201709170clt,clt,WilsQu01,pos,CB,,,,,
player,201709170clt,clt,WilsQu01,offense,0,,,,,
player,201709170clt,clt,WilsQu01,off_pct,0%,,,,,
player,201709170clt,clt,WilsQu01,defense,65,,,,,
player,201709170clt,clt,WilsQu01,def_pct,98%,,,,,
player,201709170clt,clt,WilsQu01,special_teams,5,,,,,
player,201709170clt,clt,WilsQu01,st_pct,16%,,,,,
player,201709170clt,clt,SimoJo01,pos,LB,,,,,
player,201709170clt,clt,SimoJo01,offense,0,,,,,
player,201709170clt,clt,SimoJo01,off_pct,0%,,,,,
player,201709170clt,clt,SimoJo01,defense,60,,,,,
player,201709170clt,clt,SimoJo01,def_pct,91%,,,,,
player,201709170clt,clt,SimoJo01,special_teams,5,,,,,
player,201709170clt,clt,SimoJo01,st_pct,16%,,,,,
player,201709170clt,clt,SheaJa00,pos,LB,,,,,
player,201709170clt,clt,SheaJa00,offense,0,,,,,
player,201709170clt,clt,SheaJa00,off_pct,0%,,,,,
player,201709170clt,clt,SheaJa00,defense,57,,,,,
player,201709170clt,clt,SheaJa00,def_pct,86%,,,,,
player,201709170clt,clt,SheaJa00,special_teams,0,,,,,
player,201709170clt,clt,SheaJa00,st_pct,0%,,,,,
player,201709170clt,clt,GeorJe01,pos,LB,,,,,
player,201709170clt,clt,GeorJe01,offense,0,,,,,
player,201709170clt,clt,GeorJe01,off_pct,0%,,,,,
player,201709170clt,clt,GeorJe01,defense,52,,,,,
player,201709170clt,clt,GeorJe01,def_pct,79%,,,,,
player,201709170clt,clt,GeorJe01,special_teams,8,,,,,
player,201709170clt,clt,GeorJe01,st_pct,26%,,,,,
player,201709170clt,clt,HairNa00,pos,CB,,,,,
player,201709170clt,clt,HairNa00,offense,0,,,,,
player,201709170clt,clt,HairNa00,off_pct,0%,,,,,
player,201709170clt,clt,HairNa00,defense,44,,,,,
player,201709170clt,clt,HairNa00,def_pct,67%,,,,,
player,201709170clt,clt,HairNa00,special_teams,2,,,,,
player,201709170clt,clt,HairNa00,st_pct,6%,,,,,
player,201709170clt,clt,HuntMa00,pos,DE,,,,,
player,201709170clt,clt,HuntMa00,offense,0,,,,,
player,201709170clt,clt,HuntMa00,off_pct,0%,,,,,
player,201709170clt,clt,HuntMa00,defense,31,,,,,
player,201709170clt,clt,HuntMa00,def_pct,47%,,,,,
player,201709170clt,clt,HuntMa00,special_teams,19,,,,,
player,201709170clt,clt,HuntMa00,st_pct,61%,,,,,
player,201709170clt,clt,AndeHe00,pos,DE,,,,,
player,201709170clt,clt,AndeHe00,offense,0,,,,,
player,201709170clt,clt,AndeHe00,off_pct,0%,,,,,
player,201709170clt,clt,AndeHe00,defense,31,,,,,
player,201709170clt,clt,AndeHe00,def_pct,47%,,,,,
player,201709170clt,clt,AndeHe00,special_teams,6,,,,,
player,201709170clt,clt,AndeHe00,st_pct,19%,,,,,
player,201709170clt,clt,WoodAl99,pos,NT,,,,,
player,201709170clt,clt,WoodAl99,offense,0,,,,,
player,201709170clt,clt,WoodAl99,off_pct,0%,,,,,
player,201709170clt,clt,WoodAl99,defense,31,,,,,
player,201709170clt,clt,WoodAl99,def_pct,47%,,,,,
player,201709170clt,clt,WoodAl99,special_teams,5,,,,,
player,201709170clt,clt,WoodAl99,st_pct,16%,,,,,
player,201709170clt,clt,HankJo00,pos,DT,,,,,
player,201709170clt,clt,HankJo00,offense,0,,,,,
player,201709170clt,clt,HankJo00,off_pct,0%,,,,,
player,201709170clt,clt,HankJo00,defense,31,,,,,
player,201709170clt,clt,HankJo00,def_pct,47%,,,,,
player,201709170clt,clt,HankJo00,special_teams,0,,,,,
player,201709170clt,clt,HankJo00,st_pct,0%,,,,,
player,201709170clt,clt,MingBa00,pos,LB,,,,,
player,201709170clt,clt,MingBa00,offense,0,,,,,
player,201709170clt,clt,MingBa00,off_pct,0%,,,,,
player,201709170clt,clt,MingBa00,defense,16,,,,,
player,201709170clt,clt,MingBa00,def_pct,24%,,,,,
player,201709170clt,clt,MingBa00,special_teams,22,,,,,
player,201709170clt,clt,MingBa00,st_pct,71%,,,,,
player,201709170clt,clt,MoorKe03,pos,CB,,,,,
player,201709170clt,clt,MoorKe03,offense,0,,,,,
player,201709170clt,clt,MoorKe03,off_pct,0%,,,,,
player,201709170clt,clt,MoorKe03,defense,13,,,,,
player,201709170clt,clt,MoorKe03,def_pct,20%,,,,,
player,201709170clt,clt,MoorKe03,special_teams,27,,,,,
player,201709170clt,clt,MoorKe03,st_pct,87%,,,,,
player,201709170clt,clt,RidgHa00,pos,DT,,,,,
player,201709170clt,clt,RidgHa00,offense,0,,,,,
player,201709170clt,clt,RidgHa00,off_pct,0%,,,,,
player,201709170clt,clt,RidgHa00,defense,11,,,,,
player,201709170clt,clt,RidgHa00,def_pct,17%,,,,,
player,201709170clt,clt,RidgHa00,special_teams,6,,,,,
player,201709170clt,clt,RidgHa00,st_pct,19%,,,,,
player,201709170clt,clt,StewGr00,pos,NT,,,,,
player,201709170clt,clt,StewGr00,offense,0,,,,,
player,201709170clt,clt,StewGr00,off_pct,0%,,,,,
player,201709170clt,clt,StewGr00,defense,11,,,,,
player,201709170clt,clt,StewGr00,def_pct,17%,,,,,
player,201709170clt,clt,StewGr00,special_teams,4,,,,,
player,201709170clt,clt,StewGr00,st_pct,13%,,,,,
player,201709170clt,clt,BashTa00,pos,LB,,,,,
player,201709170clt,clt,BashTa00,offense,0,,,,,
player,201709170clt,clt,BashTa00,off_pct,0%,,,,,
player,201709170clt,clt,BashTa00,defense,9,,,,,
player,201709170clt,clt,BashTa00,def_pct,14%,,,,,
player,201709170clt,clt,BashTa00,special_teams,5,,,,,
player,201709170clt,clt,BashTa00,st_pct,16%,,,,,
player,201709170clt,clt,GreeT.00,pos,SS,,,,,
player,201709170clt,clt,GreeT.00,offense,0,,,,,
player,201709170clt,clt,GreeT.00,off_pct,0%,,,,,
player,201709170clt,clt,GreeT.00,defense,1,,,,,
player,201709170clt,clt,GreeT.00,def_pct,2%,,,,,
player,201709170clt,clt,GreeT.00,special_teams,2,,,,,
player,201709170clt,clt,GreeT.00,st_pct,6%,,,,,
player,201709170clt,clt,MiltCh00,pos,CB,,,,,
player,201709170clt,clt,MiltCh00,offense,0,,,,,
player,201709170clt,clt,MiltCh00,off_pct,0%,,,,,
player,201709170clt,clt,MiltCh00,defense,0,,,,,
player,201709170clt,clt,MiltCh00,def_pct,0%,,,,,
player,201709170clt,clt,MiltCh00,special_teams,27,,,,,
player,201709170clt,clt,MiltCh00,st_pct,87%,,,,,
player,201709170clt,clt,SpenSe00,pos,LB,,,,,
player,201709170clt,clt,SpenSe00,offense,0,,,,,
player,201709170clt,clt,SpenSe00,off_pct,0%,,,,,
player,201709170clt,clt,SpenSe00,defense,0,,,,,
player,201709170clt,clt,SpenSe00,def_pct,0%,,,,,
player,201709170clt,clt,SpenSe00,special_teams,27,,,,,
player,201709170clt,clt,SpenSe00,st_pct,87%,,,,,
player,201709170clt,clt,SancRi00,pos,P,,,,,
player,201709170clt,clt,SancRi00,offense,0,,,,,
player,201709170clt,clt,SancRi00,off_pct,0%,,,,,
player,201709170clt,clt,SancRi00,defense,0,,,,,
player,201709170clt,clt,SancRi00,def_pct,0%,,,,,
player,201709170clt,clt,SancRi00,special_teams,16,,,,,
player,201709170clt,clt,SancRi00,st_pct,52%,,,,,
player,201709170clt,clt,SankDa00,pos,LB,,,,,
player,201709170clt,clt,SankDa00,offense,0,,,,,
player,201709170clt,clt,SankDa00,off_pct,0%,,,,,
player,201709170clt,clt,SankDa00,defense,0,,,,,
player,201709170clt,clt,SankDa00,def_pct,0%,,,,,
player,201709170clt,clt,SankDa00,special_teams,13,,,,,
player,201709170clt,clt,SankDa00,st_pct,42%,,,,,
player,201709170clt,clt,RhodLu00,pos,LS,,,,,
player,201709170clt,clt,RhodLu00,offense,0,,,,,
player,201709170clt,clt,RhodLu00,off_pct,0%,,,,,
player,201709170clt,clt,RhodLu00,defense,0,,,,,
player,201709170clt,clt,RhodLu00,def_pct,0%,,,,,
player,201709170clt,clt,RhodLu00,special_teams,12,,,,,
player,201709170clt,clt,RhodLu00,st_pct,39%,,,,,
player,201709170clt,clt,vinatada01,pos,K,,,,,
player,201709170clt,clt,vinatada01,offense,0,,,,,
player,201709170clt,clt,vinatada01,off_pct,0%,,,,,
player,201709170clt,clt,vinatada01,defense,0,,,,,
player,201709170clt,clt,vinatada01,def_pct,0%,,,,,
player,201709170clt,clt,vinatada01,special_teams,4,,,,,
player,201709170clt,clt,vinatada01,st_pct,13%,,,,,
player,201709170clt,clt,RedmAd00,pos,C,,,,,
player,201709170clt,clt,RedmAd00,offense,0,,,,,
player,201709170clt,clt,RedmAd00,off_pct,0%,,,,,
player,201709170clt,clt,RedmAd00,defense,0,,,,,
player,201709170clt,clt,RedmAd00,def_pct,0%,,,,,
player,201709170clt,clt,RedmAd00,special_teams,4,,,,,
player,201709170clt,clt,RedmAd00,st_pct,13%,,,,,
player,201709170clt,clt,ClarLe01,pos,T,,,,,
player,201709170clt,clt,ClarLe01,offense,0,,,,,
player,201709170clt,clt,ClarLe01,off_pct,0%,,,,,
player,201709170clt,clt,ClarLe01,defense,0,,,,,
player,201709170clt,clt,ClarLe01,def_pct,0%,,,,,
player,201709170clt,clt,ClarLe01,special_teams,4,,,,,
player,201709170clt,clt,ClarLe01,st_pct,13%,,,,,
player,201709170clt,crd,WetzJo00,pos,T,,,,,
player,201709170clt,crd,WetzJo00,offense,66,,,,,
player,201709170clt,crd,WetzJo00,off_pct,100%,,,,,
player,201709170clt,crd,WetzJo00,defense,0,,,,,
player,201709170clt,crd,WetzJo00,def_pct,0%,,,,,
player,201709170clt,crd,WetzJo00,special_teams,5,,,,,
player,201709170clt,crd,WetzJo00,st_pct,16%,,,,,
player,201709170clt,crd,VeldJa20,pos,T,,,,,
player,201709170clt,crd,VeldJa20,offense,66,,,,,
player,201709170clt,crd,VeldJa20,off_pct,100%,,,,,
player,201709170clt,crd,VeldJa20,defense,0,,,,,
player,201709170clt,crd,VeldJa20,def_pct,0%,,,,,
player,201709170clt,crd,VeldJa20,special_teams,5,,,,,
player,201709170clt,crd,VeldJa20,st_pct,16%,,,,,
player,201709170clt,crd,BoehEv00,pos,G,,,,,
player,201709170clt,crd,BoehEv00,offense,66,,,,,
player,201709170clt,crd,BoehEv00,off_pct,100%,,,,,
player,201709170clt,crd,BoehEv00,defense,0,,,,,
player,201709170clt,crd,BoehEv00,def_pct,0%,,,,,
player,201709170clt,crd,BoehEv00,special_teams,5,,,,,
player,201709170clt,crd,BoehEv00,st_pct,16%,,,,,
player,201709170clt,crd,BoonAl21,pos,G,,,,,
player,201709170clt,crd,BoonAl21,offense,66,,,,,
player,201709170clt,crd,BoonAl21,off_pct,100%,,,,,
player,201709170clt,crd,BoonAl21,defense,0,,,,,
player,201709170clt,crd,BoonAl21,def_pct,0%,,,,,
player,201709170clt,crd,BoonAl21,special_teams,5,,,,,
player,201709170clt,crd,BoonAl21,st_pct,16%,,,,,
player,201709170clt,crd,ShipA.20,pos,C,,,,,
player,201709170clt,crd,ShipA.20,offense,66,,,,,
player,201709170clt,crd,ShipA.20,off_pct,100%,,,,,
player,201709170clt,crd,ShipA.20,defense,0,,,,,
player,201709170clt,crd,ShipA.20,def_pct,0%,,,,,
player,201709170clt,crd,ShipA.20,special_teams,0,,,,,
player,201709170clt,crd,ShipA.20,st_pct,0%,,,,,
player,201709170clt,crd,PalmCa00,pos,QB,,,,,
player,201709170clt,crd,PalmCa00,offense,66,,,,,
player,201709170clt,crd,PalmCa00,off_pct,100%,,,,,
player,201709170clt,crd,PalmCa00,defense,0,,,,,
player,201709170clt,crd,PalmCa00,def_pct,0%,,,,,
player,201709170clt,crd,PalmCa00,special_teams,0,,,,,
player,201709170clt,crd,PalmCa00,st_pct,0%,,,,,
player,201709170clt,crd,FitzLa00,pos,WR,,,,,
player,201709170clt,crd,FitzLa00,offense,62,,,,,
