game,2017,11,20171119,201711190chi,det,"Detroit Lions",27,chi,"Chicago Bears",24
team,201711190chi,det,First Downs,20,,,,,,
team,201711190chi,chi,First Downs,24,,,,,,
team,201711190chi,det,Rush-Yds-TDs,24-65-0,,,,,,
team,201711190chi,chi,Rush-Yds-TDs,30-222-2,,,,,,
team,201711190chi,det,Cmp-Att-Yd-TD-INT,21-31-299-2-0,,,,,,
team,201711190chi,chi,Cmp-Att-Yd-TD-INT,18-30-179-1-0,,,,,,
team,201711190chi,det,Sacked-Yards,3-12,,,,,,
team,201711190chi,chi,Sacked-Yards,1-3,,,,,,
team,201711190chi,det,Net Pass Yards,287,,,,,,
team,201711190chi,chi,Net Pass Yards,176,,,,,,
team,201711190chi,det,Total Yards,352,,,,,,
team,201711190chi,chi,Total Yards,398,,,,,,
team,201711190chi,det,Fumbles-Lost,2-1,,,,,,
team,201711190chi,chi,Fumbles-Lost,1-1,,,,,,
team,201711190chi,det,Turnovers,1,,,,,,
team,201711190chi,chi,Turnovers,1,,,,,,
team,201711190chi,det,Penalties-Yards,6-49,,,,,,
team,201711190chi,chi,Penalties-Yards,5-64,,,,,,
team,201711190chi,det,Third Down Conv.,3-10,,,,,,
team,201711190chi,chi,Third Down Conv.,3-9,,,,,,
team,201711190chi,det,Fourth Down Conv.,0-0,,,,,,
team,201711190chi,chi,Fourth Down Conv.,1-1,,,,,,
team,201711190chi,det,Time of Possession,30:36,,,,,,
team,201711190chi,chi,Time of Possession,29:24,,,,,,
player,201711190chi,det,StafMa00,pass_cmp,21,,,,,
player,201711190chi,det,StafMa00,pass_att,31,,,,,
player,201711190chi,det,StafMa00,pass_yds,299,,,,,
player,201711190chi,det,StafMa00,pass_td,2,,,,,
player,201711190chi,det,StafMa00,pass_int,0,,,,,
player,201711190chi,det,StafMa00,pass_sacked,3,,,,,
player,201711190chi,det,StafMa00,pass_sacked_yds,12,,,,,
player,201711190chi,det,StafMa00,pass_long,40,,,,,
player,201711190chi,det,StafMa00,pass_rating,120.2,,,,,
player,201711190chi,det,StafMa00,rush_att,3,,,,,
player,201711190chi,det,StafMa00,rush_yds,3,,,,,
player,201711190chi,det,StafMa00,rush_td,0,,,,,
player,201711190chi,det,StafMa00,rush_long,2,,,,,
player,201711190chi,det,StafMa00,targets,0,,,,,
player,201711190chi,det,StafMa00,rec,0,,,,,
player,201711190chi,det,StafMa00,rec_yds,0,,,,,
player,201711190chi,det,StafMa00,rec_td,0,,,,,
player,201711190chi,det,StafMa00,rec_long,0,,,,,
player,201711190chi,det,StafMa00,fumbles,1,,,,,
player,201711190chi,det,StafMa00,fumbles_lost,1,,,,,
player,201711190chi,det,RiddTh00,pass_cmp,0,,,,,
player,201711190chi,det,RiddTh00,pass_att,0,,,,,
player,201711190chi,det,RiddTh00,pass_yds,0,,,,,
player,201711190chi,det,RiddTh00,pass_td,0,,,,,
player,201711190chi,det,RiddTh00,pass_int,0,,,,,
player,201711190chi,det,RiddTh00,pass_sacked,0,,,,,
player,201711190chi,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201711190chi,det,RiddTh00,pass_long,0,,,,,
player,201711190chi,det,RiddTh00,pass_rating,,,,,,
player,201711190chi,det,RiddTh00,rush_att,9,,,,,
player,201711190chi,det,RiddTh00,rush_yds,35,,,,,
player,201711190chi,det,RiddTh00,rush_td,0,,,,,
player,201711190chi,det,RiddTh00,rush_long,10,,,,,
player,201711190chi,det,RiddTh00,targets,2,,,,,
player,201711190chi,det,RiddTh00,rec,1,,,,,
player,201711190chi,det,RiddTh00,rec_yds,4,,,,,
player,201711190chi,det,RiddTh00,rec_td,0,,,,,
player,201711190chi,det,RiddTh00,rec_long,4,,,,,
player,201711190chi,det,RiddTh00,fumbles,0,,,,,
player,201711190chi,det,RiddTh00,fumbles_lost,0,,,,,
player,201711190chi,det,AbduAm00,pass_cmp,0,,,,,
player,201711190chi,det,AbduAm00,pass_att,0,,,,,
player,201711190chi,det,AbduAm00,pass_yds,0,,,,,
player,201711190chi,det,AbduAm00,pass_td,0,,,,,
player,201711190chi,det,AbduAm00,pass_int,0,,,,,
player,201711190chi,det,AbduAm00,pass_sacked,0,,,,,
player,201711190chi,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201711190chi,det,AbduAm00,pass_long,0,,,,,
player,201711190chi,det,AbduAm00,pass_rating,,,,,,
player,201711190chi,det,AbduAm00,rush_att,11,,,,,
player,201711190chi,det,AbduAm00,rush_yds,22,,,,,
player,201711190chi,det,AbduAm00,rush_td,0,,,,,
player,201711190chi,det,AbduAm00,rush_long,11,,,,,
player,201711190chi,det,AbduAm00,targets,2,,,,,
player,201711190chi,det,AbduAm00,rec,2,,,,,
player,201711190chi,det,AbduAm00,rec_yds,13,,,,,
player,201711190chi,det,AbduAm00,rec_td,1,,,,,
player,201711190chi,det,AbduAm00,rec_long,11,,,,,
player,201711190chi,det,AbduAm00,fumbles,0,,,,,
player,201711190chi,det,AbduAm00,fumbles_lost,0,,,,,
player,201711190chi,det,AgneJa00,pass_cmp,0,,,,,
player,201711190chi,det,AgneJa00,pass_att,0,,,,,
player,201711190chi,det,AgneJa00,pass_yds,0,,,,,
player,201711190chi,det,AgneJa00,pass_td,0,,,,,
player,201711190chi,det,AgneJa00,pass_int,0,,,,,
player,201711190chi,det,AgneJa00,pass_sacked,0,,,,,
player,201711190chi,det,AgneJa00,pass_sacked_yds,0,,,,,
player,201711190chi,det,AgneJa00,pass_long,0,,,,,
player,201711190chi,det,AgneJa00,pass_rating,,,,,,
player,201711190chi,det,AgneJa00,rush_att,1,,,,,
player,201711190chi,det,AgneJa00,rush_yds,5,,,,,
player,201711190chi,det,AgneJa00,rush_td,0,,,,,
player,201711190chi,det,AgneJa00,rush_long,5,,,,,
player,201711190chi,det,AgneJa00,targets,0,,,,,
player,201711190chi,det,AgneJa00,rec,0,,,,,
player,201711190chi,det,AgneJa00,rec_yds,0,,,,,
player,201711190chi,det,AgneJa00,rec_td,0,,,,,
player,201711190chi,det,AgneJa00,rec_long,0,,,,,
player,201711190chi,det,AgneJa00,fumbles,1,,,,,
player,201711190chi,det,AgneJa00,fumbles_lost,0,,,,,
player,201711190chi,det,JoneMa02,pass_cmp,0,,,,,
player,201711190chi,det,JoneMa02,pass_att,0,,,,,
player,201711190chi,det,JoneMa02,pass_yds,0,,,,,
player,201711190chi,det,JoneMa02,pass_td,0,,,,,
player,201711190chi,det,JoneMa02,pass_int,0,,,,,
player,201711190chi,det,JoneMa02,pass_sacked,0,,,,,
player,201711190chi,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201711190chi,det,JoneMa02,pass_long,0,,,,,
player,201711190chi,det,JoneMa02,pass_rating,,,,,,
player,201711190chi,det,JoneMa02,rush_att,0,,,,,
player,201711190chi,det,JoneMa02,rush_yds,0,,,,,
player,201711190chi,det,JoneMa02,rush_td,0,,,,,
player,201711190chi,det,JoneMa02,rush_long,0,,,,,
player,201711190chi,det,JoneMa02,targets,7,,,,,
player,201711190chi,det,JoneMa02,rec,4,,,,,
player,201711190chi,det,JoneMa02,rec_yds,85,,,,,
player,201711190chi,det,JoneMa02,rec_td,1,,,,,
player,201711190chi,det,JoneMa02,rec_long,28,,,,,
player,201711190chi,det,JoneMa02,fumbles,0,,,,,
player,201711190chi,det,JoneMa02,fumbles_lost,0,,,,,
player,201711190chi,det,JoneT.00,pass_cmp,0,,,,,
player,201711190chi,det,JoneT.00,pass_att,0,,,,,
player,201711190chi,det,JoneT.00,pass_yds,0,,,,,
player,201711190chi,det,JoneT.00,pass_td,0,,,,,
player,201711190chi,det,JoneT.00,pass_int,0,,,,,
player,201711190chi,det,JoneT.00,pass_sacked,0,,,,,
player,201711190chi,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201711190chi,det,JoneT.00,pass_long,0,,,,,
player,201711190chi,det,JoneT.00,pass_rating,,,,,,
player,201711190chi,det,JoneT.00,rush_att,0,,,,,
player,201711190chi,det,JoneT.00,rush_yds,0,,,,,
player,201711190chi,det,JoneT.00,rush_td,0,,,,,
player,201711190chi,det,JoneT.00,rush_long,0,,,,,
player,201711190chi,det,JoneT.00,targets,5,,,,,
player,201711190chi,det,JoneT.00,rec,4,,,,,
player,201711190chi,det,JoneT.00,rec_yds,55,,,,,
player,201711190chi,det,JoneT.00,rec_td,0,,,,,
player,201711190chi,det,JoneT.00,rec_long,17,,,,,
player,201711190chi,det,JoneT.00,fumbles,0,,,,,
player,201711190chi,det,JoneT.00,fumbles_lost,0,,,,,
player,201711190chi,det,GollKe00,pass_cmp,0,,,,,
player,201711190chi,det,GollKe00,pass_att,0,,,,,
player,201711190chi,det,GollKe00,pass_yds,0,,,,,
player,201711190chi,det,GollKe00,pass_td,0,,,,,
player,201711190chi,det,GollKe00,pass_int,0,,,,,
player,201711190chi,det,GollKe00,pass_sacked,0,,,,,
player,201711190chi,det,GollKe00,pass_sacked_yds,0,,,,,
player,201711190chi,det,GollKe00,pass_long,0,,,,,
player,201711190chi,det,GollKe00,pass_rating,,,,,,
player,201711190chi,det,GollKe00,rush_att,0,,,,,
player,201711190chi,det,GollKe00,rush_yds,0,,,,,
player,201711190chi,det,GollKe00,rush_td,0,,,,,
player,201711190chi,det,GollKe00,rush_long,0,,,,,
player,201711190chi,det,GollKe00,targets,3,,,,,
player,201711190chi,det,GollKe00,rec,2,,,,,
player,201711190chi,det,GollKe00,rec_yds,52,,,,,
player,201711190chi,det,GollKe00,rec_td,0,,,,,
player,201711190chi,det,GollKe00,rec_long,40,,,,,
player,201711190chi,det,GollKe00,fumbles,0,,,,,
player,201711190chi,det,GollKe00,fumbles_lost,0,,,,,
player,201711190chi,det,EbroEr00,pass_cmp,0,,,,,
player,201711190chi,det,EbroEr00,pass_att,0,,,,,
player,201711190chi,det,EbroEr00,pass_yds,0,,,,,
player,201711190chi,det,EbroEr00,pass_td,0,,,,,
player,201711190chi,det,EbroEr00,pass_int,0,,,,,
player,201711190chi,det,EbroEr00,pass_sacked,0,,,,,
player,201711190chi,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201711190chi,det,EbroEr00,pass_long,0,,,,,
player,201711190chi,det,EbroEr00,pass_rating,,,,,,
player,201711190chi,det,EbroEr00,rush_att,0,,,,,
player,201711190chi,det,EbroEr00,rush_yds,0,,,,,
player,201711190chi,det,EbroEr00,rush_td,0,,,,,
player,201711190chi,det,EbroEr00,rush_long,0,,,,,
player,201711190chi,det,EbroEr00,targets,7,,,,,
player,201711190chi,det,EbroEr00,rec,4,,,,,
player,201711190chi,det,EbroEr00,rec_yds,49,,,,,
player,201711190chi,det,EbroEr00,rec_td,0,,,,,
player,201711190chi,det,EbroEr00,rec_long,26,,,,,
player,201711190chi,det,EbroEr00,fumbles,0,,,,,
player,201711190chi,det,EbroEr00,fumbles_lost,0,,,,,
player,201711190chi,det,TateGo00,pass_cmp,0,,,,,
player,201711190chi,det,TateGo00,pass_att,0,,,,,
player,201711190chi,det,TateGo00,pass_yds,0,,,,,
