game,2017,2,20170917,201709170sea,sfo,"San Francisco 49ers",9,sea,"Seattle Seahawks",12
team,201709170sea,sfo,First Downs,11,,,,,,
team,201709170sea,sea,First Downs,21,,,,,,
team,201709170sea,sfo,Rush-Yds-TDs,19-159-0,,,,,,
team,201709170sea,sea,Rush-Yds-TDs,37-131-0,,,,,,
team,201709170sea,sfo,Cmp-Att-Yd-TD-INT,15-27-99-0-1,,,,,,
team,201709170sea,sea,Cmp-Att-Yd-TD-INT,23-39-198-1-0,,,,,,
team,201709170sea,sfo,Sacked-Yards,2-10,,,,,,
team,201709170sea,sea,Sacked-Yards,3-17,,,,,,
team,201709170sea,sfo,Net Pass Yards,89,,,,,,
team,201709170sea,sea,Net Pass Yards,181,,,,,,
team,201709170sea,sfo,Total Yards,248,,,,,,
team,201709170sea,sea,Total Yards,312,,,,,,
team,201709170sea,sfo,Fumbles-Lost,0-0,,,,,,
team,201709170sea,sea,Fumbles-Lost,2-0,,,,,,
team,201709170sea,sfo,Turnovers,1,,,,,,
team,201709170sea,sea,Turnovers,0,,,,,,
team,201709170sea,sfo,Penalties-Yards,6-66,,,,,,
team,201709170sea,sea,Penalties-Yards,9-71,,,,,,
team,201709170sea,sfo,Third Down Conv.,2-12,,,,,,
team,201709170sea,sea,Third Down Conv.,8-19,,,,,,
team,201709170sea,sfo,Fourth Down Conv.,0-0,,,,,,
team,201709170sea,sea,Fourth Down Conv.,1-1,,,,,,
team,201709170sea,sfo,Time of Possession,23:02,,,,,,
team,201709170sea,sea,Time of Possession,36:58,,,,,,
player,201709170sea,sfo,HoyeBr00,pass_cmp,15,,,,,
player,201709170sea,sfo,HoyeBr00,pass_att,27,,,,,
player,201709170sea,sfo,HoyeBr00,pass_yds,99,,,,,
player,201709170sea,sfo,HoyeBr00,pass_td,0,,,,,
player,201709170sea,sfo,HoyeBr00,pass_int,1,,,,,
player,201709170sea,sfo,HoyeBr00,pass_sacked,2,,,,,
player,201709170sea,sfo,HoyeBr00,pass_sacked_yds,10,,,,,
player,201709170sea,sfo,HoyeBr00,pass_long,14,,,,,
player,201709170sea,sfo,HoyeBr00,pass_rating,48.2,,,,,
player,201709170sea,sfo,HoyeBr00,rush_att,0,,,,,
player,201709170sea,sfo,HoyeBr00,rush_yds,0,,,,,
player,201709170sea,sfo,HoyeBr00,rush_td,0,,,,,
player,201709170sea,sfo,HoyeBr00,rush_long,0,,,,,
player,201709170sea,sfo,HoyeBr00,targets,0,,,,,
player,201709170sea,sfo,HoyeBr00,rec,0,,,,,
player,201709170sea,sfo,HoyeBr00,rec_yds,0,,,,,
player,201709170sea,sfo,HoyeBr00,rec_td,0,,,,,
player,201709170sea,sfo,HoyeBr00,rec_long,0,,,,,
player,201709170sea,sfo,HoyeBr00,fumbles,0,,,,,
player,201709170sea,sfo,HoyeBr00,fumbles_lost,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_cmp,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_att,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_yds,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_td,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_int,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_sacked,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_long,0,,,,,
player,201709170sea,sfo,HydeCa00,pass_rating,,,,,,
player,201709170sea,sfo,HydeCa00,rush_att,15,,,,,
player,201709170sea,sfo,HydeCa00,rush_yds,124,,,,,
player,201709170sea,sfo,HydeCa00,rush_td,0,,,,,
player,201709170sea,sfo,HydeCa00,rush_long,61,,,,,
player,201709170sea,sfo,HydeCa00,targets,6,,,,,
player,201709170sea,sfo,HydeCa00,rec,3,,,,,
player,201709170sea,sfo,HydeCa00,rec_yds,19,,,,,
player,201709170sea,sfo,HydeCa00,rec_td,0,,,,,
player,201709170sea,sfo,HydeCa00,rec_long,8,,,,,
player,201709170sea,sfo,HydeCa00,fumbles,0,,,,,
player,201709170sea,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_cmp,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_att,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_yds,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_td,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_int,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_sacked,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_long,0,,,,,
player,201709170sea,sfo,BreiMa00,pass_rating,,,,,,
player,201709170sea,sfo,BreiMa00,rush_att,4,,,,,
player,201709170sea,sfo,BreiMa00,rush_yds,35,,,,,
player,201709170sea,sfo,BreiMa00,rush_td,0,,,,,
player,201709170sea,sfo,BreiMa00,rush_long,13,,,,,
player,201709170sea,sfo,BreiMa00,targets,2,,,,,
player,201709170sea,sfo,BreiMa00,rec,1,,,,,
player,201709170sea,sfo,BreiMa00,rec_yds,3,,,,,
player,201709170sea,sfo,BreiMa00,rec_td,0,,,,,
player,201709170sea,sfo,BreiMa00,rec_long,3,,,,,
player,201709170sea,sfo,BreiMa00,fumbles,0,,,,,
player,201709170sea,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_cmp,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_att,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_yds,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_td,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_int,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_sacked,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_long,0,,,,,
player,201709170sea,sfo,GarcPi00,pass_rating,,,,,,
player,201709170sea,sfo,GarcPi00,rush_att,0,,,,,
player,201709170sea,sfo,GarcPi00,rush_yds,0,,,,,
player,201709170sea,sfo,GarcPi00,rush_td,0,,,,,
player,201709170sea,sfo,GarcPi00,rush_long,0,,,,,
player,201709170sea,sfo,GarcPi00,targets,5,,,,,
player,201709170sea,sfo,GarcPi00,rec,3,,,,,
player,201709170sea,sfo,GarcPi00,rec_yds,26,,,,,
player,201709170sea,sfo,GarcPi00,rec_td,0,,,,,
player,201709170sea,sfo,GarcPi00,rec_long,11,,,,,
player,201709170sea,sfo,GarcPi00,fumbles,0,,,,,
player,201709170sea,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_cmp,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_att,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_yds,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_td,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_int,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_sacked,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_long,0,,,,,
player,201709170sea,sfo,GoodMa00,pass_rating,,,,,,
player,201709170sea,sfo,GoodMa00,rush_att,0,,,,,
player,201709170sea,sfo,GoodMa00,rush_yds,0,,,,,
player,201709170sea,sfo,GoodMa00,rush_td,0,,,,,
player,201709170sea,sfo,GoodMa00,rush_long,0,,,,,
player,201709170sea,sfo,GoodMa00,targets,6,,,,,
player,201709170sea,sfo,GoodMa00,rec,3,,,,,
player,201709170sea,sfo,GoodMa00,rec_yds,26,,,,,
player,201709170sea,sfo,GoodMa00,rec_td,0,,,,,
player,201709170sea,sfo,GoodMa00,rec_long,12,,,,,
player,201709170sea,sfo,GoodMa00,fumbles,0,,,,,
player,201709170sea,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201709170sea,sfo,KittGe00,pass_cmp,0,,,,,
player,201709170sea,sfo,KittGe00,pass_att,0,,,,,
player,201709170sea,sfo,KittGe00,pass_yds,0,,,,,
player,201709170sea,sfo,KittGe00,pass_td,0,,,,,
player,201709170sea,sfo,KittGe00,pass_int,0,,,,,
player,201709170sea,sfo,KittGe00,pass_sacked,0,,,,,
player,201709170sea,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,KittGe00,pass_long,0,,,,,
player,201709170sea,sfo,KittGe00,pass_rating,,,,,,
player,201709170sea,sfo,KittGe00,rush_att,0,,,,,
player,201709170sea,sfo,KittGe00,rush_yds,0,,,,,
player,201709170sea,sfo,KittGe00,rush_td,0,,,,,
player,201709170sea,sfo,KittGe00,rush_long,0,,,,,
player,201709170sea,sfo,KittGe00,targets,2,,,,,
player,201709170sea,sfo,KittGe00,rec,2,,,,,
player,201709170sea,sfo,KittGe00,rec_yds,13,,,,,
player,201709170sea,sfo,KittGe00,rec_td,0,,,,,
player,201709170sea,sfo,KittGe00,rec_long,14,,,,,
player,201709170sea,sfo,KittGe00,fumbles,0,,,,,
player,201709170sea,sfo,KittGe00,fumbles_lost,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_cmp,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_att,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_yds,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_td,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_int,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_sacked,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_long,0,,,,,
player,201709170sea,sfo,TaylTr02,pass_rating,,,,,,
player,201709170sea,sfo,TaylTr02,rush_att,0,,,,,
player,201709170sea,sfo,TaylTr02,rush_yds,0,,,,,
player,201709170sea,sfo,TaylTr02,rush_td,0,,,,,
player,201709170sea,sfo,TaylTr02,rush_long,0,,,,,
player,201709170sea,sfo,TaylTr02,targets,4,,,,,
player,201709170sea,sfo,TaylTr02,rec,2,,,,,
player,201709170sea,sfo,TaylTr02,rec_yds,6,,,,,
player,201709170sea,sfo,TaylTr02,rec_td,0,,,,,
player,201709170sea,sfo,TaylTr02,rec_long,5,,,,,
player,201709170sea,sfo,TaylTr02,fumbles,0,,,,,
player,201709170sea,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_cmp,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_att,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_yds,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_td,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_int,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_sacked,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_long,0,,,,,
player,201709170sea,sfo,CeleGa00,pass_rating,,,,,,
player,201709170sea,sfo,CeleGa00,rush_att,0,,,,,
player,201709170sea,sfo,CeleGa00,rush_yds,0,,,,,
player,201709170sea,sfo,CeleGa00,rush_td,0,,,,,
player,201709170sea,sfo,CeleGa00,rush_long,0,,,,,
player,201709170sea,sfo,CeleGa00,targets,1,,,,,
player,201709170sea,sfo,CeleGa00,rec,1,,,,,
player,201709170sea,sfo,CeleGa00,rec_yds,6,,,,,
player,201709170sea,sfo,CeleGa00,rec_td,0,,,,,
player,201709170sea,sfo,CeleGa00,rec_long,6,,,,,
player,201709170sea,sfo,CeleGa00,fumbles,0,,,,,
player,201709170sea,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201709170sea,sea,WilsRu00,pass_cmp,23,,,,,
player,201709170sea,sea,WilsRu00,pass_att,39,,,,,
player,201709170sea,sea,WilsRu00,pass_yds,198,,,,,
player,201709170sea,sea,WilsRu00,pass_td,1,,,,,
player,201709170sea,sea,WilsRu00,pass_int,0,,,,,
player,201709170sea,sea,WilsRu00,pass_sacked,3,,,,,
player,201709170sea,sea,WilsRu00,pass_sacked_yds,17,,,,,
player,201709170sea,sea,WilsRu00,pass_long,22,,,,,
player,201709170sea,sea,WilsRu00,pass_rating,80.9,,,,,
player,201709170sea,sea,WilsRu00,rush_att,12,,,,,
player,201709170sea,sea,WilsRu00,rush_yds,34,,,,,
player,201709170sea,sea,WilsRu00,rush_td,0,,,,,
player,201709170sea,sea,WilsRu00,rush_long,11,,,,,
player,201709170sea,sea,WilsRu00,targets,0,,,,,
player,201709170sea,sea,WilsRu00,rec,0,,,,,
player,201709170sea,sea,WilsRu00,rec_yds,0,,,,,
player,201709170sea,sea,WilsRu00,rec_td,0,,,,,
player,201709170sea,sea,WilsRu00,rec_long,0,,,,,
player,201709170sea,sea,WilsRu00,fumbles,1,,,,,
player,201709170sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201709170sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201709170sea,sea,CarsCh00,pass_att,0,,,,,
player,201709170sea,sea,CarsCh00,pass_yds,0,,,,,
player,201709170sea,sea,CarsCh00,pass_td,0,,,,,
player,201709170sea,sea,CarsCh00,pass_int,0,,,,,
player,201709170sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201709170sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,CarsCh00,pass_long,0,,,,,
player,201709170sea,sea,CarsCh00,pass_rating,,,,,,
player,201709170sea,sea,CarsCh00,rush_att,20,,,,,
player,201709170sea,sea,CarsCh00,rush_yds,93,,,,,
player,201709170sea,sea,CarsCh00,rush_td,0,,,,,
player,201709170sea,sea,CarsCh00,rush_long,16,,,,,
player,201709170sea,sea,CarsCh00,targets,2,,,,,
player,201709170sea,sea,CarsCh00,rec,1,,,,,
player,201709170sea,sea,CarsCh00,rec_yds,7,,,,,
player,201709170sea,sea,CarsCh00,rec_td,0,,,,,
player,201709170sea,sea,CarsCh00,rec_long,7,,,,,
player,201709170sea,sea,CarsCh00,fumbles,0,,,,,
player,201709170sea,sea,CarsCh00,fumbles_lost,0,,,,,
player,201709170sea,sea,RawlTh00,pass_cmp,0,,,,,
player,201709170sea,sea,RawlTh00,pass_att,0,,,,,
player,201709170sea,sea,RawlTh00,pass_yds,0,,,,,
player,201709170sea,sea,RawlTh00,pass_td,0,,,,,
player,201709170sea,sea,RawlTh00,pass_int,0,,,,,
player,201709170sea,sea,RawlTh00,pass_sacked,0,,,,,
player,201709170sea,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,RawlTh00,pass_long,0,,,,,
player,201709170sea,sea,RawlTh00,pass_rating,,,,,,
player,201709170sea,sea,RawlTh00,rush_att,5,,,,,
player,201709170sea,sea,RawlTh00,rush_yds,4,,,,,
player,201709170sea,sea,RawlTh00,rush_td,0,,,,,
player,201709170sea,sea,RawlTh00,rush_long,7,,,,,
player,201709170sea,sea,RawlTh00,targets,0,,,,,
player,201709170sea,sea,RawlTh00,rec,0,,,,,
player,201709170sea,sea,RawlTh00,rec_yds,0,,,,,
player,201709170sea,sea,RawlTh00,rec_td,0,,,,,
player,201709170sea,sea,RawlTh00,rec_long,0,,,,,
player,201709170sea,sea,RawlTh00,fumbles,0,,,,,
player,201709170sea,sea,RawlTh00,fumbles_lost,0,,,,,
player,201709170sea,sea,LockTy00,pass_cmp,0,,,,,
player,201709170sea,sea,LockTy00,pass_att,0,,,,,
player,201709170sea,sea,LockTy00,pass_yds,0,,,,,
player,201709170sea,sea,LockTy00,pass_td,0,,,,,
player,201709170sea,sea,LockTy00,pass_int,0,,,,,
player,201709170sea,sea,LockTy00,pass_sacked,0,,,,,
player,201709170sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,LockTy00,pass_long,0,,,,,
player,201709170sea,sea,LockTy00,pass_rating,,,,,,
player,201709170sea,sea,LockTy00,rush_att,0,,,,,
player,201709170sea,sea,LockTy00,rush_yds,0,,,,,
player,201709170sea,sea,LockTy00,rush_td,0,,,,,
player,201709170sea,sea,LockTy00,rush_long,0,,,,,
player,201709170sea,sea,LockTy00,targets,9,,,,,
player,201709170sea,sea,LockTy00,rec,6,,,,,
player,201709170sea,sea,LockTy00,rec_yds,64,,,,,
player,201709170sea,sea,LockTy00,rec_td,0,,,,,
player,201709170sea,sea,LockTy00,rec_long,22,,,,,
player,201709170sea,sea,LockTy00,fumbles,0,,,,,
player,201709170sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201709170sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201709170sea,sea,BaldDo00,pass_att,0,,,,,
player,201709170sea,sea,BaldDo00,pass_yds,0,,,,,
player,201709170sea,sea,BaldDo00,pass_td,0,,,,,
player,201709170sea,sea,BaldDo00,pass_int,0,,,,,
player,201709170sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201709170sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,BaldDo00,pass_long,0,,,,,
player,201709170sea,sea,BaldDo00,pass_rating,,,,,,
player,201709170sea,sea,BaldDo00,rush_att,0,,,,,
player,201709170sea,sea,BaldDo00,rush_yds,0,,,,,
player,201709170sea,sea,BaldDo00,rush_td,0,,,,,
player,201709170sea,sea,BaldDo00,rush_long,0,,,,,
player,201709170sea,sea,BaldDo00,targets,9,,,,,
player,201709170sea,sea,BaldDo00,rec,6,,,,,
player,201709170sea,sea,BaldDo00,rec_yds,44,,,,,
player,201709170sea,sea,BaldDo00,rec_td,0,,,,,
player,201709170sea,sea,BaldDo00,rec_long,18,,,,,
player,201709170sea,sea,BaldDo00,fumbles,0,,,,,
player,201709170sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201709170sea,sea,WillLu00,pass_cmp,0,,,,,
player,201709170sea,sea,WillLu00,pass_att,0,,,,,
player,201709170sea,sea,WillLu00,pass_yds,0,,,,,
player,201709170sea,sea,WillLu00,pass_td,0,,,,,
player,201709170sea,sea,WillLu00,pass_int,0,,,,,
player,201709170sea,sea,WillLu00,pass_sacked,0,,,,,
player,201709170sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,WillLu00,pass_long,0,,,,,
player,201709170sea,sea,WillLu00,pass_rating,,,,,,
player,201709170sea,sea,WillLu00,rush_att,0,,,,,
player,201709170sea,sea,WillLu00,rush_yds,0,,,,,
player,201709170sea,sea,WillLu00,rush_td,0,,,,,
player,201709170sea,sea,WillLu00,rush_long,0,,,,,
player,201709170sea,sea,WillLu00,targets,3,,,,,
player,201709170sea,sea,WillLu00,rec,3,,,,,
player,201709170sea,sea,WillLu00,rec_yds,25,,,,,
player,201709170sea,sea,WillLu00,rec_td,0,,,,,
player,201709170sea,sea,WillLu00,rec_long,19,,,,,
player,201709170sea,sea,WillLu00,fumbles,0,,,,,
player,201709170sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201709170sea,sea,ProsC.00,pass_cmp,0,,,,,
player,201709170sea,sea,ProsC.00,pass_att,0,,,,,
player,201709170sea,sea,ProsC.00,pass_yds,0,,,,,
player,201709170sea,sea,ProsC.00,pass_td,0,,,,,
player,201709170sea,sea,ProsC.00,pass_int,0,,,,,
player,201709170sea,sea,ProsC.00,pass_sacked,0,,,,,
player,201709170sea,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,ProsC.00,pass_long,0,,,,,
player,201709170sea,sea,ProsC.00,pass_rating,,,,,,
player,201709170sea,sea,ProsC.00,rush_att,0,,,,,
player,201709170sea,sea,ProsC.00,rush_yds,0,,,,,
player,201709170sea,sea,ProsC.00,rush_td,0,,,,,
player,201709170sea,sea,ProsC.00,rush_long,0,,,,,
player,201709170sea,sea,ProsC.00,targets,6,,,,,
player,201709170sea,sea,ProsC.00,rec,3,,,,,
player,201709170sea,sea,ProsC.00,rec_yds,22,,,,,
player,201709170sea,sea,ProsC.00,rec_td,0,,,,,
player,201709170sea,sea,ProsC.00,rec_long,9,,,,,
player,201709170sea,sea,ProsC.00,fumbles,0,,,,,
player,201709170sea,sea,ProsC.00,fumbles_lost,0,,,,,
player,201709170sea,sea,RichPa01,pass_cmp,0,,,,,
player,201709170sea,sea,RichPa01,pass_att,0,,,,,
player,201709170sea,sea,RichPa01,pass_yds,0,,,,,
player,201709170sea,sea,RichPa01,pass_td,0,,,,,
player,201709170sea,sea,RichPa01,pass_int,0,,,,,
player,201709170sea,sea,RichPa01,pass_sacked,0,,,,,
player,201709170sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201709170sea,sea,RichPa01,pass_long,0,,,,,
player,201709170sea,sea,RichPa01,pass_rating,,,,,,
player,201709170sea,sea,RichPa01,rush_att,0,,,,,
player,201709170sea,sea,RichPa01,rush_yds,0,,,,,
player,201709170sea,sea,RichPa01,rush_td,0,,,,,
player,201709170sea,sea,RichPa01,rush_long,0,,,,,
player,201709170sea,sea,RichPa01,targets,5,,,,,
player,201709170sea,sea,RichPa01,rec,2,,,,,
player,201709170sea,sea,RichPa01,rec_yds,19,,,,,
player,201709170sea,sea,RichPa01,rec_td,1,,,,,
player,201709170sea,sea,RichPa01,rec_long,10,,,,,
player,201709170sea,sea,RichPa01,fumbles,0,,,,,
player,201709170sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201709170sea,sea,DarbAm00,pass_cmp,0,,,,,
player,201709170sea,sea,DarbAm00,pass_att,0,,,,,
player,201709170sea,sea,DarbAm00,pass_yds,0,,,,,
player,201709170sea,sea,DarbAm00,pass_td,0,,,,,
player,201709170sea,sea,DarbAm00,pass_int,0,,,,,
player,201709170sea,sea,DarbAm00,pass_sacked,0,,,,,
player,201709170sea,sea,DarbAm00,pass_sacked_yds,0,,,,,
player,201709170sea,sea,DarbAm00,pass_long,0,,,,,
player,201709170sea,sea,DarbAm00,pass_rating,,,,,,
player,201709170sea,sea,DarbAm00,rush_att,0,,,,,
player,201709170sea,sea,DarbAm00,rush_yds,0,,,,,
player,201709170sea,sea,DarbAm00,rush_td,0,,,,,
player,201709170sea,sea,DarbAm00,rush_long,0,,,,,
player,201709170sea,sea,DarbAm00,targets,1,,,,,
player,201709170sea,sea,DarbAm00,rec,1,,,,,
player,201709170sea,sea,DarbAm00,rec_yds,16,,,,,
player,201709170sea,sea,DarbAm00,rec_td,0,,,,,
player,201709170sea,sea,DarbAm00,rec_long,16,,,,,
