game,2017,2,20170917,201709170nor,nwe,"New England Patriots",36,nor,"New Orleans Saints",20
player,201709170nor,nor,LewiTo00,pass_sacked_yds,0,,,,,
player,201709170nor,nor,LewiTo00,pass_long,0,,,,,
player,201709170nor,nor,LewiTo00,pass_rating,,,,,,
player,201709170nor,nor,LewiTo00,rush_att,0,,,,,
player,201709170nor,nor,LewiTo00,rush_yds,0,,,,,
player,201709170nor,nor,LewiTo00,rush_td,0,,,,,
player,201709170nor,nor,LewiTo00,rush_long,0,,,,,
player,201709170nor,nor,LewiTo00,targets,2,,,,,
player,201709170nor,nor,LewiTo00,rec,1,,,,,
player,201709170nor,nor,LewiTo00,rec_yds,16,,,,,
player,201709170nor,nor,LewiTo00,rec_td,0,,,,,
player,201709170nor,nor,LewiTo00,rec_long,16,,,,,
player,201709170nor,nor,LewiTo00,fumbles,0,,,,,
player,201709170nor,nor,LewiTo00,fumbles_lost,0,,,,,
player,201709170nor,nor,HoomMi00,pass_cmp,0,,,,,
player,201709170nor,nor,HoomMi00,pass_att,0,,,,,
player,201709170nor,nor,HoomMi00,pass_yds,0,,,,,
player,201709170nor,nor,HoomMi00,pass_td,0,,,,,
player,201709170nor,nor,HoomMi00,pass_int,0,,,,,
player,201709170nor,nor,HoomMi00,pass_sacked,0,,,,,
player,201709170nor,nor,HoomMi00,pass_sacked_yds,0,,,,,
player,201709170nor,nor,HoomMi00,pass_long,0,,,,,
player,201709170nor,nor,HoomMi00,pass_rating,,,,,,
player,201709170nor,nor,HoomMi00,rush_att,0,,,,,
player,201709170nor,nor,HoomMi00,rush_yds,0,,,,,
player,201709170nor,nor,HoomMi00,rush_td,0,,,,,
player,201709170nor,nor,HoomMi00,rush_long,0,,,,,
player,201709170nor,nor,HoomMi00,targets,1,,,,,
player,201709170nor,nor,HoomMi00,rec,1,,,,,
player,201709170nor,nor,HoomMi00,rec_yds,8,,,,,
player,201709170nor,nor,HoomMi00,rec_td,0,,,,,
player,201709170nor,nor,HoomMi00,rec_long,8,,,,,
player,201709170nor,nor,HoomMi00,fumbles,0,,,,,
player,201709170nor,nor,HoomMi00,fumbles_lost,0,,,,,
player,201709170nor,nwe,WiseDe00,def_int,0,,,,,
player,201709170nor,nwe,WiseDe00,def_int_yds,0,,,,,
player,201709170nor,nwe,WiseDe00,def_int_td,0,,,,,
player,201709170nor,nwe,WiseDe00,def_int_long,0,,,,,
player,201709170nor,nwe,WiseDe00,pass_defended,0,,,,,
player,201709170nor,nwe,WiseDe00,sacks,1.0,,,,,
player,201709170nor,nwe,WiseDe00,tackles_combined,2,,,,,
player,201709170nor,nwe,WiseDe00,tackles_solo,2,,,,,
player,201709170nor,nwe,WiseDe00,tackles_assists,0,,,,,
player,201709170nor,nwe,WiseDe00,tackles_loss,2,,,,,
player,201709170nor,nwe,WiseDe00,qb_hits,5,,,,,
player,201709170nor,nwe,WiseDe00,fumbles_rec,0,,,,,
player,201709170nor,nwe,WiseDe00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,WiseDe00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,WiseDe00,fumbles_forced,0,,,,,
player,201709170nor,nwe,ChunPa99,def_int,0,,,,,
player,201709170nor,nwe,ChunPa99,def_int_yds,0,,,,,
player,201709170nor,nwe,ChunPa99,def_int_td,0,,,,,
player,201709170nor,nwe,ChunPa99,def_int_long,0,,,,,
player,201709170nor,nwe,ChunPa99,pass_defended,1,,,,,
player,201709170nor,nwe,ChunPa99,sacks,0.0,,,,,
player,201709170nor,nwe,ChunPa99,tackles_combined,8,,,,,
player,201709170nor,nwe,ChunPa99,tackles_solo,7,,,,,
player,201709170nor,nwe,ChunPa99,tackles_assists,1,,,,,
player,201709170nor,nwe,ChunPa99,tackles_loss,0,,,,,
player,201709170nor,nwe,ChunPa99,qb_hits,0,,,,,
player,201709170nor,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201709170nor,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201709170nor,nwe,RobeEl00,def_int,0,,,,,
player,201709170nor,nwe,RobeEl00,def_int_yds,0,,,,,
player,201709170nor,nwe,RobeEl00,def_int_td,0,,,,,
player,201709170nor,nwe,RobeEl00,def_int_long,0,,,,,
player,201709170nor,nwe,RobeEl00,pass_defended,0,,,,,
player,201709170nor,nwe,RobeEl00,sacks,0.0,,,,,
player,201709170nor,nwe,RobeEl00,tackles_combined,8,,,,,
player,201709170nor,nwe,RobeEl00,tackles_solo,7,,,,,
player,201709170nor,nwe,RobeEl00,tackles_assists,1,,,,,
player,201709170nor,nwe,RobeEl00,tackles_loss,0,,,,,
player,201709170nor,nwe,RobeEl00,qb_hits,0,,,,,
player,201709170nor,nwe,RobeEl00,fumbles_rec,0,,,,,
player,201709170nor,nwe,RobeEl00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,RobeEl00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,RobeEl00,fumbles_forced,0,,,,,
player,201709170nor,nwe,McCoDe99,def_int,0,,,,,
player,201709170nor,nwe,McCoDe99,def_int_yds,0,,,,,
player,201709170nor,nwe,McCoDe99,def_int_td,0,,,,,
player,201709170nor,nwe,McCoDe99,def_int_long,0,,,,,
player,201709170nor,nwe,McCoDe99,pass_defended,1,,,,,
player,201709170nor,nwe,McCoDe99,sacks,0.0,,,,,
player,201709170nor,nwe,McCoDe99,tackles_combined,6,,,,,
player,201709170nor,nwe,McCoDe99,tackles_solo,5,,,,,
player,201709170nor,nwe,McCoDe99,tackles_assists,1,,,,,
player,201709170nor,nwe,McCoDe99,tackles_loss,0,,,,,
player,201709170nor,nwe,McCoDe99,qb_hits,0,,,,,
player,201709170nor,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201709170nor,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201709170nor,nwe,RoweEr00,def_int,0,,,,,
player,201709170nor,nwe,RoweEr00,def_int_yds,0,,,,,
player,201709170nor,nwe,RoweEr00,def_int_td,0,,,,,
player,201709170nor,nwe,RoweEr00,def_int_long,0,,,,,
player,201709170nor,nwe,RoweEr00,pass_defended,0,,,,,
player,201709170nor,nwe,RoweEr00,sacks,0.0,,,,,
player,201709170nor,nwe,RoweEr00,tackles_combined,4,,,,,
player,201709170nor,nwe,RoweEr00,tackles_solo,4,,,,,
player,201709170nor,nwe,RoweEr00,tackles_assists,0,,,,,
player,201709170nor,nwe,RoweEr00,tackles_loss,0,,,,,
player,201709170nor,nwe,RoweEr00,qb_hits,0,,,,,
player,201709170nor,nwe,RoweEr00,fumbles_rec,0,,,,,
player,201709170nor,nwe,RoweEr00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,RoweEr00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,RoweEr00,fumbles_forced,0,,,,,
player,201709170nor,nwe,VanNKy00,def_int,0,,,,,
player,201709170nor,nwe,VanNKy00,def_int_yds,0,,,,,
player,201709170nor,nwe,VanNKy00,def_int_td,0,,,,,
player,201709170nor,nwe,VanNKy00,def_int_long,0,,,,,
player,201709170nor,nwe,VanNKy00,pass_defended,0,,,,,
player,201709170nor,nwe,VanNKy00,sacks,0.0,,,,,
player,201709170nor,nwe,VanNKy00,tackles_combined,4,,,,,
player,201709170nor,nwe,VanNKy00,tackles_solo,3,,,,,
player,201709170nor,nwe,VanNKy00,tackles_assists,1,,,,,
player,201709170nor,nwe,VanNKy00,tackles_loss,1,,,,,
player,201709170nor,nwe,VanNKy00,qb_hits,0,,,,,
player,201709170nor,nwe,VanNKy00,fumbles_rec,0,,,,,
player,201709170nor,nwe,VanNKy00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,VanNKy00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201709170nor,nwe,GuyxLa00,def_int,0,,,,,
player,201709170nor,nwe,GuyxLa00,def_int_yds,0,,,,,
player,201709170nor,nwe,GuyxLa00,def_int_td,0,,,,,
player,201709170nor,nwe,GuyxLa00,def_int_long,0,,,,,
player,201709170nor,nwe,GuyxLa00,pass_defended,0,,,,,
player,201709170nor,nwe,GuyxLa00,sacks,0.0,,,,,
player,201709170nor,nwe,GuyxLa00,tackles_combined,3,,,,,
player,201709170nor,nwe,GuyxLa00,tackles_solo,2,,,,,
player,201709170nor,nwe,GuyxLa00,tackles_assists,1,,,,,
player,201709170nor,nwe,GuyxLa00,tackles_loss,0,,,,,
player,201709170nor,nwe,GuyxLa00,qb_hits,1,,,,,
player,201709170nor,nwe,GuyxLa00,fumbles_rec,0,,,,,
player,201709170nor,nwe,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,GuyxLa00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,GuyxLa00,fumbles_forced,0,,,,,
player,201709170nor,nwe,HarmDu00,def_int,0,,,,,
player,201709170nor,nwe,HarmDu00,def_int_yds,0,,,,,
player,201709170nor,nwe,HarmDu00,def_int_td,0,,,,,
player,201709170nor,nwe,HarmDu00,def_int_long,0,,,,,
player,201709170nor,nwe,HarmDu00,pass_defended,0,,,,,
player,201709170nor,nwe,HarmDu00,sacks,0.0,,,,,
player,201709170nor,nwe,HarmDu00,tackles_combined,3,,,,,
player,201709170nor,nwe,HarmDu00,tackles_solo,2,,,,,
player,201709170nor,nwe,HarmDu00,tackles_assists,1,,,,,
player,201709170nor,nwe,HarmDu00,tackles_loss,0,,,,,
player,201709170nor,nwe,HarmDu00,qb_hits,0,,,,,
player,201709170nor,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201709170nor,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201709170nor,nwe,ButlMa01,def_int,0,,,,,
player,201709170nor,nwe,ButlMa01,def_int_yds,0,,,,,
player,201709170nor,nwe,ButlMa01,def_int_td,0,,,,,
player,201709170nor,nwe,ButlMa01,def_int_long,0,,,,,
player,201709170nor,nwe,ButlMa01,pass_defended,1,,,,,
player,201709170nor,nwe,ButlMa01,sacks,0.0,,,,,
player,201709170nor,nwe,ButlMa01,tackles_combined,2,,,,,
player,201709170nor,nwe,ButlMa01,tackles_solo,2,,,,,
player,201709170nor,nwe,ButlMa01,tackles_assists,0,,,,,
player,201709170nor,nwe,ButlMa01,tackles_loss,0,,,,,
player,201709170nor,nwe,ButlMa01,qb_hits,0,,,,,
player,201709170nor,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201709170nor,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201709170nor,nwe,FlowTr00,def_int,0,,,,,
player,201709170nor,nwe,FlowTr00,def_int_yds,0,,,,,
player,201709170nor,nwe,FlowTr00,def_int_td,0,,,,,
player,201709170nor,nwe,FlowTr00,def_int_long,0,,,,,
player,201709170nor,nwe,FlowTr00,pass_defended,0,,,,,
player,201709170nor,nwe,FlowTr00,sacks,0.0,,,,,
player,201709170nor,nwe,FlowTr00,tackles_combined,2,,,,,
player,201709170nor,nwe,FlowTr00,tackles_solo,1,,,,,
player,201709170nor,nwe,FlowTr00,tackles_assists,1,,,,,
player,201709170nor,nwe,FlowTr00,tackles_loss,0,,,,,
player,201709170nor,nwe,FlowTr00,qb_hits,1,,,,,
player,201709170nor,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201709170nor,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,FlowTr00,fumbles_forced,0,,,,,
player,201709170nor,nwe,GilmSt00,def_int,0,,,,,
player,201709170nor,nwe,GilmSt00,def_int_yds,0,,,,,
player,201709170nor,nwe,GilmSt00,def_int_td,0,,,,,
player,201709170nor,nwe,GilmSt00,def_int_long,0,,,,,
player,201709170nor,nwe,GilmSt00,pass_defended,0,,,,,
player,201709170nor,nwe,GilmSt00,sacks,0.0,,,,,
player,201709170nor,nwe,GilmSt00,tackles_combined,2,,,,,
player,201709170nor,nwe,GilmSt00,tackles_solo,2,,,,,
player,201709170nor,nwe,GilmSt00,tackles_assists,0,,,,,
player,201709170nor,nwe,GilmSt00,tackles_loss,0,,,,,
player,201709170nor,nwe,GilmSt00,qb_hits,0,,,,,
player,201709170nor,nwe,GilmSt00,fumbles_rec,0,,,,,
player,201709170nor,nwe,GilmSt00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,GilmSt00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,GilmSt00,fumbles_forced,0,,,,,
player,201709170nor,nwe,JoneJo03,def_int,0,,,,,
player,201709170nor,nwe,JoneJo03,def_int_yds,0,,,,,
player,201709170nor,nwe,JoneJo03,def_int_td,0,,,,,
player,201709170nor,nwe,JoneJo03,def_int_long,0,,,,,
player,201709170nor,nwe,JoneJo03,pass_defended,2,,,,,
player,201709170nor,nwe,JoneJo03,sacks,0.0,,,,,
player,201709170nor,nwe,JoneJo03,tackles_combined,2,,,,,
player,201709170nor,nwe,JoneJo03,tackles_solo,2,,,,,
player,201709170nor,nwe,JoneJo03,tackles_assists,0,,,,,
player,201709170nor,nwe,JoneJo03,tackles_loss,0,,,,,
player,201709170nor,nwe,JoneJo03,qb_hits,0,,,,,
player,201709170nor,nwe,JoneJo03,fumbles_rec,0,,,,,
player,201709170nor,nwe,JoneJo03,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,JoneJo03,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,JoneJo03,fumbles_forced,0,,,,,
player,201709170nor,nwe,RichJo00,def_int,0,,,,,
player,201709170nor,nwe,RichJo00,def_int_yds,0,,,,,
player,201709170nor,nwe,RichJo00,def_int_td,0,,,,,
player,201709170nor,nwe,RichJo00,def_int_long,0,,,,,
player,201709170nor,nwe,RichJo00,pass_defended,0,,,,,
player,201709170nor,nwe,RichJo00,sacks,0.0,,,,,
player,201709170nor,nwe,RichJo00,tackles_combined,2,,,,,
player,201709170nor,nwe,RichJo00,tackles_solo,2,,,,,
player,201709170nor,nwe,RichJo00,tackles_assists,0,,,,,
player,201709170nor,nwe,RichJo00,tackles_loss,0,,,,,
player,201709170nor,nwe,RichJo00,qb_hits,0,,,,,
player,201709170nor,nwe,RichJo00,fumbles_rec,0,,,,,
player,201709170nor,nwe,RichJo00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,RichJo00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,RichJo00,fumbles_forced,0,,,,,
player,201709170nor,nwe,BrowMa01,def_int,0,,,,,
player,201709170nor,nwe,BrowMa01,def_int_yds,0,,,,,
player,201709170nor,nwe,BrowMa01,def_int_td,0,,,,,
player,201709170nor,nwe,BrowMa01,def_int_long,0,,,,,
player,201709170nor,nwe,BrowMa01,pass_defended,0,,,,,
player,201709170nor,nwe,BrowMa01,sacks,0.0,,,,,
player,201709170nor,nwe,BrowMa01,tackles_combined,1,,,,,
player,201709170nor,nwe,BrowMa01,tackles_solo,0,,,,,
player,201709170nor,nwe,BrowMa01,tackles_assists,1,,,,,
player,201709170nor,nwe,BrowMa01,tackles_loss,0,,,,,
player,201709170nor,nwe,BrowMa01,qb_hits,0,,,,,
player,201709170nor,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201709170nor,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201709170nor,nwe,CardJo00,def_int,0,,,,,
player,201709170nor,nwe,CardJo00,def_int_yds,0,,,,,
player,201709170nor,nwe,CardJo00,def_int_td,0,,,,,
player,201709170nor,nwe,CardJo00,def_int_long,0,,,,,
player,201709170nor,nwe,CardJo00,pass_defended,0,,,,,
player,201709170nor,nwe,CardJo00,sacks,0.0,,,,,
player,201709170nor,nwe,CardJo00,tackles_combined,1,,,,,
player,201709170nor,nwe,CardJo00,tackles_solo,1,,,,,
player,201709170nor,nwe,CardJo00,tackles_assists,0,,,,,
player,201709170nor,nwe,CardJo00,tackles_loss,0,,,,,
player,201709170nor,nwe,CardJo00,qb_hits,0,,,,,
player,201709170nor,nwe,CardJo00,fumbles_rec,0,,,,,
player,201709170nor,nwe,CardJo00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,CardJo00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,CardJo00,fumbles_forced,0,,,,,
player,201709170nor,nwe,FlowMa00,def_int,0,,,,,
player,201709170nor,nwe,FlowMa00,def_int_yds,0,,,,,
player,201709170nor,nwe,FlowMa00,def_int_td,0,,,,,
player,201709170nor,nwe,FlowMa00,def_int_long,0,,,,,
player,201709170nor,nwe,FlowMa00,pass_defended,0,,,,,
player,201709170nor,nwe,FlowMa00,sacks,0.0,,,,,
player,201709170nor,nwe,FlowMa00,tackles_combined,1,,,,,
player,201709170nor,nwe,FlowMa00,tackles_solo,1,,,,,
player,201709170nor,nwe,FlowMa00,tackles_assists,0,,,,,
player,201709170nor,nwe,FlowMa00,tackles_loss,0,,,,,
player,201709170nor,nwe,FlowMa00,qb_hits,0,,,,,
player,201709170nor,nwe,FlowMa00,fumbles_rec,0,,,,,
player,201709170nor,nwe,FlowMa00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,FlowMa00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,FlowMa00,fumbles_forced,0,,,,,
player,201709170nor,nwe,LangHa00,def_int,0,,,,,
player,201709170nor,nwe,LangHa00,def_int_yds,0,,,,,
player,201709170nor,nwe,LangHa00,def_int_td,0,,,,,
player,201709170nor,nwe,LangHa00,def_int_long,0,,,,,
player,201709170nor,nwe,LangHa00,pass_defended,0,,,,,
player,201709170nor,nwe,LangHa00,sacks,0.0,,,,,
player,201709170nor,nwe,LangHa00,tackles_combined,1,,,,,
player,201709170nor,nwe,LangHa00,tackles_solo,1,,,,,
player,201709170nor,nwe,LangHa00,tackles_assists,0,,,,,
player,201709170nor,nwe,LangHa00,tackles_loss,0,,,,,
player,201709170nor,nwe,LangHa00,qb_hits,0,,,,,
player,201709170nor,nwe,LangHa00,fumbles_rec,0,,,,,
player,201709170nor,nwe,LangHa00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,LangHa00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,LangHa00,fumbles_forced,0,,,,,
player,201709170nor,nwe,MarsCa00,def_int,0,,,,,
player,201709170nor,nwe,MarsCa00,def_int_yds,0,,,,,
player,201709170nor,nwe,MarsCa00,def_int_td,0,,,,,
player,201709170nor,nwe,MarsCa00,def_int_long,0,,,,,
player,201709170nor,nwe,MarsCa00,pass_defended,0,,,,,
player,201709170nor,nwe,MarsCa00,sacks,0.0,,,,,
player,201709170nor,nwe,MarsCa00,tackles_combined,1,,,,,
player,201709170nor,nwe,MarsCa00,tackles_solo,1,,,,,
player,201709170nor,nwe,MarsCa00,tackles_assists,0,,,,,
player,201709170nor,nwe,MarsCa00,tackles_loss,0,,,,,
player,201709170nor,nwe,MarsCa00,qb_hits,0,,,,,
player,201709170nor,nwe,MarsCa00,fumbles_rec,0,,,,,
player,201709170nor,nwe,MarsCa00,fumbles_rec_yds,0,,,,,
player,201709170nor,nwe,MarsCa00,fumbles_rec_td,0,,,,,
player,201709170nor,nwe,MarsCa00,fumbles_forced,0,,,,,
player,201709170nor,nor,AnzaAl00,def_int,0,,,,,
player,201709170nor,nor,AnzaAl00,def_int_yds,0,,,,,
player,201709170nor,nor,AnzaAl00,def_int_td,0,,,,,
player,201709170nor,nor,AnzaAl00,def_int_long,0,,,,,
player,201709170nor,nor,AnzaAl00,pass_defended,0,,,,,
player,201709170nor,nor,AnzaAl00,sacks,1.0,,,,,
player,201709170nor,nor,AnzaAl00,tackles_combined,5,,,,,
player,201709170nor,nor,AnzaAl00,tackles_solo,4,,,,,
player,201709170nor,nor,AnzaAl00,tackles_assists,1,,,,,
player,201709170nor,nor,AnzaAl00,tackles_loss,1,,,,,
player,201709170nor,nor,AnzaAl00,qb_hits,1,,,,,
player,201709170nor,nor,AnzaAl00,fumbles_rec,0,,,,,
player,201709170nor,nor,AnzaAl00,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,AnzaAl00,fumbles_rec_td,0,,,,,
player,201709170nor,nor,AnzaAl00,fumbles_forced,0,,,,,
player,201709170nor,nor,KikaHa00,def_int,0,,,,,
player,201709170nor,nor,KikaHa00,def_int_yds,0,,,,,
player,201709170nor,nor,KikaHa00,def_int_td,0,,,,,
player,201709170nor,nor,KikaHa00,def_int_long,0,,,,,
player,201709170nor,nor,KikaHa00,pass_defended,0,,,,,
player,201709170nor,nor,KikaHa00,sacks,1.0,,,,,
player,201709170nor,nor,KikaHa00,tackles_combined,1,,,,,
player,201709170nor,nor,KikaHa00,tackles_solo,1,,,,,
player,201709170nor,nor,KikaHa00,tackles_assists,0,,,,,
player,201709170nor,nor,KikaHa00,tackles_loss,1,,,,,
player,201709170nor,nor,KikaHa00,qb_hits,1,,,,,
player,201709170nor,nor,KikaHa00,fumbles_rec,0,,,,,
player,201709170nor,nor,KikaHa00,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,KikaHa00,fumbles_rec_td,0,,,,,
player,201709170nor,nor,KikaHa00,fumbles_forced,0,,,,,
player,201709170nor,nor,WillP.00,def_int,0,,,,,
player,201709170nor,nor,WillP.00,def_int_yds,0,,,,,
player,201709170nor,nor,WillP.00,def_int_td,0,,,,,
player,201709170nor,nor,WillP.00,def_int_long,0,,,,,
player,201709170nor,nor,WillP.00,pass_defended,1,,,,,
player,201709170nor,nor,WillP.00,sacks,0.0,,,,,
player,201709170nor,nor,WillP.00,tackles_combined,10,,,,,
player,201709170nor,nor,WillP.00,tackles_solo,8,,,,,
player,201709170nor,nor,WillP.00,tackles_assists,2,,,,,
player,201709170nor,nor,WillP.00,tackles_loss,0,,,,,
player,201709170nor,nor,WillP.00,qb_hits,0,,,,,
player,201709170nor,nor,WillP.00,fumbles_rec,0,,,,,
player,201709170nor,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201709170nor,nor,WillP.00,fumbles_forced,0,,,,,
player,201709170nor,nor,LattMa01,def_int,0,,,,,
player,201709170nor,nor,LattMa01,def_int_yds,0,,,,,
player,201709170nor,nor,LattMa01,def_int_td,0,,,,,
player,201709170nor,nor,LattMa01,def_int_long,0,,,,,
player,201709170nor,nor,LattMa01,pass_defended,2,,,,,
player,201709170nor,nor,LattMa01,sacks,0.0,,,,,
player,201709170nor,nor,LattMa01,tackles_combined,7,,,,,
player,201709170nor,nor,LattMa01,tackles_solo,6,,,,,
player,201709170nor,nor,LattMa01,tackles_assists,1,,,,,
player,201709170nor,nor,LattMa01,tackles_loss,0,,,,,
player,201709170nor,nor,LattMa01,qb_hits,0,,,,,
player,201709170nor,nor,LattMa01,fumbles_rec,0,,,,,
player,201709170nor,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201709170nor,nor,LattMa01,fumbles_forced,0,,,,,
player,201709170nor,nor,BellVo00,def_int,0,,,,,
player,201709170nor,nor,BellVo00,def_int_yds,0,,,,,
player,201709170nor,nor,BellVo00,def_int_td,0,,,,,
player,201709170nor,nor,BellVo00,def_int_long,0,,,,,
player,201709170nor,nor,BellVo00,pass_defended,0,,,,,
player,201709170nor,nor,BellVo00,sacks,0.0,,,,,
player,201709170nor,nor,BellVo00,tackles_combined,5,,,,,
player,201709170nor,nor,BellVo00,tackles_solo,3,,,,,
player,201709170nor,nor,BellVo00,tackles_assists,2,,,,,
player,201709170nor,nor,BellVo00,tackles_loss,0,,,,,
player,201709170nor,nor,BellVo00,qb_hits,0,,,,,
player,201709170nor,nor,BellVo00,fumbles_rec,0,,,,,
player,201709170nor,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201709170nor,nor,BellVo00,fumbles_forced,0,,,,,
player,201709170nor,nor,VaccKe00,def_int,0,,,,,
player,201709170nor,nor,VaccKe00,def_int_yds,0,,,,,
player,201709170nor,nor,VaccKe00,def_int_td,0,,,,,
player,201709170nor,nor,VaccKe00,def_int_long,0,,,,,
player,201709170nor,nor,VaccKe00,pass_defended,0,,,,,
player,201709170nor,nor,VaccKe00,sacks,0.0,,,,,
player,201709170nor,nor,VaccKe00,tackles_combined,5,,,,,
player,201709170nor,nor,VaccKe00,tackles_solo,5,,,,,
player,201709170nor,nor,VaccKe00,tackles_assists,0,,,,,
player,201709170nor,nor,VaccKe00,tackles_loss,0,,,,,
player,201709170nor,nor,VaccKe00,qb_hits,0,,,,,
player,201709170nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201709170nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201709170nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201709170nor,nor,WillMa06,def_int,0,,,,,
player,201709170nor,nor,WillMa06,def_int_yds,0,,,,,
player,201709170nor,nor,WillMa06,def_int_td,0,,,,,
player,201709170nor,nor,WillMa06,def_int_long,0,,,,,
player,201709170nor,nor,WillMa06,pass_defended,0,,,,,
player,201709170nor,nor,WillMa06,sacks,0.0,,,,,
player,201709170nor,nor,WillMa06,tackles_combined,5,,,,,
player,201709170nor,nor,WillMa06,tackles_solo,3,,,,,
player,201709170nor,nor,WillMa06,tackles_assists,2,,,,,
player,201709170nor,nor,WillMa06,tackles_loss,0,,,,,
player,201709170nor,nor,WillMa06,qb_hits,0,,,,,
player,201709170nor,nor,WillMa06,fumbles_rec,0,,,,,
player,201709170nor,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201709170nor,nor,WillMa06,fumbles_forced,0,,,,,
player,201709170nor,nor,DaviTy01,def_int,0,,,,,
player,201709170nor,nor,DaviTy01,def_int_yds,0,,,,,
player,201709170nor,nor,DaviTy01,def_int_td,0,,,,,
player,201709170nor,nor,DaviTy01,def_int_long,0,,,,,
player,201709170nor,nor,DaviTy01,pass_defended,0,,,,,
player,201709170nor,nor,DaviTy01,sacks,0.0,,,,,
player,201709170nor,nor,DaviTy01,tackles_combined,4,,,,,
player,201709170nor,nor,DaviTy01,tackles_solo,3,,,,,
player,201709170nor,nor,DaviTy01,tackles_assists,1,,,,,
player,201709170nor,nor,DaviTy01,tackles_loss,0,,,,,
player,201709170nor,nor,DaviTy01,qb_hits,0,,,,,
player,201709170nor,nor,DaviTy01,fumbles_rec,0,,,,,
player,201709170nor,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201709170nor,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201709170nor,nor,DaviTy01,fumbles_forced,0,,,,,
player,201709170nor,nor,HarrDe04,def_int,0,,,,,
player,201709170nor,nor,HarrDe04,def_int_yds,0,,,,,
player,201709170nor,nor,HarrDe04,def_int_td,0,,,,,
player,201709170nor,nor,HarrDe04,def_int_long,0,,,,,
player,201709170nor,nor,HarrDe04,pass_defended,0,,,,,
player,201709170nor,nor,HarrDe04,sacks,0.0,,,,,
