game,2017,2,20170917,201709170atl,gnb,"Green Bay Packers",23,atl,"Atlanta Falcons",34
team,201709170atl,gnb,First Downs,24,,,,,,
team,201709170atl,atl,First Downs,19,,,,,,
team,201709170atl,gnb,Rush-Yds-TDs,15-59-1,,,,,,
team,201709170atl,atl,Rush-Yds-TDs,27-141-2,,,,,,
team,201709170atl,gnb,Cmp-Att-Yd-TD-INT,33-50-343-2-1,,,,,,
team,201709170atl,atl,Cmp-Att-Yd-TD-INT,19-28-252-1-0,,,,,,
team,201709170atl,gnb,Sacked-Yards,3-35,,,,,,
team,201709170atl,atl,Sacked-Yards,3-29,,,,,,
team,201709170atl,gnb,Net Pass Yards,308,,,,,,
team,201709170atl,atl,Net Pass Yards,223,,,,,,
team,201709170atl,gnb,Total Yards,367,,,,,,
team,201709170atl,atl,Total Yards,364,,,,,,
team,201709170atl,gnb,Fumbles-Lost,1-1,,,,,,
team,201709170atl,atl,Fumbles-Lost,0-0,,,,,,
team,201709170atl,gnb,Turnovers,2,,,,,,
team,201709170atl,atl,Turnovers,0,,,,,,
team,201709170atl,gnb,Penalties-Yards,10-70,,,,,,
team,201709170atl,atl,Penalties-Yards,6-34,,,,,,
team,201709170atl,gnb,Third Down Conv.,5-12,,,,,,
team,201709170atl,atl,Third Down Conv.,5-11,,,,,,
team,201709170atl,gnb,Fourth Down Conv.,3-3,,,,,,
team,201709170atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201709170atl,gnb,Time of Possession,31:23,,,,,,
team,201709170atl,atl,Time of Possession,28:37,,,,,,
player,201709170atl,gnb,RodgAa00,pass_cmp,33,,,,,
player,201709170atl,gnb,RodgAa00,pass_att,50,,,,,
player,201709170atl,gnb,RodgAa00,pass_yds,343,,,,,
player,201709170atl,gnb,RodgAa00,pass_td,2,,,,,
player,201709170atl,gnb,RodgAa00,pass_int,1,,,,,
player,201709170atl,gnb,RodgAa00,pass_sacked,3,,,,,
player,201709170atl,gnb,RodgAa00,pass_sacked_yds,35,,,,,
player,201709170atl,gnb,RodgAa00,pass_long,33,,,,,
player,201709170atl,gnb,RodgAa00,pass_rating,90.7,,,,,
player,201709170atl,gnb,RodgAa00,rush_att,2,,,,,
player,201709170atl,gnb,RodgAa00,rush_yds,8,,,,,
player,201709170atl,gnb,RodgAa00,rush_td,0,,,,,
player,201709170atl,gnb,RodgAa00,rush_long,9,,,,,
player,201709170atl,gnb,RodgAa00,targets,0,,,,,
player,201709170atl,gnb,RodgAa00,rec,0,,,,,
player,201709170atl,gnb,RodgAa00,rec_yds,0,,,,,
player,201709170atl,gnb,RodgAa00,rec_td,0,,,,,
player,201709170atl,gnb,RodgAa00,rec_long,0,,,,,
player,201709170atl,gnb,RodgAa00,fumbles,1,,,,,
player,201709170atl,gnb,RodgAa00,fumbles_lost,1,,,,,
player,201709170atl,gnb,MontTy01,pass_cmp,0,,,,,
player,201709170atl,gnb,MontTy01,pass_att,0,,,,,
player,201709170atl,gnb,MontTy01,pass_yds,0,,,,,
player,201709170atl,gnb,MontTy01,pass_td,0,,,,,
player,201709170atl,gnb,MontTy01,pass_int,0,,,,,
player,201709170atl,gnb,MontTy01,pass_sacked,0,,,,,
player,201709170atl,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201709170atl,gnb,MontTy01,pass_long,0,,,,,
player,201709170atl,gnb,MontTy01,pass_rating,,,,,,
player,201709170atl,gnb,MontTy01,rush_att,10,,,,,
player,201709170atl,gnb,MontTy01,rush_yds,35,,,,,
player,201709170atl,gnb,MontTy01,rush_td,1,,,,,
player,201709170atl,gnb,MontTy01,rush_long,7,,,,,
player,201709170atl,gnb,MontTy01,targets,7,,,,,
player,201709170atl,gnb,MontTy01,rec,6,,,,,
player,201709170atl,gnb,MontTy01,rec_yds,75,,,,,
player,201709170atl,gnb,MontTy01,rec_td,1,,,,,
player,201709170atl,gnb,MontTy01,rec_long,23,,,,,
player,201709170atl,gnb,MontTy01,fumbles,0,,,,,
player,201709170atl,gnb,MontTy01,fumbles_lost,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_cmp,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_att,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_yds,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_td,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_int,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_sacked,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_long,0,,,,,
player,201709170atl,gnb,CobbRa00,pass_rating,,,,,,
player,201709170atl,gnb,CobbRa00,rush_att,1,,,,,
player,201709170atl,gnb,CobbRa00,rush_yds,10,,,,,
player,201709170atl,gnb,CobbRa00,rush_td,0,,,,,
player,201709170atl,gnb,CobbRa00,rush_long,10,,,,,
player,201709170atl,gnb,CobbRa00,targets,9,,,,,
player,201709170atl,gnb,CobbRa00,rec,6,,,,,
player,201709170atl,gnb,CobbRa00,rec_yds,60,,,,,
player,201709170atl,gnb,CobbRa00,rec_td,0,,,,,
player,201709170atl,gnb,CobbRa00,rec_long,18,,,,,
player,201709170atl,gnb,CobbRa00,fumbles,0,,,,,
player,201709170atl,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201709170atl,gnb,WillJa06,pass_cmp,0,,,,,
player,201709170atl,gnb,WillJa06,pass_att,0,,,,,
player,201709170atl,gnb,WillJa06,pass_yds,0,,,,,
player,201709170atl,gnb,WillJa06,pass_td,0,,,,,
player,201709170atl,gnb,WillJa06,pass_int,0,,,,,
player,201709170atl,gnb,WillJa06,pass_sacked,0,,,,,
player,201709170atl,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201709170atl,gnb,WillJa06,pass_long,0,,,,,
player,201709170atl,gnb,WillJa06,pass_rating,,,,,,
player,201709170atl,gnb,WillJa06,rush_att,2,,,,,
player,201709170atl,gnb,WillJa06,rush_yds,6,,,,,
player,201709170atl,gnb,WillJa06,rush_td,0,,,,,
player,201709170atl,gnb,WillJa06,rush_long,4,,,,,
player,201709170atl,gnb,WillJa06,targets,1,,,,,
player,201709170atl,gnb,WillJa06,rec,1,,,,,
player,201709170atl,gnb,WillJa06,rec_yds,5,,,,,
player,201709170atl,gnb,WillJa06,rec_td,0,,,,,
player,201709170atl,gnb,WillJa06,rec_long,5,,,,,
player,201709170atl,gnb,WillJa06,fumbles,0,,,,,
player,201709170atl,gnb,WillJa06,fumbles_lost,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_cmp,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_att,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_yds,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_td,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_int,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_sacked,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_long,0,,,,,
player,201709170atl,gnb,AdamDa01,pass_rating,,,,,,
player,201709170atl,gnb,AdamDa01,rush_att,0,,,,,
player,201709170atl,gnb,AdamDa01,rush_yds,0,,,,,
player,201709170atl,gnb,AdamDa01,rush_td,0,,,,,
player,201709170atl,gnb,AdamDa01,rush_long,0,,,,,
player,201709170atl,gnb,AdamDa01,targets,10,,,,,
player,201709170atl,gnb,AdamDa01,rec,8,,,,,
player,201709170atl,gnb,AdamDa01,rec_yds,99,,,,,
player,201709170atl,gnb,AdamDa01,rec_td,1,,,,,
player,201709170atl,gnb,AdamDa01,rec_long,33,,,,,
player,201709170atl,gnb,AdamDa01,fumbles,0,,,,,
player,201709170atl,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201709170atl,gnb,BennMa00,pass_cmp,0,,,,,
player,201709170atl,gnb,BennMa00,pass_att,0,,,,,
player,201709170atl,gnb,BennMa00,pass_yds,0,,,,,
player,201709170atl,gnb,BennMa00,pass_td,0,,,,,
player,201709170atl,gnb,BennMa00,pass_int,0,,,,,
player,201709170atl,gnb,BennMa00,pass_sacked,0,,,,,
player,201709170atl,gnb,BennMa00,pass_sacked_yds,0,,,,,
player,201709170atl,gnb,BennMa00,pass_long,0,,,,,
player,201709170atl,gnb,BennMa00,pass_rating,,,,,,
player,201709170atl,gnb,BennMa00,rush_att,0,,,,,
player,201709170atl,gnb,BennMa00,rush_yds,0,,,,,
player,201709170atl,gnb,BennMa00,rush_td,0,,,,,
player,201709170atl,gnb,BennMa00,rush_long,0,,,,,
player,201709170atl,gnb,BennMa00,targets,11,,,,,
player,201709170atl,gnb,BennMa00,rec,5,,,,,
player,201709170atl,gnb,BennMa00,rec_yds,47,,,,,
player,201709170atl,gnb,BennMa00,rec_td,0,,,,,
player,201709170atl,gnb,BennMa00,rec_long,18,,,,,
player,201709170atl,gnb,BennMa00,fumbles,0,,,,,
player,201709170atl,gnb,BennMa00,fumbles_lost,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_cmp,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_att,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_yds,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_td,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_int,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_sacked,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_long,0,,,,,
player,201709170atl,gnb,AlliGe01,pass_rating,,,,,,
player,201709170atl,gnb,AlliGe01,rush_att,0,,,,,
player,201709170atl,gnb,AlliGe01,rush_yds,0,,,,,
player,201709170atl,gnb,AlliGe01,rush_td,0,,,,,
player,201709170atl,gnb,AlliGe01,rush_long,0,,,,,
player,201709170atl,gnb,AlliGe01,targets,5,,,,,
player,201709170atl,gnb,AlliGe01,rec,3,,,,,
player,201709170atl,gnb,AlliGe01,rec_yds,24,,,,,
player,201709170atl,gnb,AlliGe01,rec_td,0,,,,,
player,201709170atl,gnb,AlliGe01,rec_long,13,,,,,
player,201709170atl,gnb,AlliGe01,fumbles,0,,,,,
player,201709170atl,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201709170atl,gnb,RodgRi00,pass_cmp,0,,,,,
player,201709170atl,gnb,RodgRi00,pass_att,0,,,,,
player,201709170atl,gnb,RodgRi00,pass_yds,0,,,,,
player,201709170atl,gnb,RodgRi00,pass_td,0,,,,,
player,201709170atl,gnb,RodgRi00,pass_int,0,,,,,
