game,2017,1,20170911,201709110min,nor,"New Orleans Saints",19,min,"Minnesota Vikings",29
player,201709110min,nor,KamaAl00,rec_yds,20,,,,,
player,201709110min,nor,KamaAl00,rec_td,0,,,,,
player,201709110min,nor,KamaAl00,rec_long,15,,,,,
player,201709110min,nor,KamaAl00,fumbles,0,,,,,
player,201709110min,nor,KamaAl00,fumbles_lost,0,,,,,
player,201709110min,nor,PeteAd01,pass_cmp,0,,,,,
player,201709110min,nor,PeteAd01,pass_att,0,,,,,
player,201709110min,nor,PeteAd01,pass_yds,0,,,,,
player,201709110min,nor,PeteAd01,pass_td,0,,,,,
player,201709110min,nor,PeteAd01,pass_int,0,,,,,
player,201709110min,nor,PeteAd01,pass_sacked,0,,,,,
player,201709110min,nor,PeteAd01,pass_sacked_yds,0,,,,,
player,201709110min,nor,PeteAd01,pass_long,0,,,,,
player,201709110min,nor,PeteAd01,pass_rating,,,,,,
player,201709110min,nor,PeteAd01,rush_att,6,,,,,
player,201709110min,nor,PeteAd01,rush_yds,18,,,,,
player,201709110min,nor,PeteAd01,rush_td,0,,,,,
player,201709110min,nor,PeteAd01,rush_long,9,,,,,
player,201709110min,nor,PeteAd01,targets,1,,,,,
player,201709110min,nor,PeteAd01,rec,0,,,,,
player,201709110min,nor,PeteAd01,rec_yds,0,,,,,
player,201709110min,nor,PeteAd01,rec_td,0,,,,,
player,201709110min,nor,PeteAd01,rec_long,0,,,,,
player,201709110min,nor,PeteAd01,fumbles,0,,,,,
player,201709110min,nor,PeteAd01,fumbles_lost,0,,,,,
player,201709110min,nor,IngrMa01,pass_cmp,0,,,,,
player,201709110min,nor,IngrMa01,pass_att,0,,,,,
player,201709110min,nor,IngrMa01,pass_yds,0,,,,,
player,201709110min,nor,IngrMa01,pass_td,0,,,,,
player,201709110min,nor,IngrMa01,pass_int,0,,,,,
player,201709110min,nor,IngrMa01,pass_sacked,0,,,,,
player,201709110min,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201709110min,nor,IngrMa01,pass_long,0,,,,,
player,201709110min,nor,IngrMa01,pass_rating,,,,,,
player,201709110min,nor,IngrMa01,rush_att,6,,,,,
player,201709110min,nor,IngrMa01,rush_yds,17,,,,,
player,201709110min,nor,IngrMa01,rush_td,0,,,,,
player,201709110min,nor,IngrMa01,rush_long,7,,,,,
player,201709110min,nor,IngrMa01,targets,5,,,,,
player,201709110min,nor,IngrMa01,rec,5,,,,,
player,201709110min,nor,IngrMa01,rec_yds,54,,,,,
player,201709110min,nor,IngrMa01,rec_td,0,,,,,
player,201709110min,nor,IngrMa01,rec_long,18,,,,,
player,201709110min,nor,IngrMa01,fumbles,0,,,,,
player,201709110min,nor,IngrMa01,fumbles_lost,0,,,,,
player,201709110min,nor,GinnTe00,pass_cmp,0,,,,,
player,201709110min,nor,GinnTe00,pass_att,0,,,,,
player,201709110min,nor,GinnTe00,pass_yds,0,,,,,
player,201709110min,nor,GinnTe00,pass_td,0,,,,,
player,201709110min,nor,GinnTe00,pass_int,0,,,,,
player,201709110min,nor,GinnTe00,pass_sacked,0,,,,,
player,201709110min,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201709110min,nor,GinnTe00,pass_long,0,,,,,
player,201709110min,nor,GinnTe00,pass_rating,,,,,,
player,201709110min,nor,GinnTe00,rush_att,1,,,,,
player,201709110min,nor,GinnTe00,rush_yds,5,,,,,
player,201709110min,nor,GinnTe00,rush_td,0,,,,,
player,201709110min,nor,GinnTe00,rush_long,5,,,,,
player,201709110min,nor,GinnTe00,targets,5,,,,,
player,201709110min,nor,GinnTe00,rec,4,,,,,
player,201709110min,nor,GinnTe00,rec_yds,53,,,,,
player,201709110min,nor,GinnTe00,rec_td,0,,,,,
player,201709110min,nor,GinnTe00,rec_long,27,,,,,
player,201709110min,nor,GinnTe00,fumbles,0,,,,,
player,201709110min,nor,GinnTe00,fumbles_lost,0,,,,,
player,201709110min,nor,KuhnJo00,pass_cmp,0,,,,,
player,201709110min,nor,KuhnJo00,pass_att,0,,,,,
player,201709110min,nor,KuhnJo00,pass_yds,0,,,,,
player,201709110min,nor,KuhnJo00,pass_td,0,,,,,
player,201709110min,nor,KuhnJo00,pass_int,0,,,,,
player,201709110min,nor,KuhnJo00,pass_sacked,0,,,,,
player,201709110min,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201709110min,nor,KuhnJo00,pass_long,0,,,,,
player,201709110min,nor,KuhnJo00,pass_rating,,,,,,
player,201709110min,nor,KuhnJo00,rush_att,1,,,,,
player,201709110min,nor,KuhnJo00,rush_yds,2,,,,,
player,201709110min,nor,KuhnJo00,rush_td,0,,,,,
player,201709110min,nor,KuhnJo00,rush_long,2,,,,,
player,201709110min,nor,KuhnJo00,targets,0,,,,,
player,201709110min,nor,KuhnJo00,rec,0,,,,,
player,201709110min,nor,KuhnJo00,rec_yds,0,,,,,
player,201709110min,nor,KuhnJo00,rec_td,0,,,,,
player,201709110min,nor,KuhnJo00,rec_long,0,,,,,
player,201709110min,nor,KuhnJo00,fumbles,0,,,,,
player,201709110min,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201709110min,nor,FleeCo00,pass_cmp,0,,,,,
player,201709110min,nor,FleeCo00,pass_att,0,,,,,
player,201709110min,nor,FleeCo00,pass_yds,0,,,,,
player,201709110min,nor,FleeCo00,pass_td,0,,,,,
player,201709110min,nor,FleeCo00,pass_int,0,,,,,
player,201709110min,nor,FleeCo00,pass_sacked,0,,,,,
player,201709110min,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201709110min,nor,FleeCo00,pass_long,0,,,,,
player,201709110min,nor,FleeCo00,pass_rating,,,,,,
player,201709110min,nor,FleeCo00,rush_att,0,,,,,
player,201709110min,nor,FleeCo00,rush_yds,0,,,,,
player,201709110min,nor,FleeCo00,rush_td,0,,,,,
player,201709110min,nor,FleeCo00,rush_long,0,,,,,
player,201709110min,nor,FleeCo00,targets,6,,,,,
player,201709110min,nor,FleeCo00,rec,5,,,,,
player,201709110min,nor,FleeCo00,rec_yds,54,,,,,
player,201709110min,nor,FleeCo00,rec_td,1,,,,,
player,201709110min,nor,FleeCo00,rec_long,24,,,,,
player,201709110min,nor,FleeCo00,fumbles,0,,,,,
player,201709110min,nor,FleeCo00,fumbles_lost,0,,,,,
player,201709110min,nor,LewiTo00,pass_cmp,0,,,,,
player,201709110min,nor,LewiTo00,pass_att,0,,,,,
player,201709110min,nor,LewiTo00,pass_yds,0,,,,,
player,201709110min,nor,LewiTo00,pass_td,0,,,,,
player,201709110min,nor,LewiTo00,pass_int,0,,,,,
player,201709110min,nor,LewiTo00,pass_sacked,0,,,,,
player,201709110min,nor,LewiTo00,pass_sacked_yds,0,,,,,
player,201709110min,nor,LewiTo00,pass_long,0,,,,,
player,201709110min,nor,LewiTo00,pass_rating,,,,,,
player,201709110min,nor,LewiTo00,rush_att,0,,,,,
player,201709110min,nor,LewiTo00,rush_yds,0,,,,,
player,201709110min,nor,LewiTo00,rush_td,0,,,,,
player,201709110min,nor,LewiTo00,rush_long,0,,,,,
player,201709110min,nor,LewiTo00,targets,3,,,,,
player,201709110min,nor,LewiTo00,rec,2,,,,,
player,201709110min,nor,LewiTo00,rec_yds,52,,,,,
player,201709110min,nor,LewiTo00,rec_td,0,,,,,
player,201709110min,nor,LewiTo00,rec_long,52,,,,,
player,201709110min,nor,LewiTo00,fumbles,0,,,,,
player,201709110min,nor,LewiTo00,fumbles_lost,0,,,,,
player,201709110min,nor,ThomMi05,pass_cmp,0,,,,,
player,201709110min,nor,ThomMi05,pass_att,0,,,,,
player,201709110min,nor,ThomMi05,pass_yds,0,,,,,
player,201709110min,nor,ThomMi05,pass_td,0,,,,,
player,201709110min,nor,ThomMi05,pass_int,0,,,,,
player,201709110min,nor,ThomMi05,pass_sacked,0,,,,,
player,201709110min,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201709110min,nor,ThomMi05,pass_long,0,,,,,
player,201709110min,nor,ThomMi05,pass_rating,,,,,,
player,201709110min,nor,ThomMi05,rush_att,0,,,,,
player,201709110min,nor,ThomMi05,rush_yds,0,,,,,
player,201709110min,nor,ThomMi05,rush_td,0,,,,,
player,201709110min,nor,ThomMi05,rush_long,0,,,,,
player,201709110min,nor,ThomMi05,targets,8,,,,,
player,201709110min,nor,ThomMi05,rec,5,,,,,
player,201709110min,nor,ThomMi05,rec_yds,45,,,,,
player,201709110min,nor,ThomMi05,rec_td,0,,,,,
player,201709110min,nor,ThomMi05,rec_long,14,,,,,
player,201709110min,nor,ThomMi05,fumbles,0,,,,,
player,201709110min,nor,ThomMi05,fumbles_lost,0,,,,,
player,201709110min,nor,ColeBr00,pass_cmp,0,,,,,
player,201709110min,nor,ColeBr00,pass_att,0,,,,,
player,201709110min,nor,ColeBr00,pass_yds,0,,,,,
player,201709110min,nor,ColeBr00,pass_td,0,,,,,
player,201709110min,nor,ColeBr00,pass_int,0,,,,,
player,201709110min,nor,ColeBr00,pass_sacked,0,,,,,
player,201709110min,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201709110min,nor,ColeBr00,pass_long,0,,,,,
player,201709110min,nor,ColeBr00,pass_rating,,,,,,
player,201709110min,nor,ColeBr00,rush_att,0,,,,,
player,201709110min,nor,ColeBr00,rush_yds,0,,,,,
player,201709110min,nor,ColeBr00,rush_td,0,,,,,
player,201709110min,nor,ColeBr00,rush_long,0,,,,,
player,201709110min,nor,ColeBr00,targets,3,,,,,
player,201709110min,nor,ColeBr00,rec,2,,,,,
player,201709110min,nor,ColeBr00,rec_yds,13,,,,,
player,201709110min,nor,ColeBr00,rec_td,0,,,,,
player,201709110min,nor,ColeBr00,rec_long,9,,,,,
player,201709110min,nor,ColeBr00,fumbles,0,,,,,
player,201709110min,nor,ColeBr00,fumbles_lost,0,,,,,
player,201709110min,min,BradSa00,pass_cmp,27,,,,,
player,201709110min,min,BradSa00,pass_att,32,,,,,
player,201709110min,min,BradSa00,pass_yds,346,,,,,
player,201709110min,min,BradSa00,pass_td,3,,,,,
player,201709110min,min,BradSa00,pass_int,0,,,,,
player,201709110min,min,BradSa00,pass_sacked,1,,,,,
player,201709110min,min,BradSa00,pass_sacked_yds,5,,,,,
player,201709110min,min,BradSa00,pass_long,44,,,,,
player,201709110min,min,BradSa00,pass_rating,143.0,,,,,
player,201709110min,min,BradSa00,rush_att,2,,,,,
player,201709110min,min,BradSa00,rush_yds,-3,,,,,
player,201709110min,min,BradSa00,rush_td,0,,,,,
player,201709110min,min,BradSa00,rush_long,-1,,,,,
player,201709110min,min,BradSa00,targets,0,,,,,
player,201709110min,min,BradSa00,rec,0,,,,,
player,201709110min,min,BradSa00,rec_yds,0,,,,,
player,201709110min,min,BradSa00,rec_td,0,,,,,
player,201709110min,min,BradSa00,rec_long,0,,,,,
player,201709110min,min,BradSa00,fumbles,0,,,,,
player,201709110min,min,BradSa00,fumbles_lost,0,,,,,
player,201709110min,min,CookDa01,pass_cmp,0,,,,,
player,201709110min,min,CookDa01,pass_att,0,,,,,
player,201709110min,min,CookDa01,pass_yds,0,,,,,
player,201709110min,min,CookDa01,pass_td,0,,,,,
player,201709110min,min,CookDa01,pass_int,0,,,,,
player,201709110min,min,CookDa01,pass_sacked,0,,,,,
player,201709110min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201709110min,min,CookDa01,pass_long,0,,,,,
player,201709110min,min,CookDa01,pass_rating,,,,,,
player,201709110min,min,CookDa01,rush_att,22,,,,,
player,201709110min,min,CookDa01,rush_yds,127,,,,,
player,201709110min,min,CookDa01,rush_td,0,,,,,
player,201709110min,min,CookDa01,rush_long,33,,,,,
player,201709110min,min,CookDa01,targets,5,,,,,
player,201709110min,min,CookDa01,rec,3,,,,,
player,201709110min,min,CookDa01,rec_yds,10,,,,,
player,201709110min,min,CookDa01,rec_td,0,,,,,
player,201709110min,min,CookDa01,rec_long,4,,,,,
player,201709110min,min,CookDa01,fumbles,0,,,,,
player,201709110min,min,CookDa01,fumbles_lost,0,,,,,
player,201709110min,min,MurrLa00,pass_cmp,0,,,,,
player,201709110min,min,MurrLa00,pass_att,0,,,,,
player,201709110min,min,MurrLa00,pass_yds,0,,,,,
player,201709110min,min,MurrLa00,pass_td,0,,,,,
player,201709110min,min,MurrLa00,pass_int,0,,,,,
player,201709110min,min,MurrLa00,pass_sacked,0,,,,,
player,201709110min,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201709110min,min,MurrLa00,pass_long,0,,,,,
player,201709110min,min,MurrLa00,pass_rating,,,,,,
player,201709110min,min,MurrLa00,rush_att,2,,,,,
player,201709110min,min,MurrLa00,rush_yds,6,,,,,
player,201709110min,min,MurrLa00,rush_td,0,,,,,
player,201709110min,min,MurrLa00,rush_long,3,,,,,
player,201709110min,min,MurrLa00,targets,0,,,,,
player,201709110min,min,MurrLa00,rec,0,,,,,
player,201709110min,min,MurrLa00,rec_yds,0,,,,,
player,201709110min,min,MurrLa00,rec_td,0,,,,,
player,201709110min,min,MurrLa00,rec_long,0,,,,,
player,201709110min,min,MurrLa00,fumbles,1,,,,,
player,201709110min,min,MurrLa00,fumbles_lost,0,,,,,
player,201709110min,min,McKiJe00,pass_cmp,0,,,,,
player,201709110min,min,McKiJe00,pass_att,0,,,,,
player,201709110min,min,McKiJe00,pass_yds,0,,,,,
player,201709110min,min,McKiJe00,pass_td,0,,,,,
player,201709110min,min,McKiJe00,pass_int,0,,,,,
player,201709110min,min,McKiJe00,pass_sacked,0,,,,,
player,201709110min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201709110min,min,McKiJe00,pass_long,0,,,,,
player,201709110min,min,McKiJe00,pass_rating,,,,,,
player,201709110min,min,McKiJe00,rush_att,3,,,,,
player,201709110min,min,McKiJe00,rush_yds,5,,,,,
player,201709110min,min,McKiJe00,rush_td,0,,,,,
player,201709110min,min,McKiJe00,rush_long,10,,,,,
player,201709110min,min,McKiJe00,targets,3,,,,,
player,201709110min,min,McKiJe00,rec,3,,,,,
player,201709110min,min,McKiJe00,rec_yds,32,,,,,
player,201709110min,min,McKiJe00,rec_td,0,,,,,
player,201709110min,min,McKiJe00,rec_long,25,,,,,
player,201709110min,min,McKiJe00,fumbles,0,,,,,
player,201709110min,min,McKiJe00,fumbles_lost,0,,,,,
player,201709110min,min,ThieAd00,pass_cmp,0,,,,,
player,201709110min,min,ThieAd00,pass_att,0,,,,,
player,201709110min,min,ThieAd00,pass_yds,0,,,,,
player,201709110min,min,ThieAd00,pass_td,0,,,,,
player,201709110min,min,ThieAd00,pass_int,0,,,,,
player,201709110min,min,ThieAd00,pass_sacked,0,,,,,
player,201709110min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201709110min,min,ThieAd00,pass_long,0,,,,,
player,201709110min,min,ThieAd00,pass_rating,,,,,,
player,201709110min,min,ThieAd00,rush_att,0,,,,,
player,201709110min,min,ThieAd00,rush_yds,0,,,,,
player,201709110min,min,ThieAd00,rush_td,0,,,,,
player,201709110min,min,ThieAd00,rush_long,0,,,,,
player,201709110min,min,ThieAd00,targets,10,,,,,
player,201709110min,min,ThieAd00,rec,9,,,,,
player,201709110min,min,ThieAd00,rec_yds,157,,,,,
player,201709110min,min,ThieAd00,rec_td,0,,,,,
player,201709110min,min,ThieAd00,rec_long,44,,,,,
player,201709110min,min,ThieAd00,fumbles,0,,,,,
player,201709110min,min,ThieAd00,fumbles_lost,0,,,,,
player,201709110min,min,RudoKy00,pass_cmp,0,,,,,
player,201709110min,min,RudoKy00,pass_att,0,,,,,
player,201709110min,min,RudoKy00,pass_yds,0,,,,,
player,201709110min,min,RudoKy00,pass_td,0,,,,,
player,201709110min,min,RudoKy00,pass_int,0,,,,,
player,201709110min,min,RudoKy00,pass_sacked,0,,,,,
player,201709110min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201709110min,min,RudoKy00,pass_long,0,,,,,
player,201709110min,min,RudoKy00,pass_rating,,,,,,
player,201709110min,min,RudoKy00,rush_att,0,,,,,
player,201709110min,min,RudoKy00,rush_yds,0,,,,,
player,201709110min,min,RudoKy00,rush_td,0,,,,,
player,201709110min,min,RudoKy00,rush_long,0,,,,,
player,201709110min,min,RudoKy00,targets,3,,,,,
player,201709110min,min,RudoKy00,rec,3,,,,,
player,201709110min,min,RudoKy00,rec_yds,26,,,,,
player,201709110min,min,RudoKy00,rec_td,1,,,,,
player,201709110min,min,RudoKy00,rec_long,15,,,,,
player,201709110min,min,RudoKy00,fumbles,0,,,,,
player,201709110min,min,RudoKy00,fumbles_lost,0,,,,,
player,201709110min,min,WrigJa02,pass_cmp,0,,,,,
player,201709110min,min,WrigJa02,pass_att,0,,,,,
player,201709110min,min,WrigJa02,pass_yds,0,,,,,
player,201709110min,min,WrigJa02,pass_td,0,,,,,
player,201709110min,min,WrigJa02,pass_int,0,,,,,
player,201709110min,min,WrigJa02,pass_sacked,0,,,,,
player,201709110min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201709110min,min,WrigJa02,pass_long,0,,,,,
player,201709110min,min,WrigJa02,pass_rating,,,,,,
player,201709110min,min,WrigJa02,rush_att,0,,,,,
player,201709110min,min,WrigJa02,rush_yds,0,,,,,
player,201709110min,min,WrigJa02,rush_td,0,,,,,
player,201709110min,min,WrigJa02,rush_long,0,,,,,
player,201709110min,min,WrigJa02,targets,2,,,,,
player,201709110min,min,WrigJa02,rec,1,,,,,
player,201709110min,min,WrigJa02,rec_yds,21,,,,,
player,201709110min,min,WrigJa02,rec_td,0,,,,,
player,201709110min,min,WrigJa02,rec_long,21,,,,,
player,201709110min,min,WrigJa02,fumbles,0,,,,,
player,201709110min,min,WrigJa02,fumbles_lost,0,,,,,
player,201709110min,min,TreaLa00,pass_cmp,0,,,,,
player,201709110min,min,TreaLa00,pass_att,0,,,,,
player,201709110min,min,TreaLa00,pass_yds,0,,,,,
player,201709110min,min,TreaLa00,pass_td,0,,,,,
player,201709110min,min,TreaLa00,pass_int,0,,,,,
player,201709110min,min,TreaLa00,pass_sacked,0,,,,,
player,201709110min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201709110min,min,TreaLa00,pass_long,0,,,,,
player,201709110min,min,TreaLa00,pass_rating,,,,,,
player,201709110min,min,TreaLa00,rush_att,0,,,,,
player,201709110min,min,TreaLa00,rush_yds,0,,,,,
player,201709110min,min,TreaLa00,rush_td,0,,,,,
player,201709110min,min,TreaLa00,rush_long,0,,,,,
player,201709110min,min,TreaLa00,targets,1,,,,,
player,201709110min,min,TreaLa00,rec,1,,,,,
player,201709110min,min,TreaLa00,rec_yds,7,,,,,
player,201709110min,min,TreaLa00,rec_td,0,,,,,
player,201709110min,min,TreaLa00,rec_long,7,,,,,
player,201709110min,min,TreaLa00,fumbles,0,,,,,
player,201709110min,min,TreaLa00,fumbles_lost,0,,,,,
player,201709110min,min,DiggSt00,pass_cmp,0,,,,,
player,201709110min,min,DiggSt00,pass_att,0,,,,,
player,201709110min,min,DiggSt00,pass_yds,0,,,,,
player,201709110min,min,DiggSt00,pass_td,0,,,,,
player,201709110min,min,DiggSt00,pass_int,0,,,,,
player,201709110min,min,DiggSt00,pass_sacked,0,,,,,
player,201709110min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201709110min,min,DiggSt00,pass_long,0,,,,,
player,201709110min,min,DiggSt00,pass_rating,,,,,,
player,201709110min,min,DiggSt00,rush_att,1,,,,,
player,201709110min,min,DiggSt00,rush_yds,-6,,,,,
player,201709110min,min,DiggSt00,rush_td,0,,,,,
player,201709110min,min,DiggSt00,rush_long,-6,,,,,
player,201709110min,min,DiggSt00,targets,8,,,,,
player,201709110min,min,DiggSt00,rec,7,,,,,
player,201709110min,min,DiggSt00,rec_yds,93,,,,,
player,201709110min,min,DiggSt00,rec_td,2,,,,,
player,201709110min,min,DiggSt00,rec_long,30,,,,,
player,201709110min,min,DiggSt00,fumbles,0,,,,,
player,201709110min,min,DiggSt00,fumbles_lost,0,,,,,
player,201709110min,nor,JordCa00,def_int,0,,,,,
player,201709110min,nor,JordCa00,def_int_yds,0,,,,,
player,201709110min,nor,JordCa00,def_int_td,0,,,,,
player,201709110min,nor,JordCa00,def_int_long,0,,,,,
player,201709110min,nor,JordCa00,pass_defended,1,,,,,
player,201709110min,nor,JordCa00,sacks,1.0,,,,,
player,201709110min,nor,JordCa00,tackles_combined,4,,,,,
player,201709110min,nor,JordCa00,tackles_solo,2,,,,,
player,201709110min,nor,JordCa00,tackles_assists,2,,,,,
player,201709110min,nor,JordCa00,tackles_loss,1,,,,,
player,201709110min,nor,JordCa00,qb_hits,2,,,,,
player,201709110min,nor,JordCa00,fumbles_rec,0,,,,,
player,201709110min,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201709110min,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201709110min,nor,JordCa00,fumbles_forced,0,,,,,
player,201709110min,nor,KleiAJ00,def_int,0,,,,,
player,201709110min,nor,KleiAJ00,def_int_yds,0,,,,,
player,201709110min,nor,KleiAJ00,def_int_td,0,,,,,
player,201709110min,nor,KleiAJ00,def_int_long,0,,,,,
player,201709110min,nor,KleiAJ00,pass_defended,0,,,,,
player,201709110min,nor,KleiAJ00,sacks,0.0,,,,,
player,201709110min,nor,KleiAJ00,tackles_combined,11,,,,,
player,201709110min,nor,KleiAJ00,tackles_solo,8,,,,,
player,201709110min,nor,KleiAJ00,tackles_assists,3,,,,,
player,201709110min,nor,KleiAJ00,tackles_loss,1,,,,,
player,201709110min,nor,KleiAJ00,qb_hits,0,,,,,
player,201709110min,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201709110min,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201709110min,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201709110min,nor,KleiAJ00,fumbles_forced,1,,,,,
player,201709110min,nor,WillP.00,def_int,0,,,,,
player,201709110min,nor,WillP.00,def_int_yds,0,,,,,
player,201709110min,nor,WillP.00,def_int_td,0,,,,,
player,201709110min,nor,WillP.00,def_int_long,0,,,,,
player,201709110min,nor,WillP.00,pass_defended,0,,,,,
player,201709110min,nor,WillP.00,sacks,0.0,,,,,
player,201709110min,nor,WillP.00,tackles_combined,8,,,,,
player,201709110min,nor,WillP.00,tackles_solo,4,,,,,
player,201709110min,nor,WillP.00,tackles_assists,4,,,,,
player,201709110min,nor,WillP.00,tackles_loss,0,,,,,
player,201709110min,nor,WillP.00,qb_hits,0,,,,,
player,201709110min,nor,WillP.00,fumbles_rec,0,,,,,
player,201709110min,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201709110min,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201709110min,nor,WillP.00,fumbles_forced,0,,,,,
player,201709110min,nor,TeoxMa00,def_int,0,,,,,
player,201709110min,nor,TeoxMa00,def_int_yds,0,,,,,
player,201709110min,nor,TeoxMa00,def_int_td,0,,,,,
player,201709110min,nor,TeoxMa00,def_int_long,0,,,,,
player,201709110min,nor,TeoxMa00,pass_defended,0,,,,,
player,201709110min,nor,TeoxMa00,sacks,0.0,,,,,
player,201709110min,nor,TeoxMa00,tackles_combined,6,,,,,
player,201709110min,nor,TeoxMa00,tackles_solo,4,,,,,
player,201709110min,nor,TeoxMa00,tackles_assists,2,,,,,
player,201709110min,nor,TeoxMa00,tackles_loss,0,,,,,
player,201709110min,nor,TeoxMa00,qb_hits,0,,,,,
player,201709110min,nor,TeoxMa00,fumbles_rec,0,,,,,
player,201709110min,nor,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201709110min,nor,TeoxMa00,fumbles_rec_td,0,,,,,
player,201709110min,nor,TeoxMa00,fumbles_forced,0,,,,,
player,201709110min,nor,VaccKe00,def_int,0,,,,,
player,201709110min,nor,VaccKe00,def_int_yds,0,,,,,
player,201709110min,nor,VaccKe00,def_int_td,0,,,,,
player,201709110min,nor,VaccKe00,def_int_long,0,,,,,
player,201709110min,nor,VaccKe00,pass_defended,0,,,,,
player,201709110min,nor,VaccKe00,sacks,0.0,,,,,
player,201709110min,nor,VaccKe00,tackles_combined,6,,,,,
player,201709110min,nor,VaccKe00,tackles_solo,5,,,,,
player,201709110min,nor,VaccKe00,tackles_assists,1,,,,,
player,201709110min,nor,VaccKe00,tackles_loss,0,,,,,
