game,2017,6,20171015,201710150den,nyg,"New York Giants",23,den,"Denver Broncos",10
player,201710150den,nyg,EngrEv00,rush_td,0,,,,,
player,201710150den,nyg,EngrEv00,rush_long,0,,,,,
player,201710150den,nyg,EngrEv00,targets,7,,,,,
player,201710150den,nyg,EngrEv00,rec,5,,,,,
player,201710150den,nyg,EngrEv00,rec_yds,82,,,,,
player,201710150den,nyg,EngrEv00,rec_td,1,,,,,
player,201710150den,nyg,EngrEv00,rec_long,26,,,,,
player,201710150den,nyg,EngrEv00,fumbles,0,,,,,
player,201710150den,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201710150den,nyg,LewiRo03,pass_cmp,0,,,,,
player,201710150den,nyg,LewiRo03,pass_att,0,,,,,
player,201710150den,nyg,LewiRo03,pass_yds,0,,,,,
player,201710150den,nyg,LewiRo03,pass_td,0,,,,,
player,201710150den,nyg,LewiRo03,pass_int,0,,,,,
player,201710150den,nyg,LewiRo03,pass_sacked,0,,,,,
player,201710150den,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201710150den,nyg,LewiRo03,pass_long,0,,,,,
player,201710150den,nyg,LewiRo03,pass_rating,,,,,,
player,201710150den,nyg,LewiRo03,rush_att,0,,,,,
player,201710150den,nyg,LewiRo03,rush_yds,0,,,,,
player,201710150den,nyg,LewiRo03,rush_td,0,,,,,
player,201710150den,nyg,LewiRo03,rush_long,0,,,,,
player,201710150den,nyg,LewiRo03,targets,2,,,,,
player,201710150den,nyg,LewiRo03,rec,1,,,,,
player,201710150den,nyg,LewiRo03,rec_yds,15,,,,,
player,201710150den,nyg,LewiRo03,rec_td,0,,,,,
player,201710150den,nyg,LewiRo03,rec_long,15,,,,,
player,201710150den,nyg,LewiRo03,fumbles,0,,,,,
player,201710150den,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201710150den,nyg,KingTa00,pass_cmp,0,,,,,
player,201710150den,nyg,KingTa00,pass_att,0,,,,,
player,201710150den,nyg,KingTa00,pass_yds,0,,,,,
player,201710150den,nyg,KingTa00,pass_td,0,,,,,
player,201710150den,nyg,KingTa00,pass_int,0,,,,,
player,201710150den,nyg,KingTa00,pass_sacked,0,,,,,
player,201710150den,nyg,KingTa00,pass_sacked_yds,0,,,,,
player,201710150den,nyg,KingTa00,pass_long,0,,,,,
player,201710150den,nyg,KingTa00,pass_rating,,,,,,
player,201710150den,nyg,KingTa00,rush_att,0,,,,,
player,201710150den,nyg,KingTa00,rush_yds,0,,,,,
player,201710150den,nyg,KingTa00,rush_td,0,,,,,
player,201710150den,nyg,KingTa00,rush_long,0,,,,,
player,201710150den,nyg,KingTa00,targets,3,,,,,
player,201710150den,nyg,KingTa00,rec,1,,,,,
player,201710150den,nyg,KingTa00,rec_yds,7,,,,,
player,201710150den,nyg,KingTa00,rec_td,0,,,,,
player,201710150den,nyg,KingTa00,rec_long,7,,,,,
player,201710150den,nyg,KingTa00,fumbles,0,,,,,
player,201710150den,nyg,KingTa00,fumbles_lost,0,,,,,
player,201710150den,nyg,AdamJe01,pass_cmp,0,,,,,
player,201710150den,nyg,AdamJe01,pass_att,0,,,,,
player,201710150den,nyg,AdamJe01,pass_yds,0,,,,,
player,201710150den,nyg,AdamJe01,pass_td,0,,,,,
player,201710150den,nyg,AdamJe01,pass_int,0,,,,,
player,201710150den,nyg,AdamJe01,pass_sacked,0,,,,,
player,201710150den,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201710150den,nyg,AdamJe01,pass_long,0,,,,,
player,201710150den,nyg,AdamJe01,pass_rating,,,,,,
player,201710150den,nyg,AdamJe01,rush_att,0,,,,,
player,201710150den,nyg,AdamJe01,rush_yds,0,,,,,
player,201710150den,nyg,AdamJe01,rush_td,0,,,,,
player,201710150den,nyg,AdamJe01,rush_long,0,,,,,
player,201710150den,nyg,AdamJe01,targets,1,,,,,
player,201710150den,nyg,AdamJe01,rec,1,,,,,
player,201710150den,nyg,AdamJe01,rec_yds,6,,,,,
player,201710150den,nyg,AdamJe01,rec_td,0,,,,,
player,201710150den,nyg,AdamJe01,rec_long,6,,,,,
player,201710150den,nyg,AdamJe01,fumbles,0,,,,,
player,201710150den,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201710150den,nyg,RudoTr00,pass_cmp,0,,,,,
player,201710150den,nyg,RudoTr00,pass_att,0,,,,,
player,201710150den,nyg,RudoTr00,pass_yds,0,,,,,
player,201710150den,nyg,RudoTr00,pass_td,0,,,,,
player,201710150den,nyg,RudoTr00,pass_int,0,,,,,
player,201710150den,nyg,RudoTr00,pass_sacked,0,,,,,
player,201710150den,nyg,RudoTr00,pass_sacked_yds,0,,,,,
player,201710150den,nyg,RudoTr00,pass_long,0,,,,,
player,201710150den,nyg,RudoTr00,pass_rating,,,,,,
player,201710150den,nyg,RudoTr00,rush_att,0,,,,,
player,201710150den,nyg,RudoTr00,rush_yds,0,,,,,
player,201710150den,nyg,RudoTr00,rush_td,0,,,,,
player,201710150den,nyg,RudoTr00,rush_long,0,,,,,
player,201710150den,nyg,RudoTr00,targets,1,,,,,
player,201710150den,nyg,RudoTr00,rec,0,,,,,
player,201710150den,nyg,RudoTr00,rec_yds,0,,,,,
player,201710150den,nyg,RudoTr00,rec_td,0,,,,,
player,201710150den,nyg,RudoTr00,rec_long,0,,,,,
player,201710150den,nyg,RudoTr00,fumbles,0,,,,,
player,201710150den,nyg,RudoTr00,fumbles_lost,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_cmp,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_att,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_yds,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_td,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_int,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_sacked,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_sacked_yds,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_long,0,,,,,
player,201710150den,nyg,LaCoMa00,pass_rating,,,,,,
player,201710150den,nyg,LaCoMa00,rush_att,0,,,,,
player,201710150den,nyg,LaCoMa00,rush_yds,0,,,,,
player,201710150den,nyg,LaCoMa00,rush_td,0,,,,,
player,201710150den,nyg,LaCoMa00,rush_long,0,,,,,
player,201710150den,nyg,LaCoMa00,targets,1,,,,,
player,201710150den,nyg,LaCoMa00,rec,0,,,,,
player,201710150den,nyg,LaCoMa00,rec_yds,0,,,,,
player,201710150den,nyg,LaCoMa00,rec_td,0,,,,,
player,201710150den,nyg,LaCoMa00,rec_long,0,,,,,
player,201710150den,nyg,LaCoMa00,fumbles,0,,,,,
player,201710150den,nyg,LaCoMa00,fumbles_lost,0,,,,,
player,201710150den,den,SiemTr00,pass_cmp,29,,,,,
player,201710150den,den,SiemTr00,pass_att,50,,,,,
player,201710150den,den,SiemTr00,pass_yds,376,,,,,
player,201710150den,den,SiemTr00,pass_td,1,,,,,
player,201710150den,den,SiemTr00,pass_int,2,,,,,
player,201710150den,den,SiemTr00,pass_sacked,4,,,,,
player,201710150den,den,SiemTr00,pass_sacked_yds,28,,,,,
player,201710150den,den,SiemTr00,pass_long,40,,,,,
player,201710150den,den,SiemTr00,pass_rating,71.7,,,,,
player,201710150den,den,SiemTr00,rush_att,1,,,,,
player,201710150den,den,SiemTr00,rush_yds,9,,,,,
player,201710150den,den,SiemTr00,rush_td,0,,,,,
player,201710150den,den,SiemTr00,rush_long,9,,,,,
player,201710150den,den,SiemTr00,targets,0,,,,,
player,201710150den,den,SiemTr00,rec,0,,,,,
player,201710150den,den,SiemTr00,rec_yds,0,,,,,
player,201710150den,den,SiemTr00,rec_td,0,,,,,
player,201710150den,den,SiemTr00,rec_long,0,,,,,
player,201710150den,den,SiemTr00,fumbles,1,,,,,
player,201710150den,den,SiemTr00,fumbles_lost,0,,,,,
player,201710150den,den,OsweBr00,pass_cmp,2,,,,,
player,201710150den,den,OsweBr00,pass_att,4,,,,,
player,201710150den,den,OsweBr00,pass_yds,18,,,,,
player,201710150den,den,OsweBr00,pass_td,0,,,,,
player,201710150den,den,OsweBr00,pass_int,0,,,,,
player,201710150den,den,OsweBr00,pass_sacked,0,,,,,
player,201710150den,den,OsweBr00,pass_sacked_yds,0,,,,,
player,201710150den,den,OsweBr00,pass_long,9,,,,,
player,201710150den,den,OsweBr00,pass_rating,62.5,,,,,
player,201710150den,den,OsweBr00,rush_att,1,,,,,
player,201710150den,den,OsweBr00,rush_yds,-1,,,,,
player,201710150den,den,OsweBr00,rush_td,0,,,,,
player,201710150den,den,OsweBr00,rush_long,-1,,,,,
player,201710150den,den,OsweBr00,targets,0,,,,,
player,201710150den,den,OsweBr00,rec,0,,,,,
player,201710150den,den,OsweBr00,rec_yds,0,,,,,
player,201710150den,den,OsweBr00,rec_td,0,,,,,
player,201710150den,den,OsweBr00,rec_long,0,,,,,
player,201710150den,den,OsweBr00,fumbles,0,,,,,
player,201710150den,den,OsweBr00,fumbles_lost,0,,,,,
player,201710150den,den,CharJa00,pass_cmp,0,,,,,
player,201710150den,den,CharJa00,pass_att,0,,,,,
player,201710150den,den,CharJa00,pass_yds,0,,,,,
player,201710150den,den,CharJa00,pass_td,0,,,,,
player,201710150den,den,CharJa00,pass_int,0,,,,,
player,201710150den,den,CharJa00,pass_sacked,0,,,,,
player,201710150den,den,CharJa00,pass_sacked_yds,0,,,,,
player,201710150den,den,CharJa00,pass_long,0,,,,,
player,201710150den,den,CharJa00,pass_rating,,,,,,
player,201710150den,den,CharJa00,rush_att,5,,,,,
player,201710150den,den,CharJa00,rush_yds,19,,,,,
player,201710150den,den,CharJa00,rush_td,0,,,,,
player,201710150den,den,CharJa00,rush_long,6,,,,,
player,201710150den,den,CharJa00,targets,3,,,,,
player,201710150den,den,CharJa00,rec,1,,,,,
player,201710150den,den,CharJa00,rec_yds,2,,,,,
player,201710150den,den,CharJa00,rec_td,0,,,,,
player,201710150den,den,CharJa00,rec_long,2,,,,,
player,201710150den,den,CharJa00,fumbles,0,,,,,
player,201710150den,den,CharJa00,fumbles_lost,0,,,,,
player,201710150den,den,AndeC.00,pass_cmp,0,,,,,
player,201710150den,den,AndeC.00,pass_att,0,,,,,
player,201710150den,den,AndeC.00,pass_yds,0,,,,,
player,201710150den,den,AndeC.00,pass_td,0,,,,,
player,201710150den,den,AndeC.00,pass_int,0,,,,,
player,201710150den,den,AndeC.00,pass_sacked,0,,,,,
player,201710150den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201710150den,den,AndeC.00,pass_long,0,,,,,
player,201710150den,den,AndeC.00,pass_rating,,,,,,
player,201710150den,den,AndeC.00,rush_att,9,,,,,
player,201710150den,den,AndeC.00,rush_yds,17,,,,,
player,201710150den,den,AndeC.00,rush_td,0,,,,,
player,201710150den,den,AndeC.00,rush_long,6,,,,,
player,201710150den,den,AndeC.00,targets,0,,,,,
player,201710150den,den,AndeC.00,rec,0,,,,,
player,201710150den,den,AndeC.00,rec_yds,0,,,,,
player,201710150den,den,AndeC.00,rec_td,0,,,,,
player,201710150den,den,AndeC.00,rec_long,0,,,,,
player,201710150den,den,AndeC.00,fumbles,0,,,,,
player,201710150den,den,AndeC.00,fumbles_lost,0,,,,,
player,201710150den,den,BookDe00,pass_cmp,0,,,,,
player,201710150den,den,BookDe00,pass_att,0,,,,,
player,201710150den,den,BookDe00,pass_yds,0,,,,,
player,201710150den,den,BookDe00,pass_td,0,,,,,
player,201710150den,den,BookDe00,pass_int,0,,,,,
player,201710150den,den,BookDe00,pass_sacked,0,,,,,
player,201710150den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201710150den,den,BookDe00,pass_long,0,,,,,
player,201710150den,den,BookDe00,pass_rating,,,,,,
player,201710150den,den,BookDe00,rush_att,1,,,,,
player,201710150den,den,BookDe00,rush_yds,2,,,,,
player,201710150den,den,BookDe00,rush_td,0,,,,,
player,201710150den,den,BookDe00,rush_long,2,,,,,
player,201710150den,den,BookDe00,targets,6,,,,,
player,201710150den,den,BookDe00,rec,4,,,,,
player,201710150den,den,BookDe00,rec_yds,78,,,,,
player,201710150den,den,BookDe00,rec_td,0,,,,,
player,201710150den,den,BookDe00,rec_long,29,,,,,
player,201710150den,den,BookDe00,fumbles,0,,,,,
player,201710150den,den,BookDe00,fumbles_lost,0,,,,,
player,201710150den,den,ThomDe03,pass_cmp,0,,,,,
player,201710150den,den,ThomDe03,pass_att,0,,,,,
player,201710150den,den,ThomDe03,pass_yds,0,,,,,
player,201710150den,den,ThomDe03,pass_td,0,,,,,
player,201710150den,den,ThomDe03,pass_int,0,,,,,
player,201710150den,den,ThomDe03,pass_sacked,0,,,,,
player,201710150den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201710150den,den,ThomDe03,pass_long,0,,,,,
player,201710150den,den,ThomDe03,pass_rating,,,,,,
player,201710150den,den,ThomDe03,rush_att,0,,,,,
player,201710150den,den,ThomDe03,rush_yds,0,,,,,
player,201710150den,den,ThomDe03,rush_td,0,,,,,
player,201710150den,den,ThomDe03,rush_long,0,,,,,
player,201710150den,den,ThomDe03,targets,14,,,,,
player,201710150den,den,ThomDe03,rec,10,,,,,
player,201710150den,den,ThomDe03,rec_yds,133,,,,,
player,201710150den,den,ThomDe03,rec_td,0,,,,,
player,201710150den,den,ThomDe03,rec_long,40,,,,,
player,201710150den,den,ThomDe03,fumbles,1,,,,,
player,201710150den,den,ThomDe03,fumbles_lost,1,,,,,
player,201710150den,den,SandEm00,pass_cmp,0,,,,,
player,201710150den,den,SandEm00,pass_att,0,,,,,
player,201710150den,den,SandEm00,pass_yds,0,,,,,
player,201710150den,den,SandEm00,pass_td,0,,,,,
player,201710150den,den,SandEm00,pass_int,0,,,,,
player,201710150den,den,SandEm00,pass_sacked,0,,,,,
player,201710150den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201710150den,den,SandEm00,pass_long,0,,,,,
player,201710150den,den,SandEm00,pass_rating,,,,,,
player,201710150den,den,SandEm00,rush_att,0,,,,,
player,201710150den,den,SandEm00,rush_yds,0,,,,,
player,201710150den,den,SandEm00,rush_td,0,,,,,
player,201710150den,den,SandEm00,rush_long,0,,,,,
player,201710150den,den,SandEm00,targets,8,,,,,
player,201710150den,den,SandEm00,rec,5,,,,,
player,201710150den,den,SandEm00,rec_yds,76,,,,,
player,201710150den,den,SandEm00,rec_td,0,,,,,
player,201710150den,den,SandEm00,rec_long,33,,,,,
player,201710150den,den,SandEm00,fumbles,0,,,,,
player,201710150den,den,SandEm00,fumbles_lost,0,,,,,
player,201710150den,den,TaylJo01,pass_cmp,0,,,,,
player,201710150den,den,TaylJo01,pass_att,0,,,,,
player,201710150den,den,TaylJo01,pass_yds,0,,,,,
player,201710150den,den,TaylJo01,pass_td,0,,,,,
player,201710150den,den,TaylJo01,pass_int,0,,,,,
player,201710150den,den,TaylJo01,pass_sacked,0,,,,,
player,201710150den,den,TaylJo01,pass_sacked_yds,0,,,,,
player,201710150den,den,TaylJo01,pass_long,0,,,,,
player,201710150den,den,TaylJo01,pass_rating,,,,,,
player,201710150den,den,TaylJo01,rush_att,0,,,,,
player,201710150den,den,TaylJo01,rush_yds,0,,,,,
player,201710150den,den,TaylJo01,rush_td,0,,,,,
player,201710150den,den,TaylJo01,rush_long,0,,,,,
player,201710150den,den,TaylJo01,targets,4,,,,,
player,201710150den,den,TaylJo01,rec,3,,,,,
player,201710150den,den,TaylJo01,rec_yds,26,,,,,
player,201710150den,den,TaylJo01,rec_td,0,,,,,
player,201710150den,den,TaylJo01,rec_long,11,,,,,
player,201710150den,den,TaylJo01,fumbles,0,,,,,
player,201710150den,den,TaylJo01,fumbles_lost,0,,,,,
player,201710150den,den,HeueJe00,pass_cmp,0,,,,,
player,201710150den,den,HeueJe00,pass_att,0,,,,,
player,201710150den,den,HeueJe00,pass_yds,0,,,,,
player,201710150den,den,HeueJe00,pass_td,0,,,,,
player,201710150den,den,HeueJe00,pass_int,0,,,,,
player,201710150den,den,HeueJe00,pass_sacked,0,,,,,
player,201710150den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201710150den,den,HeueJe00,pass_long,0,,,,,
player,201710150den,den,HeueJe00,pass_rating,,,,,,
player,201710150den,den,HeueJe00,rush_att,0,,,,,
player,201710150den,den,HeueJe00,rush_yds,0,,,,,
player,201710150den,den,HeueJe00,rush_td,0,,,,,
player,201710150den,den,HeueJe00,rush_long,0,,,,,
player,201710150den,den,HeueJe00,targets,2,,,,,
player,201710150den,den,HeueJe00,rec,2,,,,,
player,201710150den,den,HeueJe00,rec_yds,24,,,,,
player,201710150den,den,HeueJe00,rec_td,1,,,,,
player,201710150den,den,HeueJe00,rec_long,13,,,,,
player,201710150den,den,HeueJe00,fumbles,0,,,,,
player,201710150den,den,HeueJe00,fumbles_lost,0,,,,,
player,201710150den,den,GreeVi00,pass_cmp,0,,,,,
player,201710150den,den,GreeVi00,pass_att,0,,,,,
player,201710150den,den,GreeVi00,pass_yds,0,,,,,
player,201710150den,den,GreeVi00,pass_td,0,,,,,
player,201710150den,den,GreeVi00,pass_int,0,,,,,
player,201710150den,den,GreeVi00,pass_sacked,0,,,,,
player,201710150den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201710150den,den,GreeVi00,pass_long,0,,,,,
player,201710150den,den,GreeVi00,pass_rating,,,,,,
player,201710150den,den,GreeVi00,rush_att,0,,,,,
player,201710150den,den,GreeVi00,rush_yds,0,,,,,
player,201710150den,den,GreeVi00,rush_td,0,,,,,
player,201710150den,den,GreeVi00,rush_long,0,,,,,
player,201710150den,den,GreeVi00,targets,1,,,,,
player,201710150den,den,GreeVi00,rec,1,,,,,
player,201710150den,den,GreeVi00,rec_yds,24,,,,,
player,201710150den,den,GreeVi00,rec_td,0,,,,,
player,201710150den,den,GreeVi00,rec_long,24,,,,,
player,201710150den,den,GreeVi00,fumbles,0,,,,,
player,201710150den,den,GreeVi00,fumbles_lost,0,,,,,
player,201710150den,den,FowlBe00,pass_cmp,0,,,,,
player,201710150den,den,FowlBe00,pass_att,0,,,,,
player,201710150den,den,FowlBe00,pass_yds,0,,,,,
player,201710150den,den,FowlBe00,pass_td,0,,,,,
player,201710150den,den,FowlBe00,pass_int,0,,,,,
player,201710150den,den,FowlBe00,pass_sacked,0,,,,,
player,201710150den,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201710150den,den,FowlBe00,pass_long,0,,,,,
player,201710150den,den,FowlBe00,pass_rating,,,,,,
player,201710150den,den,FowlBe00,rush_att,0,,,,,
player,201710150den,den,FowlBe00,rush_yds,0,,,,,
player,201710150den,den,FowlBe00,rush_td,0,,,,,
player,201710150den,den,FowlBe00,rush_long,0,,,,,
player,201710150den,den,FowlBe00,targets,8,,,,,
player,201710150den,den,FowlBe00,rec,3,,,,,
player,201710150den,den,FowlBe00,rec_yds,21,,,,,
player,201710150den,den,FowlBe00,rec_td,0,,,,,
player,201710150den,den,FowlBe00,rec_long,9,,,,,
player,201710150den,den,FowlBe00,fumbles,0,,,,,
player,201710150den,den,FowlBe00,fumbles_lost,0,,,,,
player,201710150den,den,DerbA.00,pass_cmp,0,,,,,
player,201710150den,den,DerbA.00,pass_att,0,,,,,
player,201710150den,den,DerbA.00,pass_yds,0,,,,,
player,201710150den,den,DerbA.00,pass_td,0,,,,,
player,201710150den,den,DerbA.00,pass_int,0,,,,,
player,201710150den,den,DerbA.00,pass_sacked,0,,,,,
player,201710150den,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201710150den,den,DerbA.00,pass_long,0,,,,,
player,201710150den,den,DerbA.00,pass_rating,,,,,,
player,201710150den,den,DerbA.00,rush_att,0,,,,,
player,201710150den,den,DerbA.00,rush_yds,0,,,,,
player,201710150den,den,DerbA.00,rush_td,0,,,,,
player,201710150den,den,DerbA.00,rush_long,0,,,,,
player,201710150den,den,DerbA.00,targets,4,,,,,
player,201710150den,den,DerbA.00,rec,1,,,,,
player,201710150den,den,DerbA.00,rec_yds,10,,,,,
player,201710150den,den,DerbA.00,rec_td,0,,,,,
player,201710150den,den,DerbA.00,rec_long,10,,,,,
player,201710150den,den,DerbA.00,fumbles,0,,,,,
player,201710150den,den,DerbA.00,fumbles_lost,0,,,,,
player,201710150den,den,McKeIs00,pass_cmp,0,,,,,
player,201710150den,den,McKeIs00,pass_att,0,,,,,
player,201710150den,den,McKeIs00,pass_yds,0,,,,,
player,201710150den,den,McKeIs00,pass_td,0,,,,,
player,201710150den,den,McKeIs00,pass_int,0,,,,,
player,201710150den,den,McKeIs00,pass_sacked,0,,,,,
player,201710150den,den,McKeIs00,pass_sacked_yds,0,,,,,
player,201710150den,den,McKeIs00,pass_long,0,,,,,
player,201710150den,den,McKeIs00,pass_rating,,,,,,
player,201710150den,den,McKeIs00,rush_att,0,,,,,
player,201710150den,den,McKeIs00,rush_yds,0,,,,,
player,201710150den,den,McKeIs00,rush_td,0,,,,,
