game,2011,3,20110925,201109250phi,nyg,"New York Giants",29,phi,"Philadelphia Eagles",16
team,201109250phi,nyg,First Downs,14,,,,,,
team,201109250phi,phi,First Downs,25,,,,,,
team,201109250phi,nyg,Rush-Yds-TDs,25-102-0,,,,,,
team,201109250phi,phi,Rush-Yds-TDs,40-177-1,,,,,,
team,201109250phi,nyg,Cmp-Att-Yd-TD-INT,16-23-254-4-0,,,,,,
team,201109250phi,phi,Cmp-Att-Yd-TD-INT,20-30-211-0-3,,,,,,
team,201109250phi,nyg,Sacked-Yards,3-22,,,,,,
team,201109250phi,phi,Sacked-Yards,2-12,,,,,,
team,201109250phi,nyg,Net Pass Yards,232,,,,,,
team,201109250phi,phi,Net Pass Yards,199,,,,,,
team,201109250phi,nyg,Total Yards,334,,,,,,
team,201109250phi,phi,Total Yards,376,,,,,,
team,201109250phi,nyg,Fumbles-Lost,0-0,,,,,,
team,201109250phi,phi,Fumbles-Lost,3-0,,,,,,
team,201109250phi,nyg,Turnovers,0,,,,,,
team,201109250phi,phi,Turnovers,3,,,,,,
team,201109250phi,nyg,Penalties-Yards,4-21,,,,,,
team,201109250phi,phi,Penalties-Yards,7-36,,,,,,
team,201109250phi,nyg,Third Down Conv.,5-12,,,,,,
team,201109250phi,phi,Third Down Conv.,7-15,,,,,,
team,201109250phi,nyg,Fourth Down Conv.,0-1,,,,,,
team,201109250phi,phi,Fourth Down Conv.,1-2,,,,,,
team,201109250phi,nyg,Time of Possession,23:09,,,,,,
team,201109250phi,phi,Time of Possession,36:51,,,,,,
player,201109250phi,nyg,MannEl00,pass_cmp,16,,,,,
player,201109250phi,nyg,MannEl00,pass_att,23,,,,,
player,201109250phi,nyg,MannEl00,pass_yds,254,,,,,
player,201109250phi,nyg,MannEl00,pass_td,4,,,,,
player,201109250phi,nyg,MannEl00,pass_int,0,,,,,
player,201109250phi,nyg,MannEl00,pass_sacked,3,,,,,
player,201109250phi,nyg,MannEl00,pass_sacked_yds,22,,,,,
player,201109250phi,nyg,MannEl00,pass_long,74,,,,,
player,201109250phi,nyg,MannEl00,pass_rating,145.7,,,,,
