game,2011,15,20111218,201112180chi,sea,"Seattle Seahawks",38,chi,"Chicago Bears",14
player,201112180chi,sea,MebaBr99,fumbles_rec,0,,,,,
player,201112180chi,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201112180chi,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201112180chi,sea,MebaBr99,fumbles_forced,0,,,,,
player,201112180chi,sea,LewiRo22,def_int,0,,,,,
player,201112180chi,sea,LewiRo22,def_int_yds,0,,,,,
player,201112180chi,sea,LewiRo22,def_int_td,0,,,,,
player,201112180chi,sea,LewiRo22,def_int_long,0,,,,,
player,201112180chi,sea,LewiRo22,pass_defended,1,,,,,
player,201112180chi,sea,LewiRo22,sacks,0.0,,,,,
player,201112180chi,sea,LewiRo22,tackles_combined,2,,,,,
player,201112180chi,sea,LewiRo22,tackles_solo,1,,,,,
player,201112180chi,sea,LewiRo22,tackles_assists,1,,,,,
player,201112180chi,sea,LewiRo22,tackles_loss,0,,,,,
player,201112180chi,sea,LewiRo22,qb_hits,0,,,,,
player,201112180chi,sea,LewiRo22,fumbles_rec,0,,,,,
player,201112180chi,sea,LewiRo22,fumbles_rec_yds,0,,,,,
player,201112180chi,sea,LewiRo22,fumbles_rec_td,0,,,,,
player,201112180chi,sea,LewiRo22,fumbles_forced,0,,,,,
player,201112180chi,sea,HargAn20,def_int,0,,,,,
player,201112180chi,sea,HargAn20,def_int_yds,0,,,,,
player,201112180chi,sea,HargAn20,def_int_td,0,,,,,
player,201112180chi,sea,HargAn20,def_int_long,0,,,,,
player,201112180chi,sea,HargAn20,pass_defended,0,,,,,
player,201112180chi,sea,HargAn20,sacks,0.0,,,,,
player,201112180chi,sea,HargAn20,tackles_combined,1,,,,,
player,201112180chi,sea,HargAn20,tackles_solo,1,,,,,
player,201112180chi,sea,HargAn20,tackles_assists,0,,,,,
player,201112180chi,sea,HargAn20,tackles_loss,,,,,,
player,201112180chi,sea,HargAn20,qb_hits,,,,,,
player,201112180chi,sea,HargAn20,fumbles_rec,0,,,,,
player,201112180chi,sea,HargAn20,fumbles_rec_yds,0,,,,,
player,201112180chi,sea,HargAn20,fumbles_rec_td,0,,,,,
player,201112180chi,sea,HargAn20,fumbles_forced,0,,,,,
player,201112180chi,sea,McDoCl99,def_int,0,,,,,
player,201112180chi,sea,McDoCl99,def_int_yds,0,,,,,
player,201112180chi,sea,McDoCl99,def_int_td,0,,,,,
player,201112180chi,sea,McDoCl99,def_int_long,0,,,,,
player,201112180chi,sea,McDoCl99,pass_defended,0,,,,,
player,201112180chi,sea,McDoCl99,sacks,0.0,,,,,
player,201112180chi,sea,McDoCl99,tackles_combined,1,,,,,
player,201112180chi,sea,McDoCl99,tackles_solo,1,,,,,
player,201112180chi,sea,McDoCl99,tackles_assists,0,,,,,
player,201112180chi,sea,McDoCl99,tackles_loss,0,,,,,
player,201112180chi,sea,McDoCl99,qb_hits,0,,,,,
player,201112180chi,sea,McDoCl99,fumbles_rec,0,,,,,
player,201112180chi,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201112180chi,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201112180chi,sea,McDoCl99,fumbles_forced,0,,,,,
player,201112180chi,sea,RobiMi00,def_int,0,,,,,
player,201112180chi,sea,RobiMi00,def_int_yds,0,,,,,
player,201112180chi,sea,RobiMi00,def_int_td,0,,,,,
player,201112180chi,sea,RobiMi00,def_int_long,0,,,,,
player,201112180chi,sea,RobiMi00,pass_defended,0,,,,,
player,201112180chi,sea,RobiMi00,sacks,0.0,,,,,
player,201112180chi,sea,RobiMi00,tackles_combined,1,,,,,
player,201112180chi,sea,RobiMi00,tackles_solo,0,,,,,
player,201112180chi,sea,RobiMi00,tackles_assists,1,,,,,
player,201112180chi,sea,RobiMi00,tackles_loss,0,,,,,
player,201112180chi,sea,RobiMi00,qb_hits,0,,,,,
player,201112180chi,sea,RobiMi00,fumbles_rec,0,,,,,
player,201112180chi,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201112180chi,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201112180chi,sea,RobiMi00,fumbles_forced,0,,,,,
player,201112180chi,chi,PeppJu99,def_int,0,,,,,
player,201112180chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201112180chi,chi,PeppJu99,def_int_td,0,,,,,
player,201112180chi,chi,PeppJu99,def_int_long,0,,,,,
player,201112180chi,chi,PeppJu99,pass_defended,0,,,,,
player,201112180chi,chi,PeppJu99,sacks,1.0,,,,,
player,201112180chi,chi,PeppJu99,tackles_combined,3,,,,,
player,201112180chi,chi,PeppJu99,tackles_solo,1,,,,,
player,201112180chi,chi,PeppJu99,tackles_assists,2,,,,,
player,201112180chi,chi,PeppJu99,tackles_loss,0,,,,,
player,201112180chi,chi,PeppJu99,qb_hits,1,,,,,
player,201112180chi,chi,PeppJu99,fumbles_rec,0,,,,,
player,201112180chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,PeppJu99,fumbles_forced,1,,,,,
player,201112180chi,chi,StelCr99,def_int,0,,,,,
player,201112180chi,chi,StelCr99,def_int_yds,0,,,,,
player,201112180chi,chi,StelCr99,def_int_td,0,,,,,
player,201112180chi,chi,StelCr99,def_int_long,0,,,,,
player,201112180chi,chi,StelCr99,pass_defended,0,,,,,
player,201112180chi,chi,StelCr99,sacks,0.0,,,,,
player,201112180chi,chi,StelCr99,tackles_combined,8,,,,,
player,201112180chi,chi,StelCr99,tackles_solo,5,,,,,
player,201112180chi,chi,StelCr99,tackles_assists,3,,,,,
player,201112180chi,chi,StelCr99,tackles_loss,0,,,,,
player,201112180chi,chi,StelCr99,qb_hits,0,,,,,
player,201112180chi,chi,StelCr99,fumbles_rec,0,,,,,
player,201112180chi,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,StelCr99,fumbles_forced,0,,,,,
player,201112180chi,chi,MeriBr99,def_int,0,,,,,
player,201112180chi,chi,MeriBr99,def_int_yds,0,,,,,
player,201112180chi,chi,MeriBr99,def_int_td,0,,,,,
player,201112180chi,chi,MeriBr99,def_int_long,0,,,,,
player,201112180chi,chi,MeriBr99,pass_defended,0,,,,,
player,201112180chi,chi,MeriBr99,sacks,0.0,,,,,
player,201112180chi,chi,MeriBr99,tackles_combined,6,,,,,
player,201112180chi,chi,MeriBr99,tackles_solo,4,,,,,
player,201112180chi,chi,MeriBr99,tackles_assists,2,,,,,
player,201112180chi,chi,MeriBr99,tackles_loss,0,,,,,
player,201112180chi,chi,MeriBr99,qb_hits,0,,,,,
player,201112180chi,chi,MeriBr99,fumbles_rec,0,,,,,
player,201112180chi,chi,MeriBr99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,MeriBr99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,MeriBr99,fumbles_forced,0,,,,,
player,201112180chi,chi,UrlaBr00,def_int,0,,,,,
player,201112180chi,chi,UrlaBr00,def_int_yds,0,,,,,
player,201112180chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201112180chi,chi,UrlaBr00,def_int_long,0,,,,,
player,201112180chi,chi,UrlaBr00,pass_defended,0,,,,,
player,201112180chi,chi,UrlaBr00,sacks,0.0,,,,,
player,201112180chi,chi,UrlaBr00,tackles_combined,6,,,,,
player,201112180chi,chi,UrlaBr00,tackles_solo,6,,,,,
player,201112180chi,chi,UrlaBr00,tackles_assists,0,,,,,
player,201112180chi,chi,UrlaBr00,tackles_loss,1,,,,,
player,201112180chi,chi,UrlaBr00,qb_hits,0,,,,,
player,201112180chi,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201112180chi,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201112180chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201112180chi,chi,IdonIs20,def_int,0,,,,,
player,201112180chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201112180chi,chi,IdonIs20,def_int_td,0,,,,,
player,201112180chi,chi,IdonIs20,def_int_long,0,,,,,
player,201112180chi,chi,IdonIs20,pass_defended,0,,,,,
player,201112180chi,chi,IdonIs20,sacks,0.0,,,,,
player,201112180chi,chi,IdonIs20,tackles_combined,5,,,,,
player,201112180chi,chi,IdonIs20,tackles_solo,4,,,,,
player,201112180chi,chi,IdonIs20,tackles_assists,1,,,,,
player,201112180chi,chi,IdonIs20,tackles_loss,0,,,,,
player,201112180chi,chi,IdonIs20,qb_hits,0,,,,,
player,201112180chi,chi,IdonIs20,fumbles_rec,1,,,,,
player,201112180chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,IdonIs20,fumbles_rec_td,1,,,,,
player,201112180chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201112180chi,chi,ToeaMa99,def_int,0,,,,,
player,201112180chi,chi,ToeaMa99,def_int_yds,0,,,,,
player,201112180chi,chi,ToeaMa99,def_int_td,0,,,,,
player,201112180chi,chi,ToeaMa99,def_int_long,0,,,,,
player,201112180chi,chi,ToeaMa99,pass_defended,0,,,,,
player,201112180chi,chi,ToeaMa99,sacks,0.0,,,,,
player,201112180chi,chi,ToeaMa99,tackles_combined,5,,,,,
player,201112180chi,chi,ToeaMa99,tackles_solo,4,,,,,
player,201112180chi,chi,ToeaMa99,tackles_assists,1,,,,,
player,201112180chi,chi,ToeaMa99,tackles_loss,0,,,,,
player,201112180chi,chi,ToeaMa99,qb_hits,0,,,,,
player,201112180chi,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201112180chi,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201112180chi,chi,BrigLa99,def_int,0,,,,,
player,201112180chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201112180chi,chi,BrigLa99,def_int_td,0,,,,,
player,201112180chi,chi,BrigLa99,def_int_long,0,,,,,
player,201112180chi,chi,BrigLa99,pass_defended,0,,,,,
player,201112180chi,chi,BrigLa99,sacks,0.0,,,,,
player,201112180chi,chi,BrigLa99,tackles_combined,4,,,,,
player,201112180chi,chi,BrigLa99,tackles_solo,4,,,,,
player,201112180chi,chi,BrigLa99,tackles_assists,0,,,,,
player,201112180chi,chi,BrigLa99,tackles_loss,2,,,,,
player,201112180chi,chi,BrigLa99,qb_hits,0,,,,,
player,201112180chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201112180chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201112180chi,chi,AdamAn20,def_int,0,,,,,
player,201112180chi,chi,AdamAn20,def_int_yds,0,,,,,
player,201112180chi,chi,AdamAn20,def_int_td,0,,,,,
player,201112180chi,chi,AdamAn20,def_int_long,0,,,,,
player,201112180chi,chi,AdamAn20,pass_defended,0,,,,,
player,201112180chi,chi,AdamAn20,sacks,0.0,,,,,
player,201112180chi,chi,AdamAn20,tackles_combined,3,,,,,
player,201112180chi,chi,AdamAn20,tackles_solo,2,,,,,
player,201112180chi,chi,AdamAn20,tackles_assists,1,,,,,
player,201112180chi,chi,AdamAn20,tackles_loss,1,,,,,
player,201112180chi,chi,AdamAn20,qb_hits,0,,,,,
player,201112180chi,chi,AdamAn20,fumbles_rec,0,,,,,
player,201112180chi,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201112180chi,chi,AdamAn20,fumbles_forced,0,,,,,
player,201112180chi,chi,MoorDJ99,def_int,0,,,,,
player,201112180chi,chi,MoorDJ99,def_int_yds,0,,,,,
player,201112180chi,chi,MoorDJ99,def_int_td,0,,,,,
player,201112180chi,chi,MoorDJ99,def_int_long,0,,,,,
player,201112180chi,chi,MoorDJ99,pass_defended,0,,,,,
player,201112180chi,chi,MoorDJ99,sacks,0.0,,,,,
player,201112180chi,chi,MoorDJ99,tackles_combined,3,,,,,
player,201112180chi,chi,MoorDJ99,tackles_solo,3,,,,,
player,201112180chi,chi,MoorDJ99,tackles_assists,0,,,,,
player,201112180chi,chi,MoorDJ99,tackles_loss,0,,,,,
player,201112180chi,chi,MoorDJ99,qb_hits,0,,,,,
player,201112180chi,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201112180chi,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201112180chi,chi,BowmZa20,def_int,0,,,,,
player,201112180chi,chi,BowmZa20,def_int_yds,0,,,,,
player,201112180chi,chi,BowmZa20,def_int_td,0,,,,,
player,201112180chi,chi,BowmZa20,def_int_long,0,,,,,
player,201112180chi,chi,BowmZa20,pass_defended,0,,,,,
player,201112180chi,chi,BowmZa20,sacks,0.0,,,,,
player,201112180chi,chi,BowmZa20,tackles_combined,2,,,,,
player,201112180chi,chi,BowmZa20,tackles_solo,2,,,,,
player,201112180chi,chi,BowmZa20,tackles_assists,0,,,,,
player,201112180chi,chi,BowmZa20,tackles_loss,0,,,,,
player,201112180chi,chi,BowmZa20,qb_hits,0,,,,,
player,201112180chi,chi,BowmZa20,fumbles_rec,0,,,,,
player,201112180chi,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201112180chi,chi,BowmZa20,fumbles_forced,0,,,,,
player,201112180chi,chi,ContCh00,def_int,0,,,,,
player,201112180chi,chi,ContCh00,def_int_yds,0,,,,,
player,201112180chi,chi,ContCh00,def_int_td,0,,,,,
player,201112180chi,chi,ContCh00,def_int_long,0,,,,,
player,201112180chi,chi,ContCh00,pass_defended,0,,,,,
player,201112180chi,chi,ContCh00,sacks,0.0,,,,,
player,201112180chi,chi,ContCh00,tackles_combined,2,,,,,
player,201112180chi,chi,ContCh00,tackles_solo,2,,,,,
player,201112180chi,chi,ContCh00,tackles_assists,0,,,,,
player,201112180chi,chi,ContCh00,tackles_loss,1,,,,,
player,201112180chi,chi,ContCh00,qb_hits,0,,,,,
player,201112180chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201112180chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201112180chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201112180chi,chi,JennTi20,def_int,0,,,,,
player,201112180chi,chi,JennTi20,def_int_yds,0,,,,,
player,201112180chi,chi,JennTi20,def_int_td,0,,,,,
player,201112180chi,chi,JennTi20,def_int_long,0,,,,,
player,201112180chi,chi,JennTi20,pass_defended,0,,,,,
player,201112180chi,chi,JennTi20,sacks,0.0,,,,,
player,201112180chi,chi,JennTi20,tackles_combined,2,,,,,
player,201112180chi,chi,JennTi20,tackles_solo,2,,,,,
player,201112180chi,chi,JennTi20,tackles_assists,0,,,,,
player,201112180chi,chi,JennTi20,tackles_loss,0,,,,,
player,201112180chi,chi,JennTi20,qb_hits,0,,,,,
player,201112180chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201112180chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201112180chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201112180chi,chi,RoacNi99,def_int,0,,,,,
player,201112180chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201112180chi,chi,RoacNi99,def_int_td,0,,,,,
player,201112180chi,chi,RoacNi99,def_int_long,0,,,,,
player,201112180chi,chi,RoacNi99,pass_defended,0,,,,,
player,201112180chi,chi,RoacNi99,sacks,0.0,,,,,
player,201112180chi,chi,RoacNi99,tackles_combined,2,,,,,
player,201112180chi,chi,RoacNi99,tackles_solo,1,,,,,
player,201112180chi,chi,RoacNi99,tackles_assists,1,,,,,
player,201112180chi,chi,RoacNi99,tackles_loss,0,,,,,
player,201112180chi,chi,RoacNi99,qb_hits,0,,,,,
player,201112180chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201112180chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201112180chi,chi,SanzDa00,def_int,0,,,,,
player,201112180chi,chi,SanzDa00,def_int_yds,0,,,,,
player,201112180chi,chi,SanzDa00,def_int_td,0,,,,,
player,201112180chi,chi,SanzDa00,def_int_long,0,,,,,
player,201112180chi,chi,SanzDa00,pass_defended,0,,,,,
player,201112180chi,chi,SanzDa00,sacks,0.0,,,,,
player,201112180chi,chi,SanzDa00,tackles_combined,2,,,,,
player,201112180chi,chi,SanzDa00,tackles_solo,2,,,,,
player,201112180chi,chi,SanzDa00,tackles_assists,0,,,,,
player,201112180chi,chi,SanzDa00,tackles_loss,0,,,,,
player,201112180chi,chi,SanzDa00,qb_hits,0,,,,,
player,201112180chi,chi,SanzDa00,fumbles_rec,0,,,,,
player,201112180chi,chi,SanzDa00,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,SanzDa00,fumbles_rec_td,0,,,,,
player,201112180chi,chi,SanzDa00,fumbles_forced,0,,,,,
player,201112180chi,chi,TillCh20,def_int,0,,,,,
player,201112180chi,chi,TillCh20,def_int_yds,0,,,,,
player,201112180chi,chi,TillCh20,def_int_td,0,,,,,
player,201112180chi,chi,TillCh20,def_int_long,0,,,,,
player,201112180chi,chi,TillCh20,pass_defended,0,,,,,
player,201112180chi,chi,TillCh20,sacks,0.0,,,,,
player,201112180chi,chi,TillCh20,tackles_combined,2,,,,,
player,201112180chi,chi,TillCh20,tackles_solo,1,,,,,
player,201112180chi,chi,TillCh20,tackles_assists,1,,,,,
player,201112180chi,chi,TillCh20,tackles_loss,0,,,,,
player,201112180chi,chi,TillCh20,qb_hits,0,,,,,
player,201112180chi,chi,TillCh20,fumbles_rec,0,,,,,
player,201112180chi,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201112180chi,chi,TillCh20,fumbles_forced,0,,,,,
player,201112180chi,chi,DaviCh22,def_int,0,,,,,
player,201112180chi,chi,DaviCh22,def_int_yds,0,,,,,
player,201112180chi,chi,DaviCh22,def_int_td,0,,,,,
player,201112180chi,chi,DaviCh22,def_int_long,0,,,,,
player,201112180chi,chi,DaviCh22,pass_defended,0,,,,,
player,201112180chi,chi,DaviCh22,sacks,0.0,,,,,
player,201112180chi,chi,DaviCh22,tackles_combined,1,,,,,
player,201112180chi,chi,DaviCh22,tackles_solo,1,,,,,
player,201112180chi,chi,DaviCh22,tackles_assists,0,,,,,
player,201112180chi,chi,DaviCh22,tackles_loss,0,,,,,
player,201112180chi,chi,DaviCh22,qb_hits,0,,,,,
player,201112180chi,chi,DaviCh22,fumbles_rec,0,,,,,
player,201112180chi,chi,DaviCh22,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,DaviCh22,fumbles_rec_td,0,,,,,
player,201112180chi,chi,DaviCh22,fumbles_forced,0,,,,,
player,201112180chi,chi,OkoyAm99,def_int,0,,,,,
player,201112180chi,chi,OkoyAm99,def_int_yds,0,,,,,
player,201112180chi,chi,OkoyAm99,def_int_td,0,,,,,
player,201112180chi,chi,OkoyAm99,def_int_long,0,,,,,
player,201112180chi,chi,OkoyAm99,pass_defended,0,,,,,
player,201112180chi,chi,OkoyAm99,sacks,0.0,,,,,
player,201112180chi,chi,OkoyAm99,tackles_combined,1,,,,,
player,201112180chi,chi,OkoyAm99,tackles_solo,1,,,,,
player,201112180chi,chi,OkoyAm99,tackles_assists,0,,,,,
player,201112180chi,chi,OkoyAm99,tackles_loss,0,,,,,
player,201112180chi,chi,OkoyAm99,qb_hits,1,,,,,
player,201112180chi,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201112180chi,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201112180chi,chi,PaeaSt00,def_int,0,,,,,
player,201112180chi,chi,PaeaSt00,def_int_yds,0,,,,,
player,201112180chi,chi,PaeaSt00,def_int_td,0,,,,,
player,201112180chi,chi,PaeaSt00,def_int_long,0,,,,,
player,201112180chi,chi,PaeaSt00,pass_defended,0,,,,,
player,201112180chi,chi,PaeaSt00,sacks,0.0,,,,,
player,201112180chi,chi,PaeaSt00,tackles_combined,1,,,,,
player,201112180chi,chi,PaeaSt00,tackles_solo,0,,,,,
player,201112180chi,chi,PaeaSt00,tackles_assists,1,,,,,
player,201112180chi,chi,PaeaSt00,tackles_loss,0,,,,,
player,201112180chi,chi,PaeaSt00,qb_hits,0,,,,,
player,201112180chi,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201112180chi,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201112180chi,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201112180chi,chi,PodlAd20,def_int,0,,,,,
player,201112180chi,chi,PodlAd20,def_int_yds,0,,,,,
player,201112180chi,chi,PodlAd20,def_int_td,0,,,,,
player,201112180chi,chi,PodlAd20,def_int_long,0,,,,,
player,201112180chi,chi,PodlAd20,pass_defended,0,,,,,
player,201112180chi,chi,PodlAd20,sacks,0.0,,,,,
player,201112180chi,chi,PodlAd20,tackles_combined,1,,,,,
player,201112180chi,chi,PodlAd20,tackles_solo,1,,,,,
player,201112180chi,chi,PodlAd20,tackles_assists,0,,,,,
player,201112180chi,chi,PodlAd20,tackles_loss,0,,,,,
player,201112180chi,chi,PodlAd20,qb_hits,0,,,,,
player,201112180chi,chi,PodlAd20,fumbles_rec,0,,,,,
player,201112180chi,chi,PodlAd20,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,PodlAd20,fumbles_rec_td,0,,,,,
player,201112180chi,chi,PodlAd20,fumbles_forced,0,,,,,
player,201112180chi,chi,WootCo99,def_int,0,,,,,
player,201112180chi,chi,WootCo99,def_int_yds,0,,,,,
player,201112180chi,chi,WootCo99,def_int_td,0,,,,,
player,201112180chi,chi,WootCo99,def_int_long,0,,,,,
player,201112180chi,chi,WootCo99,pass_defended,0,,,,,
player,201112180chi,chi,WootCo99,sacks,0.0,,,,,
player,201112180chi,chi,WootCo99,tackles_combined,1,,,,,
player,201112180chi,chi,WootCo99,tackles_solo,0,,,,,
player,201112180chi,chi,WootCo99,tackles_assists,1,,,,,
player,201112180chi,chi,WootCo99,tackles_loss,0,,,,,
player,201112180chi,chi,WootCo99,qb_hits,0,,,,,
player,201112180chi,chi,WootCo99,fumbles_rec,0,,,,,
player,201112180chi,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201112180chi,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201112180chi,chi,WootCo99,fumbles_forced,0,,,,,
player,201112180chi,sea,WashLe00,kick_ret,1,,,,,
player,201112180chi,sea,WashLe00,kick_ret_yds,16,,,,,
player,201112180chi,sea,WashLe00,kick_ret_yds_per_ret,16.0,,,,,
player,201112180chi,sea,WashLe00,kick_ret_td,0,,,,,
player,201112180chi,sea,WashLe00,kick_ret_long,16,,,,,
player,201112180chi,sea,WashLe00,punt_ret,2,,,,,
player,201112180chi,sea,WashLe00,punt_ret_yds,44,,,,,
player,201112180chi,sea,WashLe00,punt_ret_yds_per_ret,22.0,,,,,
player,201112180chi,sea,WashLe00,punt_ret_td,0,,,,,
player,201112180chi,sea,WashLe00,punt_ret_long,36,,,,,
player,201112180chi,chi,BennEa00,kick_ret,0,,,,,
player,201112180chi,chi,BennEa00,kick_ret_yds,0,,,,,
player,201112180chi,chi,BennEa00,kick_ret_yds_per_ret,,,,,,
player,201112180chi,chi,BennEa00,kick_ret_td,0,,,,,
player,201112180chi,chi,BennEa00,kick_ret_long,0,,,,,
player,201112180chi,chi,BennEa00,punt_ret,1,,,,,
player,201112180chi,chi,BennEa00,punt_ret_yds,7,,,,,
player,201112180chi,chi,BennEa00,punt_ret_yds_per_ret,7.0,,,,,
player,201112180chi,chi,BennEa00,punt_ret_td,0,,,,,
player,201112180chi,chi,BennEa00,punt_ret_long,7,,,,,
player,201112180chi,chi,BellKa00,kick_ret,1,,,,,
player,201112180chi,chi,BellKa00,kick_ret_yds,25,,,,,
player,201112180chi,chi,BellKa00,kick_ret_yds_per_ret,25.0,,,,,
player,201112180chi,chi,BellKa00,kick_ret_td,0,,,,,
player,201112180chi,chi,BellKa00,kick_ret_long,25,,,,,
player,201112180chi,chi,BellKa00,punt_ret,0,,,,,
player,201112180chi,chi,BellKa00,punt_ret_yds,0,,,,,
player,201112180chi,chi,BellKa00,punt_ret_yds_per_ret,,,,,,
player,201112180chi,chi,BellKa00,punt_ret_td,0,,,,,
player,201112180chi,chi,BellKa00,punt_ret_long,0,,,,,
player,201112180chi,chi,ClutTy00,kick_ret,1,,,,,
player,201112180chi,chi,ClutTy00,kick_ret_yds,9,,,,,
player,201112180chi,chi,ClutTy00,kick_ret_yds_per_ret,9.0,,,,,
player,201112180chi,chi,ClutTy00,kick_ret_td,0,,,,,
player,201112180chi,chi,ClutTy00,kick_ret_long,9,,,,,
player,201112180chi,chi,ClutTy00,punt_ret,0,,,,,
player,201112180chi,chi,ClutTy00,punt_ret_yds,0,,,,,
player,201112180chi,chi,ClutTy00,punt_ret_yds_per_ret,,,,,,
player,201112180chi,chi,ClutTy00,punt_ret_td,0,,,,,
player,201112180chi,chi,ClutTy00,punt_ret_long,0,,,,,
player,201112180chi,chi,HestDe99,kick_ret,1,,,,,
player,201112180chi,chi,HestDe99,kick_ret_yds,17,,,,,
player,201112180chi,chi,HestDe99,kick_ret_yds_per_ret,17.0,,,,,
player,201112180chi,chi,HestDe99,kick_ret_td,0,,,,,
player,201112180chi,chi,HestDe99,kick_ret_long,17,,,,,
player,201112180chi,chi,HestDe99,punt_ret,0,,,,,
player,201112180chi,chi,HestDe99,punt_ret_yds,0,,,,,
player,201112180chi,chi,HestDe99,punt_ret_yds_per_ret,,,,,,
player,201112180chi,chi,HestDe99,punt_ret_td,0,,,,,
player,201112180chi,chi,HestDe99,punt_ret_long,0,,,,,
player,201112180chi,chi,KnoxJo00,kick_ret,1,,,,,
player,201112180chi,chi,KnoxJo00,kick_ret_yds,23,,,,,
player,201112180chi,chi,KnoxJo00,kick_ret_yds_per_ret,23.0,,,,,
player,201112180chi,chi,KnoxJo00,kick_ret_td,0,,,,,
player,201112180chi,chi,KnoxJo00,kick_ret_long,23,,,,,
player,201112180chi,chi,KnoxJo00,punt_ret,0,,,,,
player,201112180chi,chi,KnoxJo00,punt_ret_yds,0,,,,,
player,201112180chi,chi,KnoxJo00,punt_ret_yds_per_ret,,,,,,
player,201112180chi,chi,KnoxJo00,punt_ret_td,0,,,,,
player,201112180chi,chi,KnoxJo00,punt_ret_long,0,,,,,
player,201112180chi,chi,SpaeMa00,kick_ret,1,,,,,
player,201112180chi,chi,SpaeMa00,kick_ret_yds,7,,,,,
player,201112180chi,chi,SpaeMa00,kick_ret_yds_per_ret,7.0,,,,,
player,201112180chi,chi,SpaeMa00,kick_ret_td,0,,,,,
player,201112180chi,chi,SpaeMa00,kick_ret_long,7,,,,,
player,201112180chi,chi,SpaeMa00,punt_ret,0,,,,,
player,201112180chi,chi,SpaeMa00,punt_ret_yds,0,,,,,
