game,2011,2,20110918,201109180pit,sea,"Seattle Seahawks",0,pit,"Pittsburgh Steelers",24
player,201109180pit,sea,ClemCh23,def_int_td,0,,,,,
player,201109180pit,sea,ClemCh23,def_int_long,0,,,,,
player,201109180pit,sea,ClemCh23,pass_defended,1,,,,,
player,201109180pit,sea,ClemCh23,sacks,1.0,,,,,
player,201109180pit,sea,ClemCh23,tackles_combined,2,,,,,
player,201109180pit,sea,ClemCh23,tackles_solo,1,,,,,
player,201109180pit,sea,ClemCh23,tackles_assists,1,,,,,
player,201109180pit,sea,ClemCh23,tackles_loss,1,,,,,
player,201109180pit,sea,ClemCh23,qb_hits,1,,,,,
player,201109180pit,sea,ClemCh23,fumbles_rec,0,,,,,
player,201109180pit,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201109180pit,sea,ClemCh23,fumbles_forced,0,,,,,
player,201109180pit,sea,ChanKa99,def_int,0,,,,,
player,201109180pit,sea,ChanKa99,def_int_yds,0,,,,,
player,201109180pit,sea,ChanKa99,def_int_td,0,,,,,
player,201109180pit,sea,ChanKa99,def_int_long,0,,,,,
player,201109180pit,sea,ChanKa99,pass_defended,0,,,,,
player,201109180pit,sea,ChanKa99,sacks,0.0,,,,,
player,201109180pit,sea,ChanKa99,tackles_combined,9,,,,,
player,201109180pit,sea,ChanKa99,tackles_solo,5,,,,,
player,201109180pit,sea,ChanKa99,tackles_assists,4,,,,,
player,201109180pit,sea,ChanKa99,tackles_loss,0,,,,,
player,201109180pit,sea,ChanKa99,qb_hits,0,,,,,
player,201109180pit,sea,ChanKa99,fumbles_rec,0,,,,,
player,201109180pit,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,ChanKa99,fumbles_forced,0,,,,,
player,201109180pit,sea,McCoMa20,def_int,0,,,,,
player,201109180pit,sea,McCoMa20,def_int_yds,0,,,,,
player,201109180pit,sea,McCoMa20,def_int_td,0,,,,,
player,201109180pit,sea,McCoMa20,def_int_long,0,,,,,
player,201109180pit,sea,McCoMa20,pass_defended,0,,,,,
player,201109180pit,sea,McCoMa20,sacks,0.0,,,,,
player,201109180pit,sea,McCoMa20,tackles_combined,9,,,,,
player,201109180pit,sea,McCoMa20,tackles_solo,4,,,,,
player,201109180pit,sea,McCoMa20,tackles_assists,5,,,,,
player,201109180pit,sea,McCoMa20,tackles_loss,0,,,,,
player,201109180pit,sea,McCoMa20,qb_hits,0,,,,,
player,201109180pit,sea,McCoMa20,fumbles_rec,0,,,,,
player,201109180pit,sea,McCoMa20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,McCoMa20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,McCoMa20,fumbles_forced,0,,,,,
player,201109180pit,sea,BrowBr00,def_int,0,,,,,
player,201109180pit,sea,BrowBr00,def_int_yds,0,,,,,
player,201109180pit,sea,BrowBr00,def_int_td,0,,,,,
player,201109180pit,sea,BrowBr00,def_int_long,0,,,,,
player,201109180pit,sea,BrowBr00,pass_defended,0,,,,,
player,201109180pit,sea,BrowBr00,sacks,0.0,,,,,
player,201109180pit,sea,BrowBr00,tackles_combined,7,,,,,
player,201109180pit,sea,BrowBr00,tackles_solo,6,,,,,
player,201109180pit,sea,BrowBr00,tackles_assists,1,,,,,
player,201109180pit,sea,BrowBr00,tackles_loss,0,,,,,
player,201109180pit,sea,BrowBr00,qb_hits,0,,,,,
player,201109180pit,sea,BrowBr00,fumbles_rec,0,,,,,
player,201109180pit,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201109180pit,sea,BrowBr00,fumbles_forced,0,,,,,
player,201109180pit,sea,CurrAa99,def_int,0,,,,,
player,201109180pit,sea,CurrAa99,def_int_yds,0,,,,,
player,201109180pit,sea,CurrAa99,def_int_td,0,,,,,
player,201109180pit,sea,CurrAa99,def_int_long,0,,,,,
player,201109180pit,sea,CurrAa99,pass_defended,1,,,,,
player,201109180pit,sea,CurrAa99,sacks,0.0,,,,,
player,201109180pit,sea,CurrAa99,tackles_combined,6,,,,,
player,201109180pit,sea,CurrAa99,tackles_solo,4,,,,,
player,201109180pit,sea,CurrAa99,tackles_assists,2,,,,,
player,201109180pit,sea,CurrAa99,tackles_loss,0,,,,,
player,201109180pit,sea,CurrAa99,qb_hits,0,,,,,
player,201109180pit,sea,CurrAa99,fumbles_rec,0,,,,,
player,201109180pit,sea,CurrAa99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,CurrAa99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,CurrAa99,fumbles_forced,0,,,,,
player,201109180pit,sea,ThomEa99,def_int,0,,,,,
player,201109180pit,sea,ThomEa99,def_int_yds,0,,,,,
player,201109180pit,sea,ThomEa99,def_int_td,0,,,,,
player,201109180pit,sea,ThomEa99,def_int_long,0,,,,,
player,201109180pit,sea,ThomEa99,pass_defended,0,,,,,
player,201109180pit,sea,ThomEa99,sacks,0.0,,,,,
player,201109180pit,sea,ThomEa99,tackles_combined,6,,,,,
player,201109180pit,sea,ThomEa99,tackles_solo,5,,,,,
player,201109180pit,sea,ThomEa99,tackles_assists,1,,,,,
player,201109180pit,sea,ThomEa99,tackles_loss,0,,,,,
player,201109180pit,sea,ThomEa99,qb_hits,0,,,,,
player,201109180pit,sea,ThomEa99,fumbles_rec,0,,,,,
player,201109180pit,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,ThomEa99,fumbles_forced,0,,,,,
player,201109180pit,sea,TrufMa20,def_int,0,,,,,
player,201109180pit,sea,TrufMa20,def_int_yds,0,,,,,
player,201109180pit,sea,TrufMa20,def_int_td,0,,,,,
player,201109180pit,sea,TrufMa20,def_int_long,0,,,,,
player,201109180pit,sea,TrufMa20,pass_defended,1,,,,,
player,201109180pit,sea,TrufMa20,sacks,0.0,,,,,
player,201109180pit,sea,TrufMa20,tackles_combined,6,,,,,
player,201109180pit,sea,TrufMa20,tackles_solo,5,,,,,
player,201109180pit,sea,TrufMa20,tackles_assists,1,,,,,
player,201109180pit,sea,TrufMa20,tackles_loss,1,,,,,
player,201109180pit,sea,TrufMa20,qb_hits,0,,,,,
player,201109180pit,sea,TrufMa20,fumbles_rec,0,,,,,
player,201109180pit,sea,TrufMa20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,TrufMa20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,TrufMa20,fumbles_forced,0,,,,,
player,201109180pit,sea,BranAl99,def_int,0,,,,,
player,201109180pit,sea,BranAl99,def_int_yds,0,,,,,
player,201109180pit,sea,BranAl99,def_int_td,0,,,,,
player,201109180pit,sea,BranAl99,def_int_long,0,,,,,
player,201109180pit,sea,BranAl99,pass_defended,0,,,,,
player,201109180pit,sea,BranAl99,sacks,0.0,,,,,
player,201109180pit,sea,BranAl99,tackles_combined,4,,,,,
player,201109180pit,sea,BranAl99,tackles_solo,2,,,,,
player,201109180pit,sea,BranAl99,tackles_assists,2,,,,,
player,201109180pit,sea,BranAl99,tackles_loss,0,,,,,
player,201109180pit,sea,BranAl99,qb_hits,0,,,,,
player,201109180pit,sea,BranAl99,fumbles_rec,0,,,,,
player,201109180pit,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,BranAl99,fumbles_forced,0,,,,,
player,201109180pit,sea,BryaRe99,def_int,0,,,,,
player,201109180pit,sea,BryaRe99,def_int_yds,0,,,,,
player,201109180pit,sea,BryaRe99,def_int_td,0,,,,,
player,201109180pit,sea,BryaRe99,def_int_long,0,,,,,
player,201109180pit,sea,BryaRe99,pass_defended,0,,,,,
player,201109180pit,sea,BryaRe99,sacks,0.0,,,,,
player,201109180pit,sea,BryaRe99,tackles_combined,3,,,,,
player,201109180pit,sea,BryaRe99,tackles_solo,2,,,,,
player,201109180pit,sea,BryaRe99,tackles_assists,1,,,,,
player,201109180pit,sea,BryaRe99,tackles_loss,0,,,,,
player,201109180pit,sea,BryaRe99,qb_hits,0,,,,,
player,201109180pit,sea,BryaRe99,fumbles_rec,0,,,,,
player,201109180pit,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,BryaRe99,fumbles_forced,0,,,,,
player,201109180pit,sea,HargAn20,def_int,0,,,,,
player,201109180pit,sea,HargAn20,def_int_yds,0,,,,,
player,201109180pit,sea,HargAn20,def_int_td,0,,,,,
player,201109180pit,sea,HargAn20,def_int_long,0,,,,,
player,201109180pit,sea,HargAn20,pass_defended,0,,,,,
player,201109180pit,sea,HargAn20,sacks,0.0,,,,,
player,201109180pit,sea,HargAn20,tackles_combined,3,,,,,
player,201109180pit,sea,HargAn20,tackles_solo,1,,,,,
player,201109180pit,sea,HargAn20,tackles_assists,2,,,,,
player,201109180pit,sea,HargAn20,tackles_loss,,,,,,
player,201109180pit,sea,HargAn20,qb_hits,,,,,,
player,201109180pit,sea,HargAn20,fumbles_rec,0,,,,,
player,201109180pit,sea,HargAn20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,HargAn20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,HargAn20,fumbles_forced,0,,,,,
player,201109180pit,sea,HawtDa20,def_int,0,,,,,
player,201109180pit,sea,HawtDa20,def_int_yds,0,,,,,
player,201109180pit,sea,HawtDa20,def_int_td,0,,,,,
player,201109180pit,sea,HawtDa20,def_int_long,0,,,,,
player,201109180pit,sea,HawtDa20,pass_defended,0,,,,,
player,201109180pit,sea,HawtDa20,sacks,0.0,,,,,
player,201109180pit,sea,HawtDa20,tackles_combined,3,,,,,
player,201109180pit,sea,HawtDa20,tackles_solo,2,,,,,
player,201109180pit,sea,HawtDa20,tackles_assists,1,,,,,
player,201109180pit,sea,HawtDa20,tackles_loss,0,,,,,
player,201109180pit,sea,HawtDa20,qb_hits,0,,,,,
player,201109180pit,sea,HawtDa20,fumbles_rec,0,,,,,
player,201109180pit,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,HawtDa20,fumbles_forced,0,,,,,
player,201109180pit,sea,McDoCl99,def_int,0,,,,,
player,201109180pit,sea,McDoCl99,def_int_yds,0,,,,,
player,201109180pit,sea,McDoCl99,def_int_td,0,,,,,
player,201109180pit,sea,McDoCl99,def_int_long,0,,,,,
player,201109180pit,sea,McDoCl99,pass_defended,0,,,,,
player,201109180pit,sea,McDoCl99,sacks,0.0,,,,,
player,201109180pit,sea,McDoCl99,tackles_combined,3,,,,,
player,201109180pit,sea,McDoCl99,tackles_solo,1,,,,,
player,201109180pit,sea,McDoCl99,tackles_assists,2,,,,,
player,201109180pit,sea,McDoCl99,tackles_loss,1,,,,,
player,201109180pit,sea,McDoCl99,qb_hits,0,,,,,
player,201109180pit,sea,McDoCl99,fumbles_rec,0,,,,,
player,201109180pit,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,McDoCl99,fumbles_forced,0,,,,,
player,201109180pit,sea,ThurWa99,def_int,0,,,,,
player,201109180pit,sea,ThurWa99,def_int_yds,0,,,,,
player,201109180pit,sea,ThurWa99,def_int_td,0,,,,,
player,201109180pit,sea,ThurWa99,def_int_long,0,,,,,
player,201109180pit,sea,ThurWa99,pass_defended,0,,,,,
player,201109180pit,sea,ThurWa99,sacks,0.0,,,,,
player,201109180pit,sea,ThurWa99,tackles_combined,3,,,,,
player,201109180pit,sea,ThurWa99,tackles_solo,1,,,,,
player,201109180pit,sea,ThurWa99,tackles_assists,2,,,,,
player,201109180pit,sea,ThurWa99,tackles_loss,0,,,,,
player,201109180pit,sea,ThurWa99,qb_hits,0,,,,,
player,201109180pit,sea,ThurWa99,fumbles_rec,0,,,,,
player,201109180pit,sea,ThurWa99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,ThurWa99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,ThurWa99,fumbles_forced,0,,,,,
player,201109180pit,sea,BrocRa20,def_int,0,,,,,
player,201109180pit,sea,BrocRa20,def_int_yds,0,,,,,
player,201109180pit,sea,BrocRa20,def_int_td,0,,,,,
player,201109180pit,sea,BrocRa20,def_int_long,0,,,,,
player,201109180pit,sea,BrocRa20,pass_defended,0,,,,,
player,201109180pit,sea,BrocRa20,sacks,0.0,,,,,
player,201109180pit,sea,BrocRa20,tackles_combined,2,,,,,
player,201109180pit,sea,BrocRa20,tackles_solo,2,,,,,
player,201109180pit,sea,BrocRa20,tackles_assists,0,,,,,
player,201109180pit,sea,BrocRa20,tackles_loss,0,,,,,
player,201109180pit,sea,BrocRa20,qb_hits,1,,,,,
player,201109180pit,sea,BrocRa20,fumbles_rec,0,,,,,
player,201109180pit,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,BrocRa20,fumbles_forced,0,,,,,
player,201109180pit,sea,HillLe20,def_int,0,,,,,
player,201109180pit,sea,HillLe20,def_int_yds,0,,,,,
player,201109180pit,sea,HillLe20,def_int_td,0,,,,,
player,201109180pit,sea,HillLe20,def_int_long,0,,,,,
player,201109180pit,sea,HillLe20,pass_defended,0,,,,,
player,201109180pit,sea,HillLe20,sacks,0.0,,,,,
player,201109180pit,sea,HillLe20,tackles_combined,2,,,,,
player,201109180pit,sea,HillLe20,tackles_solo,1,,,,,
player,201109180pit,sea,HillLe20,tackles_assists,1,,,,,
player,201109180pit,sea,HillLe20,tackles_loss,0,,,,,
player,201109180pit,sea,HillLe20,qb_hits,0,,,,,
player,201109180pit,sea,HillLe20,fumbles_rec,0,,,,,
player,201109180pit,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,HillLe20,fumbles_forced,0,,,,,
player,201109180pit,sea,MebaBr99,def_int,0,,,,,
player,201109180pit,sea,MebaBr99,def_int_yds,0,,,,,
player,201109180pit,sea,MebaBr99,def_int_td,0,,,,,
player,201109180pit,sea,MebaBr99,def_int_long,0,,,,,
player,201109180pit,sea,MebaBr99,pass_defended,0,,,,,
player,201109180pit,sea,MebaBr99,sacks,0.0,,,,,
player,201109180pit,sea,MebaBr99,tackles_combined,2,,,,,
player,201109180pit,sea,MebaBr99,tackles_solo,1,,,,,
player,201109180pit,sea,MebaBr99,tackles_assists,1,,,,,
player,201109180pit,sea,MebaBr99,tackles_loss,0,,,,,
player,201109180pit,sea,MebaBr99,qb_hits,0,,,,,
player,201109180pit,sea,MebaBr99,fumbles_rec,0,,,,,
player,201109180pit,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,MebaBr99,fumbles_forced,0,,,,,
player,201109180pit,sea,WoodAl99,def_int,0,,,,,
player,201109180pit,sea,WoodAl99,def_int_yds,0,,,,,
player,201109180pit,sea,WoodAl99,def_int_td,0,,,,,
player,201109180pit,sea,WoodAl99,def_int_long,0,,,,,
player,201109180pit,sea,WoodAl99,pass_defended,0,,,,,
player,201109180pit,sea,WoodAl99,sacks,0.0,,,,,
player,201109180pit,sea,WoodAl99,tackles_combined,2,,,,,
player,201109180pit,sea,WoodAl99,tackles_solo,1,,,,,
player,201109180pit,sea,WoodAl99,tackles_assists,1,,,,,
player,201109180pit,sea,WoodAl99,tackles_loss,0,,,,,
player,201109180pit,sea,WoodAl99,qb_hits,0,,,,,
player,201109180pit,sea,WoodAl99,fumbles_rec,0,,,,,
player,201109180pit,sea,WoodAl99,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,WoodAl99,fumbles_rec_td,0,,,,,
player,201109180pit,sea,WoodAl99,fumbles_forced,0,,,,,
player,201109180pit,sea,WrigK.00,def_int,0,,,,,
player,201109180pit,sea,WrigK.00,def_int_yds,0,,,,,
player,201109180pit,sea,WrigK.00,def_int_td,0,,,,,
player,201109180pit,sea,WrigK.00,def_int_long,0,,,,,
player,201109180pit,sea,WrigK.00,pass_defended,0,,,,,
player,201109180pit,sea,WrigK.00,sacks,0.0,,,,,
player,201109180pit,sea,WrigK.00,tackles_combined,2,,,,,
player,201109180pit,sea,WrigK.00,tackles_solo,2,,,,,
player,201109180pit,sea,WrigK.00,tackles_assists,0,,,,,
player,201109180pit,sea,WrigK.00,tackles_loss,0,,,,,
player,201109180pit,sea,WrigK.00,qb_hits,0,,,,,
player,201109180pit,sea,WrigK.00,fumbles_rec,0,,,,,
player,201109180pit,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201109180pit,sea,WrigK.00,fumbles_forced,0,,,,,
player,201109180pit,sea,ForsJu00,def_int,0,,,,,
player,201109180pit,sea,ForsJu00,def_int_yds,0,,,,,
player,201109180pit,sea,ForsJu00,def_int_td,0,,,,,
player,201109180pit,sea,ForsJu00,def_int_long,0,,,,,
player,201109180pit,sea,ForsJu00,pass_defended,0,,,,,
player,201109180pit,sea,ForsJu00,sacks,0.0,,,,,
player,201109180pit,sea,ForsJu00,tackles_combined,1,,,,,
player,201109180pit,sea,ForsJu00,tackles_solo,1,,,,,
player,201109180pit,sea,ForsJu00,tackles_assists,0,,,,,
player,201109180pit,sea,ForsJu00,tackles_loss,0,,,,,
player,201109180pit,sea,ForsJu00,qb_hits,0,,,,,
player,201109180pit,sea,ForsJu00,fumbles_rec,0,,,,,
player,201109180pit,sea,ForsJu00,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,ForsJu00,fumbles_rec_td,0,,,,,
player,201109180pit,sea,ForsJu00,fumbles_forced,0,,,,,
player,201109180pit,sea,SherRi00,def_int,0,,,,,
player,201109180pit,sea,SherRi00,def_int_yds,0,,,,,
player,201109180pit,sea,SherRi00,def_int_td,0,,,,,
player,201109180pit,sea,SherRi00,def_int_long,0,,,,,
player,201109180pit,sea,SherRi00,pass_defended,0,,,,,
player,201109180pit,sea,SherRi00,sacks,0.0,,,,,
player,201109180pit,sea,SherRi00,tackles_combined,1,,,,,
player,201109180pit,sea,SherRi00,tackles_solo,0,,,,,
player,201109180pit,sea,SherRi00,tackles_assists,1,,,,,
player,201109180pit,sea,SherRi00,tackles_loss,0,,,,,
player,201109180pit,sea,SherRi00,qb_hits,0,,,,,
player,201109180pit,sea,SherRi00,fumbles_rec,0,,,,,
player,201109180pit,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201109180pit,sea,SherRi00,fumbles_forced,0,,,,,
player,201109180pit,sea,WashLe00,def_int,0,,,,,
player,201109180pit,sea,WashLe00,def_int_yds,0,,,,,
player,201109180pit,sea,WashLe00,def_int_td,0,,,,,
player,201109180pit,sea,WashLe00,def_int_long,0,,,,,
player,201109180pit,sea,WashLe00,pass_defended,0,,,,,
player,201109180pit,sea,WashLe00,sacks,0.0,,,,,
player,201109180pit,sea,WashLe00,tackles_combined,1,,,,,
player,201109180pit,sea,WashLe00,tackles_solo,1,,,,,
player,201109180pit,sea,WashLe00,tackles_assists,0,,,,,
player,201109180pit,sea,WashLe00,tackles_loss,0,,,,,
player,201109180pit,sea,WashLe00,qb_hits,0,,,,,
player,201109180pit,sea,WashLe00,fumbles_rec,0,,,,,
player,201109180pit,sea,WashLe00,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,WashLe00,fumbles_rec_td,0,,,,,
player,201109180pit,sea,WashLe00,fumbles_forced,0,,,,,
player,201109180pit,pit,PolaTr99,def_int,0,,,,,
player,201109180pit,pit,PolaTr99,def_int_yds,0,,,,,
player,201109180pit,pit,PolaTr99,def_int_td,0,,,,,
player,201109180pit,pit,PolaTr99,def_int_long,0,,,,,
player,201109180pit,pit,PolaTr99,pass_defended,1,,,,,
player,201109180pit,pit,PolaTr99,sacks,1.0,,,,,
player,201109180pit,pit,PolaTr99,tackles_combined,8,,,,,
player,201109180pit,pit,PolaTr99,tackles_solo,6,,,,,
player,201109180pit,pit,PolaTr99,tackles_assists,2,,,,,
player,201109180pit,pit,PolaTr99,tackles_loss,0,,,,,
player,201109180pit,pit,PolaTr99,qb_hits,1,,,,,
player,201109180pit,pit,PolaTr99,fumbles_rec,0,,,,,
player,201109180pit,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,PolaTr99,fumbles_forced,0,,,,,
player,201109180pit,pit,FootLa20,def_int,0,,,,,
player,201109180pit,pit,FootLa20,def_int_yds,0,,,,,
player,201109180pit,pit,FootLa20,def_int_td,0,,,,,
player,201109180pit,pit,FootLa20,def_int_long,0,,,,,
player,201109180pit,pit,FootLa20,pass_defended,0,,,,,
player,201109180pit,pit,FootLa20,sacks,1.0,,,,,
player,201109180pit,pit,FootLa20,tackles_combined,4,,,,,
player,201109180pit,pit,FootLa20,tackles_solo,4,,,,,
player,201109180pit,pit,FootLa20,tackles_assists,0,,,,,
player,201109180pit,pit,FootLa20,tackles_loss,1,,,,,
player,201109180pit,pit,FootLa20,qb_hits,1,,,,,
player,201109180pit,pit,FootLa20,fumbles_rec,0,,,,,
player,201109180pit,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201109180pit,pit,FootLa20,fumbles_forced,0,,,,,
player,201109180pit,pit,HarrJa23,def_int,0,,,,,
player,201109180pit,pit,HarrJa23,def_int_yds,0,,,,,
player,201109180pit,pit,HarrJa23,def_int_td,0,,,,,
player,201109180pit,pit,HarrJa23,def_int_long,0,,,,,
player,201109180pit,pit,HarrJa23,pass_defended,0,,,,,
player,201109180pit,pit,HarrJa23,sacks,1.0,,,,,
player,201109180pit,pit,HarrJa23,tackles_combined,4,,,,,
player,201109180pit,pit,HarrJa23,tackles_solo,2,,,,,
player,201109180pit,pit,HarrJa23,tackles_assists,2,,,,,
player,201109180pit,pit,HarrJa23,tackles_loss,2,,,,,
player,201109180pit,pit,HarrJa23,qb_hits,1,,,,,
player,201109180pit,pit,HarrJa23,fumbles_rec,0,,,,,
player,201109180pit,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201109180pit,pit,HarrJa23,fumbles_forced,0,,,,,
player,201109180pit,pit,FarrJa99,def_int,0,,,,,
player,201109180pit,pit,FarrJa99,def_int_yds,0,,,,,
player,201109180pit,pit,FarrJa99,def_int_td,0,,,,,
player,201109180pit,pit,FarrJa99,def_int_long,0,,,,,
player,201109180pit,pit,FarrJa99,pass_defended,0,,,,,
player,201109180pit,pit,FarrJa99,sacks,1.0,,,,,
player,201109180pit,pit,FarrJa99,tackles_combined,3,,,,,
player,201109180pit,pit,FarrJa99,tackles_solo,2,,,,,
player,201109180pit,pit,FarrJa99,tackles_assists,1,,,,,
player,201109180pit,pit,FarrJa99,tackles_loss,1,,,,,
player,201109180pit,pit,FarrJa99,qb_hits,1,,,,,
player,201109180pit,pit,FarrJa99,fumbles_rec,0,,,,,
player,201109180pit,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,FarrJa99,fumbles_forced,0,,,,,
player,201109180pit,pit,WoodLa99,def_int,0,,,,,
player,201109180pit,pit,WoodLa99,def_int_yds,0,,,,,
player,201109180pit,pit,WoodLa99,def_int_td,0,,,,,
player,201109180pit,pit,WoodLa99,def_int_long,0,,,,,
player,201109180pit,pit,WoodLa99,pass_defended,0,,,,,
player,201109180pit,pit,WoodLa99,sacks,0.5,,,,,
player,201109180pit,pit,WoodLa99,tackles_combined,3,,,,,
player,201109180pit,pit,WoodLa99,tackles_solo,2,,,,,
player,201109180pit,pit,WoodLa99,tackles_assists,1,,,,,
player,201109180pit,pit,WoodLa99,tackles_loss,1,,,,,
player,201109180pit,pit,WoodLa99,qb_hits,1,,,,,
player,201109180pit,pit,WoodLa99,fumbles_rec,0,,,,,
player,201109180pit,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,WoodLa99,fumbles_forced,0,,,,,
player,201109180pit,pit,McLeSt00,def_int,0,,,,,
player,201109180pit,pit,McLeSt00,def_int_yds,0,,,,,
player,201109180pit,pit,McLeSt00,def_int_td,0,,,,,
player,201109180pit,pit,McLeSt00,def_int_long,0,,,,,
player,201109180pit,pit,McLeSt00,pass_defended,0,,,,,
player,201109180pit,pit,McLeSt00,sacks,0.5,,,,,
player,201109180pit,pit,McLeSt00,tackles_combined,1,,,,,
player,201109180pit,pit,McLeSt00,tackles_solo,0,,,,,
player,201109180pit,pit,McLeSt00,tackles_assists,1,,,,,
player,201109180pit,pit,McLeSt00,tackles_loss,0,,,,,
player,201109180pit,pit,McLeSt00,qb_hits,1,,,,,
player,201109180pit,pit,McLeSt00,fumbles_rec,0,,,,,
player,201109180pit,pit,McLeSt00,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,McLeSt00,fumbles_rec_td,0,,,,,
player,201109180pit,pit,McLeSt00,fumbles_forced,0,,,,,
player,201109180pit,pit,TimmLa99,def_int,0,,,,,
player,201109180pit,pit,TimmLa99,def_int_yds,0,,,,,
player,201109180pit,pit,TimmLa99,def_int_td,0,,,,,
player,201109180pit,pit,TimmLa99,def_int_long,0,,,,,
player,201109180pit,pit,TimmLa99,pass_defended,0,,,,,
player,201109180pit,pit,TimmLa99,sacks,0.0,,,,,
player,201109180pit,pit,TimmLa99,tackles_combined,8,,,,,
player,201109180pit,pit,TimmLa99,tackles_solo,5,,,,,
player,201109180pit,pit,TimmLa99,tackles_assists,3,,,,,
player,201109180pit,pit,TimmLa99,tackles_loss,1,,,,,
player,201109180pit,pit,TimmLa99,qb_hits,0,,,,,
player,201109180pit,pit,TimmLa99,fumbles_rec,0,,,,,
player,201109180pit,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,TimmLa99,fumbles_forced,0,,,,,
player,201109180pit,pit,LewiKe96,def_int,0,,,,,
player,201109180pit,pit,LewiKe96,def_int_yds,0,,,,,
player,201109180pit,pit,LewiKe96,def_int_td,0,,,,,
player,201109180pit,pit,LewiKe96,def_int_long,0,,,,,
player,201109180pit,pit,LewiKe96,pass_defended,0,,,,,
player,201109180pit,pit,LewiKe96,sacks,0.0,,,,,
player,201109180pit,pit,LewiKe96,tackles_combined,5,,,,,
player,201109180pit,pit,LewiKe96,tackles_solo,2,,,,,
player,201109180pit,pit,LewiKe96,tackles_assists,3,,,,,
player,201109180pit,pit,LewiKe96,tackles_loss,0,,,,,
player,201109180pit,pit,LewiKe96,qb_hits,0,,,,,
player,201109180pit,pit,LewiKe96,fumbles_rec,0,,,,,
player,201109180pit,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201109180pit,pit,LewiKe96,fumbles_forced,0,,,,,
player,201109180pit,pit,ClarRy20,def_int,0,,,,,
player,201109180pit,pit,ClarRy20,def_int_yds,0,,,,,
player,201109180pit,pit,ClarRy20,def_int_td,0,,,,,
player,201109180pit,pit,ClarRy20,def_int_long,0,,,,,
