game,2011,1,20110911,201109110crd,car,"Carolina Panthers",21,crd,"Arizona Cardinals",28
team,201109110crd,car,First Downs,26,,,,,,
team,201109110crd,crd,First Downs,15,,,,,,
team,201109110crd,car,Rush-Yds-TDs,27-74-1,,,,,,
team,201109110crd,crd,Rush-Yds-TDs,25-99-1,,,,,,
team,201109110crd,car,Cmp-Att-Yd-TD-INT,24-37-422-2-1,,,,,,
team,201109110crd,crd,Cmp-Att-Yd-TD-INT,18-27-309-2-0,,,,,,
team,201109110crd,car,Sacked-Yards,4-19,,,,,,
team,201109110crd,crd,Sacked-Yards,2-14,,,,,,
team,201109110crd,car,Net Pass Yards,403,,,,,,
team,201109110crd,crd,Net Pass Yards,295,,,,,,
team,201109110crd,car,Total Yards,477,,,,,,
team,201109110crd,crd,Total Yards,394,,,,,,
team,201109110crd,car,Fumbles-Lost,0-0,,,,,,
team,201109110crd,crd,Fumbles-Lost,2-1,,,,,,
team,201109110crd,car,Turnovers,1,,,,,,
team,201109110crd,crd,Turnovers,1,,,,,,
team,201109110crd,car,Penalties-Yards,10-74,,,,,,
team,201109110crd,crd,Penalties-Yards,6-61,,,,,,
team,201109110crd,car,Third Down Conv.,3-11,,,,,,
team,201109110crd,crd,Third Down Conv.,5-12,,,,,,
team,201109110crd,car,Fourth Down Conv.,0-1,,,,,,
team,201109110crd,crd,Fourth Down Conv.,0-0,,,,,,
team,201109110crd,car,Time of Possession,32:47,,,,,,
team,201109110crd,crd,Time of Possession,27:13,,,,,,
player,201109110crd,car,NewtCa00,pass_cmp,24,,,,,
player,201109110crd,car,NewtCa00,pass_att,37,,,,,
player,201109110crd,car,NewtCa00,pass_yds,422,,,,,
player,201109110crd,car,NewtCa00,pass_td,2,,,,,
player,201109110crd,car,NewtCa00,pass_int,1,,,,,
player,201109110crd,car,NewtCa00,pass_sacked,4,,,,,
player,201109110crd,car,NewtCa00,pass_sacked_yds,19,,,,,
player,201109110crd,car,NewtCa00,pass_long,77,,,,,
player,201109110crd,car,NewtCa00,pass_rating,110.4,,,,,
player,201109110crd,car,NewtCa00,rush_att,8,,,,,
player,201109110crd,car,NewtCa00,rush_yds,18,,,,,
player,201109110crd,car,NewtCa00,rush_td,1,,,,,
player,201109110crd,car,NewtCa00,rush_long,12,,,,,
player,201109110crd,car,NewtCa00,targets,0,,,,,
player,201109110crd,car,NewtCa00,rec,0,,,,,
player,201109110crd,car,NewtCa00,rec_yds,0,,,,,
player,201109110crd,car,NewtCa00,rec_td,0,,,,,
player,201109110crd,car,NewtCa00,rec_long,0,,,,,
player,201109110crd,car,NewtCa00,fumbles,0,,,,,
player,201109110crd,car,NewtCa00,fumbles_lost,,,,,,
player,201109110crd,car,WillDe02,pass_cmp,0,,,,,
player,201109110crd,car,WillDe02,pass_att,0,,,,,
player,201109110crd,car,WillDe02,pass_yds,0,,,,,
player,201109110crd,car,WillDe02,pass_td,0,,,,,
player,201109110crd,car,WillDe02,pass_int,0,,,,,
player,201109110crd,car,WillDe02,pass_sacked,0,,,,,
player,201109110crd,car,WillDe02,pass_sacked_yds,0,,,,,
player,201109110crd,car,WillDe02,pass_long,0,,,,,
player,201109110crd,car,WillDe02,pass_rating,,,,,,
player,201109110crd,car,WillDe02,rush_att,12,,,,,
player,201109110crd,car,WillDe02,rush_yds,30,,,,,
player,201109110crd,car,WillDe02,rush_td,0,,,,,
player,201109110crd,car,WillDe02,rush_long,8,,,,,
player,201109110crd,car,WillDe02,targets,2,,,,,
player,201109110crd,car,WillDe02,rec,1,,,,,
player,201109110crd,car,WillDe02,rec_yds,6,,,,,
player,201109110crd,car,WillDe02,rec_td,0,,,,,
player,201109110crd,car,WillDe02,rec_long,6,,,,,
player,201109110crd,car,WillDe02,fumbles,0,,,,,
player,201109110crd,car,WillDe02,fumbles_lost,,,,,,
player,201109110crd,car,StewJo00,pass_cmp,0,,,,,
player,201109110crd,car,StewJo00,pass_att,0,,,,,
player,201109110crd,car,StewJo00,pass_yds,0,,,,,
player,201109110crd,car,StewJo00,pass_td,0,,,,,
player,201109110crd,car,StewJo00,pass_int,0,,,,,
player,201109110crd,car,StewJo00,pass_sacked,0,,,,,
player,201109110crd,car,StewJo00,pass_sacked_yds,0,,,,,
player,201109110crd,car,StewJo00,pass_long,0,,,,,
player,201109110crd,car,StewJo00,pass_rating,,,,,,
player,201109110crd,car,StewJo00,rush_att,7,,,,,
player,201109110crd,car,StewJo00,rush_yds,26,,,,,
player,201109110crd,car,StewJo00,rush_td,0,,,,,
player,201109110crd,car,StewJo00,rush_long,13,,,,,
player,201109110crd,car,StewJo00,targets,3,,,,,
player,201109110crd,car,StewJo00,rec,2,,,,,
player,201109110crd,car,StewJo00,rec_yds,14,,,,,
player,201109110crd,car,StewJo00,rec_td,0,,,,,
player,201109110crd,car,StewJo00,rec_long,15,,,,,
player,201109110crd,car,StewJo00,fumbles,0,,,,,
player,201109110crd,car,StewJo00,fumbles_lost,,,,,,
player,201109110crd,car,SmitSt01,pass_cmp,0,,,,,
player,201109110crd,car,SmitSt01,pass_att,0,,,,,
player,201109110crd,car,SmitSt01,pass_yds,0,,,,,
player,201109110crd,car,SmitSt01,pass_td,0,,,,,
player,201109110crd,car,SmitSt01,pass_int,0,,,,,
player,201109110crd,car,SmitSt01,pass_sacked,0,,,,,
player,201109110crd,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201109110crd,car,SmitSt01,pass_long,0,,,,,
player,201109110crd,car,SmitSt01,pass_rating,,,,,,
player,201109110crd,car,SmitSt01,rush_att,0,,,,,
player,201109110crd,car,SmitSt01,rush_yds,0,,,,,
player,201109110crd,car,SmitSt01,rush_td,0,,,,,
player,201109110crd,car,SmitSt01,rush_long,0,,,,,
player,201109110crd,car,SmitSt01,targets,11,,,,,
player,201109110crd,car,SmitSt01,rec,8,,,,,
player,201109110crd,car,SmitSt01,rec_yds,178,,,,,
player,201109110crd,car,SmitSt01,rec_td,2,,,,,
player,201109110crd,car,SmitSt01,rec_long,77,,,,,
player,201109110crd,car,SmitSt01,fumbles,0,,,,,
player,201109110crd,car,SmitSt01,fumbles_lost,,,,,,
player,201109110crd,car,OlseGr00,pass_cmp,0,,,,,
player,201109110crd,car,OlseGr00,pass_att,0,,,,,
player,201109110crd,car,OlseGr00,pass_yds,0,,,,,
player,201109110crd,car,OlseGr00,pass_td,0,,,,,
player,201109110crd,car,OlseGr00,pass_int,0,,,,,
player,201109110crd,car,OlseGr00,pass_sacked,0,,,,,
player,201109110crd,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201109110crd,car,OlseGr00,pass_long,0,,,,,
player,201109110crd,car,OlseGr00,pass_rating,,,,,,
player,201109110crd,car,OlseGr00,rush_att,0,,,,,
player,201109110crd,car,OlseGr00,rush_yds,0,,,,,
player,201109110crd,car,OlseGr00,rush_td,0,,,,,
player,201109110crd,car,OlseGr00,rush_long,0,,,,,
player,201109110crd,car,OlseGr00,targets,6,,,,,
player,201109110crd,car,OlseGr00,rec,4,,,,,
player,201109110crd,car,OlseGr00,rec_yds,78,,,,,
player,201109110crd,car,OlseGr00,rec_td,0,,,,,
player,201109110crd,car,OlseGr00,rec_long,43,,,,,
player,201109110crd,car,OlseGr00,fumbles,0,,,,,
player,201109110crd,car,OlseGr00,fumbles_lost,,,,,,
player,201109110crd,car,LaFeBr00,pass_cmp,0,,,,,
player,201109110crd,car,LaFeBr00,pass_att,0,,,,,
player,201109110crd,car,LaFeBr00,pass_yds,0,,,,,
player,201109110crd,car,LaFeBr00,pass_td,0,,,,,
player,201109110crd,car,LaFeBr00,pass_int,0,,,,,
player,201109110crd,car,LaFeBr00,pass_sacked,0,,,,,
player,201109110crd,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201109110crd,car,LaFeBr00,pass_long,0,,,,,
player,201109110crd,car,LaFeBr00,pass_rating,,,,,,
player,201109110crd,car,LaFeBr00,rush_att,0,,,,,
player,201109110crd,car,LaFeBr00,rush_yds,0,,,,,
player,201109110crd,car,LaFeBr00,rush_td,0,,,,,
player,201109110crd,car,LaFeBr00,rush_long,0,,,,,
player,201109110crd,car,LaFeBr00,targets,5,,,,,
player,201109110crd,car,LaFeBr00,rec,4,,,,,
player,201109110crd,car,LaFeBr00,rec_yds,70,,,,,
player,201109110crd,car,LaFeBr00,rec_td,0,,,,,
player,201109110crd,car,LaFeBr00,rec_long,27,,,,,
player,201109110crd,car,LaFeBr00,fumbles,0,,,,,
player,201109110crd,car,LaFeBr00,fumbles_lost,,,,,,
player,201109110crd,car,ShocJe00,pass_cmp,0,,,,,
player,201109110crd,car,ShocJe00,pass_att,0,,,,,
player,201109110crd,car,ShocJe00,pass_yds,0,,,,,
player,201109110crd,car,ShocJe00,pass_td,0,,,,,
player,201109110crd,car,ShocJe00,pass_int,0,,,,,
player,201109110crd,car,ShocJe00,pass_sacked,0,,,,,
player,201109110crd,car,ShocJe00,pass_sacked_yds,0,,,,,
player,201109110crd,car,ShocJe00,pass_long,0,,,,,
player,201109110crd,car,ShocJe00,pass_rating,,,,,,
player,201109110crd,car,ShocJe00,rush_att,0,,,,,
