game,2011,16,20111224,201112240pit,ram,"St. Louis Rams",0,pit,"Pittsburgh Steelers",27
player,201112240pit,ram,JoneDo21,pass_sacked_yds,0,,,,,
player,201112240pit,ram,JoneDo21,pass_long,0,,,,,
player,201112240pit,ram,JoneDo21,pass_rating,,,,,,
player,201112240pit,ram,JoneDo21,rush_att,1,,,,,
player,201112240pit,ram,JoneDo21,rush_yds,9,,,,,
player,201112240pit,ram,JoneDo21,rush_td,0,,,,,
player,201112240pit,ram,JoneDo21,rush_long,9,,,,,
player,201112240pit,ram,JoneDo21,targets,0,,,,,
player,201112240pit,ram,JoneDo21,rec,0,,,,,
player,201112240pit,ram,JoneDo21,rec_yds,0,,,,,
player,201112240pit,ram,JoneDo21,rec_td,0,,,,,
player,201112240pit,ram,JoneDo21,rec_long,0,,,,,
player,201112240pit,ram,JoneDo21,fumbles,0,,,,,
player,201112240pit,ram,JoneDo21,fumbles_lost,,,,,,
player,201112240pit,ram,LloyBr00,pass_cmp,0,,,,,
player,201112240pit,ram,LloyBr00,pass_att,0,,,,,
player,201112240pit,ram,LloyBr00,pass_yds,0,,,,,
player,201112240pit,ram,LloyBr00,pass_td,0,,,,,
player,201112240pit,ram,LloyBr00,pass_int,0,,,,,
player,201112240pit,ram,LloyBr00,pass_sacked,0,,,,,
player,201112240pit,ram,LloyBr00,pass_sacked_yds,0,,,,,
player,201112240pit,ram,LloyBr00,pass_long,0,,,,,
player,201112240pit,ram,LloyBr00,pass_rating,,,,,,
player,201112240pit,ram,LloyBr00,rush_att,0,,,,,
player,201112240pit,ram,LloyBr00,rush_yds,0,,,,,
player,201112240pit,ram,LloyBr00,rush_td,0,,,,,
player,201112240pit,ram,LloyBr00,rush_long,0,,,,,
player,201112240pit,ram,LloyBr00,targets,12,,,,,
player,201112240pit,ram,LloyBr00,rec,3,,,,,
player,201112240pit,ram,LloyBr00,rec_yds,29,,,,,
player,201112240pit,ram,LloyBr00,rec_td,0,,,,,
player,201112240pit,ram,LloyBr00,rec_long,12,,,,,
player,201112240pit,ram,LloyBr00,fumbles,0,,,,,
player,201112240pit,ram,LloyBr00,fumbles_lost,,,,,,
player,201112240pit,ram,AlexDa00,pass_cmp,0,,,,,
player,201112240pit,ram,AlexDa00,pass_att,0,,,,,
player,201112240pit,ram,AlexDa00,pass_yds,0,,,,,
player,201112240pit,ram,AlexDa00,pass_td,0,,,,,
player,201112240pit,ram,AlexDa00,pass_int,0,,,,,
player,201112240pit,ram,AlexDa00,pass_sacked,0,,,,,
player,201112240pit,ram,AlexDa00,pass_sacked_yds,0,,,,,
player,201112240pit,ram,AlexDa00,pass_long,0,,,,,
player,201112240pit,ram,AlexDa00,pass_rating,,,,,,
player,201112240pit,ram,AlexDa00,rush_att,0,,,,,
player,201112240pit,ram,AlexDa00,rush_yds,0,,,,,
player,201112240pit,ram,AlexDa00,rush_td,0,,,,,
player,201112240pit,ram,AlexDa00,rush_long,0,,,,,
player,201112240pit,ram,AlexDa00,targets,5,,,,,
player,201112240pit,ram,AlexDa00,rec,2,,,,,
player,201112240pit,ram,AlexDa00,rec_yds,25,,,,,
player,201112240pit,ram,AlexDa00,rec_td,0,,,,,
player,201112240pit,ram,AlexDa00,rec_long,16,,,,,
player,201112240pit,ram,AlexDa00,fumbles,0,,,,,
player,201112240pit,ram,AlexDa00,fumbles_lost,,,,,,
player,201112240pit,ram,KendLa00,pass_cmp,0,,,,,
player,201112240pit,ram,KendLa00,pass_att,0,,,,,
player,201112240pit,ram,KendLa00,pass_yds,0,,,,,
player,201112240pit,ram,KendLa00,pass_td,0,,,,,
player,201112240pit,ram,KendLa00,pass_int,0,,,,,
player,201112240pit,ram,KendLa00,pass_sacked,0,,,,,
player,201112240pit,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201112240pit,ram,KendLa00,pass_long,0,,,,,
player,201112240pit,ram,KendLa00,pass_rating,,,,,,
player,201112240pit,ram,KendLa00,rush_att,0,,,,,
player,201112240pit,ram,KendLa00,rush_yds,0,,,,,
player,201112240pit,ram,KendLa00,rush_td,0,,,,,
player,201112240pit,ram,KendLa00,rush_long,0,,,,,
player,201112240pit,ram,KendLa00,targets,3,,,,,
player,201112240pit,ram,KendLa00,rec,2,,,,,
player,201112240pit,ram,KendLa00,rec_yds,13,,,,,
player,201112240pit,ram,KendLa00,rec_td,0,,,,,
player,201112240pit,ram,KendLa00,rec_long,7,,,,,
player,201112240pit,ram,KendLa00,fumbles,0,,,,,
player,201112240pit,ram,KendLa00,fumbles_lost,,,,,,
player,201112240pit,ram,GibsBr00,pass_cmp,0,,,,,
player,201112240pit,ram,GibsBr00,pass_att,0,,,,,
player,201112240pit,ram,GibsBr00,pass_yds,0,,,,,
player,201112240pit,ram,GibsBr00,pass_td,0,,,,,
player,201112240pit,ram,GibsBr00,pass_int,0,,,,,
player,201112240pit,ram,GibsBr00,pass_sacked,0,,,,,
player,201112240pit,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201112240pit,ram,GibsBr00,pass_long,0,,,,,
player,201112240pit,ram,GibsBr00,pass_rating,,,,,,
player,201112240pit,ram,GibsBr00,rush_att,0,,,,,
player,201112240pit,ram,GibsBr00,rush_yds,0,,,,,
player,201112240pit,ram,GibsBr00,rush_td,0,,,,,
player,201112240pit,ram,GibsBr00,rush_long,0,,,,,
player,201112240pit,ram,GibsBr00,targets,1,,,,,
player,201112240pit,ram,GibsBr00,rec,0,,,,,
player,201112240pit,ram,GibsBr00,rec_yds,0,,,,,
player,201112240pit,ram,GibsBr00,rec_td,0,,,,,
player,201112240pit,ram,GibsBr00,rec_long,0,,,,,
player,201112240pit,ram,GibsBr00,fumbles,0,,,,,
player,201112240pit,ram,GibsBr00,fumbles_lost,,,,,,
player,201112240pit,pit,BatcCh00,pass_cmp,15,,,,,
player,201112240pit,pit,BatcCh00,pass_att,22,,,,,
player,201112240pit,pit,BatcCh00,pass_yds,208,,,,,
player,201112240pit,pit,BatcCh00,pass_td,0,,,,,
player,201112240pit,pit,BatcCh00,pass_int,1,,,,,
player,201112240pit,pit,BatcCh00,pass_sacked,0,,,,,
player,201112240pit,pit,BatcCh00,pass_sacked_yds,0,,,,,
player,201112240pit,pit,BatcCh00,pass_long,46,,,,,
player,201112240pit,pit,BatcCh00,pass_rating,79.4,,,,,
player,201112240pit,pit,BatcCh00,rush_att,0,,,,,
player,201112240pit,pit,BatcCh00,rush_yds,0,,,,,
player,201112240pit,pit,BatcCh00,rush_td,0,,,,,
player,201112240pit,pit,BatcCh00,rush_long,0,,,,,
player,201112240pit,pit,BatcCh00,targets,0,,,,,
player,201112240pit,pit,BatcCh00,rec,0,,,,,
player,201112240pit,pit,BatcCh00,rec_yds,0,,,,,
player,201112240pit,pit,BatcCh00,rec_td,0,,,,,
player,201112240pit,pit,BatcCh00,rec_long,0,,,,,
player,201112240pit,pit,BatcCh00,fumbles,0,,,,,
player,201112240pit,pit,BatcCh00,fumbles_lost,,,,,,
player,201112240pit,pit,MendRa00,pass_cmp,0,,,,,
player,201112240pit,pit,MendRa00,pass_att,0,,,,,
player,201112240pit,pit,MendRa00,pass_yds,0,,,,,
player,201112240pit,pit,MendRa00,pass_td,0,,,,,
player,201112240pit,pit,MendRa00,pass_int,0,,,,,
player,201112240pit,pit,MendRa00,pass_sacked,0,,,,,
player,201112240pit,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201112240pit,pit,MendRa00,pass_long,0,,,,,
player,201112240pit,pit,MendRa00,pass_rating,,,,,,
player,201112240pit,pit,MendRa00,rush_att,18,,,,,
player,201112240pit,pit,MendRa00,rush_yds,116,,,,,
player,201112240pit,pit,MendRa00,rush_td,1,,,,,
player,201112240pit,pit,MendRa00,rush_long,52,,,,,
player,201112240pit,pit,MendRa00,targets,1,,,,,
player,201112240pit,pit,MendRa00,rec,1,,,,,
player,201112240pit,pit,MendRa00,rec_yds,35,,,,,
player,201112240pit,pit,MendRa00,rec_td,0,,,,,
player,201112240pit,pit,MendRa00,rec_long,35,,,,,
player,201112240pit,pit,MendRa00,fumbles,0,,,,,
player,201112240pit,pit,MendRa00,fumbles_lost,,,,,,
player,201112240pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201112240pit,pit,RedmIs20,pass_att,0,,,,,
player,201112240pit,pit,RedmIs20,pass_yds,0,,,,,
player,201112240pit,pit,RedmIs20,pass_td,0,,,,,
player,201112240pit,pit,RedmIs20,pass_int,0,,,,,
player,201112240pit,pit,RedmIs20,pass_sacked,0,,,,,
player,201112240pit,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201112240pit,pit,RedmIs20,pass_long,0,,,,,
player,201112240pit,pit,RedmIs20,pass_rating,,,,,,
player,201112240pit,pit,RedmIs20,rush_att,8,,,,,
player,201112240pit,pit,RedmIs20,rush_yds,35,,,,,
player,201112240pit,pit,RedmIs20,rush_td,1,,,,,
player,201112240pit,pit,RedmIs20,rush_long,10,,,,,
player,201112240pit,pit,RedmIs20,targets,1,,,,,
player,201112240pit,pit,RedmIs20,rec,1,,,,,
player,201112240pit,pit,RedmIs20,rec_yds,5,,,,,
player,201112240pit,pit,RedmIs20,rec_td,0,,,,,
player,201112240pit,pit,RedmIs20,rec_long,5,,,,,
player,201112240pit,pit,RedmIs20,fumbles,0,,,,,
player,201112240pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201112240pit,pit,ClayJo00,pass_cmp,0,,,,,
player,201112240pit,pit,ClayJo00,pass_att,0,,,,,
player,201112240pit,pit,ClayJo00,pass_yds,0,,,,,
player,201112240pit,pit,ClayJo00,pass_td,0,,,,,
player,201112240pit,pit,ClayJo00,pass_int,0,,,,,
player,201112240pit,pit,ClayJo00,pass_sacked,0,,,,,
player,201112240pit,pit,ClayJo00,pass_sacked_yds,0,,,,,
player,201112240pit,pit,ClayJo00,pass_long,0,,,,,
player,201112240pit,pit,ClayJo00,pass_rating,,,,,,
player,201112240pit,pit,ClayJo00,rush_att,1,,,,,
player,201112240pit,pit,ClayJo00,rush_yds,10,,,,,
player,201112240pit,pit,ClayJo00,rush_td,1,,,,,
player,201112240pit,pit,ClayJo00,rush_long,10,,,,,
player,201112240pit,pit,ClayJo00,targets,0,,,,,
player,201112240pit,pit,ClayJo00,rec,0,,,,,
player,201112240pit,pit,ClayJo00,rec_yds,0,,,,,
player,201112240pit,pit,ClayJo00,rec_td,0,,,,,
player,201112240pit,pit,ClayJo00,rec_long,0,,,,,
player,201112240pit,pit,ClayJo00,fumbles,0,,,,,
player,201112240pit,pit,ClayJo00,fumbles_lost,,,,,,
player,201112240pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201112240pit,pit,BrowAn04,pass_att,0,,,,,
player,201112240pit,pit,BrowAn04,pass_yds,0,,,,,
player,201112240pit,pit,BrowAn04,pass_td,0,,,,,
player,201112240pit,pit,BrowAn04,pass_int,0,,,,,
player,201112240pit,pit,BrowAn04,pass_sacked,0,,,,,
player,201112240pit,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201112240pit,pit,BrowAn04,pass_long,0,,,,,
player,201112240pit,pit,BrowAn04,pass_rating,,,,,,
player,201112240pit,pit,BrowAn04,rush_att,1,,,,,
player,201112240pit,pit,BrowAn04,rush_yds,8,,,,,
player,201112240pit,pit,BrowAn04,rush_td,0,,,,,
player,201112240pit,pit,BrowAn04,rush_long,8,,,,,
player,201112240pit,pit,BrowAn04,targets,6,,,,,
player,201112240pit,pit,BrowAn04,rec,3,,,,,
player,201112240pit,pit,BrowAn04,rec_yds,34,,,,,
player,201112240pit,pit,BrowAn04,rec_td,0,,,,,
player,201112240pit,pit,BrowAn04,rec_long,19,,,,,
player,201112240pit,pit,BrowAn04,fumbles,0,,,,,
player,201112240pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201112240pit,pit,WallMi00,pass_cmp,0,,,,,
player,201112240pit,pit,WallMi00,pass_att,0,,,,,
player,201112240pit,pit,WallMi00,pass_yds,0,,,,,
player,201112240pit,pit,WallMi00,pass_td,0,,,,,
player,201112240pit,pit,WallMi00,pass_int,0,,,,,
player,201112240pit,pit,WallMi00,pass_sacked,0,,,,,
player,201112240pit,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201112240pit,pit,WallMi00,pass_long,0,,,,,
player,201112240pit,pit,WallMi00,pass_rating,,,,,,
player,201112240pit,pit,WallMi00,rush_att,0,,,,,
player,201112240pit,pit,WallMi00,rush_yds,0,,,,,
player,201112240pit,pit,WallMi00,rush_td,0,,,,,
player,201112240pit,pit,WallMi00,rush_long,0,,,,,
player,201112240pit,pit,WallMi00,targets,7,,,,,
player,201112240pit,pit,WallMi00,rec,4,,,,,
player,201112240pit,pit,WallMi00,rec_yds,82,,,,,
player,201112240pit,pit,WallMi00,rec_td,0,,,,,
player,201112240pit,pit,WallMi00,rec_long,46,,,,,
player,201112240pit,pit,WallMi00,fumbles,0,,,,,
player,201112240pit,pit,WallMi00,fumbles_lost,,,,,,
player,201112240pit,pit,WardHi00,pass_cmp,0,,,,,
player,201112240pit,pit,WardHi00,pass_att,0,,,,,
player,201112240pit,pit,WardHi00,pass_yds,0,,,,,
player,201112240pit,pit,WardHi00,pass_td,0,,,,,
player,201112240pit,pit,WardHi00,pass_int,0,,,,,
player,201112240pit,pit,WardHi00,pass_sacked,0,,,,,
player,201112240pit,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201112240pit,pit,WardHi00,pass_long,0,,,,,
player,201112240pit,pit,WardHi00,pass_rating,,,,,,
player,201112240pit,pit,WardHi00,rush_att,0,,,,,
player,201112240pit,pit,WardHi00,rush_yds,0,,,,,
player,201112240pit,pit,WardHi00,rush_td,0,,,,,
player,201112240pit,pit,WardHi00,rush_long,0,,,,,
player,201112240pit,pit,WardHi00,targets,4,,,,,
player,201112240pit,pit,WardHi00,rec,4,,,,,
player,201112240pit,pit,WardHi00,rec_yds,32,,,,,
player,201112240pit,pit,WardHi00,rec_td,0,,,,,
player,201112240pit,pit,WardHi00,rec_long,19,,,,,
player,201112240pit,pit,WardHi00,fumbles,0,,,,,
player,201112240pit,pit,WardHi00,fumbles_lost,,,,,,
player,201112240pit,pit,MillHe00,pass_cmp,0,,,,,
player,201112240pit,pit,MillHe00,pass_att,0,,,,,
player,201112240pit,pit,MillHe00,pass_yds,0,,,,,
player,201112240pit,pit,MillHe00,pass_td,0,,,,,
player,201112240pit,pit,MillHe00,pass_int,0,,,,,
player,201112240pit,pit,MillHe00,pass_sacked,0,,,,,
player,201112240pit,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201112240pit,pit,MillHe00,pass_long,0,,,,,
player,201112240pit,pit,MillHe00,pass_rating,,,,,,
player,201112240pit,pit,MillHe00,rush_att,0,,,,,
player,201112240pit,pit,MillHe00,rush_yds,0,,,,,
player,201112240pit,pit,MillHe00,rush_td,0,,,,,
player,201112240pit,pit,MillHe00,rush_long,0,,,,,
player,201112240pit,pit,MillHe00,targets,2,,,,,
player,201112240pit,pit,MillHe00,rec,1,,,,,
player,201112240pit,pit,MillHe00,rec_yds,18,,,,,
player,201112240pit,pit,MillHe00,rec_td,0,,,,,
player,201112240pit,pit,MillHe00,rec_long,18,,,,,
player,201112240pit,pit,MillHe00,fumbles,0,,,,,
player,201112240pit,pit,MillHe00,fumbles_lost,,,,,,
player,201112240pit,pit,JohnDa05,pass_cmp,0,,,,,
player,201112240pit,pit,JohnDa05,pass_att,0,,,,,
player,201112240pit,pit,JohnDa05,pass_yds,0,,,,,
player,201112240pit,pit,JohnDa05,pass_td,0,,,,,
player,201112240pit,pit,JohnDa05,pass_int,0,,,,,
player,201112240pit,pit,JohnDa05,pass_sacked,0,,,,,
player,201112240pit,pit,JohnDa05,pass_sacked_yds,0,,,,,
player,201112240pit,pit,JohnDa05,pass_long,0,,,,,
player,201112240pit,pit,JohnDa05,pass_rating,,,,,,
player,201112240pit,pit,JohnDa05,rush_att,0,,,,,
player,201112240pit,pit,JohnDa05,rush_yds,0,,,,,
player,201112240pit,pit,JohnDa05,rush_td,0,,,,,
player,201112240pit,pit,JohnDa05,rush_long,0,,,,,
player,201112240pit,pit,JohnDa05,targets,1,,,,,
player,201112240pit,pit,JohnDa05,rec,1,,,,,
player,201112240pit,pit,JohnDa05,rec_yds,2,,,,,
player,201112240pit,pit,JohnDa05,rec_td,0,,,,,
player,201112240pit,pit,JohnDa05,rec_long,2,,,,,
player,201112240pit,pit,JohnDa05,fumbles,0,,,,,
player,201112240pit,pit,JohnDa05,fumbles_lost,,,,,,
player,201112240pit,ram,GordJo01,def_int,1,,,,,
player,201112240pit,ram,GordJo01,def_int_yds,7,,,,,
player,201112240pit,ram,GordJo01,def_int_td,0,,,,,
player,201112240pit,ram,GordJo01,def_int_long,7,,,,,
player,201112240pit,ram,GordJo01,pass_defended,1,,,,,
player,201112240pit,ram,GordJo01,sacks,0.0,,,,,
player,201112240pit,ram,GordJo01,tackles_combined,3,,,,,
player,201112240pit,ram,GordJo01,tackles_solo,1,,,,,
player,201112240pit,ram,GordJo01,tackles_assists,2,,,,,
player,201112240pit,ram,GordJo01,tackles_loss,0,,,,,
player,201112240pit,ram,GordJo01,qb_hits,0,,,,,
player,201112240pit,ram,GordJo01,fumbles_rec,0,,,,,
player,201112240pit,ram,GordJo01,fumbles_rec_yds,0,,,,,
player,201112240pit,ram,GordJo01,fumbles_rec_td,0,,,,,
player,201112240pit,ram,GordJo01,fumbles_forced,0,,,,,
player,201112240pit,ram,LaurJa99,def_int,0,,,,,
player,201112240pit,ram,LaurJa99,def_int_yds,0,,,,,
player,201112240pit,ram,LaurJa99,def_int_td,0,,,,,
player,201112240pit,ram,LaurJa99,def_int_long,0,,,,,
player,201112240pit,ram,LaurJa99,pass_defended,0,,,,,
player,201112240pit,ram,LaurJa99,sacks,0.0,,,,,
player,201112240pit,ram,LaurJa99,tackles_combined,13,,,,,
player,201112240pit,ram,LaurJa99,tackles_solo,7,,,,,
player,201112240pit,ram,LaurJa99,tackles_assists,6,,,,,
player,201112240pit,ram,LaurJa99,tackles_loss,0,,,,,
player,201112240pit,ram,LaurJa99,qb_hits,0,,,,,
player,201112240pit,ram,LaurJa99,fumbles_rec,0,,,,,
player,201112240pit,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201112240pit,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201112240pit,ram,LaurJa99,fumbles_forced,0,,,,,
player,201112240pit,ram,ChamCh99,def_int,0,,,,,
player,201112240pit,ram,ChamCh99,def_int_yds,0,,,,,
player,201112240pit,ram,ChamCh99,def_int_td,0,,,,,
player,201112240pit,ram,ChamCh99,def_int_long,0,,,,,
player,201112240pit,ram,ChamCh99,pass_defended,0,,,,,
player,201112240pit,ram,ChamCh99,sacks,0.0,,,,,
player,201112240pit,ram,ChamCh99,tackles_combined,8,,,,,
player,201112240pit,ram,ChamCh99,tackles_solo,3,,,,,
player,201112240pit,ram,ChamCh99,tackles_assists,5,,,,,
player,201112240pit,ram,ChamCh99,tackles_loss,0,,,,,
player,201112240pit,ram,ChamCh99,qb_hits,0,,,,,
player,201112240pit,ram,ChamCh99,fumbles_rec,0,,,,,
player,201112240pit,ram,ChamCh99,fumbles_rec_yds,0,,,,,
player,201112240pit,ram,ChamCh99,fumbles_rec_td,0,,,,,
player,201112240pit,ram,ChamCh99,fumbles_forced,0,,,,,
player,201112240pit,ram,HoodRo20,def_int,0,,,,,
player,201112240pit,ram,HoodRo20,def_int_yds,0,,,,,
player,201112240pit,ram,HoodRo20,def_int_td,0,,,,,
player,201112240pit,ram,HoodRo20,def_int_long,0,,,,,
player,201112240pit,ram,HoodRo20,pass_defended,2,,,,,
player,201112240pit,ram,HoodRo20,sacks,0.0,,,,,
player,201112240pit,ram,HoodRo20,tackles_combined,7,,,,,
player,201112240pit,ram,HoodRo20,tackles_solo,6,,,,,
player,201112240pit,ram,HoodRo20,tackles_assists,1,,,,,
player,201112240pit,ram,HoodRo20,tackles_loss,1,,,,,
player,201112240pit,ram,HoodRo20,qb_hits,0,,,,,
player,201112240pit,ram,HoodRo20,fumbles_rec,0,,,,,
player,201112240pit,ram,HoodRo20,fumbles_rec_yds,0,,,,,
player,201112240pit,ram,HoodRo20,fumbles_rec_td,0,,,,,
player,201112240pit,ram,HoodRo20,fumbles_forced,0,,,,,
player,201112240pit,ram,MikeQu20,def_int,0,,,,,
player,201112240pit,ram,MikeQu20,def_int_yds,0,,,,,
player,201112240pit,ram,MikeQu20,def_int_td,0,,,,,
player,201112240pit,ram,MikeQu20,def_int_long,0,,,,,
player,201112240pit,ram,MikeQu20,pass_defended,0,,,,,
player,201112240pit,ram,MikeQu20,sacks,0.0,,,,,
player,201112240pit,ram,MikeQu20,tackles_combined,6,,,,,
player,201112240pit,ram,MikeQu20,tackles_solo,4,,,,,
player,201112240pit,ram,MikeQu20,tackles_assists,2,,,,,
player,201112240pit,ram,MikeQu20,tackles_loss,0,,,,,
player,201112240pit,ram,MikeQu20,qb_hits,0,,,,,
player,201112240pit,ram,MikeQu20,fumbles_rec,0,,,,,
player,201112240pit,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201112240pit,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201112240pit,ram,MikeQu20,fumbles_forced,0,,,,,
player,201112240pit,ram,PoppBr20,def_int,0,,,,,
player,201112240pit,ram,PoppBr20,def_int_yds,0,,,,,
player,201112240pit,ram,PoppBr20,def_int_td,0,,,,,
player,201112240pit,ram,PoppBr20,def_int_long,0,,,,,
player,201112240pit,ram,PoppBr20,pass_defended,0,,,,,
player,201112240pit,ram,PoppBr20,sacks,0.0,,,,,
player,201112240pit,ram,PoppBr20,tackles_combined,4,,,,,
player,201112240pit,ram,PoppBr20,tackles_solo,1,,,,,
player,201112240pit,ram,PoppBr20,tackles_assists,3,,,,,
player,201112240pit,ram,PoppBr20,tackles_loss,0,,,,,
player,201112240pit,ram,PoppBr20,qb_hits,0,,,,,
player,201112240pit,ram,PoppBr20,fumbles_rec,0,,,,,
player,201112240pit,ram,PoppBr20,fumbles_rec_yds,0,,,,,
player,201112240pit,ram,PoppBr20,fumbles_rec_td,0,,,,,
player,201112240pit,ram,PoppBr20,fumbles_forced,0,,,,,
player,201112240pit,ram,QuinRo00,def_int,0,,,,,
player,201112240pit,ram,QuinRo00,def_int_yds,0,,,,,
