game,2011,4,20111002,201110020kan,min,"Minnesota Vikings",17,kan,"Kansas City Chiefs",22
player,201110020kan,min,BerrBe00,fumbles_lost,,,,,,
player,201110020kan,min,JenkMi00,pass_cmp,0,,,,,
player,201110020kan,min,JenkMi00,pass_att,0,,,,,
player,201110020kan,min,JenkMi00,pass_yds,0,,,,,
player,201110020kan,min,JenkMi00,pass_td,0,,,,,
player,201110020kan,min,JenkMi00,pass_int,0,,,,,
player,201110020kan,min,JenkMi00,pass_sacked,0,,,,,
player,201110020kan,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201110020kan,min,JenkMi00,pass_long,0,,,,,
player,201110020kan,min,JenkMi00,pass_rating,,,,,,
player,201110020kan,min,JenkMi00,rush_att,0,,,,,
player,201110020kan,min,JenkMi00,rush_yds,0,,,,,
player,201110020kan,min,JenkMi00,rush_td,0,,,,,
player,201110020kan,min,JenkMi00,rush_long,0,,,,,
player,201110020kan,min,JenkMi00,targets,1,,,,,
player,201110020kan,min,JenkMi00,rec,1,,,,,
player,201110020kan,min,JenkMi00,rec_yds,1,,,,,
player,201110020kan,min,JenkMi00,rec_td,1,,,,,
player,201110020kan,min,JenkMi00,rec_long,1,,,,,
player,201110020kan,min,JenkMi00,fumbles,0,,,,,
player,201110020kan,min,JenkMi00,fumbles_lost,,,,,,
player,201110020kan,kan,CassMa00,pass_cmp,18,,,,,
player,201110020kan,kan,CassMa00,pass_att,29,,,,,
player,201110020kan,kan,CassMa00,pass_yds,260,,,,,
player,201110020kan,kan,CassMa00,pass_td,1,,,,,
player,201110020kan,kan,CassMa00,pass_int,0,,,,,
player,201110020kan,kan,CassMa00,pass_sacked,3,,,,,
player,201110020kan,kan,CassMa00,pass_sacked_yds,13,,,,,
player,201110020kan,kan,CassMa00,pass_long,52,,,,,
player,201110020kan,kan,CassMa00,pass_rating,102.7,,,,,
player,201110020kan,kan,CassMa00,rush_att,4,,,,,
player,201110020kan,kan,CassMa00,rush_yds,20,,,,,
player,201110020kan,kan,CassMa00,rush_td,0,,,,,
player,201110020kan,kan,CassMa00,rush_long,11,,,,,
player,201110020kan,kan,CassMa00,targets,0,,,,,
player,201110020kan,kan,CassMa00,rec,0,,,,,
player,201110020kan,kan,CassMa00,rec_yds,0,,,,,
player,201110020kan,kan,CassMa00,rec_td,0,,,,,
player,201110020kan,kan,CassMa00,rec_long,0,,,,,
player,201110020kan,kan,CassMa00,fumbles,0,,,,,
player,201110020kan,kan,CassMa00,fumbles_lost,,,,,,
player,201110020kan,kan,JoneTh00,pass_cmp,0,,,,,
player,201110020kan,kan,JoneTh00,pass_att,0,,,,,
player,201110020kan,kan,JoneTh00,pass_yds,0,,,,,
player,201110020kan,kan,JoneTh00,pass_td,0,,,,,
player,201110020kan,kan,JoneTh00,pass_int,0,,,,,
player,201110020kan,kan,JoneTh00,pass_sacked,0,,,,,
player,201110020kan,kan,JoneTh00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,JoneTh00,pass_long,0,,,,,
player,201110020kan,kan,JoneTh00,pass_rating,,,,,,
player,201110020kan,kan,JoneTh00,rush_att,11,,,,,
player,201110020kan,kan,JoneTh00,rush_yds,37,,,,,
player,201110020kan,kan,JoneTh00,rush_td,0,,,,,
player,201110020kan,kan,JoneTh00,rush_long,12,,,,,
player,201110020kan,kan,JoneTh00,targets,0,,,,,
player,201110020kan,kan,JoneTh00,rec,0,,,,,
player,201110020kan,kan,JoneTh00,rec_yds,0,,,,,
player,201110020kan,kan,JoneTh00,rec_td,0,,,,,
player,201110020kan,kan,JoneTh00,rec_long,0,,,,,
player,201110020kan,kan,JoneTh00,fumbles,0,,,,,
player,201110020kan,kan,JoneTh00,fumbles_lost,,,,,,
player,201110020kan,kan,McClDe00,pass_cmp,0,,,,,
player,201110020kan,kan,McClDe00,pass_att,0,,,,,
player,201110020kan,kan,McClDe00,pass_yds,0,,,,,
player,201110020kan,kan,McClDe00,pass_td,0,,,,,
player,201110020kan,kan,McClDe00,pass_int,0,,,,,
player,201110020kan,kan,McClDe00,pass_sacked,0,,,,,
player,201110020kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,McClDe00,pass_long,0,,,,,
player,201110020kan,kan,McClDe00,pass_rating,,,,,,
player,201110020kan,kan,McClDe00,rush_att,7,,,,,
player,201110020kan,kan,McClDe00,rush_yds,26,,,,,
player,201110020kan,kan,McClDe00,rush_td,0,,,,,
player,201110020kan,kan,McClDe00,rush_long,12,,,,,
player,201110020kan,kan,McClDe00,targets,4,,,,,
player,201110020kan,kan,McClDe00,rec,3,,,,,
player,201110020kan,kan,McClDe00,rec_yds,12,,,,,
player,201110020kan,kan,McClDe00,rec_td,0,,,,,
player,201110020kan,kan,McClDe00,rec_long,6,,,,,
player,201110020kan,kan,McClDe00,fumbles,0,,,,,
player,201110020kan,kan,McClDe00,fumbles_lost,,,,,,
player,201110020kan,kan,BattJa00,pass_cmp,0,,,,,
player,201110020kan,kan,BattJa00,pass_att,0,,,,,
player,201110020kan,kan,BattJa00,pass_yds,0,,,,,
player,201110020kan,kan,BattJa00,pass_td,0,,,,,
player,201110020kan,kan,BattJa00,pass_int,0,,,,,
player,201110020kan,kan,BattJa00,pass_sacked,0,,,,,
player,201110020kan,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,BattJa00,pass_long,0,,,,,
player,201110020kan,kan,BattJa00,pass_rating,,,,,,
player,201110020kan,kan,BattJa00,rush_att,5,,,,,
player,201110020kan,kan,BattJa00,rush_yds,22,,,,,
player,201110020kan,kan,BattJa00,rush_td,0,,,,,
player,201110020kan,kan,BattJa00,rush_long,10,,,,,
player,201110020kan,kan,BattJa00,targets,1,,,,,
player,201110020kan,kan,BattJa00,rec,0,,,,,
player,201110020kan,kan,BattJa00,rec_yds,0,,,,,
player,201110020kan,kan,BattJa00,rec_td,0,,,,,
player,201110020kan,kan,BattJa00,rec_long,0,,,,,
player,201110020kan,kan,BattJa00,fumbles,0,,,,,
player,201110020kan,kan,BattJa00,fumbles_lost,,,,,,
player,201110020kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201110020kan,kan,BoweDw00,pass_att,0,,,,,
player,201110020kan,kan,BoweDw00,pass_yds,0,,,,,
player,201110020kan,kan,BoweDw00,pass_td,0,,,,,
player,201110020kan,kan,BoweDw00,pass_int,0,,,,,
player,201110020kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201110020kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,BoweDw00,pass_long,0,,,,,
player,201110020kan,kan,BoweDw00,pass_rating,,,,,,
player,201110020kan,kan,BoweDw00,rush_att,0,,,,,
player,201110020kan,kan,BoweDw00,rush_yds,0,,,,,
player,201110020kan,kan,BoweDw00,rush_td,0,,,,,
player,201110020kan,kan,BoweDw00,rush_long,0,,,,,
player,201110020kan,kan,BoweDw00,targets,9,,,,,
player,201110020kan,kan,BoweDw00,rec,5,,,,,
player,201110020kan,kan,BoweDw00,rec_yds,107,,,,,
player,201110020kan,kan,BoweDw00,rec_td,1,,,,,
player,201110020kan,kan,BoweDw00,rec_long,52,,,,,
player,201110020kan,kan,BoweDw00,fumbles,0,,,,,
player,201110020kan,kan,BoweDw00,fumbles_lost,,,,,,
player,201110020kan,kan,BreaSt00,pass_cmp,0,,,,,
player,201110020kan,kan,BreaSt00,pass_att,0,,,,,
player,201110020kan,kan,BreaSt00,pass_yds,0,,,,,
player,201110020kan,kan,BreaSt00,pass_td,0,,,,,
player,201110020kan,kan,BreaSt00,pass_int,0,,,,,
player,201110020kan,kan,BreaSt00,pass_sacked,0,,,,,
player,201110020kan,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,BreaSt00,pass_long,0,,,,,
player,201110020kan,kan,BreaSt00,pass_rating,,,,,,
player,201110020kan,kan,BreaSt00,rush_att,0,,,,,
player,201110020kan,kan,BreaSt00,rush_yds,0,,,,,
player,201110020kan,kan,BreaSt00,rush_td,0,,,,,
player,201110020kan,kan,BreaSt00,rush_long,0,,,,,
player,201110020kan,kan,BreaSt00,targets,5,,,,,
player,201110020kan,kan,BreaSt00,rec,4,,,,,
player,201110020kan,kan,BreaSt00,rec_yds,91,,,,,
player,201110020kan,kan,BreaSt00,rec_td,0,,,,,
player,201110020kan,kan,BreaSt00,rec_long,42,,,,,
player,201110020kan,kan,BreaSt00,fumbles,0,,,,,
player,201110020kan,kan,BreaSt00,fumbles_lost,,,,,,
player,201110020kan,kan,ColbKe00,pass_cmp,0,,,,,
player,201110020kan,kan,ColbKe00,pass_att,0,,,,,
player,201110020kan,kan,ColbKe00,pass_yds,0,,,,,
player,201110020kan,kan,ColbKe00,pass_td,0,,,,,
player,201110020kan,kan,ColbKe00,pass_int,0,,,,,
player,201110020kan,kan,ColbKe00,pass_sacked,0,,,,,
player,201110020kan,kan,ColbKe00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,ColbKe00,pass_long,0,,,,,
player,201110020kan,kan,ColbKe00,pass_rating,,,,,,
player,201110020kan,kan,ColbKe00,rush_att,0,,,,,
player,201110020kan,kan,ColbKe00,rush_yds,0,,,,,
player,201110020kan,kan,ColbKe00,rush_td,0,,,,,
player,201110020kan,kan,ColbKe00,rush_long,0,,,,,
player,201110020kan,kan,ColbKe00,targets,4,,,,,
player,201110020kan,kan,ColbKe00,rec,3,,,,,
player,201110020kan,kan,ColbKe00,rec_yds,33,,,,,
player,201110020kan,kan,ColbKe00,rec_td,0,,,,,
player,201110020kan,kan,ColbKe00,rec_long,19,,,,,
player,201110020kan,kan,ColbKe00,fumbles,0,,,,,
player,201110020kan,kan,ColbKe00,fumbles_lost,,,,,,
player,201110020kan,kan,OConJa00,pass_cmp,0,,,,,
player,201110020kan,kan,OConJa00,pass_att,0,,,,,
player,201110020kan,kan,OConJa00,pass_yds,0,,,,,
player,201110020kan,kan,OConJa00,pass_td,0,,,,,
player,201110020kan,kan,OConJa00,pass_int,0,,,,,
player,201110020kan,kan,OConJa00,pass_sacked,0,,,,,
player,201110020kan,kan,OConJa00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,OConJa00,pass_long,0,,,,,
player,201110020kan,kan,OConJa00,pass_rating,,,,,,
player,201110020kan,kan,OConJa00,rush_att,0,,,,,
player,201110020kan,kan,OConJa00,rush_yds,0,,,,,
player,201110020kan,kan,OConJa00,rush_td,0,,,,,
player,201110020kan,kan,OConJa00,rush_long,0,,,,,
player,201110020kan,kan,OConJa00,targets,1,,,,,
player,201110020kan,kan,OConJa00,rec,1,,,,,
player,201110020kan,kan,OConJa00,rec_yds,6,,,,,
player,201110020kan,kan,OConJa00,rec_td,0,,,,,
player,201110020kan,kan,OConJa00,rec_long,6,,,,,
player,201110020kan,kan,OConJa00,fumbles,0,,,,,
player,201110020kan,kan,OConJa00,fumbles_lost,,,,,,
player,201110020kan,kan,PopeLe00,pass_cmp,0,,,,,
player,201110020kan,kan,PopeLe00,pass_att,0,,,,,
player,201110020kan,kan,PopeLe00,pass_yds,0,,,,,
player,201110020kan,kan,PopeLe00,pass_td,0,,,,,
player,201110020kan,kan,PopeLe00,pass_int,0,,,,,
player,201110020kan,kan,PopeLe00,pass_sacked,0,,,,,
player,201110020kan,kan,PopeLe00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,PopeLe00,pass_long,0,,,,,
player,201110020kan,kan,PopeLe00,pass_rating,,,,,,
player,201110020kan,kan,PopeLe00,rush_att,0,,,,,
player,201110020kan,kan,PopeLe00,rush_yds,0,,,,,
player,201110020kan,kan,PopeLe00,rush_td,0,,,,,
player,201110020kan,kan,PopeLe00,rush_long,0,,,,,
player,201110020kan,kan,PopeLe00,targets,1,,,,,
player,201110020kan,kan,PopeLe00,rec,1,,,,,
player,201110020kan,kan,PopeLe00,rec_yds,4,,,,,
player,201110020kan,kan,PopeLe00,rec_td,0,,,,,
player,201110020kan,kan,PopeLe00,rec_long,4,,,,,
player,201110020kan,kan,PopeLe00,fumbles,0,,,,,
player,201110020kan,kan,PopeLe00,fumbles_lost,,,,,,
player,201110020kan,kan,McClLe00,pass_cmp,0,,,,,
player,201110020kan,kan,McClLe00,pass_att,0,,,,,
player,201110020kan,kan,McClLe00,pass_yds,0,,,,,
player,201110020kan,kan,McClLe00,pass_td,0,,,,,
player,201110020kan,kan,McClLe00,pass_int,0,,,,,
player,201110020kan,kan,McClLe00,pass_sacked,0,,,,,
player,201110020kan,kan,McClLe00,pass_sacked_yds,0,,,,,
player,201110020kan,kan,McClLe00,pass_long,0,,,,,
player,201110020kan,kan,McClLe00,pass_rating,,,,,,
player,201110020kan,kan,McClLe00,rush_att,1,,,,,
player,201110020kan,kan,McClLe00,rush_yds,-2,,,,,
player,201110020kan,kan,McClLe00,rush_td,0,,,,,
player,201110020kan,kan,McClLe00,rush_long,-2,,,,,
player,201110020kan,kan,McClLe00,targets,4,,,,,
player,201110020kan,kan,McClLe00,rec,1,,,,,
player,201110020kan,kan,McClLe00,rec_yds,7,,,,,
player,201110020kan,kan,McClLe00,rec_td,0,,,,,
player,201110020kan,kan,McClLe00,rec_long,7,,,,,
player,201110020kan,kan,McClLe00,fumbles,0,,,,,
player,201110020kan,kan,McClLe00,fumbles_lost,,,,,,
player,201110020kan,min,AlleJa22,def_int,0,,,,,
player,201110020kan,min,AlleJa22,def_int_yds,0,,,,,
player,201110020kan,min,AlleJa22,def_int_td,0,,,,,
player,201110020kan,min,AlleJa22,def_int_long,0,,,,,
player,201110020kan,min,AlleJa22,pass_defended,0,,,,,
player,201110020kan,min,AlleJa22,sacks,2.0,,,,,
player,201110020kan,min,AlleJa22,tackles_combined,2,,,,,
player,201110020kan,min,AlleJa22,tackles_solo,2,,,,,
player,201110020kan,min,AlleJa22,tackles_assists,0,,,,,
player,201110020kan,min,AlleJa22,tackles_loss,1,,,,,
player,201110020kan,min,AlleJa22,qb_hits,2,,,,,
player,201110020kan,min,AlleJa22,fumbles_rec,0,,,,,
player,201110020kan,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201110020kan,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201110020kan,min,AlleJa22,fumbles_forced,0,,,,,
player,201110020kan,min,GrifEv99,def_int,0,,,,,
player,201110020kan,min,GrifEv99,def_int_yds,0,,,,,
player,201110020kan,min,GrifEv99,def_int_td,0,,,,,
player,201110020kan,min,GrifEv99,def_int_long,0,,,,,
player,201110020kan,min,GrifEv99,pass_defended,0,,,,,
player,201110020kan,min,GrifEv99,sacks,1.0,,,,,
player,201110020kan,min,GrifEv99,tackles_combined,2,,,,,
player,201110020kan,min,GrifEv99,tackles_solo,2,,,,,
player,201110020kan,min,GrifEv99,tackles_assists,0,,,,,
player,201110020kan,min,GrifEv99,tackles_loss,0,,,,,
player,201110020kan,min,GrifEv99,qb_hits,1,,,,,
player,201110020kan,min,GrifEv99,fumbles_rec,0,,,,,
player,201110020kan,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201110020kan,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201110020kan,min,GrifEv99,fumbles_forced,0,,,,,
player,201110020kan,min,AbduHu99,def_int,0,,,,,
player,201110020kan,min,AbduHu99,def_int_yds,0,,,,,
player,201110020kan,min,AbduHu99,def_int_td,0,,,,,
player,201110020kan,min,AbduHu99,def_int_long,0,,,,,
player,201110020kan,min,AbduHu99,pass_defended,0,,,,,
player,201110020kan,min,AbduHu99,sacks,0.0,,,,,
player,201110020kan,min,AbduHu99,tackles_combined,8,,,,,
player,201110020kan,min,AbduHu99,tackles_solo,7,,,,,
player,201110020kan,min,AbduHu99,tackles_assists,1,,,,,
player,201110020kan,min,AbduHu99,tackles_loss,0,,,,,
player,201110020kan,min,AbduHu99,qb_hits,0,,,,,
player,201110020kan,min,AbduHu99,fumbles_rec,0,,,,,
player,201110020kan,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201110020kan,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201110020kan,min,AbduHu99,fumbles_forced,0,,,,,
player,201110020kan,min,WinfAn20,def_int,0,,,,,
player,201110020kan,min,WinfAn20,def_int_yds,0,,,,,
player,201110020kan,min,WinfAn20,def_int_td,0,,,,,
player,201110020kan,min,WinfAn20,def_int_long,0,,,,,
player,201110020kan,min,WinfAn20,pass_defended,0,,,,,
player,201110020kan,min,WinfAn20,sacks,0.0,,,,,
player,201110020kan,min,WinfAn20,tackles_combined,7,,,,,
player,201110020kan,min,WinfAn20,tackles_solo,6,,,,,
player,201110020kan,min,WinfAn20,tackles_assists,1,,,,,
player,201110020kan,min,WinfAn20,tackles_loss,1,,,,,
player,201110020kan,min,WinfAn20,qb_hits,0,,,,,
player,201110020kan,min,WinfAn20,fumbles_rec,0,,,,,
player,201110020kan,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201110020kan,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201110020kan,min,WinfAn20,fumbles_forced,0,,,,,
