game,2011,11,20111120,201111200ram,sea,"Seattle Seahawks",24,ram,"St. Louis Rams",7
team,201111200ram,sea,First Downs,16,,,,,,
team,201111200ram,ram,First Downs,13,,,,,,
team,201111200ram,sea,Rush-Yds-TDs,39-126-2,,,,,,
team,201111200ram,ram,Rush-Yds-TDs,17-42-0,,,,,,
team,201111200ram,sea,Cmp-Att-Yd-TD-INT,15-25-203-1-2,,,,,,
team,201111200ram,ram,Cmp-Att-Yd-TD-INT,20-40-181-1-1,,,,,,
team,201111200ram,sea,Sacked-Yards,4-40,,,,,,
team,201111200ram,ram,Sacked-Yards,5-38,,,,,,
team,201111200ram,sea,Net Pass Yards,163,,,,,,
team,201111200ram,ram,Net Pass Yards,143,,,,,,
team,201111200ram,sea,Total Yards,289,,,,,,
team,201111200ram,ram,Total Yards,185,,,,,,
team,201111200ram,sea,Fumbles-Lost,3-0,,,,,,
team,201111200ram,ram,Fumbles-Lost,2-2,,,,,,
team,201111200ram,sea,Turnovers,2,,,,,,
team,201111200ram,ram,Turnovers,3,,,,,,
team,201111200ram,sea,Penalties-Yards,13-100,,,,,,
team,201111200ram,ram,Penalties-Yards,5-50,,,,,,
team,201111200ram,sea,Third Down Conv.,7-17,,,,,,
team,201111200ram,ram,Third Down Conv.,5-15,,,,,,
team,201111200ram,sea,Fourth Down Conv.,0-0,,,,,,
team,201111200ram,ram,Fourth Down Conv.,0-0,,,,,,
team,201111200ram,sea,Time of Possession,35:00,,,,,,
team,201111200ram,ram,Time of Possession,25:00,,,,,,
player,201111200ram,sea,JackTa00,pass_cmp,14,,,,,
player,201111200ram,sea,JackTa00,pass_att,24,,,,,
player,201111200ram,sea,JackTa00,pass_yds,148,,,,,
player,201111200ram,sea,JackTa00,pass_td,1,,,,,
player,201111200ram,sea,JackTa00,pass_int,2,,,,,
player,201111200ram,sea,JackTa00,pass_sacked,4,,,,,
player,201111200ram,sea,JackTa00,pass_sacked_yds,40,,,,,
player,201111200ram,sea,JackTa00,pass_long,35,,,,,
player,201111200ram,sea,JackTa00,pass_rating,55.6,,,,,
player,201111200ram,sea,JackTa00,rush_att,2,,,,,
player,201111200ram,sea,JackTa00,rush_yds,10,,,,,
player,201111200ram,sea,JackTa00,rush_td,0,,,,,
player,201111200ram,sea,JackTa00,rush_long,8,,,,,
player,201111200ram,sea,JackTa00,targets,0,,,,,
player,201111200ram,sea,JackTa00,rec,0,,,,,
player,201111200ram,sea,JackTa00,rec_yds,0,,,,,
player,201111200ram,sea,JackTa00,rec_td,0,,,,,
player,201111200ram,sea,JackTa00,rec_long,0,,,,,
player,201111200ram,sea,JackTa00,fumbles,0,,,,,
player,201111200ram,sea,JackTa00,fumbles_lost,,,,,,
player,201111200ram,sea,RiceSi01,pass_cmp,1,,,,,
player,201111200ram,sea,RiceSi01,pass_att,1,,,,,
player,201111200ram,sea,RiceSi01,pass_yds,55,,,,,
player,201111200ram,sea,RiceSi01,pass_td,0,,,,,
player,201111200ram,sea,RiceSi01,pass_int,0,,,,,
player,201111200ram,sea,RiceSi01,pass_sacked,0,,,,,
player,201111200ram,sea,RiceSi01,pass_sacked_yds,0,,,,,
player,201111200ram,sea,RiceSi01,pass_long,55,,,,,
player,201111200ram,sea,RiceSi01,pass_rating,118.7,,,,,
player,201111200ram,sea,RiceSi01,rush_att,0,,,,,
player,201111200ram,sea,RiceSi01,rush_yds,0,,,,,
player,201111200ram,sea,RiceSi01,rush_td,0,,,,,
player,201111200ram,sea,RiceSi01,rush_long,0,,,,,
player,201111200ram,sea,RiceSi01,targets,3,,,,,
player,201111200ram,sea,RiceSi01,rec,3,,,,,
player,201111200ram,sea,RiceSi01,rec_yds,35,,,,,
player,201111200ram,sea,RiceSi01,rec_td,1,,,,,
player,201111200ram,sea,RiceSi01,rec_long,14,,,,,
player,201111200ram,sea,RiceSi01,fumbles,0,,,,,
player,201111200ram,sea,RiceSi01,fumbles_lost,,,,,,
player,201111200ram,sea,LyncMa00,pass_cmp,0,,,,,
player,201111200ram,sea,LyncMa00,pass_att,0,,,,,
player,201111200ram,sea,LyncMa00,pass_yds,0,,,,,
player,201111200ram,sea,LyncMa00,pass_td,0,,,,,
player,201111200ram,sea,LyncMa00,pass_int,0,,,,,
player,201111200ram,sea,LyncMa00,pass_sacked,0,,,,,
player,201111200ram,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201111200ram,sea,LyncMa00,pass_long,0,,,,,
player,201111200ram,sea,LyncMa00,pass_rating,,,,,,
player,201111200ram,sea,LyncMa00,rush_att,27,,,,,
player,201111200ram,sea,LyncMa00,rush_yds,88,,,,,
player,201111200ram,sea,LyncMa00,rush_td,1,,,,,
player,201111200ram,sea,LyncMa00,rush_long,12,,,,,
player,201111200ram,sea,LyncMa00,targets,2,,,,,
player,201111200ram,sea,LyncMa00,rec,2,,,,,
player,201111200ram,sea,LyncMa00,rec_yds,1,,,,,
player,201111200ram,sea,LyncMa00,rec_td,0,,,,,
player,201111200ram,sea,LyncMa00,rec_long,5,,,,,
player,201111200ram,sea,LyncMa00,fumbles,1,,,,,
player,201111200ram,sea,LyncMa00,fumbles_lost,0,,,,,
player,201111200ram,sea,ForsJu00,pass_cmp,0,,,,,
player,201111200ram,sea,ForsJu00,pass_att,0,,,,,
player,201111200ram,sea,ForsJu00,pass_yds,0,,,,,
player,201111200ram,sea,ForsJu00,pass_td,0,,,,,
player,201111200ram,sea,ForsJu00,pass_int,0,,,,,
player,201111200ram,sea,ForsJu00,pass_sacked,0,,,,,
player,201111200ram,sea,ForsJu00,pass_sacked_yds,0,,,,,
