game,2011,1,20110912,201109120mia,nwe,"New England Patriots",38,mia,"Miami Dolphins",24
team,201109120mia,nwe,First Downs,27,,,,,,
team,201109120mia,mia,First Downs,25,,,,,,
team,201109120mia,nwe,Rush-Yds-TDs,22-106-1,,,,,,
team,201109120mia,mia,Rush-Yds-TDs,20-98-1,,,,,,
team,201109120mia,nwe,Cmp-Att-Yd-TD-INT,32-48-517-4-1,,,,,,
team,201109120mia,mia,Cmp-Att-Yd-TD-INT,30-49-416-2-1,,,,,,
team,201109120mia,nwe,Sacked-Yards,1-1,,,,,,
team,201109120mia,mia,Sacked-Yards,4-26,,,,,,
team,201109120mia,nwe,Net Pass Yards,516,,,,,,
team,201109120mia,mia,Net Pass Yards,390,,,,,,
team,201109120mia,nwe,Total Yards,622,,,,,,
team,201109120mia,mia,Total Yards,488,,,,,,
team,201109120mia,nwe,Fumbles-Lost,0-0,,,,,,
team,201109120mia,mia,Fumbles-Lost,1-0,,,,,,
team,201109120mia,nwe,Turnovers,1,,,,,,
team,201109120mia,mia,Turnovers,1,,,,,,
team,201109120mia,nwe,Penalties-Yards,7-50,,,,,,
team,201109120mia,mia,Penalties-Yards,8-60,,,,,,
team,201109120mia,nwe,Third Down Conv.,8-13,,,,,,
team,201109120mia,mia,Third Down Conv.,2-14,,,,,,
team,201109120mia,nwe,Fourth Down Conv.,0-0,,,,,,
team,201109120mia,mia,Fourth Down Conv.,4-5,,,,,,
team,201109120mia,nwe,Time of Possession,28:27,,,,,,
team,201109120mia,mia,Time of Possession,31:33,,,,,,
player,201109120mia,nwe,BradTo00,pass_cmp,32,,,,,
player,201109120mia,nwe,BradTo00,pass_att,48,,,,,
player,201109120mia,nwe,BradTo00,pass_yds,517,,,,,
player,201109120mia,nwe,BradTo00,pass_td,4,,,,,
player,201109120mia,nwe,BradTo00,pass_int,1,,,,,
player,201109120mia,nwe,BradTo00,pass_sacked,1,,,,,
player,201109120mia,nwe,BradTo00,pass_sacked_yds,1,,,,,
player,201109120mia,nwe,BradTo00,pass_long,99,,,,,
player,201109120mia,nwe,BradTo00,pass_rating,121.6,,,,,
player,201109120mia,nwe,BradTo00,rush_att,1,,,,,
player,201109120mia,nwe,BradTo00,rush_yds,3,,,,,
player,201109120mia,nwe,BradTo00,rush_td,0,,,,,
player,201109120mia,nwe,BradTo00,rush_long,3,,,,,
player,201109120mia,nwe,BradTo00,targets,0,,,,,
player,201109120mia,nwe,BradTo00,rec,0,,,,,
player,201109120mia,nwe,BradTo00,rec_yds,0,,,,,
player,201109120mia,nwe,BradTo00,rec_td,0,,,,,
player,201109120mia,nwe,BradTo00,rec_long,0,,,,,
player,201109120mia,nwe,BradTo00,fumbles,0,,,,,
player,201109120mia,nwe,BradTo00,fumbles_lost,,,,,,
player,201109120mia,nwe,WoodDa02,pass_cmp,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_att,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_yds,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_td,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_int,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_sacked,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_long,0,,,,,
player,201109120mia,nwe,WoodDa02,pass_rating,,,,,,
player,201109120mia,nwe,WoodDa02,rush_att,14,,,,,
player,201109120mia,nwe,WoodDa02,rush_yds,69,,,,,
player,201109120mia,nwe,WoodDa02,rush_td,0,,,,,
player,201109120mia,nwe,WoodDa02,rush_long,9,,,,,
player,201109120mia,nwe,WoodDa02,targets,1,,,,,
player,201109120mia,nwe,WoodDa02,rec,1,,,,,
player,201109120mia,nwe,WoodDa02,rec_yds,6,,,,,
player,201109120mia,nwe,WoodDa02,rec_td,0,,,,,
player,201109120mia,nwe,WoodDa02,rec_long,6,,,,,
player,201109120mia,nwe,WoodDa02,fumbles,0,,,,,
player,201109120mia,nwe,WoodDa02,fumbles_lost,,,,,,
player,201109120mia,nwe,GreeBe00,pass_cmp,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_att,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_yds,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_td,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_int,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_sacked,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_long,0,,,,,
player,201109120mia,nwe,GreeBe00,pass_rating,,,,,,
player,201109120mia,nwe,GreeBe00,rush_att,7,,,,,
player,201109120mia,nwe,GreeBe00,rush_yds,34,,,,,
player,201109120mia,nwe,GreeBe00,rush_td,1,,,,,
player,201109120mia,nwe,GreeBe00,rush_long,13,,,,,
player,201109120mia,nwe,GreeBe00,targets,1,,,,,
player,201109120mia,nwe,GreeBe00,rec,0,,,,,
player,201109120mia,nwe,GreeBe00,rec_yds,0,,,,,
player,201109120mia,nwe,GreeBe00,rec_td,0,,,,,
player,201109120mia,nwe,GreeBe00,rec_long,0,,,,,
player,201109120mia,nwe,GreeBe00,fumbles,0,,,,,
player,201109120mia,nwe,GreeBe00,fumbles_lost,,,,,,
player,201109120mia,nwe,WelkWe00,pass_cmp,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_att,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_yds,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_td,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_int,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_sacked,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_long,0,,,,,
player,201109120mia,nwe,WelkWe00,pass_rating,,,,,,
player,201109120mia,nwe,WelkWe00,rush_att,0,,,,,
player,201109120mia,nwe,WelkWe00,rush_yds,0,,,,,
player,201109120mia,nwe,WelkWe00,rush_td,0,,,,,
player,201109120mia,nwe,WelkWe00,rush_long,0,,,,,
player,201109120mia,nwe,WelkWe00,targets,12,,,,,
player,201109120mia,nwe,WelkWe00,rec,8,,,,,
player,201109120mia,nwe,WelkWe00,rec_yds,160,,,,,
player,201109120mia,nwe,WelkWe00,rec_td,2,,,,,
player,201109120mia,nwe,WelkWe00,rec_long,99,,,,,
player,201109120mia,nwe,WelkWe00,fumbles,0,,,,,
player,201109120mia,nwe,WelkWe00,fumbles_lost,,,,,,
player,201109120mia,nwe,HernAa00,pass_cmp,0,,,,,
player,201109120mia,nwe,HernAa00,pass_att,0,,,,,
player,201109120mia,nwe,HernAa00,pass_yds,0,,,,,
player,201109120mia,nwe,HernAa00,pass_td,0,,,,,
player,201109120mia,nwe,HernAa00,pass_int,0,,,,,
player,201109120mia,nwe,HernAa00,pass_sacked,0,,,,,
player,201109120mia,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201109120mia,nwe,HernAa00,pass_long,0,,,,,
player,201109120mia,nwe,HernAa00,pass_rating,,,,,,
player,201109120mia,nwe,HernAa00,rush_att,0,,,,,
player,201109120mia,nwe,HernAa00,rush_yds,0,,,,,
player,201109120mia,nwe,HernAa00,rush_td,0,,,,,
player,201109120mia,nwe,HernAa00,rush_long,0,,,,,
player,201109120mia,nwe,HernAa00,targets,10,,,,,
player,201109120mia,nwe,HernAa00,rec,7,,,,,
player,201109120mia,nwe,HernAa00,rec_yds,103,,,,,
player,201109120mia,nwe,HernAa00,rec_td,1,,,,,
player,201109120mia,nwe,HernAa00,rec_long,30,,,,,
player,201109120mia,nwe,HernAa00,fumbles,0,,,,,
player,201109120mia,nwe,HernAa00,fumbles_lost,,,,,,
player,201109120mia,nwe,BranDe00,pass_cmp,0,,,,,
player,201109120mia,nwe,BranDe00,pass_att,0,,,,,
player,201109120mia,nwe,BranDe00,pass_yds,0,,,,,
player,201109120mia,nwe,BranDe00,pass_td,0,,,,,
player,201109120mia,nwe,BranDe00,pass_int,0,,,,,
player,201109120mia,nwe,BranDe00,pass_sacked,0,,,,,
player,201109120mia,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201109120mia,nwe,BranDe00,pass_long,0,,,,,
player,201109120mia,nwe,BranDe00,pass_rating,,,,,,
player,201109120mia,nwe,BranDe00,rush_att,0,,,,,
player,201109120mia,nwe,BranDe00,rush_yds,0,,,,,
player,201109120mia,nwe,BranDe00,rush_td,0,,,,,
player,201109120mia,nwe,BranDe00,rush_long,0,,,,,
player,201109120mia,nwe,BranDe00,targets,9,,,,,
player,201109120mia,nwe,BranDe00,rec,7,,,,,
player,201109120mia,nwe,BranDe00,rec_yds,93,,,,,
player,201109120mia,nwe,BranDe00,rec_td,0,,,,,
player,201109120mia,nwe,BranDe00,rec_long,24,,,,,
player,201109120mia,nwe,BranDe00,fumbles,0,,,,,
player,201109120mia,nwe,BranDe00,fumbles_lost,,,,,,
player,201109120mia,nwe,GronRo00,pass_cmp,0,,,,,
player,201109120mia,nwe,GronRo00,pass_att,0,,,,,
player,201109120mia,nwe,GronRo00,pass_yds,0,,,,,
player,201109120mia,nwe,GronRo00,pass_td,0,,,,,
