game,2011,15,20111218,201112180rai,det,"Detroit Lions",28,rai,"Oakland Raiders",27
player,201112180rai,det,BurlNa00,rush_yds,0,,,,,
player,201112180rai,det,BurlNa00,rush_td,0,,,,,
player,201112180rai,det,BurlNa00,rush_long,0,,,,,
player,201112180rai,det,BurlNa00,targets,11,,,,,
player,201112180rai,det,BurlNa00,rec,7,,,,,
player,201112180rai,det,BurlNa00,rec_yds,81,,,,,
player,201112180rai,det,BurlNa00,rec_td,1,,,,,
player,201112180rai,det,BurlNa00,rec_long,39,,,,,
player,201112180rai,det,BurlNa00,fumbles,0,,,,,
player,201112180rai,det,BurlNa00,fumbles_lost,,,,,,
player,201112180rai,det,PettBr00,pass_cmp,0,,,,,
player,201112180rai,det,PettBr00,pass_att,0,,,,,
player,201112180rai,det,PettBr00,pass_yds,0,,,,,
player,201112180rai,det,PettBr00,pass_td,0,,,,,
player,201112180rai,det,PettBr00,pass_int,0,,,,,
player,201112180rai,det,PettBr00,pass_sacked,0,,,,,
player,201112180rai,det,PettBr00,pass_sacked_yds,0,,,,,
player,201112180rai,det,PettBr00,pass_long,0,,,,,
player,201112180rai,det,PettBr00,pass_rating,,,,,,
player,201112180rai,det,PettBr00,rush_att,0,,,,,
player,201112180rai,det,PettBr00,rush_yds,0,,,,,
player,201112180rai,det,PettBr00,rush_td,0,,,,,
player,201112180rai,det,PettBr00,rush_long,0,,,,,
player,201112180rai,det,PettBr00,targets,11,,,,,
player,201112180rai,det,PettBr00,rec,5,,,,,
player,201112180rai,det,PettBr00,rec_yds,49,,,,,
player,201112180rai,det,PettBr00,rec_td,0,,,,,
player,201112180rai,det,PettBr00,rec_long,17,,,,,
player,201112180rai,det,PettBr00,fumbles,0,,,,,
player,201112180rai,det,PettBr00,fumbles_lost,,,,,,
player,201112180rai,det,ScheTo00,pass_cmp,0,,,,,
player,201112180rai,det,ScheTo00,pass_att,0,,,,,
player,201112180rai,det,ScheTo00,pass_yds,0,,,,,
player,201112180rai,det,ScheTo00,pass_td,0,,,,,
player,201112180rai,det,ScheTo00,pass_int,0,,,,,
player,201112180rai,det,ScheTo00,pass_sacked,0,,,,,
player,201112180rai,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201112180rai,det,ScheTo00,pass_long,0,,,,,
player,201112180rai,det,ScheTo00,pass_rating,,,,,,
player,201112180rai,det,ScheTo00,rush_att,0,,,,,
player,201112180rai,det,ScheTo00,rush_yds,0,,,,,
player,201112180rai,det,ScheTo00,rush_td,0,,,,,
player,201112180rai,det,ScheTo00,rush_long,0,,,,,
player,201112180rai,det,ScheTo00,targets,1,,,,,
player,201112180rai,det,ScheTo00,rec,1,,,,,
player,201112180rai,det,ScheTo00,rec_yds,4,,,,,
player,201112180rai,det,ScheTo00,rec_td,0,,,,,
player,201112180rai,det,ScheTo00,rec_long,4,,,,,
player,201112180rai,det,ScheTo00,fumbles,0,,,,,
player,201112180rai,det,ScheTo00,fumbles_lost,,,,,,
player,201112180rai,det,WillKe03,pass_cmp,0,,,,,
player,201112180rai,det,WillKe03,pass_att,0,,,,,
player,201112180rai,det,WillKe03,pass_yds,0,,,,,
player,201112180rai,det,WillKe03,pass_td,0,,,,,
player,201112180rai,det,WillKe03,pass_int,0,,,,,
player,201112180rai,det,WillKe03,pass_sacked,0,,,,,
player,201112180rai,det,WillKe03,pass_sacked_yds,0,,,,,
player,201112180rai,det,WillKe03,pass_long,0,,,,,
player,201112180rai,det,WillKe03,pass_rating,,,,,,
player,201112180rai,det,WillKe03,rush_att,1,,,,,
player,201112180rai,det,WillKe03,rush_yds,0,,,,,
player,201112180rai,det,WillKe03,rush_td,0,,,,,
player,201112180rai,det,WillKe03,rush_long,0,,,,,
player,201112180rai,det,WillKe03,targets,0,,,,,
player,201112180rai,det,WillKe03,rec,0,,,,,
player,201112180rai,det,WillKe03,rec_yds,0,,,,,
player,201112180rai,det,WillKe03,rec_td,0,,,,,
player,201112180rai,det,WillKe03,rec_long,0,,,,,
player,201112180rai,det,WillKe03,fumbles,0,,,,,
player,201112180rai,det,WillKe03,fumbles_lost,,,,,,
player,201112180rai,rai,PalmCa00,pass_cmp,32,,,,,
player,201112180rai,rai,PalmCa00,pass_att,40,,,,,
player,201112180rai,rai,PalmCa00,pass_yds,367,,,,,
player,201112180rai,rai,PalmCa00,pass_td,1,,,,,
player,201112180rai,rai,PalmCa00,pass_int,0,,,,,
player,201112180rai,rai,PalmCa00,pass_sacked,3,,,,,
player,201112180rai,rai,PalmCa00,pass_sacked_yds,22,,,,,
player,201112180rai,rai,PalmCa00,pass_long,43,,,,,
player,201112180rai,rai,PalmCa00,pass_rating,113.2,,,,,
player,201112180rai,rai,PalmCa00,rush_att,0,,,,,
player,201112180rai,rai,PalmCa00,rush_yds,0,,,,,
player,201112180rai,rai,PalmCa00,rush_td,0,,,,,
player,201112180rai,rai,PalmCa00,rush_long,0,,,,,
player,201112180rai,rai,PalmCa00,targets,0,,,,,
player,201112180rai,rai,PalmCa00,rec,0,,,,,
player,201112180rai,rai,PalmCa00,rec_yds,0,,,,,
player,201112180rai,rai,PalmCa00,rec_td,0,,,,,
player,201112180rai,rai,PalmCa00,rec_long,0,,,,,
player,201112180rai,rai,PalmCa00,fumbles,0,,,,,
player,201112180rai,rai,PalmCa00,fumbles_lost,,,,,,
player,201112180rai,rai,BushMi00,pass_cmp,0,,,,,
player,201112180rai,rai,BushMi00,pass_att,0,,,,,
player,201112180rai,rai,BushMi00,pass_yds,0,,,,,
player,201112180rai,rai,BushMi00,pass_td,0,,,,,
player,201112180rai,rai,BushMi00,pass_int,0,,,,,
player,201112180rai,rai,BushMi00,pass_sacked,,,,,,
player,201112180rai,rai,BushMi00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,BushMi00,pass_long,0,,,,,
player,201112180rai,rai,BushMi00,pass_rating,,,,,,
player,201112180rai,rai,BushMi00,rush_att,18,,,,,
player,201112180rai,rai,BushMi00,rush_yds,77,,,,,
player,201112180rai,rai,BushMi00,rush_td,0,,,,,
player,201112180rai,rai,BushMi00,rush_long,15,,,,,
player,201112180rai,rai,BushMi00,targets,7,,,,,
player,201112180rai,rai,BushMi00,rec,7,,,,,
player,201112180rai,rai,BushMi00,rec_yds,62,,,,,
player,201112180rai,rai,BushMi00,rec_td,0,,,,,
player,201112180rai,rai,BushMi00,rec_long,18,,,,,
player,201112180rai,rai,BushMi00,fumbles,0,,,,,
player,201112180rai,rai,BushMi00,fumbles_lost,,,,,,
player,201112180rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201112180rai,rai,ReecMa00,pass_att,0,,,,,
player,201112180rai,rai,ReecMa00,pass_yds,0,,,,,
player,201112180rai,rai,ReecMa00,pass_td,0,,,,,
player,201112180rai,rai,ReecMa00,pass_int,0,,,,,
player,201112180rai,rai,ReecMa00,pass_sacked,,,,,,
player,201112180rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,ReecMa00,pass_long,0,,,,,
player,201112180rai,rai,ReecMa00,pass_rating,,,,,,
player,201112180rai,rai,ReecMa00,rush_att,1,,,,,
player,201112180rai,rai,ReecMa00,rush_yds,26,,,,,
player,201112180rai,rai,ReecMa00,rush_td,0,,,,,
player,201112180rai,rai,ReecMa00,rush_long,26,,,,,
player,201112180rai,rai,ReecMa00,targets,3,,,,,
player,201112180rai,rai,ReecMa00,rec,3,,,,,
player,201112180rai,rai,ReecMa00,rec_yds,16,,,,,
player,201112180rai,rai,ReecMa00,rec_td,0,,,,,
player,201112180rai,rai,ReecMa00,rec_long,18,,,,,
player,201112180rai,rai,ReecMa00,fumbles,0,,,,,
player,201112180rai,rai,ReecMa00,fumbles_lost,,,,,,
player,201112180rai,rai,MurpLo00,pass_cmp,0,,,,,
player,201112180rai,rai,MurpLo00,pass_att,0,,,,,
player,201112180rai,rai,MurpLo00,pass_yds,0,,,,,
player,201112180rai,rai,MurpLo00,pass_td,0,,,,,
player,201112180rai,rai,MurpLo00,pass_int,0,,,,,
player,201112180rai,rai,MurpLo00,pass_sacked,,,,,,
player,201112180rai,rai,MurpLo00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,MurpLo00,pass_long,0,,,,,
player,201112180rai,rai,MurpLo00,pass_rating,,,,,,
player,201112180rai,rai,MurpLo00,rush_att,2,,,,,
player,201112180rai,rai,MurpLo00,rush_yds,16,,,,,
player,201112180rai,rai,MurpLo00,rush_td,1,,,,,
player,201112180rai,rai,MurpLo00,rush_long,12,,,,,
player,201112180rai,rai,MurpLo00,targets,2,,,,,
player,201112180rai,rai,MurpLo00,rec,1,,,,,
player,201112180rai,rai,MurpLo00,rec_yds,8,,,,,
player,201112180rai,rai,MurpLo00,rec_td,0,,,,,
player,201112180rai,rai,MurpLo00,rec_long,8,,,,,
player,201112180rai,rai,MurpLo00,fumbles,0,,,,,
player,201112180rai,rai,MurpLo00,fumbles_lost,,,,,,
player,201112180rai,rai,MoorDe02,pass_cmp,0,,,,,
player,201112180rai,rai,MoorDe02,pass_att,0,,,,,
player,201112180rai,rai,MoorDe02,pass_yds,0,,,,,
player,201112180rai,rai,MoorDe02,pass_td,0,,,,,
player,201112180rai,rai,MoorDe02,pass_int,0,,,,,
player,201112180rai,rai,MoorDe02,pass_sacked,,,,,,
player,201112180rai,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201112180rai,rai,MoorDe02,pass_long,0,,,,,
player,201112180rai,rai,MoorDe02,pass_rating,,,,,,
player,201112180rai,rai,MoorDe02,rush_att,1,,,,,
player,201112180rai,rai,MoorDe02,rush_yds,13,,,,,
player,201112180rai,rai,MoorDe02,rush_td,0,,,,,
player,201112180rai,rai,MoorDe02,rush_long,13,,,,,
player,201112180rai,rai,MoorDe02,targets,5,,,,,
player,201112180rai,rai,MoorDe02,rec,2,,,,,
player,201112180rai,rai,MoorDe02,rec_yds,13,,,,,
player,201112180rai,rai,MoorDe02,rec_td,0,,,,,
player,201112180rai,rai,MoorDe02,rec_long,13,,,,,
player,201112180rai,rai,MoorDe02,fumbles,0,,,,,
player,201112180rai,rai,MoorDe02,fumbles_lost,,,,,,
player,201112180rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201112180rai,rai,HeywDa00,pass_att,0,,,,,
player,201112180rai,rai,HeywDa00,pass_yds,0,,,,,
player,201112180rai,rai,HeywDa00,pass_td,0,,,,,
player,201112180rai,rai,HeywDa00,pass_int,0,,,,,
player,201112180rai,rai,HeywDa00,pass_sacked,,,,,,
player,201112180rai,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,HeywDa00,pass_long,0,,,,,
player,201112180rai,rai,HeywDa00,pass_rating,,,,,,
player,201112180rai,rai,HeywDa00,rush_att,0,,,,,
player,201112180rai,rai,HeywDa00,rush_yds,0,,,,,
player,201112180rai,rai,HeywDa00,rush_td,0,,,,,
player,201112180rai,rai,HeywDa00,rush_long,0,,,,,
player,201112180rai,rai,HeywDa00,targets,9,,,,,
player,201112180rai,rai,HeywDa00,rec,8,,,,,
player,201112180rai,rai,HeywDa00,rec_yds,155,,,,,
player,201112180rai,rai,HeywDa00,rec_td,1,,,,,
player,201112180rai,rai,HeywDa00,rec_long,43,,,,,
player,201112180rai,rai,HeywDa00,fumbles,1,,,,,
player,201112180rai,rai,HeywDa00,fumbles_lost,1,,,,,
player,201112180rai,rai,HousTJ00,pass_cmp,0,,,,,
player,201112180rai,rai,HousTJ00,pass_att,0,,,,,
player,201112180rai,rai,HousTJ00,pass_yds,0,,,,,
player,201112180rai,rai,HousTJ00,pass_td,0,,,,,
player,201112180rai,rai,HousTJ00,pass_int,0,,,,,
player,201112180rai,rai,HousTJ00,pass_sacked,,,,,,
player,201112180rai,rai,HousTJ00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,HousTJ00,pass_long,0,,,,,
player,201112180rai,rai,HousTJ00,pass_rating,,,,,,
player,201112180rai,rai,HousTJ00,rush_att,0,,,,,
player,201112180rai,rai,HousTJ00,rush_yds,0,,,,,
player,201112180rai,rai,HousTJ00,rush_td,0,,,,,
player,201112180rai,rai,HousTJ00,rush_long,0,,,,,
player,201112180rai,rai,HousTJ00,targets,6,,,,,
player,201112180rai,rai,HousTJ00,rec,6,,,,,
player,201112180rai,rai,HousTJ00,rec_yds,52,,,,,
player,201112180rai,rai,HousTJ00,rec_td,0,,,,,
player,201112180rai,rai,HousTJ00,rec_long,16,,,,,
player,201112180rai,rai,HousTJ00,fumbles,0,,,,,
player,201112180rai,rai,HousTJ00,fumbles_lost,,,,,,
player,201112180rai,rai,BossKe00,pass_cmp,0,,,,,
player,201112180rai,rai,BossKe00,pass_att,0,,,,,
player,201112180rai,rai,BossKe00,pass_yds,0,,,,,
player,201112180rai,rai,BossKe00,pass_td,0,,,,,
player,201112180rai,rai,BossKe00,pass_int,0,,,,,
player,201112180rai,rai,BossKe00,pass_sacked,,,,,,
player,201112180rai,rai,BossKe00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,BossKe00,pass_long,0,,,,,
player,201112180rai,rai,BossKe00,pass_rating,,,,,,
player,201112180rai,rai,BossKe00,rush_att,0,,,,,
player,201112180rai,rai,BossKe00,rush_yds,0,,,,,
player,201112180rai,rai,BossKe00,rush_td,0,,,,,
player,201112180rai,rai,BossKe00,rush_long,0,,,,,
player,201112180rai,rai,BossKe00,targets,3,,,,,
player,201112180rai,rai,BossKe00,rec,3,,,,,
player,201112180rai,rai,BossKe00,rec_yds,47,,,,,
player,201112180rai,rai,BossKe00,rec_td,0,,,,,
player,201112180rai,rai,BossKe00,rec_long,21,,,,,
player,201112180rai,rai,BossKe00,fumbles,0,,,,,
player,201112180rai,rai,BossKe00,fumbles_lost,,,,,,
player,201112180rai,rai,SchiCh00,pass_cmp,0,,,,,
player,201112180rai,rai,SchiCh00,pass_att,0,,,,,
player,201112180rai,rai,SchiCh00,pass_yds,0,,,,,
player,201112180rai,rai,SchiCh00,pass_td,0,,,,,
player,201112180rai,rai,SchiCh00,pass_int,0,,,,,
player,201112180rai,rai,SchiCh00,pass_sacked,,,,,,
player,201112180rai,rai,SchiCh00,pass_sacked_yds,0,,,,,
player,201112180rai,rai,SchiCh00,pass_long,0,,,,,
player,201112180rai,rai,SchiCh00,pass_rating,,,,,,
player,201112180rai,rai,SchiCh00,rush_att,0,,,,,
player,201112180rai,rai,SchiCh00,rush_yds,0,,,,,
player,201112180rai,rai,SchiCh00,rush_td,0,,,,,
player,201112180rai,rai,SchiCh00,rush_long,0,,,,,
player,201112180rai,rai,SchiCh00,targets,3,,,,,
player,201112180rai,rai,SchiCh00,rec,2,,,,,
player,201112180rai,rai,SchiCh00,rec_yds,14,,,,,
player,201112180rai,rai,SchiCh00,rec_td,0,,,,,
player,201112180rai,rai,SchiCh00,rec_long,9,,,,,
player,201112180rai,rai,SchiCh00,fumbles,0,,,,,
player,201112180rai,rai,SchiCh00,fumbles_lost,,,,,,
player,201112180rai,det,AvriCl99,def_int,0,,,,,
player,201112180rai,det,AvriCl99,def_int_yds,0,,,,,
player,201112180rai,det,AvriCl99,def_int_td,0,,,,,
player,201112180rai,det,AvriCl99,def_int_long,0,,,,,
player,201112180rai,det,AvriCl99,pass_defended,0,,,,,
player,201112180rai,det,AvriCl99,sacks,2.0,,,,,
player,201112180rai,det,AvriCl99,tackles_combined,4,,,,,
player,201112180rai,det,AvriCl99,tackles_solo,3,,,,,
player,201112180rai,det,AvriCl99,tackles_assists,1,,,,,
player,201112180rai,det,AvriCl99,tackles_loss,1,,,,,
player,201112180rai,det,AvriCl99,qb_hits,2,,,,,
player,201112180rai,det,AvriCl99,fumbles_rec,0,,,,,
player,201112180rai,det,AvriCl99,fumbles_rec_yds,0,,,,,
player,201112180rai,det,AvriCl99,fumbles_rec_td,0,,,,,
player,201112180rai,det,AvriCl99,fumbles_forced,0,,,,,
player,201112180rai,det,VandKy99,def_int,0,,,,,
player,201112180rai,det,VandKy99,def_int_yds,0,,,,,
player,201112180rai,det,VandKy99,def_int_td,0,,,,,
player,201112180rai,det,VandKy99,def_int_long,0,,,,,
player,201112180rai,det,VandKy99,pass_defended,0,,,,,
player,201112180rai,det,VandKy99,sacks,1.0,,,,,
player,201112180rai,det,VandKy99,tackles_combined,2,,,,,
player,201112180rai,det,VandKy99,tackles_solo,2,,,,,
player,201112180rai,det,VandKy99,tackles_assists,0,,,,,
player,201112180rai,det,VandKy99,tackles_loss,1,,,,,
player,201112180rai,det,VandKy99,qb_hits,1,,,,,
player,201112180rai,det,VandKy99,fumbles_rec,0,,,,,
player,201112180rai,det,VandKy99,fumbles_rec_yds,0,,,,,
player,201112180rai,det,VandKy99,fumbles_rec_td,0,,,,,
player,201112180rai,det,VandKy99,fumbles_forced,0,,,,,
player,201112180rai,det,TullSt20,def_int,0,,,,,
player,201112180rai,det,TullSt20,def_int_yds,0,,,,,
player,201112180rai,det,TullSt20,def_int_td,0,,,,,
player,201112180rai,det,TullSt20,def_int_long,0,,,,,
player,201112180rai,det,TullSt20,pass_defended,0,,,,,
player,201112180rai,det,TullSt20,sacks,0.0,,,,,
player,201112180rai,det,TullSt20,tackles_combined,10,,,,,
player,201112180rai,det,TullSt20,tackles_solo,8,,,,,
player,201112180rai,det,TullSt20,tackles_assists,2,,,,,
player,201112180rai,det,TullSt20,tackles_loss,0,,,,,
player,201112180rai,det,TullSt20,qb_hits,0,,,,,
player,201112180rai,det,TullSt20,fumbles_rec,0,,,,,
player,201112180rai,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201112180rai,det,TullSt20,fumbles_rec_td,0,,,,,
player,201112180rai,det,TullSt20,fumbles_forced,0,,,,,
player,201112180rai,det,LevyDe99,def_int,0,,,,,
player,201112180rai,det,LevyDe99,def_int_yds,0,,,,,
player,201112180rai,det,LevyDe99,def_int_td,0,,,,,
player,201112180rai,det,LevyDe99,def_int_long,0,,,,,
player,201112180rai,det,LevyDe99,pass_defended,0,,,,,
player,201112180rai,det,LevyDe99,sacks,0.0,,,,,
player,201112180rai,det,LevyDe99,tackles_combined,9,,,,,
player,201112180rai,det,LevyDe99,tackles_solo,7,,,,,
player,201112180rai,det,LevyDe99,tackles_assists,2,,,,,
player,201112180rai,det,LevyDe99,tackles_loss,0,,,,,
player,201112180rai,det,LevyDe99,qb_hits,0,,,,,
player,201112180rai,det,LevyDe99,fumbles_rec,0,,,,,
player,201112180rai,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201112180rai,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201112180rai,det,LevyDe99,fumbles_forced,0,,,,,
player,201112180rai,det,DuraJu99,def_int,0,,,,,
player,201112180rai,det,DuraJu99,def_int_yds,0,,,,,
player,201112180rai,det,DuraJu99,def_int_td,0,,,,,
player,201112180rai,det,DuraJu99,def_int_long,0,,,,,
player,201112180rai,det,DuraJu99,pass_defended,0,,,,,
player,201112180rai,det,DuraJu99,sacks,0.0,,,,,
player,201112180rai,det,DuraJu99,tackles_combined,7,,,,,
player,201112180rai,det,DuraJu99,tackles_solo,5,,,,,
player,201112180rai,det,DuraJu99,tackles_assists,2,,,,,
player,201112180rai,det,DuraJu99,tackles_loss,0,,,,,
player,201112180rai,det,DuraJu99,qb_hits,0,,,,,
player,201112180rai,det,DuraJu99,fumbles_rec,0,,,,,
player,201112180rai,det,DuraJu99,fumbles_rec_yds,0,,,,,
player,201112180rai,det,DuraJu99,fumbles_rec_td,0,,,,,
player,201112180rai,det,DuraJu99,fumbles_forced,1,,,,,
player,201112180rai,det,WrigEr99,def_int,0,,,,,
player,201112180rai,det,WrigEr99,def_int_yds,0,,,,,
player,201112180rai,det,WrigEr99,def_int_td,0,,,,,
player,201112180rai,det,WrigEr99,def_int_long,0,,,,,
player,201112180rai,det,WrigEr99,pass_defended,0,,,,,
player,201112180rai,det,WrigEr99,sacks,0.0,,,,,
player,201112180rai,det,WrigEr99,tackles_combined,7,,,,,
