game,2011,16,20111224,201112240nwe,mia,"Miami Dolphins",24,nwe,"New England Patriots",27
player,201112240nwe,nwe,RidlSt00,rush_att,13,,,,,
player,201112240nwe,nwe,RidlSt00,rush_yds,64,,,,,
player,201112240nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201112240nwe,nwe,RidlSt00,rush_long,18,,,,,
player,201112240nwe,nwe,RidlSt00,targets,1,,,,,
player,201112240nwe,nwe,RidlSt00,rec,0,,,,,
player,201112240nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201112240nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201112240nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201112240nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201112240nwe,nwe,RidlSt00,fumbles_lost,,,,,,
player,201112240nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_sacked,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201112240nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201112240nwe,nwe,WoodDa02,rush_att,4,,,,,
player,201112240nwe,nwe,WoodDa02,rush_yds,20,,,,,
player,201112240nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201112240nwe,nwe,WoodDa02,rush_long,8,,,,,
player,201112240nwe,nwe,WoodDa02,targets,0,,,,,
player,201112240nwe,nwe,WoodDa02,rec,0,,,,,
player,201112240nwe,nwe,WoodDa02,rec_yds,0,,,,,
player,201112240nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201112240nwe,nwe,WoodDa02,rec_long,0,,,,,
player,201112240nwe,nwe,WoodDa02,fumbles,0,,,,,
player,201112240nwe,nwe,WoodDa02,fumbles_lost,,,,,,
player,201112240nwe,nwe,GreeBe00,pass_cmp,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_att,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_yds,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_td,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_int,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_sacked,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_long,0,,,,,
player,201112240nwe,nwe,GreeBe00,pass_rating,,,,,,
player,201112240nwe,nwe,GreeBe00,rush_att,3,,,,,
player,201112240nwe,nwe,GreeBe00,rush_yds,10,,,,,
player,201112240nwe,nwe,GreeBe00,rush_td,0,,,,,
player,201112240nwe,nwe,GreeBe00,rush_long,5,,,,,
player,201112240nwe,nwe,GreeBe00,targets,0,,,,,
player,201112240nwe,nwe,GreeBe00,rec,0,,,,,
player,201112240nwe,nwe,GreeBe00,rec_yds,0,,,,,
player,201112240nwe,nwe,GreeBe00,rec_td,0,,,,,
player,201112240nwe,nwe,GreeBe00,rec_long,0,,,,,
player,201112240nwe,nwe,GreeBe00,fumbles,0,,,,,
player,201112240nwe,nwe,GreeBe00,fumbles_lost,,,,,,
player,201112240nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201112240nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201112240nwe,nwe,WelkWe00,rush_att,1,,,,,
player,201112240nwe,nwe,WelkWe00,rush_yds,7,,,,,
player,201112240nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201112240nwe,nwe,WelkWe00,rush_long,7,,,,,
player,201112240nwe,nwe,WelkWe00,targets,19,,,,,
player,201112240nwe,nwe,WelkWe00,rec,12,,,,,
player,201112240nwe,nwe,WelkWe00,rec_yds,138,,,,,
player,201112240nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201112240nwe,nwe,WelkWe00,rec_long,42,,,,,
player,201112240nwe,nwe,WelkWe00,fumbles,0,,,,,
player,201112240nwe,nwe,WelkWe00,fumbles_lost,,,,,,
player,201112240nwe,nwe,HernAa00,pass_cmp,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_att,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_yds,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_td,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_int,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_sacked,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_long,0,,,,,
player,201112240nwe,nwe,HernAa00,pass_rating,,,,,,
player,201112240nwe,nwe,HernAa00,rush_att,1,,,,,
player,201112240nwe,nwe,HernAa00,rush_yds,1,,,,,
player,201112240nwe,nwe,HernAa00,rush_td,0,,,,,
player,201112240nwe,nwe,HernAa00,rush_long,1,,,,,
player,201112240nwe,nwe,HernAa00,targets,6,,,,,
player,201112240nwe,nwe,HernAa00,rec,4,,,,,
player,201112240nwe,nwe,HernAa00,rec_yds,36,,,,,
player,201112240nwe,nwe,HernAa00,rec_td,0,,,,,
player,201112240nwe,nwe,HernAa00,rec_long,15,,,,,
player,201112240nwe,nwe,HernAa00,fumbles,0,,,,,
player,201112240nwe,nwe,HernAa00,fumbles_lost,,,,,,
player,201112240nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_att,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_td,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_int,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_long,0,,,,,
player,201112240nwe,nwe,GronRo00,pass_rating,,,,,,
player,201112240nwe,nwe,GronRo00,rush_att,0,,,,,
player,201112240nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201112240nwe,nwe,GronRo00,rush_td,0,,,,,
player,201112240nwe,nwe,GronRo00,rush_long,0,,,,,
player,201112240nwe,nwe,GronRo00,targets,9,,,,,
player,201112240nwe,nwe,GronRo00,rec,7,,,,,
player,201112240nwe,nwe,GronRo00,rec_yds,78,,,,,
player,201112240nwe,nwe,GronRo00,rec_td,0,,,,,
player,201112240nwe,nwe,GronRo00,rec_long,22,,,,,
player,201112240nwe,nwe,GronRo00,fumbles,0,,,,,
player,201112240nwe,nwe,GronRo00,fumbles_lost,,,,,,
player,201112240nwe,nwe,BranDe00,pass_cmp,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_att,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_yds,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_td,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_int,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_sacked,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_long,0,,,,,
player,201112240nwe,nwe,BranDe00,pass_rating,,,,,,
player,201112240nwe,nwe,BranDe00,rush_att,0,,,,,
player,201112240nwe,nwe,BranDe00,rush_yds,0,,,,,
player,201112240nwe,nwe,BranDe00,rush_td,0,,,,,
player,201112240nwe,nwe,BranDe00,rush_long,0,,,,,
player,201112240nwe,nwe,BranDe00,targets,9,,,,,
player,201112240nwe,nwe,BranDe00,rec,3,,,,,
player,201112240nwe,nwe,BranDe00,rec_yds,37,,,,,
player,201112240nwe,nwe,BranDe00,rec_td,1,,,,,
player,201112240nwe,nwe,BranDe00,rec_long,31,,,,,
player,201112240nwe,nwe,BranDe00,fumbles,0,,,,,
player,201112240nwe,nwe,BranDe00,fumbles_lost,,,,,,
player,201112240nwe,nwe,JohnCh01,pass_cmp,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_att,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_yds,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_td,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_int,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_sacked,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_sacked_yds,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_long,0,,,,,
player,201112240nwe,nwe,JohnCh01,pass_rating,,,,,,
player,201112240nwe,nwe,JohnCh01,rush_att,0,,,,,
player,201112240nwe,nwe,JohnCh01,rush_yds,0,,,,,
player,201112240nwe,nwe,JohnCh01,rush_td,0,,,,,
player,201112240nwe,nwe,JohnCh01,rush_long,0,,,,,
player,201112240nwe,nwe,JohnCh01,targets,2,,,,,
player,201112240nwe,nwe,JohnCh01,rec,1,,,,,
player,201112240nwe,nwe,JohnCh01,rec_yds,15,,,,,
player,201112240nwe,nwe,JohnCh01,rec_td,0,,,,,
player,201112240nwe,nwe,JohnCh01,rec_long,15,,,,,
player,201112240nwe,nwe,JohnCh01,fumbles,0,,,,,
player,201112240nwe,nwe,JohnCh01,fumbles_lost,,,,,,
player,201112240nwe,mia,BellYe20,def_int,0,,,,,
player,201112240nwe,mia,BellYe20,def_int_yds,0,,,,,
player,201112240nwe,mia,BellYe20,def_int_td,0,,,,,
player,201112240nwe,mia,BellYe20,def_int_long,0,,,,,
player,201112240nwe,mia,BellYe20,pass_defended,0,,,,,
player,201112240nwe,mia,BellYe20,sacks,1.0,,,,,
player,201112240nwe,mia,BellYe20,tackles_combined,12,,,,,
player,201112240nwe,mia,BellYe20,tackles_solo,8,,,,,
player,201112240nwe,mia,BellYe20,tackles_assists,4,,,,,
player,201112240nwe,mia,BellYe20,tackles_loss,1,,,,,
player,201112240nwe,mia,BellYe20,qb_hits,1,,,,,
player,201112240nwe,mia,BellYe20,fumbles_rec,0,,,,,
player,201112240nwe,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201112240nwe,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201112240nwe,mia,BellYe20,fumbles_forced,0,,,,,
player,201112240nwe,mia,TaylJa03,def_int,0,,,,,
player,201112240nwe,mia,TaylJa03,def_int_yds,0,,,,,
player,201112240nwe,mia,TaylJa03,def_int_td,0,,,,,
player,201112240nwe,mia,TaylJa03,def_int_long,0,,,,,
player,201112240nwe,mia,TaylJa03,pass_defended,0,,,,,
player,201112240nwe,mia,TaylJa03,sacks,1.0,,,,,
player,201112240nwe,mia,TaylJa03,tackles_combined,4,,,,,
player,201112240nwe,mia,TaylJa03,tackles_solo,1,,,,,
player,201112240nwe,mia,TaylJa03,tackles_assists,3,,,,,
player,201112240nwe,mia,TaylJa03,tackles_loss,1,,,,,
player,201112240nwe,mia,TaylJa03,qb_hits,1,,,,,
player,201112240nwe,mia,TaylJa03,fumbles_rec,0,,,,,
player,201112240nwe,mia,TaylJa03,fumbles_rec_yds,0,,,,,
player,201112240nwe,mia,TaylJa03,fumbles_rec_td,0,,,,,
player,201112240nwe,mia,TaylJa03,fumbles_forced,0,,,,,
player,201112240nwe,mia,StarRa20,def_int,0,,,,,
player,201112240nwe,mia,StarRa20,def_int_yds,0,,,,,
player,201112240nwe,mia,StarRa20,def_int_td,0,,,,,
player,201112240nwe,mia,StarRa20,def_int_long,0,,,,,
player,201112240nwe,mia,StarRa20,pass_defended,0,,,,,
player,201112240nwe,mia,StarRa20,sacks,1.0,,,,,
player,201112240nwe,mia,StarRa20,tackles_combined,2,,,,,
player,201112240nwe,mia,StarRa20,tackles_solo,1,,,,,
player,201112240nwe,mia,StarRa20,tackles_assists,1,,,,,
player,201112240nwe,mia,StarRa20,tackles_loss,1,,,,,
player,201112240nwe,mia,StarRa20,qb_hits,2,,,,,
player,201112240nwe,mia,StarRa20,fumbles_rec,0,,,,,
player,201112240nwe,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201112240nwe,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201112240nwe,mia,StarRa20,fumbles_forced,0,,,,,
player,201112240nwe,mia,WakeCa00,def_int,0,,,,,
player,201112240nwe,mia,WakeCa00,def_int_yds,0,,,,,
player,201112240nwe,mia,WakeCa00,def_int_td,0,,,,,
player,201112240nwe,mia,WakeCa00,def_int_long,0,,,,,
player,201112240nwe,mia,WakeCa00,pass_defended,0,,,,,
player,201112240nwe,mia,WakeCa00,sacks,1.0,,,,,
player,201112240nwe,mia,WakeCa00,tackles_combined,2,,,,,
player,201112240nwe,mia,WakeCa00,tackles_solo,2,,,,,
player,201112240nwe,mia,WakeCa00,tackles_assists,0,,,,,
