game,2011,12,20111127,201111270oti,tam,"Tampa Bay Buccaneers",17,oti,"Tennessee Titans",23
player,201111270oti,oti,SmitSh20,sacks,0.0,,,,,
player,201111270oti,oti,SmitSh20,tackles_combined,1,,,,,
player,201111270oti,oti,SmitSh20,tackles_solo,1,,,,,
player,201111270oti,oti,SmitSh20,tackles_assists,0,,,,,
player,201111270oti,oti,SmitSh20,tackles_loss,0,,,,,
player,201111270oti,oti,SmitSh20,qb_hits,0,,,,,
player,201111270oti,oti,SmitSh20,fumbles_rec,0,,,,,
player,201111270oti,oti,SmitSh20,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,SmitSh20,fumbles_rec_td,0,,,,,
player,201111270oti,oti,SmitSh20,fumbles_forced,0,,,,,
player,201111270oti,oti,VernAl99,def_int,0,,,,,
player,201111270oti,oti,VernAl99,def_int_yds,0,,,,,
player,201111270oti,oti,VernAl99,def_int_td,0,,,,,
player,201111270oti,oti,VernAl99,def_int_long,0,,,,,
player,201111270oti,oti,VernAl99,pass_defended,0,,,,,
player,201111270oti,oti,VernAl99,sacks,0.0,,,,,
player,201111270oti,oti,VernAl99,tackles_combined,1,,,,,
player,201111270oti,oti,VernAl99,tackles_solo,1,,,,,
player,201111270oti,oti,VernAl99,tackles_assists,0,,,,,
player,201111270oti,oti,VernAl99,tackles_loss,1,,,,,
player,201111270oti,oti,VernAl99,qb_hits,0,,,,,
player,201111270oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201111270oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201111270oti,oti,KlugKa00,def_int,0,,,,,
player,201111270oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201111270oti,oti,KlugKa00,def_int_td,0,,,,,
player,201111270oti,oti,KlugKa00,def_int_long,0,,,,,
player,201111270oti,oti,KlugKa00,pass_defended,1,,,,,
player,201111270oti,oti,KlugKa00,sacks,0.0,,,,,
player,201111270oti,oti,KlugKa00,tackles_combined,0,,,,,
player,201111270oti,oti,KlugKa00,tackles_solo,0,,,,,
player,201111270oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201111270oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201111270oti,oti,KlugKa00,qb_hits,0,,,,,
player,201111270oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201111270oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201111270oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201111270oti,tam,StroSa00,kick_ret,3,,,,,
player,201111270oti,tam,StroSa00,kick_ret_yds,74,,,,,
player,201111270oti,tam,StroSa00,kick_ret_yds_per_ret,24.7,,,,,
player,201111270oti,tam,StroSa00,kick_ret_td,0,,,,,
player,201111270oti,tam,StroSa00,kick_ret_long,35,,,,,
player,201111270oti,tam,StroSa00,punt_ret,0,,,,,
player,201111270oti,tam,StroSa00,punt_ret_yds,0,,,,,
player,201111270oti,tam,StroSa00,punt_ret_yds_per_ret,,,,,,
player,201111270oti,tam,StroSa00,punt_ret_td,0,,,,,
player,201111270oti,tam,StroSa00,punt_ret_long,0,,,,,
player,201111270oti,oti,MariMa00,kick_ret,4,,,,,
player,201111270oti,oti,MariMa00,kick_ret_yds,83,,,,,
player,201111270oti,oti,MariMa00,kick_ret_yds_per_ret,20.8,,,,,
player,201111270oti,oti,MariMa00,kick_ret_td,0,,,,,
player,201111270oti,oti,MariMa00,kick_ret_long,25,,,,,
player,201111270oti,oti,MariMa00,punt_ret,1,,,,,
player,201111270oti,oti,MariMa00,punt_ret_yds,3,,,,,
player,201111270oti,oti,MariMa00,punt_ret_yds_per_ret,3.0,,,,,
player,201111270oti,oti,MariMa00,punt_ret_td,0,,,,,
player,201111270oti,oti,MariMa00,punt_ret_long,3,,,,,
player,201111270oti,oti,CampTo00,kick_ret,0,,,,,
player,201111270oti,oti,CampTo00,kick_ret_yds,84,,,,,
player,201111270oti,oti,CampTo00,kick_ret_yds_per_ret,,,,,,
player,201111270oti,oti,CampTo00,kick_ret_td,1,,,,,
player,201111270oti,oti,CampTo00,kick_ret_long,84,,,,,
player,201111270oti,oti,CampTo00,punt_ret,0,,,,,
player,201111270oti,oti,CampTo00,punt_ret_yds,0,,,,,
player,201111270oti,oti,CampTo00,punt_ret_yds_per_ret,,,,,,
player,201111270oti,oti,CampTo00,punt_ret_td,0,,,,,
player,201111270oti,oti,CampTo00,punt_ret_long,0,,,,,
player,201111270oti,tam,barthco01,xpm,2,,,,,
player,201111270oti,tam,barthco01,xpa,2,,,,,
player,201111270oti,tam,barthco01,fgm,1,,,,,
player,201111270oti,tam,barthco01,fga,1,,,,,
player,201111270oti,tam,barthco01,punt,0,,,,,
player,201111270oti,tam,barthco01,punt_yds,0,,,,,
player,201111270oti,tam,barthco01,punt_yds_per_punt,,,,,,
player,201111270oti,tam,barthco01,punt_long,0,,,,,
player,201111270oti,tam,koenemic01,xpm,,,,,,
player,201111270oti,tam,koenemic01,xpa,,,,,,
player,201111270oti,tam,koenemic01,fgm,,,,,,
player,201111270oti,tam,koenemic01,fga,,,,,,
player,201111270oti,tam,koenemic01,punt,5,,,,,
player,201111270oti,tam,koenemic01,punt_yds,194,,,,,
player,201111270oti,tam,koenemic01,punt_yds_per_punt,38.8,,,,,
player,201111270oti,tam,koenemic01,punt_long,51,,,,,
player,201111270oti,oti,bironrob01,xpm,2,,,,,
player,201111270oti,oti,bironrob01,xpa,2,,,,,
player,201111270oti,oti,bironrob01,fgm,3,,,,,
player,201111270oti,oti,bironrob01,fga,4,,,,,
player,201111270oti,oti,bironrob01,punt,0,,,,,
player,201111270oti,oti,bironrob01,punt_yds,0,,,,,
player,201111270oti,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201111270oti,oti,bironrob01,punt_long,0,,,,,
player,201111270oti,oti,KernBr20,xpm,,,,,,
player,201111270oti,oti,KernBr20,xpa,,,,,,
player,201111270oti,oti,KernBr20,fgm,,,,,,
player,201111270oti,oti,KernBr20,fga,,,,,,
player,201111270oti,oti,KernBr20,punt,3,,,,,
player,201111270oti,oti,KernBr20,punt_yds,88,,,,,
player,201111270oti,oti,KernBr20,punt_yds_per_punt,29.3,,,,,
player,201111270oti,oti,KernBr20,punt_long,41,,,,,
