game,2011,6,20111016,201110160was,phi,"Philadelphia Eagles",20,was,"Washington Redskins",13
team,201110160was,phi,First Downs,22,,,,,,
team,201110160was,was,First Downs,17,,,,,,
team,201110160was,phi,Rush-Yds-TDs,38-192-1,,,,,,
team,201110160was,was,Rush-Yds-TDs,14-42-1,,,,,,
team,201110160was,phi,Cmp-Att-Yd-TD-INT,18-32-237-1-2,,,,,,
team,201110160was,was,Cmp-Att-Yd-TD-INT,17-37-260-0-4,,,,,,
team,201110160was,phi,Sacked-Yards,2-7,,,,,,
team,201110160was,was,Sacked-Yards,2-15,,,,,,
team,201110160was,phi,Net Pass Yards,230,,,,,,
team,201110160was,was,Net Pass Yards,245,,,,,,
team,201110160was,phi,Total Yards,422,,,,,,
team,201110160was,was,Total Yards,287,,,,,,
team,201110160was,phi,Fumbles-Lost,0-0,,,,,,
team,201110160was,was,Fumbles-Lost,2-0,,,,,,
team,201110160was,phi,Turnovers,2,,,,,,
team,201110160was,was,Turnovers,4,,,,,,
team,201110160was,phi,Penalties-Yards,8-60,,,,,,
team,201110160was,was,Penalties-Yards,9-75,,,,,,
team,201110160was,phi,Third Down Conv.,6-16,,,,,,
team,201110160was,was,Third Down Conv.,1-10,,,,,,
team,201110160was,phi,Fourth Down Conv.,1-2,,,,,,
team,201110160was,was,Fourth Down Conv.,1-1,,,,,,
team,201110160was,phi,Time of Possession,38:08,,,,,,
team,201110160was,was,Time of Possession,21:52,,,,,,
player,201110160was,phi,VickMi00,pass_cmp,18,,,,,
player,201110160was,phi,VickMi00,pass_att,31,,,,,
player,201110160was,phi,VickMi00,pass_yds,237,,,,,
player,201110160was,phi,VickMi00,pass_td,1,,,,,
player,201110160was,phi,VickMi00,pass_int,1,,,,,
player,201110160was,phi,VickMi00,pass_sacked,2,,,,,
player,201110160was,phi,VickMi00,pass_sacked_yds,7,,,,,
player,201110160was,phi,VickMi00,pass_long,59,,,,,
player,201110160was,phi,VickMi00,pass_rating,79.6,,,,,
player,201110160was,phi,VickMi00,rush_att,7,,,,,
player,201110160was,phi,VickMi00,rush_yds,54,,,,,
player,201110160was,phi,VickMi00,rush_td,0,,,,,
player,201110160was,phi,VickMi00,rush_long,31,,,,,
player,201110160was,phi,VickMi00,targets,0,,,,,
player,201110160was,phi,VickMi00,rec,0,,,,,
player,201110160was,phi,VickMi00,rec_yds,0,,,,,
player,201110160was,phi,VickMi00,rec_td,0,,,,,
player,201110160was,phi,VickMi00,rec_long,0,,,,,
player,201110160was,phi,VickMi00,fumbles,0,,,,,
player,201110160was,phi,VickMi00,fumbles_lost,,,,,,
player,201110160was,phi,YounVi00,pass_cmp,0,,,,,
player,201110160was,phi,YounVi00,pass_att,1,,,,,
player,201110160was,phi,YounVi00,pass_yds,0,,,,,
player,201110160was,phi,YounVi00,pass_td,0,,,,,
player,201110160was,phi,YounVi00,pass_int,1,,,,,
player,201110160was,phi,YounVi00,pass_sacked,0,,,,,
player,201110160was,phi,YounVi00,pass_sacked_yds,0,,,,,
player,201110160was,phi,YounVi00,pass_long,0,,,,,
player,201110160was,phi,YounVi00,pass_rating,0.0,,,,,
player,201110160was,phi,YounVi00,rush_att,1,,,,,
player,201110160was,phi,YounVi00,rush_yds,2,,,,,
player,201110160was,phi,YounVi00,rush_td,0,,,,,
player,201110160was,phi,YounVi00,rush_long,2,,,,,
player,201110160was,phi,YounVi00,targets,0,,,,,
player,201110160was,phi,YounVi00,rec,0,,,,,
player,201110160was,phi,YounVi00,rec_yds,0,,,,,
player,201110160was,phi,YounVi00,rec_td,0,,,,,
player,201110160was,phi,YounVi00,rec_long,0,,,,,
player,201110160was,phi,YounVi00,fumbles,0,,,,,
player,201110160was,phi,YounVi00,fumbles_lost,,,,,,
player,201110160was,phi,McCoLe01,pass_cmp,0,,,,,
player,201110160was,phi,McCoLe01,pass_att,0,,,,,
player,201110160was,phi,McCoLe01,pass_yds,0,,,,,
player,201110160was,phi,McCoLe01,pass_td,0,,,,,
player,201110160was,phi,McCoLe01,pass_int,0,,,,,
player,201110160was,phi,McCoLe01,pass_sacked,0,,,,,
player,201110160was,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201110160was,phi,McCoLe01,pass_long,0,,,,,
player,201110160was,phi,McCoLe01,pass_rating,,,,,,
player,201110160was,phi,McCoLe01,rush_att,28,,,,,
player,201110160was,phi,McCoLe01,rush_yds,126,,,,,
player,201110160was,phi,McCoLe01,rush_td,1,,,,,
player,201110160was,phi,McCoLe01,rush_long,21,,,,,
player,201110160was,phi,McCoLe01,targets,4,,,,,
player,201110160was,phi,McCoLe01,rec,2,,,,,
player,201110160was,phi,McCoLe01,rec_yds,13,,,,,
player,201110160was,phi,McCoLe01,rec_td,0,,,,,
player,201110160was,phi,McCoLe01,rec_long,10,,,,,
player,201110160was,phi,McCoLe01,fumbles,0,,,,,
player,201110160was,phi,McCoLe01,fumbles_lost,,,,,,
player,201110160was,phi,LewiDi00,pass_cmp,0,,,,,
player,201110160was,phi,LewiDi00,pass_att,0,,,,,
player,201110160was,phi,LewiDi00,pass_yds,0,,,,,
player,201110160was,phi,LewiDi00,pass_td,0,,,,,
player,201110160was,phi,LewiDi00,pass_int,0,,,,,
player,201110160was,phi,LewiDi00,pass_sacked,0,,,,,
player,201110160was,phi,LewiDi00,pass_sacked_yds,0,,,,,
player,201110160was,phi,LewiDi00,pass_long,0,,,,,
player,201110160was,phi,LewiDi00,pass_rating,,,,,,
player,201110160was,phi,LewiDi00,rush_att,2,,,,,
player,201110160was,phi,LewiDi00,rush_yds,10,,,,,
player,201110160was,phi,LewiDi00,rush_td,0,,,,,
player,201110160was,phi,LewiDi00,rush_long,7,,,,,
player,201110160was,phi,LewiDi00,targets,0,,,,,
player,201110160was,phi,LewiDi00,rec,0,,,,,
player,201110160was,phi,LewiDi00,rec_yds,0,,,,,
player,201110160was,phi,LewiDi00,rec_td,0,,,,,
player,201110160was,phi,LewiDi00,rec_long,0,,,,,
player,201110160was,phi,LewiDi00,fumbles,0,,,,,
player,201110160was,phi,LewiDi00,fumbles_lost,,,,,,
player,201110160was,phi,MaclJe00,pass_cmp,0,,,,,
player,201110160was,phi,MaclJe00,pass_att,0,,,,,
player,201110160was,phi,MaclJe00,pass_yds,0,,,,,
player,201110160was,phi,MaclJe00,pass_td,0,,,,,
player,201110160was,phi,MaclJe00,pass_int,0,,,,,
player,201110160was,phi,MaclJe00,pass_sacked,0,,,,,
player,201110160was,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201110160was,phi,MaclJe00,pass_long,0,,,,,
player,201110160was,phi,MaclJe00,pass_rating,,,,,,
player,201110160was,phi,MaclJe00,rush_att,0,,,,,
player,201110160was,phi,MaclJe00,rush_yds,0,,,,,
player,201110160was,phi,MaclJe00,rush_td,0,,,,,
player,201110160was,phi,MaclJe00,rush_long,0,,,,,
player,201110160was,phi,MaclJe00,targets,7,,,,,
player,201110160was,phi,MaclJe00,rec,5,,,,,
player,201110160was,phi,MaclJe00,rec_yds,101,,,,,
player,201110160was,phi,MaclJe00,rec_td,0,,,,,
player,201110160was,phi,MaclJe00,rec_long,59,,,,,
