game,2011,16,20111224,201112240det,sdg,"San Diego Chargers",10,det,"Detroit Lions",38
player,201112240det,sdg,RivePh00,fumbles_lost,,,,,,
player,201112240det,sdg,MathRy00,pass_cmp,0,,,,,
player,201112240det,sdg,MathRy00,pass_att,0,,,,,
player,201112240det,sdg,MathRy00,pass_yds,0,,,,,
player,201112240det,sdg,MathRy00,pass_td,0,,,,,
player,201112240det,sdg,MathRy00,pass_int,0,,,,,
player,201112240det,sdg,MathRy00,pass_sacked,0,,,,,
player,201112240det,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,MathRy00,pass_long,0,,,,,
player,201112240det,sdg,MathRy00,pass_rating,,,,,,
player,201112240det,sdg,MathRy00,rush_att,11,,,,,
player,201112240det,sdg,MathRy00,rush_yds,58,,,,,
player,201112240det,sdg,MathRy00,rush_td,0,,,,,
player,201112240det,sdg,MathRy00,rush_long,11,,,,,
player,201112240det,sdg,MathRy00,targets,4,,,,,
player,201112240det,sdg,MathRy00,rec,3,,,,,
player,201112240det,sdg,MathRy00,rec_yds,16,,,,,
player,201112240det,sdg,MathRy00,rec_td,0,,,,,
player,201112240det,sdg,MathRy00,rec_long,8,,,,,
player,201112240det,sdg,MathRy00,fumbles,0,,,,,
player,201112240det,sdg,MathRy00,fumbles_lost,,,,,,
player,201112240det,sdg,TolbMi00,pass_cmp,0,,,,,
player,201112240det,sdg,TolbMi00,pass_att,0,,,,,
player,201112240det,sdg,TolbMi00,pass_yds,0,,,,,
player,201112240det,sdg,TolbMi00,pass_td,0,,,,,
player,201112240det,sdg,TolbMi00,pass_int,0,,,,,
player,201112240det,sdg,TolbMi00,pass_sacked,0,,,,,
player,201112240det,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,TolbMi00,pass_long,0,,,,,
player,201112240det,sdg,TolbMi00,pass_rating,,,,,,
player,201112240det,sdg,TolbMi00,rush_att,5,,,,,
player,201112240det,sdg,TolbMi00,rush_yds,7,,,,,
player,201112240det,sdg,TolbMi00,rush_td,0,,,,,
player,201112240det,sdg,TolbMi00,rush_long,6,,,,,
player,201112240det,sdg,TolbMi00,targets,10,,,,,
player,201112240det,sdg,TolbMi00,rec,6,,,,,
player,201112240det,sdg,TolbMi00,rec_yds,32,,,,,
player,201112240det,sdg,TolbMi00,rec_td,0,,,,,
player,201112240det,sdg,TolbMi00,rec_long,9,,,,,
player,201112240det,sdg,TolbMi00,fumbles,0,,,,,
player,201112240det,sdg,TolbMi00,fumbles_lost,,,,,,
player,201112240det,sdg,HestJa00,pass_cmp,0,,,,,
player,201112240det,sdg,HestJa00,pass_att,0,,,,,
player,201112240det,sdg,HestJa00,pass_yds,0,,,,,
player,201112240det,sdg,HestJa00,pass_td,0,,,,,
player,201112240det,sdg,HestJa00,pass_int,0,,,,,
player,201112240det,sdg,HestJa00,pass_sacked,0,,,,,
player,201112240det,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,HestJa00,pass_long,0,,,,,
player,201112240det,sdg,HestJa00,pass_rating,,,,,,
player,201112240det,sdg,HestJa00,rush_att,1,,,,,
player,201112240det,sdg,HestJa00,rush_yds,3,,,,,
player,201112240det,sdg,HestJa00,rush_td,0,,,,,
player,201112240det,sdg,HestJa00,rush_long,3,,,,,
player,201112240det,sdg,HestJa00,targets,2,,,,,
player,201112240det,sdg,HestJa00,rec,1,,,,,
player,201112240det,sdg,HestJa00,rec_yds,3,,,,,
player,201112240det,sdg,HestJa00,rec_td,0,,,,,
player,201112240det,sdg,HestJa00,rec_long,3,,,,,
player,201112240det,sdg,HestJa00,fumbles,0,,,,,
player,201112240det,sdg,HestJa00,fumbles_lost,,,,,,
player,201112240det,sdg,FloyMa00,pass_cmp,0,,,,,
player,201112240det,sdg,FloyMa00,pass_att,0,,,,,
player,201112240det,sdg,FloyMa00,pass_yds,0,,,,,
player,201112240det,sdg,FloyMa00,pass_td,0,,,,,
player,201112240det,sdg,FloyMa00,pass_int,0,,,,,
player,201112240det,sdg,FloyMa00,pass_sacked,0,,,,,
player,201112240det,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,FloyMa00,pass_long,0,,,,,
player,201112240det,sdg,FloyMa00,pass_rating,,,,,,
player,201112240det,sdg,FloyMa00,rush_att,0,,,,,
player,201112240det,sdg,FloyMa00,rush_yds,0,,,,,
player,201112240det,sdg,FloyMa00,rush_td,0,,,,,
player,201112240det,sdg,FloyMa00,rush_long,0,,,,,
player,201112240det,sdg,FloyMa00,targets,13,,,,,
player,201112240det,sdg,FloyMa00,rec,6,,,,,
player,201112240det,sdg,FloyMa00,rec_yds,95,,,,,
player,201112240det,sdg,FloyMa00,rec_td,1,,,,,
player,201112240det,sdg,FloyMa00,rec_long,30,,,,,
player,201112240det,sdg,FloyMa00,fumbles,0,,,,,
player,201112240det,sdg,FloyMa00,fumbles_lost,,,,,,
player,201112240det,sdg,JackVi00,pass_cmp,0,,,,,
player,201112240det,sdg,JackVi00,pass_att,0,,,,,
player,201112240det,sdg,JackVi00,pass_yds,0,,,,,
player,201112240det,sdg,JackVi00,pass_td,0,,,,,
player,201112240det,sdg,JackVi00,pass_int,0,,,,,
player,201112240det,sdg,JackVi00,pass_sacked,0,,,,,
player,201112240det,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,JackVi00,pass_long,0,,,,,
player,201112240det,sdg,JackVi00,pass_rating,,,,,,
player,201112240det,sdg,JackVi00,rush_att,0,,,,,
player,201112240det,sdg,JackVi00,rush_yds,0,,,,,
player,201112240det,sdg,JackVi00,rush_td,0,,,,,
player,201112240det,sdg,JackVi00,rush_long,0,,,,,
player,201112240det,sdg,JackVi00,targets,7,,,,,
player,201112240det,sdg,JackVi00,rec,2,,,,,
player,201112240det,sdg,JackVi00,rec_yds,41,,,,,
player,201112240det,sdg,JackVi00,rec_td,0,,,,,
player,201112240det,sdg,JackVi00,rec_long,23,,,,,
player,201112240det,sdg,JackVi00,fumbles,0,,,,,
player,201112240det,sdg,JackVi00,fumbles_lost,,,,,,
player,201112240det,sdg,GateAn00,pass_cmp,0,,,,,
player,201112240det,sdg,GateAn00,pass_att,0,,,,,
player,201112240det,sdg,GateAn00,pass_yds,0,,,,,
player,201112240det,sdg,GateAn00,pass_td,0,,,,,
player,201112240det,sdg,GateAn00,pass_int,0,,,,,
player,201112240det,sdg,GateAn00,pass_sacked,0,,,,,
player,201112240det,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,GateAn00,pass_long,0,,,,,
player,201112240det,sdg,GateAn00,pass_rating,,,,,,
player,201112240det,sdg,GateAn00,rush_att,0,,,,,
player,201112240det,sdg,GateAn00,rush_yds,0,,,,,
player,201112240det,sdg,GateAn00,rush_td,0,,,,,
player,201112240det,sdg,GateAn00,rush_long,0,,,,,
player,201112240det,sdg,GateAn00,targets,6,,,,,
player,201112240det,sdg,GateAn00,rec,4,,,,,
player,201112240det,sdg,GateAn00,rec_yds,40,,,,,
player,201112240det,sdg,GateAn00,rec_td,0,,,,,
player,201112240det,sdg,GateAn00,rec_long,16,,,,,
player,201112240det,sdg,GateAn00,fumbles,0,,,,,
player,201112240det,sdg,GateAn00,fumbles_lost,,,,,,
player,201112240det,sdg,BrowVi00,pass_cmp,0,,,,,
player,201112240det,sdg,BrowVi00,pass_att,0,,,,,
player,201112240det,sdg,BrowVi00,pass_yds,0,,,,,
player,201112240det,sdg,BrowVi00,pass_td,0,,,,,
player,201112240det,sdg,BrowVi00,pass_int,0,,,,,
player,201112240det,sdg,BrowVi00,pass_sacked,0,,,,,
player,201112240det,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,BrowVi00,pass_long,0,,,,,
player,201112240det,sdg,BrowVi00,pass_rating,,,,,,
player,201112240det,sdg,BrowVi00,rush_att,0,,,,,
player,201112240det,sdg,BrowVi00,rush_yds,0,,,,,
player,201112240det,sdg,BrowVi00,rush_td,0,,,,,
player,201112240det,sdg,BrowVi00,rush_long,0,,,,,
player,201112240det,sdg,BrowVi00,targets,4,,,,,
player,201112240det,sdg,BrowVi00,rec,2,,,,,
player,201112240det,sdg,BrowVi00,rec_yds,34,,,,,
player,201112240det,sdg,BrowVi00,rec_td,0,,,,,
player,201112240det,sdg,BrowVi00,rec_long,27,,,,,
player,201112240det,sdg,BrowVi00,fumbles,0,,,,,
player,201112240det,sdg,BrowVi00,fumbles_lost,,,,,,
player,201112240det,sdg,CrayPa00,pass_cmp,0,,,,,
player,201112240det,sdg,CrayPa00,pass_att,0,,,,,
player,201112240det,sdg,CrayPa00,pass_yds,0,,,,,
player,201112240det,sdg,CrayPa00,pass_td,0,,,,,
player,201112240det,sdg,CrayPa00,pass_int,0,,,,,
player,201112240det,sdg,CrayPa00,pass_sacked,0,,,,,
player,201112240det,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201112240det,sdg,CrayPa00,pass_long,0,,,,,
player,201112240det,sdg,CrayPa00,pass_rating,,,,,,
player,201112240det,sdg,CrayPa00,rush_att,0,,,,,
player,201112240det,sdg,CrayPa00,rush_yds,0,,,,,
player,201112240det,sdg,CrayPa00,rush_td,0,,,,,
player,201112240det,sdg,CrayPa00,rush_long,0,,,,,
player,201112240det,sdg,CrayPa00,targets,4,,,,,
player,201112240det,sdg,CrayPa00,rec,2,,,,,
player,201112240det,sdg,CrayPa00,rec_yds,20,,,,,
player,201112240det,sdg,CrayPa00,rec_td,0,,,,,
player,201112240det,sdg,CrayPa00,rec_long,13,,,,,
player,201112240det,sdg,CrayPa00,fumbles,0,,,,,
player,201112240det,sdg,CrayPa00,fumbles_lost,,,,,,
player,201112240det,sdg,McMiRa01,pass_cmp,0,,,,,
player,201112240det,sdg,McMiRa01,pass_att,0,,,,,
player,201112240det,sdg,McMiRa01,pass_yds,0,,,,,
player,201112240det,sdg,McMiRa01,pass_td,0,,,,,
player,201112240det,sdg,McMiRa01,pass_int,0,,,,,
player,201112240det,sdg,McMiRa01,pass_sacked,0,,,,,
player,201112240det,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201112240det,sdg,McMiRa01,pass_long,0,,,,,
player,201112240det,sdg,McMiRa01,pass_rating,,,,,,
player,201112240det,sdg,McMiRa01,rush_att,0,,,,,
player,201112240det,sdg,McMiRa01,rush_yds,0,,,,,
player,201112240det,sdg,McMiRa01,rush_td,0,,,,,
player,201112240det,sdg,McMiRa01,rush_long,0,,,,,
player,201112240det,sdg,McMiRa01,targets,3,,,,,
player,201112240det,sdg,McMiRa01,rec,2,,,,,
player,201112240det,sdg,McMiRa01,rec_yds,18,,,,,
player,201112240det,sdg,McMiRa01,rec_td,0,,,,,
player,201112240det,sdg,McMiRa01,rec_long,9,,,,,
player,201112240det,sdg,McMiRa01,fumbles,0,,,,,
player,201112240det,sdg,McMiRa01,fumbles_lost,,,,,,
player,201112240det,det,StafMa00,pass_cmp,29,,,,,
player,201112240det,det,StafMa00,pass_att,36,,,,,
player,201112240det,det,StafMa00,pass_yds,373,,,,,
player,201112240det,det,StafMa00,pass_td,3,,,,,
player,201112240det,det,StafMa00,pass_int,0,,,,,
player,201112240det,det,StafMa00,pass_sacked,3,,,,,
player,201112240det,det,StafMa00,pass_sacked_yds,20,,,,,
player,201112240det,det,StafMa00,pass_long,46,,,,,
player,201112240det,det,StafMa00,pass_rating,137.6,,,,,
player,201112240det,det,StafMa00,rush_att,2,,,,,
player,201112240det,det,StafMa00,rush_yds,5,,,,,
player,201112240det,det,StafMa00,rush_td,0,,,,,
player,201112240det,det,StafMa00,rush_long,3,,,,,
player,201112240det,det,StafMa00,targets,0,,,,,
player,201112240det,det,StafMa00,rec,0,,,,,
player,201112240det,det,StafMa00,rec_yds,0,,,,,
player,201112240det,det,StafMa00,rec_td,0,,,,,
player,201112240det,det,StafMa00,rec_long,0,,,,,
player,201112240det,det,StafMa00,fumbles,0,,,,,
player,201112240det,det,StafMa00,fumbles_lost,,,,,,
player,201112240det,det,SmitKe02,pass_cmp,0,,,,,
player,201112240det,det,SmitKe02,pass_att,0,,,,,
player,201112240det,det,SmitKe02,pass_yds,0,,,,,
player,201112240det,det,SmitKe02,pass_td,0,,,,,
player,201112240det,det,SmitKe02,pass_int,0,,,,,
player,201112240det,det,SmitKe02,pass_sacked,0,,,,,
player,201112240det,det,SmitKe02,pass_sacked_yds,0,,,,,
player,201112240det,det,SmitKe02,pass_long,0,,,,,
player,201112240det,det,SmitKe02,pass_rating,,,,,,
player,201112240det,det,SmitKe02,rush_att,15,,,,,
player,201112240det,det,SmitKe02,rush_yds,49,,,,,
player,201112240det,det,SmitKe02,rush_td,1,,,,,
player,201112240det,det,SmitKe02,rush_long,21,,,,,
player,201112240det,det,SmitKe02,targets,3,,,,,
player,201112240det,det,SmitKe02,rec,2,,,,,
player,201112240det,det,SmitKe02,rec_yds,12,,,,,
player,201112240det,det,SmitKe02,rec_td,1,,,,,
player,201112240det,det,SmitKe02,rec_long,9,,,,,
player,201112240det,det,SmitKe02,fumbles,0,,,,,
player,201112240det,det,SmitKe02,fumbles_lost,,,,,,
player,201112240det,det,MorrMa00,pass_cmp,0,,,,,
player,201112240det,det,MorrMa00,pass_att,0,,,,,
player,201112240det,det,MorrMa00,pass_yds,0,,,,,
player,201112240det,det,MorrMa00,pass_td,0,,,,,
player,201112240det,det,MorrMa00,pass_int,0,,,,,
player,201112240det,det,MorrMa00,pass_sacked,0,,,,,
player,201112240det,det,MorrMa00,pass_sacked_yds,0,,,,,
player,201112240det,det,MorrMa00,pass_long,0,,,,,
player,201112240det,det,MorrMa00,pass_rating,,,,,,
player,201112240det,det,MorrMa00,rush_att,5,,,,,
player,201112240det,det,MorrMa00,rush_yds,22,,,,,
player,201112240det,det,MorrMa00,rush_td,0,,,,,
player,201112240det,det,MorrMa00,rush_long,8,,,,,
player,201112240det,det,MorrMa00,targets,1,,,,,
player,201112240det,det,MorrMa00,rec,1,,,,,
player,201112240det,det,MorrMa00,rec_yds,10,,,,,
player,201112240det,det,MorrMa00,rec_td,0,,,,,
player,201112240det,det,MorrMa00,rec_long,10,,,,,
player,201112240det,det,MorrMa00,fumbles,0,,,,,
player,201112240det,det,MorrMa00,fumbles_lost,,,,,,
player,201112240det,det,BurlNa00,pass_cmp,0,,,,,
player,201112240det,det,BurlNa00,pass_att,0,,,,,
player,201112240det,det,BurlNa00,pass_yds,0,,,,,
player,201112240det,det,BurlNa00,pass_td,0,,,,,
player,201112240det,det,BurlNa00,pass_int,0,,,,,
player,201112240det,det,BurlNa00,pass_sacked,0,,,,,
player,201112240det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201112240det,det,BurlNa00,pass_long,0,,,,,
player,201112240det,det,BurlNa00,pass_rating,,,,,,
player,201112240det,det,BurlNa00,rush_att,1,,,,,
player,201112240det,det,BurlNa00,rush_yds,11,,,,,
player,201112240det,det,BurlNa00,rush_td,0,,,,,
player,201112240det,det,BurlNa00,rush_long,11,,,,,
player,201112240det,det,BurlNa00,targets,7,,,,,
player,201112240det,det,BurlNa00,rec,6,,,,,
player,201112240det,det,BurlNa00,rec_yds,83,,,,,
player,201112240det,det,BurlNa00,rec_td,0,,,,,
player,201112240det,det,BurlNa00,rec_long,30,,,,,
player,201112240det,det,BurlNa00,fumbles,0,,,,,
player,201112240det,det,BurlNa00,fumbles_lost,,,,,,
player,201112240det,det,JohnCa00,pass_cmp,0,,,,,
player,201112240det,det,JohnCa00,pass_att,0,,,,,
player,201112240det,det,JohnCa00,pass_yds,0,,,,,
player,201112240det,det,JohnCa00,pass_td,0,,,,,
player,201112240det,det,JohnCa00,pass_int,0,,,,,
player,201112240det,det,JohnCa00,pass_sacked,0,,,,,
player,201112240det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201112240det,det,JohnCa00,pass_long,0,,,,,
player,201112240det,det,JohnCa00,pass_rating,,,,,,
player,201112240det,det,JohnCa00,rush_att,0,,,,,
player,201112240det,det,JohnCa00,rush_yds,0,,,,,
player,201112240det,det,JohnCa00,rush_td,0,,,,,
player,201112240det,det,JohnCa00,rush_long,0,,,,,
player,201112240det,det,JohnCa00,targets,6,,,,,
player,201112240det,det,JohnCa00,rec,4,,,,,
player,201112240det,det,JohnCa00,rec_yds,102,,,,,
player,201112240det,det,JohnCa00,rec_td,1,,,,,
player,201112240det,det,JohnCa00,rec_long,46,,,,,
player,201112240det,det,JohnCa00,fumbles,0,,,,,
player,201112240det,det,JohnCa00,fumbles_lost,,,,,,
player,201112240det,det,PettBr00,pass_cmp,0,,,,,
player,201112240det,det,PettBr00,pass_att,0,,,,,
player,201112240det,det,PettBr00,pass_yds,0,,,,,
player,201112240det,det,PettBr00,pass_td,0,,,,,
player,201112240det,det,PettBr00,pass_int,0,,,,,
player,201112240det,det,PettBr00,pass_sacked,0,,,,,
player,201112240det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201112240det,det,PettBr00,pass_long,0,,,,,
player,201112240det,det,PettBr00,pass_rating,,,,,,
player,201112240det,det,PettBr00,rush_att,0,,,,,
player,201112240det,det,PettBr00,rush_yds,0,,,,,
player,201112240det,det,PettBr00,rush_td,0,,,,,
player,201112240det,det,PettBr00,rush_long,0,,,,,
player,201112240det,det,PettBr00,targets,10,,,,,
player,201112240det,det,PettBr00,rec,9,,,,,
player,201112240det,det,PettBr00,rec_yds,80,,,,,
player,201112240det,det,PettBr00,rec_td,1,,,,,
player,201112240det,det,PettBr00,rec_long,16,,,,,
player,201112240det,det,PettBr00,fumbles,0,,,,,
player,201112240det,det,PettBr00,fumbles_lost,,,,,,
player,201112240det,det,ScheTo00,pass_cmp,0,,,,,
player,201112240det,det,ScheTo00,pass_att,0,,,,,
player,201112240det,det,ScheTo00,pass_yds,0,,,,,
player,201112240det,det,ScheTo00,pass_td,0,,,,,
player,201112240det,det,ScheTo00,pass_int,0,,,,,
player,201112240det,det,ScheTo00,pass_sacked,0,,,,,
player,201112240det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201112240det,det,ScheTo00,pass_long,0,,,,,
player,201112240det,det,ScheTo00,pass_rating,,,,,,
player,201112240det,det,ScheTo00,rush_att,0,,,,,
player,201112240det,det,ScheTo00,rush_yds,0,,,,,
player,201112240det,det,ScheTo00,rush_td,0,,,,,
player,201112240det,det,ScheTo00,rush_long,0,,,,,
player,201112240det,det,ScheTo00,targets,4,,,,,
player,201112240det,det,ScheTo00,rec,3,,,,,
player,201112240det,det,ScheTo00,rec_yds,47,,,,,
player,201112240det,det,ScheTo00,rec_td,0,,,,,
player,201112240det,det,ScheTo00,rec_long,26,,,,,
player,201112240det,det,ScheTo00,fumbles,0,,,,,
player,201112240det,det,ScheTo00,fumbles_lost,,,,,,
player,201112240det,det,YounTi00,pass_cmp,0,,,,,
player,201112240det,det,YounTi00,pass_att,0,,,,,
player,201112240det,det,YounTi00,pass_yds,0,,,,,
player,201112240det,det,YounTi00,pass_td,0,,,,,
player,201112240det,det,YounTi00,pass_int,0,,,,,
player,201112240det,det,YounTi00,pass_sacked,0,,,,,
player,201112240det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201112240det,det,YounTi00,pass_long,0,,,,,
player,201112240det,det,YounTi00,pass_rating,,,,,,
player,201112240det,det,YounTi00,rush_att,0,,,,,
player,201112240det,det,YounTi00,rush_yds,0,,,,,
player,201112240det,det,YounTi00,rush_td,0,,,,,
player,201112240det,det,YounTi00,rush_long,0,,,,,
player,201112240det,det,YounTi00,targets,5,,,,,
player,201112240det,det,YounTi00,rec,4,,,,,
player,201112240det,det,YounTi00,rec_yds,39,,,,,
player,201112240det,det,YounTi00,rec_td,0,,,,,
player,201112240det,det,YounTi00,rec_long,24,,,,,
player,201112240det,det,YounTi00,fumbles,0,,,,,
player,201112240det,det,YounTi00,fumbles_lost,,,,,,
player,201112240det,sdg,ThomCa99,def_int,0,,,,,
player,201112240det,sdg,ThomCa99,def_int_yds,0,,,,,
player,201112240det,sdg,ThomCa99,def_int_td,0,,,,,
player,201112240det,sdg,ThomCa99,def_int_long,0,,,,,
player,201112240det,sdg,ThomCa99,pass_defended,0,,,,,
player,201112240det,sdg,ThomCa99,sacks,1.0,,,,,
player,201112240det,sdg,ThomCa99,tackles_combined,4,,,,,
player,201112240det,sdg,ThomCa99,tackles_solo,2,,,,,
player,201112240det,sdg,ThomCa99,tackles_assists,2,,,,,
player,201112240det,sdg,ThomCa99,tackles_loss,2,,,,,
player,201112240det,sdg,ThomCa99,qb_hits,1,,,,,
player,201112240det,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201112240det,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201112240det,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201112240det,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201112240det,sdg,ButlDo99,def_int,0,,,,,
player,201112240det,sdg,ButlDo99,def_int_yds,0,,,,,
player,201112240det,sdg,ButlDo99,def_int_td,0,,,,,
player,201112240det,sdg,ButlDo99,def_int_long,0,,,,,
player,201112240det,sdg,ButlDo99,pass_defended,0,,,,,
player,201112240det,sdg,ButlDo99,sacks,1.0,,,,,
player,201112240det,sdg,ButlDo99,tackles_combined,3,,,,,
player,201112240det,sdg,ButlDo99,tackles_solo,2,,,,,
player,201112240det,sdg,ButlDo99,tackles_assists,1,,,,,
player,201112240det,sdg,ButlDo99,tackles_loss,1,,,,,
player,201112240det,sdg,ButlDo99,qb_hits,1,,,,,
player,201112240det,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201112240det,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201112240det,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201112240det,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201112240det,sdg,MartVa99,def_int,0,,,,,
player,201112240det,sdg,MartVa99,def_int_yds,0,,,,,
player,201112240det,sdg,MartVa99,def_int_td,0,,,,,
player,201112240det,sdg,MartVa99,def_int_long,0,,,,,
player,201112240det,sdg,MartVa99,pass_defended,0,,,,,
player,201112240det,sdg,MartVa99,sacks,1.0,,,,,
player,201112240det,sdg,MartVa99,tackles_combined,3,,,,,
player,201112240det,sdg,MartVa99,tackles_solo,2,,,,,
player,201112240det,sdg,MartVa99,tackles_assists,1,,,,,
player,201112240det,sdg,MartVa99,tackles_loss,1,,,,,
player,201112240det,sdg,MartVa99,qb_hits,1,,,,,
player,201112240det,sdg,MartVa99,fumbles_rec,0,,,,,
player,201112240det,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201112240det,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201112240det,sdg,MartVa99,fumbles_forced,0,,,,,
player,201112240det,sdg,GregSt20,def_int,0,,,,,
player,201112240det,sdg,GregSt20,def_int_yds,0,,,,,
player,201112240det,sdg,GregSt20,def_int_td,0,,,,,
player,201112240det,sdg,GregSt20,def_int_long,0,,,,,
player,201112240det,sdg,GregSt20,pass_defended,0,,,,,
player,201112240det,sdg,GregSt20,sacks,0.0,,,,,
player,201112240det,sdg,GregSt20,tackles_combined,8,,,,,
player,201112240det,sdg,GregSt20,tackles_solo,7,,,,,
player,201112240det,sdg,GregSt20,tackles_assists,1,,,,,
player,201112240det,sdg,GregSt20,tackles_loss,0,,,,,
player,201112240det,sdg,GregSt20,qb_hits,0,,,,,
player,201112240det,sdg,GregSt20,fumbles_rec,0,,,,,
player,201112240det,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201112240det,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201112240det,sdg,GregSt20,fumbles_forced,0,,,,,
player,201112240det,sdg,DiggNa20,def_int,0,,,,,
player,201112240det,sdg,DiggNa20,def_int_yds,0,,,,,
player,201112240det,sdg,DiggNa20,def_int_td,0,,,,,
player,201112240det,sdg,DiggNa20,def_int_long,0,,,,,
player,201112240det,sdg,DiggNa20,pass_defended,0,,,,,
player,201112240det,sdg,DiggNa20,sacks,0.0,,,,,
player,201112240det,sdg,DiggNa20,tackles_combined,7,,,,,
player,201112240det,sdg,DiggNa20,tackles_solo,7,,,,,
player,201112240det,sdg,DiggNa20,tackles_assists,0,,,,,
player,201112240det,sdg,DiggNa20,tackles_loss,0,,,,,
player,201112240det,sdg,DiggNa20,qb_hits,0,,,,,
player,201112240det,sdg,DiggNa20,fumbles_rec,0,,,,,
player,201112240det,sdg,DiggNa20,fumbles_rec_yds,0,,,,,
player,201112240det,sdg,DiggNa20,fumbles_rec_td,0,,,,,
player,201112240det,sdg,DiggNa20,fumbles_forced,0,,,,,
player,201112240det,sdg,WeddEr99,def_int,0,,,,,
player,201112240det,sdg,WeddEr99,def_int_yds,0,,,,,
player,201112240det,sdg,WeddEr99,def_int_td,0,,,,,
player,201112240det,sdg,WeddEr99,def_int_long,0,,,,,
player,201112240det,sdg,WeddEr99,pass_defended,2,,,,,
player,201112240det,sdg,WeddEr99,sacks,0.0,,,,,
player,201112240det,sdg,WeddEr99,tackles_combined,6,,,,,
player,201112240det,sdg,WeddEr99,tackles_solo,3,,,,,
player,201112240det,sdg,WeddEr99,tackles_assists,3,,,,,
player,201112240det,sdg,WeddEr99,tackles_loss,0,,,,,
