game,2011,10,20111113,201111130mia,was,"Washington Redskins",9,mia,"Miami Dolphins",20
team,201111130mia,was,First Downs,16,,,,,,
team,201111130mia,mia,First Downs,20,,,,,,
team,201111130mia,was,Rush-Yds-TDs,16-61-0,,,,,,
team,201111130mia,mia,Rush-Yds-TDs,33-103-2,,,,,,
team,201111130mia,was,Cmp-Att-Yd-TD-INT,21-32-215-0-2,,,,,,
team,201111130mia,mia,Cmp-Att-Yd-TD-INT,20-29-209-0-1,,,,,,
team,201111130mia,was,Sacked-Yards,3-30,,,,,,
team,201111130mia,mia,Sacked-Yards,2-9,,,,,,
team,201111130mia,was,Net Pass Yards,185,,,,,,
team,201111130mia,mia,Net Pass Yards,200,,,,,,
team,201111130mia,was,Total Yards,246,,,,,,
team,201111130mia,mia,Total Yards,303,,,,,,
team,201111130mia,was,Fumbles-Lost,0-0,,,,,,
team,201111130mia,mia,Fumbles-Lost,3-1,,,,,,
team,201111130mia,was,Turnovers,2,,,,,,
team,201111130mia,mia,Turnovers,2,,,,,,
team,201111130mia,was,Penalties-Yards,6-51,,,,,,
team,201111130mia,mia,Penalties-Yards,6-55,,,,,,
team,201111130mia,was,Third Down Conv.,5-13,,,,,,
team,201111130mia,mia,Third Down Conv.,8-14,,,,,,
team,201111130mia,was,Fourth Down Conv.,0-0,,,,,,
team,201111130mia,mia,Fourth Down Conv.,0-1,,,,,,
team,201111130mia,was,Time of Possession,26:27,,,,,,
team,201111130mia,mia,Time of Possession,33:33,,,,,,
player,201111130mia,was,GrosRe00,pass_cmp,21,,,,,
player,201111130mia,was,GrosRe00,pass_att,32,,,,,
player,201111130mia,was,GrosRe00,pass_yds,215,,,,,
player,201111130mia,was,GrosRe00,pass_td,0,,,,,
player,201111130mia,was,GrosRe00,pass_int,2,,,,,
player,201111130mia,was,GrosRe00,pass_sacked,3,,,,,
player,201111130mia,was,GrosRe00,pass_sacked_yds,30,,,,,
player,201111130mia,was,GrosRe00,pass_long,22,,,,,
player,201111130mia,was,GrosRe00,pass_rating,58.7,,,,,
player,201111130mia,was,GrosRe00,rush_att,0,,,,,
player,201111130mia,was,GrosRe00,rush_yds,0,,,,,
player,201111130mia,was,GrosRe00,rush_td,0,,,,,
player,201111130mia,was,GrosRe00,rush_long,0,,,,,
player,201111130mia,was,GrosRe00,targets,0,,,,,
player,201111130mia,was,GrosRe00,rec,0,,,,,
player,201111130mia,was,GrosRe00,rec_yds,0,,,,,
player,201111130mia,was,GrosRe00,rec_td,0,,,,,
player,201111130mia,was,GrosRe00,rec_long,0,,,,,
player,201111130mia,was,GrosRe00,fumbles,0,,,,,
player,201111130mia,was,GrosRe00,fumbles_lost,,,,,,
player,201111130mia,was,HeluRo00,pass_cmp,0,,,,,
player,201111130mia,was,HeluRo00,pass_att,0,,,,,
player,201111130mia,was,HeluRo00,pass_yds,0,,,,,
player,201111130mia,was,HeluRo00,pass_td,0,,,,,
player,201111130mia,was,HeluRo00,pass_int,0,,,,,
player,201111130mia,was,HeluRo00,pass_sacked,0,,,,,
player,201111130mia,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201111130mia,was,HeluRo00,pass_long,0,,,,,
player,201111130mia,was,HeluRo00,pass_rating,,,,,,
player,201111130mia,was,HeluRo00,rush_att,6,,,,,
player,201111130mia,was,HeluRo00,rush_yds,41,,,,,
player,201111130mia,was,HeluRo00,rush_td,0,,,,,
player,201111130mia,was,HeluRo00,rush_long,21,,,,,
player,201111130mia,was,HeluRo00,targets,3,,,,,
player,201111130mia,was,HeluRo00,rec,3,,,,,
player,201111130mia,was,HeluRo00,rec_yds,13,,,,,
player,201111130mia,was,HeluRo00,rec_td,0,,,,,
player,201111130mia,was,HeluRo00,rec_long,6,,,,,
player,201111130mia,was,HeluRo00,fumbles,0,,,,,
player,201111130mia,was,HeluRo00,fumbles_lost,,,,,,
player,201111130mia,was,ToraRy00,pass_cmp,0,,,,,
player,201111130mia,was,ToraRy00,pass_att,0,,,,,
player,201111130mia,was,ToraRy00,pass_yds,0,,,,,
player,201111130mia,was,ToraRy00,pass_td,0,,,,,
player,201111130mia,was,ToraRy00,pass_int,0,,,,,
player,201111130mia,was,ToraRy00,pass_sacked,0,,,,,
player,201111130mia,was,ToraRy00,pass_sacked_yds,0,,,,,
player,201111130mia,was,ToraRy00,pass_long,0,,,,,
player,201111130mia,was,ToraRy00,pass_rating,,,,,,
player,201111130mia,was,ToraRy00,rush_att,10,,,,,
player,201111130mia,was,ToraRy00,rush_yds,20,,,,,
player,201111130mia,was,ToraRy00,rush_td,0,,,,,
player,201111130mia,was,ToraRy00,rush_long,5,,,,,
player,201111130mia,was,ToraRy00,targets,1,,,,,
player,201111130mia,was,ToraRy00,rec,1,,,,,
player,201111130mia,was,ToraRy00,rec_yds,4,,,,,
player,201111130mia,was,ToraRy00,rec_td,0,,,,,
player,201111130mia,was,ToraRy00,rec_long,4,,,,,
player,201111130mia,was,ToraRy00,fumbles,0,,,,,
player,201111130mia,was,ToraRy00,fumbles_lost,,,,,,
player,201111130mia,was,HankLe00,pass_cmp,0,,,,,
player,201111130mia,was,HankLe00,pass_att,0,,,,,
player,201111130mia,was,HankLe00,pass_yds,0,,,,,
player,201111130mia,was,HankLe00,pass_td,0,,,,,
player,201111130mia,was,HankLe00,pass_int,0,,,,,
player,201111130mia,was,HankLe00,pass_sacked,0,,,,,
player,201111130mia,was,HankLe00,pass_sacked_yds,0,,,,,
player,201111130mia,was,HankLe00,pass_long,0,,,,,
player,201111130mia,was,HankLe00,pass_rating,,,,,,
player,201111130mia,was,HankLe00,rush_att,0,,,,,
player,201111130mia,was,HankLe00,rush_yds,0,,,,,
player,201111130mia,was,HankLe00,rush_td,0,,,,,
player,201111130mia,was,HankLe00,rush_long,0,,,,,
player,201111130mia,was,HankLe00,targets,9,,,,,
player,201111130mia,was,HankLe00,rec,8,,,,,
player,201111130mia,was,HankLe00,rec_yds,106,,,,,
player,201111130mia,was,HankLe00,rec_td,0,,,,,
player,201111130mia,was,HankLe00,rec_long,22,,,,,
player,201111130mia,was,HankLe00,fumbles,0,,,,,
player,201111130mia,was,HankLe00,fumbles_lost,,,,,,
player,201111130mia,was,GaffJa00,pass_cmp,0,,,,,
player,201111130mia,was,GaffJa00,pass_att,0,,,,,
player,201111130mia,was,GaffJa00,pass_yds,0,,,,,
player,201111130mia,was,GaffJa00,pass_td,0,,,,,
player,201111130mia,was,GaffJa00,pass_int,0,,,,,
player,201111130mia,was,GaffJa00,pass_sacked,0,,,,,
player,201111130mia,was,GaffJa00,pass_sacked_yds,0,,,,,
player,201111130mia,was,GaffJa00,pass_long,0,,,,,
player,201111130mia,was,GaffJa00,pass_rating,,,,,,
player,201111130mia,was,GaffJa00,rush_att,0,,,,,
player,201111130mia,was,GaffJa00,rush_yds,0,,,,,
player,201111130mia,was,GaffJa00,rush_td,0,,,,,
player,201111130mia,was,GaffJa00,rush_long,0,,,,,
player,201111130mia,was,GaffJa00,targets,6,,,,,
player,201111130mia,was,GaffJa00,rec,3,,,,,
player,201111130mia,was,GaffJa00,rec_yds,37,,,,,
player,201111130mia,was,GaffJa00,rec_td,0,,,,,
player,201111130mia,was,GaffJa00,rec_long,20,,,,,
player,201111130mia,was,GaffJa00,fumbles,0,,,,,
player,201111130mia,was,GaffJa00,fumbles_lost,,,,,,
player,201111130mia,was,DaviFr01,pass_cmp,0,,,,,
player,201111130mia,was,DaviFr01,pass_att,0,,,,,
player,201111130mia,was,DaviFr01,pass_yds,0,,,,,
player,201111130mia,was,DaviFr01,pass_td,0,,,,,
player,201111130mia,was,DaviFr01,pass_int,0,,,,,
player,201111130mia,was,DaviFr01,pass_sacked,0,,,,,
player,201111130mia,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201111130mia,was,DaviFr01,pass_long,0,,,,,
player,201111130mia,was,DaviFr01,pass_rating,,,,,,
player,201111130mia,was,DaviFr01,rush_att,0,,,,,
player,201111130mia,was,DaviFr01,rush_yds,0,,,,,
player,201111130mia,was,DaviFr01,rush_td,0,,,,,
player,201111130mia,was,DaviFr01,rush_long,0,,,,,
player,201111130mia,was,DaviFr01,targets,7,,,,,
player,201111130mia,was,DaviFr01,rec,3,,,,,
player,201111130mia,was,DaviFr01,rec_yds,28,,,,,
player,201111130mia,was,DaviFr01,rec_td,0,,,,,
player,201111130mia,was,DaviFr01,rec_long,18,,,,,
player,201111130mia,was,DaviFr01,fumbles,0,,,,,
player,201111130mia,was,DaviFr01,fumbles_lost,,,,,,
player,201111130mia,was,PaulLo00,pass_cmp,0,,,,,
player,201111130mia,was,PaulLo00,pass_att,0,,,,,
player,201111130mia,was,PaulLo00,pass_yds,0,,,,,
player,201111130mia,was,PaulLo00,pass_td,0,,,,,
player,201111130mia,was,PaulLo00,pass_int,0,,,,,
player,201111130mia,was,PaulLo00,pass_sacked,0,,,,,
player,201111130mia,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201111130mia,was,PaulLo00,pass_long,0,,,,,
player,201111130mia,was,PaulLo00,pass_rating,,,,,,
player,201111130mia,was,PaulLo00,rush_att,0,,,,,
player,201111130mia,was,PaulLo00,rush_yds,0,,,,,
player,201111130mia,was,PaulLo00,rush_td,0,,,,,
player,201111130mia,was,PaulLo00,rush_long,0,,,,,
player,201111130mia,was,PaulLo00,targets,1,,,,,
player,201111130mia,was,PaulLo00,rec,1,,,,,
player,201111130mia,was,PaulLo00,rec_yds,16,,,,,
player,201111130mia,was,PaulLo00,rec_td,0,,,,,
player,201111130mia,was,PaulLo00,rec_long,16,,,,,
player,201111130mia,was,PaulLo00,fumbles,0,,,,,
player,201111130mia,was,PaulLo00,fumbles_lost,,,,,,
player,201111130mia,was,AndeDa01,pass_cmp,0,,,,,
player,201111130mia,was,AndeDa01,pass_att,0,,,,,
player,201111130mia,was,AndeDa01,pass_yds,0,,,,,
player,201111130mia,was,AndeDa01,pass_td,0,,,,,
player,201111130mia,was,AndeDa01,pass_int,0,,,,,
player,201111130mia,was,AndeDa01,pass_sacked,0,,,,,
player,201111130mia,was,AndeDa01,pass_sacked_yds,0,,,,,
player,201111130mia,was,AndeDa01,pass_long,0,,,,,
player,201111130mia,was,AndeDa01,pass_rating,,,,,,
player,201111130mia,was,AndeDa01,rush_att,0,,,,,
player,201111130mia,was,AndeDa01,rush_yds,0,,,,,
player,201111130mia,was,AndeDa01,rush_td,0,,,,,
player,201111130mia,was,AndeDa01,rush_long,0,,,,,
player,201111130mia,was,AndeDa01,targets,3,,,,,
player,201111130mia,was,AndeDa01,rec,1,,,,,
player,201111130mia,was,AndeDa01,rec_yds,14,,,,,
player,201111130mia,was,AndeDa01,rec_td,0,,,,,
player,201111130mia,was,AndeDa01,rec_long,14,,,,,
player,201111130mia,was,AndeDa01,fumbles,0,,,,,
player,201111130mia,was,AndeDa01,fumbles_lost,,,,,,
player,201111130mia,was,AustTe00,pass_cmp,0,,,,,
player,201111130mia,was,AustTe00,pass_att,0,,,,,
player,201111130mia,was,AustTe00,pass_yds,0,,,,,
player,201111130mia,was,AustTe00,pass_td,0,,,,,
player,201111130mia,was,AustTe00,pass_int,0,,,,,
player,201111130mia,was,AustTe00,pass_sacked,0,,,,,
player,201111130mia,was,AustTe00,pass_sacked_yds,0,,,,,
player,201111130mia,was,AustTe00,pass_long,0,,,,,
player,201111130mia,was,AustTe00,pass_rating,,,,,,
player,201111130mia,was,AustTe00,rush_att,0,,,,,
