game,2011,11,20111120,201111200rav,cin,"Cincinnati Bengals",24,rav,"Baltimore Ravens",31
player,201111200rav,cin,ScotBe00,rush_att,9,,,,,
player,201111200rav,cin,ScotBe00,rush_yds,40,,,,,
player,201111200rav,cin,ScotBe00,rush_td,0,,,,,
player,201111200rav,cin,ScotBe00,rush_long,18,,,,,
player,201111200rav,cin,ScotBe00,targets,1,,,,,
player,201111200rav,cin,ScotBe00,rec,0,,,,,
player,201111200rav,cin,ScotBe00,rec_yds,0,,,,,
player,201111200rav,cin,ScotBe00,rec_td,0,,,,,
player,201111200rav,cin,ScotBe00,rec_long,0,,,,,
player,201111200rav,cin,ScotBe00,fumbles,0,,,,,
player,201111200rav,cin,ScotBe00,fumbles_lost,,,,,,
player,201111200rav,cin,BensCe00,pass_cmp,0,,,,,
player,201111200rav,cin,BensCe00,pass_att,0,,,,,
player,201111200rav,cin,BensCe00,pass_yds,0,,,,,
player,201111200rav,cin,BensCe00,pass_td,0,,,,,
player,201111200rav,cin,BensCe00,pass_int,0,,,,,
player,201111200rav,cin,BensCe00,pass_sacked,0,,,,,
player,201111200rav,cin,BensCe00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,BensCe00,pass_long,0,,,,,
player,201111200rav,cin,BensCe00,pass_rating,,,,,,
player,201111200rav,cin,BensCe00,rush_att,15,,,,,
player,201111200rav,cin,BensCe00,rush_yds,41,,,,,
player,201111200rav,cin,BensCe00,rush_td,2,,,,,
player,201111200rav,cin,BensCe00,rush_long,9,,,,,
player,201111200rav,cin,BensCe00,targets,1,,,,,
player,201111200rav,cin,BensCe00,rec,0,,,,,
player,201111200rav,cin,BensCe00,rec_yds,0,,,,,
player,201111200rav,cin,BensCe00,rec_td,0,,,,,
player,201111200rav,cin,BensCe00,rec_long,0,,,,,
player,201111200rav,cin,BensCe00,fumbles,0,,,,,
player,201111200rav,cin,BensCe00,fumbles_lost,,,,,,
player,201111200rav,cin,LeonBr00,pass_cmp,0,,,,,
player,201111200rav,cin,LeonBr00,pass_att,0,,,,,
player,201111200rav,cin,LeonBr00,pass_yds,0,,,,,
player,201111200rav,cin,LeonBr00,pass_td,0,,,,,
player,201111200rav,cin,LeonBr00,pass_int,0,,,,,
player,201111200rav,cin,LeonBr00,pass_sacked,0,,,,,
player,201111200rav,cin,LeonBr00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,LeonBr00,pass_long,0,,,,,
player,201111200rav,cin,LeonBr00,pass_rating,,,,,,
player,201111200rav,cin,LeonBr00,rush_att,2,,,,,
player,201111200rav,cin,LeonBr00,rush_yds,6,,,,,
player,201111200rav,cin,LeonBr00,rush_td,0,,,,,
player,201111200rav,cin,LeonBr00,rush_long,3,,,,,
player,201111200rav,cin,LeonBr00,targets,5,,,,,
player,201111200rav,cin,LeonBr00,rec,5,,,,,
player,201111200rav,cin,LeonBr00,rec_yds,57,,,,,
player,201111200rav,cin,LeonBr00,rec_td,0,,,,,
player,201111200rav,cin,LeonBr00,rec_long,37,,,,,
player,201111200rav,cin,LeonBr00,fumbles,0,,,,,
player,201111200rav,cin,LeonBr00,fumbles_lost,,,,,,
player,201111200rav,cin,SimpJe00,pass_cmp,0,,,,,
player,201111200rav,cin,SimpJe00,pass_att,0,,,,,
player,201111200rav,cin,SimpJe00,pass_yds,0,,,,,
player,201111200rav,cin,SimpJe00,pass_td,0,,,,,
player,201111200rav,cin,SimpJe00,pass_int,0,,,,,
player,201111200rav,cin,SimpJe00,pass_sacked,0,,,,,
player,201111200rav,cin,SimpJe00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,SimpJe00,pass_long,0,,,,,
player,201111200rav,cin,SimpJe00,pass_rating,,,,,,
player,201111200rav,cin,SimpJe00,rush_att,0,,,,,
player,201111200rav,cin,SimpJe00,rush_yds,0,,,,,
player,201111200rav,cin,SimpJe00,rush_td,0,,,,,
player,201111200rav,cin,SimpJe00,rush_long,0,,,,,
player,201111200rav,cin,SimpJe00,targets,13,,,,,
player,201111200rav,cin,SimpJe00,rec,8,,,,,
player,201111200rav,cin,SimpJe00,rec_yds,152,,,,,
player,201111200rav,cin,SimpJe00,rec_td,0,,,,,
player,201111200rav,cin,SimpJe00,rec_long,47,,,,,
player,201111200rav,cin,SimpJe00,fumbles,0,,,,,
player,201111200rav,cin,SimpJe00,fumbles_lost,,,,,,
player,201111200rav,cin,CaldAn00,pass_cmp,0,,,,,
player,201111200rav,cin,CaldAn00,pass_att,0,,,,,
player,201111200rav,cin,CaldAn00,pass_yds,0,,,,,
player,201111200rav,cin,CaldAn00,pass_td,0,,,,,
player,201111200rav,cin,CaldAn00,pass_int,0,,,,,
player,201111200rav,cin,CaldAn00,pass_sacked,0,,,,,
player,201111200rav,cin,CaldAn00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,CaldAn00,pass_long,0,,,,,
player,201111200rav,cin,CaldAn00,pass_rating,,,,,,
player,201111200rav,cin,CaldAn00,rush_att,0,,,,,
player,201111200rav,cin,CaldAn00,rush_yds,0,,,,,
player,201111200rav,cin,CaldAn00,rush_td,0,,,,,
player,201111200rav,cin,CaldAn00,rush_long,0,,,,,
player,201111200rav,cin,CaldAn00,targets,9,,,,,
player,201111200rav,cin,CaldAn00,rec,3,,,,,
player,201111200rav,cin,CaldAn00,rec_yds,63,,,,,
player,201111200rav,cin,CaldAn00,rec_td,1,,,,,
player,201111200rav,cin,CaldAn00,rec_long,49,,,,,
player,201111200rav,cin,CaldAn00,fumbles,0,,,,,
player,201111200rav,cin,CaldAn00,fumbles_lost,,,,,,
player,201111200rav,cin,GresJe00,pass_cmp,0,,,,,
player,201111200rav,cin,GresJe00,pass_att,0,,,,,
player,201111200rav,cin,GresJe00,pass_yds,0,,,,,
player,201111200rav,cin,GresJe00,pass_td,0,,,,,
player,201111200rav,cin,GresJe00,pass_int,0,,,,,
player,201111200rav,cin,GresJe00,pass_sacked,0,,,,,
player,201111200rav,cin,GresJe00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,GresJe00,pass_long,0,,,,,
player,201111200rav,cin,GresJe00,pass_rating,,,,,,
player,201111200rav,cin,GresJe00,rush_att,0,,,,,
player,201111200rav,cin,GresJe00,rush_yds,0,,,,,
player,201111200rav,cin,GresJe00,rush_td,0,,,,,
player,201111200rav,cin,GresJe00,rush_long,0,,,,,
player,201111200rav,cin,GresJe00,targets,6,,,,,
player,201111200rav,cin,GresJe00,rec,3,,,,,
player,201111200rav,cin,GresJe00,rec_yds,48,,,,,
player,201111200rav,cin,GresJe00,rec_td,0,,,,,
player,201111200rav,cin,GresJe00,rec_long,24,,,,,
player,201111200rav,cin,GresJe00,fumbles,0,,,,,
player,201111200rav,cin,GresJe00,fumbles_lost,,,,,,
player,201111200rav,cin,HawkAn00,pass_cmp,0,,,,,
player,201111200rav,cin,HawkAn00,pass_att,0,,,,,
player,201111200rav,cin,HawkAn00,pass_yds,0,,,,,
player,201111200rav,cin,HawkAn00,pass_td,0,,,,,
player,201111200rav,cin,HawkAn00,pass_int,0,,,,,
player,201111200rav,cin,HawkAn00,pass_sacked,0,,,,,
player,201111200rav,cin,HawkAn00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,HawkAn00,pass_long,0,,,,,
player,201111200rav,cin,HawkAn00,pass_rating,,,,,,
player,201111200rav,cin,HawkAn00,rush_att,0,,,,,
player,201111200rav,cin,HawkAn00,rush_yds,0,,,,,
player,201111200rav,cin,HawkAn00,rush_td,0,,,,,
player,201111200rav,cin,HawkAn00,rush_long,0,,,,,
player,201111200rav,cin,HawkAn00,targets,8,,,,,
player,201111200rav,cin,HawkAn00,rec,4,,,,,
player,201111200rav,cin,HawkAn00,rec_yds,47,,,,,
player,201111200rav,cin,HawkAn00,rec_td,0,,,,,
player,201111200rav,cin,HawkAn00,rec_long,19,,,,,
player,201111200rav,cin,HawkAn00,fumbles,0,,,,,
player,201111200rav,cin,HawkAn00,fumbles_lost,,,,,,
player,201111200rav,cin,CochCo00,pass_cmp,0,,,,,
player,201111200rav,cin,CochCo00,pass_att,0,,,,,
player,201111200rav,cin,CochCo00,pass_yds,0,,,,,
player,201111200rav,cin,CochCo00,pass_td,0,,,,,
player,201111200rav,cin,CochCo00,pass_int,0,,,,,
player,201111200rav,cin,CochCo00,pass_sacked,0,,,,,
player,201111200rav,cin,CochCo00,pass_sacked_yds,0,,,,,
player,201111200rav,cin,CochCo00,pass_long,0,,,,,
player,201111200rav,cin,CochCo00,pass_rating,,,,,,
player,201111200rav,cin,CochCo00,rush_att,0,,,,,
player,201111200rav,cin,CochCo00,rush_yds,0,,,,,
player,201111200rav,cin,CochCo00,rush_td,0,,,,,
player,201111200rav,cin,CochCo00,rush_long,0,,,,,
player,201111200rav,cin,CochCo00,targets,2,,,,,
player,201111200rav,cin,CochCo00,rec,1,,,,,
player,201111200rav,cin,CochCo00,rec_yds,6,,,,,
player,201111200rav,cin,CochCo00,rec_td,0,,,,,
player,201111200rav,cin,CochCo00,rec_long,6,,,,,
player,201111200rav,cin,CochCo00,fumbles,0,,,,,
player,201111200rav,cin,CochCo00,fumbles_lost,,,,,,
player,201111200rav,rav,FlacJo00,pass_cmp,17,,,,,
player,201111200rav,rav,FlacJo00,pass_att,27,,,,,
player,201111200rav,rav,FlacJo00,pass_yds,270,,,,,
player,201111200rav,rav,FlacJo00,pass_td,2,,,,,
player,201111200rav,rav,FlacJo00,pass_int,1,,,,,
player,201111200rav,rav,FlacJo00,pass_sacked,1,,,,,
player,201111200rav,rav,FlacJo00,pass_sacked_yds,2,,,,,
player,201111200rav,rav,FlacJo00,pass_long,49,,,,,
player,201111200rav,rav,FlacJo00,pass_rating,105.5,,,,,
player,201111200rav,rav,FlacJo00,rush_att,3,,,,,
player,201111200rav,rav,FlacJo00,rush_yds,-2,,,,,
player,201111200rav,rav,FlacJo00,rush_td,0,,,,,
player,201111200rav,rav,FlacJo00,rush_long,0,,,,,
player,201111200rav,rav,FlacJo00,targets,0,,,,,
player,201111200rav,rav,FlacJo00,rec,0,,,,,
player,201111200rav,rav,FlacJo00,rec_yds,0,,,,,
player,201111200rav,rav,FlacJo00,rec_td,0,,,,,
player,201111200rav,rav,FlacJo00,rec_long,0,,,,,
player,201111200rav,rav,FlacJo00,fumbles,1,,,,,
player,201111200rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201111200rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201111200rav,rav,RiceRa00,pass_att,0,,,,,
player,201111200rav,rav,RiceRa00,pass_yds,0,,,,,
player,201111200rav,rav,RiceRa00,pass_td,0,,,,,
player,201111200rav,rav,RiceRa00,pass_int,0,,,,,
player,201111200rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201111200rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201111200rav,rav,RiceRa00,pass_long,0,,,,,
player,201111200rav,rav,RiceRa00,pass_rating,,,,,,
player,201111200rav,rav,RiceRa00,rush_att,20,,,,,
player,201111200rav,rav,RiceRa00,rush_yds,104,,,,,
player,201111200rav,rav,RiceRa00,rush_td,2,,,,,
player,201111200rav,rav,RiceRa00,rush_long,59,,,,,
player,201111200rav,rav,RiceRa00,targets,10,,,,,
player,201111200rav,rav,RiceRa00,rec,5,,,,,
player,201111200rav,rav,RiceRa00,rec_yds,43,,,,,
player,201111200rav,rav,RiceRa00,rec_td,0,,,,,
player,201111200rav,rav,RiceRa00,rec_long,17,,,,,
player,201111200rav,rav,RiceRa00,fumbles,0,,,,,
player,201111200rav,rav,RiceRa00,fumbles_lost,,,,,,
player,201111200rav,rav,WillRi00,pass_cmp,0,,,,,
player,201111200rav,rav,WillRi00,pass_att,0,,,,,
player,201111200rav,rav,WillRi00,pass_yds,0,,,,,
player,201111200rav,rav,WillRi00,pass_td,0,,,,,
player,201111200rav,rav,WillRi00,pass_int,0,,,,,
player,201111200rav,rav,WillRi00,pass_sacked,0,,,,,
player,201111200rav,rav,WillRi00,pass_sacked_yds,0,,,,,
player,201111200rav,rav,WillRi00,pass_long,0,,,,,
player,201111200rav,rav,WillRi00,pass_rating,,,,,,
player,201111200rav,rav,WillRi00,rush_att,5,,,,,
player,201111200rav,rav,WillRi00,rush_yds,3,,,,,
player,201111200rav,rav,WillRi00,rush_td,0,,,,,
player,201111200rav,rav,WillRi00,rush_long,3,,,,,
player,201111200rav,rav,WillRi00,targets,2,,,,,
player,201111200rav,rav,WillRi00,rec,1,,,,,
player,201111200rav,rav,WillRi00,rec_yds,5,,,,,
player,201111200rav,rav,WillRi00,rec_td,0,,,,,
player,201111200rav,rav,WillRi00,rec_long,5,,,,,
player,201111200rav,rav,WillRi00,fumbles,0,,,,,
player,201111200rav,rav,WillRi00,fumbles_lost,,,,,,
player,201111200rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201111200rav,rav,SmitTo02,pass_att,0,,,,,
player,201111200rav,rav,SmitTo02,pass_yds,0,,,,,
player,201111200rav,rav,SmitTo02,pass_td,0,,,,,
player,201111200rav,rav,SmitTo02,pass_int,0,,,,,
player,201111200rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201111200rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201111200rav,rav,SmitTo02,pass_long,0,,,,,
player,201111200rav,rav,SmitTo02,pass_rating,,,,,,
player,201111200rav,rav,SmitTo02,rush_att,0,,,,,
player,201111200rav,rav,SmitTo02,rush_yds,0,,,,,
player,201111200rav,rav,SmitTo02,rush_td,0,,,,,
player,201111200rav,rav,SmitTo02,rush_long,0,,,,,
player,201111200rav,rav,SmitTo02,targets,7,,,,,
player,201111200rav,rav,SmitTo02,rec,6,,,,,
player,201111200rav,rav,SmitTo02,rec_yds,165,,,,,
player,201111200rav,rav,SmitTo02,rec_td,1,,,,,
player,201111200rav,rav,SmitTo02,rec_long,49,,,,,
player,201111200rav,rav,SmitTo02,fumbles,0,,,,,
player,201111200rav,rav,SmitTo02,fumbles_lost,,,,,,
player,201111200rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201111200rav,rav,BoldAn00,pass_att,0,,,,,
player,201111200rav,rav,BoldAn00,pass_yds,0,,,,,
player,201111200rav,rav,BoldAn00,pass_td,0,,,,,
player,201111200rav,rav,BoldAn00,pass_int,0,,,,,
player,201111200rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201111200rav,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201111200rav,rav,BoldAn00,pass_long,0,,,,,
player,201111200rav,rav,BoldAn00,pass_rating,,,,,,
player,201111200rav,rav,BoldAn00,rush_att,0,,,,,
player,201111200rav,rav,BoldAn00,rush_yds,0,,,,,
player,201111200rav,rav,BoldAn00,rush_td,0,,,,,
player,201111200rav,rav,BoldAn00,rush_long,0,,,,,
player,201111200rav,rav,BoldAn00,targets,2,,,,,
player,201111200rav,rav,BoldAn00,rec,1,,,,,
player,201111200rav,rav,BoldAn00,rec_yds,35,,,,,
player,201111200rav,rav,BoldAn00,rec_td,1,,,,,
player,201111200rav,rav,BoldAn00,rec_long,35,,,,,
player,201111200rav,rav,BoldAn00,fumbles,0,,,,,
player,201111200rav,rav,BoldAn00,fumbles_lost,,,,,,
player,201111200rav,rav,DickEd00,pass_cmp,0,,,,,
player,201111200rav,rav,DickEd00,pass_att,0,,,,,
player,201111200rav,rav,DickEd00,pass_yds,0,,,,,
player,201111200rav,rav,DickEd00,pass_td,0,,,,,
player,201111200rav,rav,DickEd00,pass_int,0,,,,,
player,201111200rav,rav,DickEd00,pass_sacked,0,,,,,
player,201111200rav,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201111200rav,rav,DickEd00,pass_long,0,,,,,
player,201111200rav,rav,DickEd00,pass_rating,,,,,,
player,201111200rav,rav,DickEd00,rush_att,0,,,,,
player,201111200rav,rav,DickEd00,rush_yds,0,,,,,
player,201111200rav,rav,DickEd00,rush_td,0,,,,,
player,201111200rav,rav,DickEd00,rush_long,0,,,,,
player,201111200rav,rav,DickEd00,targets,3,,,,,
player,201111200rav,rav,DickEd00,rec,2,,,,,
player,201111200rav,rav,DickEd00,rec_yds,21,,,,,
player,201111200rav,rav,DickEd00,rec_td,0,,,,,
player,201111200rav,rav,DickEd00,rec_long,14,,,,,
player,201111200rav,rav,DickEd00,fumbles,0,,,,,
player,201111200rav,rav,DickEd00,fumbles_lost,,,,,,
player,201111200rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201111200rav,rav,LeacVo00,pass_att,0,,,,,
player,201111200rav,rav,LeacVo00,pass_yds,0,,,,,
player,201111200rav,rav,LeacVo00,pass_td,0,,,,,
player,201111200rav,rav,LeacVo00,pass_int,0,,,,,
player,201111200rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201111200rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201111200rav,rav,LeacVo00,pass_long,0,,,,,
player,201111200rav,rav,LeacVo00,pass_rating,,,,,,
player,201111200rav,rav,LeacVo00,rush_att,0,,,,,
player,201111200rav,rav,LeacVo00,rush_yds,0,,,,,
player,201111200rav,rav,LeacVo00,rush_td,0,,,,,
player,201111200rav,rav,LeacVo00,rush_long,0,,,,,
player,201111200rav,rav,LeacVo00,targets,2,,,,,
player,201111200rav,rav,LeacVo00,rec,2,,,,,
player,201111200rav,rav,LeacVo00,rec_yds,1,,,,,
player,201111200rav,rav,LeacVo00,rec_td,0,,,,,
player,201111200rav,rav,LeacVo00,rec_long,1,,,,,
player,201111200rav,rav,LeacVo00,fumbles,0,,,,,
player,201111200rav,rav,LeacVo00,fumbles_lost,,,,,,
player,201111200rav,rav,EvanLe00,pass_cmp,0,,,,,
player,201111200rav,rav,EvanLe00,pass_att,0,,,,,
player,201111200rav,rav,EvanLe00,pass_yds,0,,,,,
player,201111200rav,rav,EvanLe00,pass_td,0,,,,,
player,201111200rav,rav,EvanLe00,pass_int,0,,,,,
player,201111200rav,rav,EvanLe00,pass_sacked,0,,,,,
player,201111200rav,rav,EvanLe00,pass_sacked_yds,0,,,,,
player,201111200rav,rav,EvanLe00,pass_long,0,,,,,
player,201111200rav,rav,EvanLe00,pass_rating,,,,,,
player,201111200rav,rav,EvanLe00,rush_att,0,,,,,
player,201111200rav,rav,EvanLe00,rush_yds,0,,,,,
player,201111200rav,rav,EvanLe00,rush_td,0,,,,,
player,201111200rav,rav,EvanLe00,rush_long,0,,,,,
player,201111200rav,rav,EvanLe00,targets,1,,,,,
player,201111200rav,rav,EvanLe00,rec,0,,,,,
player,201111200rav,rav,EvanLe00,rec_yds,0,,,,,
player,201111200rav,rav,EvanLe00,rec_td,0,,,,,
player,201111200rav,rav,EvanLe00,rec_long,0,,,,,
player,201111200rav,rav,EvanLe00,fumbles,0,,,,,
player,201111200rav,rav,EvanLe00,fumbles_lost,,,,,,
player,201111200rav,cin,ClemNa99,def_int,1,,,,,
player,201111200rav,cin,ClemNa99,def_int_yds,7,,,,,
player,201111200rav,cin,ClemNa99,def_int_td,0,,,,,
player,201111200rav,cin,ClemNa99,def_int_long,7,,,,,
player,201111200rav,cin,ClemNa99,pass_defended,2,,,,,
player,201111200rav,cin,ClemNa99,sacks,0.0,,,,,
player,201111200rav,cin,ClemNa99,tackles_combined,2,,,,,
player,201111200rav,cin,ClemNa99,tackles_solo,1,,,,,
player,201111200rav,cin,ClemNa99,tackles_assists,1,,,,,
player,201111200rav,cin,ClemNa99,tackles_loss,0,,,,,
player,201111200rav,cin,ClemNa99,qb_hits,0,,,,,
player,201111200rav,cin,ClemNa99,fumbles_rec,0,,,,,
player,201111200rav,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201111200rav,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201111200rav,cin,ClemNa99,fumbles_forced,0,,,,,
player,201111200rav,cin,AtkiGe99,def_int,0,,,,,
player,201111200rav,cin,AtkiGe99,def_int_yds,0,,,,,
player,201111200rav,cin,AtkiGe99,def_int_td,0,,,,,
player,201111200rav,cin,AtkiGe99,def_int_long,0,,,,,
player,201111200rav,cin,AtkiGe99,pass_defended,0,,,,,
player,201111200rav,cin,AtkiGe99,sacks,1.0,,,,,
player,201111200rav,cin,AtkiGe99,tackles_combined,6,,,,,
player,201111200rav,cin,AtkiGe99,tackles_solo,4,,,,,
player,201111200rav,cin,AtkiGe99,tackles_assists,2,,,,,
player,201111200rav,cin,AtkiGe99,tackles_loss,2,,,,,
player,201111200rav,cin,AtkiGe99,qb_hits,3,,,,,
player,201111200rav,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201111200rav,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201111200rav,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201111200rav,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201111200rav,cin,JonePa20,def_int,0,,,,,
player,201111200rav,cin,JonePa20,def_int_yds,0,,,,,
player,201111200rav,cin,JonePa20,def_int_td,0,,,,,
player,201111200rav,cin,JonePa20,def_int_long,0,,,,,
player,201111200rav,cin,JonePa20,pass_defended,0,,,,,
player,201111200rav,cin,JonePa20,sacks,0.0,,,,,
player,201111200rav,cin,JonePa20,tackles_combined,7,,,,,
player,201111200rav,cin,JonePa20,tackles_solo,7,,,,,
player,201111200rav,cin,JonePa20,tackles_assists,0,,,,,
player,201111200rav,cin,JonePa20,tackles_loss,0,,,,,
player,201111200rav,cin,JonePa20,qb_hits,0,,,,,
player,201111200rav,cin,JonePa20,fumbles_rec,0,,,,,
player,201111200rav,cin,JonePa20,fumbles_rec_yds,0,,,,,
player,201111200rav,cin,JonePa20,fumbles_rec_td,0,,,,,
player,201111200rav,cin,JonePa20,fumbles_forced,0,,,,,
player,201111200rav,cin,LawsMa20,def_int,0,,,,,
player,201111200rav,cin,LawsMa20,def_int_yds,0,,,,,
player,201111200rav,cin,LawsMa20,def_int_td,0,,,,,
player,201111200rav,cin,LawsMa20,def_int_long,0,,,,,
player,201111200rav,cin,LawsMa20,pass_defended,0,,,,,
player,201111200rav,cin,LawsMa20,sacks,0.0,,,,,
player,201111200rav,cin,LawsMa20,tackles_combined,6,,,,,
player,201111200rav,cin,LawsMa20,tackles_solo,5,,,,,
player,201111200rav,cin,LawsMa20,tackles_assists,1,,,,,
player,201111200rav,cin,LawsMa20,tackles_loss,1,,,,,
player,201111200rav,cin,LawsMa20,qb_hits,0,,,,,
player,201111200rav,cin,LawsMa20,fumbles_rec,0,,,,,
player,201111200rav,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201111200rav,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201111200rav,cin,LawsMa20,fumbles_forced,0,,,,,
player,201111200rav,cin,CrocCh20,def_int,0,,,,,
player,201111200rav,cin,CrocCh20,def_int_yds,0,,,,,
player,201111200rav,cin,CrocCh20,def_int_td,0,,,,,
player,201111200rav,cin,CrocCh20,def_int_long,0,,,,,
player,201111200rav,cin,CrocCh20,pass_defended,0,,,,,
player,201111200rav,cin,CrocCh20,sacks,0.0,,,,,
player,201111200rav,cin,CrocCh20,tackles_combined,5,,,,,
player,201111200rav,cin,CrocCh20,tackles_solo,4,,,,,
player,201111200rav,cin,CrocCh20,tackles_assists,1,,,,,
player,201111200rav,cin,CrocCh20,tackles_loss,0,,,,,
player,201111200rav,cin,CrocCh20,qb_hits,0,,,,,
player,201111200rav,cin,CrocCh20,fumbles_rec,0,,,,,
player,201111200rav,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201111200rav,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201111200rav,cin,CrocCh20,fumbles_forced,0,,,,,
player,201111200rav,cin,PekoDo20,def_int,0,,,,,
player,201111200rav,cin,PekoDo20,def_int_yds,0,,,,,
player,201111200rav,cin,PekoDo20,def_int_td,0,,,,,
player,201111200rav,cin,PekoDo20,def_int_long,0,,,,,
player,201111200rav,cin,PekoDo20,pass_defended,0,,,,,
player,201111200rav,cin,PekoDo20,sacks,0.0,,,,,
player,201111200rav,cin,PekoDo20,tackles_combined,5,,,,,
player,201111200rav,cin,PekoDo20,tackles_solo,5,,,,,
player,201111200rav,cin,PekoDo20,tackles_assists,0,,,,,
player,201111200rav,cin,PekoDo20,tackles_loss,0,,,,,
player,201111200rav,cin,PekoDo20,qb_hits,0,,,,,
player,201111200rav,cin,PekoDo20,fumbles_rec,0,,,,,
player,201111200rav,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201111200rav,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201111200rav,cin,PekoDo20,fumbles_forced,0,,,,,
