game,2011,8,20111030,201110300den,det,"Detroit Lions",45,den,"Denver Broncos",10
player,201110300den,det,JackLa98,fumbles_rec,1,,,,,
player,201110300den,det,JackLa98,fumbles_rec_yds,0,,,,,
player,201110300den,det,JackLa98,fumbles_rec_td,0,,,,,
player,201110300den,det,JackLa98,fumbles_forced,0,,,,,
player,201110300den,det,AvriCl99,def_int,0,,,,,
player,201110300den,det,AvriCl99,def_int_yds,0,,,,,
player,201110300den,det,AvriCl99,def_int_td,0,,,,,
player,201110300den,det,AvriCl99,def_int_long,0,,,,,
player,201110300den,det,AvriCl99,pass_defended,0,,,,,
player,201110300den,det,AvriCl99,sacks,2.0,,,,,
player,201110300den,det,AvriCl99,tackles_combined,3,,,,,
player,201110300den,det,AvriCl99,tackles_solo,3,,,,,
player,201110300den,det,AvriCl99,tackles_assists,0,,,,,
player,201110300den,det,AvriCl99,tackles_loss,1,,,,,
player,201110300den,det,AvriCl99,qb_hits,1,,,,,
player,201110300den,det,AvriCl99,fumbles_rec,1,,,,,
player,201110300den,det,AvriCl99,fumbles_rec_yds,24,,,,,
player,201110300den,det,AvriCl99,fumbles_rec_td,1,,,,,
player,201110300den,det,AvriCl99,fumbles_forced,2,,,,,
player,201110300den,det,TullSt20,def_int,0,,,,,
player,201110300den,det,TullSt20,def_int_yds,0,,,,,
player,201110300den,det,TullSt20,def_int_td,0,,,,,
player,201110300den,det,TullSt20,def_int_long,0,,,,,
player,201110300den,det,TullSt20,pass_defended,0,,,,,
player,201110300den,det,TullSt20,sacks,1.0,,,,,
player,201110300den,det,TullSt20,tackles_combined,8,,,,,
player,201110300den,det,TullSt20,tackles_solo,6,,,,,
player,201110300den,det,TullSt20,tackles_assists,2,,,,,
player,201110300den,det,TullSt20,tackles_loss,1,,,,,
player,201110300den,det,TullSt20,qb_hits,1,,,,,
player,201110300den,det,TullSt20,fumbles_rec,0,,,,,
player,201110300den,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201110300den,det,TullSt20,fumbles_rec_td,0,,,,,
player,201110300den,det,TullSt20,fumbles_forced,0,,,,,
player,201110300den,det,WillCo21,def_int,0,,,,,
player,201110300den,det,WillCo21,def_int_yds,0,,,,,
player,201110300den,det,WillCo21,def_int_td,0,,,,,
player,201110300den,det,WillCo21,def_int_long,0,,,,,
player,201110300den,det,WillCo21,pass_defended,0,,,,,
player,201110300den,det,WillCo21,sacks,1.0,,,,,
player,201110300den,det,WillCo21,tackles_combined,3,,,,,
player,201110300den,det,WillCo21,tackles_solo,2,,,,,
player,201110300den,det,WillCo21,tackles_assists,1,,,,,
player,201110300den,det,WillCo21,tackles_loss,1,,,,,
player,201110300den,det,WillCo21,qb_hits,1,,,,,
player,201110300den,det,WillCo21,fumbles_rec,0,,,,,
player,201110300den,det,WillCo21,fumbles_rec_yds,0,,,,,
player,201110300den,det,WillCo21,fumbles_rec_td,0,,,,,
player,201110300den,det,WillCo21,fumbles_forced,0,,,,,
player,201110300den,det,VandKy99,def_int,0,,,,,
player,201110300den,det,VandKy99,def_int_yds,0,,,,,
player,201110300den,det,VandKy99,def_int_td,0,,,,,
player,201110300den,det,VandKy99,def_int_long,0,,,,,
player,201110300den,det,VandKy99,pass_defended,0,,,,,
player,201110300den,det,VandKy99,sacks,1.0,,,,,
player,201110300den,det,VandKy99,tackles_combined,1,,,,,
player,201110300den,det,VandKy99,tackles_solo,1,,,,,
player,201110300den,det,VandKy99,tackles_assists,0,,,,,
player,201110300den,det,VandKy99,tackles_loss,1,,,,,
player,201110300den,det,VandKy99,qb_hits,1,,,,,
player,201110300den,det,VandKy99,fumbles_rec,0,,,,,
player,201110300den,det,VandKy99,fumbles_rec_yds,0,,,,,
player,201110300den,det,VandKy99,fumbles_rec_td,0,,,,,
player,201110300den,det,VandKy99,fumbles_forced,0,,,,,
player,201110300den,det,SpieAm99,def_int,0,,,,,
player,201110300den,det,SpieAm99,def_int_yds,0,,,,,
player,201110300den,det,SpieAm99,def_int_td,0,,,,,
player,201110300den,det,SpieAm99,def_int_long,0,,,,,
player,201110300den,det,SpieAm99,pass_defended,0,,,,,
player,201110300den,det,SpieAm99,sacks,0.0,,,,,
player,201110300den,det,SpieAm99,tackles_combined,6,,,,,
player,201110300den,det,SpieAm99,tackles_solo,6,,,,,
player,201110300den,det,SpieAm99,tackles_assists,0,,,,,
player,201110300den,det,SpieAm99,tackles_loss,0,,,,,
player,201110300den,det,SpieAm99,qb_hits,0,,,,,
player,201110300den,det,SpieAm99,fumbles_rec,0,,,,,
player,201110300den,det,SpieAm99,fumbles_rec_yds,0,,,,,
player,201110300den,det,SpieAm99,fumbles_rec_td,0,,,,,
player,201110300den,det,SpieAm99,fumbles_forced,0,,,,,
player,201110300den,det,DelmLo99,def_int,0,,,,,
player,201110300den,det,DelmLo99,def_int_yds,0,,,,,
player,201110300den,det,DelmLo99,def_int_td,0,,,,,
player,201110300den,det,DelmLo99,def_int_long,0,,,,,
player,201110300den,det,DelmLo99,pass_defended,0,,,,,
player,201110300den,det,DelmLo99,sacks,0.0,,,,,
player,201110300den,det,DelmLo99,tackles_combined,4,,,,,
player,201110300den,det,DelmLo99,tackles_solo,3,,,,,
player,201110300den,det,DelmLo99,tackles_assists,1,,,,,
player,201110300den,det,DelmLo99,tackles_loss,0,,,,,
player,201110300den,det,DelmLo99,qb_hits,1,,,,,
player,201110300den,det,DelmLo99,fumbles_rec,0,,,,,
player,201110300den,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201110300den,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201110300den,det,DelmLo99,fumbles_forced,0,,,,,
player,201110300den,det,LevyDe99,def_int,0,,,,,
player,201110300den,det,LevyDe99,def_int_yds,0,,,,,
player,201110300den,det,LevyDe99,def_int_td,0,,,,,
player,201110300den,det,LevyDe99,def_int_long,0,,,,,
player,201110300den,det,LevyDe99,pass_defended,0,,,,,
player,201110300den,det,LevyDe99,sacks,0.0,,,,,
player,201110300den,det,LevyDe99,tackles_combined,4,,,,,
player,201110300den,det,LevyDe99,tackles_solo,3,,,,,
player,201110300den,det,LevyDe99,tackles_assists,1,,,,,
player,201110300den,det,LevyDe99,tackles_loss,1,,,,,
player,201110300den,det,LevyDe99,qb_hits,1,,,,,
player,201110300den,det,LevyDe99,fumbles_rec,0,,,,,
player,201110300den,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201110300den,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201110300den,det,LevyDe99,fumbles_forced,0,,,,,
player,201110300den,det,WrigEr99,def_int,0,,,,,
player,201110300den,det,WrigEr99,def_int_yds,0,,,,,
player,201110300den,det,WrigEr99,def_int_td,0,,,,,
player,201110300den,det,WrigEr99,def_int_long,0,,,,,
player,201110300den,det,WrigEr99,pass_defended,1,,,,,
player,201110300den,det,WrigEr99,sacks,0.0,,,,,
player,201110300den,det,WrigEr99,tackles_combined,4,,,,,
player,201110300den,det,WrigEr99,tackles_solo,4,,,,,
player,201110300den,det,WrigEr99,tackles_assists,0,,,,,
player,201110300den,det,WrigEr99,tackles_loss,0,,,,,
player,201110300den,det,WrigEr99,qb_hits,0,,,,,
player,201110300den,det,WrigEr99,fumbles_rec,0,,,,,
player,201110300den,det,WrigEr99,fumbles_rec_yds,0,,,,,
player,201110300den,det,WrigEr99,fumbles_rec_td,0,,,,,
player,201110300den,det,WrigEr99,fumbles_forced,0,,,,,
player,201110300den,det,CarpBo20,def_int,0,,,,,
player,201110300den,det,CarpBo20,def_int_yds,0,,,,,
player,201110300den,det,CarpBo20,def_int_td,0,,,,,
player,201110300den,det,CarpBo20,def_int_long,0,,,,,
player,201110300den,det,CarpBo20,pass_defended,0,,,,,
player,201110300den,det,CarpBo20,sacks,0.0,,,,,
player,201110300den,det,CarpBo20,tackles_combined,3,,,,,
player,201110300den,det,CarpBo20,tackles_solo,3,,,,,
player,201110300den,det,CarpBo20,tackles_assists,0,,,,,
player,201110300den,det,CarpBo20,tackles_loss,0,,,,,
player,201110300den,det,CarpBo20,qb_hits,0,,,,,
player,201110300den,det,CarpBo20,fumbles_rec,0,,,,,
player,201110300den,det,CarpBo20,fumbles_rec_yds,0,,,,,
player,201110300den,det,CarpBo20,fumbles_rec_td,0,,,,,
player,201110300den,det,CarpBo20,fumbles_forced,0,,,,,
player,201110300den,det,DuraJu99,def_int,0,,,,,
player,201110300den,det,DuraJu99,def_int_yds,0,,,,,
player,201110300den,det,DuraJu99,def_int_td,0,,,,,
player,201110300den,det,DuraJu99,def_int_long,0,,,,,
player,201110300den,det,DuraJu99,pass_defended,0,,,,,
player,201110300den,det,DuraJu99,sacks,0.0,,,,,
player,201110300den,det,DuraJu99,tackles_combined,2,,,,,
player,201110300den,det,DuraJu99,tackles_solo,2,,,,,
player,201110300den,det,DuraJu99,tackles_assists,0,,,,,
player,201110300den,det,DuraJu99,tackles_loss,0,,,,,
player,201110300den,det,DuraJu99,qb_hits,1,,,,,
player,201110300den,det,DuraJu99,fumbles_rec,0,,,,,
player,201110300den,det,DuraJu99,fumbles_rec_yds,0,,,,,
player,201110300den,det,DuraJu99,fumbles_rec_td,0,,,,,
player,201110300den,det,DuraJu99,fumbles_forced,0,,,,,
player,201110300den,det,HillSa99,def_int,0,,,,,
player,201110300den,det,HillSa99,def_int_yds,0,,,,,
player,201110300den,det,HillSa99,def_int_td,0,,,,,
player,201110300den,det,HillSa99,def_int_long,0,,,,,
player,201110300den,det,HillSa99,pass_defended,0,,,,,
player,201110300den,det,HillSa99,sacks,0.0,,,,,
player,201110300den,det,HillSa99,tackles_combined,2,,,,,
player,201110300den,det,HillSa99,tackles_solo,2,,,,,
player,201110300den,det,HillSa99,tackles_assists,0,,,,,
player,201110300den,det,HillSa99,tackles_loss,,,,,,
player,201110300den,det,HillSa99,qb_hits,,,,,,
player,201110300den,det,HillSa99,fumbles_rec,0,,,,,
player,201110300den,det,HillSa99,fumbles_rec_yds,0,,,,,
player,201110300den,det,HillSa99,fumbles_rec_td,0,,,,,
player,201110300den,det,HillSa99,fumbles_forced,0,,,,,
player,201110300den,det,PalmAs99,def_int,0,,,,,
player,201110300den,det,PalmAs99,def_int_yds,0,,,,,
player,201110300den,det,PalmAs99,def_int_td,0,,,,,
player,201110300den,det,PalmAs99,def_int_long,0,,,,,
player,201110300den,det,PalmAs99,pass_defended,0,,,,,
player,201110300den,det,PalmAs99,sacks,0.0,,,,,
player,201110300den,det,PalmAs99,tackles_combined,2,,,,,
player,201110300den,det,PalmAs99,tackles_solo,2,,,,,
player,201110300den,det,PalmAs99,tackles_assists,0,,,,,
player,201110300den,det,PalmAs99,tackles_loss,0,,,,,
player,201110300den,det,PalmAs99,qb_hits,0,,,,,
player,201110300den,det,PalmAs99,fumbles_rec,0,,,,,
player,201110300den,det,PalmAs99,fumbles_rec_yds,0,,,,,
player,201110300den,det,PalmAs99,fumbles_rec_td,0,,,,,
player,201110300den,det,PalmAs99,fumbles_forced,0,,,,,
player,201110300den,det,SmitAl98,def_int,0,,,,,
player,201110300den,det,SmitAl98,def_int_yds,0,,,,,
player,201110300den,det,SmitAl98,def_int_td,0,,,,,
player,201110300den,det,SmitAl98,def_int_long,0,,,,,
player,201110300den,det,SmitAl98,pass_defended,0,,,,,
player,201110300den,det,SmitAl98,sacks,0.0,,,,,
player,201110300den,det,SmitAl98,tackles_combined,2,,,,,
player,201110300den,det,SmitAl98,tackles_solo,2,,,,,
player,201110300den,det,SmitAl98,tackles_assists,0,,,,,
player,201110300den,det,SmitAl98,tackles_loss,0,,,,,
player,201110300den,det,SmitAl98,qb_hits,0,,,,,
player,201110300den,det,SmitAl98,fumbles_rec,0,,,,,
player,201110300den,det,SmitAl98,fumbles_rec_yds,0,,,,,
player,201110300den,det,SmitAl98,fumbles_rec_td,0,,,,,
player,201110300den,det,SmitAl98,fumbles_forced,1,,,,,
player,201110300den,det,WillKe03,def_int,0,,,,,
player,201110300den,det,WillKe03,def_int_yds,0,,,,,
player,201110300den,det,WillKe03,def_int_td,0,,,,,
player,201110300den,det,WillKe03,def_int_long,0,,,,,
player,201110300den,det,WillKe03,pass_defended,0,,,,,
player,201110300den,det,WillKe03,sacks,0.0,,,,,
player,201110300den,det,WillKe03,tackles_combined,2,,,,,
player,201110300den,det,WillKe03,tackles_solo,2,,,,,
player,201110300den,det,WillKe03,tackles_assists,0,,,,,
player,201110300den,det,WillKe03,tackles_loss,0,,,,,
player,201110300den,det,WillKe03,qb_hits,0,,,,,
player,201110300den,det,WillKe03,fumbles_rec,0,,,,,
player,201110300den,det,WillKe03,fumbles_rec_yds,0,,,,,
player,201110300den,det,WillKe03,fumbles_rec_td,0,,,,,
player,201110300den,det,WillKe03,fumbles_forced,0,,,,,
player,201110300den,det,YounWi99,def_int,0,,,,,
player,201110300den,det,YounWi99,def_int_yds,0,,,,,
player,201110300den,det,YounWi99,def_int_td,0,,,,,
player,201110300den,det,YounWi99,def_int_long,0,,,,,
player,201110300den,det,YounWi99,pass_defended,0,,,,,
player,201110300den,det,YounWi99,sacks,0.0,,,,,
player,201110300den,det,YounWi99,tackles_combined,2,,,,,
player,201110300den,det,YounWi99,tackles_solo,1,,,,,
player,201110300den,det,YounWi99,tackles_assists,1,,,,,
player,201110300den,det,YounWi99,tackles_loss,0,,,,,
player,201110300den,det,YounWi99,qb_hits,1,,,,,
player,201110300den,det,YounWi99,fumbles_rec,0,,,,,
player,201110300den,det,YounWi99,fumbles_rec_yds,0,,,,,
player,201110300den,det,YounWi99,fumbles_rec_td,0,,,,,
player,201110300den,det,YounWi99,fumbles_forced,0,,,,,
player,201110300den,det,BuckEl00,def_int,0,,,,,
player,201110300den,det,BuckEl00,def_int_yds,0,,,,,
player,201110300den,det,BuckEl00,def_int_td,0,,,,,
player,201110300den,det,BuckEl00,def_int_long,0,,,,,
player,201110300den,det,BuckEl00,pass_defended,0,,,,,
player,201110300den,det,BuckEl00,sacks,0.0,,,,,
player,201110300den,det,BuckEl00,tackles_combined,1,,,,,
player,201110300den,det,BuckEl00,tackles_solo,1,,,,,
player,201110300den,det,BuckEl00,tackles_assists,0,,,,,
player,201110300den,det,BuckEl00,tackles_loss,0,,,,,
player,201110300den,det,BuckEl00,qb_hits,0,,,,,
player,201110300den,det,BuckEl00,fumbles_rec,0,,,,,
player,201110300den,det,BuckEl00,fumbles_rec_yds,0,,,,,
player,201110300den,det,BuckEl00,fumbles_rec_td,0,,,,,
player,201110300den,det,BuckEl00,fumbles_forced,0,,,,,
player,201110300den,det,LogaSt00,def_int,0,,,,,
player,201110300den,det,LogaSt00,def_int_yds,0,,,,,
player,201110300den,det,LogaSt00,def_int_td,0,,,,,
player,201110300den,det,LogaSt00,def_int_long,0,,,,,
player,201110300den,det,LogaSt00,pass_defended,0,,,,,
player,201110300den,det,LogaSt00,sacks,0.0,,,,,
player,201110300den,det,LogaSt00,tackles_combined,1,,,,,
player,201110300den,det,LogaSt00,tackles_solo,1,,,,,
player,201110300den,det,LogaSt00,tackles_assists,0,,,,,
player,201110300den,det,LogaSt00,tackles_loss,0,,,,,
player,201110300den,det,LogaSt00,qb_hits,0,,,,,
player,201110300den,det,LogaSt00,fumbles_rec,0,,,,,
player,201110300den,det,LogaSt00,fumbles_rec_yds,0,,,,,
player,201110300den,det,LogaSt00,fumbles_rec_td,0,,,,,
player,201110300den,det,LogaSt00,fumbles_forced,0,,,,,
player,201110300den,det,MadiAn20,def_int,0,,,,,
player,201110300den,det,MadiAn20,def_int_yds,0,,,,,
player,201110300den,det,MadiAn20,def_int_td,0,,,,,
player,201110300den,det,MadiAn20,def_int_long,0,,,,,
player,201110300den,det,MadiAn20,pass_defended,0,,,,,
player,201110300den,det,MadiAn20,sacks,0.0,,,,,
player,201110300den,det,MadiAn20,tackles_combined,1,,,,,
player,201110300den,det,MadiAn20,tackles_solo,1,,,,,
player,201110300den,det,MadiAn20,tackles_assists,0,,,,,
player,201110300den,det,MadiAn20,tackles_loss,0,,,,,
player,201110300den,det,MadiAn20,qb_hits,0,,,,,
player,201110300den,det,MadiAn20,fumbles_rec,0,,,,,
player,201110300den,det,MadiAn20,fumbles_rec_yds,0,,,,,
player,201110300den,det,MadiAn20,fumbles_rec_td,0,,,,,
player,201110300den,det,MadiAn20,fumbles_forced,0,,,,,
player,201110300den,det,McDoBr99,def_int,0,,,,,
player,201110300den,det,McDoBr99,def_int_yds,0,,,,,
player,201110300den,det,McDoBr99,def_int_td,0,,,,,
player,201110300den,det,McDoBr99,def_int_long,0,,,,,
player,201110300den,det,McDoBr99,pass_defended,0,,,,,
player,201110300den,det,McDoBr99,sacks,0.0,,,,,
player,201110300den,det,McDoBr99,tackles_combined,1,,,,,
player,201110300den,det,McDoBr99,tackles_solo,1,,,,,
player,201110300den,det,McDoBr99,tackles_assists,0,,,,,
player,201110300den,det,McDoBr99,tackles_loss,0,,,,,
player,201110300den,det,McDoBr99,qb_hits,0,,,,,
player,201110300den,det,McDoBr99,fumbles_rec,0,,,,,
player,201110300den,det,McDoBr99,fumbles_rec_yds,0,,,,,
player,201110300den,det,McDoBr99,fumbles_rec_td,0,,,,,
player,201110300den,det,McDoBr99,fumbles_forced,0,,,,,
player,201110300den,det,StovMa00,def_int,0,,,,,
player,201110300den,det,StovMa00,def_int_yds,0,,,,,
player,201110300den,det,StovMa00,def_int_td,0,,,,,
player,201110300den,det,StovMa00,def_int_long,0,,,,,
player,201110300den,det,StovMa00,pass_defended,0,,,,,
player,201110300den,det,StovMa00,sacks,0.0,,,,,
player,201110300den,det,StovMa00,tackles_combined,1,,,,,
player,201110300den,det,StovMa00,tackles_solo,1,,,,,
player,201110300den,det,StovMa00,tackles_assists,0,,,,,
player,201110300den,det,StovMa00,tackles_loss,0,,,,,
player,201110300den,det,StovMa00,qb_hits,0,,,,,
player,201110300den,det,StovMa00,fumbles_rec,0,,,,,
player,201110300den,det,StovMa00,fumbles_rec_yds,0,,,,,
player,201110300den,det,StovMa00,fumbles_rec_td,0,,,,,
player,201110300den,det,StovMa00,fumbles_forced,0,,,,,
player,201110300den,det,SuhxNd99,def_int,0,,,,,
player,201110300den,det,SuhxNd99,def_int_yds,0,,,,,
player,201110300den,det,SuhxNd99,def_int_td,0,,,,,
player,201110300den,det,SuhxNd99,def_int_long,0,,,,,
player,201110300den,det,SuhxNd99,pass_defended,0,,,,,
player,201110300den,det,SuhxNd99,sacks,0.0,,,,,
player,201110300den,det,SuhxNd99,tackles_combined,1,,,,,
player,201110300den,det,SuhxNd99,tackles_solo,1,,,,,
player,201110300den,det,SuhxNd99,tackles_assists,0,,,,,
player,201110300den,det,SuhxNd99,tackles_loss,0,,,,,
player,201110300den,det,SuhxNd99,qb_hits,0,,,,,
player,201110300den,det,SuhxNd99,fumbles_rec,0,,,,,
player,201110300den,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201110300den,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201110300den,det,SuhxNd99,fumbles_forced,0,,,,,
player,201110300den,det,WendJo99,def_int,0,,,,,
player,201110300den,det,WendJo99,def_int_yds,0,,,,,
player,201110300den,det,WendJo99,def_int_td,0,,,,,
player,201110300den,det,WendJo99,def_int_long,0,,,,,
player,201110300den,det,WendJo99,pass_defended,0,,,,,
player,201110300den,det,WendJo99,sacks,0.0,,,,,
player,201110300den,det,WendJo99,tackles_combined,1,,,,,
player,201110300den,det,WendJo99,tackles_solo,1,,,,,
player,201110300den,det,WendJo99,tackles_assists,0,,,,,
player,201110300den,det,WendJo99,tackles_loss,0,,,,,
player,201110300den,det,WendJo99,qb_hits,0,,,,,
player,201110300den,det,WendJo99,fumbles_rec,0,,,,,
player,201110300den,det,WendJo99,fumbles_rec_yds,0,,,,,
player,201110300den,det,WendJo99,fumbles_rec_td,0,,,,,
player,201110300den,det,WendJo99,fumbles_forced,0,,,,,
player,201110300den,det,BerrAa00,def_int,0,,,,,
player,201110300den,det,BerrAa00,def_int_yds,0,,,,,
player,201110300den,det,BerrAa00,def_int_td,0,,,,,
player,201110300den,det,BerrAa00,def_int_long,0,,,,,
player,201110300den,det,BerrAa00,pass_defended,3,,,,,
player,201110300den,det,BerrAa00,sacks,0.0,,,,,
player,201110300den,det,BerrAa00,tackles_combined,0,,,,,
player,201110300den,det,BerrAa00,tackles_solo,0,,,,,
player,201110300den,det,BerrAa00,tackles_assists,0,,,,,
player,201110300den,det,BerrAa00,tackles_loss,0,,,,,
player,201110300den,det,BerrAa00,qb_hits,0,,,,,
player,201110300den,det,BerrAa00,fumbles_rec,0,,,,,
player,201110300den,det,BerrAa00,fumbles_rec_yds,0,,,,,
player,201110300den,det,BerrAa00,fumbles_rec_td,0,,,,,
player,201110300den,det,BerrAa00,fumbles_forced,0,,,,,
player,201110300den,det,FlueAn99,def_int,,,,,,
player,201110300den,det,FlueAn99,def_int_yds,,,,,,
player,201110300den,det,FlueAn99,def_int_td,,,,,,
player,201110300den,det,FlueAn99,def_int_long,,,,,,
player,201110300den,det,FlueAn99,pass_defended,,,,,,
player,201110300den,det,FlueAn99,sacks,0.0,,,,,
player,201110300den,det,FlueAn99,tackles_combined,,,,,,
player,201110300den,det,FlueAn99,tackles_solo,,,,,,
player,201110300den,det,FlueAn99,tackles_assists,,,,,,
player,201110300den,det,FlueAn99,tackles_loss,0,,,,,
player,201110300den,det,FlueAn99,qb_hits,1,,,,,
player,201110300den,det,FlueAn99,fumbles_rec,,,,,,
player,201110300den,det,FlueAn99,fumbles_rec_yds,,,,,,
player,201110300den,det,FlueAn99,fumbles_rec_td,,,,,,
player,201110300den,det,FlueAn99,fumbles_forced,,,,,,
player,201110300den,den,AyerRo99,def_int,0,,,,,
player,201110300den,den,AyerRo99,def_int_yds,0,,,,,
player,201110300den,den,AyerRo99,def_int_td,0,,,,,
player,201110300den,den,AyerRo99,def_int_long,0,,,,,
player,201110300den,den,AyerRo99,pass_defended,0,,,,,
player,201110300den,den,AyerRo99,sacks,1.0,,,,,
player,201110300den,den,AyerRo99,tackles_combined,3,,,,,
player,201110300den,den,AyerRo99,tackles_solo,3,,,,,
player,201110300den,den,AyerRo99,tackles_assists,0,,,,,
player,201110300den,den,AyerRo99,tackles_loss,2,,,,,
player,201110300den,den,AyerRo99,qb_hits,1,,,,,
player,201110300den,den,AyerRo99,fumbles_rec,0,,,,,
player,201110300den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201110300den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201110300den,den,AyerRo99,fumbles_forced,0,,,,,
player,201110300den,den,McBeRy99,def_int,0,,,,,
player,201110300den,den,McBeRy99,def_int_yds,0,,,,,
player,201110300den,den,McBeRy99,def_int_td,0,,,,,
player,201110300den,den,McBeRy99,def_int_long,0,,,,,
player,201110300den,den,McBeRy99,pass_defended,0,,,,,
player,201110300den,den,McBeRy99,sacks,1.0,,,,,
player,201110300den,den,McBeRy99,tackles_combined,3,,,,,
player,201110300den,den,McBeRy99,tackles_solo,3,,,,,
player,201110300den,den,McBeRy99,tackles_assists,0,,,,,
player,201110300den,den,McBeRy99,tackles_loss,1,,,,,
player,201110300den,den,McBeRy99,qb_hits,1,,,,,
player,201110300den,den,McBeRy99,fumbles_rec,0,,,,,
player,201110300den,den,McBeRy99,fumbles_rec_yds,0,,,,,
player,201110300den,den,McBeRy99,fumbles_rec_td,0,,,,,
player,201110300den,den,McBeRy99,fumbles_forced,0,,,,,
player,201110300den,den,HarrCh01,def_int,0,,,,,
player,201110300den,den,HarrCh01,def_int_yds,0,,,,,
player,201110300den,den,HarrCh01,def_int_td,0,,,,,
player,201110300den,den,HarrCh01,def_int_long,0,,,,,
player,201110300den,den,HarrCh01,pass_defended,0,,,,,
player,201110300den,den,HarrCh01,sacks,0.0,,,,,
player,201110300den,den,HarrCh01,tackles_combined,9,,,,,
player,201110300den,den,HarrCh01,tackles_solo,6,,,,,
player,201110300den,den,HarrCh01,tackles_assists,3,,,,,
player,201110300den,den,HarrCh01,tackles_loss,0,,,,,
player,201110300den,den,HarrCh01,qb_hits,0,,,,,
player,201110300den,den,HarrCh01,fumbles_rec,0,,,,,
player,201110300den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201110300den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201110300den,den,HarrCh01,fumbles_forced,0,,,,,
player,201110300den,den,WoodWe20,def_int,0,,,,,
player,201110300den,den,WoodWe20,def_int_yds,0,,,,,
player,201110300den,den,WoodWe20,def_int_td,0,,,,,
player,201110300den,den,WoodWe20,def_int_long,0,,,,,
player,201110300den,den,WoodWe20,pass_defended,0,,,,,
player,201110300den,den,WoodWe20,sacks,0.0,,,,,
player,201110300den,den,WoodWe20,tackles_combined,8,,,,,
player,201110300den,den,WoodWe20,tackles_solo,5,,,,,
player,201110300den,den,WoodWe20,tackles_assists,3,,,,,
player,201110300den,den,WoodWe20,tackles_loss,0,,,,,
player,201110300den,den,WoodWe20,qb_hits,0,,,,,
player,201110300den,den,WoodWe20,fumbles_rec,0,,,,,
player,201110300den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201110300den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201110300den,den,WoodWe20,fumbles_forced,0,,,,,
player,201110300den,den,BunkBr20,def_int,0,,,,,
player,201110300den,den,BunkBr20,def_int_yds,0,,,,,
player,201110300den,den,BunkBr20,def_int_td,0,,,,,
player,201110300den,den,BunkBr20,def_int_long,0,,,,,
player,201110300den,den,BunkBr20,pass_defended,0,,,,,
player,201110300den,den,BunkBr20,sacks,0.0,,,,,
player,201110300den,den,BunkBr20,tackles_combined,5,,,,,
player,201110300den,den,BunkBr20,tackles_solo,5,,,,,
player,201110300den,den,BunkBr20,tackles_assists,0,,,,,
player,201110300den,den,BunkBr20,tackles_loss,0,,,,,
player,201110300den,den,BunkBr20,qb_hits,0,,,,,
player,201110300den,den,BunkBr20,fumbles_rec,0,,,,,
player,201110300den,den,BunkBr20,fumbles_rec_yds,0,,,,,
player,201110300den,den,BunkBr20,fumbles_rec_td,0,,,,,
player,201110300den,den,BunkBr20,fumbles_forced,0,,,,,
player,201110300den,den,GoodAn20,def_int,0,,,,,
player,201110300den,den,GoodAn20,def_int_yds,0,,,,,
player,201110300den,den,GoodAn20,def_int_td,0,,,,,
player,201110300den,den,GoodAn20,def_int_long,0,,,,,
player,201110300den,den,GoodAn20,pass_defended,0,,,,,
player,201110300den,den,GoodAn20,sacks,0.0,,,,,
player,201110300den,den,GoodAn20,tackles_combined,4,,,,,
player,201110300den,den,GoodAn20,tackles_solo,4,,,,,
player,201110300den,den,GoodAn20,tackles_assists,0,,,,,
player,201110300den,den,GoodAn20,tackles_loss,0,,,,,
player,201110300den,den,GoodAn20,qb_hits,0,,,,,
player,201110300den,den,GoodAn20,fumbles_rec,1,,,,,
player,201110300den,den,GoodAn20,fumbles_rec_yds,0,,,,,
player,201110300den,den,GoodAn20,fumbles_rec_td,0,,,,,
player,201110300den,den,GoodAn20,fumbles_forced,0,,,,,
player,201110300den,den,WillD.20,def_int,0,,,,,
player,201110300den,den,WillD.20,def_int_yds,0,,,,,
player,201110300den,den,WillD.20,def_int_td,0,,,,,
player,201110300den,den,WillD.20,def_int_long,0,,,,,
player,201110300den,den,WillD.20,pass_defended,0,,,,,
player,201110300den,den,WillD.20,sacks,0.0,,,,,
player,201110300den,den,WillD.20,tackles_combined,4,,,,,
player,201110300den,den,WillD.20,tackles_solo,2,,,,,
player,201110300den,den,WillD.20,tackles_assists,2,,,,,
player,201110300den,den,WillD.20,tackles_loss,0,,,,,
player,201110300den,den,WillD.20,qb_hits,1,,,,,
player,201110300den,den,WillD.20,fumbles_rec,0,,,,,
player,201110300den,den,WillD.20,fumbles_rec_yds,0,,,,,
player,201110300den,den,WillD.20,fumbles_rec_td,0,,,,,
