game,2011,10,20111113,201111130dal,buf,"Buffalo Bills",7,dal,"Dallas Cowboys",44
player,201111130dal,buf,BarnNi20,fumbles_rec,0,,,,,
player,201111130dal,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201111130dal,buf,BarnNi20,fumbles_forced,0,,,,,
player,201111130dal,buf,FlorDr20,def_int,0,,,,,
player,201111130dal,buf,FlorDr20,def_int_yds,0,,,,,
player,201111130dal,buf,FlorDr20,def_int_td,0,,,,,
player,201111130dal,buf,FlorDr20,def_int_long,0,,,,,
player,201111130dal,buf,FlorDr20,pass_defended,1,,,,,
player,201111130dal,buf,FlorDr20,sacks,0.0,,,,,
player,201111130dal,buf,FlorDr20,tackles_combined,4,,,,,
player,201111130dal,buf,FlorDr20,tackles_solo,4,,,,,
player,201111130dal,buf,FlorDr20,tackles_assists,0,,,,,
player,201111130dal,buf,FlorDr20,tackles_loss,0,,,,,
player,201111130dal,buf,FlorDr20,qb_hits,0,,,,,
player,201111130dal,buf,FlorDr20,fumbles_rec,0,,,,,
player,201111130dal,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201111130dal,buf,FlorDr20,fumbles_forced,0,,,,,
player,201111130dal,buf,ShepKe00,def_int,0,,,,,
player,201111130dal,buf,ShepKe00,def_int_yds,0,,,,,
player,201111130dal,buf,ShepKe00,def_int_td,0,,,,,
player,201111130dal,buf,ShepKe00,def_int_long,0,,,,,
player,201111130dal,buf,ShepKe00,pass_defended,0,,,,,
player,201111130dal,buf,ShepKe00,sacks,0.0,,,,,
player,201111130dal,buf,ShepKe00,tackles_combined,4,,,,,
player,201111130dal,buf,ShepKe00,tackles_solo,2,,,,,
player,201111130dal,buf,ShepKe00,tackles_assists,2,,,,,
player,201111130dal,buf,ShepKe00,tackles_loss,0,,,,,
player,201111130dal,buf,ShepKe00,qb_hits,0,,,,,
player,201111130dal,buf,ShepKe00,fumbles_rec,0,,,,,
player,201111130dal,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,ShepKe00,fumbles_forced,0,,,,,
player,201111130dal,buf,JohnSp20,def_int,0,,,,,
player,201111130dal,buf,JohnSp20,def_int_yds,0,,,,,
player,201111130dal,buf,JohnSp20,def_int_td,0,,,,,
player,201111130dal,buf,JohnSp20,def_int_long,0,,,,,
player,201111130dal,buf,JohnSp20,pass_defended,0,,,,,
player,201111130dal,buf,JohnSp20,sacks,0.0,,,,,
player,201111130dal,buf,JohnSp20,tackles_combined,3,,,,,
player,201111130dal,buf,JohnSp20,tackles_solo,2,,,,,
player,201111130dal,buf,JohnSp20,tackles_assists,1,,,,,
player,201111130dal,buf,JohnSp20,tackles_loss,0,,,,,
player,201111130dal,buf,JohnSp20,qb_hits,0,,,,,
player,201111130dal,buf,JohnSp20,fumbles_rec,0,,,,,
player,201111130dal,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201111130dal,buf,JohnSp20,fumbles_forced,0,,,,,
player,201111130dal,buf,TrouTo00,def_int,0,,,,,
player,201111130dal,buf,TrouTo00,def_int_yds,0,,,,,
player,201111130dal,buf,TrouTo00,def_int_td,0,,,,,
player,201111130dal,buf,TrouTo00,def_int_long,0,,,,,
player,201111130dal,buf,TrouTo00,pass_defended,0,,,,,
player,201111130dal,buf,TrouTo00,sacks,0.0,,,,,
player,201111130dal,buf,TrouTo00,tackles_combined,3,,,,,
player,201111130dal,buf,TrouTo00,tackles_solo,2,,,,,
player,201111130dal,buf,TrouTo00,tackles_assists,1,,,,,
player,201111130dal,buf,TrouTo00,tackles_loss,1,,,,,
player,201111130dal,buf,TrouTo00,qb_hits,0,,,,,
player,201111130dal,buf,TrouTo00,fumbles_rec,0,,,,,
player,201111130dal,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,TrouTo00,fumbles_forced,0,,,,,
player,201111130dal,buf,BattDa99,def_int,0,,,,,
player,201111130dal,buf,BattDa99,def_int_yds,0,,,,,
player,201111130dal,buf,BattDa99,def_int_td,0,,,,,
player,201111130dal,buf,BattDa99,def_int_long,0,,,,,
player,201111130dal,buf,BattDa99,pass_defended,0,,,,,
player,201111130dal,buf,BattDa99,sacks,0.0,,,,,
player,201111130dal,buf,BattDa99,tackles_combined,2,,,,,
player,201111130dal,buf,BattDa99,tackles_solo,2,,,,,
player,201111130dal,buf,BattDa99,tackles_assists,0,,,,,
player,201111130dal,buf,BattDa99,tackles_loss,1,,,,,
player,201111130dal,buf,BattDa99,qb_hits,0,,,,,
player,201111130dal,buf,BattDa99,fumbles_rec,0,,,,,
player,201111130dal,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201111130dal,buf,BattDa99,fumbles_forced,0,,,,,
player,201111130dal,buf,ColeAn01,def_int,0,,,,,
player,201111130dal,buf,ColeAn01,def_int_yds,0,,,,,
player,201111130dal,buf,ColeAn01,def_int_td,0,,,,,
player,201111130dal,buf,ColeAn01,def_int_long,0,,,,,
player,201111130dal,buf,ColeAn01,pass_defended,0,,,,,
player,201111130dal,buf,ColeAn01,sacks,0.0,,,,,
player,201111130dal,buf,ColeAn01,tackles_combined,2,,,,,
player,201111130dal,buf,ColeAn01,tackles_solo,1,,,,,
player,201111130dal,buf,ColeAn01,tackles_assists,1,,,,,
player,201111130dal,buf,ColeAn01,tackles_loss,0,,,,,
player,201111130dal,buf,ColeAn01,qb_hits,0,,,,,
player,201111130dal,buf,ColeAn01,fumbles_rec,0,,,,,
player,201111130dal,buf,ColeAn01,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,ColeAn01,fumbles_rec_td,0,,,,,
player,201111130dal,buf,ColeAn01,fumbles_forced,0,,,,,
player,201111130dal,buf,DareMa00,def_int,0,,,,,
player,201111130dal,buf,DareMa00,def_int_yds,0,,,,,
player,201111130dal,buf,DareMa00,def_int_td,0,,,,,
player,201111130dal,buf,DareMa00,def_int_long,0,,,,,
player,201111130dal,buf,DareMa00,pass_defended,0,,,,,
player,201111130dal,buf,DareMa00,sacks,0.0,,,,,
player,201111130dal,buf,DareMa00,tackles_combined,2,,,,,
player,201111130dal,buf,DareMa00,tackles_solo,2,,,,,
player,201111130dal,buf,DareMa00,tackles_assists,0,,,,,
player,201111130dal,buf,DareMa00,tackles_loss,0,,,,,
player,201111130dal,buf,DareMa00,qb_hits,0,,,,,
player,201111130dal,buf,DareMa00,fumbles_rec,0,,,,,
player,201111130dal,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,DareMa00,fumbles_forced,0,,,,,
player,201111130dal,buf,HearKe00,def_int,0,,,,,
player,201111130dal,buf,HearKe00,def_int_yds,0,,,,,
player,201111130dal,buf,HearKe00,def_int_td,0,,,,,
player,201111130dal,buf,HearKe00,def_int_long,0,,,,,
player,201111130dal,buf,HearKe00,pass_defended,0,,,,,
player,201111130dal,buf,HearKe00,sacks,0.0,,,,,
player,201111130dal,buf,HearKe00,tackles_combined,2,,,,,
player,201111130dal,buf,HearKe00,tackles_solo,2,,,,,
player,201111130dal,buf,HearKe00,tackles_assists,0,,,,,
player,201111130dal,buf,HearKe00,tackles_loss,1,,,,,
player,201111130dal,buf,HearKe00,qb_hits,0,,,,,
player,201111130dal,buf,HearKe00,fumbles_rec,0,,,,,
player,201111130dal,buf,HearKe00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,HearKe00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,HearKe00,fumbles_forced,0,,,,,
player,201111130dal,buf,McKeLe99,def_int,0,,,,,
player,201111130dal,buf,McKeLe99,def_int_yds,0,,,,,
player,201111130dal,buf,McKeLe99,def_int_td,0,,,,,
player,201111130dal,buf,McKeLe99,def_int_long,0,,,,,
player,201111130dal,buf,McKeLe99,pass_defended,0,,,,,
player,201111130dal,buf,McKeLe99,sacks,0.0,,,,,
player,201111130dal,buf,McKeLe99,tackles_combined,2,,,,,
player,201111130dal,buf,McKeLe99,tackles_solo,2,,,,,
player,201111130dal,buf,McKeLe99,tackles_assists,0,,,,,
player,201111130dal,buf,McKeLe99,tackles_loss,0,,,,,
player,201111130dal,buf,McKeLe99,qb_hits,0,,,,,
player,201111130dal,buf,McKeLe99,fumbles_rec,0,,,,,
player,201111130dal,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201111130dal,buf,McKeLe99,fumbles_forced,0,,,,,
player,201111130dal,buf,CarrAl99,def_int,0,,,,,
player,201111130dal,buf,CarrAl99,def_int_yds,0,,,,,
player,201111130dal,buf,CarrAl99,def_int_td,0,,,,,
player,201111130dal,buf,CarrAl99,def_int_long,0,,,,,
player,201111130dal,buf,CarrAl99,pass_defended,0,,,,,
player,201111130dal,buf,CarrAl99,sacks,0.0,,,,,
player,201111130dal,buf,CarrAl99,tackles_combined,1,,,,,
player,201111130dal,buf,CarrAl99,tackles_solo,1,,,,,
player,201111130dal,buf,CarrAl99,tackles_assists,0,,,,,
player,201111130dal,buf,CarrAl99,tackles_loss,1,,,,,
player,201111130dal,buf,CarrAl99,qb_hits,0,,,,,
player,201111130dal,buf,CarrAl99,fumbles_rec,0,,,,,
player,201111130dal,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201111130dal,buf,CarrAl99,fumbles_forced,0,,,,,
player,201111130dal,buf,EdwaDw20,def_int,0,,,,,
player,201111130dal,buf,EdwaDw20,def_int_yds,0,,,,,
player,201111130dal,buf,EdwaDw20,def_int_td,0,,,,,
player,201111130dal,buf,EdwaDw20,def_int_long,0,,,,,
player,201111130dal,buf,EdwaDw20,pass_defended,0,,,,,
player,201111130dal,buf,EdwaDw20,sacks,0.0,,,,,
player,201111130dal,buf,EdwaDw20,tackles_combined,1,,,,,
player,201111130dal,buf,EdwaDw20,tackles_solo,1,,,,,
player,201111130dal,buf,EdwaDw20,tackles_assists,0,,,,,
player,201111130dal,buf,EdwaDw20,tackles_loss,0,,,,,
player,201111130dal,buf,EdwaDw20,qb_hits,1,,,,,
player,201111130dal,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201111130dal,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201111130dal,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201111130dal,buf,MartRu00,def_int,0,,,,,
player,201111130dal,buf,MartRu00,def_int_yds,0,,,,,
player,201111130dal,buf,MartRu00,def_int_td,0,,,,,
player,201111130dal,buf,MartRu00,def_int_long,0,,,,,
player,201111130dal,buf,MartRu00,pass_defended,0,,,,,
player,201111130dal,buf,MartRu00,sacks,0.0,,,,,
player,201111130dal,buf,MartRu00,tackles_combined,1,,,,,
player,201111130dal,buf,MartRu00,tackles_solo,1,,,,,
player,201111130dal,buf,MartRu00,tackles_assists,0,,,,,
player,201111130dal,buf,MartRu00,tackles_loss,0,,,,,
player,201111130dal,buf,MartRu00,qb_hits,0,,,,,
player,201111130dal,buf,MartRu00,fumbles_rec,0,,,,,
player,201111130dal,buf,MartRu00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,MartRu00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,MartRu00,fumbles_forced,0,,,,,
player,201111130dal,buf,MoatAr00,def_int,0,,,,,
player,201111130dal,buf,MoatAr00,def_int_yds,0,,,,,
player,201111130dal,buf,MoatAr00,def_int_td,0,,,,,
player,201111130dal,buf,MoatAr00,def_int_long,0,,,,,
player,201111130dal,buf,MoatAr00,pass_defended,0,,,,,
player,201111130dal,buf,MoatAr00,sacks,0.0,,,,,
player,201111130dal,buf,MoatAr00,tackles_combined,1,,,,,
player,201111130dal,buf,MoatAr00,tackles_solo,0,,,,,
player,201111130dal,buf,MoatAr00,tackles_assists,1,,,,,
player,201111130dal,buf,MoatAr00,tackles_loss,0,,,,,
player,201111130dal,buf,MoatAr00,qb_hits,0,,,,,
player,201111130dal,buf,MoatAr00,fumbles_rec,0,,,,,
player,201111130dal,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,MoatAr00,fumbles_forced,0,,,,,
player,201111130dal,buf,ScotBr20,def_int,0,,,,,
player,201111130dal,buf,ScotBr20,def_int_yds,0,,,,,
player,201111130dal,buf,ScotBr20,def_int_td,0,,,,,
player,201111130dal,buf,ScotBr20,def_int_long,0,,,,,
player,201111130dal,buf,ScotBr20,pass_defended,0,,,,,
player,201111130dal,buf,ScotBr20,sacks,0.0,,,,,
player,201111130dal,buf,ScotBr20,tackles_combined,1,,,,,
player,201111130dal,buf,ScotBr20,tackles_solo,1,,,,,
player,201111130dal,buf,ScotBr20,tackles_assists,0,,,,,
player,201111130dal,buf,ScotBr20,tackles_loss,0,,,,,
player,201111130dal,buf,ScotBr20,qb_hits,0,,,,,
player,201111130dal,buf,ScotBr20,fumbles_rec,0,,,,,
player,201111130dal,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201111130dal,buf,ScotBr20,fumbles_forced,0,,,,,
player,201111130dal,buf,SmitBr01,def_int,0,,,,,
player,201111130dal,buf,SmitBr01,def_int_yds,0,,,,,
player,201111130dal,buf,SmitBr01,def_int_td,0,,,,,
player,201111130dal,buf,SmitBr01,def_int_long,0,,,,,
player,201111130dal,buf,SmitBr01,pass_defended,0,,,,,
player,201111130dal,buf,SmitBr01,sacks,0.0,,,,,
player,201111130dal,buf,SmitBr01,tackles_combined,1,,,,,
player,201111130dal,buf,SmitBr01,tackles_solo,1,,,,,
player,201111130dal,buf,SmitBr01,tackles_assists,0,,,,,
player,201111130dal,buf,SmitBr01,tackles_loss,0,,,,,
player,201111130dal,buf,SmitBr01,qb_hits,0,,,,,
player,201111130dal,buf,SmitBr01,fumbles_rec,0,,,,,
player,201111130dal,buf,SmitBr01,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,SmitBr01,fumbles_rec_td,0,,,,,
player,201111130dal,buf,SmitBr01,fumbles_forced,0,,,,,
player,201111130dal,dal,NewmTe20,def_int,2,,,,,
player,201111130dal,dal,NewmTe20,def_int_yds,62,,,,,
player,201111130dal,dal,NewmTe20,def_int_td,1,,,,,
player,201111130dal,dal,NewmTe20,def_int_long,43,,,,,
player,201111130dal,dal,NewmTe20,pass_defended,2,,,,,
player,201111130dal,dal,NewmTe20,sacks,0.0,,,,,
player,201111130dal,dal,NewmTe20,tackles_combined,3,,,,,
player,201111130dal,dal,NewmTe20,tackles_solo,2,,,,,
player,201111130dal,dal,NewmTe20,tackles_assists,1,,,,,
player,201111130dal,dal,NewmTe20,tackles_loss,0,,,,,
player,201111130dal,dal,NewmTe20,qb_hits,0,,,,,
player,201111130dal,dal,NewmTe20,fumbles_rec,0,,,,,
player,201111130dal,dal,NewmTe20,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,NewmTe20,fumbles_rec_td,0,,,,,
player,201111130dal,dal,NewmTe20,fumbles_forced,0,,,,,
player,201111130dal,dal,WalkFr20,def_int,1,,,,,
player,201111130dal,dal,WalkFr20,def_int_yds,5,,,,,
player,201111130dal,dal,WalkFr20,def_int_td,0,,,,,
player,201111130dal,dal,WalkFr20,def_int_long,5,,,,,
player,201111130dal,dal,WalkFr20,pass_defended,1,,,,,
player,201111130dal,dal,WalkFr20,sacks,0.0,,,,,
player,201111130dal,dal,WalkFr20,tackles_combined,2,,,,,
player,201111130dal,dal,WalkFr20,tackles_solo,1,,,,,
player,201111130dal,dal,WalkFr20,tackles_assists,1,,,,,
player,201111130dal,dal,WalkFr20,tackles_loss,0,,,,,
player,201111130dal,dal,WalkFr20,qb_hits,1,,,,,
player,201111130dal,dal,WalkFr20,fumbles_rec,0,,,,,
player,201111130dal,dal,WalkFr20,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,WalkFr20,fumbles_rec_td,0,,,,,
player,201111130dal,dal,WalkFr20,fumbles_forced,0,,,,,
player,201111130dal,dal,WareDe99,def_int,0,,,,,
player,201111130dal,dal,WareDe99,def_int_yds,0,,,,,
player,201111130dal,dal,WareDe99,def_int_td,0,,,,,
player,201111130dal,dal,WareDe99,def_int_long,0,,,,,
player,201111130dal,dal,WareDe99,pass_defended,1,,,,,
player,201111130dal,dal,WareDe99,sacks,1.0,,,,,
player,201111130dal,dal,WareDe99,tackles_combined,2,,,,,
player,201111130dal,dal,WareDe99,tackles_solo,2,,,,,
player,201111130dal,dal,WareDe99,tackles_assists,0,,,,,
player,201111130dal,dal,WareDe99,tackles_loss,2,,,,,
player,201111130dal,dal,WareDe99,qb_hits,1,,,,,
player,201111130dal,dal,WareDe99,fumbles_rec,0,,,,,
player,201111130dal,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201111130dal,dal,WareDe99,fumbles_forced,0,,,,,
player,201111130dal,dal,BrooKe00,def_int,0,,,,,
player,201111130dal,dal,BrooKe00,def_int_yds,0,,,,,
player,201111130dal,dal,BrooKe00,def_int_td,0,,,,,
player,201111130dal,dal,BrooKe00,def_int_long,0,,,,,
player,201111130dal,dal,BrooKe00,pass_defended,0,,,,,
player,201111130dal,dal,BrooKe00,sacks,0.0,,,,,
player,201111130dal,dal,BrooKe00,tackles_combined,5,,,,,
player,201111130dal,dal,BrooKe00,tackles_solo,3,,,,,
player,201111130dal,dal,BrooKe00,tackles_assists,2,,,,,
player,201111130dal,dal,BrooKe00,tackles_loss,0,,,,,
player,201111130dal,dal,BrooKe00,qb_hits,0,,,,,
player,201111130dal,dal,BrooKe00,fumbles_rec,0,,,,,
player,201111130dal,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201111130dal,dal,BrooKe00,fumbles_forced,0,,,,,
player,201111130dal,dal,SensGe20,def_int,0,,,,,
player,201111130dal,dal,SensGe20,def_int_yds,0,,,,,
player,201111130dal,dal,SensGe20,def_int_td,0,,,,,
player,201111130dal,dal,SensGe20,def_int_long,0,,,,,
player,201111130dal,dal,SensGe20,pass_defended,0,,,,,
player,201111130dal,dal,SensGe20,sacks,0.0,,,,,
player,201111130dal,dal,SensGe20,tackles_combined,5,,,,,
player,201111130dal,dal,SensGe20,tackles_solo,3,,,,,
player,201111130dal,dal,SensGe20,tackles_assists,2,,,,,
player,201111130dal,dal,SensGe20,tackles_loss,0,,,,,
player,201111130dal,dal,SensGe20,qb_hits,0,,,,,
player,201111130dal,dal,SensGe20,fumbles_rec,0,,,,,
player,201111130dal,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201111130dal,dal,SensGe20,fumbles_forced,1,,,,,
player,201111130dal,dal,BallAl99,def_int,0,,,,,
player,201111130dal,dal,BallAl99,def_int_yds,0,,,,,
player,201111130dal,dal,BallAl99,def_int_td,0,,,,,
player,201111130dal,dal,BallAl99,def_int_long,0,,,,,
player,201111130dal,dal,BallAl99,pass_defended,1,,,,,
player,201111130dal,dal,BallAl99,sacks,0.0,,,,,
player,201111130dal,dal,BallAl99,tackles_combined,4,,,,,
player,201111130dal,dal,BallAl99,tackles_solo,3,,,,,
player,201111130dal,dal,BallAl99,tackles_assists,1,,,,,
player,201111130dal,dal,BallAl99,tackles_loss,0,,,,,
player,201111130dal,dal,BallAl99,qb_hits,0,,,,,
player,201111130dal,dal,BallAl99,fumbles_rec,0,,,,,
player,201111130dal,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201111130dal,dal,BallAl99,fumbles_forced,0,,,,,
player,201111130dal,dal,ChurBa99,def_int,0,,,,,
player,201111130dal,dal,ChurBa99,def_int_yds,0,,,,,
player,201111130dal,dal,ChurBa99,def_int_td,0,,,,,
player,201111130dal,dal,ChurBa99,def_int_long,0,,,,,
player,201111130dal,dal,ChurBa99,pass_defended,0,,,,,
player,201111130dal,dal,ChurBa99,sacks,0.0,,,,,
player,201111130dal,dal,ChurBa99,tackles_combined,4,,,,,
player,201111130dal,dal,ChurBa99,tackles_solo,3,,,,,
player,201111130dal,dal,ChurBa99,tackles_assists,1,,,,,
player,201111130dal,dal,ChurBa99,tackles_loss,0,,,,,
player,201111130dal,dal,ChurBa99,qb_hits,0,,,,,
player,201111130dal,dal,ChurBa99,fumbles_rec,0,,,,,
player,201111130dal,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201111130dal,dal,ChurBa99,fumbles_forced,0,,,,,
player,201111130dal,dal,ElamAb20,def_int,0,,,,,
player,201111130dal,dal,ElamAb20,def_int_yds,0,,,,,
player,201111130dal,dal,ElamAb20,def_int_td,0,,,,,
player,201111130dal,dal,ElamAb20,def_int_long,0,,,,,
player,201111130dal,dal,ElamAb20,pass_defended,0,,,,,
player,201111130dal,dal,ElamAb20,sacks,0.0,,,,,
player,201111130dal,dal,ElamAb20,tackles_combined,4,,,,,
player,201111130dal,dal,ElamAb20,tackles_solo,3,,,,,
player,201111130dal,dal,ElamAb20,tackles_assists,1,,,,,
player,201111130dal,dal,ElamAb20,tackles_loss,0,,,,,
player,201111130dal,dal,ElamAb20,qb_hits,0,,,,,
player,201111130dal,dal,ElamAb20,fumbles_rec,0,,,,,
player,201111130dal,dal,ElamAb20,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,ElamAb20,fumbles_rec_td,0,,,,,
player,201111130dal,dal,ElamAb20,fumbles_forced,0,,,,,
player,201111130dal,dal,LeexSe99,def_int,0,,,,,
player,201111130dal,dal,LeexSe99,def_int_yds,0,,,,,
player,201111130dal,dal,LeexSe99,def_int_td,0,,,,,
player,201111130dal,dal,LeexSe99,def_int_long,0,,,,,
player,201111130dal,dal,LeexSe99,pass_defended,0,,,,,
player,201111130dal,dal,LeexSe99,sacks,0.0,,,,,
player,201111130dal,dal,LeexSe99,tackles_combined,4,,,,,
player,201111130dal,dal,LeexSe99,tackles_solo,3,,,,,
player,201111130dal,dal,LeexSe99,tackles_assists,1,,,,,
player,201111130dal,dal,LeexSe99,tackles_loss,0,,,,,
player,201111130dal,dal,LeexSe99,qb_hits,0,,,,,
player,201111130dal,dal,LeexSe99,fumbles_rec,0,,,,,
player,201111130dal,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201111130dal,dal,LeexSe99,fumbles_forced,0,,,,,
player,201111130dal,dal,CartBr00,def_int,0,,,,,
player,201111130dal,dal,CartBr00,def_int_yds,0,,,,,
player,201111130dal,dal,CartBr00,def_int_td,0,,,,,
player,201111130dal,dal,CartBr00,def_int_long,0,,,,,
player,201111130dal,dal,CartBr00,pass_defended,0,,,,,
player,201111130dal,dal,CartBr00,sacks,0.0,,,,,
player,201111130dal,dal,CartBr00,tackles_combined,2,,,,,
player,201111130dal,dal,CartBr00,tackles_solo,2,,,,,
player,201111130dal,dal,CartBr00,tackles_assists,0,,,,,
player,201111130dal,dal,CartBr00,tackles_loss,0,,,,,
player,201111130dal,dal,CartBr00,qb_hits,0,,,,,
player,201111130dal,dal,CartBr00,fumbles_rec,0,,,,,
player,201111130dal,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201111130dal,dal,CartBr00,fumbles_forced,0,,,,,
player,201111130dal,dal,LissSe99,def_int,0,,,,,
player,201111130dal,dal,LissSe99,def_int_yds,0,,,,,
player,201111130dal,dal,LissSe99,def_int_td,0,,,,,
player,201111130dal,dal,LissSe99,def_int_long,0,,,,,
player,201111130dal,dal,LissSe99,pass_defended,0,,,,,
player,201111130dal,dal,LissSe99,sacks,0.0,,,,,
player,201111130dal,dal,LissSe99,tackles_combined,2,,,,,
player,201111130dal,dal,LissSe99,tackles_solo,2,,,,,
player,201111130dal,dal,LissSe99,tackles_assists,0,,,,,
player,201111130dal,dal,LissSe99,tackles_loss,0,,,,,
player,201111130dal,dal,LissSe99,qb_hits,0,,,,,
player,201111130dal,dal,LissSe99,fumbles_rec,0,,,,,
player,201111130dal,dal,LissSe99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,LissSe99,fumbles_rec_td,0,,,,,
player,201111130dal,dal,LissSe99,fumbles_forced,0,,,,,
player,201111130dal,dal,RatlJa20,def_int,0,,,,,
player,201111130dal,dal,RatlJa20,def_int_yds,0,,,,,
player,201111130dal,dal,RatlJa20,def_int_td,0,,,,,
player,201111130dal,dal,RatlJa20,def_int_long,0,,,,,
player,201111130dal,dal,RatlJa20,pass_defended,0,,,,,
player,201111130dal,dal,RatlJa20,sacks,0.0,,,,,
player,201111130dal,dal,RatlJa20,tackles_combined,2,,,,,
player,201111130dal,dal,RatlJa20,tackles_solo,1,,,,,
player,201111130dal,dal,RatlJa20,tackles_assists,1,,,,,
player,201111130dal,dal,RatlJa20,tackles_loss,0,,,,,
player,201111130dal,dal,RatlJa20,qb_hits,0,,,,,
player,201111130dal,dal,RatlJa20,fumbles_rec,1,,,,,
player,201111130dal,dal,RatlJa20,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,RatlJa20,fumbles_rec_td,0,,,,,
player,201111130dal,dal,RatlJa20,fumbles_forced,0,,,,,
player,201111130dal,dal,ScanOr99,def_int,0,,,,,
player,201111130dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201111130dal,dal,ScanOr99,def_int_td,0,,,,,
player,201111130dal,dal,ScanOr99,def_int_long,0,,,,,
player,201111130dal,dal,ScanOr99,pass_defended,0,,,,,
player,201111130dal,dal,ScanOr99,sacks,0.0,,,,,
player,201111130dal,dal,ScanOr99,tackles_combined,2,,,,,
player,201111130dal,dal,ScanOr99,tackles_solo,1,,,,,
player,201111130dal,dal,ScanOr99,tackles_assists,1,,,,,
player,201111130dal,dal,ScanOr99,tackles_loss,0,,,,,
player,201111130dal,dal,ScanOr99,qb_hits,1,,,,,
player,201111130dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201111130dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201111130dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201111130dal,dal,SpenAn99,def_int,0,,,,,
player,201111130dal,dal,SpenAn99,def_int_yds,0,,,,,
player,201111130dal,dal,SpenAn99,def_int_td,0,,,,,
player,201111130dal,dal,SpenAn99,def_int_long,0,,,,,
player,201111130dal,dal,SpenAn99,pass_defended,0,,,,,
player,201111130dal,dal,SpenAn99,sacks,0.0,,,,,
player,201111130dal,dal,SpenAn99,tackles_combined,2,,,,,
player,201111130dal,dal,SpenAn99,tackles_solo,2,,,,,
player,201111130dal,dal,SpenAn99,tackles_assists,0,,,,,
player,201111130dal,dal,SpenAn99,tackles_loss,0,,,,,
player,201111130dal,dal,SpenAn99,qb_hits,0,,,,,
player,201111130dal,dal,SpenAn99,fumbles_rec,0,,,,,
player,201111130dal,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,SpenAn99,fumbles_rec_td,0,,,,,
