game,2011,4,20111002,201110020rav,nyj,"New York Jets",17,rav,"Baltimore Ravens",34
player,201110020rav,nyj,PouhSi20,pass_defended,0,,,,,
player,201110020rav,nyj,PouhSi20,sacks,0.0,,,,,
player,201110020rav,nyj,PouhSi20,tackles_combined,8,,,,,
player,201110020rav,nyj,PouhSi20,tackles_solo,7,,,,,
player,201110020rav,nyj,PouhSi20,tackles_assists,1,,,,,
player,201110020rav,nyj,PouhSi20,tackles_loss,1,,,,,
player,201110020rav,nyj,PouhSi20,qb_hits,0,,,,,
player,201110020rav,nyj,PouhSi20,fumbles_rec,1,,,,,
player,201110020rav,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201110020rav,nyj,ScotBa20,def_int,0,,,,,
player,201110020rav,nyj,ScotBa20,def_int_yds,0,,,,,
player,201110020rav,nyj,ScotBa20,def_int_td,0,,,,,
player,201110020rav,nyj,ScotBa20,def_int_long,0,,,,,
player,201110020rav,nyj,ScotBa20,pass_defended,0,,,,,
player,201110020rav,nyj,ScotBa20,sacks,0.0,,,,,
player,201110020rav,nyj,ScotBa20,tackles_combined,8,,,,,
player,201110020rav,nyj,ScotBa20,tackles_solo,6,,,,,
player,201110020rav,nyj,ScotBa20,tackles_assists,2,,,,,
player,201110020rav,nyj,ScotBa20,tackles_loss,0,,,,,
player,201110020rav,nyj,ScotBa20,qb_hits,2,,,,,
player,201110020rav,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201110020rav,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201110020rav,nyj,WestJa99,def_int,0,,,,,
player,201110020rav,nyj,WestJa99,def_int_yds,0,,,,,
player,201110020rav,nyj,WestJa99,def_int_td,0,,,,,
player,201110020rav,nyj,WestJa99,def_int_long,0,,,,,
player,201110020rav,nyj,WestJa99,pass_defended,0,,,,,
player,201110020rav,nyj,WestJa99,sacks,0.0,,,,,
player,201110020rav,nyj,WestJa99,tackles_combined,5,,,,,
player,201110020rav,nyj,WestJa99,tackles_solo,5,,,,,
player,201110020rav,nyj,WestJa99,tackles_assists,0,,,,,
player,201110020rav,nyj,WestJa99,tackles_loss,0,,,,,
player,201110020rav,nyj,WestJa99,qb_hits,0,,,,,
player,201110020rav,nyj,WestJa99,fumbles_rec,0,,,,,
player,201110020rav,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,WestJa99,fumbles_forced,0,,,,,
player,201110020rav,nyj,DeViMi99,def_int,0,,,,,
player,201110020rav,nyj,DeViMi99,def_int_yds,0,,,,,
player,201110020rav,nyj,DeViMi99,def_int_td,0,,,,,
player,201110020rav,nyj,DeViMi99,def_int_long,0,,,,,
player,201110020rav,nyj,DeViMi99,pass_defended,0,,,,,
player,201110020rav,nyj,DeViMi99,sacks,0.0,,,,,
player,201110020rav,nyj,DeViMi99,tackles_combined,4,,,,,
player,201110020rav,nyj,DeViMi99,tackles_solo,2,,,,,
player,201110020rav,nyj,DeViMi99,tackles_assists,2,,,,,
player,201110020rav,nyj,DeViMi99,tackles_loss,0,,,,,
player,201110020rav,nyj,DeViMi99,qb_hits,0,,,,,
player,201110020rav,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201110020rav,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201110020rav,nyj,LeonJi23,def_int,0,,,,,
player,201110020rav,nyj,LeonJi23,def_int_yds,0,,,,,
player,201110020rav,nyj,LeonJi23,def_int_td,0,,,,,
player,201110020rav,nyj,LeonJi23,def_int_long,0,,,,,
player,201110020rav,nyj,LeonJi23,pass_defended,1,,,,,
player,201110020rav,nyj,LeonJi23,sacks,0.0,,,,,
player,201110020rav,nyj,LeonJi23,tackles_combined,4,,,,,
player,201110020rav,nyj,LeonJi23,tackles_solo,4,,,,,
player,201110020rav,nyj,LeonJi23,tackles_assists,0,,,,,
player,201110020rav,nyj,LeonJi23,tackles_loss,0,,,,,
player,201110020rav,nyj,LeonJi23,qb_hits,0,,,,,
player,201110020rav,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201110020rav,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201110020rav,nyj,PitoRo00,def_int,0,,,,,
player,201110020rav,nyj,PitoRo00,def_int_yds,0,,,,,
player,201110020rav,nyj,PitoRo00,def_int_td,0,,,,,
player,201110020rav,nyj,PitoRo00,def_int_long,0,,,,,
player,201110020rav,nyj,PitoRo00,pass_defended,0,,,,,
player,201110020rav,nyj,PitoRo00,sacks,0.0,,,,,
player,201110020rav,nyj,PitoRo00,tackles_combined,4,,,,,
player,201110020rav,nyj,PitoRo00,tackles_solo,3,,,,,
player,201110020rav,nyj,PitoRo00,tackles_assists,1,,,,,
player,201110020rav,nyj,PitoRo00,tackles_loss,1,,,,,
player,201110020rav,nyj,PitoRo00,qb_hits,0,,,,,
player,201110020rav,nyj,PitoRo00,fumbles_rec,0,,,,,
player,201110020rav,nyj,PitoRo00,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,PitoRo00,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,PitoRo00,fumbles_forced,0,,,,,
player,201110020rav,nyj,StriDo20,def_int,0,,,,,
player,201110020rav,nyj,StriDo20,def_int_yds,0,,,,,
player,201110020rav,nyj,StriDo20,def_int_td,0,,,,,
player,201110020rav,nyj,StriDo20,def_int_long,0,,,,,
player,201110020rav,nyj,StriDo20,pass_defended,0,,,,,
player,201110020rav,nyj,StriDo20,sacks,0.0,,,,,
player,201110020rav,nyj,StriDo20,tackles_combined,4,,,,,
player,201110020rav,nyj,StriDo20,tackles_solo,4,,,,,
player,201110020rav,nyj,StriDo20,tackles_assists,0,,,,,
player,201110020rav,nyj,StriDo20,tackles_loss,0,,,,,
player,201110020rav,nyj,StriDo20,qb_hits,0,,,,,
player,201110020rav,nyj,StriDo20,fumbles_rec,0,,,,,
player,201110020rav,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,StriDo20,fumbles_forced,0,,,,,
player,201110020rav,nyj,MaugJo00,def_int,0,,,,,
player,201110020rav,nyj,MaugJo00,def_int_yds,0,,,,,
player,201110020rav,nyj,MaugJo00,def_int_td,0,,,,,
player,201110020rav,nyj,MaugJo00,def_int_long,0,,,,,
player,201110020rav,nyj,MaugJo00,pass_defended,0,,,,,
player,201110020rav,nyj,MaugJo00,sacks,0.0,,,,,
player,201110020rav,nyj,MaugJo00,tackles_combined,3,,,,,
player,201110020rav,nyj,MaugJo00,tackles_solo,1,,,,,
player,201110020rav,nyj,MaugJo00,tackles_assists,2,,,,,
player,201110020rav,nyj,MaugJo00,tackles_loss,0,,,,,
player,201110020rav,nyj,MaugJo00,qb_hits,0,,,,,
player,201110020rav,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201110020rav,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201110020rav,nyj,PaceCa20,def_int,0,,,,,
player,201110020rav,nyj,PaceCa20,def_int_yds,0,,,,,
player,201110020rav,nyj,PaceCa20,def_int_td,0,,,,,
player,201110020rav,nyj,PaceCa20,def_int_long,0,,,,,
player,201110020rav,nyj,PaceCa20,pass_defended,0,,,,,
player,201110020rav,nyj,PaceCa20,sacks,0.0,,,,,
player,201110020rav,nyj,PaceCa20,tackles_combined,3,,,,,
player,201110020rav,nyj,PaceCa20,tackles_solo,3,,,,,
player,201110020rav,nyj,PaceCa20,tackles_assists,0,,,,,
player,201110020rav,nyj,PaceCa20,tackles_loss,0,,,,,
player,201110020rav,nyj,PaceCa20,qb_hits,2,,,,,
player,201110020rav,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201110020rav,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,PaceCa20,fumbles_forced,1,,,,,
player,201110020rav,nyj,WilkMu00,def_int,0,,,,,
player,201110020rav,nyj,WilkMu00,def_int_yds,0,,,,,
player,201110020rav,nyj,WilkMu00,def_int_td,0,,,,,
player,201110020rav,nyj,WilkMu00,def_int_long,0,,,,,
player,201110020rav,nyj,WilkMu00,pass_defended,0,,,,,
player,201110020rav,nyj,WilkMu00,sacks,0.0,,,,,
player,201110020rav,nyj,WilkMu00,tackles_combined,3,,,,,
player,201110020rav,nyj,WilkMu00,tackles_solo,3,,,,,
player,201110020rav,nyj,WilkMu00,tackles_assists,0,,,,,
player,201110020rav,nyj,WilkMu00,tackles_loss,1,,,,,
player,201110020rav,nyj,WilkMu00,qb_hits,0,,,,,
player,201110020rav,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201110020rav,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201110020rav,nyj,ReviDa99,def_int,0,,,,,
player,201110020rav,nyj,ReviDa99,def_int_yds,0,,,,,
player,201110020rav,nyj,ReviDa99,def_int_td,0,,,,,
player,201110020rav,nyj,ReviDa99,def_int_long,0,,,,,
player,201110020rav,nyj,ReviDa99,pass_defended,0,,,,,
player,201110020rav,nyj,ReviDa99,sacks,0.0,,,,,
player,201110020rav,nyj,ReviDa99,tackles_combined,2,,,,,
player,201110020rav,nyj,ReviDa99,tackles_solo,1,,,,,
player,201110020rav,nyj,ReviDa99,tackles_assists,1,,,,,
player,201110020rav,nyj,ReviDa99,tackles_loss,0,,,,,
player,201110020rav,nyj,ReviDa99,qb_hits,0,,,,,
player,201110020rav,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201110020rav,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201110020rav,nyj,BellNi01,def_int,0,,,,,
player,201110020rav,nyj,BellNi01,def_int_yds,0,,,,,
player,201110020rav,nyj,BellNi01,def_int_td,0,,,,,
player,201110020rav,nyj,BellNi01,def_int_long,0,,,,,
player,201110020rav,nyj,BellNi01,pass_defended,0,,,,,
player,201110020rav,nyj,BellNi01,sacks,0.0,,,,,
player,201110020rav,nyj,BellNi01,tackles_combined,1,,,,,
player,201110020rav,nyj,BellNi01,tackles_solo,1,,,,,
player,201110020rav,nyj,BellNi01,tackles_assists,0,,,,,
player,201110020rav,nyj,BellNi01,tackles_loss,0,,,,,
player,201110020rav,nyj,BellNi01,qb_hits,0,,,,,
player,201110020rav,nyj,BellNi01,fumbles_rec,0,,,,,
player,201110020rav,nyj,BellNi01,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,BellNi01,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,BellNi01,fumbles_forced,0,,,,,
player,201110020rav,nyj,CromAn20,def_int,0,,,,,
player,201110020rav,nyj,CromAn20,def_int_yds,0,,,,,
player,201110020rav,nyj,CromAn20,def_int_td,0,,,,,
player,201110020rav,nyj,CromAn20,def_int_long,0,,,,,
player,201110020rav,nyj,CromAn20,pass_defended,0,,,,,
player,201110020rav,nyj,CromAn20,sacks,0.0,,,,,
player,201110020rav,nyj,CromAn20,tackles_combined,1,,,,,
player,201110020rav,nyj,CromAn20,tackles_solo,1,,,,,
player,201110020rav,nyj,CromAn20,tackles_assists,0,,,,,
player,201110020rav,nyj,CromAn20,tackles_loss,0,,,,,
player,201110020rav,nyj,CromAn20,qb_hits,0,,,,,
player,201110020rav,nyj,CromAn20,fumbles_rec,0,,,,,
player,201110020rav,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,CromAn20,fumbles_forced,0,,,,,
player,201110020rav,nyj,DixoMa00,def_int,0,,,,,
player,201110020rav,nyj,DixoMa00,def_int_yds,0,,,,,
player,201110020rav,nyj,DixoMa00,def_int_td,0,,,,,
player,201110020rav,nyj,DixoMa00,def_int_long,0,,,,,
player,201110020rav,nyj,DixoMa00,pass_defended,0,,,,,
player,201110020rav,nyj,DixoMa00,sacks,0.0,,,,,
player,201110020rav,nyj,DixoMa00,tackles_combined,1,,,,,
player,201110020rav,nyj,DixoMa00,tackles_solo,0,,,,,
player,201110020rav,nyj,DixoMa00,tackles_assists,1,,,,,
player,201110020rav,nyj,DixoMa00,tackles_loss,0,,,,,
player,201110020rav,nyj,DixoMa00,qb_hits,0,,,,,
player,201110020rav,nyj,DixoMa00,fumbles_rec,1,,,,,
player,201110020rav,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201110020rav,nyj,McKnJo00,def_int,0,,,,,
player,201110020rav,nyj,McKnJo00,def_int_yds,0,,,,,
player,201110020rav,nyj,McKnJo00,def_int_td,0,,,,,
player,201110020rav,nyj,McKnJo00,def_int_long,0,,,,,
player,201110020rav,nyj,McKnJo00,pass_defended,0,,,,,
player,201110020rav,nyj,McKnJo00,sacks,0.0,,,,,
player,201110020rav,nyj,McKnJo00,tackles_combined,1,,,,,
player,201110020rav,nyj,McKnJo00,tackles_solo,1,,,,,
player,201110020rav,nyj,McKnJo00,tackles_assists,0,,,,,
player,201110020rav,nyj,McKnJo00,tackles_loss,0,,,,,
player,201110020rav,nyj,McKnJo00,qb_hits,0,,,,,
player,201110020rav,nyj,McKnJo00,fumbles_rec,0,,,,,
player,201110020rav,nyj,McKnJo00,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,McKnJo00,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,McKnJo00,fumbles_forced,1,,,,,
player,201110020rav,nyj,ThomBr21,def_int,0,,,,,
player,201110020rav,nyj,ThomBr21,def_int_yds,0,,,,,
player,201110020rav,nyj,ThomBr21,def_int_td,0,,,,,
player,201110020rav,nyj,ThomBr21,def_int_long,0,,,,,
player,201110020rav,nyj,ThomBr21,pass_defended,1,,,,,
player,201110020rav,nyj,ThomBr21,sacks,0.0,,,,,
player,201110020rav,nyj,ThomBr21,tackles_combined,0,,,,,
player,201110020rav,nyj,ThomBr21,tackles_solo,0,,,,,
player,201110020rav,nyj,ThomBr21,tackles_assists,0,,,,,
player,201110020rav,nyj,ThomBr21,tackles_loss,0,,,,,
player,201110020rav,nyj,ThomBr21,qb_hits,0,,,,,
player,201110020rav,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201110020rav,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201110020rav,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201110020rav,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201110020rav,rav,WebbLa99,def_int,1,,,,,
player,201110020rav,rav,WebbLa99,def_int_yds,73,,,,,
player,201110020rav,rav,WebbLa99,def_int_td,1,,,,,
player,201110020rav,rav,WebbLa99,def_int_long,73,,,,,
player,201110020rav,rav,WebbLa99,pass_defended,3,,,,,
player,201110020rav,rav,WebbLa99,sacks,0.0,,,,,
player,201110020rav,rav,WebbLa99,tackles_combined,2,,,,,
player,201110020rav,rav,WebbLa99,tackles_solo,1,,,,,
player,201110020rav,rav,WebbLa99,tackles_assists,1,,,,,
player,201110020rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201110020rav,rav,WebbLa99,qb_hits,0,,,,,
player,201110020rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201110020rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201110020rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201110020rav,rav,NgatHa20,def_int,0,,,,,
player,201110020rav,rav,NgatHa20,def_int_yds,0,,,,,
player,201110020rav,rav,NgatHa20,def_int_td,0,,,,,
player,201110020rav,rav,NgatHa20,def_int_long,0,,,,,
player,201110020rav,rav,NgatHa20,pass_defended,0,,,,,
player,201110020rav,rav,NgatHa20,sacks,1.0,,,,,
player,201110020rav,rav,NgatHa20,tackles_combined,2,,,,,
player,201110020rav,rav,NgatHa20,tackles_solo,2,,,,,
player,201110020rav,rav,NgatHa20,tackles_assists,0,,,,,
player,201110020rav,rav,NgatHa20,tackles_loss,1,,,,,
player,201110020rav,rav,NgatHa20,qb_hits,1,,,,,
player,201110020rav,rav,NgatHa20,fumbles_rec,0,,,,,
player,201110020rav,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201110020rav,rav,NgatHa20,fumbles_forced,1,,,,,
player,201110020rav,rav,ReedEd00,def_int,0,,,,,
player,201110020rav,rav,ReedEd00,def_int_yds,0,,,,,
player,201110020rav,rav,ReedEd00,def_int_td,0,,,,,
player,201110020rav,rav,ReedEd00,def_int_long,0,,,,,
player,201110020rav,rav,ReedEd00,pass_defended,0,,,,,
player,201110020rav,rav,ReedEd00,sacks,1.0,,,,,
player,201110020rav,rav,ReedEd00,tackles_combined,1,,,,,
player,201110020rav,rav,ReedEd00,tackles_solo,1,,,,,
player,201110020rav,rav,ReedEd00,tackles_assists,0,,,,,
player,201110020rav,rav,ReedEd00,tackles_loss,0,,,,,
player,201110020rav,rav,ReedEd00,qb_hits,0,,,,,
player,201110020rav,rav,ReedEd00,fumbles_rec,0,,,,,
player,201110020rav,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201110020rav,rav,ReedEd00,fumbles_forced,1,,,,,
player,201110020rav,rav,WillCa99,def_int,0,,,,,
player,201110020rav,rav,WillCa99,def_int_yds,0,,,,,
player,201110020rav,rav,WillCa99,def_int_td,0,,,,,
player,201110020rav,rav,WillCa99,def_int_long,0,,,,,
player,201110020rav,rav,WillCa99,pass_defended,0,,,,,
player,201110020rav,rav,WillCa99,sacks,0.0,,,,,
player,201110020rav,rav,WillCa99,tackles_combined,8,,,,,
player,201110020rav,rav,WillCa99,tackles_solo,8,,,,,
player,201110020rav,rav,WillCa99,tackles_assists,0,,,,,
player,201110020rav,rav,WillCa99,tackles_loss,0,,,,,
player,201110020rav,rav,WillCa99,qb_hits,0,,,,,
player,201110020rav,rav,WillCa99,fumbles_rec,0,,,,,
player,201110020rav,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201110020rav,rav,WillCa99,fumbles_forced,1,,,,,
player,201110020rav,rav,LewiRa00,def_int,0,,,,,
player,201110020rav,rav,LewiRa00,def_int_yds,0,,,,,
player,201110020rav,rav,LewiRa00,def_int_td,0,,,,,
player,201110020rav,rav,LewiRa00,def_int_long,0,,,,,
player,201110020rav,rav,LewiRa00,pass_defended,1,,,,,
player,201110020rav,rav,LewiRa00,sacks,0.0,,,,,
player,201110020rav,rav,LewiRa00,tackles_combined,5,,,,,
player,201110020rav,rav,LewiRa00,tackles_solo,4,,,,,
player,201110020rav,rav,LewiRa00,tackles_assists,1,,,,,
player,201110020rav,rav,LewiRa00,tackles_loss,0,,,,,
player,201110020rav,rav,LewiRa00,qb_hits,1,,,,,
player,201110020rav,rav,LewiRa00,fumbles_rec,0,,,,,
player,201110020rav,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201110020rav,rav,LewiRa00,fumbles_forced,0,,,,,
player,201110020rav,rav,CodyTe99,def_int,0,,,,,
player,201110020rav,rav,CodyTe99,def_int_yds,0,,,,,
player,201110020rav,rav,CodyTe99,def_int_td,0,,,,,
player,201110020rav,rav,CodyTe99,def_int_long,0,,,,,
player,201110020rav,rav,CodyTe99,pass_defended,0,,,,,
player,201110020rav,rav,CodyTe99,sacks,0.0,,,,,
player,201110020rav,rav,CodyTe99,tackles_combined,3,,,,,
player,201110020rav,rav,CodyTe99,tackles_solo,2,,,,,
player,201110020rav,rav,CodyTe99,tackles_assists,1,,,,,
player,201110020rav,rav,CodyTe99,tackles_loss,1,,,,,
player,201110020rav,rav,CodyTe99,qb_hits,0,,,,,
player,201110020rav,rav,CodyTe99,fumbles_rec,0,,,,,
player,201110020rav,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201110020rav,rav,CodyTe99,fumbles_forced,0,,,,,
player,201110020rav,rav,JohnJa23,def_int,0,,,,,
player,201110020rav,rav,JohnJa23,def_int_yds,0,,,,,
player,201110020rav,rav,JohnJa23,def_int_td,0,,,,,
player,201110020rav,rav,JohnJa23,def_int_long,0,,,,,
player,201110020rav,rav,JohnJa23,pass_defended,1,,,,,
player,201110020rav,rav,JohnJa23,sacks,0.0,,,,,
player,201110020rav,rav,JohnJa23,tackles_combined,3,,,,,
player,201110020rav,rav,JohnJa23,tackles_solo,3,,,,,
player,201110020rav,rav,JohnJa23,tackles_assists,0,,,,,
player,201110020rav,rav,JohnJa23,tackles_loss,1,,,,,
player,201110020rav,rav,JohnJa23,qb_hits,2,,,,,
player,201110020rav,rav,JohnJa23,fumbles_rec,1,,,,,
player,201110020rav,rav,JohnJa23,fumbles_rec_yds,26,,,,,
player,201110020rav,rav,JohnJa23,fumbles_rec_td,1,,,,,
player,201110020rav,rav,JohnJa23,fumbles_forced,0,,,,,
player,201110020rav,rav,PollBe20,def_int,0,,,,,
player,201110020rav,rav,PollBe20,def_int_yds,0,,,,,
player,201110020rav,rav,PollBe20,def_int_td,0,,,,,
player,201110020rav,rav,PollBe20,def_int_long,0,,,,,
player,201110020rav,rav,PollBe20,pass_defended,0,,,,,
player,201110020rav,rav,PollBe20,sacks,0.0,,,,,
player,201110020rav,rav,PollBe20,tackles_combined,3,,,,,
player,201110020rav,rav,PollBe20,tackles_solo,2,,,,,
player,201110020rav,rav,PollBe20,tackles_assists,1,,,,,
player,201110020rav,rav,PollBe20,tackles_loss,0,,,,,
player,201110020rav,rav,PollBe20,qb_hits,0,,,,,
player,201110020rav,rav,PollBe20,fumbles_rec,0,,,,,
player,201110020rav,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201110020rav,rav,PollBe20,fumbles_forced,0,,,,,
player,201110020rav,rav,SuggTe99,def_int,0,,,,,
player,201110020rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201110020rav,rav,SuggTe99,def_int_td,0,,,,,
player,201110020rav,rav,SuggTe99,def_int_long,0,,,,,
player,201110020rav,rav,SuggTe99,pass_defended,0,,,,,
player,201110020rav,rav,SuggTe99,sacks,0.0,,,,,
player,201110020rav,rav,SuggTe99,tackles_combined,3,,,,,
player,201110020rav,rav,SuggTe99,tackles_solo,2,,,,,
player,201110020rav,rav,SuggTe99,tackles_assists,1,,,,,
player,201110020rav,rav,SuggTe99,tackles_loss,0,,,,,
player,201110020rav,rav,SuggTe99,qb_hits,2,,,,,
player,201110020rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201110020rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201110020rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201110020rav,rav,ReddCo20,def_int,0,,,,,
player,201110020rav,rav,ReddCo20,def_int_yds,0,,,,,
player,201110020rav,rav,ReddCo20,def_int_td,0,,,,,
player,201110020rav,rav,ReddCo20,def_int_long,0,,,,,
player,201110020rav,rav,ReddCo20,pass_defended,0,,,,,
player,201110020rav,rav,ReddCo20,sacks,0.0,,,,,
player,201110020rav,rav,ReddCo20,tackles_combined,2,,,,,
player,201110020rav,rav,ReddCo20,tackles_solo,2,,,,,
player,201110020rav,rav,ReddCo20,tackles_assists,0,,,,,
player,201110020rav,rav,ReddCo20,tackles_loss,1,,,,,
player,201110020rav,rav,ReddCo20,qb_hits,0,,,,,
player,201110020rav,rav,ReddCo20,fumbles_rec,0,,,,,
player,201110020rav,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201110020rav,rav,ReddCo20,fumbles_forced,0,,,,,
player,201110020rav,rav,AyanBr99,def_int,0,,,,,
player,201110020rav,rav,AyanBr99,def_int_yds,0,,,,,
player,201110020rav,rav,AyanBr99,def_int_td,0,,,,,
player,201110020rav,rav,AyanBr99,def_int_long,0,,,,,
player,201110020rav,rav,AyanBr99,pass_defended,1,,,,,
player,201110020rav,rav,AyanBr99,sacks,0.0,,,,,
player,201110020rav,rav,AyanBr99,tackles_combined,1,,,,,
player,201110020rav,rav,AyanBr99,tackles_solo,1,,,,,
player,201110020rav,rav,AyanBr99,tackles_assists,0,,,,,
player,201110020rav,rav,AyanBr99,tackles_loss,0,,,,,
player,201110020rav,rav,AyanBr99,qb_hits,2,,,,,
player,201110020rav,rav,AyanBr99,fumbles_rec,1,,,,,
player,201110020rav,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201110020rav,rav,AyanBr99,fumbles_forced,0,,,,,
player,201110020rav,rav,JoneAr22,def_int,0,,,,,
player,201110020rav,rav,JoneAr22,def_int_yds,0,,,,,
player,201110020rav,rav,JoneAr22,def_int_td,0,,,,,
player,201110020rav,rav,JoneAr22,def_int_long,0,,,,,
player,201110020rav,rav,JoneAr22,pass_defended,0,,,,,
player,201110020rav,rav,JoneAr22,sacks,0.0,,,,,
player,201110020rav,rav,JoneAr22,tackles_combined,1,,,,,
player,201110020rav,rav,JoneAr22,tackles_solo,1,,,,,
player,201110020rav,rav,JoneAr22,tackles_assists,0,,,,,
player,201110020rav,rav,JoneAr22,tackles_loss,0,,,,,
player,201110020rav,rav,JoneAr22,qb_hits,1,,,,,
player,201110020rav,rav,JoneAr22,fumbles_rec,0,,,,,
player,201110020rav,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201110020rav,rav,JoneAr22,fumbles_forced,0,,,,,
player,201110020rav,rav,KrugPa99,def_int,0,,,,,
player,201110020rav,rav,KrugPa99,def_int_yds,0,,,,,
player,201110020rav,rav,KrugPa99,def_int_td,0,,,,,
player,201110020rav,rav,KrugPa99,def_int_long,0,,,,,
player,201110020rav,rav,KrugPa99,pass_defended,1,,,,,
player,201110020rav,rav,KrugPa99,sacks,0.0,,,,,
player,201110020rav,rav,KrugPa99,tackles_combined,1,,,,,
player,201110020rav,rav,KrugPa99,tackles_solo,1,,,,,
player,201110020rav,rav,KrugPa99,tackles_assists,0,,,,,
player,201110020rav,rav,KrugPa99,tackles_loss,0,,,,,
player,201110020rav,rav,KrugPa99,qb_hits,0,,,,,
player,201110020rav,rav,KrugPa99,fumbles_rec,1,,,,,
player,201110020rav,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201110020rav,rav,KrugPa99,fumbles_rec_td,0,,,,,
