game,2011,14,20111211,201112110was,nwe,"New England Patriots",34,was,"Washington Redskins",27
player,201112110was,was,YounDa01,fumbles_rec,0,,,,,
player,201112110was,was,YounDa01,fumbles_rec_yds,0,,,,,
player,201112110was,was,YounDa01,fumbles_rec_td,0,,,,,
player,201112110was,was,YounDa01,fumbles_forced,0,,,,,
player,201112110was,nwe,EdelJu00,kick_ret,0,,,,,
player,201112110was,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201112110was,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201112110was,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201112110was,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201112110was,nwe,EdelJu00,punt_ret,2,,,,,
player,201112110was,nwe,EdelJu00,punt_ret_yds,18,,,,,
player,201112110was,nwe,EdelJu00,punt_ret_yds_per_ret,9.0,,,,,
player,201112110was,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201112110was,nwe,EdelJu00,punt_ret_long,16,,,,,
player,201112110was,nwe,WoodDa02,kick_ret,2,,,,,
player,201112110was,nwe,WoodDa02,kick_ret_yds,39,,,,,
player,201112110was,nwe,WoodDa02,kick_ret_yds_per_ret,19.5,,,,,
player,201112110was,nwe,WoodDa02,kick_ret_td,0,,,,,
player,201112110was,nwe,WoodDa02,kick_ret_long,21,,,,,
player,201112110was,nwe,WoodDa02,punt_ret,0,,,,,
player,201112110was,nwe,WoodDa02,punt_ret_yds,0,,,,,
player,201112110was,nwe,WoodDa02,punt_ret_yds_per_ret,,,,,,
player,201112110was,nwe,WoodDa02,punt_ret_td,0,,,,,
player,201112110was,nwe,WoodDa02,punt_ret_long,0,,,,,
player,201112110was,was,BankBr00,kick_ret,6,,,,,
player,201112110was,was,BankBr00,kick_ret_yds,117,,,,,
player,201112110was,was,BankBr00,kick_ret_yds_per_ret,19.5,,,,,
player,201112110was,was,BankBr00,kick_ret_td,0,,,,,
player,201112110was,was,BankBr00,kick_ret_long,23,,,,,
player,201112110was,was,BankBr00,punt_ret,0,,,,,
player,201112110was,was,BankBr00,punt_ret_yds,0,,,,,
player,201112110was,was,BankBr00,punt_ret_yds_per_ret,,,,,,
player,201112110was,was,BankBr00,punt_ret_td,0,,,,,
player,201112110was,was,BankBr00,punt_ret_long,0,,,,,
player,201112110was,nwe,GostSt20,xpm,4,,,,,
player,201112110was,nwe,GostSt20,xpa,4,,,,,
player,201112110was,nwe,GostSt20,fgm,2,,,,,
player,201112110was,nwe,GostSt20,fga,2,,,,,
player,201112110was,nwe,GostSt20,punt,0,,,,,
player,201112110was,nwe,GostSt20,punt_yds,0,,,,,
player,201112110was,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201112110was,nwe,GostSt20,punt_long,0,,,,,
player,201112110was,nwe,MeskZo99,xpm,,,,,,
player,201112110was,nwe,MeskZo99,xpa,,,,,,
player,201112110was,nwe,MeskZo99,fgm,,,,,,
player,201112110was,nwe,MeskZo99,fga,,,,,,
player,201112110was,nwe,MeskZo99,punt,3,,,,,
player,201112110was,nwe,MeskZo99,punt_yds,135,,,,,
player,201112110was,nwe,MeskZo99,punt_yds_per_punt,45.0,,,,,
player,201112110was,nwe,MeskZo99,punt_long,61,,,,,
player,201112110was,was,GanoGr44,xpm,3,,,,,
player,201112110was,was,GanoGr44,xpa,3,,,,,
player,201112110was,was,GanoGr44,fgm,2,,,,,
player,201112110was,was,GanoGr44,fga,2,,,,,
player,201112110was,was,GanoGr44,punt,0,,,,,
player,201112110was,was,GanoGr44,punt_yds,0,,,,,
player,201112110was,was,GanoGr44,punt_yds_per_punt,,,,,,
player,201112110was,was,GanoGr44,punt_long,0,,,,,
player,201112110was,was,RoccSa20,xpm,,,,,,
player,201112110was,was,RoccSa20,xpa,,,,,,
player,201112110was,was,RoccSa20,fgm,,,,,,
player,201112110was,was,RoccSa20,fga,,,,,,
player,201112110was,was,RoccSa20,punt,3,,,,,
player,201112110was,was,RoccSa20,punt_yds,112,,,,,
player,201112110was,was,RoccSa20,punt_yds_per_punt,37.3,,,,,
player,201112110was,was,RoccSa20,punt_long,45,,,,,
