game,2011,14,20111211,201112110crd,sfo,"San Francisco 49ers",19,crd,"Arizona Cardinals",21
player,201112110crd,sfo,CrabMi00,rush_td,0,,,,,
player,201112110crd,sfo,CrabMi00,rush_long,0,,,,,
player,201112110crd,sfo,CrabMi00,targets,12,,,,,
player,201112110crd,sfo,CrabMi00,rec,7,,,,,
player,201112110crd,sfo,CrabMi00,rec_yds,63,,,,,
player,201112110crd,sfo,CrabMi00,rec_td,0,,,,,
player,201112110crd,sfo,CrabMi00,rec_long,15,,,,,
player,201112110crd,sfo,CrabMi00,fumbles,0,,,,,
player,201112110crd,sfo,CrabMi00,fumbles_lost,,,,,,
player,201112110crd,sfo,DaviVe00,pass_cmp,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_att,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_yds,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_td,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_int,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_sacked,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_long,0,,,,,
player,201112110crd,sfo,DaviVe00,pass_rating,,,,,,
player,201112110crd,sfo,DaviVe00,rush_att,0,,,,,
player,201112110crd,sfo,DaviVe00,rush_yds,0,,,,,
player,201112110crd,sfo,DaviVe00,rush_td,0,,,,,
player,201112110crd,sfo,DaviVe00,rush_long,0,,,,,
player,201112110crd,sfo,DaviVe00,targets,3,,,,,
player,201112110crd,sfo,DaviVe00,rec,1,,,,,
player,201112110crd,sfo,DaviVe00,rec_yds,32,,,,,
player,201112110crd,sfo,DaviVe00,rec_td,0,,,,,
player,201112110crd,sfo,DaviVe00,rec_long,32,,,,,
player,201112110crd,sfo,DaviVe00,fumbles,0,,,,,
player,201112110crd,sfo,DaviVe00,fumbles_lost,,,,,,
player,201112110crd,sfo,GinnTe00,pass_cmp,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_att,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_yds,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_td,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_int,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_sacked,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_sacked_yds,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_long,0,,,,,
player,201112110crd,sfo,GinnTe00,pass_rating,,,,,,
player,201112110crd,sfo,GinnTe00,rush_att,0,,,,,
player,201112110crd,sfo,GinnTe00,rush_yds,0,,,,,
player,201112110crd,sfo,GinnTe00,rush_td,0,,,,,
player,201112110crd,sfo,GinnTe00,rush_long,0,,,,,
player,201112110crd,sfo,GinnTe00,targets,6,,,,,
player,201112110crd,sfo,GinnTe00,rec,2,,,,,
player,201112110crd,sfo,GinnTe00,rec_yds,14,,,,,
player,201112110crd,sfo,GinnTe00,rec_td,0,,,,,
player,201112110crd,sfo,GinnTe00,rec_long,7,,,,,
player,201112110crd,sfo,GinnTe00,fumbles,0,,,,,
player,201112110crd,sfo,GinnTe00,fumbles_lost,,,,,,
player,201112110crd,sfo,MillBr02,pass_cmp,0,,,,,
player,201112110crd,sfo,MillBr02,pass_att,0,,,,,
player,201112110crd,sfo,MillBr02,pass_yds,0,,,,,
player,201112110crd,sfo,MillBr02,pass_td,0,,,,,
player,201112110crd,sfo,MillBr02,pass_int,0,,,,,
player,201112110crd,sfo,MillBr02,pass_sacked,0,,,,,
player,201112110crd,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201112110crd,sfo,MillBr02,pass_long,0,,,,,
player,201112110crd,sfo,MillBr02,pass_rating,,,,,,
player,201112110crd,sfo,MillBr02,rush_att,0,,,,,
player,201112110crd,sfo,MillBr02,rush_yds,0,,,,,
player,201112110crd,sfo,MillBr02,rush_td,0,,,,,
player,201112110crd,sfo,MillBr02,rush_long,0,,,,,
player,201112110crd,sfo,MillBr02,targets,2,,,,,
player,201112110crd,sfo,MillBr02,rec,2,,,,,
player,201112110crd,sfo,MillBr02,rec_yds,5,,,,,
player,201112110crd,sfo,MillBr02,rec_td,0,,,,,
player,201112110crd,sfo,MillBr02,rec_long,5,,,,,
player,201112110crd,sfo,MillBr02,fumbles,0,,,,,
player,201112110crd,sfo,MillBr02,fumbles_lost,,,,,,
player,201112110crd,sfo,EdwaBr00,pass_cmp,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_att,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_yds,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_td,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_int,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_sacked,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_sacked_yds,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_long,0,,,,,
player,201112110crd,sfo,EdwaBr00,pass_rating,,,,,,
player,201112110crd,sfo,EdwaBr00,rush_att,0,,,,,
player,201112110crd,sfo,EdwaBr00,rush_yds,0,,,,,
player,201112110crd,sfo,EdwaBr00,rush_td,0,,,,,
player,201112110crd,sfo,EdwaBr00,rush_long,0,,,,,
player,201112110crd,sfo,EdwaBr00,targets,2,,,,,
player,201112110crd,sfo,EdwaBr00,rec,0,,,,,
player,201112110crd,sfo,EdwaBr00,rec_yds,0,,,,,
player,201112110crd,sfo,EdwaBr00,rec_td,0,,,,,
player,201112110crd,sfo,EdwaBr00,rec_long,0,,,,,
player,201112110crd,sfo,EdwaBr00,fumbles,0,,,,,
player,201112110crd,sfo,EdwaBr00,fumbles_lost,,,,,,
player,201112110crd,sfo,WalkHu00,pass_cmp,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_att,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_yds,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_td,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_int,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_sacked,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_long,0,,,,,
player,201112110crd,sfo,WalkHu00,pass_rating,,,,,,
player,201112110crd,sfo,WalkHu00,rush_att,1,,,,,
player,201112110crd,sfo,WalkHu00,rush_yds,-6,,,,,
player,201112110crd,sfo,WalkHu00,rush_td,0,,,,,
player,201112110crd,sfo,WalkHu00,rush_long,-6,,,,,
player,201112110crd,sfo,WalkHu00,targets,2,,,,,
player,201112110crd,sfo,WalkHu00,rec,0,,,,,
player,201112110crd,sfo,WalkHu00,rec_yds,0,,,,,
player,201112110crd,sfo,WalkHu00,rec_td,0,,,,,
player,201112110crd,sfo,WalkHu00,rec_long,0,,,,,
player,201112110crd,sfo,WalkHu00,fumbles,0,,,,,
player,201112110crd,sfo,WalkHu00,fumbles_lost,,,,,,
player,201112110crd,crd,SkelJo00,pass_cmp,19,,,,,
player,201112110crd,crd,SkelJo00,pass_att,28,,,,,
player,201112110crd,crd,SkelJo00,pass_yds,282,,,,,
player,201112110crd,crd,SkelJo00,pass_td,3,,,,,
player,201112110crd,crd,SkelJo00,pass_int,2,,,,,
player,201112110crd,crd,SkelJo00,pass_sacked,1,,,,,
player,201112110crd,crd,SkelJo00,pass_sacked_yds,5,,,,,
player,201112110crd,crd,SkelJo00,pass_long,60,,,,,
player,201112110crd,crd,SkelJo00,pass_rating,106.5,,,,,
player,201112110crd,crd,SkelJo00,rush_att,6,,,,,
player,201112110crd,crd,SkelJo00,rush_yds,25,,,,,
player,201112110crd,crd,SkelJo00,rush_td,0,,,,,
player,201112110crd,crd,SkelJo00,rush_long,14,,,,,
player,201112110crd,crd,SkelJo00,targets,0,,,,,
player,201112110crd,crd,SkelJo00,rec,0,,,,,
player,201112110crd,crd,SkelJo00,rec_yds,0,,,,,
player,201112110crd,crd,SkelJo00,rec_td,0,,,,,
player,201112110crd,crd,SkelJo00,rec_long,0,,,,,
player,201112110crd,crd,SkelJo00,fumbles,1,,,,,
player,201112110crd,crd,SkelJo00,fumbles_lost,1,,,,,
player,201112110crd,crd,KolbKe00,pass_cmp,1,,,,,
player,201112110crd,crd,KolbKe00,pass_att,1,,,,,
player,201112110crd,crd,KolbKe00,pass_yds,2,,,,,
player,201112110crd,crd,KolbKe00,pass_td,0,,,,,
player,201112110crd,crd,KolbKe00,pass_int,0,,,,,
player,201112110crd,crd,KolbKe00,pass_sacked,1,,,,,
player,201112110crd,crd,KolbKe00,pass_sacked_yds,9,,,,,
player,201112110crd,crd,KolbKe00,pass_long,2,,,,,
player,201112110crd,crd,KolbKe00,pass_rating,79.2,,,,,
player,201112110crd,crd,KolbKe00,rush_att,0,,,,,
player,201112110crd,crd,KolbKe00,rush_yds,0,,,,,
player,201112110crd,crd,KolbKe00,rush_td,0,,,,,
player,201112110crd,crd,KolbKe00,rush_long,0,,,,,
player,201112110crd,crd,KolbKe00,targets,0,,,,,
player,201112110crd,crd,KolbKe00,rec,0,,,,,
player,201112110crd,crd,KolbKe00,rec_yds,0,,,,,
player,201112110crd,crd,KolbKe00,rec_td,0,,,,,
player,201112110crd,crd,KolbKe00,rec_long,0,,,,,
player,201112110crd,crd,KolbKe00,fumbles,1,,,,,
player,201112110crd,crd,KolbKe00,fumbles_lost,0,,,,,
player,201112110crd,crd,WellCh00,pass_cmp,0,,,,,
player,201112110crd,crd,WellCh00,pass_att,0,,,,,
player,201112110crd,crd,WellCh00,pass_yds,0,,,,,
player,201112110crd,crd,WellCh00,pass_td,0,,,,,
player,201112110crd,crd,WellCh00,pass_int,0,,,,,
player,201112110crd,crd,WellCh00,pass_sacked,0,,,,,
player,201112110crd,crd,WellCh00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,WellCh00,pass_long,0,,,,,
player,201112110crd,crd,WellCh00,pass_rating,,,,,,
player,201112110crd,crd,WellCh00,rush_att,15,,,,,
player,201112110crd,crd,WellCh00,rush_yds,27,,,,,
player,201112110crd,crd,WellCh00,rush_td,0,,,,,
player,201112110crd,crd,WellCh00,rush_long,8,,,,,
player,201112110crd,crd,WellCh00,targets,1,,,,,
player,201112110crd,crd,WellCh00,rec,1,,,,,
player,201112110crd,crd,WellCh00,rec_yds,3,,,,,
player,201112110crd,crd,WellCh00,rec_td,0,,,,,
player,201112110crd,crd,WellCh00,rec_long,3,,,,,
player,201112110crd,crd,WellCh00,fumbles,0,,,,,
player,201112110crd,crd,WellCh00,fumbles_lost,,,,,,
player,201112110crd,crd,StepLa00,pass_cmp,0,,,,,
player,201112110crd,crd,StepLa00,pass_att,0,,,,,
player,201112110crd,crd,StepLa00,pass_yds,0,,,,,
player,201112110crd,crd,StepLa00,pass_td,0,,,,,
player,201112110crd,crd,StepLa00,pass_int,0,,,,,
player,201112110crd,crd,StepLa00,pass_sacked,0,,,,,
player,201112110crd,crd,StepLa00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,StepLa00,pass_long,0,,,,,
player,201112110crd,crd,StepLa00,pass_rating,,,,,,
player,201112110crd,crd,StepLa00,rush_att,2,,,,,
player,201112110crd,crd,StepLa00,rush_yds,3,,,,,
player,201112110crd,crd,StepLa00,rush_td,0,,,,,
player,201112110crd,crd,StepLa00,rush_long,5,,,,,
player,201112110crd,crd,StepLa00,targets,2,,,,,
player,201112110crd,crd,StepLa00,rec,2,,,,,
player,201112110crd,crd,StepLa00,rec_yds,22,,,,,
player,201112110crd,crd,StepLa00,rec_td,0,,,,,
player,201112110crd,crd,StepLa00,rec_long,18,,,,,
player,201112110crd,crd,StepLa00,fumbles,0,,,,,
player,201112110crd,crd,StepLa00,fumbles_lost,,,,,,
player,201112110crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201112110crd,crd,FitzLa00,pass_att,0,,,,,
player,201112110crd,crd,FitzLa00,pass_yds,0,,,,,
player,201112110crd,crd,FitzLa00,pass_td,0,,,,,
player,201112110crd,crd,FitzLa00,pass_int,0,,,,,
player,201112110crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201112110crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,FitzLa00,pass_long,0,,,,,
player,201112110crd,crd,FitzLa00,pass_rating,,,,,,
player,201112110crd,crd,FitzLa00,rush_att,0,,,,,
player,201112110crd,crd,FitzLa00,rush_yds,0,,,,,
player,201112110crd,crd,FitzLa00,rush_td,0,,,,,
player,201112110crd,crd,FitzLa00,rush_long,0,,,,,
player,201112110crd,crd,FitzLa00,targets,9,,,,,
player,201112110crd,crd,FitzLa00,rec,7,,,,,
player,201112110crd,crd,FitzLa00,rec_yds,149,,,,,
player,201112110crd,crd,FitzLa00,rec_td,1,,,,,
player,201112110crd,crd,FitzLa00,rec_long,53,,,,,
player,201112110crd,crd,FitzLa00,fumbles,0,,,,,
player,201112110crd,crd,FitzLa00,fumbles_lost,,,,,,
player,201112110crd,crd,DoucEa00,pass_cmp,0,,,,,
player,201112110crd,crd,DoucEa00,pass_att,0,,,,,
player,201112110crd,crd,DoucEa00,pass_yds,0,,,,,
player,201112110crd,crd,DoucEa00,pass_td,0,,,,,
player,201112110crd,crd,DoucEa00,pass_int,0,,,,,
player,201112110crd,crd,DoucEa00,pass_sacked,0,,,,,
player,201112110crd,crd,DoucEa00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,DoucEa00,pass_long,0,,,,,
player,201112110crd,crd,DoucEa00,pass_rating,,,,,,
player,201112110crd,crd,DoucEa00,rush_att,0,,,,,
player,201112110crd,crd,DoucEa00,rush_yds,0,,,,,
player,201112110crd,crd,DoucEa00,rush_td,0,,,,,
player,201112110crd,crd,DoucEa00,rush_long,0,,,,,
player,201112110crd,crd,DoucEa00,targets,4,,,,,
player,201112110crd,crd,DoucEa00,rec,3,,,,,
player,201112110crd,crd,DoucEa00,rec_yds,73,,,,,
player,201112110crd,crd,DoucEa00,rec_td,1,,,,,
player,201112110crd,crd,DoucEa00,rec_long,60,,,,,
player,201112110crd,crd,DoucEa00,fumbles,0,,,,,
player,201112110crd,crd,DoucEa00,fumbles_lost,,,,,,
player,201112110crd,crd,KingJe00,pass_cmp,0,,,,,
player,201112110crd,crd,KingJe00,pass_att,0,,,,,
player,201112110crd,crd,KingJe00,pass_yds,0,,,,,
player,201112110crd,crd,KingJe00,pass_td,0,,,,,
player,201112110crd,crd,KingJe00,pass_int,0,,,,,
player,201112110crd,crd,KingJe00,pass_sacked,0,,,,,
player,201112110crd,crd,KingJe00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,KingJe00,pass_long,0,,,,,
player,201112110crd,crd,KingJe00,pass_rating,,,,,,
player,201112110crd,crd,KingJe00,rush_att,0,,,,,
player,201112110crd,crd,KingJe00,rush_yds,0,,,,,
player,201112110crd,crd,KingJe00,rush_td,0,,,,,
player,201112110crd,crd,KingJe00,rush_long,0,,,,,
player,201112110crd,crd,KingJe00,targets,4,,,,,
player,201112110crd,crd,KingJe00,rec,3,,,,,
player,201112110crd,crd,KingJe00,rec_yds,16,,,,,
player,201112110crd,crd,KingJe00,rec_td,0,,,,,
player,201112110crd,crd,KingJe00,rec_long,8,,,,,
player,201112110crd,crd,KingJe00,fumbles,0,,,,,
player,201112110crd,crd,KingJe00,fumbles_lost,,,,,,
player,201112110crd,crd,TaylCh01,pass_cmp,0,,,,,
player,201112110crd,crd,TaylCh01,pass_att,0,,,,,
player,201112110crd,crd,TaylCh01,pass_yds,0,,,,,
player,201112110crd,crd,TaylCh01,pass_td,0,,,,,
player,201112110crd,crd,TaylCh01,pass_int,0,,,,,
player,201112110crd,crd,TaylCh01,pass_sacked,0,,,,,
player,201112110crd,crd,TaylCh01,pass_sacked_yds,0,,,,,
player,201112110crd,crd,TaylCh01,pass_long,0,,,,,
player,201112110crd,crd,TaylCh01,pass_rating,,,,,,
player,201112110crd,crd,TaylCh01,rush_att,0,,,,,
player,201112110crd,crd,TaylCh01,rush_yds,0,,,,,
player,201112110crd,crd,TaylCh01,rush_td,0,,,,,
player,201112110crd,crd,TaylCh01,rush_long,0,,,,,
player,201112110crd,crd,TaylCh01,targets,2,,,,,
player,201112110crd,crd,TaylCh01,rec,2,,,,,
player,201112110crd,crd,TaylCh01,rec_yds,13,,,,,
player,201112110crd,crd,TaylCh01,rec_td,0,,,,,
player,201112110crd,crd,TaylCh01,rec_long,11,,,,,
player,201112110crd,crd,TaylCh01,fumbles,0,,,,,
player,201112110crd,crd,TaylCh01,fumbles_lost,,,,,,
player,201112110crd,crd,RobeAn00,pass_cmp,0,,,,,
player,201112110crd,crd,RobeAn00,pass_att,0,,,,,
player,201112110crd,crd,RobeAn00,pass_yds,0,,,,,
player,201112110crd,crd,RobeAn00,pass_td,0,,,,,
player,201112110crd,crd,RobeAn00,pass_int,0,,,,,
player,201112110crd,crd,RobeAn00,pass_sacked,0,,,,,
player,201112110crd,crd,RobeAn00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,RobeAn00,pass_long,0,,,,,
player,201112110crd,crd,RobeAn00,pass_rating,,,,,,
player,201112110crd,crd,RobeAn00,rush_att,0,,,,,
player,201112110crd,crd,RobeAn00,rush_yds,0,,,,,
player,201112110crd,crd,RobeAn00,rush_td,0,,,,,
player,201112110crd,crd,RobeAn00,rush_long,0,,,,,
player,201112110crd,crd,RobeAn00,targets,5,,,,,
player,201112110crd,crd,RobeAn00,rec,2,,,,,
player,201112110crd,crd,RobeAn00,rec_yds,8,,,,,
player,201112110crd,crd,RobeAn00,rec_td,1,,,,,
player,201112110crd,crd,RobeAn00,rec_long,5,,,,,
player,201112110crd,crd,RobeAn00,fumbles,0,,,,,
player,201112110crd,crd,RobeAn00,fumbles_lost,,,,,,
player,201112110crd,crd,HousRo01,pass_cmp,0,,,,,
player,201112110crd,crd,HousRo01,pass_att,0,,,,,
player,201112110crd,crd,HousRo01,pass_yds,0,,,,,
player,201112110crd,crd,HousRo01,pass_td,0,,,,,
player,201112110crd,crd,HousRo01,pass_int,0,,,,,
player,201112110crd,crd,HousRo01,pass_sacked,0,,,,,
player,201112110crd,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201112110crd,crd,HousRo01,pass_long,0,,,,,
player,201112110crd,crd,HousRo01,pass_rating,,,,,,
player,201112110crd,crd,HousRo01,rush_att,0,,,,,
player,201112110crd,crd,HousRo01,rush_yds,0,,,,,
player,201112110crd,crd,HousRo01,rush_td,0,,,,,
player,201112110crd,crd,HousRo01,rush_long,0,,,,,
player,201112110crd,crd,HousRo01,targets,1,,,,,
player,201112110crd,crd,HousRo01,rec,0,,,,,
player,201112110crd,crd,HousRo01,rec_yds,0,,,,,
player,201112110crd,crd,HousRo01,rec_td,0,,,,,
player,201112110crd,crd,HousRo01,rec_long,0,,,,,
player,201112110crd,crd,HousRo01,fumbles,0,,,,,
player,201112110crd,crd,HousRo01,fumbles_lost,,,,,,
player,201112110crd,crd,SampDe00,pass_cmp,0,,,,,
player,201112110crd,crd,SampDe00,pass_att,0,,,,,
player,201112110crd,crd,SampDe00,pass_yds,0,,,,,
player,201112110crd,crd,SampDe00,pass_td,0,,,,,
player,201112110crd,crd,SampDe00,pass_int,0,,,,,
player,201112110crd,crd,SampDe00,pass_sacked,0,,,,,
player,201112110crd,crd,SampDe00,pass_sacked_yds,0,,,,,
player,201112110crd,crd,SampDe00,pass_long,0,,,,,
player,201112110crd,crd,SampDe00,pass_rating,,,,,,
player,201112110crd,crd,SampDe00,rush_att,0,,,,,
player,201112110crd,crd,SampDe00,rush_yds,0,,,,,
player,201112110crd,crd,SampDe00,rush_td,0,,,,,
player,201112110crd,crd,SampDe00,rush_long,0,,,,,
player,201112110crd,crd,SampDe00,targets,1,,,,,
player,201112110crd,crd,SampDe00,rec,0,,,,,
player,201112110crd,crd,SampDe00,rec_yds,0,,,,,
player,201112110crd,crd,SampDe00,rec_td,0,,,,,
player,201112110crd,crd,SampDe00,rec_long,0,,,,,
player,201112110crd,crd,SampDe00,fumbles,0,,,,,
player,201112110crd,crd,SampDe00,fumbles_lost,,,,,,
player,201112110crd,sfo,BrowTa99,def_int,1,,,,,
player,201112110crd,sfo,BrowTa99,def_int_yds,-1,,,,,
player,201112110crd,sfo,BrowTa99,def_int_td,0,,,,,
player,201112110crd,sfo,BrowTa99,def_int_long,-1,,,,,
player,201112110crd,sfo,BrowTa99,pass_defended,1,,,,,
player,201112110crd,sfo,BrowTa99,sacks,0.0,,,,,
