game,2011,14,20111212,201112120sea,ram,"St. Louis Rams",13,sea,"Seattle Seahawks",30
team,201112120sea,ram,First Downs,19,,,,,,
team,201112120sea,sea,First Downs,21,,,,,,
team,201112120sea,ram,Rush-Yds-TDs,31-114-1,,,,,,
team,201112120sea,sea,Rush-Yds-TDs,32-145-1,,,,,,
team,201112120sea,ram,Cmp-Att-Yd-TD-INT,12-29-193-0-1,,,,,,
team,201112120sea,sea,Cmp-Att-Yd-TD-INT,21-34-224-1-0,,,,,,
team,201112120sea,ram,Sacked-Yards,3-26,,,,,,
team,201112120sea,sea,Sacked-Yards,2-10,,,,,,
team,201112120sea,ram,Net Pass Yards,167,,,,,,
team,201112120sea,sea,Net Pass Yards,214,,,,,,
team,201112120sea,ram,Total Yards,281,,,,,,
team,201112120sea,sea,Total Yards,359,,,,,,
team,201112120sea,ram,Fumbles-Lost,0-0,,,,,,
team,201112120sea,sea,Fumbles-Lost,2-1,,,,,,
team,201112120sea,ram,Turnovers,1,,,,,,
team,201112120sea,sea,Turnovers,1,,,,,,
team,201112120sea,ram,Penalties-Yards,5-30,,,,,,
team,201112120sea,sea,Penalties-Yards,9-61,,,,,,
team,201112120sea,ram,Third Down Conv.,3-14,,,,,,
team,201112120sea,sea,Third Down Conv.,8-16,,,,,,
team,201112120sea,ram,Fourth Down Conv.,1-3,,,,,,
team,201112120sea,sea,Fourth Down Conv.,0-0,,,,,,
team,201112120sea,ram,Time of Possession,28:31,,,,,,
team,201112120sea,sea,Time of Possession,31:29,,,,,,
player,201112120sea,ram,BradSa00,pass_cmp,12,,,,,
player,201112120sea,ram,BradSa00,pass_att,29,,,,,
player,201112120sea,ram,BradSa00,pass_yds,193,,,,,
player,201112120sea,ram,BradSa00,pass_td,0,,,,,
player,201112120sea,ram,BradSa00,pass_int,1,,,,,
player,201112120sea,ram,BradSa00,pass_sacked,3,,,,,
player,201112120sea,ram,BradSa00,pass_sacked_yds,26,,,,,
player,201112120sea,ram,BradSa00,pass_long,50,,,,,
player,201112120sea,ram,BradSa00,pass_rating,49.9,,,,,
player,201112120sea,ram,BradSa00,rush_att,2,,,,,
player,201112120sea,ram,BradSa00,rush_yds,-1,,,,,
player,201112120sea,ram,BradSa00,rush_td,0,,,,,
player,201112120sea,ram,BradSa00,rush_long,0,,,,,
player,201112120sea,ram,BradSa00,targets,0,,,,,
player,201112120sea,ram,BradSa00,rec,0,,,,,
player,201112120sea,ram,BradSa00,rec_yds,0,,,,,
player,201112120sea,ram,BradSa00,rec_td,0,,,,,
player,201112120sea,ram,BradSa00,rec_long,0,,,,,
player,201112120sea,ram,BradSa00,fumbles,0,,,,,
player,201112120sea,ram,BradSa00,fumbles_lost,,,,,,
player,201112120sea,ram,JackSt00,pass_cmp,0,,,,,
player,201112120sea,ram,JackSt00,pass_att,0,,,,,
player,201112120sea,ram,JackSt00,pass_yds,0,,,,,
player,201112120sea,ram,JackSt00,pass_td,0,,,,,
player,201112120sea,ram,JackSt00,pass_int,0,,,,,
player,201112120sea,ram,JackSt00,pass_sacked,0,,,,,
player,201112120sea,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201112120sea,ram,JackSt00,pass_long,0,,,,,
player,201112120sea,ram,JackSt00,pass_rating,,,,,,
player,201112120sea,ram,JackSt00,rush_att,20,,,,,
player,201112120sea,ram,JackSt00,rush_yds,63,,,,,
player,201112120sea,ram,JackSt00,rush_td,1,,,,,
player,201112120sea,ram,JackSt00,rush_long,11,,,,,
player,201112120sea,ram,JackSt00,targets,5,,,,,
player,201112120sea,ram,JackSt00,rec,3,,,,,
player,201112120sea,ram,JackSt00,rec_yds,60,,,,,
player,201112120sea,ram,JackSt00,rec_td,0,,,,,
player,201112120sea,ram,JackSt00,rec_long,50,,,,,
player,201112120sea,ram,JackSt00,fumbles,0,,,,,
player,201112120sea,ram,JackSt00,fumbles_lost,,,,,,
player,201112120sea,ram,WillCa02,pass_cmp,0,,,,,
player,201112120sea,ram,WillCa02,pass_att,0,,,,,
player,201112120sea,ram,WillCa02,pass_yds,0,,,,,
player,201112120sea,ram,WillCa02,pass_td,0,,,,,
player,201112120sea,ram,WillCa02,pass_int,0,,,,,
player,201112120sea,ram,WillCa02,pass_sacked,0,,,,,
player,201112120sea,ram,WillCa02,pass_sacked_yds,0,,,,,
player,201112120sea,ram,WillCa02,pass_long,0,,,,,
player,201112120sea,ram,WillCa02,pass_rating,,,,,,
player,201112120sea,ram,WillCa02,rush_att,8,,,,,
player,201112120sea,ram,WillCa02,rush_yds,49,,,,,
player,201112120sea,ram,WillCa02,rush_td,0,,,,,
player,201112120sea,ram,WillCa02,rush_long,12,,,,,
player,201112120sea,ram,WillCa02,targets,0,,,,,
player,201112120sea,ram,WillCa02,rec,0,,,,,
player,201112120sea,ram,WillCa02,rec_yds,0,,,,,
player,201112120sea,ram,WillCa02,rec_td,0,,,,,
player,201112120sea,ram,WillCa02,rec_long,0,,,,,
player,201112120sea,ram,WillCa02,fumbles,0,,,,,
player,201112120sea,ram,WillCa02,fumbles_lost,,,,,,
player,201112120sea,ram,NorwJe00,pass_cmp,0,,,,,
player,201112120sea,ram,NorwJe00,pass_att,0,,,,,
player,201112120sea,ram,NorwJe00,pass_yds,0,,,,,
player,201112120sea,ram,NorwJe00,pass_td,0,,,,,
player,201112120sea,ram,NorwJe00,pass_int,0,,,,,
player,201112120sea,ram,NorwJe00,pass_sacked,0,,,,,
player,201112120sea,ram,NorwJe00,pass_sacked_yds,0,,,,,
player,201112120sea,ram,NorwJe00,pass_long,0,,,,,
player,201112120sea,ram,NorwJe00,pass_rating,,,,,,
player,201112120sea,ram,NorwJe00,rush_att,1,,,,,
player,201112120sea,ram,NorwJe00,rush_yds,3,,,,,
player,201112120sea,ram,NorwJe00,rush_td,0,,,,,
player,201112120sea,ram,NorwJe00,rush_long,3,,,,,
player,201112120sea,ram,NorwJe00,targets,0,,,,,
player,201112120sea,ram,NorwJe00,rec,0,,,,,
player,201112120sea,ram,NorwJe00,rec_yds,0,,,,,
player,201112120sea,ram,NorwJe00,rec_td,0,,,,,
player,201112120sea,ram,NorwJe00,rec_long,0,,,,,
player,201112120sea,ram,NorwJe00,fumbles,0,,,,,
player,201112120sea,ram,NorwJe00,fumbles_lost,,,,,,
player,201112120sea,ram,LloyBr00,pass_cmp,0,,,,,
player,201112120sea,ram,LloyBr00,pass_att,0,,,,,
player,201112120sea,ram,LloyBr00,pass_yds,0,,,,,
player,201112120sea,ram,LloyBr00,pass_td,0,,,,,
