game,2011,11,20111120,201111200det,car,"Carolina Panthers",35,det,"Detroit Lions",49
player,201111200det,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201111200det,car,SmitSt01,pass_long,0,,,,,
player,201111200det,car,SmitSt01,pass_rating,,,,,,
player,201111200det,car,SmitSt01,rush_att,1,,,,,
player,201111200det,car,SmitSt01,rush_yds,5,,,,,
player,201111200det,car,SmitSt01,rush_td,0,,,,,
player,201111200det,car,SmitSt01,rush_long,5,,,,,
player,201111200det,car,SmitSt01,targets,10,,,,,
player,201111200det,car,SmitSt01,rec,5,,,,,
player,201111200det,car,SmitSt01,rec_yds,41,,,,,
player,201111200det,car,SmitSt01,rec_td,1,,,,,
player,201111200det,car,SmitSt01,rec_long,20,,,,,
player,201111200det,car,SmitSt01,fumbles,0,,,,,
player,201111200det,car,SmitSt01,fumbles_lost,,,,,,
player,201111200det,car,LaFeBr00,pass_cmp,0,,,,,
player,201111200det,car,LaFeBr00,pass_att,0,,,,,
player,201111200det,car,LaFeBr00,pass_yds,0,,,,,
player,201111200det,car,LaFeBr00,pass_td,0,,,,,
player,201111200det,car,LaFeBr00,pass_int,0,,,,,
player,201111200det,car,LaFeBr00,pass_sacked,0,,,,,
player,201111200det,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201111200det,car,LaFeBr00,pass_long,0,,,,,
player,201111200det,car,LaFeBr00,pass_rating,,,,,,
player,201111200det,car,LaFeBr00,rush_att,0,,,,,
player,201111200det,car,LaFeBr00,rush_yds,0,,,,,
player,201111200det,car,LaFeBr00,rush_td,0,,,,,
player,201111200det,car,LaFeBr00,rush_long,0,,,,,
player,201111200det,car,LaFeBr00,targets,5,,,,,
player,201111200det,car,LaFeBr00,rec,3,,,,,
player,201111200det,car,LaFeBr00,rec_yds,51,,,,,
player,201111200det,car,LaFeBr00,rec_td,0,,,,,
player,201111200det,car,LaFeBr00,rec_long,22,,,,,
player,201111200det,car,LaFeBr00,fumbles,0,,,,,
player,201111200det,car,LaFeBr00,fumbles_lost,,,,,,
player,201111200det,car,NaanLe00,pass_cmp,0,,,,,
player,201111200det,car,NaanLe00,pass_att,0,,,,,
player,201111200det,car,NaanLe00,pass_yds,0,,,,,
player,201111200det,car,NaanLe00,pass_td,0,,,,,
player,201111200det,car,NaanLe00,pass_int,0,,,,,
player,201111200det,car,NaanLe00,pass_sacked,0,,,,,
player,201111200det,car,NaanLe00,pass_sacked_yds,0,,,,,
player,201111200det,car,NaanLe00,pass_long,0,,,,,
player,201111200det,car,NaanLe00,pass_rating,,,,,,
player,201111200det,car,NaanLe00,rush_att,0,,,,,
player,201111200det,car,NaanLe00,rush_yds,0,,,,,
player,201111200det,car,NaanLe00,rush_td,0,,,,,
player,201111200det,car,NaanLe00,rush_long,0,,,,,
player,201111200det,car,NaanLe00,targets,5,,,,,
player,201111200det,car,NaanLe00,rec,3,,,,,
player,201111200det,car,NaanLe00,rec_yds,41,,,,,
player,201111200det,car,NaanLe00,rec_td,0,,,,,
player,201111200det,car,NaanLe00,rec_long,26,,,,,
player,201111200det,car,NaanLe00,fumbles,0,,,,,
player,201111200det,car,NaanLe00,fumbles_lost,,,,,,
player,201111200det,car,OlseGr00,pass_cmp,0,,,,,
player,201111200det,car,OlseGr00,pass_att,0,,,,,
player,201111200det,car,OlseGr00,pass_yds,0,,,,,
player,201111200det,car,OlseGr00,pass_td,0,,,,,
player,201111200det,car,OlseGr00,pass_int,0,,,,,
player,201111200det,car,OlseGr00,pass_sacked,0,,,,,
player,201111200det,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201111200det,car,OlseGr00,pass_long,0,,,,,
player,201111200det,car,OlseGr00,pass_rating,,,,,,
player,201111200det,car,OlseGr00,rush_att,0,,,,,
player,201111200det,car,OlseGr00,rush_yds,0,,,,,
player,201111200det,car,OlseGr00,rush_td,0,,,,,
player,201111200det,car,OlseGr00,rush_long,0,,,,,
player,201111200det,car,OlseGr00,targets,9,,,,,
player,201111200det,car,OlseGr00,rec,3,,,,,
player,201111200det,car,OlseGr00,rec_yds,23,,,,,
player,201111200det,car,OlseGr00,rec_td,0,,,,,
player,201111200det,car,OlseGr00,rec_long,8,,,,,
player,201111200det,car,OlseGr00,fumbles,0,,,,,
player,201111200det,car,OlseGr00,fumbles_lost,,,,,,
player,201111200det,car,BrocRi00,pass_cmp,0,,,,,
player,201111200det,car,BrocRi00,pass_att,0,,,,,
player,201111200det,car,BrocRi00,pass_yds,0,,,,,
player,201111200det,car,BrocRi00,pass_td,0,,,,,
player,201111200det,car,BrocRi00,pass_int,0,,,,,
player,201111200det,car,BrocRi00,pass_sacked,0,,,,,
player,201111200det,car,BrocRi00,pass_sacked_yds,0,,,,,
player,201111200det,car,BrocRi00,pass_long,0,,,,,
player,201111200det,car,BrocRi00,pass_rating,,,,,,
player,201111200det,car,BrocRi00,rush_att,0,,,,,
player,201111200det,car,BrocRi00,rush_yds,0,,,,,
player,201111200det,car,BrocRi00,rush_td,0,,,,,
player,201111200det,car,BrocRi00,rush_long,0,,,,,
player,201111200det,car,BrocRi00,targets,1,,,,,
player,201111200det,car,BrocRi00,rec,1,,,,,
player,201111200det,car,BrocRi00,rec_yds,5,,,,,
player,201111200det,car,BrocRi00,rec_td,0,,,,,
player,201111200det,car,BrocRi00,rec_long,5,,,,,
player,201111200det,car,BrocRi00,fumbles,0,,,,,
player,201111200det,car,BrocRi00,fumbles_lost,,,,,,
player,201111200det,det,StafMa00,pass_cmp,28,,,,,
player,201111200det,det,StafMa00,pass_att,36,,,,,
player,201111200det,det,StafMa00,pass_yds,335,,,,,
player,201111200det,det,StafMa00,pass_td,5,,,,,
player,201111200det,det,StafMa00,pass_int,2,,,,,
player,201111200det,det,StafMa00,pass_sacked,2,,,,,
player,201111200det,det,StafMa00,pass_sacked_yds,9,,,,,
player,201111200det,det,StafMa00,pass_long,30,,,,,
player,201111200det,det,StafMa00,pass_rating,121.9,,,,,
player,201111200det,det,StafMa00,rush_att,4,,,,,
player,201111200det,det,StafMa00,rush_yds,2,,,,,
player,201111200det,det,StafMa00,rush_td,0,,,,,
player,201111200det,det,StafMa00,rush_long,2,,,,,
player,201111200det,det,StafMa00,targets,0,,,,,
player,201111200det,det,StafMa00,rec,0,,,,,
player,201111200det,det,StafMa00,rec_yds,0,,,,,
player,201111200det,det,StafMa00,rec_td,0,,,,,
player,201111200det,det,StafMa00,rec_long,0,,,,,
player,201111200det,det,StafMa00,fumbles,0,,,,,
player,201111200det,det,StafMa00,fumbles_lost,,,,,,
player,201111200det,det,SmitKe02,pass_cmp,0,,,,,
player,201111200det,det,SmitKe02,pass_att,0,,,,,
player,201111200det,det,SmitKe02,pass_yds,0,,,,,
player,201111200det,det,SmitKe02,pass_td,0,,,,,
player,201111200det,det,SmitKe02,pass_int,0,,,,,
player,201111200det,det,SmitKe02,pass_sacked,0,,,,,
player,201111200det,det,SmitKe02,pass_sacked_yds,0,,,,,
player,201111200det,det,SmitKe02,pass_long,0,,,,,
player,201111200det,det,SmitKe02,pass_rating,,,,,,
player,201111200det,det,SmitKe02,rush_att,16,,,,,
player,201111200det,det,SmitKe02,rush_yds,140,,,,,
player,201111200det,det,SmitKe02,rush_td,2,,,,,
player,201111200det,det,SmitKe02,rush_long,43,,,,,
player,201111200det,det,SmitKe02,targets,4,,,,,
player,201111200det,det,SmitKe02,rec,4,,,,,
player,201111200det,det,SmitKe02,rec_yds,61,,,,,
player,201111200det,det,SmitKe02,rec_td,1,,,,,
player,201111200det,det,SmitKe02,rec_long,28,,,,,
player,201111200det,det,SmitKe02,fumbles,0,,,,,
player,201111200det,det,SmitKe02,fumbles_lost,,,,,,
player,201111200det,det,MorrMa00,pass_cmp,0,,,,,
player,201111200det,det,MorrMa00,pass_att,0,,,,,
player,201111200det,det,MorrMa00,pass_yds,0,,,,,
player,201111200det,det,MorrMa00,pass_td,0,,,,,
player,201111200det,det,MorrMa00,pass_int,0,,,,,
player,201111200det,det,MorrMa00,pass_sacked,0,,,,,
player,201111200det,det,MorrMa00,pass_sacked_yds,0,,,,,
player,201111200det,det,MorrMa00,pass_long,0,,,,,
player,201111200det,det,MorrMa00,pass_rating,,,,,,
player,201111200det,det,MorrMa00,rush_att,7,,,,,
player,201111200det,det,MorrMa00,rush_yds,29,,,,,
player,201111200det,det,MorrMa00,rush_td,0,,,,,
player,201111200det,det,MorrMa00,rush_long,16,,,,,
player,201111200det,det,MorrMa00,targets,1,,,,,
player,201111200det,det,MorrMa00,rec,1,,,,,
player,201111200det,det,MorrMa00,rec_yds,8,,,,,
player,201111200det,det,MorrMa00,rec_td,0,,,,,
player,201111200det,det,MorrMa00,rec_long,8,,,,,
player,201111200det,det,MorrMa00,fumbles,0,,,,,
player,201111200det,det,MorrMa00,fumbles_lost,,,,,,
player,201111200det,det,JohnCa00,pass_cmp,0,,,,,
player,201111200det,det,JohnCa00,pass_att,0,,,,,
player,201111200det,det,JohnCa00,pass_yds,0,,,,,
player,201111200det,det,JohnCa00,pass_td,0,,,,,
player,201111200det,det,JohnCa00,pass_int,0,,,,,
player,201111200det,det,JohnCa00,pass_sacked,0,,,,,
player,201111200det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201111200det,det,JohnCa00,pass_long,0,,,,,
player,201111200det,det,JohnCa00,pass_rating,,,,,,
player,201111200det,det,JohnCa00,rush_att,0,,,,,
player,201111200det,det,JohnCa00,rush_yds,0,,,,,
player,201111200det,det,JohnCa00,rush_td,0,,,,,
player,201111200det,det,JohnCa00,rush_long,0,,,,,
player,201111200det,det,JohnCa00,targets,8,,,,,
player,201111200det,det,JohnCa00,rec,5,,,,,
player,201111200det,det,JohnCa00,rec_yds,89,,,,,
player,201111200det,det,JohnCa00,rec_td,0,,,,,
player,201111200det,det,JohnCa00,rec_long,30,,,,,
player,201111200det,det,JohnCa00,fumbles,0,,,,,
player,201111200det,det,JohnCa00,fumbles_lost,,,,,,
player,201111200det,det,BurlNa00,pass_cmp,0,,,,,
player,201111200det,det,BurlNa00,pass_att,0,,,,,
player,201111200det,det,BurlNa00,pass_yds,0,,,,,
player,201111200det,det,BurlNa00,pass_td,0,,,,,
player,201111200det,det,BurlNa00,pass_int,0,,,,,
player,201111200det,det,BurlNa00,pass_sacked,0,,,,,
player,201111200det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201111200det,det,BurlNa00,pass_long,0,,,,,
player,201111200det,det,BurlNa00,pass_rating,,,,,,
player,201111200det,det,BurlNa00,rush_att,0,,,,,
player,201111200det,det,BurlNa00,rush_yds,0,,,,,
player,201111200det,det,BurlNa00,rush_td,0,,,,,
player,201111200det,det,BurlNa00,rush_long,0,,,,,
player,201111200det,det,BurlNa00,targets,7,,,,,
player,201111200det,det,BurlNa00,rec,7,,,,,
player,201111200det,det,BurlNa00,rec_yds,63,,,,,
player,201111200det,det,BurlNa00,rec_td,1,,,,,
player,201111200det,det,BurlNa00,rec_long,16,,,,,
player,201111200det,det,BurlNa00,fumbles,0,,,,,
player,201111200det,det,BurlNa00,fumbles_lost,,,,,,
player,201111200det,det,PettBr00,pass_cmp,0,,,,,
player,201111200det,det,PettBr00,pass_att,0,,,,,
player,201111200det,det,PettBr00,pass_yds,0,,,,,
player,201111200det,det,PettBr00,pass_td,0,,,,,
player,201111200det,det,PettBr00,pass_int,0,,,,,
player,201111200det,det,PettBr00,pass_sacked,0,,,,,
player,201111200det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201111200det,det,PettBr00,pass_long,0,,,,,
player,201111200det,det,PettBr00,pass_rating,,,,,,
player,201111200det,det,PettBr00,rush_att,0,,,,,
player,201111200det,det,PettBr00,rush_yds,0,,,,,
player,201111200det,det,PettBr00,rush_td,0,,,,,
player,201111200det,det,PettBr00,rush_long,0,,,,,
player,201111200det,det,PettBr00,targets,5,,,,,
player,201111200det,det,PettBr00,rec,4,,,,,
player,201111200det,det,PettBr00,rec_yds,37,,,,,
player,201111200det,det,PettBr00,rec_td,1,,,,,
player,201111200det,det,PettBr00,rec_long,16,,,,,
player,201111200det,det,PettBr00,fumbles,0,,,,,
player,201111200det,det,PettBr00,fumbles_lost,,,,,,
player,201111200det,det,DaviRa00,pass_cmp,0,,,,,
player,201111200det,det,DaviRa00,pass_att,0,,,,,
player,201111200det,det,DaviRa00,pass_yds,0,,,,,
player,201111200det,det,DaviRa00,pass_td,0,,,,,
player,201111200det,det,DaviRa00,pass_int,0,,,,,
player,201111200det,det,DaviRa00,pass_sacked,0,,,,,
player,201111200det,det,DaviRa00,pass_sacked_yds,0,,,,,
player,201111200det,det,DaviRa00,pass_long,0,,,,,
player,201111200det,det,DaviRa00,pass_rating,,,,,,
player,201111200det,det,DaviRa00,rush_att,0,,,,,
player,201111200det,det,DaviRa00,rush_yds,0,,,,,
player,201111200det,det,DaviRa00,rush_td,0,,,,,
player,201111200det,det,DaviRa00,rush_long,0,,,,,
player,201111200det,det,DaviRa00,targets,2,,,,,
player,201111200det,det,DaviRa00,rec,2,,,,,
player,201111200det,det,DaviRa00,rec_yds,27,,,,,
player,201111200det,det,DaviRa00,rec_td,0,,,,,
player,201111200det,det,DaviRa00,rec_long,15,,,,,
player,201111200det,det,DaviRa00,fumbles,0,,,,,
player,201111200det,det,DaviRa00,fumbles_lost,,,,,,
player,201111200det,det,ScheTo00,pass_cmp,0,,,,,
player,201111200det,det,ScheTo00,pass_att,0,,,,,
player,201111200det,det,ScheTo00,pass_yds,0,,,,,
player,201111200det,det,ScheTo00,pass_td,0,,,,,
player,201111200det,det,ScheTo00,pass_int,0,,,,,
player,201111200det,det,ScheTo00,pass_sacked,0,,,,,
player,201111200det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201111200det,det,ScheTo00,pass_long,0,,,,,
player,201111200det,det,ScheTo00,pass_rating,,,,,,
player,201111200det,det,ScheTo00,rush_att,0,,,,,
player,201111200det,det,ScheTo00,rush_yds,0,,,,,
player,201111200det,det,ScheTo00,rush_td,0,,,,,
player,201111200det,det,ScheTo00,rush_long,0,,,,,
player,201111200det,det,ScheTo00,targets,3,,,,,
player,201111200det,det,ScheTo00,rec,2,,,,,
player,201111200det,det,ScheTo00,rec_yds,24,,,,,
player,201111200det,det,ScheTo00,rec_td,1,,,,,
player,201111200det,det,ScheTo00,rec_long,17,,,,,
player,201111200det,det,ScheTo00,fumbles,0,,,,,
player,201111200det,det,ScheTo00,fumbles_lost,,,,,,
player,201111200det,det,YounTi00,pass_cmp,0,,,,,
player,201111200det,det,YounTi00,pass_att,0,,,,,
player,201111200det,det,YounTi00,pass_yds,0,,,,,
player,201111200det,det,YounTi00,pass_td,0,,,,,
player,201111200det,det,YounTi00,pass_int,0,,,,,
player,201111200det,det,YounTi00,pass_sacked,0,,,,,
player,201111200det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201111200det,det,YounTi00,pass_long,0,,,,,
player,201111200det,det,YounTi00,pass_rating,,,,,,
player,201111200det,det,YounTi00,rush_att,0,,,,,
player,201111200det,det,YounTi00,rush_yds,0,,,,,
player,201111200det,det,YounTi00,rush_td,0,,,,,
player,201111200det,det,YounTi00,rush_long,0,,,,,
player,201111200det,det,YounTi00,targets,3,,,,,
player,201111200det,det,YounTi00,rec,2,,,,,
player,201111200det,det,YounTi00,rec_yds,14,,,,,
player,201111200det,det,YounTi00,rec_td,1,,,,,
player,201111200det,det,YounTi00,rec_long,11,,,,,
player,201111200det,det,YounTi00,fumbles,0,,,,,
player,201111200det,det,YounTi00,fumbles_lost,,,,,,
player,201111200det,det,HellWi00,pass_cmp,0,,,,,
player,201111200det,det,HellWi00,pass_att,0,,,,,
player,201111200det,det,HellWi00,pass_yds,0,,,,,
player,201111200det,det,HellWi00,pass_td,0,,,,,
player,201111200det,det,HellWi00,pass_int,0,,,,,
player,201111200det,det,HellWi00,pass_sacked,0,,,,,
player,201111200det,det,HellWi00,pass_sacked_yds,0,,,,,
player,201111200det,det,HellWi00,pass_long,0,,,,,
player,201111200det,det,HellWi00,pass_rating,,,,,,
player,201111200det,det,HellWi00,rush_att,0,,,,,
player,201111200det,det,HellWi00,rush_yds,0,,,,,
player,201111200det,det,HellWi00,rush_td,0,,,,,
player,201111200det,det,HellWi00,rush_long,0,,,,,
player,201111200det,det,HellWi00,targets,3,,,,,
player,201111200det,det,HellWi00,rec,1,,,,,
player,201111200det,det,HellWi00,rec_yds,12,,,,,
player,201111200det,det,HellWi00,rec_td,0,,,,,
player,201111200det,det,HellWi00,rec_long,12,,,,,
player,201111200det,det,HellWi00,fumbles,0,,,,,
player,201111200det,det,HellWi00,fumbles_lost,,,,,,
player,201111200det,det,WillKe03,pass_cmp,0,,,,,
player,201111200det,det,WillKe03,pass_att,0,,,,,
player,201111200det,det,WillKe03,pass_yds,0,,,,,
player,201111200det,det,WillKe03,pass_td,0,,,,,
player,201111200det,det,WillKe03,pass_int,0,,,,,
player,201111200det,det,WillKe03,pass_sacked,0,,,,,
player,201111200det,det,WillKe03,pass_sacked_yds,0,,,,,
player,201111200det,det,WillKe03,pass_long,0,,,,,
player,201111200det,det,WillKe03,pass_rating,,,,,,
player,201111200det,det,WillKe03,rush_att,1,,,,,
player,201111200det,det,WillKe03,rush_yds,0,,,,,
player,201111200det,det,WillKe03,rush_td,0,,,,,
player,201111200det,det,WillKe03,rush_long,0,,,,,
player,201111200det,det,WillKe03,targets,0,,,,,
player,201111200det,det,WillKe03,rec,0,,,,,
player,201111200det,det,WillKe03,rec_yds,0,,,,,
player,201111200det,det,WillKe03,rec_td,0,,,,,
player,201111200det,det,WillKe03,rec_long,0,,,,,
player,201111200det,det,WillKe03,fumbles,1,,,,,
player,201111200det,det,WillKe03,fumbles_lost,1,,,,,
player,201111200det,det,LogaSt00,pass_cmp,0,,,,,
player,201111200det,det,LogaSt00,pass_att,0,,,,,
player,201111200det,det,LogaSt00,pass_yds,0,,,,,
player,201111200det,det,LogaSt00,pass_td,0,,,,,
player,201111200det,det,LogaSt00,pass_int,0,,,,,
player,201111200det,det,LogaSt00,pass_sacked,0,,,,,
player,201111200det,det,LogaSt00,pass_sacked_yds,0,,,,,
player,201111200det,det,LogaSt00,pass_long,0,,,,,
player,201111200det,det,LogaSt00,pass_rating,,,,,,
player,201111200det,det,LogaSt00,rush_att,1,,,,,
player,201111200det,det,LogaSt00,rush_yds,-2,,,,,
player,201111200det,det,LogaSt00,rush_td,0,,,,,
player,201111200det,det,LogaSt00,rush_long,-2,,,,,
player,201111200det,det,LogaSt00,targets,0,,,,,
player,201111200det,det,LogaSt00,rec,0,,,,,
player,201111200det,det,LogaSt00,rec_yds,0,,,,,
player,201111200det,det,LogaSt00,rec_td,0,,,,,
player,201111200det,det,LogaSt00,rec_long,0,,,,,
player,201111200det,det,LogaSt00,fumbles,0,,,,,
player,201111200det,det,LogaSt00,fumbles_lost,,,,,,
player,201111200det,car,AndeJa21,def_int,1,,,,,
player,201111200det,car,AndeJa21,def_int_yds,0,,,,,
player,201111200det,car,AndeJa21,def_int_td,0,,,,,
player,201111200det,car,AndeJa21,def_int_long,0,,,,,
player,201111200det,car,AndeJa21,pass_defended,2,,,,,
player,201111200det,car,AndeJa21,sacks,0.0,,,,,
player,201111200det,car,AndeJa21,tackles_combined,10,,,,,
player,201111200det,car,AndeJa21,tackles_solo,7,,,,,
player,201111200det,car,AndeJa21,tackles_assists,3,,,,,
player,201111200det,car,AndeJa21,tackles_loss,0,,,,,
player,201111200det,car,AndeJa21,qb_hits,0,,,,,
player,201111200det,car,AndeJa21,fumbles_rec,0,,,,,
player,201111200det,car,AndeJa21,fumbles_rec_yds,0,,,,,
player,201111200det,car,AndeJa21,fumbles_rec_td,0,,,,,
player,201111200det,car,AndeJa21,fumbles_forced,0,,,,,
player,201111200det,car,GodfCh99,def_int,1,,,,,
player,201111200det,car,GodfCh99,def_int_yds,21,,,,,
player,201111200det,car,GodfCh99,def_int_td,0,,,,,
player,201111200det,car,GodfCh99,def_int_long,21,,,,,
player,201111200det,car,GodfCh99,pass_defended,2,,,,,
player,201111200det,car,GodfCh99,sacks,0.0,,,,,
player,201111200det,car,GodfCh99,tackles_combined,8,,,,,
player,201111200det,car,GodfCh99,tackles_solo,3,,,,,
player,201111200det,car,GodfCh99,tackles_assists,5,,,,,
player,201111200det,car,GodfCh99,tackles_loss,0,,,,,
player,201111200det,car,GodfCh99,qb_hits,0,,,,,
player,201111200det,car,GodfCh99,fumbles_rec,0,,,,,
player,201111200det,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201111200det,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201111200det,car,GodfCh99,fumbles_forced,0,,,,,
player,201111200det,car,KeisTh00,def_int,0,,,,,
player,201111200det,car,KeisTh00,def_int_yds,0,,,,,
player,201111200det,car,KeisTh00,def_int_td,0,,,,,
player,201111200det,car,KeisTh00,def_int_long,0,,,,,
player,201111200det,car,KeisTh00,pass_defended,0,,,,,
player,201111200det,car,KeisTh00,sacks,2.0,,,,,
player,201111200det,car,KeisTh00,tackles_combined,5,,,,,
player,201111200det,car,KeisTh00,tackles_solo,5,,,,,
player,201111200det,car,KeisTh00,tackles_assists,0,,,,,
player,201111200det,car,KeisTh00,tackles_loss,2,,,,,
player,201111200det,car,KeisTh00,qb_hits,2,,,,,
player,201111200det,car,KeisTh00,fumbles_rec,0,,,,,
player,201111200det,car,KeisTh00,fumbles_rec_yds,0,,,,,
player,201111200det,car,KeisTh00,fumbles_rec_td,0,,,,,
player,201111200det,car,KeisTh00,fumbles_forced,0,,,,,
player,201111200det,car,GambCh20,def_int,0,,,,,
player,201111200det,car,GambCh20,def_int_yds,0,,,,,
player,201111200det,car,GambCh20,def_int_td,0,,,,,
player,201111200det,car,GambCh20,def_int_long,0,,,,,
player,201111200det,car,GambCh20,pass_defended,0,,,,,
player,201111200det,car,GambCh20,sacks,0.0,,,,,
player,201111200det,car,GambCh20,tackles_combined,6,,,,,
player,201111200det,car,GambCh20,tackles_solo,5,,,,,
player,201111200det,car,GambCh20,tackles_assists,1,,,,,
player,201111200det,car,GambCh20,tackles_loss,0,,,,,
player,201111200det,car,GambCh20,qb_hits,0,,,,,
player,201111200det,car,GambCh20,fumbles_rec,0,,,,,
player,201111200det,car,GambCh20,fumbles_rec_yds,0,,,,,
player,201111200det,car,GambCh20,fumbles_rec_td,0,,,,,
player,201111200det,car,GambCh20,fumbles_forced,0,,,,,
player,201111200det,car,SennJo00,def_int,0,,,,,
player,201111200det,car,SennJo00,def_int_yds,0,,,,,
player,201111200det,car,SennJo00,def_int_td,0,,,,,
player,201111200det,car,SennJo00,def_int_long,0,,,,,
player,201111200det,car,SennJo00,pass_defended,0,,,,,
