game,2011,3,20110925,201109250sdg,kan,"Kansas City Chiefs",17,sdg,"San Diego Chargers",20
team,201109250sdg,kan,First Downs,13,,,,,,
team,201109250sdg,sdg,First Downs,22,,,,,,
team,201109250sdg,kan,Rush-Yds-TDs,27-81-0,,,,,,
team,201109250sdg,sdg,Rush-Yds-TDs,30-117-2,,,,,,
team,201109250sdg,kan,Cmp-Att-Yd-TD-INT,17-24-176-2-1,,,,,,
team,201109250sdg,sdg,Cmp-Att-Yd-TD-INT,24-38-266-0-2,,,,,,
team,201109250sdg,kan,Sacked-Yards,1-5,,,,,,
team,201109250sdg,sdg,Sacked-Yards,2-8,,,,,,
team,201109250sdg,kan,Net Pass Yards,171,,,,,,
team,201109250sdg,sdg,Net Pass Yards,258,,,,,,
team,201109250sdg,kan,Total Yards,252,,,,,,
team,201109250sdg,sdg,Total Yards,375,,,,,,
team,201109250sdg,kan,Fumbles-Lost,1-0,,,,,,
team,201109250sdg,sdg,Fumbles-Lost,2-0,,,,,,
team,201109250sdg,kan,Turnovers,1,,,,,,
team,201109250sdg,sdg,Turnovers,2,,,,,,
team,201109250sdg,kan,Penalties-Yards,7-65,,,,,,
team,201109250sdg,sdg,Penalties-Yards,4-40,,,,,,
team,201109250sdg,kan,Third Down Conv.,5-12,,,,,,
team,201109250sdg,sdg,Third Down Conv.,8-14,,,,,,
team,201109250sdg,kan,Fourth Down Conv.,1-1,,,,,,
team,201109250sdg,sdg,Fourth Down Conv.,0-1,,,,,,
team,201109250sdg,kan,Time of Possession,25:17,,,,,,
team,201109250sdg,sdg,Time of Possession,34:43,,,,,,
player,201109250sdg,kan,CassMa00,pass_cmp,17,,,,,
player,201109250sdg,kan,CassMa00,pass_att,24,,,,,
player,201109250sdg,kan,CassMa00,pass_yds,176,,,,,
player,201109250sdg,kan,CassMa00,pass_td,2,,,,,
player,201109250sdg,kan,CassMa00,pass_int,1,,,,,
player,201109250sdg,kan,CassMa00,pass_sacked,1,,,,,
player,201109250sdg,kan,CassMa00,pass_sacked_yds,5,,,,,
player,201109250sdg,kan,CassMa00,pass_long,43,,,,,
player,201109250sdg,kan,CassMa00,pass_rating,102.1,,,,,
player,201109250sdg,kan,CassMa00,rush_att,1,,,,,
player,201109250sdg,kan,CassMa00,rush_yds,1,,,,,
player,201109250sdg,kan,CassMa00,rush_td,0,,,,,
player,201109250sdg,kan,CassMa00,rush_long,1,,,,,
player,201109250sdg,kan,CassMa00,targets,0,,,,,
player,201109250sdg,kan,CassMa00,rec,0,,,,,
player,201109250sdg,kan,CassMa00,rec_yds,0,,,,,
player,201109250sdg,kan,CassMa00,rec_td,0,,,,,
player,201109250sdg,kan,CassMa00,rec_long,0,,,,,
player,201109250sdg,kan,CassMa00,fumbles,1,,,,,
player,201109250sdg,kan,CassMa00,fumbles_lost,0,,,,,
player,201109250sdg,kan,McClDe00,pass_cmp,0,,,,,
player,201109250sdg,kan,McClDe00,pass_att,0,,,,,
player,201109250sdg,kan,McClDe00,pass_yds,0,,,,,
player,201109250sdg,kan,McClDe00,pass_td,0,,,,,
player,201109250sdg,kan,McClDe00,pass_int,0,,,,,
player,201109250sdg,kan,McClDe00,pass_sacked,0,,,,,
player,201109250sdg,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201109250sdg,kan,McClDe00,pass_long,0,,,,,
player,201109250sdg,kan,McClDe00,pass_rating,,,,,,
player,201109250sdg,kan,McClDe00,rush_att,9,,,,,
player,201109250sdg,kan,McClDe00,rush_yds,45,,,,,
player,201109250sdg,kan,McClDe00,rush_td,0,,,,,
player,201109250sdg,kan,McClDe00,rush_long,16,,,,,
player,201109250sdg,kan,McClDe00,targets,6,,,,,
player,201109250sdg,kan,McClDe00,rec,5,,,,,
player,201109250sdg,kan,McClDe00,rec_yds,17,,,,,
player,201109250sdg,kan,McClDe00,rec_td,0,,,,,
player,201109250sdg,kan,McClDe00,rec_long,4,,,,,
player,201109250sdg,kan,McClDe00,fumbles,0,,,,,
player,201109250sdg,kan,McClDe00,fumbles_lost,,,,,,
player,201109250sdg,kan,JoneTh00,pass_cmp,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_att,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_yds,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_td,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_int,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_sacked,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_sacked_yds,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_long,0,,,,,
player,201109250sdg,kan,JoneTh00,pass_rating,,,,,,
player,201109250sdg,kan,JoneTh00,rush_att,14,,,,,
player,201109250sdg,kan,JoneTh00,rush_yds,31,,,,,
player,201109250sdg,kan,JoneTh00,rush_td,0,,,,,
player,201109250sdg,kan,JoneTh00,rush_long,6,,,,,
player,201109250sdg,kan,JoneTh00,targets,1,,,,,
player,201109250sdg,kan,JoneTh00,rec,1,,,,,
player,201109250sdg,kan,JoneTh00,rec_yds,2,,,,,
player,201109250sdg,kan,JoneTh00,rec_td,0,,,,,
player,201109250sdg,kan,JoneTh00,rec_long,2,,,,,
player,201109250sdg,kan,JoneTh00,fumbles,0,,,,,
player,201109250sdg,kan,JoneTh00,fumbles_lost,,,,,,
player,201109250sdg,kan,BattJa00,pass_cmp,0,,,,,
player,201109250sdg,kan,BattJa00,pass_att,0,,,,,
player,201109250sdg,kan,BattJa00,pass_yds,0,,,,,
player,201109250sdg,kan,BattJa00,pass_td,0,,,,,
player,201109250sdg,kan,BattJa00,pass_int,0,,,,,
player,201109250sdg,kan,BattJa00,pass_sacked,0,,,,,
player,201109250sdg,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201109250sdg,kan,BattJa00,pass_long,0,,,,,
player,201109250sdg,kan,BattJa00,pass_rating,,,,,,
player,201109250sdg,kan,BattJa00,rush_att,1,,,,,
player,201109250sdg,kan,BattJa00,rush_yds,2,,,,,
player,201109250sdg,kan,BattJa00,rush_td,0,,,,,
player,201109250sdg,kan,BattJa00,rush_long,2,,,,,
player,201109250sdg,kan,BattJa00,targets,1,,,,,
player,201109250sdg,kan,BattJa00,rec,1,,,,,
player,201109250sdg,kan,BattJa00,rec_yds,3,,,,,
player,201109250sdg,kan,BattJa00,rec_td,0,,,,,
