game,2011,7,20111023,201110230car,was,"Washington Redskins",20,car,"Carolina Panthers",33
team,201110230car,was,First Downs,22,,,,,,
team,201110230car,car,First Downs,20,,,,,,
team,201110230car,was,Rush-Yds-TDs,23-92-1,,,,,,
team,201110230car,car,Rush-Yds-TDs,37-175-2,,,,,,
team,201110230car,was,Cmp-Att-Yd-TD-INT,22-37-279-1-1,,,,,,
team,201110230car,car,Cmp-Att-Yd-TD-INT,18-23-256-1-0,,,,,,
team,201110230car,was,Sacked-Yards,3-18,,,,,,
team,201110230car,car,Sacked-Yards,4-24,,,,,,
team,201110230car,was,Net Pass Yards,261,,,,,,
team,201110230car,car,Net Pass Yards,232,,,,,,
team,201110230car,was,Total Yards,353,,,,,,
team,201110230car,car,Total Yards,407,,,,,,
team,201110230car,was,Fumbles-Lost,2-2,,,,,,
team,201110230car,car,Fumbles-Lost,1-0,,,,,,
team,201110230car,was,Turnovers,3,,,,,,
team,201110230car,car,Turnovers,0,,,,,,
team,201110230car,was,Penalties-Yards,3-26,,,,,,
team,201110230car,car,Penalties-Yards,13-105,,,,,,
team,201110230car,was,Third Down Conv.,5-12,,,,,,
team,201110230car,car,Third Down Conv.,5-12,,,,,,
team,201110230car,was,Fourth Down Conv.,0-2,,,,,,
team,201110230car,car,Fourth Down Conv.,0-0,,,,,,
team,201110230car,was,Time of Possession,24:30,,,,,,
team,201110230car,car,Time of Possession,35:30,,,,,,
player,201110230car,was,BeckJo00,pass_cmp,22,,,,,
player,201110230car,was,BeckJo00,pass_att,37,,,,,
player,201110230car,was,BeckJo00,pass_yds,279,,,,,
player,201110230car,was,BeckJo00,pass_td,1,,,,,
player,201110230car,was,BeckJo00,pass_int,1,,,,,
player,201110230car,was,BeckJo00,pass_sacked,3,,,,,
player,201110230car,was,BeckJo00,pass_sacked_yds,18,,,,,
player,201110230car,was,BeckJo00,pass_long,32,,,,,
player,201110230car,was,BeckJo00,pass_rating,80.8,,,,,
player,201110230car,was,BeckJo00,rush_att,3,,,,,
player,201110230car,was,BeckJo00,rush_yds,10,,,,,
player,201110230car,was,BeckJo00,rush_td,1,,,,,
player,201110230car,was,BeckJo00,rush_long,7,,,,,
player,201110230car,was,BeckJo00,targets,0,,,,,
player,201110230car,was,BeckJo00,rec,0,,,,,
player,201110230car,was,BeckJo00,rec_yds,0,,,,,
player,201110230car,was,BeckJo00,rec_td,0,,,,,
player,201110230car,was,BeckJo00,rec_long,0,,,,,
player,201110230car,was,BeckJo00,fumbles,1,,,,,
player,201110230car,was,BeckJo00,fumbles_lost,1,,,,,
player,201110230car,was,HighTi00,pass_cmp,0,,,,,
player,201110230car,was,HighTi00,pass_att,0,,,,,
player,201110230car,was,HighTi00,pass_yds,0,,,,,
player,201110230car,was,HighTi00,pass_td,0,,,,,
player,201110230car,was,HighTi00,pass_int,0,,,,,
player,201110230car,was,HighTi00,pass_sacked,0,,,,,
player,201110230car,was,HighTi00,pass_sacked_yds,0,,,,,
player,201110230car,was,HighTi00,pass_long,0,,,,,
player,201110230car,was,HighTi00,pass_rating,,,,,,
player,201110230car,was,HighTi00,rush_att,17,,,,,
player,201110230car,was,HighTi00,rush_yds,88,,,,,
player,201110230car,was,HighTi00,rush_td,0,,,,,
player,201110230car,was,HighTi00,rush_long,17,,,,,
player,201110230car,was,HighTi00,targets,1,,,,,
player,201110230car,was,HighTi00,rec,0,,,,,
player,201110230car,was,HighTi00,rec_yds,0,,,,,
player,201110230car,was,HighTi00,rec_td,0,,,,,
player,201110230car,was,HighTi00,rec_long,0,,,,,
player,201110230car,was,HighTi00,fumbles,0,,,,,
player,201110230car,was,HighTi00,fumbles_lost,,,,,,
player,201110230car,was,DaviFr01,pass_cmp,0,,,,,
player,201110230car,was,DaviFr01,pass_att,0,,,,,
player,201110230car,was,DaviFr01,pass_yds,0,,,,,
player,201110230car,was,DaviFr01,pass_td,0,,,,,
player,201110230car,was,DaviFr01,pass_int,0,,,,,
player,201110230car,was,DaviFr01,pass_sacked,0,,,,,
player,201110230car,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201110230car,was,DaviFr01,pass_long,0,,,,,
