game,2011,12,20111124,201111240rav,sfo,"San Francisco 49ers",6,rav,"Baltimore Ravens",16
player,201111240rav,sfo,DaviVe00,rec_td,0,,,,,
player,201111240rav,sfo,DaviVe00,rec_long,20,,,,,
player,201111240rav,sfo,DaviVe00,fumbles,0,,,,,
player,201111240rav,sfo,DaviVe00,fumbles_lost,,,,,,
player,201111240rav,sfo,EdwaBr00,pass_cmp,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_att,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_yds,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_td,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_int,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_sacked,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_sacked_yds,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_long,0,,,,,
player,201111240rav,sfo,EdwaBr00,pass_rating,,,,,,
player,201111240rav,sfo,EdwaBr00,rush_att,0,,,,,
player,201111240rav,sfo,EdwaBr00,rush_yds,0,,,,,
player,201111240rav,sfo,EdwaBr00,rush_td,0,,,,,
player,201111240rav,sfo,EdwaBr00,rush_long,0,,,,,
player,201111240rav,sfo,EdwaBr00,targets,3,,,,,
player,201111240rav,sfo,EdwaBr00,rec,1,,,,,
player,201111240rav,sfo,EdwaBr00,rec_yds,5,,,,,
player,201111240rav,sfo,EdwaBr00,rec_td,0,,,,,
player,201111240rav,sfo,EdwaBr00,rec_long,5,,,,,
player,201111240rav,sfo,EdwaBr00,fumbles,0,,,,,
player,201111240rav,sfo,EdwaBr00,fumbles_lost,,,,,,
player,201111240rav,sfo,WillKy01,pass_cmp,0,,,,,
player,201111240rav,sfo,WillKy01,pass_att,0,,,,,
player,201111240rav,sfo,WillKy01,pass_yds,0,,,,,
player,201111240rav,sfo,WillKy01,pass_td,0,,,,,
player,201111240rav,sfo,WillKy01,pass_int,0,,,,,
player,201111240rav,sfo,WillKy01,pass_sacked,0,,,,,
player,201111240rav,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201111240rav,sfo,WillKy01,pass_long,0,,,,,
player,201111240rav,sfo,WillKy01,pass_rating,,,,,,
player,201111240rav,sfo,WillKy01,rush_att,0,,,,,
player,201111240rav,sfo,WillKy01,rush_yds,0,,,,,
player,201111240rav,sfo,WillKy01,rush_td,0,,,,,
player,201111240rav,sfo,WillKy01,rush_long,0,,,,,
player,201111240rav,sfo,WillKy01,targets,1,,,,,
player,201111240rav,sfo,WillKy01,rec,0,,,,,
player,201111240rav,sfo,WillKy01,rec_yds,0,,,,,
player,201111240rav,sfo,WillKy01,rec_td,0,,,,,
player,201111240rav,sfo,WillKy01,rec_long,0,,,,,
player,201111240rav,sfo,WillKy01,fumbles,0,,,,,
player,201111240rav,sfo,WillKy01,fumbles_lost,,,,,,
player,201111240rav,rav,FlacJo00,pass_cmp,15,,,,,
player,201111240rav,rav,FlacJo00,pass_att,23,,,,,
player,201111240rav,rav,FlacJo00,pass_yds,161,,,,,
player,201111240rav,rav,FlacJo00,pass_td,1,,,,,
player,201111240rav,rav,FlacJo00,pass_int,0,,,,,
player,201111240rav,rav,FlacJo00,pass_sacked,0,,,,,
player,201111240rav,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,FlacJo00,pass_long,22,,,,,
player,201111240rav,rav,FlacJo00,pass_rating,100.1,,,,,
player,201111240rav,rav,FlacJo00,rush_att,6,,,,,
player,201111240rav,rav,FlacJo00,rush_yds,2,,,,,
player,201111240rav,rav,FlacJo00,rush_td,0,,,,,
player,201111240rav,rav,FlacJo00,rush_long,6,,,,,
player,201111240rav,rav,FlacJo00,targets,0,,,,,
player,201111240rav,rav,FlacJo00,rec,0,,,,,
player,201111240rav,rav,FlacJo00,rec_yds,0,,,,,
player,201111240rav,rav,FlacJo00,rec_td,0,,,,,
player,201111240rav,rav,FlacJo00,rec_long,0,,,,,
player,201111240rav,rav,FlacJo00,fumbles,0,,,,,
player,201111240rav,rav,FlacJo00,fumbles_lost,,,,,,
player,201111240rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201111240rav,rav,RiceRa00,pass_att,0,,,,,
player,201111240rav,rav,RiceRa00,pass_yds,0,,,,,
player,201111240rav,rav,RiceRa00,pass_td,0,,,,,
player,201111240rav,rav,RiceRa00,pass_int,0,,,,,
player,201111240rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201111240rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,RiceRa00,pass_long,0,,,,,
player,201111240rav,rav,RiceRa00,pass_rating,,,,,,
player,201111240rav,rav,RiceRa00,rush_att,21,,,,,
player,201111240rav,rav,RiceRa00,rush_yds,59,,,,,
player,201111240rav,rav,RiceRa00,rush_td,0,,,,,
player,201111240rav,rav,RiceRa00,rush_long,10,,,,,
player,201111240rav,rav,RiceRa00,targets,3,,,,,
player,201111240rav,rav,RiceRa00,rec,3,,,,,
player,201111240rav,rav,RiceRa00,rec_yds,24,,,,,
player,201111240rav,rav,RiceRa00,rec_td,0,,,,,
player,201111240rav,rav,RiceRa00,rec_long,17,,,,,
player,201111240rav,rav,RiceRa00,fumbles,0,,,,,
player,201111240rav,rav,RiceRa00,fumbles_lost,,,,,,
player,201111240rav,rav,WillRi00,pass_cmp,0,,,,,
player,201111240rav,rav,WillRi00,pass_att,0,,,,,
player,201111240rav,rav,WillRi00,pass_yds,0,,,,,
player,201111240rav,rav,WillRi00,pass_td,0,,,,,
player,201111240rav,rav,WillRi00,pass_int,0,,,,,
player,201111240rav,rav,WillRi00,pass_sacked,0,,,,,
player,201111240rav,rav,WillRi00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,WillRi00,pass_long,0,,,,,
player,201111240rav,rav,WillRi00,pass_rating,,,,,,
player,201111240rav,rav,WillRi00,rush_att,7,,,,,
player,201111240rav,rav,WillRi00,rush_yds,29,,,,,
player,201111240rav,rav,WillRi00,rush_td,0,,,,,
player,201111240rav,rav,WillRi00,rush_long,12,,,,,
player,201111240rav,rav,WillRi00,targets,2,,,,,
player,201111240rav,rav,WillRi00,rec,1,,,,,
player,201111240rav,rav,WillRi00,rec_yds,-1,,,,,
player,201111240rav,rav,WillRi00,rec_td,0,,,,,
player,201111240rav,rav,WillRi00,rec_long,-1,,,,,
player,201111240rav,rav,WillRi00,fumbles,0,,,,,
player,201111240rav,rav,WillRi00,fumbles_lost,,,,,,
player,201111240rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201111240rav,rav,LeacVo00,pass_att,0,,,,,
player,201111240rav,rav,LeacVo00,pass_yds,0,,,,,
player,201111240rav,rav,LeacVo00,pass_td,0,,,,,
player,201111240rav,rav,LeacVo00,pass_int,0,,,,,
player,201111240rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201111240rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,LeacVo00,pass_long,0,,,,,
player,201111240rav,rav,LeacVo00,pass_rating,,,,,,
player,201111240rav,rav,LeacVo00,rush_att,1,,,,,
player,201111240rav,rav,LeacVo00,rush_yds,2,,,,,
player,201111240rav,rav,LeacVo00,rush_td,0,,,,,
player,201111240rav,rav,LeacVo00,rush_long,2,,,,,
player,201111240rav,rav,LeacVo00,targets,1,,,,,
player,201111240rav,rav,LeacVo00,rec,1,,,,,
player,201111240rav,rav,LeacVo00,rec_yds,10,,,,,
player,201111240rav,rav,LeacVo00,rec_td,0,,,,,
player,201111240rav,rav,LeacVo00,rec_long,10,,,,,
player,201111240rav,rav,LeacVo00,fumbles,0,,,,,
player,201111240rav,rav,LeacVo00,fumbles_lost,,,,,,
player,201111240rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201111240rav,rav,BoldAn00,pass_att,0,,,,,
player,201111240rav,rav,BoldAn00,pass_yds,0,,,,,
player,201111240rav,rav,BoldAn00,pass_td,0,,,,,
player,201111240rav,rav,BoldAn00,pass_int,0,,,,,
player,201111240rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201111240rav,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,BoldAn00,pass_long,0,,,,,
player,201111240rav,rav,BoldAn00,pass_rating,,,,,,
player,201111240rav,rav,BoldAn00,rush_att,0,,,,,
player,201111240rav,rav,BoldAn00,rush_yds,0,,,,,
player,201111240rav,rav,BoldAn00,rush_td,0,,,,,
player,201111240rav,rav,BoldAn00,rush_long,0,,,,,
player,201111240rav,rav,BoldAn00,targets,9,,,,,
player,201111240rav,rav,BoldAn00,rec,4,,,,,
player,201111240rav,rav,BoldAn00,rec_yds,63,,,,,
player,201111240rav,rav,BoldAn00,rec_td,0,,,,,
player,201111240rav,rav,BoldAn00,rec_long,22,,,,,
player,201111240rav,rav,BoldAn00,fumbles,0,,,,,
player,201111240rav,rav,BoldAn00,fumbles_lost,,,,,,
player,201111240rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201111240rav,rav,SmitTo02,pass_att,0,,,,,
player,201111240rav,rav,SmitTo02,pass_yds,0,,,,,
player,201111240rav,rav,SmitTo02,pass_td,0,,,,,
player,201111240rav,rav,SmitTo02,pass_int,0,,,,,
player,201111240rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201111240rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201111240rav,rav,SmitTo02,pass_long,0,,,,,
player,201111240rav,rav,SmitTo02,pass_rating,,,,,,
player,201111240rav,rav,SmitTo02,rush_att,0,,,,,
player,201111240rav,rav,SmitTo02,rush_yds,0,,,,,
player,201111240rav,rav,SmitTo02,rush_td,0,,,,,
player,201111240rav,rav,SmitTo02,rush_long,0,,,,,
player,201111240rav,rav,SmitTo02,targets,3,,,,,
player,201111240rav,rav,SmitTo02,rec,2,,,,,
player,201111240rav,rav,SmitTo02,rec_yds,23,,,,,
player,201111240rav,rav,SmitTo02,rec_td,0,,,,,
player,201111240rav,rav,SmitTo02,rec_long,12,,,,,
player,201111240rav,rav,SmitTo02,fumbles,0,,,,,
player,201111240rav,rav,SmitTo02,fumbles_lost,,,,,,
player,201111240rav,rav,PittDe00,pass_cmp,0,,,,,
player,201111240rav,rav,PittDe00,pass_att,0,,,,,
player,201111240rav,rav,PittDe00,pass_yds,0,,,,,
player,201111240rav,rav,PittDe00,pass_td,0,,,,,
player,201111240rav,rav,PittDe00,pass_int,0,,,,,
player,201111240rav,rav,PittDe00,pass_sacked,0,,,,,
player,201111240rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,PittDe00,pass_long,0,,,,,
player,201111240rav,rav,PittDe00,pass_rating,,,,,,
player,201111240rav,rav,PittDe00,rush_att,0,,,,,
player,201111240rav,rav,PittDe00,rush_yds,0,,,,,
player,201111240rav,rav,PittDe00,rush_td,0,,,,,
player,201111240rav,rav,PittDe00,rush_long,0,,,,,
player,201111240rav,rav,PittDe00,targets,2,,,,,
player,201111240rav,rav,PittDe00,rec,2,,,,,
player,201111240rav,rav,PittDe00,rec_yds,19,,,,,
player,201111240rav,rav,PittDe00,rec_td,1,,,,,
player,201111240rav,rav,PittDe00,rec_long,11,,,,,
player,201111240rav,rav,PittDe00,fumbles,0,,,,,
player,201111240rav,rav,PittDe00,fumbles_lost,,,,,,
player,201111240rav,rav,DickEd00,pass_cmp,0,,,,,
player,201111240rav,rav,DickEd00,pass_att,0,,,,,
player,201111240rav,rav,DickEd00,pass_yds,0,,,,,
player,201111240rav,rav,DickEd00,pass_td,0,,,,,
player,201111240rav,rav,DickEd00,pass_int,0,,,,,
player,201111240rav,rav,DickEd00,pass_sacked,0,,,,,
player,201111240rav,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,DickEd00,pass_long,0,,,,,
player,201111240rav,rav,DickEd00,pass_rating,,,,,,
player,201111240rav,rav,DickEd00,rush_att,0,,,,,
player,201111240rav,rav,DickEd00,rush_yds,0,,,,,
player,201111240rav,rav,DickEd00,rush_td,0,,,,,
player,201111240rav,rav,DickEd00,rush_long,0,,,,,
player,201111240rav,rav,DickEd00,targets,2,,,,,
player,201111240rav,rav,DickEd00,rec,1,,,,,
player,201111240rav,rav,DickEd00,rec_yds,15,,,,,
player,201111240rav,rav,DickEd00,rec_td,0,,,,,
player,201111240rav,rav,DickEd00,rec_long,15,,,,,
player,201111240rav,rav,DickEd00,fumbles,0,,,,,
player,201111240rav,rav,DickEd00,fumbles_lost,,,,,,
player,201111240rav,rav,EvanLe00,pass_cmp,0,,,,,
player,201111240rav,rav,EvanLe00,pass_att,0,,,,,
player,201111240rav,rav,EvanLe00,pass_yds,0,,,,,
player,201111240rav,rav,EvanLe00,pass_td,0,,,,,
player,201111240rav,rav,EvanLe00,pass_int,0,,,,,
player,201111240rav,rav,EvanLe00,pass_sacked,0,,,,,
player,201111240rav,rav,EvanLe00,pass_sacked_yds,0,,,,,
player,201111240rav,rav,EvanLe00,pass_long,0,,,,,
player,201111240rav,rav,EvanLe00,pass_rating,,,,,,
player,201111240rav,rav,EvanLe00,rush_att,0,,,,,
player,201111240rav,rav,EvanLe00,rush_yds,0,,,,,
player,201111240rav,rav,EvanLe00,rush_td,0,,,,,
player,201111240rav,rav,EvanLe00,rush_long,0,,,,,
player,201111240rav,rav,EvanLe00,targets,1,,,,,
player,201111240rav,rav,EvanLe00,rec,1,,,,,
player,201111240rav,rav,EvanLe00,rec_yds,8,,,,,
player,201111240rav,rav,EvanLe00,rec_td,0,,,,,
player,201111240rav,rav,EvanLe00,rec_long,8,,,,,
player,201111240rav,rav,EvanLe00,fumbles,0,,,,,
player,201111240rav,rav,EvanLe00,fumbles_lost,,,,,,
player,201111240rav,sfo,BowmNa99,def_int,0,,,,,
player,201111240rav,sfo,BowmNa99,def_int_yds,0,,,,,
player,201111240rav,sfo,BowmNa99,def_int_td,0,,,,,
player,201111240rav,sfo,BowmNa99,def_int_long,0,,,,,
player,201111240rav,sfo,BowmNa99,pass_defended,0,,,,,
player,201111240rav,sfo,BowmNa99,sacks,0.0,,,,,
player,201111240rav,sfo,BowmNa99,tackles_combined,9,,,,,
player,201111240rav,sfo,BowmNa99,tackles_solo,4,,,,,
player,201111240rav,sfo,BowmNa99,tackles_assists,5,,,,,
player,201111240rav,sfo,BowmNa99,tackles_loss,0,,,,,
player,201111240rav,sfo,BowmNa99,qb_hits,0,,,,,
player,201111240rav,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201111240rav,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201111240rav,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201111240rav,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201111240rav,sfo,WillPa98,def_int,0,,,,,
player,201111240rav,sfo,WillPa98,def_int_yds,0,,,,,
player,201111240rav,sfo,WillPa98,def_int_td,0,,,,,
player,201111240rav,sfo,WillPa98,def_int_long,0,,,,,
player,201111240rav,sfo,WillPa98,pass_defended,1,,,,,
player,201111240rav,sfo,WillPa98,sacks,0.0,,,,,
player,201111240rav,sfo,WillPa98,tackles_combined,8,,,,,
player,201111240rav,sfo,WillPa98,tackles_solo,4,,,,,
player,201111240rav,sfo,WillPa98,tackles_assists,4,,,,,
player,201111240rav,sfo,WillPa98,tackles_loss,1,,,,,
player,201111240rav,sfo,WillPa98,qb_hits,0,,,,,
player,201111240rav,sfo,WillPa98,fumbles_rec,0,,,,,
player,201111240rav,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201111240rav,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201111240rav,sfo,WillPa98,fumbles_forced,0,,,,,
player,201111240rav,sfo,McDoRa99,def_int,0,,,,,
player,201111240rav,sfo,McDoRa99,def_int_yds,0,,,,,
player,201111240rav,sfo,McDoRa99,def_int_td,0,,,,,
player,201111240rav,sfo,McDoRa99,def_int_long,0,,,,,
player,201111240rav,sfo,McDoRa99,pass_defended,0,,,,,
player,201111240rav,sfo,McDoRa99,sacks,0.0,,,,,
player,201111240rav,sfo,McDoRa99,tackles_combined,7,,,,,
player,201111240rav,sfo,McDoRa99,tackles_solo,5,,,,,
player,201111240rav,sfo,McDoRa99,tackles_assists,2,,,,,
player,201111240rav,sfo,McDoRa99,tackles_loss,0,,,,,
player,201111240rav,sfo,McDoRa99,qb_hits,0,,,,,
player,201111240rav,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201111240rav,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201111240rav,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201111240rav,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201111240rav,sfo,SopoIs20,def_int,0,,,,,
player,201111240rav,sfo,SopoIs20,def_int_yds,0,,,,,
player,201111240rav,sfo,SopoIs20,def_int_td,0,,,,,
player,201111240rav,sfo,SopoIs20,def_int_long,0,,,,,
player,201111240rav,sfo,SopoIs20,pass_defended,0,,,,,
player,201111240rav,sfo,SopoIs20,sacks,0.0,,,,,
player,201111240rav,sfo,SopoIs20,tackles_combined,6,,,,,
player,201111240rav,sfo,SopoIs20,tackles_solo,6,,,,,
player,201111240rav,sfo,SopoIs20,tackles_assists,0,,,,,
player,201111240rav,sfo,SopoIs20,tackles_loss,0,,,,,
player,201111240rav,sfo,SopoIs20,qb_hits,1,,,,,
player,201111240rav,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201111240rav,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201111240rav,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201111240rav,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201111240rav,sfo,WhitDo20,def_int,0,,,,,
player,201111240rav,sfo,WhitDo20,def_int_yds,0,,,,,
player,201111240rav,sfo,WhitDo20,def_int_td,0,,,,,
player,201111240rav,sfo,WhitDo20,def_int_long,0,,,,,
player,201111240rav,sfo,WhitDo20,pass_defended,0,,,,,
player,201111240rav,sfo,WhitDo20,sacks,0.0,,,,,
player,201111240rav,sfo,WhitDo20,tackles_combined,6,,,,,
player,201111240rav,sfo,WhitDo20,tackles_solo,3,,,,,
player,201111240rav,sfo,WhitDo20,tackles_assists,3,,,,,
player,201111240rav,sfo,WhitDo20,tackles_loss,0,,,,,
player,201111240rav,sfo,WhitDo20,qb_hits,0,,,,,
player,201111240rav,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201111240rav,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201111240rav,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201111240rav,sfo,WhitDo20,fumbles_forced,0,,,,,
player,201111240rav,sfo,CullCh00,def_int,0,,,,,
player,201111240rav,sfo,CullCh00,def_int_yds,0,,,,,
player,201111240rav,sfo,CullCh00,def_int_td,0,,,,,
player,201111240rav,sfo,CullCh00,def_int_long,0,,,,,
player,201111240rav,sfo,CullCh00,pass_defended,1,,,,,
player,201111240rav,sfo,CullCh00,sacks,0.0,,,,,
player,201111240rav,sfo,CullCh00,tackles_combined,5,,,,,
