game,2011,14,20111211,201112110nyj,kan,"Kansas City Chiefs",10,nyj,"New York Jets",37
player,201112110nyj,kan,JohnDe25,sacks,0.0,,,,,
player,201112110nyj,kan,JohnDe25,tackles_combined,12,,,,,
player,201112110nyj,kan,JohnDe25,tackles_solo,9,,,,,
player,201112110nyj,kan,JohnDe25,tackles_assists,3,,,,,
player,201112110nyj,kan,JohnDe25,tackles_loss,2,,,,,
player,201112110nyj,kan,JohnDe25,qb_hits,0,,,,,
player,201112110nyj,kan,JohnDe25,fumbles_rec,1,,,,,
player,201112110nyj,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,JohnDe25,fumbles_forced,0,,,,,
player,201112110nyj,kan,DorsGl99,def_int,0,,,,,
player,201112110nyj,kan,DorsGl99,def_int_yds,0,,,,,
player,201112110nyj,kan,DorsGl99,def_int_td,0,,,,,
player,201112110nyj,kan,DorsGl99,def_int_long,0,,,,,
player,201112110nyj,kan,DorsGl99,pass_defended,0,,,,,
player,201112110nyj,kan,DorsGl99,sacks,0.0,,,,,
player,201112110nyj,kan,DorsGl99,tackles_combined,9,,,,,
player,201112110nyj,kan,DorsGl99,tackles_solo,2,,,,,
player,201112110nyj,kan,DorsGl99,tackles_assists,7,,,,,
player,201112110nyj,kan,DorsGl99,tackles_loss,0,,,,,
player,201112110nyj,kan,DorsGl99,qb_hits,0,,,,,
player,201112110nyj,kan,DorsGl99,fumbles_rec,0,,,,,
player,201112110nyj,kan,DorsGl99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,DorsGl99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,DorsGl99,fumbles_forced,0,,,,,
player,201112110nyj,kan,JackTy98,def_int,0,,,,,
player,201112110nyj,kan,JackTy98,def_int_yds,0,,,,,
player,201112110nyj,kan,JackTy98,def_int_td,0,,,,,
player,201112110nyj,kan,JackTy98,def_int_long,0,,,,,
player,201112110nyj,kan,JackTy98,pass_defended,0,,,,,
player,201112110nyj,kan,JackTy98,sacks,0.0,,,,,
player,201112110nyj,kan,JackTy98,tackles_combined,8,,,,,
player,201112110nyj,kan,JackTy98,tackles_solo,6,,,,,
player,201112110nyj,kan,JackTy98,tackles_assists,2,,,,,
player,201112110nyj,kan,JackTy98,tackles_loss,1,,,,,
player,201112110nyj,kan,JackTy98,qb_hits,0,,,,,
player,201112110nyj,kan,JackTy98,fumbles_rec,0,,,,,
player,201112110nyj,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,JackTy98,fumbles_forced,0,,,,,
player,201112110nyj,kan,LewiKe00,def_int,0,,,,,
player,201112110nyj,kan,LewiKe00,def_int_yds,0,,,,,
player,201112110nyj,kan,LewiKe00,def_int_td,0,,,,,
player,201112110nyj,kan,LewiKe00,def_int_long,0,,,,,
player,201112110nyj,kan,LewiKe00,pass_defended,0,,,,,
player,201112110nyj,kan,LewiKe00,sacks,0.0,,,,,
player,201112110nyj,kan,LewiKe00,tackles_combined,7,,,,,
player,201112110nyj,kan,LewiKe00,tackles_solo,4,,,,,
player,201112110nyj,kan,LewiKe00,tackles_assists,3,,,,,
player,201112110nyj,kan,LewiKe00,tackles_loss,0,,,,,
player,201112110nyj,kan,LewiKe00,qb_hits,0,,,,,
player,201112110nyj,kan,LewiKe00,fumbles_rec,0,,,,,
player,201112110nyj,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,LewiKe00,fumbles_forced,0,,,,,
player,201112110nyj,kan,FlowBr99,def_int,0,,,,,
player,201112110nyj,kan,FlowBr99,def_int_yds,0,,,,,
player,201112110nyj,kan,FlowBr99,def_int_td,0,,,,,
player,201112110nyj,kan,FlowBr99,def_int_long,0,,,,,
player,201112110nyj,kan,FlowBr99,pass_defended,2,,,,,
player,201112110nyj,kan,FlowBr99,sacks,0.0,,,,,
player,201112110nyj,kan,FlowBr99,tackles_combined,4,,,,,
player,201112110nyj,kan,FlowBr99,tackles_solo,1,,,,,
player,201112110nyj,kan,FlowBr99,tackles_assists,3,,,,,
player,201112110nyj,kan,FlowBr99,tackles_loss,0,,,,,
player,201112110nyj,kan,FlowBr99,qb_hits,0,,,,,
player,201112110nyj,kan,FlowBr99,fumbles_rec,0,,,,,
player,201112110nyj,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,FlowBr99,fumbles_forced,0,,,,,
player,201112110nyj,kan,McGrJo21,def_int,0,,,,,
player,201112110nyj,kan,McGrJo21,def_int_yds,0,,,,,
player,201112110nyj,kan,McGrJo21,def_int_td,0,,,,,
player,201112110nyj,kan,McGrJo21,def_int_long,0,,,,,
player,201112110nyj,kan,McGrJo21,pass_defended,0,,,,,
player,201112110nyj,kan,McGrJo21,sacks,0.0,,,,,
player,201112110nyj,kan,McGrJo21,tackles_combined,4,,,,,
player,201112110nyj,kan,McGrJo21,tackles_solo,1,,,,,
player,201112110nyj,kan,McGrJo21,tackles_assists,3,,,,,
player,201112110nyj,kan,McGrJo21,tackles_loss,0,,,,,
player,201112110nyj,kan,McGrJo21,qb_hits,0,,,,,
player,201112110nyj,kan,McGrJo21,fumbles_rec,0,,,,,
player,201112110nyj,kan,McGrJo21,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,McGrJo21,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,McGrJo21,fumbles_forced,0,,,,,
player,201112110nyj,kan,BelcJo00,def_int,0,,,,,
player,201112110nyj,kan,BelcJo00,def_int_yds,0,,,,,
player,201112110nyj,kan,BelcJo00,def_int_td,0,,,,,
player,201112110nyj,kan,BelcJo00,def_int_long,0,,,,,
player,201112110nyj,kan,BelcJo00,pass_defended,0,,,,,
player,201112110nyj,kan,BelcJo00,sacks,0.0,,,,,
player,201112110nyj,kan,BelcJo00,tackles_combined,2,,,,,
player,201112110nyj,kan,BelcJo00,tackles_solo,2,,,,,
player,201112110nyj,kan,BelcJo00,tackles_assists,0,,,,,
player,201112110nyj,kan,BelcJo00,tackles_loss,0,,,,,
player,201112110nyj,kan,BelcJo00,qb_hits,0,,,,,
player,201112110nyj,kan,BelcJo00,fumbles_rec,0,,,,,
player,201112110nyj,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,BelcJo00,fumbles_forced,0,,,,,
player,201112110nyj,kan,DaniTr20,def_int,0,,,,,
player,201112110nyj,kan,DaniTr20,def_int_yds,0,,,,,
player,201112110nyj,kan,DaniTr20,def_int_td,0,,,,,
player,201112110nyj,kan,DaniTr20,def_int_long,0,,,,,
player,201112110nyj,kan,DaniTr20,pass_defended,0,,,,,
player,201112110nyj,kan,DaniTr20,sacks,0.0,,,,,
player,201112110nyj,kan,DaniTr20,tackles_combined,2,,,,,
player,201112110nyj,kan,DaniTr20,tackles_solo,1,,,,,
player,201112110nyj,kan,DaniTr20,tackles_assists,1,,,,,
player,201112110nyj,kan,DaniTr20,tackles_loss,0,,,,,
player,201112110nyj,kan,DaniTr20,qb_hits,0,,,,,
player,201112110nyj,kan,DaniTr20,fumbles_rec,0,,,,,
player,201112110nyj,kan,DaniTr20,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,DaniTr20,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,DaniTr20,fumbles_forced,0,,,,,
player,201112110nyj,kan,GordAm20,def_int,0,,,,,
player,201112110nyj,kan,GordAm20,def_int_yds,0,,,,,
player,201112110nyj,kan,GordAm20,def_int_td,0,,,,,
player,201112110nyj,kan,GordAm20,def_int_long,0,,,,,
player,201112110nyj,kan,GordAm20,pass_defended,0,,,,,
player,201112110nyj,kan,GordAm20,sacks,0.0,,,,,
player,201112110nyj,kan,GordAm20,tackles_combined,2,,,,,
player,201112110nyj,kan,GordAm20,tackles_solo,0,,,,,
player,201112110nyj,kan,GordAm20,tackles_assists,2,,,,,
player,201112110nyj,kan,GordAm20,tackles_loss,0,,,,,
player,201112110nyj,kan,GordAm20,qb_hits,0,,,,,
player,201112110nyj,kan,GordAm20,fumbles_rec,0,,,,,
player,201112110nyj,kan,GordAm20,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,GordAm20,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,GordAm20,fumbles_forced,0,,,,,
player,201112110nyj,kan,GregKe20,def_int,0,,,,,
player,201112110nyj,kan,GregKe20,def_int_yds,0,,,,,
player,201112110nyj,kan,GregKe20,def_int_td,0,,,,,
player,201112110nyj,kan,GregKe20,def_int_long,0,,,,,
player,201112110nyj,kan,GregKe20,pass_defended,0,,,,,
player,201112110nyj,kan,GregKe20,sacks,0.0,,,,,
player,201112110nyj,kan,GregKe20,tackles_combined,2,,,,,
player,201112110nyj,kan,GregKe20,tackles_solo,0,,,,,
player,201112110nyj,kan,GregKe20,tackles_assists,2,,,,,
player,201112110nyj,kan,GregKe20,tackles_loss,0,,,,,
player,201112110nyj,kan,GregKe20,qb_hits,0,,,,,
player,201112110nyj,kan,GregKe20,fumbles_rec,0,,,,,
player,201112110nyj,kan,GregKe20,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,GregKe20,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,GregKe20,fumbles_forced,0,,,,,
player,201112110nyj,kan,PiscSa99,def_int,0,,,,,
player,201112110nyj,kan,PiscSa99,def_int_yds,0,,,,,
player,201112110nyj,kan,PiscSa99,def_int_td,0,,,,,
player,201112110nyj,kan,PiscSa99,def_int_long,0,,,,,
player,201112110nyj,kan,PiscSa99,pass_defended,0,,,,,
player,201112110nyj,kan,PiscSa99,sacks,0.0,,,,,
player,201112110nyj,kan,PiscSa99,tackles_combined,2,,,,,
player,201112110nyj,kan,PiscSa99,tackles_solo,1,,,,,
player,201112110nyj,kan,PiscSa99,tackles_assists,1,,,,,
player,201112110nyj,kan,PiscSa99,tackles_loss,0,,,,,
player,201112110nyj,kan,PiscSa99,qb_hits,0,,,,,
player,201112110nyj,kan,PiscSa99,fumbles_rec,0,,,,,
player,201112110nyj,kan,PiscSa99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,PiscSa99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,PiscSa99,fumbles_forced,0,,,,,
player,201112110nyj,kan,StudAn99,def_int,0,,,,,
player,201112110nyj,kan,StudAn99,def_int_yds,0,,,,,
player,201112110nyj,kan,StudAn99,def_int_td,0,,,,,
player,201112110nyj,kan,StudAn99,def_int_long,0,,,,,
player,201112110nyj,kan,StudAn99,pass_defended,0,,,,,
player,201112110nyj,kan,StudAn99,sacks,0.0,,,,,
player,201112110nyj,kan,StudAn99,tackles_combined,2,,,,,
player,201112110nyj,kan,StudAn99,tackles_solo,2,,,,,
player,201112110nyj,kan,StudAn99,tackles_assists,0,,,,,
player,201112110nyj,kan,StudAn99,tackles_loss,0,,,,,
player,201112110nyj,kan,StudAn99,qb_hits,0,,,,,
player,201112110nyj,kan,StudAn99,fumbles_rec,0,,,,,
player,201112110nyj,kan,StudAn99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,StudAn99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,StudAn99,fumbles_forced,0,,,,,
player,201112110nyj,kan,WillDe22,def_int,0,,,,,
player,201112110nyj,kan,WillDe22,def_int_yds,0,,,,,
player,201112110nyj,kan,WillDe22,def_int_td,0,,,,,
player,201112110nyj,kan,WillDe22,def_int_long,0,,,,,
player,201112110nyj,kan,WillDe22,pass_defended,0,,,,,
player,201112110nyj,kan,WillDe22,sacks,0.0,,,,,
player,201112110nyj,kan,WillDe22,tackles_combined,2,,,,,
player,201112110nyj,kan,WillDe22,tackles_solo,1,,,,,
player,201112110nyj,kan,WillDe22,tackles_assists,1,,,,,
player,201112110nyj,kan,WillDe22,tackles_loss,0,,,,,
player,201112110nyj,kan,WillDe22,qb_hits,0,,,,,
player,201112110nyj,kan,WillDe22,fumbles_rec,0,,,,,
player,201112110nyj,kan,WillDe22,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,WillDe22,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,WillDe22,fumbles_forced,0,,,,,
player,201112110nyj,kan,CarrBr99,def_int,0,,,,,
player,201112110nyj,kan,CarrBr99,def_int_yds,0,,,,,
player,201112110nyj,kan,CarrBr99,def_int_td,0,,,,,
player,201112110nyj,kan,CarrBr99,def_int_long,0,,,,,
player,201112110nyj,kan,CarrBr99,pass_defended,3,,,,,
player,201112110nyj,kan,CarrBr99,sacks,0.0,,,,,
player,201112110nyj,kan,CarrBr99,tackles_combined,1,,,,,
player,201112110nyj,kan,CarrBr99,tackles_solo,0,,,,,
player,201112110nyj,kan,CarrBr99,tackles_assists,1,,,,,
player,201112110nyj,kan,CarrBr99,tackles_loss,0,,,,,
player,201112110nyj,kan,CarrBr99,qb_hits,0,,,,,
player,201112110nyj,kan,CarrBr99,fumbles_rec,0,,,,,
player,201112110nyj,kan,CarrBr99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,CarrBr99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,CarrBr99,fumbles_forced,0,,,,,
player,201112110nyj,kan,CoppTe00,def_int,0,,,,,
player,201112110nyj,kan,CoppTe00,def_int_yds,0,,,,,
player,201112110nyj,kan,CoppTe00,def_int_td,0,,,,,
player,201112110nyj,kan,CoppTe00,def_int_long,0,,,,,
player,201112110nyj,kan,CoppTe00,pass_defended,0,,,,,
player,201112110nyj,kan,CoppTe00,sacks,0.0,,,,,
player,201112110nyj,kan,CoppTe00,tackles_combined,1,,,,,
player,201112110nyj,kan,CoppTe00,tackles_solo,1,,,,,
player,201112110nyj,kan,CoppTe00,tackles_assists,0,,,,,
player,201112110nyj,kan,CoppTe00,tackles_loss,0,,,,,
player,201112110nyj,kan,CoppTe00,qb_hits,0,,,,,
player,201112110nyj,kan,CoppTe00,fumbles_rec,0,,,,,
player,201112110nyj,kan,CoppTe00,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,CoppTe00,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,CoppTe00,fumbles_forced,0,,,,,
player,201112110nyj,kan,GreeCo01,def_int,0,,,,,
player,201112110nyj,kan,GreeCo01,def_int_yds,0,,,,,
player,201112110nyj,kan,GreeCo01,def_int_td,0,,,,,
player,201112110nyj,kan,GreeCo01,def_int_long,0,,,,,
player,201112110nyj,kan,GreeCo01,pass_defended,0,,,,,
player,201112110nyj,kan,GreeCo01,sacks,0.0,,,,,
player,201112110nyj,kan,GreeCo01,tackles_combined,1,,,,,
player,201112110nyj,kan,GreeCo01,tackles_solo,1,,,,,
player,201112110nyj,kan,GreeCo01,tackles_assists,0,,,,,
player,201112110nyj,kan,GreeCo01,tackles_loss,0,,,,,
player,201112110nyj,kan,GreeCo01,qb_hits,0,,,,,
player,201112110nyj,kan,GreeCo01,fumbles_rec,0,,,,,
player,201112110nyj,kan,GreeCo01,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,GreeCo01,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,GreeCo01,fumbles_forced,0,,,,,
player,201112110nyj,kan,LangRe99,def_int,0,,,,,
player,201112110nyj,kan,LangRe99,def_int_yds,0,,,,,
player,201112110nyj,kan,LangRe99,def_int_td,0,,,,,
player,201112110nyj,kan,LangRe99,def_int_long,0,,,,,
player,201112110nyj,kan,LangRe99,pass_defended,0,,,,,
player,201112110nyj,kan,LangRe99,sacks,0.0,,,,,
player,201112110nyj,kan,LangRe99,tackles_combined,1,,,,,
player,201112110nyj,kan,LangRe99,tackles_solo,1,,,,,
player,201112110nyj,kan,LangRe99,tackles_assists,0,,,,,
player,201112110nyj,kan,LangRe99,tackles_loss,0,,,,,
player,201112110nyj,kan,LangRe99,qb_hits,0,,,,,
player,201112110nyj,kan,LangRe99,fumbles_rec,0,,,,,
player,201112110nyj,kan,LangRe99,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,LangRe99,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,LangRe99,fumbles_forced,0,,,,,
player,201112110nyj,kan,BrowJa00,def_int,0,,,,,
player,201112110nyj,kan,BrowJa00,def_int_yds,0,,,,,
player,201112110nyj,kan,BrowJa00,def_int_td,0,,,,,
player,201112110nyj,kan,BrowJa00,def_int_long,0,,,,,
player,201112110nyj,kan,BrowJa00,pass_defended,0,,,,,
player,201112110nyj,kan,BrowJa00,sacks,0.0,,,,,
player,201112110nyj,kan,BrowJa00,tackles_combined,0,,,,,
player,201112110nyj,kan,BrowJa00,tackles_solo,0,,,,,
player,201112110nyj,kan,BrowJa00,tackles_assists,0,,,,,
player,201112110nyj,kan,BrowJa00,tackles_loss,0,,,,,
player,201112110nyj,kan,BrowJa00,qb_hits,0,,,,,
player,201112110nyj,kan,BrowJa00,fumbles_rec,1,,,,,
player,201112110nyj,kan,BrowJa00,fumbles_rec_yds,0,,,,,
player,201112110nyj,kan,BrowJa00,fumbles_rec_td,0,,,,,
player,201112110nyj,kan,BrowJa00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,LeonJi23,def_int,1,,,,,
player,201112110nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201112110nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201112110nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201112110nyj,nyj,LeonJi23,pass_defended,2,,,,,
player,201112110nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201112110nyj,nyj,LeonJi23,tackles_combined,1,,,,,
player,201112110nyj,nyj,LeonJi23,tackles_solo,0,,,,,
player,201112110nyj,nyj,LeonJi23,tackles_assists,1,,,,,
player,201112110nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201112110nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201112110nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201112110nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201112110nyj,nyj,HarrDa99,def_int,0,,,,,
player,201112110nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201112110nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201112110nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201112110nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201112110nyj,nyj,HarrDa99,sacks,1.0,,,,,
player,201112110nyj,nyj,HarrDa99,tackles_combined,6,,,,,
player,201112110nyj,nyj,HarrDa99,tackles_solo,4,,,,,
player,201112110nyj,nyj,HarrDa99,tackles_assists,2,,,,,
player,201112110nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201112110nyj,nyj,HarrDa99,qb_hits,1,,,,,
player,201112110nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201112110nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201112110nyj,nyj,SmitEr22,def_int,0,,,,,
player,201112110nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201112110nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201112110nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201112110nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201112110nyj,nyj,SmitEr22,sacks,1.0,,,,,
player,201112110nyj,nyj,SmitEr22,tackles_combined,5,,,,,
player,201112110nyj,nyj,SmitEr22,tackles_solo,2,,,,,
player,201112110nyj,nyj,SmitEr22,tackles_assists,3,,,,,
player,201112110nyj,nyj,SmitEr22,tackles_loss,1,,,,,
player,201112110nyj,nyj,SmitEr22,qb_hits,1,,,,,
player,201112110nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201112110nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201112110nyj,nyj,PouhSi20,def_int,0,,,,,
player,201112110nyj,nyj,PouhSi20,def_int_yds,0,,,,,
player,201112110nyj,nyj,PouhSi20,def_int_td,0,,,,,
player,201112110nyj,nyj,PouhSi20,def_int_long,0,,,,,
player,201112110nyj,nyj,PouhSi20,pass_defended,0,,,,,
player,201112110nyj,nyj,PouhSi20,sacks,1.0,,,,,
player,201112110nyj,nyj,PouhSi20,tackles_combined,3,,,,,
player,201112110nyj,nyj,PouhSi20,tackles_solo,2,,,,,
player,201112110nyj,nyj,PouhSi20,tackles_assists,1,,,,,
player,201112110nyj,nyj,PouhSi20,tackles_loss,2,,,,,
player,201112110nyj,nyj,PouhSi20,qb_hits,1,,,,,
player,201112110nyj,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201112110nyj,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201112110nyj,nyj,ScotBa20,def_int,0,,,,,
player,201112110nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201112110nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201112110nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201112110nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201112110nyj,nyj,ScotBa20,sacks,1.0,,,,,
player,201112110nyj,nyj,ScotBa20,tackles_combined,3,,,,,
player,201112110nyj,nyj,ScotBa20,tackles_solo,2,,,,,
player,201112110nyj,nyj,ScotBa20,tackles_assists,1,,,,,
player,201112110nyj,nyj,ScotBa20,tackles_loss,1,,,,,
player,201112110nyj,nyj,ScotBa20,qb_hits,1,,,,,
player,201112110nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201112110nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201112110nyj,nyj,DixoMa00,def_int,0,,,,,
player,201112110nyj,nyj,DixoMa00,def_int_yds,0,,,,,
player,201112110nyj,nyj,DixoMa00,def_int_td,0,,,,,
player,201112110nyj,nyj,DixoMa00,def_int_long,0,,,,,
player,201112110nyj,nyj,DixoMa00,pass_defended,0,,,,,
player,201112110nyj,nyj,DixoMa00,sacks,0.5,,,,,
player,201112110nyj,nyj,DixoMa00,tackles_combined,4,,,,,
player,201112110nyj,nyj,DixoMa00,tackles_solo,1,,,,,
player,201112110nyj,nyj,DixoMa00,tackles_assists,3,,,,,
player,201112110nyj,nyj,DixoMa00,tackles_loss,0,,,,,
player,201112110nyj,nyj,DixoMa00,qb_hits,1,,,,,
player,201112110nyj,nyj,DixoMa00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,PaceCa20,def_int,0,,,,,
player,201112110nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201112110nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201112110nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201112110nyj,nyj,PaceCa20,pass_defended,1,,,,,
player,201112110nyj,nyj,PaceCa20,sacks,0.5,,,,,
player,201112110nyj,nyj,PaceCa20,tackles_combined,4,,,,,
player,201112110nyj,nyj,PaceCa20,tackles_solo,3,,,,,
player,201112110nyj,nyj,PaceCa20,tackles_assists,1,,,,,
player,201112110nyj,nyj,PaceCa20,tackles_loss,2,,,,,
player,201112110nyj,nyj,PaceCa20,qb_hits,1,,,,,
player,201112110nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201112110nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201112110nyj,nyj,WilkMu00,def_int,0,,,,,
player,201112110nyj,nyj,WilkMu00,def_int_yds,0,,,,,
player,201112110nyj,nyj,WilkMu00,def_int_td,0,,,,,
player,201112110nyj,nyj,WilkMu00,def_int_long,0,,,,,
player,201112110nyj,nyj,WilkMu00,pass_defended,0,,,,,
player,201112110nyj,nyj,WilkMu00,sacks,0.0,,,,,
player,201112110nyj,nyj,WilkMu00,tackles_combined,5,,,,,
player,201112110nyj,nyj,WilkMu00,tackles_solo,3,,,,,
player,201112110nyj,nyj,WilkMu00,tackles_assists,2,,,,,
player,201112110nyj,nyj,WilkMu00,tackles_loss,0,,,,,
player,201112110nyj,nyj,WilkMu00,qb_hits,0,,,,,
player,201112110nyj,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201112110nyj,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201112110nyj,nyj,BellNi01,def_int,0,,,,,
player,201112110nyj,nyj,BellNi01,def_int_yds,0,,,,,
player,201112110nyj,nyj,BellNi01,def_int_td,0,,,,,
player,201112110nyj,nyj,BellNi01,def_int_long,0,,,,,
player,201112110nyj,nyj,BellNi01,pass_defended,0,,,,,
player,201112110nyj,nyj,BellNi01,sacks,0.0,,,,,
player,201112110nyj,nyj,BellNi01,tackles_combined,4,,,,,
player,201112110nyj,nyj,BellNi01,tackles_solo,2,,,,,
player,201112110nyj,nyj,BellNi01,tackles_assists,2,,,,,
player,201112110nyj,nyj,BellNi01,tackles_loss,0,,,,,
player,201112110nyj,nyj,BellNi01,qb_hits,0,,,,,
player,201112110nyj,nyj,BellNi01,fumbles_rec,0,,,,,
player,201112110nyj,nyj,BellNi01,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,BellNi01,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,BellNi01,fumbles_forced,0,,,,,
player,201112110nyj,nyj,CromAn20,def_int,0,,,,,
player,201112110nyj,nyj,CromAn20,def_int_yds,0,,,,,
player,201112110nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201112110nyj,nyj,CromAn20,def_int_long,0,,,,,
player,201112110nyj,nyj,CromAn20,pass_defended,0,,,,,
player,201112110nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201112110nyj,nyj,CromAn20,tackles_combined,3,,,,,
player,201112110nyj,nyj,CromAn20,tackles_solo,3,,,,,
player,201112110nyj,nyj,CromAn20,tackles_assists,0,,,,,
player,201112110nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201112110nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201112110nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201112110nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201112110nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201112110nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201112110nyj,nyj,McInGa00,def_int,0,,,,,
player,201112110nyj,nyj,McInGa00,def_int_yds,0,,,,,
player,201112110nyj,nyj,McInGa00,def_int_td,0,,,,,
player,201112110nyj,nyj,McInGa00,def_int_long,0,,,,,
player,201112110nyj,nyj,McInGa00,pass_defended,0,,,,,
player,201112110nyj,nyj,McInGa00,sacks,0.0,,,,,
