game,2011,17,20120101,201201010nyg,dal,"Dallas Cowboys",14,nyg,"New York Giants",31
team,201201010nyg,dal,First Downs,19,,,,,,
team,201201010nyg,nyg,First Downs,20,,,,,,
team,201201010nyg,dal,Rush-Yds-TDs,16-49-0,,,,,,
team,201201010nyg,nyg,Rush-Yds-TDs,31-106-1,,,,,,
team,201201010nyg,dal,Cmp-Att-Yd-TD-INT,29-37-289-2-1,,,,,,
team,201201010nyg,nyg,Cmp-Att-Yd-TD-INT,24-33-346-3-0,,,,,,
team,201201010nyg,dal,Sacked-Yards,6-38,,,,,,
team,201201010nyg,nyg,Sacked-Yards,2-15,,,,,,
team,201201010nyg,dal,Net Pass Yards,251,,,,,,
team,201201010nyg,nyg,Net Pass Yards,331,,,,,,
team,201201010nyg,dal,Total Yards,300,,,,,,
team,201201010nyg,nyg,Total Yards,437,,,,,,
team,201201010nyg,dal,Fumbles-Lost,2-1,,,,,,
team,201201010nyg,nyg,Fumbles-Lost,2-0,,,,,,
team,201201010nyg,dal,Turnovers,2,,,,,,
team,201201010nyg,nyg,Turnovers,0,,,,,,
team,201201010nyg,dal,Penalties-Yards,7-43,,,,,,
team,201201010nyg,nyg,Penalties-Yards,3-28,,,,,,
team,201201010nyg,dal,Third Down Conv.,4-12,,,,,,
team,201201010nyg,nyg,Third Down Conv.,7-15,,,,,,
team,201201010nyg,dal,Fourth Down Conv.,0-1,,,,,,
team,201201010nyg,nyg,Fourth Down Conv.,0-1,,,,,,
team,201201010nyg,dal,Time of Possession,25:27,,,,,,
team,201201010nyg,nyg,Time of Possession,34:33,,,,,,
player,201201010nyg,dal,RomoTo00,pass_cmp,29,,,,,
player,201201010nyg,dal,RomoTo00,pass_att,37,,,,,
player,201201010nyg,dal,RomoTo00,pass_yds,289,,,,,
player,201201010nyg,dal,RomoTo00,pass_td,2,,,,,
player,201201010nyg,dal,RomoTo00,pass_int,1,,,,,
player,201201010nyg,dal,RomoTo00,pass_sacked,6,,,,,
player,201201010nyg,dal,RomoTo00,pass_sacked_yds,38,,,,,
player,201201010nyg,dal,RomoTo00,pass_long,34,,,,,
player,201201010nyg,dal,RomoTo00,pass_rating,106.0,,,,,
player,201201010nyg,dal,RomoTo00,rush_att,2,,,,,
player,201201010nyg,dal,RomoTo00,rush_yds,3,,,,,
player,201201010nyg,dal,RomoTo00,rush_td,0,,,,,
player,201201010nyg,dal,RomoTo00,rush_long,3,,,,,
player,201201010nyg,dal,RomoTo00,targets,0,,,,,
player,201201010nyg,dal,RomoTo00,rec,0,,,,,
player,201201010nyg,dal,RomoTo00,rec_yds,0,,,,,
player,201201010nyg,dal,RomoTo00,rec_td,0,,,,,
player,201201010nyg,dal,RomoTo00,rec_long,0,,,,,
player,201201010nyg,dal,RomoTo00,fumbles,1,,,,,
player,201201010nyg,dal,RomoTo00,fumbles_lost,1,,,,,
player,201201010nyg,dal,JoneFe00,pass_cmp,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_att,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_yds,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_td,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_int,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_sacked,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_long,0,,,,,
player,201201010nyg,dal,JoneFe00,pass_rating,,,,,,
player,201201010nyg,dal,JoneFe00,rush_att,11,,,,,
player,201201010nyg,dal,JoneFe00,rush_yds,30,,,,,
player,201201010nyg,dal,JoneFe00,rush_td,0,,,,,
player,201201010nyg,dal,JoneFe00,rush_long,10,,,,,
player,201201010nyg,dal,JoneFe00,targets,8,,,,,
player,201201010nyg,dal,JoneFe00,rec,7,,,,,
player,201201010nyg,dal,JoneFe00,rec_yds,47,,,,,
player,201201010nyg,dal,JoneFe00,rec_td,0,,,,,
player,201201010nyg,dal,JoneFe00,rec_long,12,,,,,
player,201201010nyg,dal,JoneFe00,fumbles,0,,,,,
