game,2011,15,20111218,201112180crd,cle,"Cleveland Browns",17,crd,"Arizona Cardinals",20
player,201112180crd,cle,GocoCh99,def_int_long,0,,,,,
player,201112180crd,cle,GocoCh99,pass_defended,0,,,,,
player,201112180crd,cle,GocoCh99,sacks,2.0,,,,,
player,201112180crd,cle,GocoCh99,tackles_combined,9,,,,,
player,201112180crd,cle,GocoCh99,tackles_solo,7,,,,,
player,201112180crd,cle,GocoCh99,tackles_assists,2,,,,,
player,201112180crd,cle,GocoCh99,tackles_loss,3,,,,,
player,201112180crd,cle,GocoCh99,qb_hits,2,,,,,
player,201112180crd,cle,GocoCh99,fumbles_rec,0,,,,,
player,201112180crd,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201112180crd,cle,GocoCh99,fumbles_forced,0,,,,,
player,201112180crd,cle,SheaJa00,def_int,0,,,,,
player,201112180crd,cle,SheaJa00,def_int_yds,0,,,,,
player,201112180crd,cle,SheaJa00,def_int_td,0,,,,,
player,201112180crd,cle,SheaJa00,def_int_long,0,,,,,
player,201112180crd,cle,SheaJa00,pass_defended,0,,,,,
player,201112180crd,cle,SheaJa00,sacks,2.0,,,,,
player,201112180crd,cle,SheaJa00,tackles_combined,3,,,,,
player,201112180crd,cle,SheaJa00,tackles_solo,3,,,,,
player,201112180crd,cle,SheaJa00,tackles_assists,0,,,,,
player,201112180crd,cle,SheaJa00,tackles_loss,2,,,,,
player,201112180crd,cle,SheaJa00,qb_hits,2,,,,,
player,201112180crd,cle,SheaJa00,fumbles_rec,0,,,,,
player,201112180crd,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201112180crd,cle,SheaJa00,fumbles_forced,0,,,,,
player,201112180crd,cle,JackDQ20,def_int,0,,,,,
player,201112180crd,cle,JackDQ20,def_int_yds,0,,,,,
player,201112180crd,cle,JackDQ20,def_int_td,0,,,,,
player,201112180crd,cle,JackDQ20,def_int_long,0,,,,,
player,201112180crd,cle,JackDQ20,pass_defended,0,,,,,
player,201112180crd,cle,JackDQ20,sacks,0.0,,,,,
player,201112180crd,cle,JackDQ20,tackles_combined,13,,,,,
player,201112180crd,cle,JackDQ20,tackles_solo,12,,,,,
player,201112180crd,cle,JackDQ20,tackles_assists,1,,,,,
player,201112180crd,cle,JackDQ20,tackles_loss,0,,,,,
player,201112180crd,cle,JackDQ20,qb_hits,0,,,,,
player,201112180crd,cle,JackDQ20,fumbles_rec,0,,,,,
player,201112180crd,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201112180crd,cle,JackDQ20,fumbles_forced,0,,,,,
player,201112180crd,cle,MaiaKa99,def_int,0,,,,,
player,201112180crd,cle,MaiaKa99,def_int_yds,0,,,,,
player,201112180crd,cle,MaiaKa99,def_int_td,0,,,,,
player,201112180crd,cle,MaiaKa99,def_int_long,0,,,,,
player,201112180crd,cle,MaiaKa99,pass_defended,0,,,,,
player,201112180crd,cle,MaiaKa99,sacks,0.0,,,,,
player,201112180crd,cle,MaiaKa99,tackles_combined,7,,,,,
player,201112180crd,cle,MaiaKa99,tackles_solo,7,,,,,
player,201112180crd,cle,MaiaKa99,tackles_assists,0,,,,,
player,201112180crd,cle,MaiaKa99,tackles_loss,2,,,,,
player,201112180crd,cle,MaiaKa99,qb_hits,0,,,,,
player,201112180crd,cle,MaiaKa99,fumbles_rec,0,,,,,
player,201112180crd,cle,MaiaKa99,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,MaiaKa99,fumbles_rec_td,0,,,,,
player,201112180crd,cle,MaiaKa99,fumbles_forced,0,,,,,
player,201112180crd,cle,YounUs99,def_int,0,,,,,
player,201112180crd,cle,YounUs99,def_int_yds,0,,,,,
player,201112180crd,cle,YounUs99,def_int_td,0,,,,,
player,201112180crd,cle,YounUs99,def_int_long,0,,,,,
player,201112180crd,cle,YounUs99,pass_defended,0,,,,,
player,201112180crd,cle,YounUs99,sacks,0.0,,,,,
player,201112180crd,cle,YounUs99,tackles_combined,5,,,,,
player,201112180crd,cle,YounUs99,tackles_solo,5,,,,,
player,201112180crd,cle,YounUs99,tackles_assists,0,,,,,
player,201112180crd,cle,YounUs99,tackles_loss,1,,,,,
player,201112180crd,cle,YounUs99,qb_hits,0,,,,,
player,201112180crd,cle,YounUs99,fumbles_rec,0,,,,,
player,201112180crd,cle,YounUs99,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,YounUs99,fumbles_rec_td,0,,,,,
player,201112180crd,cle,YounUs99,fumbles_forced,0,,,,,
player,201112180crd,cle,HadeJo99,def_int,0,,,,,
player,201112180crd,cle,HadeJo99,def_int_yds,0,,,,,
player,201112180crd,cle,HadeJo99,def_int_td,0,,,,,
player,201112180crd,cle,HadeJo99,def_int_long,0,,,,,
player,201112180crd,cle,HadeJo99,pass_defended,0,,,,,
player,201112180crd,cle,HadeJo99,sacks,0.0,,,,,
player,201112180crd,cle,HadeJo99,tackles_combined,4,,,,,
player,201112180crd,cle,HadeJo99,tackles_solo,2,,,,,
player,201112180crd,cle,HadeJo99,tackles_assists,2,,,,,
player,201112180crd,cle,HadeJo99,tackles_loss,0,,,,,
player,201112180crd,cle,HadeJo99,qb_hits,0,,,,,
player,201112180crd,cle,HadeJo99,fumbles_rec,0,,,,,
player,201112180crd,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201112180crd,cle,HadeJo99,fumbles_forced,0,,,,,
player,201112180crd,cle,HaggEr00,def_int,0,,,,,
player,201112180crd,cle,HaggEr00,def_int_yds,0,,,,,
player,201112180crd,cle,HaggEr00,def_int_td,0,,,,,
player,201112180crd,cle,HaggEr00,def_int_long,0,,,,,
player,201112180crd,cle,HaggEr00,pass_defended,0,,,,,
player,201112180crd,cle,HaggEr00,sacks,0.0,,,,,
player,201112180crd,cle,HaggEr00,tackles_combined,4,,,,,
player,201112180crd,cle,HaggEr00,tackles_solo,4,,,,,
player,201112180crd,cle,HaggEr00,tackles_assists,0,,,,,
player,201112180crd,cle,HaggEr00,tackles_loss,0,,,,,
player,201112180crd,cle,HaggEr00,qb_hits,0,,,,,
player,201112180crd,cle,HaggEr00,fumbles_rec,0,,,,,
player,201112180crd,cle,HaggEr00,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,HaggEr00,fumbles_rec_td,0,,,,,
player,201112180crd,cle,HaggEr00,fumbles_forced,0,,,,,
player,201112180crd,cle,RubiAh99,def_int,0,,,,,
player,201112180crd,cle,RubiAh99,def_int_yds,0,,,,,
player,201112180crd,cle,RubiAh99,def_int_td,0,,,,,
player,201112180crd,cle,RubiAh99,def_int_long,0,,,,,
player,201112180crd,cle,RubiAh99,pass_defended,0,,,,,
player,201112180crd,cle,RubiAh99,sacks,0.0,,,,,
player,201112180crd,cle,RubiAh99,tackles_combined,4,,,,,
player,201112180crd,cle,RubiAh99,tackles_solo,3,,,,,
player,201112180crd,cle,RubiAh99,tackles_assists,1,,,,,
player,201112180crd,cle,RubiAh99,tackles_loss,0,,,,,
player,201112180crd,cle,RubiAh99,qb_hits,1,,,,,
player,201112180crd,cle,RubiAh99,fumbles_rec,0,,,,,
player,201112180crd,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201112180crd,cle,RubiAh99,fumbles_forced,0,,,,,
player,201112180crd,cle,AdamMi21,def_int,0,,,,,
player,201112180crd,cle,AdamMi21,def_int_yds,0,,,,,
player,201112180crd,cle,AdamMi21,def_int_td,0,,,,,
player,201112180crd,cle,AdamMi21,def_int_long,0,,,,,
player,201112180crd,cle,AdamMi21,pass_defended,2,,,,,
player,201112180crd,cle,AdamMi21,sacks,0.0,,,,,
player,201112180crd,cle,AdamMi21,tackles_combined,3,,,,,
player,201112180crd,cle,AdamMi21,tackles_solo,3,,,,,
player,201112180crd,cle,AdamMi21,tackles_assists,0,,,,,
player,201112180crd,cle,AdamMi21,tackles_loss,0,,,,,
player,201112180crd,cle,AdamMi21,qb_hits,0,,,,,
player,201112180crd,cle,AdamMi21,fumbles_rec,0,,,,,
player,201112180crd,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201112180crd,cle,AdamMi21,fumbles_forced,0,,,,,
player,201112180crd,cle,BrowSh20,def_int,0,,,,,
player,201112180crd,cle,BrowSh20,def_int_yds,0,,,,,
player,201112180crd,cle,BrowSh20,def_int_td,0,,,,,
player,201112180crd,cle,BrowSh20,def_int_long,0,,,,,
player,201112180crd,cle,BrowSh20,pass_defended,1,,,,,
player,201112180crd,cle,BrowSh20,sacks,0.0,,,,,
player,201112180crd,cle,BrowSh20,tackles_combined,3,,,,,
player,201112180crd,cle,BrowSh20,tackles_solo,2,,,,,
player,201112180crd,cle,BrowSh20,tackles_assists,1,,,,,
player,201112180crd,cle,BrowSh20,tackles_loss,0,,,,,
player,201112180crd,cle,BrowSh20,qb_hits,0,,,,,
player,201112180crd,cle,BrowSh20,fumbles_rec,0,,,,,
player,201112180crd,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201112180crd,cle,BrowSh20,fumbles_forced,0,,,,,
player,201112180crd,cle,PattDi20,def_int,0,,,,,
player,201112180crd,cle,PattDi20,def_int_yds,0,,,,,
player,201112180crd,cle,PattDi20,def_int_td,0,,,,,
player,201112180crd,cle,PattDi20,def_int_long,0,,,,,
player,201112180crd,cle,PattDi20,pass_defended,2,,,,,
player,201112180crd,cle,PattDi20,sacks,0.0,,,,,
player,201112180crd,cle,PattDi20,tackles_combined,3,,,,,
player,201112180crd,cle,PattDi20,tackles_solo,2,,,,,
player,201112180crd,cle,PattDi20,tackles_assists,1,,,,,
player,201112180crd,cle,PattDi20,tackles_loss,0,,,,,
player,201112180crd,cle,PattDi20,qb_hits,0,,,,,
player,201112180crd,cle,PattDi20,fumbles_rec,0,,,,,
player,201112180crd,cle,PattDi20,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,PattDi20,fumbles_rec_td,0,,,,,
player,201112180crd,cle,PattDi20,fumbles_forced,0,,,,,
player,201112180crd,cle,TaylPh00,def_int,0,,,,,
player,201112180crd,cle,TaylPh00,def_int_yds,0,,,,,
player,201112180crd,cle,TaylPh00,def_int_td,0,,,,,
player,201112180crd,cle,TaylPh00,def_int_long,0,,,,,
player,201112180crd,cle,TaylPh00,pass_defended,0,,,,,
player,201112180crd,cle,TaylPh00,sacks,0.0,,,,,
player,201112180crd,cle,TaylPh00,tackles_combined,3,,,,,
player,201112180crd,cle,TaylPh00,tackles_solo,2,,,,,
player,201112180crd,cle,TaylPh00,tackles_assists,1,,,,,
player,201112180crd,cle,TaylPh00,tackles_loss,0,,,,,
player,201112180crd,cle,TaylPh00,qb_hits,0,,,,,
player,201112180crd,cle,TaylPh00,fumbles_rec,0,,,,,
player,201112180crd,cle,TaylPh00,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,TaylPh00,fumbles_rec_td,0,,,,,
player,201112180crd,cle,TaylPh00,fumbles_forced,0,,,,,
player,201112180crd,cle,BrowTi20,def_int,0,,,,,
player,201112180crd,cle,BrowTi20,def_int_yds,0,,,,,
player,201112180crd,cle,BrowTi20,def_int_td,0,,,,,
player,201112180crd,cle,BrowTi20,def_int_long,0,,,,,
player,201112180crd,cle,BrowTi20,pass_defended,0,,,,,
player,201112180crd,cle,BrowTi20,sacks,0.0,,,,,
player,201112180crd,cle,BrowTi20,tackles_combined,1,,,,,
player,201112180crd,cle,BrowTi20,tackles_solo,0,,,,,
player,201112180crd,cle,BrowTi20,tackles_assists,1,,,,,
player,201112180crd,cle,BrowTi20,tackles_loss,0,,,,,
player,201112180crd,cle,BrowTi20,qb_hits,0,,,,,
player,201112180crd,cle,BrowTi20,fumbles_rec,0,,,,,
player,201112180crd,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201112180crd,cle,BrowTi20,fumbles_forced,0,,,,,
player,201112180crd,cle,CribJo01,def_int,0,,,,,
player,201112180crd,cle,CribJo01,def_int_yds,0,,,,,
player,201112180crd,cle,CribJo01,def_int_td,0,,,,,
player,201112180crd,cle,CribJo01,def_int_long,0,,,,,
player,201112180crd,cle,CribJo01,pass_defended,0,,,,,
player,201112180crd,cle,CribJo01,sacks,0.0,,,,,
player,201112180crd,cle,CribJo01,tackles_combined,1,,,,,
player,201112180crd,cle,CribJo01,tackles_solo,1,,,,,
player,201112180crd,cle,CribJo01,tackles_assists,0,,,,,
player,201112180crd,cle,CribJo01,tackles_loss,0,,,,,
player,201112180crd,cle,CribJo01,qb_hits,0,,,,,
player,201112180crd,cle,CribJo01,fumbles_rec,0,,,,,
player,201112180crd,cle,CribJo01,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,CribJo01,fumbles_rec_td,0,,,,,
player,201112180crd,cle,CribJo01,fumbles_forced,0,,,,,
player,201112180crd,cle,MitcJa20,def_int,0,,,,,
player,201112180crd,cle,MitcJa20,def_int_yds,0,,,,,
player,201112180crd,cle,MitcJa20,def_int_td,0,,,,,
player,201112180crd,cle,MitcJa20,def_int_long,0,,,,,
player,201112180crd,cle,MitcJa20,pass_defended,0,,,,,
player,201112180crd,cle,MitcJa20,sacks,0.0,,,,,
player,201112180crd,cle,MitcJa20,tackles_combined,1,,,,,
player,201112180crd,cle,MitcJa20,tackles_solo,0,,,,,
player,201112180crd,cle,MitcJa20,tackles_assists,1,,,,,
player,201112180crd,cle,MitcJa20,tackles_loss,0,,,,,
player,201112180crd,cle,MitcJa20,qb_hits,0,,,,,
player,201112180crd,cle,MitcJa20,fumbles_rec,0,,,,,
player,201112180crd,cle,MitcJa20,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,MitcJa20,fumbles_rec_td,0,,,,,
player,201112180crd,cle,MitcJa20,fumbles_forced,0,,,,,
player,201112180crd,cle,PaxsSc20,def_int,0,,,,,
player,201112180crd,cle,PaxsSc20,def_int_yds,0,,,,,
player,201112180crd,cle,PaxsSc20,def_int_td,0,,,,,
player,201112180crd,cle,PaxsSc20,def_int_long,0,,,,,
player,201112180crd,cle,PaxsSc20,pass_defended,0,,,,,
player,201112180crd,cle,PaxsSc20,sacks,0.0,,,,,
player,201112180crd,cle,PaxsSc20,tackles_combined,1,,,,,
player,201112180crd,cle,PaxsSc20,tackles_solo,0,,,,,
player,201112180crd,cle,PaxsSc20,tackles_assists,1,,,,,
player,201112180crd,cle,PaxsSc20,tackles_loss,0,,,,,
player,201112180crd,cle,PaxsSc20,qb_hits,1,,,,,
player,201112180crd,cle,PaxsSc20,fumbles_rec,0,,,,,
player,201112180crd,cle,PaxsSc20,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,PaxsSc20,fumbles_rec_td,0,,,,,
player,201112180crd,cle,PaxsSc20,fumbles_forced,0,,,,,
player,201112180crd,cle,SanfBr00,def_int,0,,,,,
player,201112180crd,cle,SanfBr00,def_int_yds,0,,,,,
player,201112180crd,cle,SanfBr00,def_int_td,0,,,,,
player,201112180crd,cle,SanfBr00,def_int_long,0,,,,,
player,201112180crd,cle,SanfBr00,pass_defended,0,,,,,
player,201112180crd,cle,SanfBr00,sacks,0.0,,,,,
player,201112180crd,cle,SanfBr00,tackles_combined,1,,,,,
player,201112180crd,cle,SanfBr00,tackles_solo,1,,,,,
player,201112180crd,cle,SanfBr00,tackles_assists,0,,,,,
player,201112180crd,cle,SanfBr00,tackles_loss,0,,,,,
player,201112180crd,cle,SanfBr00,qb_hits,1,,,,,
player,201112180crd,cle,SanfBr00,fumbles_rec,0,,,,,
player,201112180crd,cle,SanfBr00,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,SanfBr00,fumbles_rec_td,0,,,,,
player,201112180crd,cle,SanfBr00,fumbles_forced,0,,,,,
player,201112180crd,cle,SpeaQu00,def_int,0,,,,,
player,201112180crd,cle,SpeaQu00,def_int_yds,0,,,,,
player,201112180crd,cle,SpeaQu00,def_int_td,0,,,,,
player,201112180crd,cle,SpeaQu00,def_int_long,0,,,,,
player,201112180crd,cle,SpeaQu00,pass_defended,0,,,,,
player,201112180crd,cle,SpeaQu00,sacks,0.0,,,,,
player,201112180crd,cle,SpeaQu00,tackles_combined,1,,,,,
player,201112180crd,cle,SpeaQu00,tackles_solo,1,,,,,
player,201112180crd,cle,SpeaQu00,tackles_assists,0,,,,,
player,201112180crd,cle,SpeaQu00,tackles_loss,0,,,,,
player,201112180crd,cle,SpeaQu00,qb_hits,0,,,,,
player,201112180crd,cle,SpeaQu00,fumbles_rec,0,,,,,
player,201112180crd,cle,SpeaQu00,fumbles_rec_yds,0,,,,,
player,201112180crd,cle,SpeaQu00,fumbles_rec_td,0,,,,,
player,201112180crd,cle,SpeaQu00,fumbles_forced,0,,,,,
player,201112180crd,cle,EnglAu00,def_int,,,,,,
player,201112180crd,cle,EnglAu00,def_int_yds,,,,,,
player,201112180crd,cle,EnglAu00,def_int_td,,,,,,
player,201112180crd,cle,EnglAu00,def_int_long,,,,,,
player,201112180crd,cle,EnglAu00,pass_defended,,,,,,
player,201112180crd,cle,EnglAu00,sacks,0.0,,,,,
player,201112180crd,cle,EnglAu00,tackles_combined,,,,,,
player,201112180crd,cle,EnglAu00,tackles_solo,,,,,,
player,201112180crd,cle,EnglAu00,tackles_assists,,,,,,
player,201112180crd,cle,EnglAu00,tackles_loss,0,,,,,
player,201112180crd,cle,EnglAu00,qb_hits,1,,,,,
player,201112180crd,cle,EnglAu00,fumbles_rec,,,,,,
player,201112180crd,cle,EnglAu00,fumbles_rec_yds,,,,,,
player,201112180crd,cle,EnglAu00,fumbles_rec_td,,,,,,
player,201112180crd,cle,EnglAu00,fumbles_forced,,,,,,
player,201112180crd,crd,SchoOB99,def_int,0,,,,,
player,201112180crd,crd,SchoOB99,def_int_yds,0,,,,,
player,201112180crd,crd,SchoOB99,def_int_td,0,,,,,
player,201112180crd,crd,SchoOB99,def_int_long,0,,,,,
player,201112180crd,crd,SchoOB99,pass_defended,0,,,,,
player,201112180crd,crd,SchoOB99,sacks,2.0,,,,,
player,201112180crd,crd,SchoOB99,tackles_combined,3,,,,,
player,201112180crd,crd,SchoOB99,tackles_solo,2,,,,,
player,201112180crd,crd,SchoOB99,tackles_assists,1,,,,,
player,201112180crd,crd,SchoOB99,tackles_loss,1,,,,,
player,201112180crd,crd,SchoOB99,qb_hits,1,,,,,
player,201112180crd,crd,SchoOB99,fumbles_rec,0,,,,,
player,201112180crd,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201112180crd,crd,SchoOB99,fumbles_forced,1,,,,,
player,201112180crd,crd,WilsAd99,def_int,0,,,,,
player,201112180crd,crd,WilsAd99,def_int_yds,0,,,,,
player,201112180crd,crd,WilsAd99,def_int_td,0,,,,,
player,201112180crd,crd,WilsAd99,def_int_long,0,,,,,
player,201112180crd,crd,WilsAd99,pass_defended,1,,,,,
player,201112180crd,crd,WilsAd99,sacks,0.0,,,,,
player,201112180crd,crd,WilsAd99,tackles_combined,8,,,,,
player,201112180crd,crd,WilsAd99,tackles_solo,4,,,,,
player,201112180crd,crd,WilsAd99,tackles_assists,4,,,,,
player,201112180crd,crd,WilsAd99,tackles_loss,0,,,,,
player,201112180crd,crd,WilsAd99,qb_hits,0,,,,,
player,201112180crd,crd,WilsAd99,fumbles_rec,0,,,,,
player,201112180crd,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201112180crd,crd,WilsAd99,fumbles_forced,0,,,,,
player,201112180crd,crd,LenoPa20,def_int,0,,,,,
player,201112180crd,crd,LenoPa20,def_int_yds,0,,,,,
player,201112180crd,crd,LenoPa20,def_int_td,0,,,,,
player,201112180crd,crd,LenoPa20,def_int_long,0,,,,,
player,201112180crd,crd,LenoPa20,pass_defended,0,,,,,
player,201112180crd,crd,LenoPa20,sacks,0.0,,,,,
player,201112180crd,crd,LenoPa20,tackles_combined,7,,,,,
player,201112180crd,crd,LenoPa20,tackles_solo,6,,,,,
player,201112180crd,crd,LenoPa20,tackles_assists,1,,,,,
player,201112180crd,crd,LenoPa20,tackles_loss,1,,,,,
player,201112180crd,crd,LenoPa20,qb_hits,0,,,,,
player,201112180crd,crd,LenoPa20,fumbles_rec,0,,,,,
player,201112180crd,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201112180crd,crd,LenoPa20,fumbles_forced,0,,,,,
player,201112180crd,crd,MarsRi20,def_int,0,,,,,
player,201112180crd,crd,MarsRi20,def_int_yds,0,,,,,
player,201112180crd,crd,MarsRi20,def_int_td,0,,,,,
player,201112180crd,crd,MarsRi20,def_int_long,0,,,,,
player,201112180crd,crd,MarsRi20,pass_defended,1,,,,,
player,201112180crd,crd,MarsRi20,sacks,0.0,,,,,
player,201112180crd,crd,MarsRi20,tackles_combined,7,,,,,
player,201112180crd,crd,MarsRi20,tackles_solo,7,,,,,
player,201112180crd,crd,MarsRi20,tackles_assists,0,,,,,
player,201112180crd,crd,MarsRi20,tackles_loss,0,,,,,
player,201112180crd,crd,MarsRi20,qb_hits,0,,,,,
player,201112180crd,crd,MarsRi20,fumbles_rec,0,,,,,
player,201112180crd,crd,MarsRi20,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,MarsRi20,fumbles_rec_td,0,,,,,
player,201112180crd,crd,MarsRi20,fumbles_forced,0,,,,,
player,201112180crd,crd,WashDa99,def_int,0,,,,,
player,201112180crd,crd,WashDa99,def_int_yds,0,,,,,
player,201112180crd,crd,WashDa99,def_int_td,0,,,,,
player,201112180crd,crd,WashDa99,def_int_long,0,,,,,
player,201112180crd,crd,WashDa99,pass_defended,0,,,,,
player,201112180crd,crd,WashDa99,sacks,0.0,,,,,
player,201112180crd,crd,WashDa99,tackles_combined,6,,,,,
player,201112180crd,crd,WashDa99,tackles_solo,3,,,,,
player,201112180crd,crd,WashDa99,tackles_assists,3,,,,,
player,201112180crd,crd,WashDa99,tackles_loss,0,,,,,
player,201112180crd,crd,WashDa99,qb_hits,0,,,,,
player,201112180crd,crd,WashDa99,fumbles_rec,0,,,,,
player,201112180crd,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201112180crd,crd,WashDa99,fumbles_forced,0,,,,,
player,201112180crd,crd,RhodKe20,def_int,0,,,,,
player,201112180crd,crd,RhodKe20,def_int_yds,0,,,,,
player,201112180crd,crd,RhodKe20,def_int_td,0,,,,,
player,201112180crd,crd,RhodKe20,def_int_long,0,,,,,
player,201112180crd,crd,RhodKe20,pass_defended,1,,,,,
player,201112180crd,crd,RhodKe20,sacks,0.0,,,,,
player,201112180crd,crd,RhodKe20,tackles_combined,5,,,,,
player,201112180crd,crd,RhodKe20,tackles_solo,3,,,,,
player,201112180crd,crd,RhodKe20,tackles_assists,2,,,,,
player,201112180crd,crd,RhodKe20,tackles_loss,1,,,,,
player,201112180crd,crd,RhodKe20,qb_hits,0,,,,,
player,201112180crd,crd,RhodKe20,fumbles_rec,0,,,,,
player,201112180crd,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201112180crd,crd,RhodKe20,fumbles_forced,0,,,,,
player,201112180crd,crd,AdamMi98,def_int,0,,,,,
player,201112180crd,crd,AdamMi98,def_int_yds,0,,,,,
player,201112180crd,crd,AdamMi98,def_int_td,0,,,,,
player,201112180crd,crd,AdamMi98,def_int_long,0,,,,,
player,201112180crd,crd,AdamMi98,pass_defended,0,,,,,
player,201112180crd,crd,AdamMi98,sacks,0.0,,,,,
player,201112180crd,crd,AdamMi98,tackles_combined,4,,,,,
player,201112180crd,crd,AdamMi98,tackles_solo,3,,,,,
player,201112180crd,crd,AdamMi98,tackles_assists,1,,,,,
player,201112180crd,crd,AdamMi98,tackles_loss,0,,,,,
player,201112180crd,crd,AdamMi98,qb_hits,0,,,,,
player,201112180crd,crd,AdamMi98,fumbles_rec,0,,,,,
player,201112180crd,crd,AdamMi98,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,AdamMi98,fumbles_rec_td,0,,,,,
player,201112180crd,crd,AdamMi98,fumbles_forced,0,,,,,
player,201112180crd,crd,CampCa99,def_int,0,,,,,
player,201112180crd,crd,CampCa99,def_int_yds,0,,,,,
player,201112180crd,crd,CampCa99,def_int_td,0,,,,,
player,201112180crd,crd,CampCa99,def_int_long,0,,,,,
player,201112180crd,crd,CampCa99,pass_defended,0,,,,,
player,201112180crd,crd,CampCa99,sacks,0.0,,,,,
player,201112180crd,crd,CampCa99,tackles_combined,4,,,,,
player,201112180crd,crd,CampCa99,tackles_solo,1,,,,,
player,201112180crd,crd,CampCa99,tackles_assists,3,,,,,
player,201112180crd,crd,CampCa99,tackles_loss,0,,,,,
player,201112180crd,crd,CampCa99,qb_hits,0,,,,,
player,201112180crd,crd,CampCa99,fumbles_rec,1,,,,,
player,201112180crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201112180crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201112180crd,crd,HaggCl20,def_int,0,,,,,
player,201112180crd,crd,HaggCl20,def_int_yds,0,,,,,
player,201112180crd,crd,HaggCl20,def_int_td,0,,,,,
player,201112180crd,crd,HaggCl20,def_int_long,0,,,,,
player,201112180crd,crd,HaggCl20,pass_defended,0,,,,,
player,201112180crd,crd,HaggCl20,sacks,0.0,,,,,
player,201112180crd,crd,HaggCl20,tackles_combined,4,,,,,
player,201112180crd,crd,HaggCl20,tackles_solo,4,,,,,
player,201112180crd,crd,HaggCl20,tackles_assists,0,,,,,
player,201112180crd,crd,HaggCl20,tackles_loss,0,,,,,
player,201112180crd,crd,HaggCl20,qb_hits,0,,,,,
player,201112180crd,crd,HaggCl20,fumbles_rec,0,,,,,
player,201112180crd,crd,HaggCl20,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,HaggCl20,fumbles_rec_td,0,,,,,
player,201112180crd,crd,HaggCl20,fumbles_forced,0,,,,,
player,201112180crd,crd,AchoSa00,def_int,0,,,,,
player,201112180crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201112180crd,crd,AchoSa00,def_int_td,0,,,,,
player,201112180crd,crd,AchoSa00,def_int_long,0,,,,,
player,201112180crd,crd,AchoSa00,pass_defended,0,,,,,
player,201112180crd,crd,AchoSa00,sacks,0.0,,,,,
player,201112180crd,crd,AchoSa00,tackles_combined,3,,,,,
player,201112180crd,crd,AchoSa00,tackles_solo,3,,,,,
player,201112180crd,crd,AchoSa00,tackles_assists,0,,,,,
player,201112180crd,crd,AchoSa00,tackles_loss,0,,,,,
player,201112180crd,crd,AchoSa00,qb_hits,0,,,,,
player,201112180crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201112180crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201112180crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201112180crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201112180crd,crd,CartDa01,def_int,0,,,,,
player,201112180crd,crd,CartDa01,def_int_yds,0,,,,,
player,201112180crd,crd,CartDa01,def_int_td,0,,,,,
player,201112180crd,crd,CartDa01,def_int_long,0,,,,,
