game,2011,14,20111211,201112110rav,clt,"Indianapolis Colts",10,rav,"Baltimore Ravens",24
team,201112110rav,clt,First Downs,12,,,,,,
team,201112110rav,rav,First Downs,24,,,,,,
team,201112110rav,clt,Rush-Yds-TDs,16-50-0,,,,,,
team,201112110rav,rav,Rush-Yds-TDs,37-146-1,,,,,,
team,201112110rav,clt,Cmp-Att-Yd-TD-INT,17-37-136-1-1,,,,,,
team,201112110rav,rav,Cmp-Att-Yd-TD-INT,23-31-227-2-1,,,,,,
team,201112110rav,clt,Sacked-Yards,4-19,,,,,,
team,201112110rav,rav,Sacked-Yards,2-15,,,,,,
team,201112110rav,clt,Net Pass Yards,117,,,,,,
team,201112110rav,rav,Net Pass Yards,212,,,,,,
team,201112110rav,clt,Total Yards,167,,,,,,
team,201112110rav,rav,Total Yards,358,,,,,,
team,201112110rav,clt,Fumbles-Lost,3-0,,,,,,
team,201112110rav,rav,Fumbles-Lost,1-1,,,,,,
team,201112110rav,clt,Turnovers,1,,,,,,
team,201112110rav,rav,Turnovers,2,,,,,,
team,201112110rav,clt,Penalties-Yards,3-15,,,,,,
team,201112110rav,rav,Penalties-Yards,5-40,,,,,,
team,201112110rav,clt,Third Down Conv.,2-14,,,,,,
team,201112110rav,rav,Third Down Conv.,7-13,,,,,,
team,201112110rav,clt,Fourth Down Conv.,3-4,,,,,,
team,201112110rav,rav,Fourth Down Conv.,0-1,,,,,,
team,201112110rav,clt,Time of Possession,23:52,,,,,,
team,201112110rav,rav,Time of Possession,36:08,,,,,,
player,201112110rav,clt,OrloDa00,pass_cmp,17,,,,,
player,201112110rav,clt,OrloDa00,pass_att,37,,,,,
player,201112110rav,clt,OrloDa00,pass_yds,136,,,,,
player,201112110rav,clt,OrloDa00,pass_td,1,,,,,
player,201112110rav,clt,OrloDa00,pass_int,1,,,,,
player,201112110rav,clt,OrloDa00,pass_sacked,4,,,,,
player,201112110rav,clt,OrloDa00,pass_sacked_yds,19,,,,,
player,201112110rav,clt,OrloDa00,pass_long,13,,,,,
player,201112110rav,clt,OrloDa00,pass_rating,53.4,,,,,
player,201112110rav,clt,OrloDa00,rush_att,0,,,,,
player,201112110rav,clt,OrloDa00,rush_yds,0,,,,,
player,201112110rav,clt,OrloDa00,rush_td,0,,,,,
player,201112110rav,clt,OrloDa00,rush_long,0,,,,,
player,201112110rav,clt,OrloDa00,targets,0,,,,,
player,201112110rav,clt,OrloDa00,rec,0,,,,,
player,201112110rav,clt,OrloDa00,rec_yds,0,,,,,
player,201112110rav,clt,OrloDa00,rec_td,0,,,,,
player,201112110rav,clt,OrloDa00,rec_long,0,,,,,
player,201112110rav,clt,OrloDa00,fumbles,3,,,,,
player,201112110rav,clt,OrloDa00,fumbles_lost,0,,,,,
player,201112110rav,clt,BrowDo00,pass_cmp,0,,,,,
player,201112110rav,clt,BrowDo00,pass_att,0,,,,,
player,201112110rav,clt,BrowDo00,pass_yds,0,,,,,
player,201112110rav,clt,BrowDo00,pass_td,0,,,,,
player,201112110rav,clt,BrowDo00,pass_int,0,,,,,
player,201112110rav,clt,BrowDo00,pass_sacked,0,,,,,
player,201112110rav,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201112110rav,clt,BrowDo00,pass_long,0,,,,,
player,201112110rav,clt,BrowDo00,pass_rating,,,,,,
player,201112110rav,clt,BrowDo00,rush_att,9,,,,,
player,201112110rav,clt,BrowDo00,rush_yds,28,,,,,
player,201112110rav,clt,BrowDo00,rush_td,0,,,,,
player,201112110rav,clt,BrowDo00,rush_long,8,,,,,
player,201112110rav,clt,BrowDo00,targets,1,,,,,
player,201112110rav,clt,BrowDo00,rec,1,,,,,
player,201112110rav,clt,BrowDo00,rec_yds,-6,,,,,
player,201112110rav,clt,BrowDo00,rec_td,0,,,,,
player,201112110rav,clt,BrowDo00,rec_long,-6,,,,,
player,201112110rav,clt,BrowDo00,fumbles,0,,,,,
player,201112110rav,clt,BrowDo00,fumbles_lost,,,,,,
player,201112110rav,clt,AddaJo00,pass_cmp,0,,,,,
player,201112110rav,clt,AddaJo00,pass_att,0,,,,,
player,201112110rav,clt,AddaJo00,pass_yds,0,,,,,
player,201112110rav,clt,AddaJo00,pass_td,0,,,,,
player,201112110rav,clt,AddaJo00,pass_int,0,,,,,
player,201112110rav,clt,AddaJo00,pass_sacked,0,,,,,
player,201112110rav,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201112110rav,clt,AddaJo00,pass_long,0,,,,,
player,201112110rav,clt,AddaJo00,pass_rating,,,,,,
player,201112110rav,clt,AddaJo00,rush_att,2,,,,,
player,201112110rav,clt,AddaJo00,rush_yds,16,,,,,
player,201112110rav,clt,AddaJo00,rush_td,0,,,,,
player,201112110rav,clt,AddaJo00,rush_long,15,,,,,
player,201112110rav,clt,AddaJo00,targets,1,,,,,
player,201112110rav,clt,AddaJo00,rec,0,,,,,
player,201112110rav,clt,AddaJo00,rec_yds,0,,,,,
player,201112110rav,clt,AddaJo00,rec_td,0,,,,,
player,201112110rav,clt,AddaJo00,rec_long,0,,,,,
player,201112110rav,clt,AddaJo00,fumbles,0,,,,,
player,201112110rav,clt,AddaJo00,fumbles_lost,,,,,,
player,201112110rav,clt,CartDe01,pass_cmp,0,,,,,
player,201112110rav,clt,CartDe01,pass_att,0,,,,,
player,201112110rav,clt,CartDe01,pass_yds,0,,,,,
player,201112110rav,clt,CartDe01,pass_td,0,,,,,
player,201112110rav,clt,CartDe01,pass_int,0,,,,,
player,201112110rav,clt,CartDe01,pass_sacked,0,,,,,
player,201112110rav,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201112110rav,clt,CartDe01,pass_long,0,,,,,
player,201112110rav,clt,CartDe01,pass_rating,,,,,,
player,201112110rav,clt,CartDe01,rush_att,5,,,,,
player,201112110rav,clt,CartDe01,rush_yds,6,,,,,
player,201112110rav,clt,CartDe01,rush_td,0,,,,,
player,201112110rav,clt,CartDe01,rush_long,6,,,,,
player,201112110rav,clt,CartDe01,targets,0,,,,,
player,201112110rav,clt,CartDe01,rec,0,,,,,
player,201112110rav,clt,CartDe01,rec_yds,0,,,,,
player,201112110rav,clt,CartDe01,rec_td,0,,,,,
player,201112110rav,clt,CartDe01,rec_long,0,,,,,
player,201112110rav,clt,CartDe01,fumbles,0,,,,,
player,201112110rav,clt,CartDe01,fumbles_lost,,,,,,
player,201112110rav,clt,GarcPi00,pass_cmp,0,,,,,
player,201112110rav,clt,GarcPi00,pass_att,0,,,,,
player,201112110rav,clt,GarcPi00,pass_yds,0,,,,,
player,201112110rav,clt,GarcPi00,pass_td,0,,,,,
player,201112110rav,clt,GarcPi00,pass_int,0,,,,,
player,201112110rav,clt,GarcPi00,pass_sacked,0,,,,,
player,201112110rav,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201112110rav,clt,GarcPi00,pass_long,0,,,,,
player,201112110rav,clt,GarcPi00,pass_rating,,,,,,
player,201112110rav,clt,GarcPi00,rush_att,0,,,,,
player,201112110rav,clt,GarcPi00,rush_yds,0,,,,,
player,201112110rav,clt,GarcPi00,rush_td,0,,,,,
player,201112110rav,clt,GarcPi00,rush_long,0,,,,,
player,201112110rav,clt,GarcPi00,targets,12,,,,,
player,201112110rav,clt,GarcPi00,rec,5,,,,,
player,201112110rav,clt,GarcPi00,rec_yds,46,,,,,
player,201112110rav,clt,GarcPi00,rec_td,0,,,,,
player,201112110rav,clt,GarcPi00,rec_long,12,,,,,
player,201112110rav,clt,GarcPi00,fumbles,0,,,,,
player,201112110rav,clt,GarcPi00,fumbles_lost,,,,,,
player,201112110rav,clt,WaynRe00,pass_cmp,0,,,,,
player,201112110rav,clt,WaynRe00,pass_att,0,,,,,
player,201112110rav,clt,WaynRe00,pass_yds,0,,,,,
