game,2011,14,20111211,201112110mia,phi,"Philadelphia Eagles",26,mia,"Miami Dolphins",10
player,201112110mia,phi,MattCa00,tackles_assists,0,,,,,
player,201112110mia,phi,MattCa00,tackles_loss,1,,,,,
player,201112110mia,phi,MattCa00,qb_hits,1,,,,,
player,201112110mia,phi,MattCa00,fumbles_rec,0,,,,,
player,201112110mia,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201112110mia,phi,MattCa00,fumbles_forced,0,,,,,
player,201112110mia,phi,RollBr00,def_int,0,,,,,
player,201112110mia,phi,RollBr00,def_int_yds,0,,,,,
player,201112110mia,phi,RollBr00,def_int_td,0,,,,,
player,201112110mia,phi,RollBr00,def_int_long,0,,,,,
player,201112110mia,phi,RollBr00,pass_defended,0,,,,,
player,201112110mia,phi,RollBr00,sacks,1.0,,,,,
player,201112110mia,phi,RollBr00,tackles_combined,3,,,,,
player,201112110mia,phi,RollBr00,tackles_solo,3,,,,,
player,201112110mia,phi,RollBr00,tackles_assists,0,,,,,
player,201112110mia,phi,RollBr00,tackles_loss,1,,,,,
player,201112110mia,phi,RollBr00,qb_hits,2,,,,,
player,201112110mia,phi,RollBr00,fumbles_rec,0,,,,,
player,201112110mia,phi,RollBr00,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,RollBr00,fumbles_rec_td,0,,,,,
player,201112110mia,phi,RollBr00,fumbles_forced,0,,,,,
player,201112110mia,phi,HuntPh00,def_int,0,,,,,
player,201112110mia,phi,HuntPh00,def_int_yds,0,,,,,
player,201112110mia,phi,HuntPh00,def_int_td,0,,,,,
player,201112110mia,phi,HuntPh00,def_int_long,0,,,,,
player,201112110mia,phi,HuntPh00,pass_defended,0,,,,,
player,201112110mia,phi,HuntPh00,sacks,1.0,,,,,
player,201112110mia,phi,HuntPh00,tackles_combined,1,,,,,
player,201112110mia,phi,HuntPh00,tackles_solo,1,,,,,
player,201112110mia,phi,HuntPh00,tackles_assists,0,,,,,
player,201112110mia,phi,HuntPh00,tackles_loss,1,,,,,
player,201112110mia,phi,HuntPh00,qb_hits,1,,,,,
player,201112110mia,phi,HuntPh00,fumbles_rec,0,,,,,
player,201112110mia,phi,HuntPh00,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,HuntPh00,fumbles_rec_td,0,,,,,
player,201112110mia,phi,HuntPh00,fumbles_forced,0,,,,,
player,201112110mia,phi,HansJo20,def_int,0,,,,,
player,201112110mia,phi,HansJo20,def_int_yds,0,,,,,
player,201112110mia,phi,HansJo20,def_int_td,0,,,,,
player,201112110mia,phi,HansJo20,def_int_long,0,,,,,
player,201112110mia,phi,HansJo20,pass_defended,0,,,,,
player,201112110mia,phi,HansJo20,sacks,0.0,,,,,
player,201112110mia,phi,HansJo20,tackles_combined,5,,,,,
player,201112110mia,phi,HansJo20,tackles_solo,4,,,,,
player,201112110mia,phi,HansJo20,tackles_assists,1,,,,,
player,201112110mia,phi,HansJo20,tackles_loss,0,,,,,
player,201112110mia,phi,HansJo20,qb_hits,1,,,,,
player,201112110mia,phi,HansJo20,fumbles_rec,0,,,,,
player,201112110mia,phi,HansJo20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,HansJo20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,HansJo20,fumbles_forced,0,,,,,
player,201112110mia,phi,ChanJa98,def_int,0,,,,,
player,201112110mia,phi,ChanJa98,def_int_yds,0,,,,,
player,201112110mia,phi,ChanJa98,def_int_td,0,,,,,
player,201112110mia,phi,ChanJa98,def_int_long,0,,,,,
player,201112110mia,phi,ChanJa98,pass_defended,0,,,,,
player,201112110mia,phi,ChanJa98,sacks,0.0,,,,,
player,201112110mia,phi,ChanJa98,tackles_combined,4,,,,,
player,201112110mia,phi,ChanJa98,tackles_solo,4,,,,,
player,201112110mia,phi,ChanJa98,tackles_assists,0,,,,,
player,201112110mia,phi,ChanJa98,tackles_loss,0,,,,,
player,201112110mia,phi,ChanJa98,qb_hits,0,,,,,
player,201112110mia,phi,ChanJa98,fumbles_rec,0,,,,,
player,201112110mia,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201112110mia,phi,ChanJa98,fumbles_forced,0,,,,,
player,201112110mia,phi,JordAk99,def_int,0,,,,,
player,201112110mia,phi,JordAk99,def_int_yds,0,,,,,
player,201112110mia,phi,JordAk99,def_int_td,0,,,,,
player,201112110mia,phi,JordAk99,def_int_long,0,,,,,
player,201112110mia,phi,JordAk99,pass_defended,0,,,,,
player,201112110mia,phi,JordAk99,sacks,0.0,,,,,
player,201112110mia,phi,JordAk99,tackles_combined,4,,,,,
player,201112110mia,phi,JordAk99,tackles_solo,4,,,,,
player,201112110mia,phi,JordAk99,tackles_assists,0,,,,,
player,201112110mia,phi,JordAk99,tackles_loss,0,,,,,
player,201112110mia,phi,JordAk99,qb_hits,0,,,,,
player,201112110mia,phi,JordAk99,fumbles_rec,0,,,,,
player,201112110mia,phi,JordAk99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,JordAk99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,JordAk99,fumbles_forced,0,,,,,
player,201112110mia,phi,JenkCu20,def_int,0,,,,,
player,201112110mia,phi,JenkCu20,def_int_yds,0,,,,,
player,201112110mia,phi,JenkCu20,def_int_td,0,,,,,
player,201112110mia,phi,JenkCu20,def_int_long,0,,,,,
player,201112110mia,phi,JenkCu20,pass_defended,0,,,,,
player,201112110mia,phi,JenkCu20,sacks,0.0,,,,,
player,201112110mia,phi,JenkCu20,tackles_combined,3,,,,,
player,201112110mia,phi,JenkCu20,tackles_solo,3,,,,,
player,201112110mia,phi,JenkCu20,tackles_assists,0,,,,,
player,201112110mia,phi,JenkCu20,tackles_loss,0,,,,,
player,201112110mia,phi,JenkCu20,qb_hits,0,,,,,
player,201112110mia,phi,JenkCu20,fumbles_rec,0,,,,,
player,201112110mia,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,JenkCu20,fumbles_forced,0,,,,,
player,201112110mia,phi,RodgDo99,def_int,0,,,,,
player,201112110mia,phi,RodgDo99,def_int_yds,0,,,,,
player,201112110mia,phi,RodgDo99,def_int_td,0,,,,,
player,201112110mia,phi,RodgDo99,def_int_long,0,,,,,
player,201112110mia,phi,RodgDo99,pass_defended,0,,,,,
player,201112110mia,phi,RodgDo99,sacks,0.0,,,,,
player,201112110mia,phi,RodgDo99,tackles_combined,3,,,,,
player,201112110mia,phi,RodgDo99,tackles_solo,3,,,,,
player,201112110mia,phi,RodgDo99,tackles_assists,0,,,,,
player,201112110mia,phi,RodgDo99,tackles_loss,0,,,,,
player,201112110mia,phi,RodgDo99,qb_hits,0,,,,,
player,201112110mia,phi,RodgDo99,fumbles_rec,0,,,,,
player,201112110mia,phi,RodgDo99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,RodgDo99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,RodgDo99,fumbles_forced,0,,,,,
player,201112110mia,phi,TappDa20,def_int,0,,,,,
player,201112110mia,phi,TappDa20,def_int_yds,0,,,,,
player,201112110mia,phi,TappDa20,def_int_td,0,,,,,
player,201112110mia,phi,TappDa20,def_int_long,0,,,,,
player,201112110mia,phi,TappDa20,pass_defended,1,,,,,
player,201112110mia,phi,TappDa20,sacks,0.0,,,,,
player,201112110mia,phi,TappDa20,tackles_combined,3,,,,,
player,201112110mia,phi,TappDa20,tackles_solo,3,,,,,
player,201112110mia,phi,TappDa20,tackles_assists,0,,,,,
player,201112110mia,phi,TappDa20,tackles_loss,1,,,,,
player,201112110mia,phi,TappDa20,qb_hits,0,,,,,
player,201112110mia,phi,TappDa20,fumbles_rec,0,,,,,
player,201112110mia,phi,TappDa20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,TappDa20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,TappDa20,fumbles_forced,0,,,,,
player,201112110mia,phi,AlleNa99,def_int,0,,,,,
player,201112110mia,phi,AlleNa99,def_int_yds,0,,,,,
player,201112110mia,phi,AlleNa99,def_int_td,0,,,,,
player,201112110mia,phi,AlleNa99,def_int_long,0,,,,,
player,201112110mia,phi,AlleNa99,pass_defended,1,,,,,
player,201112110mia,phi,AlleNa99,sacks,0.0,,,,,
player,201112110mia,phi,AlleNa99,tackles_combined,2,,,,,
player,201112110mia,phi,AlleNa99,tackles_solo,1,,,,,
player,201112110mia,phi,AlleNa99,tackles_assists,1,,,,,
player,201112110mia,phi,AlleNa99,tackles_loss,0,,,,,
player,201112110mia,phi,AlleNa99,qb_hits,0,,,,,
player,201112110mia,phi,AlleNa99,fumbles_rec,0,,,,,
player,201112110mia,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,AlleNa99,fumbles_forced,0,,,,,
player,201112110mia,phi,AsomNn20,def_int,0,,,,,
player,201112110mia,phi,AsomNn20,def_int_yds,0,,,,,
player,201112110mia,phi,AsomNn20,def_int_td,0,,,,,
player,201112110mia,phi,AsomNn20,def_int_long,0,,,,,
player,201112110mia,phi,AsomNn20,pass_defended,0,,,,,
player,201112110mia,phi,AsomNn20,sacks,0.0,,,,,
player,201112110mia,phi,AsomNn20,tackles_combined,2,,,,,
player,201112110mia,phi,AsomNn20,tackles_solo,1,,,,,
player,201112110mia,phi,AsomNn20,tackles_assists,1,,,,,
player,201112110mia,phi,AsomNn20,tackles_loss,1,,,,,
player,201112110mia,phi,AsomNn20,qb_hits,0,,,,,
player,201112110mia,phi,AsomNn20,fumbles_rec,0,,,,,
player,201112110mia,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,AsomNn20,fumbles_forced,0,,,,,
player,201112110mia,phi,ClayKe99,def_int,0,,,,,
player,201112110mia,phi,ClayKe99,def_int_yds,0,,,,,
player,201112110mia,phi,ClayKe99,def_int_td,0,,,,,
player,201112110mia,phi,ClayKe99,def_int_long,0,,,,,
player,201112110mia,phi,ClayKe99,pass_defended,0,,,,,
player,201112110mia,phi,ClayKe99,sacks,0.0,,,,,
player,201112110mia,phi,ClayKe99,tackles_combined,2,,,,,
player,201112110mia,phi,ClayKe99,tackles_solo,2,,,,,
player,201112110mia,phi,ClayKe99,tackles_assists,0,,,,,
player,201112110mia,phi,ClayKe99,tackles_loss,0,,,,,
player,201112110mia,phi,ClayKe99,qb_hits,0,,,,,
player,201112110mia,phi,ClayKe99,fumbles_rec,0,,,,,
player,201112110mia,phi,ClayKe99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,ClayKe99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,ClayKe99,fumbles_forced,0,,,,,
player,201112110mia,phi,LandDe99,def_int,0,,,,,
player,201112110mia,phi,LandDe99,def_int_yds,0,,,,,
player,201112110mia,phi,LandDe99,def_int_td,0,,,,,
player,201112110mia,phi,LandDe99,def_int_long,0,,,,,
player,201112110mia,phi,LandDe99,pass_defended,0,,,,,
player,201112110mia,phi,LandDe99,sacks,0.0,,,,,
player,201112110mia,phi,LandDe99,tackles_combined,1,,,,,
player,201112110mia,phi,LandDe99,tackles_solo,1,,,,,
player,201112110mia,phi,LandDe99,tackles_assists,0,,,,,
player,201112110mia,phi,LandDe99,tackles_loss,1,,,,,
player,201112110mia,phi,LandDe99,qb_hits,0,,,,,
player,201112110mia,phi,LandDe99,fumbles_rec,0,,,,,
player,201112110mia,phi,LandDe99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,LandDe99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,LandDe99,fumbles_forced,0,,,,,
player,201112110mia,phi,LawsTr99,def_int,0,,,,,
player,201112110mia,phi,LawsTr99,def_int_yds,0,,,,,
player,201112110mia,phi,LawsTr99,def_int_td,0,,,,,
player,201112110mia,phi,LawsTr99,def_int_long,0,,,,,
player,201112110mia,phi,LawsTr99,pass_defended,0,,,,,
player,201112110mia,phi,LawsTr99,sacks,0.0,,,,,
player,201112110mia,phi,LawsTr99,tackles_combined,1,,,,,
player,201112110mia,phi,LawsTr99,tackles_solo,1,,,,,
player,201112110mia,phi,LawsTr99,tackles_assists,0,,,,,
player,201112110mia,phi,LawsTr99,tackles_loss,0,,,,,
player,201112110mia,phi,LawsTr99,qb_hits,0,,,,,
player,201112110mia,phi,LawsTr99,fumbles_rec,0,,,,,
player,201112110mia,phi,LawsTr99,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,LawsTr99,fumbles_rec_td,0,,,,,
player,201112110mia,phi,LawsTr99,fumbles_forced,0,,,,,
player,201112110mia,phi,NelsTo00,def_int,0,,,,,
player,201112110mia,phi,NelsTo00,def_int_yds,0,,,,,
player,201112110mia,phi,NelsTo00,def_int_td,0,,,,,
player,201112110mia,phi,NelsTo00,def_int_long,0,,,,,
player,201112110mia,phi,NelsTo00,pass_defended,0,,,,,
player,201112110mia,phi,NelsTo00,sacks,0.0,,,,,
player,201112110mia,phi,NelsTo00,tackles_combined,1,,,,,
player,201112110mia,phi,NelsTo00,tackles_solo,1,,,,,
player,201112110mia,phi,NelsTo00,tackles_assists,0,,,,,
player,201112110mia,phi,NelsTo00,tackles_loss,0,,,,,
player,201112110mia,phi,NelsTo00,qb_hits,0,,,,,
player,201112110mia,phi,NelsTo00,fumbles_rec,0,,,,,
player,201112110mia,phi,NelsTo00,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,NelsTo00,fumbles_rec_td,0,,,,,
player,201112110mia,phi,NelsTo00,fumbles_forced,0,,,,,
player,201112110mia,phi,PattMi20,def_int,0,,,,,
player,201112110mia,phi,PattMi20,def_int_yds,0,,,,,
player,201112110mia,phi,PattMi20,def_int_td,0,,,,,
player,201112110mia,phi,PattMi20,def_int_long,0,,,,,
player,201112110mia,phi,PattMi20,pass_defended,0,,,,,
player,201112110mia,phi,PattMi20,sacks,0.0,,,,,
player,201112110mia,phi,PattMi20,tackles_combined,1,,,,,
player,201112110mia,phi,PattMi20,tackles_solo,1,,,,,
player,201112110mia,phi,PattMi20,tackles_assists,0,,,,,
player,201112110mia,phi,PattMi20,tackles_loss,1,,,,,
player,201112110mia,phi,PattMi20,qb_hits,0,,,,,
player,201112110mia,phi,PattMi20,fumbles_rec,1,,,,,
player,201112110mia,phi,PattMi20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,PattMi20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,PattMi20,fumbles_forced,0,,,,,
player,201112110mia,phi,SamuAs20,def_int,0,,,,,
player,201112110mia,phi,SamuAs20,def_int_yds,0,,,,,
player,201112110mia,phi,SamuAs20,def_int_td,0,,,,,
player,201112110mia,phi,SamuAs20,def_int_long,0,,,,,
player,201112110mia,phi,SamuAs20,pass_defended,1,,,,,
player,201112110mia,phi,SamuAs20,sacks,0.0,,,,,
player,201112110mia,phi,SamuAs20,tackles_combined,1,,,,,
player,201112110mia,phi,SamuAs20,tackles_solo,1,,,,,
player,201112110mia,phi,SamuAs20,tackles_assists,0,,,,,
player,201112110mia,phi,SamuAs20,tackles_loss,0,,,,,
player,201112110mia,phi,SamuAs20,qb_hits,0,,,,,
player,201112110mia,phi,SamuAs20,fumbles_rec,1,,,,,
player,201112110mia,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201112110mia,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201112110mia,phi,SamuAs20,fumbles_forced,1,,,,,
player,201112110mia,mia,SmitSe99,def_int,1,,,,,
player,201112110mia,mia,SmitSe99,def_int_yds,7,,,,,
player,201112110mia,mia,SmitSe99,def_int_td,0,,,,,
player,201112110mia,mia,SmitSe99,def_int_long,7,,,,,
player,201112110mia,mia,SmitSe99,pass_defended,1,,,,,
player,201112110mia,mia,SmitSe99,sacks,0.0,,,,,
player,201112110mia,mia,SmitSe99,tackles_combined,1,,,,,
player,201112110mia,mia,SmitSe99,tackles_solo,1,,,,,
player,201112110mia,mia,SmitSe99,tackles_assists,0,,,,,
player,201112110mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201112110mia,mia,SmitSe99,qb_hits,0,,,,,
player,201112110mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201112110mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201112110mia,mia,TaylJa03,def_int,0,,,,,
player,201112110mia,mia,TaylJa03,def_int_yds,0,,,,,
player,201112110mia,mia,TaylJa03,def_int_td,0,,,,,
player,201112110mia,mia,TaylJa03,def_int_long,0,,,,,
player,201112110mia,mia,TaylJa03,pass_defended,0,,,,,
player,201112110mia,mia,TaylJa03,sacks,2.0,,,,,
player,201112110mia,mia,TaylJa03,tackles_combined,2,,,,,
player,201112110mia,mia,TaylJa03,tackles_solo,2,,,,,
player,201112110mia,mia,TaylJa03,tackles_assists,0,,,,,
player,201112110mia,mia,TaylJa03,tackles_loss,1,,,,,
player,201112110mia,mia,TaylJa03,qb_hits,3,,,,,
player,201112110mia,mia,TaylJa03,fumbles_rec,0,,,,,
player,201112110mia,mia,TaylJa03,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,TaylJa03,fumbles_rec_td,0,,,,,
player,201112110mia,mia,TaylJa03,fumbles_forced,0,,,,,
player,201112110mia,mia,JoneRe99,def_int,0,,,,,
player,201112110mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201112110mia,mia,JoneRe99,def_int_td,0,,,,,
player,201112110mia,mia,JoneRe99,def_int_long,0,,,,,
player,201112110mia,mia,JoneRe99,pass_defended,0,,,,,
player,201112110mia,mia,JoneRe99,sacks,1.0,,,,,
player,201112110mia,mia,JoneRe99,tackles_combined,3,,,,,
player,201112110mia,mia,JoneRe99,tackles_solo,1,,,,,
player,201112110mia,mia,JoneRe99,tackles_assists,2,,,,,
player,201112110mia,mia,JoneRe99,tackles_loss,1,,,,,
player,201112110mia,mia,JoneRe99,qb_hits,1,,,,,
player,201112110mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201112110mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201112110mia,mia,McDaTo20,def_int,0,,,,,
player,201112110mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201112110mia,mia,McDaTo20,def_int_td,0,,,,,
player,201112110mia,mia,McDaTo20,def_int_long,0,,,,,
player,201112110mia,mia,McDaTo20,pass_defended,0,,,,,
player,201112110mia,mia,McDaTo20,sacks,1.0,,,,,
player,201112110mia,mia,McDaTo20,tackles_combined,2,,,,,
player,201112110mia,mia,McDaTo20,tackles_solo,2,,,,,
player,201112110mia,mia,McDaTo20,tackles_assists,0,,,,,
player,201112110mia,mia,McDaTo20,tackles_loss,0,,,,,
player,201112110mia,mia,McDaTo20,qb_hits,1,,,,,
player,201112110mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201112110mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201112110mia,mia,DansKa20,def_int,0,,,,,
player,201112110mia,mia,DansKa20,def_int_yds,0,,,,,
player,201112110mia,mia,DansKa20,def_int_td,0,,,,,
player,201112110mia,mia,DansKa20,def_int_long,0,,,,,
player,201112110mia,mia,DansKa20,pass_defended,1,,,,,
player,201112110mia,mia,DansKa20,sacks,0.0,,,,,
player,201112110mia,mia,DansKa20,tackles_combined,9,,,,,
player,201112110mia,mia,DansKa20,tackles_solo,7,,,,,
player,201112110mia,mia,DansKa20,tackles_assists,2,,,,,
player,201112110mia,mia,DansKa20,tackles_loss,2,,,,,
player,201112110mia,mia,DansKa20,qb_hits,1,,,,,
player,201112110mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201112110mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201112110mia,mia,BellYe20,def_int,0,,,,,
player,201112110mia,mia,BellYe20,def_int_yds,0,,,,,
player,201112110mia,mia,BellYe20,def_int_td,0,,,,,
player,201112110mia,mia,BellYe20,def_int_long,0,,,,,
player,201112110mia,mia,BellYe20,pass_defended,0,,,,,
player,201112110mia,mia,BellYe20,sacks,0.0,,,,,
player,201112110mia,mia,BellYe20,tackles_combined,7,,,,,
player,201112110mia,mia,BellYe20,tackles_solo,6,,,,,
player,201112110mia,mia,BellYe20,tackles_assists,1,,,,,
player,201112110mia,mia,BellYe20,tackles_loss,0,,,,,
player,201112110mia,mia,BellYe20,qb_hits,0,,,,,
player,201112110mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201112110mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201112110mia,mia,MisiKo99,def_int,0,,,,,
player,201112110mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201112110mia,mia,MisiKo99,def_int_td,0,,,,,
player,201112110mia,mia,MisiKo99,def_int_long,0,,,,,
player,201112110mia,mia,MisiKo99,pass_defended,1,,,,,
player,201112110mia,mia,MisiKo99,sacks,0.0,,,,,
player,201112110mia,mia,MisiKo99,tackles_combined,5,,,,,
player,201112110mia,mia,MisiKo99,tackles_solo,4,,,,,
player,201112110mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201112110mia,mia,MisiKo99,tackles_loss,1,,,,,
player,201112110mia,mia,MisiKo99,qb_hits,0,,,,,
player,201112110mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201112110mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201112110mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201112110mia,mia,WakeCa00,def_int,0,,,,,
player,201112110mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201112110mia,mia,WakeCa00,def_int_td,0,,,,,
player,201112110mia,mia,WakeCa00,def_int_long,0,,,,,
player,201112110mia,mia,WakeCa00,pass_defended,0,,,,,
player,201112110mia,mia,WakeCa00,sacks,0.0,,,,,
player,201112110mia,mia,WakeCa00,tackles_combined,5,,,,,
player,201112110mia,mia,WakeCa00,tackles_solo,4,,,,,
player,201112110mia,mia,WakeCa00,tackles_assists,1,,,,,
player,201112110mia,mia,WakeCa00,tackles_loss,2,,,,,
player,201112110mia,mia,WakeCa00,qb_hits,0,,,,,
player,201112110mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201112110mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201112110mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201112110mia,mia,BurnKe20,def_int,0,,,,,
player,201112110mia,mia,BurnKe20,def_int_yds,0,,,,,
player,201112110mia,mia,BurnKe20,def_int_td,0,,,,,
player,201112110mia,mia,BurnKe20,def_int_long,0,,,,,
player,201112110mia,mia,BurnKe20,pass_defended,0,,,,,
player,201112110mia,mia,BurnKe20,sacks,0.0,,,,,
player,201112110mia,mia,BurnKe20,tackles_combined,4,,,,,
player,201112110mia,mia,BurnKe20,tackles_solo,3,,,,,
player,201112110mia,mia,BurnKe20,tackles_assists,1,,,,,
player,201112110mia,mia,BurnKe20,tackles_loss,1,,,,,
player,201112110mia,mia,BurnKe20,qb_hits,0,,,,,
player,201112110mia,mia,BurnKe20,fumbles_rec,0,,,,,
player,201112110mia,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,BurnKe20,fumbles_forced,0,,,,,
player,201112110mia,mia,ClemCh97,def_int,0,,,,,
player,201112110mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201112110mia,mia,ClemCh97,def_int_td,0,,,,,
player,201112110mia,mia,ClemCh97,def_int_long,0,,,,,
player,201112110mia,mia,ClemCh97,pass_defended,0,,,,,
player,201112110mia,mia,ClemCh97,sacks,0.0,,,,,
player,201112110mia,mia,ClemCh97,tackles_combined,4,,,,,
player,201112110mia,mia,ClemCh97,tackles_solo,3,,,,,
player,201112110mia,mia,ClemCh97,tackles_assists,1,,,,,
player,201112110mia,mia,ClemCh97,tackles_loss,1,,,,,
player,201112110mia,mia,ClemCh97,qb_hits,0,,,,,
player,201112110mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201112110mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201112110mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201112110mia,mia,CulvTy20,def_int,0,,,,,
player,201112110mia,mia,CulvTy20,def_int_yds,0,,,,,
player,201112110mia,mia,CulvTy20,def_int_td,0,,,,,
player,201112110mia,mia,CulvTy20,def_int_long,0,,,,,
player,201112110mia,mia,CulvTy20,pass_defended,1,,,,,
player,201112110mia,mia,CulvTy20,sacks,0.0,,,,,
player,201112110mia,mia,CulvTy20,tackles_combined,4,,,,,
player,201112110mia,mia,CulvTy20,tackles_solo,4,,,,,
player,201112110mia,mia,CulvTy20,tackles_assists,0,,,,,
player,201112110mia,mia,CulvTy20,tackles_loss,0,,,,,
player,201112110mia,mia,CulvTy20,qb_hits,0,,,,,
player,201112110mia,mia,CulvTy20,fumbles_rec,1,,,,,
player,201112110mia,mia,CulvTy20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,CulvTy20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,CulvTy20,fumbles_forced,1,,,,,
player,201112110mia,mia,StarRa20,def_int,0,,,,,
player,201112110mia,mia,StarRa20,def_int_yds,0,,,,,
player,201112110mia,mia,StarRa20,def_int_td,0,,,,,
player,201112110mia,mia,StarRa20,def_int_long,0,,,,,
player,201112110mia,mia,StarRa20,pass_defended,0,,,,,
player,201112110mia,mia,StarRa20,sacks,0.0,,,,,
player,201112110mia,mia,StarRa20,tackles_combined,3,,,,,
player,201112110mia,mia,StarRa20,tackles_solo,3,,,,,
player,201112110mia,mia,StarRa20,tackles_assists,0,,,,,
player,201112110mia,mia,StarRa20,tackles_loss,1,,,,,
player,201112110mia,mia,StarRa20,qb_hits,0,,,,,
player,201112110mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201112110mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201112110mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201112110mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201112110mia,mia,AlleWi20,def_int,0,,,,,
player,201112110mia,mia,AlleWi20,def_int_yds,0,,,,,
player,201112110mia,mia,AlleWi20,def_int_td,0,,,,,
player,201112110mia,mia,AlleWi20,def_int_long,0,,,,,
player,201112110mia,mia,AlleWi20,pass_defended,0,,,,,
player,201112110mia,mia,AlleWi20,sacks,0.0,,,,,
player,201112110mia,mia,AlleWi20,tackles_combined,2,,,,,
player,201112110mia,mia,AlleWi20,tackles_solo,2,,,,,
player,201112110mia,mia,AlleWi20,tackles_assists,0,,,,,
player,201112110mia,mia,AlleWi20,tackles_loss,0,,,,,
player,201112110mia,mia,AlleWi20,qb_hits,0,,,,,
player,201112110mia,mia,AlleWi20,fumbles_rec,0,,,,,
