game,2011,4,20111002,201110020crd,nyg,"New York Giants",31,crd,"Arizona Cardinals",27
team,201110020crd,nyg,First Downs,24,,,,,,
team,201110020crd,crd,First Downs,22,,,,,,
team,201110020crd,nyg,Rush-Yds-TDs,24-54-2,,,,,,
team,201110020crd,crd,Rush-Yds-TDs,32-156-3,,,,,,
team,201110020crd,nyg,Cmp-Att-Yd-TD-INT,27-40-321-2-0,,,,,,
team,201110020crd,crd,Cmp-Att-Yd-TD-INT,20-34-237-0-1,,,,,,
team,201110020crd,nyg,Sacked-Yards,1-15,,,,,,
team,201110020crd,crd,Sacked-Yards,4-25,,,,,,
team,201110020crd,nyg,Net Pass Yards,306,,,,,,
team,201110020crd,crd,Net Pass Yards,212,,,,,,
team,201110020crd,nyg,Total Yards,360,,,,,,
team,201110020crd,crd,Total Yards,368,,,,,,
team,201110020crd,nyg,Fumbles-Lost,2-2,,,,,,
team,201110020crd,crd,Fumbles-Lost,2-1,,,,,,
team,201110020crd,nyg,Turnovers,2,,,,,,
team,201110020crd,crd,Turnovers,2,,,,,,
team,201110020crd,nyg,Penalties-Yards,7-55,,,,,,
team,201110020crd,crd,Penalties-Yards,11-118,,,,,,
team,201110020crd,nyg,Third Down Conv.,6-13,,,,,,
team,201110020crd,crd,Third Down Conv.,3-12,,,,,,
team,201110020crd,nyg,Fourth Down Conv.,0-0,,,,,,
team,201110020crd,crd,Fourth Down Conv.,1-2,,,,,,
team,201110020crd,nyg,Time of Possession,28:01,,,,,,
team,201110020crd,crd,Time of Possession,31:59,,,,,,
player,201110020crd,nyg,MannEl00,pass_cmp,27,,,,,
player,201110020crd,nyg,MannEl00,pass_att,40,,,,,
player,201110020crd,nyg,MannEl00,pass_yds,321,,,,,
player,201110020crd,nyg,MannEl00,pass_td,2,,,,,
player,201110020crd,nyg,MannEl00,pass_int,0,,,,,
player,201110020crd,nyg,MannEl00,pass_sacked,1,,,,,
player,201110020crd,nyg,MannEl00,pass_sacked_yds,15,,,,,
player,201110020crd,nyg,MannEl00,pass_long,29,,,,,
player,201110020crd,nyg,MannEl00,pass_rating,108.4,,,,,
player,201110020crd,nyg,MannEl00,rush_att,3,,,,,
player,201110020crd,nyg,MannEl00,rush_yds,-3,,,,,
player,201110020crd,nyg,MannEl00,rush_td,0,,,,,
player,201110020crd,nyg,MannEl00,rush_long,-1,,,,,
player,201110020crd,nyg,MannEl00,targets,0,,,,,
player,201110020crd,nyg,MannEl00,rec,0,,,,,
player,201110020crd,nyg,MannEl00,rec_yds,0,,,,,
player,201110020crd,nyg,MannEl00,rec_td,0,,,,,
player,201110020crd,nyg,MannEl00,rec_long,0,,,,,
player,201110020crd,nyg,MannEl00,fumbles,1,,,,,
player,201110020crd,nyg,MannEl00,fumbles_lost,1,,,,,
player,201110020crd,nyg,BradAh00,pass_cmp,0,,,,,
player,201110020crd,nyg,BradAh00,pass_att,0,,,,,
player,201110020crd,nyg,BradAh00,pass_yds,0,,,,,
player,201110020crd,nyg,BradAh00,pass_td,0,,,,,
player,201110020crd,nyg,BradAh00,pass_int,0,,,,,
player,201110020crd,nyg,BradAh00,pass_sacked,0,,,,,
player,201110020crd,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201110020crd,nyg,BradAh00,pass_long,0,,,,,
player,201110020crd,nyg,BradAh00,pass_rating,,,,,,
player,201110020crd,nyg,BradAh00,rush_att,12,,,,,
player,201110020crd,nyg,BradAh00,rush_yds,39,,,,,
player,201110020crd,nyg,BradAh00,rush_td,1,,,,,
player,201110020crd,nyg,BradAh00,rush_long,13,,,,,
player,201110020crd,nyg,BradAh00,targets,5,,,,,
player,201110020crd,nyg,BradAh00,rec,4,,,,,
player,201110020crd,nyg,BradAh00,rec_yds,11,,,,,
