game,2011,6,20111016,201110160det,sfo,"San Francisco 49ers",25,det,"Detroit Lions",19
player,201110160det,sfo,BowmNa99,pass_defended,1,,,,,
player,201110160det,sfo,BowmNa99,sacks,0.0,,,,,
player,201110160det,sfo,BowmNa99,tackles_combined,14,,,,,
player,201110160det,sfo,BowmNa99,tackles_solo,8,,,,,
player,201110160det,sfo,BowmNa99,tackles_assists,6,,,,,
player,201110160det,sfo,BowmNa99,tackles_loss,1,,,,,
player,201110160det,sfo,BowmNa99,qb_hits,1,,,,,
player,201110160det,sfo,BowmNa99,fumbles_rec,0,,,,,
player,201110160det,sfo,BowmNa99,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,BowmNa99,fumbles_rec_td,0,,,,,
player,201110160det,sfo,BowmNa99,fumbles_forced,0,,,,,
player,201110160det,sfo,GoldDa99,def_int,0,,,,,
player,201110160det,sfo,GoldDa99,def_int_yds,0,,,,,
player,201110160det,sfo,GoldDa99,def_int_td,0,,,,,
player,201110160det,sfo,GoldDa99,def_int_long,0,,,,,
player,201110160det,sfo,GoldDa99,pass_defended,0,,,,,
player,201110160det,sfo,GoldDa99,sacks,0.0,,,,,
player,201110160det,sfo,GoldDa99,tackles_combined,7,,,,,
player,201110160det,sfo,GoldDa99,tackles_solo,4,,,,,
player,201110160det,sfo,GoldDa99,tackles_assists,3,,,,,
player,201110160det,sfo,GoldDa99,tackles_loss,0,,,,,
player,201110160det,sfo,GoldDa99,qb_hits,0,,,,,
player,201110160det,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201110160det,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201110160det,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201110160det,sfo,WillPa98,def_int,0,,,,,
player,201110160det,sfo,WillPa98,def_int_yds,0,,,,,
player,201110160det,sfo,WillPa98,def_int_td,0,,,,,
player,201110160det,sfo,WillPa98,def_int_long,0,,,,,
player,201110160det,sfo,WillPa98,pass_defended,3,,,,,
player,201110160det,sfo,WillPa98,sacks,0.0,,,,,
player,201110160det,sfo,WillPa98,tackles_combined,7,,,,,
player,201110160det,sfo,WillPa98,tackles_solo,5,,,,,
player,201110160det,sfo,WillPa98,tackles_assists,2,,,,,
player,201110160det,sfo,WillPa98,tackles_loss,0,,,,,
player,201110160det,sfo,WillPa98,qb_hits,1,,,,,
player,201110160det,sfo,WillPa98,fumbles_rec,0,,,,,
player,201110160det,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201110160det,sfo,WillPa98,fumbles_forced,0,,,,,
player,201110160det,sfo,WhitDo20,def_int,0,,,,,
player,201110160det,sfo,WhitDo20,def_int_yds,0,,,,,
player,201110160det,sfo,WhitDo20,def_int_td,0,,,,,
player,201110160det,sfo,WhitDo20,def_int_long,0,,,,,
player,201110160det,sfo,WhitDo20,pass_defended,0,,,,,
player,201110160det,sfo,WhitDo20,sacks,0.0,,,,,
player,201110160det,sfo,WhitDo20,tackles_combined,6,,,,,
player,201110160det,sfo,WhitDo20,tackles_solo,3,,,,,
player,201110160det,sfo,WhitDo20,tackles_assists,3,,,,,
player,201110160det,sfo,WhitDo20,tackles_loss,1,,,,,
player,201110160det,sfo,WhitDo20,qb_hits,1,,,,,
player,201110160det,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201110160det,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201110160det,sfo,WhitDo20,fumbles_forced,0,,,,,
player,201110160det,sfo,BrowTa99,def_int,0,,,,,
player,201110160det,sfo,BrowTa99,def_int_yds,0,,,,,
player,201110160det,sfo,BrowTa99,def_int_td,0,,,,,
player,201110160det,sfo,BrowTa99,def_int_long,0,,,,,
player,201110160det,sfo,BrowTa99,pass_defended,0,,,,,
player,201110160det,sfo,BrowTa99,sacks,0.0,,,,,
player,201110160det,sfo,BrowTa99,tackles_combined,3,,,,,
player,201110160det,sfo,BrowTa99,tackles_solo,2,,,,,
player,201110160det,sfo,BrowTa99,tackles_assists,1,,,,,
player,201110160det,sfo,BrowTa99,tackles_loss,0,,,,,
player,201110160det,sfo,BrowTa99,qb_hits,0,,,,,
player,201110160det,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201110160det,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201110160det,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201110160det,sfo,CullCh00,def_int,0,,,,,
player,201110160det,sfo,CullCh00,def_int_yds,0,,,,,
player,201110160det,sfo,CullCh00,def_int_td,0,,,,,
player,201110160det,sfo,CullCh00,def_int_long,0,,,,,
player,201110160det,sfo,CullCh00,pass_defended,1,,,,,
player,201110160det,sfo,CullCh00,sacks,0.0,,,,,
player,201110160det,sfo,CullCh00,tackles_combined,3,,,,,
player,201110160det,sfo,CullCh00,tackles_solo,3,,,,,
player,201110160det,sfo,CullCh00,tackles_assists,0,,,,,
player,201110160det,sfo,CullCh00,tackles_loss,0,,,,,
player,201110160det,sfo,CullCh00,qb_hits,0,,,,,
player,201110160det,sfo,CullCh00,fumbles_rec,0,,,,,
player,201110160det,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201110160det,sfo,CullCh00,fumbles_forced,0,,,,,
player,201110160det,sfo,RogeCa20,def_int,0,,,,,
player,201110160det,sfo,RogeCa20,def_int_yds,0,,,,,
player,201110160det,sfo,RogeCa20,def_int_td,0,,,,,
player,201110160det,sfo,RogeCa20,def_int_long,0,,,,,
player,201110160det,sfo,RogeCa20,pass_defended,1,,,,,
player,201110160det,sfo,RogeCa20,sacks,0.0,,,,,
player,201110160det,sfo,RogeCa20,tackles_combined,3,,,,,
player,201110160det,sfo,RogeCa20,tackles_solo,3,,,,,
player,201110160det,sfo,RogeCa20,tackles_assists,0,,,,,
player,201110160det,sfo,RogeCa20,tackles_loss,1,,,,,
player,201110160det,sfo,RogeCa20,qb_hits,0,,,,,
player,201110160det,sfo,RogeCa20,fumbles_rec,0,,,,,
player,201110160det,sfo,RogeCa20,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201110160det,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201110160det,sfo,JennBr00,def_int,0,,,,,
player,201110160det,sfo,JennBr00,def_int_yds,0,,,,,
player,201110160det,sfo,JennBr00,def_int_td,0,,,,,
player,201110160det,sfo,JennBr00,def_int_long,0,,,,,
player,201110160det,sfo,JennBr00,pass_defended,0,,,,,
player,201110160det,sfo,JennBr00,sacks,0.0,,,,,
player,201110160det,sfo,JennBr00,tackles_combined,1,,,,,
player,201110160det,sfo,JennBr00,tackles_solo,0,,,,,
player,201110160det,sfo,JennBr00,tackles_assists,1,,,,,
player,201110160det,sfo,JennBr00,tackles_loss,0,,,,,
player,201110160det,sfo,JennBr00,qb_hits,0,,,,,
player,201110160det,sfo,JennBr00,fumbles_rec,0,,,,,
player,201110160det,sfo,JennBr00,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,JennBr00,fumbles_rec_td,0,,,,,
player,201110160det,sfo,JennBr00,fumbles_forced,0,,,,,
player,201110160det,sfo,SmitRe99,def_int,0,,,,,
player,201110160det,sfo,SmitRe99,def_int_yds,0,,,,,
player,201110160det,sfo,SmitRe99,def_int_td,0,,,,,
player,201110160det,sfo,SmitRe99,def_int_long,0,,,,,
player,201110160det,sfo,SmitRe99,pass_defended,0,,,,,
player,201110160det,sfo,SmitRe99,sacks,0.0,,,,,
player,201110160det,sfo,SmitRe99,tackles_combined,1,,,,,
player,201110160det,sfo,SmitRe99,tackles_solo,1,,,,,
player,201110160det,sfo,SmitRe99,tackles_assists,0,,,,,
player,201110160det,sfo,SmitRe99,tackles_loss,0,,,,,
player,201110160det,sfo,SmitRe99,qb_hits,0,,,,,
player,201110160det,sfo,SmitRe99,fumbles_rec,0,,,,,
player,201110160det,sfo,SmitRe99,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,SmitRe99,fumbles_rec_td,0,,,,,
player,201110160det,sfo,SmitRe99,fumbles_forced,0,,,,,
player,201110160det,sfo,StalJo20,def_int,0,,,,,
player,201110160det,sfo,StalJo20,def_int_yds,0,,,,,
player,201110160det,sfo,StalJo20,def_int_td,0,,,,,
player,201110160det,sfo,StalJo20,def_int_long,0,,,,,
player,201110160det,sfo,StalJo20,pass_defended,0,,,,,
player,201110160det,sfo,StalJo20,sacks,0.0,,,,,
player,201110160det,sfo,StalJo20,tackles_combined,1,,,,,
player,201110160det,sfo,StalJo20,tackles_solo,1,,,,,
player,201110160det,sfo,StalJo20,tackles_assists,0,,,,,
player,201110160det,sfo,StalJo20,tackles_loss,,,,,,
player,201110160det,sfo,StalJo20,qb_hits,,,,,,
player,201110160det,sfo,StalJo20,fumbles_rec,0,,,,,
player,201110160det,sfo,StalJo20,fumbles_rec_yds,0,,,,,
player,201110160det,sfo,StalJo20,fumbles_rec_td,0,,,,,
player,201110160det,sfo,StalJo20,fumbles_forced,0,,,,,
player,201110160det,det,SpieAm99,def_int,1,,,,,
player,201110160det,det,SpieAm99,def_int_yds,30,,,,,
player,201110160det,det,SpieAm99,def_int_td,0,,,,,
player,201110160det,det,SpieAm99,def_int_long,30,,,,,
player,201110160det,det,SpieAm99,pass_defended,1,,,,,
player,201110160det,det,SpieAm99,sacks,0.0,,,,,
player,201110160det,det,SpieAm99,tackles_combined,4,,,,,
player,201110160det,det,SpieAm99,tackles_solo,4,,,,,
player,201110160det,det,SpieAm99,tackles_assists,0,,,,,
player,201110160det,det,SpieAm99,tackles_loss,0,,,,,
player,201110160det,det,SpieAm99,qb_hits,0,,,,,
player,201110160det,det,SpieAm99,fumbles_rec,0,,,,,
player,201110160det,det,SpieAm99,fumbles_rec_yds,0,,,,,
player,201110160det,det,SpieAm99,fumbles_rec_td,0,,,,,
player,201110160det,det,SpieAm99,fumbles_forced,0,,,,,
player,201110160det,det,TullSt20,def_int,0,,,,,
player,201110160det,det,TullSt20,def_int_yds,0,,,,,
player,201110160det,det,TullSt20,def_int_td,0,,,,,
player,201110160det,det,TullSt20,def_int_long,0,,,,,
player,201110160det,det,TullSt20,pass_defended,0,,,,,
player,201110160det,det,TullSt20,sacks,1.0,,,,,
player,201110160det,det,TullSt20,tackles_combined,6,,,,,
player,201110160det,det,TullSt20,tackles_solo,2,,,,,
player,201110160det,det,TullSt20,tackles_assists,4,,,,,
player,201110160det,det,TullSt20,tackles_loss,1,,,,,
player,201110160det,det,TullSt20,qb_hits,1,,,,,
player,201110160det,det,TullSt20,fumbles_rec,0,,,,,
player,201110160det,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201110160det,det,TullSt20,fumbles_rec_td,0,,,,,
player,201110160det,det,TullSt20,fumbles_forced,0,,,,,
player,201110160det,det,VandKy99,def_int,0,,,,,
player,201110160det,det,VandKy99,def_int_yds,0,,,,,
player,201110160det,det,VandKy99,def_int_td,0,,,,,
player,201110160det,det,VandKy99,def_int_long,0,,,,,
player,201110160det,det,VandKy99,pass_defended,0,,,,,
player,201110160det,det,VandKy99,sacks,1.0,,,,,
player,201110160det,det,VandKy99,tackles_combined,2,,,,,
player,201110160det,det,VandKy99,tackles_solo,1,,,,,
player,201110160det,det,VandKy99,tackles_assists,1,,,,,
player,201110160det,det,VandKy99,tackles_loss,0,,,,,
player,201110160det,det,VandKy99,qb_hits,0,,,,,
player,201110160det,det,VandKy99,fumbles_rec,1,,,,,
player,201110160det,det,VandKy99,fumbles_rec_yds,0,,,,,
player,201110160det,det,VandKy99,fumbles_rec_td,0,,,,,
player,201110160det,det,VandKy99,fumbles_forced,1,,,,,
player,201110160det,det,LevyDe99,def_int,0,,,,,
player,201110160det,det,LevyDe99,def_int_yds,0,,,,,
player,201110160det,det,LevyDe99,def_int_td,0,,,,,
player,201110160det,det,LevyDe99,def_int_long,0,,,,,
player,201110160det,det,LevyDe99,pass_defended,0,,,,,
player,201110160det,det,LevyDe99,sacks,0.0,,,,,
player,201110160det,det,LevyDe99,tackles_combined,12,,,,,
player,201110160det,det,LevyDe99,tackles_solo,7,,,,,
player,201110160det,det,LevyDe99,tackles_assists,5,,,,,
player,201110160det,det,LevyDe99,tackles_loss,1,,,,,
player,201110160det,det,LevyDe99,qb_hits,0,,,,,
player,201110160det,det,LevyDe99,fumbles_rec,0,,,,,
player,201110160det,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201110160det,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201110160det,det,LevyDe99,fumbles_forced,0,,,,,
player,201110160det,det,DelmLo99,def_int,0,,,,,
player,201110160det,det,DelmLo99,def_int_yds,0,,,,,
player,201110160det,det,DelmLo99,def_int_td,0,,,,,
player,201110160det,det,DelmLo99,def_int_long,0,,,,,
player,201110160det,det,DelmLo99,pass_defended,0,,,,,
player,201110160det,det,DelmLo99,sacks,0.0,,,,,
player,201110160det,det,DelmLo99,tackles_combined,5,,,,,
player,201110160det,det,DelmLo99,tackles_solo,4,,,,,
player,201110160det,det,DelmLo99,tackles_assists,1,,,,,
player,201110160det,det,DelmLo99,tackles_loss,1,,,,,
player,201110160det,det,DelmLo99,qb_hits,0,,,,,
player,201110160det,det,DelmLo99,fumbles_rec,0,,,,,
player,201110160det,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201110160det,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201110160det,det,DelmLo99,fumbles_forced,0,,,,,
player,201110160det,det,WrigEr99,def_int,0,,,,,
player,201110160det,det,WrigEr99,def_int_yds,0,,,,,
player,201110160det,det,WrigEr99,def_int_td,0,,,,,
player,201110160det,det,WrigEr99,def_int_long,0,,,,,
player,201110160det,det,WrigEr99,pass_defended,0,,,,,
player,201110160det,det,WrigEr99,sacks,0.0,,,,,
player,201110160det,det,WrigEr99,tackles_combined,5,,,,,
player,201110160det,det,WrigEr99,tackles_solo,4,,,,,
player,201110160det,det,WrigEr99,tackles_assists,1,,,,,
player,201110160det,det,WrigEr99,tackles_loss,1,,,,,
player,201110160det,det,WrigEr99,qb_hits,0,,,,,
player,201110160det,det,WrigEr99,fumbles_rec,0,,,,,
player,201110160det,det,WrigEr99,fumbles_rec_yds,0,,,,,
player,201110160det,det,WrigEr99,fumbles_rec_td,0,,,,,
player,201110160det,det,WrigEr99,fumbles_forced,0,,,,,
player,201110160det,det,HillSa99,def_int,0,,,,,
player,201110160det,det,HillSa99,def_int_yds,0,,,,,
player,201110160det,det,HillSa99,def_int_td,0,,,,,
player,201110160det,det,HillSa99,def_int_long,0,,,,,
player,201110160det,det,HillSa99,pass_defended,0,,,,,
player,201110160det,det,HillSa99,sacks,0.0,,,,,
player,201110160det,det,HillSa99,tackles_combined,4,,,,,
player,201110160det,det,HillSa99,tackles_solo,2,,,,,
player,201110160det,det,HillSa99,tackles_assists,2,,,,,
player,201110160det,det,HillSa99,tackles_loss,,,,,,
player,201110160det,det,HillSa99,qb_hits,,,,,,
player,201110160det,det,HillSa99,fumbles_rec,0,,,,,
player,201110160det,det,HillSa99,fumbles_rec_yds,0,,,,,
player,201110160det,det,HillSa99,fumbles_rec_td,0,,,,,
player,201110160det,det,HillSa99,fumbles_forced,0,,,,,
player,201110160det,det,HousCh99,def_int,0,,,,,
player,201110160det,det,HousCh99,def_int_yds,0,,,,,
player,201110160det,det,HousCh99,def_int_td,0,,,,,
player,201110160det,det,HousCh99,def_int_long,0,,,,,
player,201110160det,det,HousCh99,pass_defended,1,,,,,
player,201110160det,det,HousCh99,sacks,0.0,,,,,
player,201110160det,det,HousCh99,tackles_combined,4,,,,,
player,201110160det,det,HousCh99,tackles_solo,4,,,,,
player,201110160det,det,HousCh99,tackles_assists,0,,,,,
player,201110160det,det,HousCh99,tackles_loss,0,,,,,
player,201110160det,det,HousCh99,qb_hits,0,,,,,
player,201110160det,det,HousCh99,fumbles_rec,0,,,,,
player,201110160det,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201110160det,det,HousCh99,fumbles_rec_td,0,,,,,
player,201110160det,det,HousCh99,fumbles_forced,0,,,,,
player,201110160det,det,CarpBo20,def_int,0,,,,,
player,201110160det,det,CarpBo20,def_int_yds,0,,,,,
player,201110160det,det,CarpBo20,def_int_td,0,,,,,
player,201110160det,det,CarpBo20,def_int_long,0,,,,,
player,201110160det,det,CarpBo20,pass_defended,0,,,,,
player,201110160det,det,CarpBo20,sacks,0.0,,,,,
player,201110160det,det,CarpBo20,tackles_combined,3,,,,,
player,201110160det,det,CarpBo20,tackles_solo,1,,,,,
player,201110160det,det,CarpBo20,tackles_assists,2,,,,,
player,201110160det,det,CarpBo20,tackles_loss,0,,,,,
player,201110160det,det,CarpBo20,qb_hits,0,,,,,
player,201110160det,det,CarpBo20,fumbles_rec,0,,,,,
player,201110160det,det,CarpBo20,fumbles_rec_yds,0,,,,,
player,201110160det,det,CarpBo20,fumbles_rec_td,0,,,,,
player,201110160det,det,CarpBo20,fumbles_forced,0,,,,,
player,201110160det,det,WillCo21,def_int,0,,,,,
player,201110160det,det,WillCo21,def_int_yds,0,,,,,
player,201110160det,det,WillCo21,def_int_td,0,,,,,
player,201110160det,det,WillCo21,def_int_long,0,,,,,
player,201110160det,det,WillCo21,pass_defended,0,,,,,
player,201110160det,det,WillCo21,sacks,0.0,,,,,
player,201110160det,det,WillCo21,tackles_combined,3,,,,,
player,201110160det,det,WillCo21,tackles_solo,2,,,,,
player,201110160det,det,WillCo21,tackles_assists,1,,,,,
player,201110160det,det,WillCo21,tackles_loss,0,,,,,
player,201110160det,det,WillCo21,qb_hits,1,,,,,
player,201110160det,det,WillCo21,fumbles_rec,0,,,,,
player,201110160det,det,WillCo21,fumbles_rec_yds,0,,,,,
player,201110160det,det,WillCo21,fumbles_rec_td,0,,,,,
player,201110160det,det,WillCo21,fumbles_forced,0,,,,,
player,201110160det,det,AvriCl99,def_int,0,,,,,
player,201110160det,det,AvriCl99,def_int_yds,0,,,,,
player,201110160det,det,AvriCl99,def_int_td,0,,,,,
player,201110160det,det,AvriCl99,def_int_long,0,,,,,
player,201110160det,det,AvriCl99,pass_defended,0,,,,,
player,201110160det,det,AvriCl99,sacks,0.0,,,,,
player,201110160det,det,AvriCl99,tackles_combined,2,,,,,
player,201110160det,det,AvriCl99,tackles_solo,2,,,,,
player,201110160det,det,AvriCl99,tackles_assists,0,,,,,
player,201110160det,det,AvriCl99,tackles_loss,0,,,,,
player,201110160det,det,AvriCl99,qb_hits,1,,,,,
player,201110160det,det,AvriCl99,fumbles_rec,0,,,,,
player,201110160det,det,AvriCl99,fumbles_rec_yds,0,,,,,
player,201110160det,det,AvriCl99,fumbles_rec_td,0,,,,,
player,201110160det,det,AvriCl99,fumbles_forced,0,,,,,
player,201110160det,det,DonaRy00,def_int,0,,,,,
player,201110160det,det,DonaRy00,def_int_yds,0,,,,,
player,201110160det,det,DonaRy00,def_int_td,0,,,,,
player,201110160det,det,DonaRy00,def_int_long,0,,,,,
player,201110160det,det,DonaRy00,pass_defended,0,,,,,
player,201110160det,det,DonaRy00,sacks,0.0,,,,,
player,201110160det,det,DonaRy00,tackles_combined,2,,,,,
player,201110160det,det,DonaRy00,tackles_solo,1,,,,,
player,201110160det,det,DonaRy00,tackles_assists,1,,,,,
player,201110160det,det,DonaRy00,tackles_loss,0,,,,,
player,201110160det,det,DonaRy00,qb_hits,0,,,,,
player,201110160det,det,DonaRy00,fumbles_rec,0,,,,,
player,201110160det,det,DonaRy00,fumbles_rec_yds,0,,,,,
player,201110160det,det,DonaRy00,fumbles_rec_td,0,,,,,
player,201110160det,det,DonaRy00,fumbles_forced,0,,,,,
player,201110160det,det,McDoBr99,def_int,0,,,,,
player,201110160det,det,McDoBr99,def_int_yds,0,,,,,
player,201110160det,det,McDoBr99,def_int_td,0,,,,,
player,201110160det,det,McDoBr99,def_int_long,0,,,,,
player,201110160det,det,McDoBr99,pass_defended,0,,,,,
player,201110160det,det,McDoBr99,sacks,0.0,,,,,
player,201110160det,det,McDoBr99,tackles_combined,2,,,,,
player,201110160det,det,McDoBr99,tackles_solo,1,,,,,
player,201110160det,det,McDoBr99,tackles_assists,1,,,,,
player,201110160det,det,McDoBr99,tackles_loss,0,,,,,
player,201110160det,det,McDoBr99,qb_hits,0,,,,,
player,201110160det,det,McDoBr99,fumbles_rec,0,,,,,
player,201110160det,det,McDoBr99,fumbles_rec_yds,0,,,,,
player,201110160det,det,McDoBr99,fumbles_rec_td,0,,,,,
player,201110160det,det,McDoBr99,fumbles_forced,0,,,,,
player,201110160det,det,SuhxNd99,def_int,0,,,,,
player,201110160det,det,SuhxNd99,def_int_yds,0,,,,,
player,201110160det,det,SuhxNd99,def_int_td,0,,,,,
player,201110160det,det,SuhxNd99,def_int_long,0,,,,,
player,201110160det,det,SuhxNd99,pass_defended,0,,,,,
player,201110160det,det,SuhxNd99,sacks,0.0,,,,,
player,201110160det,det,SuhxNd99,tackles_combined,2,,,,,
player,201110160det,det,SuhxNd99,tackles_solo,0,,,,,
player,201110160det,det,SuhxNd99,tackles_assists,2,,,,,
player,201110160det,det,SuhxNd99,tackles_loss,0,,,,,
player,201110160det,det,SuhxNd99,qb_hits,0,,,,,
player,201110160det,det,SuhxNd99,fumbles_rec,0,,,,,
player,201110160det,det,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201110160det,det,SuhxNd99,fumbles_rec_td,0,,,,,
player,201110160det,det,SuhxNd99,fumbles_forced,0,,,,,
player,201110160det,det,WendJo99,def_int,0,,,,,
player,201110160det,det,WendJo99,def_int_yds,0,,,,,
player,201110160det,det,WendJo99,def_int_td,0,,,,,
player,201110160det,det,WendJo99,def_int_long,0,,,,,
player,201110160det,det,WendJo99,pass_defended,0,,,,,
player,201110160det,det,WendJo99,sacks,0.0,,,,,
player,201110160det,det,WendJo99,tackles_combined,2,,,,,
player,201110160det,det,WendJo99,tackles_solo,2,,,,,
player,201110160det,det,WendJo99,tackles_assists,0,,,,,
player,201110160det,det,WendJo99,tackles_loss,0,,,,,
player,201110160det,det,WendJo99,qb_hits,0,,,,,
player,201110160det,det,WendJo99,fumbles_rec,0,,,,,
player,201110160det,det,WendJo99,fumbles_rec_yds,0,,,,,
player,201110160det,det,WendJo99,fumbles_rec_td,0,,,,,
player,201110160det,det,WendJo99,fumbles_forced,0,,,,,
player,201110160det,det,BerrAa00,def_int,0,,,,,
player,201110160det,det,BerrAa00,def_int_yds,0,,,,,
player,201110160det,det,BerrAa00,def_int_td,0,,,,,
player,201110160det,det,BerrAa00,def_int_long,0,,,,,
player,201110160det,det,BerrAa00,pass_defended,1,,,,,
player,201110160det,det,BerrAa00,sacks,0.0,,,,,
player,201110160det,det,BerrAa00,tackles_combined,1,,,,,
player,201110160det,det,BerrAa00,tackles_solo,1,,,,,
player,201110160det,det,BerrAa00,tackles_assists,0,,,,,
player,201110160det,det,BerrAa00,tackles_loss,0,,,,,
player,201110160det,det,BerrAa00,qb_hits,0,,,,,
player,201110160det,det,BerrAa00,fumbles_rec,0,,,,,
player,201110160det,det,BerrAa00,fumbles_rec_yds,0,,,,,
player,201110160det,det,BerrAa00,fumbles_rec_td,0,,,,,
player,201110160det,det,BerrAa00,fumbles_forced,0,,,,,
player,201110160det,det,HoguDo01,def_int,0,,,,,
player,201110160det,det,HoguDo01,def_int_yds,0,,,,,
player,201110160det,det,HoguDo01,def_int_td,0,,,,,
player,201110160det,det,HoguDo01,def_int_long,0,,,,,
player,201110160det,det,HoguDo01,pass_defended,0,,,,,
player,201110160det,det,HoguDo01,sacks,0.0,,,,,
player,201110160det,det,HoguDo01,tackles_combined,1,,,,,
player,201110160det,det,HoguDo01,tackles_solo,1,,,,,
player,201110160det,det,HoguDo01,tackles_assists,0,,,,,
player,201110160det,det,HoguDo01,tackles_loss,0,,,,,
player,201110160det,det,HoguDo01,qb_hits,0,,,,,
player,201110160det,det,HoguDo01,fumbles_rec,0,,,,,
player,201110160det,det,HoguDo01,fumbles_rec_yds,0,,,,,
player,201110160det,det,HoguDo01,fumbles_rec_td,0,,,,,
player,201110160det,det,HoguDo01,fumbles_forced,0,,,,,
player,201110160det,det,JackLa98,def_int,0,,,,,
player,201110160det,det,JackLa98,def_int_yds,0,,,,,
player,201110160det,det,JackLa98,def_int_td,0,,,,,
player,201110160det,det,JackLa98,def_int_long,0,,,,,
player,201110160det,det,JackLa98,pass_defended,0,,,,,
player,201110160det,det,JackLa98,sacks,0.0,,,,,
player,201110160det,det,JackLa98,tackles_combined,1,,,,,
player,201110160det,det,JackLa98,tackles_solo,1,,,,,
player,201110160det,det,JackLa98,tackles_assists,0,,,,,
player,201110160det,det,JackLa98,tackles_loss,0,,,,,
player,201110160det,det,JackLa98,qb_hits,2,,,,,
player,201110160det,det,JackLa98,fumbles_rec,0,,,,,
player,201110160det,det,JackLa98,fumbles_rec_yds,0,,,,,
player,201110160det,det,JackLa98,fumbles_rec_td,0,,,,,
player,201110160det,det,JackLa98,fumbles_forced,0,,,,,
player,201110160det,det,SmitAl98,def_int,0,,,,,
player,201110160det,det,SmitAl98,def_int_yds,0,,,,,
player,201110160det,det,SmitAl98,def_int_td,0,,,,,
player,201110160det,det,SmitAl98,def_int_long,0,,,,,
player,201110160det,det,SmitAl98,pass_defended,0,,,,,
player,201110160det,det,SmitAl98,sacks,0.0,,,,,
player,201110160det,det,SmitAl98,tackles_combined,1,,,,,
player,201110160det,det,SmitAl98,tackles_solo,1,,,,,
player,201110160det,det,SmitAl98,tackles_assists,0,,,,,
player,201110160det,det,SmitAl98,tackles_loss,0,,,,,
player,201110160det,det,SmitAl98,qb_hits,0,,,,,
player,201110160det,det,SmitAl98,fumbles_rec,0,,,,,
player,201110160det,det,SmitAl98,fumbles_rec_yds,0,,,,,
player,201110160det,det,SmitAl98,fumbles_rec_td,0,,,,,
player,201110160det,det,SmitAl98,fumbles_forced,0,,,,,
player,201110160det,det,YounWi99,def_int,0,,,,,
player,201110160det,det,YounWi99,def_int_yds,0,,,,,
player,201110160det,det,YounWi99,def_int_td,0,,,,,
player,201110160det,det,YounWi99,def_int_long,0,,,,,
player,201110160det,det,YounWi99,pass_defended,1,,,,,
player,201110160det,det,YounWi99,sacks,0.0,,,,,
player,201110160det,det,YounWi99,tackles_combined,0,,,,,
player,201110160det,det,YounWi99,tackles_solo,0,,,,,
player,201110160det,det,YounWi99,tackles_assists,0,,,,,
player,201110160det,det,YounWi99,tackles_loss,0,,,,,
player,201110160det,det,YounWi99,qb_hits,0,,,,,
player,201110160det,det,YounWi99,fumbles_rec,0,,,,,
player,201110160det,det,YounWi99,fumbles_rec_yds,0,,,,,
player,201110160det,det,YounWi99,fumbles_rec_td,0,,,,,
player,201110160det,det,YounWi99,fumbles_forced,0,,,,,
player,201110160det,sfo,GinnTe00,kick_ret,4,,,,,
player,201110160det,sfo,GinnTe00,kick_ret_yds,105,,,,,
player,201110160det,sfo,GinnTe00,kick_ret_yds_per_ret,26.3,,,,,
player,201110160det,sfo,GinnTe00,kick_ret_td,0,,,,,
player,201110160det,sfo,GinnTe00,kick_ret_long,31,,,,,
player,201110160det,sfo,GinnTe00,punt_ret,3,,,,,
player,201110160det,sfo,GinnTe00,punt_ret_yds,72,,,,,
player,201110160det,sfo,GinnTe00,punt_ret_yds_per_ret,24.0,,,,,
player,201110160det,sfo,GinnTe00,punt_ret_td,0,,,,,
player,201110160det,sfo,GinnTe00,punt_ret_long,40,,,,,
player,201110160det,det,LogaSt00,kick_ret,0,,,,,
player,201110160det,det,LogaSt00,kick_ret_yds,0,,,,,
