game,2011,15,20111218,201112180phi,nyj,"New York Jets",19,phi,"Philadelphia Eagles",45
player,201112180phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201112180phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,AvanJa00,pass_long,0,,,,,
player,201112180phi,phi,AvanJa00,pass_rating,,,,,,
player,201112180phi,phi,AvanJa00,rush_att,0,,,,,
player,201112180phi,phi,AvanJa00,rush_yds,0,,,,,
player,201112180phi,phi,AvanJa00,rush_td,0,,,,,
player,201112180phi,phi,AvanJa00,rush_long,0,,,,,
player,201112180phi,phi,AvanJa00,targets,2,,,,,
player,201112180phi,phi,AvanJa00,rec,0,,,,,
player,201112180phi,phi,AvanJa00,rec_yds,0,,,,,
player,201112180phi,phi,AvanJa00,rec_td,0,,,,,
player,201112180phi,phi,AvanJa00,rec_long,0,,,,,
player,201112180phi,phi,AvanJa00,fumbles,0,,,,,
player,201112180phi,phi,AvanJa00,fumbles_lost,,,,,,
player,201112180phi,phi,KafkMi00,pass_cmp,0,,,,,
player,201112180phi,phi,KafkMi00,pass_att,0,,,,,
player,201112180phi,phi,KafkMi00,pass_yds,0,,,,,
player,201112180phi,phi,KafkMi00,pass_td,0,,,,,
player,201112180phi,phi,KafkMi00,pass_int,0,,,,,
player,201112180phi,phi,KafkMi00,pass_sacked,0,,,,,
player,201112180phi,phi,KafkMi00,pass_sacked_yds,0,,,,,
player,201112180phi,phi,KafkMi00,pass_long,0,,,,,
player,201112180phi,phi,KafkMi00,pass_rating,,,,,,
player,201112180phi,phi,KafkMi00,rush_att,2,,,,,
player,201112180phi,phi,KafkMi00,rush_yds,-2,,,,,
player,201112180phi,phi,KafkMi00,rush_td,0,,,,,
player,201112180phi,phi,KafkMi00,rush_long,-1,,,,,
player,201112180phi,phi,KafkMi00,targets,0,,,,,
player,201112180phi,phi,KafkMi00,rec,0,,,,,
player,201112180phi,phi,KafkMi00,rec_yds,0,,,,,
player,201112180phi,phi,KafkMi00,rec_td,0,,,,,
player,201112180phi,phi,KafkMi00,rec_long,0,,,,,
player,201112180phi,phi,KafkMi00,fumbles,0,,,,,
player,201112180phi,phi,KafkMi00,fumbles_lost,,,,,,
player,201112180phi,nyj,HarrDa99,def_int,1,,,,,
player,201112180phi,nyj,HarrDa99,def_int_yds,0,,,,,
player,201112180phi,nyj,HarrDa99,def_int_td,0,,,,,
player,201112180phi,nyj,HarrDa99,def_int_long,0,,,,,
player,201112180phi,nyj,HarrDa99,pass_defended,1,,,,,
player,201112180phi,nyj,HarrDa99,sacks,0.0,,,,,
player,201112180phi,nyj,HarrDa99,tackles_combined,7,,,,,
player,201112180phi,nyj,HarrDa99,tackles_solo,6,,,,,
player,201112180phi,nyj,HarrDa99,tackles_assists,1,,,,,
player,201112180phi,nyj,HarrDa99,tackles_loss,1,,,,,
player,201112180phi,nyj,HarrDa99,qb_hits,0,,,,,
player,201112180phi,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201112180phi,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201112180phi,nyj,WilkMu00,def_int,0,,,,,
player,201112180phi,nyj,WilkMu00,def_int_yds,0,,,,,
player,201112180phi,nyj,WilkMu00,def_int_td,0,,,,,
player,201112180phi,nyj,WilkMu00,def_int_long,0,,,,,
player,201112180phi,nyj,WilkMu00,pass_defended,0,,,,,
player,201112180phi,nyj,WilkMu00,sacks,1.0,,,,,
player,201112180phi,nyj,WilkMu00,tackles_combined,6,,,,,
player,201112180phi,nyj,WilkMu00,tackles_solo,6,,,,,
player,201112180phi,nyj,WilkMu00,tackles_assists,0,,,,,
player,201112180phi,nyj,WilkMu00,tackles_loss,3,,,,,
player,201112180phi,nyj,WilkMu00,qb_hits,1,,,,,
player,201112180phi,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201112180phi,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,WilkMu00,fumbles_forced,1,,,,,
player,201112180phi,nyj,ScotBa20,def_int,0,,,,,
player,201112180phi,nyj,ScotBa20,def_int_yds,0,,,,,
player,201112180phi,nyj,ScotBa20,def_int_td,0,,,,,
player,201112180phi,nyj,ScotBa20,def_int_long,0,,,,,
player,201112180phi,nyj,ScotBa20,pass_defended,0,,,,,
player,201112180phi,nyj,ScotBa20,sacks,1.0,,,,,
player,201112180phi,nyj,ScotBa20,tackles_combined,4,,,,,
player,201112180phi,nyj,ScotBa20,tackles_solo,4,,,,,
player,201112180phi,nyj,ScotBa20,tackles_assists,0,,,,,
player,201112180phi,nyj,ScotBa20,tackles_loss,1,,,,,
player,201112180phi,nyj,ScotBa20,qb_hits,1,,,,,
player,201112180phi,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201112180phi,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201112180phi,nyj,DixoMa00,def_int,0,,,,,
player,201112180phi,nyj,DixoMa00,def_int_yds,0,,,,,
player,201112180phi,nyj,DixoMa00,def_int_td,0,,,,,
player,201112180phi,nyj,DixoMa00,def_int_long,0,,,,,
player,201112180phi,nyj,DixoMa00,pass_defended,0,,,,,
player,201112180phi,nyj,DixoMa00,sacks,1.0,,,,,
player,201112180phi,nyj,DixoMa00,tackles_combined,3,,,,,
player,201112180phi,nyj,DixoMa00,tackles_solo,3,,,,,
player,201112180phi,nyj,DixoMa00,tackles_assists,0,,,,,
player,201112180phi,nyj,DixoMa00,tackles_loss,1,,,,,
player,201112180phi,nyj,DixoMa00,qb_hits,1,,,,,
player,201112180phi,nyj,DixoMa00,fumbles_rec,0,,,,,
player,201112180phi,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201112180phi,nyj,PaceCa20,def_int,0,,,,,
player,201112180phi,nyj,PaceCa20,def_int_yds,0,,,,,
player,201112180phi,nyj,PaceCa20,def_int_td,0,,,,,
player,201112180phi,nyj,PaceCa20,def_int_long,0,,,,,
player,201112180phi,nyj,PaceCa20,pass_defended,0,,,,,
player,201112180phi,nyj,PaceCa20,sacks,0.0,,,,,
player,201112180phi,nyj,PaceCa20,tackles_combined,6,,,,,
player,201112180phi,nyj,PaceCa20,tackles_solo,6,,,,,
player,201112180phi,nyj,PaceCa20,tackles_assists,0,,,,,
player,201112180phi,nyj,PaceCa20,tackles_loss,0,,,,,
player,201112180phi,nyj,PaceCa20,qb_hits,1,,,,,
player,201112180phi,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201112180phi,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201112180phi,nyj,SmitEr22,def_int,0,,,,,
player,201112180phi,nyj,SmitEr22,def_int_yds,0,,,,,
player,201112180phi,nyj,SmitEr22,def_int_td,0,,,,,
player,201112180phi,nyj,SmitEr22,def_int_long,0,,,,,
player,201112180phi,nyj,SmitEr22,pass_defended,0,,,,,
player,201112180phi,nyj,SmitEr22,sacks,0.0,,,,,
player,201112180phi,nyj,SmitEr22,tackles_combined,5,,,,,
player,201112180phi,nyj,SmitEr22,tackles_solo,4,,,,,
player,201112180phi,nyj,SmitEr22,tackles_assists,1,,,,,
player,201112180phi,nyj,SmitEr22,tackles_loss,0,,,,,
player,201112180phi,nyj,SmitEr22,qb_hits,0,,,,,
player,201112180phi,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201112180phi,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201112180phi,nyj,ReviDa99,def_int,0,,,,,
player,201112180phi,nyj,ReviDa99,def_int_yds,0,,,,,
player,201112180phi,nyj,ReviDa99,def_int_td,0,,,,,
player,201112180phi,nyj,ReviDa99,def_int_long,0,,,,,
player,201112180phi,nyj,ReviDa99,pass_defended,0,,,,,
player,201112180phi,nyj,ReviDa99,sacks,0.0,,,,,
player,201112180phi,nyj,ReviDa99,tackles_combined,3,,,,,
player,201112180phi,nyj,ReviDa99,tackles_solo,3,,,,,
player,201112180phi,nyj,ReviDa99,tackles_assists,0,,,,,
player,201112180phi,nyj,ReviDa99,tackles_loss,0,,,,,
player,201112180phi,nyj,ReviDa99,qb_hits,0,,,,,
player,201112180phi,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201112180phi,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201112180phi,nyj,WilsKy99,def_int,0,,,,,
player,201112180phi,nyj,WilsKy99,def_int_yds,0,,,,,
player,201112180phi,nyj,WilsKy99,def_int_td,0,,,,,
player,201112180phi,nyj,WilsKy99,def_int_long,0,,,,,
player,201112180phi,nyj,WilsKy99,pass_defended,0,,,,,
player,201112180phi,nyj,WilsKy99,sacks,0.0,,,,,
player,201112180phi,nyj,WilsKy99,tackles_combined,3,,,,,
player,201112180phi,nyj,WilsKy99,tackles_solo,3,,,,,
player,201112180phi,nyj,WilsKy99,tackles_assists,0,,,,,
player,201112180phi,nyj,WilsKy99,tackles_loss,0,,,,,
player,201112180phi,nyj,WilsKy99,qb_hits,0,,,,,
player,201112180phi,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201112180phi,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201112180phi,nyj,CromAn20,def_int,0,,,,,
player,201112180phi,nyj,CromAn20,def_int_yds,0,,,,,
player,201112180phi,nyj,CromAn20,def_int_td,0,,,,,
player,201112180phi,nyj,CromAn20,def_int_long,0,,,,,
player,201112180phi,nyj,CromAn20,pass_defended,0,,,,,
player,201112180phi,nyj,CromAn20,sacks,0.0,,,,,
player,201112180phi,nyj,CromAn20,tackles_combined,2,,,,,
player,201112180phi,nyj,CromAn20,tackles_solo,2,,,,,
player,201112180phi,nyj,CromAn20,tackles_assists,0,,,,,
player,201112180phi,nyj,CromAn20,tackles_loss,0,,,,,
player,201112180phi,nyj,CromAn20,qb_hits,0,,,,,
player,201112180phi,nyj,CromAn20,fumbles_rec,0,,,,,
player,201112180phi,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,CromAn20,fumbles_forced,0,,,,,
player,201112180phi,nyj,DeViMi99,def_int,0,,,,,
player,201112180phi,nyj,DeViMi99,def_int_yds,0,,,,,
player,201112180phi,nyj,DeViMi99,def_int_td,0,,,,,
player,201112180phi,nyj,DeViMi99,def_int_long,0,,,,,
player,201112180phi,nyj,DeViMi99,pass_defended,0,,,,,
player,201112180phi,nyj,DeViMi99,sacks,0.0,,,,,
player,201112180phi,nyj,DeViMi99,tackles_combined,2,,,,,
player,201112180phi,nyj,DeViMi99,tackles_solo,2,,,,,
player,201112180phi,nyj,DeViMi99,tackles_assists,0,,,,,
player,201112180phi,nyj,DeViMi99,tackles_loss,0,,,,,
player,201112180phi,nyj,DeViMi99,qb_hits,0,,,,,
player,201112180phi,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201112180phi,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,DeViMi99,fumbles_forced,1,,,,,
player,201112180phi,nyj,MaugJo00,def_int,0,,,,,
player,201112180phi,nyj,MaugJo00,def_int_yds,0,,,,,
player,201112180phi,nyj,MaugJo00,def_int_td,0,,,,,
player,201112180phi,nyj,MaugJo00,def_int_long,0,,,,,
player,201112180phi,nyj,MaugJo00,pass_defended,0,,,,,
player,201112180phi,nyj,MaugJo00,sacks,0.0,,,,,
player,201112180phi,nyj,MaugJo00,tackles_combined,2,,,,,
player,201112180phi,nyj,MaugJo00,tackles_solo,2,,,,,
player,201112180phi,nyj,MaugJo00,tackles_assists,0,,,,,
player,201112180phi,nyj,MaugJo00,tackles_loss,0,,,,,
player,201112180phi,nyj,MaugJo00,qb_hits,0,,,,,
player,201112180phi,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201112180phi,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201112180phi,nyj,PoolBr20,def_int,0,,,,,
player,201112180phi,nyj,PoolBr20,def_int_yds,0,,,,,
player,201112180phi,nyj,PoolBr20,def_int_td,0,,,,,
player,201112180phi,nyj,PoolBr20,def_int_long,0,,,,,
player,201112180phi,nyj,PoolBr20,pass_defended,0,,,,,
player,201112180phi,nyj,PoolBr20,sacks,0.0,,,,,
player,201112180phi,nyj,PoolBr20,tackles_combined,2,,,,,
player,201112180phi,nyj,PoolBr20,tackles_solo,2,,,,,
player,201112180phi,nyj,PoolBr20,tackles_assists,0,,,,,
player,201112180phi,nyj,PoolBr20,tackles_loss,0,,,,,
player,201112180phi,nyj,PoolBr20,qb_hits,1,,,,,
player,201112180phi,nyj,PoolBr20,fumbles_rec,1,,,,,
player,201112180phi,nyj,PoolBr20,fumbles_rec_yds,33,,,,,
player,201112180phi,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201112180phi,nyj,WestJa99,def_int,0,,,,,
player,201112180phi,nyj,WestJa99,def_int_yds,0,,,,,
player,201112180phi,nyj,WestJa99,def_int_td,0,,,,,
player,201112180phi,nyj,WestJa99,def_int_long,0,,,,,
player,201112180phi,nyj,WestJa99,pass_defended,0,,,,,
player,201112180phi,nyj,WestJa99,sacks,0.0,,,,,
player,201112180phi,nyj,WestJa99,tackles_combined,2,,,,,
player,201112180phi,nyj,WestJa99,tackles_solo,2,,,,,
player,201112180phi,nyj,WestJa99,tackles_assists,0,,,,,
player,201112180phi,nyj,WestJa99,tackles_loss,0,,,,,
player,201112180phi,nyj,WestJa99,qb_hits,1,,,,,
player,201112180phi,nyj,WestJa99,fumbles_rec,0,,,,,
player,201112180phi,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,WestJa99,fumbles_forced,1,,,,,
player,201112180phi,nyj,LankEl99,def_int,0,,,,,
player,201112180phi,nyj,LankEl99,def_int_yds,0,,,,,
player,201112180phi,nyj,LankEl99,def_int_td,0,,,,,
player,201112180phi,nyj,LankEl99,def_int_long,0,,,,,
player,201112180phi,nyj,LankEl99,pass_defended,0,,,,,
player,201112180phi,nyj,LankEl99,sacks,0.0,,,,,
player,201112180phi,nyj,LankEl99,tackles_combined,1,,,,,
player,201112180phi,nyj,LankEl99,tackles_solo,1,,,,,
player,201112180phi,nyj,LankEl99,tackles_assists,0,,,,,
player,201112180phi,nyj,LankEl99,tackles_loss,0,,,,,
player,201112180phi,nyj,LankEl99,qb_hits,0,,,,,
player,201112180phi,nyj,LankEl99,fumbles_rec,2,,,,,
player,201112180phi,nyj,LankEl99,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,LankEl99,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,LankEl99,fumbles_forced,0,,,,,
player,201112180phi,nyj,StriDo20,def_int,0,,,,,
player,201112180phi,nyj,StriDo20,def_int_yds,0,,,,,
player,201112180phi,nyj,StriDo20,def_int_td,0,,,,,
player,201112180phi,nyj,StriDo20,def_int_long,0,,,,,
player,201112180phi,nyj,StriDo20,pass_defended,0,,,,,
player,201112180phi,nyj,StriDo20,sacks,0.0,,,,,
player,201112180phi,nyj,StriDo20,tackles_combined,1,,,,,
player,201112180phi,nyj,StriDo20,tackles_solo,1,,,,,
player,201112180phi,nyj,StriDo20,tackles_assists,0,,,,,
player,201112180phi,nyj,StriDo20,tackles_loss,0,,,,,
player,201112180phi,nyj,StriDo20,qb_hits,0,,,,,
player,201112180phi,nyj,StriDo20,fumbles_rec,0,,,,,
player,201112180phi,nyj,StriDo20,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,StriDo20,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,StriDo20,fumbles_forced,0,,,,,
player,201112180phi,nyj,TrufIs00,def_int,0,,,,,
player,201112180phi,nyj,TrufIs00,def_int_yds,0,,,,,
player,201112180phi,nyj,TrufIs00,def_int_td,0,,,,,
player,201112180phi,nyj,TrufIs00,def_int_long,0,,,,,
player,201112180phi,nyj,TrufIs00,pass_defended,0,,,,,
player,201112180phi,nyj,TrufIs00,sacks,0.0,,,,,
player,201112180phi,nyj,TrufIs00,tackles_combined,1,,,,,
player,201112180phi,nyj,TrufIs00,tackles_solo,1,,,,,
player,201112180phi,nyj,TrufIs00,tackles_assists,0,,,,,
player,201112180phi,nyj,TrufIs00,tackles_loss,0,,,,,
player,201112180phi,nyj,TrufIs00,qb_hits,0,,,,,
player,201112180phi,nyj,TrufIs00,fumbles_rec,0,,,,,
player,201112180phi,nyj,TrufIs00,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,TrufIs00,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,TrufIs00,fumbles_forced,0,,,,,
player,201112180phi,nyj,WilsTr01,def_int,0,,,,,
player,201112180phi,nyj,WilsTr01,def_int_yds,0,,,,,
player,201112180phi,nyj,WilsTr01,def_int_td,0,,,,,
player,201112180phi,nyj,WilsTr01,def_int_long,0,,,,,
player,201112180phi,nyj,WilsTr01,pass_defended,0,,,,,
player,201112180phi,nyj,WilsTr01,sacks,0.0,,,,,
player,201112180phi,nyj,WilsTr01,tackles_combined,1,,,,,
player,201112180phi,nyj,WilsTr01,tackles_solo,1,,,,,
player,201112180phi,nyj,WilsTr01,tackles_assists,0,,,,,
player,201112180phi,nyj,WilsTr01,tackles_loss,0,,,,,
player,201112180phi,nyj,WilsTr01,qb_hits,0,,,,,
player,201112180phi,nyj,WilsTr01,fumbles_rec,0,,,,,
player,201112180phi,nyj,WilsTr01,fumbles_rec_yds,0,,,,,
player,201112180phi,nyj,WilsTr01,fumbles_rec_td,0,,,,,
player,201112180phi,nyj,WilsTr01,fumbles_forced,0,,,,,
player,201112180phi,phi,ChanJa98,def_int,1,,,,,
player,201112180phi,phi,ChanJa98,def_int_yds,1,,,,,
player,201112180phi,phi,ChanJa98,def_int_td,0,,,,,
player,201112180phi,phi,ChanJa98,def_int_long,1,,,,,
player,201112180phi,phi,ChanJa98,pass_defended,1,,,,,
player,201112180phi,phi,ChanJa98,sacks,0.0,,,,,
player,201112180phi,phi,ChanJa98,tackles_combined,3,,,,,
player,201112180phi,phi,ChanJa98,tackles_solo,2,,,,,
player,201112180phi,phi,ChanJa98,tackles_assists,1,,,,,
player,201112180phi,phi,ChanJa98,tackles_loss,0,,,,,
player,201112180phi,phi,ChanJa98,qb_hits,0,,,,,
player,201112180phi,phi,ChanJa98,fumbles_rec,0,,,,,
player,201112180phi,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201112180phi,phi,ChanJa98,fumbles_forced,0,,,,,
player,201112180phi,phi,SamuAs20,def_int,1,,,,,
player,201112180phi,phi,SamuAs20,def_int_yds,19,,,,,
player,201112180phi,phi,SamuAs20,def_int_td,0,,,,,
player,201112180phi,phi,SamuAs20,def_int_long,19,,,,,
player,201112180phi,phi,SamuAs20,pass_defended,1,,,,,
player,201112180phi,phi,SamuAs20,sacks,0.0,,,,,
player,201112180phi,phi,SamuAs20,tackles_combined,2,,,,,
player,201112180phi,phi,SamuAs20,tackles_solo,1,,,,,
player,201112180phi,phi,SamuAs20,tackles_assists,1,,,,,
player,201112180phi,phi,SamuAs20,tackles_loss,0,,,,,
player,201112180phi,phi,SamuAs20,qb_hits,0,,,,,
player,201112180phi,phi,SamuAs20,fumbles_rec,0,,,,,
player,201112180phi,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201112180phi,phi,SamuAs20,fumbles_forced,0,,,,,
player,201112180phi,phi,BabiJa20,def_int,0,,,,,
player,201112180phi,phi,BabiJa20,def_int_yds,0,,,,,
player,201112180phi,phi,BabiJa20,def_int_td,0,,,,,
player,201112180phi,phi,BabiJa20,def_int_long,0,,,,,
player,201112180phi,phi,BabiJa20,pass_defended,0,,,,,
player,201112180phi,phi,BabiJa20,sacks,3.0,,,,,
player,201112180phi,phi,BabiJa20,tackles_combined,4,,,,,
player,201112180phi,phi,BabiJa20,tackles_solo,4,,,,,
player,201112180phi,phi,BabiJa20,tackles_assists,0,,,,,
player,201112180phi,phi,BabiJa20,tackles_loss,3,,,,,
player,201112180phi,phi,BabiJa20,qb_hits,3,,,,,
player,201112180phi,phi,BabiJa20,fumbles_rec,0,,,,,
player,201112180phi,phi,BabiJa20,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,BabiJa20,fumbles_rec_td,0,,,,,
player,201112180phi,phi,BabiJa20,fumbles_forced,0,,,,,
player,201112180phi,phi,HuntPh00,def_int,0,,,,,
player,201112180phi,phi,HuntPh00,def_int_yds,0,,,,,
player,201112180phi,phi,HuntPh00,def_int_td,0,,,,,
player,201112180phi,phi,HuntPh00,def_int_long,0,,,,,
player,201112180phi,phi,HuntPh00,pass_defended,0,,,,,
player,201112180phi,phi,HuntPh00,sacks,1.0,,,,,
player,201112180phi,phi,HuntPh00,tackles_combined,6,,,,,
player,201112180phi,phi,HuntPh00,tackles_solo,5,,,,,
player,201112180phi,phi,HuntPh00,tackles_assists,1,,,,,
player,201112180phi,phi,HuntPh00,tackles_loss,1,,,,,
player,201112180phi,phi,HuntPh00,qb_hits,1,,,,,
player,201112180phi,phi,HuntPh00,fumbles_rec,0,,,,,
player,201112180phi,phi,HuntPh00,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,HuntPh00,fumbles_rec_td,0,,,,,
player,201112180phi,phi,HuntPh00,fumbles_forced,0,,,,,
player,201112180phi,phi,JordAk99,def_int,0,,,,,
player,201112180phi,phi,JordAk99,def_int_yds,0,,,,,
player,201112180phi,phi,JordAk99,def_int_td,0,,,,,
player,201112180phi,phi,JordAk99,def_int_long,0,,,,,
player,201112180phi,phi,JordAk99,pass_defended,0,,,,,
player,201112180phi,phi,JordAk99,sacks,0.0,,,,,
player,201112180phi,phi,JordAk99,tackles_combined,6,,,,,
player,201112180phi,phi,JordAk99,tackles_solo,5,,,,,
player,201112180phi,phi,JordAk99,tackles_assists,1,,,,,
player,201112180phi,phi,JordAk99,tackles_loss,0,,,,,
player,201112180phi,phi,JordAk99,qb_hits,0,,,,,
player,201112180phi,phi,JordAk99,fumbles_rec,0,,,,,
player,201112180phi,phi,JordAk99,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,JordAk99,fumbles_rec_td,0,,,,,
player,201112180phi,phi,JordAk99,fumbles_forced,0,,,,,
player,201112180phi,phi,AlleNa99,def_int,0,,,,,
player,201112180phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201112180phi,phi,AlleNa99,def_int_td,0,,,,,
player,201112180phi,phi,AlleNa99,def_int_long,0,,,,,
player,201112180phi,phi,AlleNa99,pass_defended,0,,,,,
player,201112180phi,phi,AlleNa99,sacks,0.0,,,,,
player,201112180phi,phi,AlleNa99,tackles_combined,5,,,,,
player,201112180phi,phi,AlleNa99,tackles_solo,5,,,,,
player,201112180phi,phi,AlleNa99,tackles_assists,0,,,,,
player,201112180phi,phi,AlleNa99,tackles_loss,1,,,,,
player,201112180phi,phi,AlleNa99,qb_hits,0,,,,,
player,201112180phi,phi,AlleNa99,fumbles_rec,0,,,,,
player,201112180phi,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201112180phi,phi,AlleNa99,fumbles_forced,0,,,,,
player,201112180phi,phi,MattCa00,def_int,0,,,,,
player,201112180phi,phi,MattCa00,def_int_yds,0,,,,,
player,201112180phi,phi,MattCa00,def_int_td,0,,,,,
player,201112180phi,phi,MattCa00,def_int_long,0,,,,,
player,201112180phi,phi,MattCa00,pass_defended,0,,,,,
player,201112180phi,phi,MattCa00,sacks,0.0,,,,,
player,201112180phi,phi,MattCa00,tackles_combined,5,,,,,
player,201112180phi,phi,MattCa00,tackles_solo,4,,,,,
player,201112180phi,phi,MattCa00,tackles_assists,1,,,,,
player,201112180phi,phi,MattCa00,tackles_loss,1,,,,,
player,201112180phi,phi,MattCa00,qb_hits,0,,,,,
player,201112180phi,phi,MattCa00,fumbles_rec,0,,,,,
player,201112180phi,phi,MattCa00,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,MattCa00,fumbles_rec_td,0,,,,,
player,201112180phi,phi,MattCa00,fumbles_forced,0,,,,,
player,201112180phi,phi,ColeTr20,def_int,0,,,,,
player,201112180phi,phi,ColeTr20,def_int_yds,0,,,,,
player,201112180phi,phi,ColeTr20,def_int_td,0,,,,,
player,201112180phi,phi,ColeTr20,def_int_long,0,,,,,
player,201112180phi,phi,ColeTr20,pass_defended,0,,,,,
player,201112180phi,phi,ColeTr20,sacks,0.0,,,,,
player,201112180phi,phi,ColeTr20,tackles_combined,4,,,,,
player,201112180phi,phi,ColeTr20,tackles_solo,4,,,,,
player,201112180phi,phi,ColeTr20,tackles_assists,0,,,,,
player,201112180phi,phi,ColeTr20,tackles_loss,0,,,,,
player,201112180phi,phi,ColeTr20,qb_hits,0,,,,,
player,201112180phi,phi,ColeTr20,fumbles_rec,0,,,,,
player,201112180phi,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201112180phi,phi,ColeTr20,fumbles_forced,0,,,,,
player,201112180phi,phi,RollBr00,def_int,0,,,,,
player,201112180phi,phi,RollBr00,def_int_yds,0,,,,,
player,201112180phi,phi,RollBr00,def_int_td,0,,,,,
player,201112180phi,phi,RollBr00,def_int_long,0,,,,,
player,201112180phi,phi,RollBr00,pass_defended,0,,,,,
player,201112180phi,phi,RollBr00,sacks,0.0,,,,,
player,201112180phi,phi,RollBr00,tackles_combined,4,,,,,
player,201112180phi,phi,RollBr00,tackles_solo,3,,,,,
player,201112180phi,phi,RollBr00,tackles_assists,1,,,,,
player,201112180phi,phi,RollBr00,tackles_loss,0,,,,,
player,201112180phi,phi,RollBr00,qb_hits,0,,,,,
player,201112180phi,phi,RollBr00,fumbles_rec,0,,,,,
player,201112180phi,phi,RollBr00,fumbles_rec_yds,0,,,,,
player,201112180phi,phi,RollBr00,fumbles_rec_td,0,,,,,
player,201112180phi,phi,RollBr00,fumbles_forced,0,,,,,
player,201112180phi,phi,ClayKe99,def_int,0,,,,,
player,201112180phi,phi,ClayKe99,def_int_yds,0,,,,,
player,201112180phi,phi,ClayKe99,def_int_td,0,,,,,
player,201112180phi,phi,ClayKe99,def_int_long,0,,,,,
player,201112180phi,phi,ClayKe99,pass_defended,1,,,,,
player,201112180phi,phi,ClayKe99,sacks,0.0,,,,,
player,201112180phi,phi,ClayKe99,tackles_combined,3,,,,,
