game,2011,5,20111009,201110090jax,cin,"Cincinnati Bengals",30,jax,"Jacksonville Jaguars",20
player,201110090jax,jax,ShorCe00,kick_ret,0,,,,,
player,201110090jax,jax,ShorCe00,kick_ret_yds,0,,,,,
player,201110090jax,jax,ShorCe00,kick_ret_yds_per_ret,,,,,,
player,201110090jax,jax,ShorCe00,kick_ret_td,0,,,,,
player,201110090jax,jax,ShorCe00,kick_ret_long,0,,,,,
player,201110090jax,jax,ShorCe00,punt_ret,3,,,,,
player,201110090jax,jax,ShorCe00,punt_ret_yds,3,,,,,
player,201110090jax,jax,ShorCe00,punt_ret_yds_per_ret,1.0,,,,,
player,201110090jax,jax,ShorCe00,punt_ret_td,0,,,,,
player,201110090jax,jax,ShorCe00,punt_ret_long,4,,,,,
player,201110090jax,jax,KariDe00,kick_ret,2,,,,,
player,201110090jax,jax,KariDe00,kick_ret_yds,58,,,,,
player,201110090jax,jax,KariDe00,kick_ret_yds_per_ret,29.0,,,,,
player,201110090jax,jax,KariDe00,kick_ret_td,0,,,,,
player,201110090jax,jax,KariDe00,kick_ret_long,33,,,,,
player,201110090jax,jax,KariDe00,punt_ret,0,,,,,
player,201110090jax,jax,KariDe00,punt_ret_yds,0,,,,,
player,201110090jax,jax,KariDe00,punt_ret_yds_per_ret,,,,,,
player,201110090jax,jax,KariDe00,punt_ret_td,0,,,,,
player,201110090jax,jax,KariDe00,punt_ret_long,0,,,,,
player,201110090jax,cin,nugenmik01,xpm,3,,,,,
player,201110090jax,cin,nugenmik01,xpa,4,,,,,
player,201110090jax,cin,nugenmik01,fgm,1,,,,,
player,201110090jax,cin,nugenmik01,fga,1,,,,,
player,201110090jax,cin,nugenmik01,punt,0,,,,,
player,201110090jax,cin,nugenmik01,punt_yds,0,,,,,
player,201110090jax,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201110090jax,cin,nugenmik01,punt_long,0,,,,,
player,201110090jax,cin,HubeKe20,xpm,,,,,,
player,201110090jax,cin,HubeKe20,xpa,,,,,,
player,201110090jax,cin,HubeKe20,fgm,,,,,,
player,201110090jax,cin,HubeKe20,fga,,,,,,
player,201110090jax,cin,HubeKe20,punt,7,,,,,
player,201110090jax,cin,HubeKe20,punt_yds,334,,,,,
player,201110090jax,cin,HubeKe20,punt_yds_per_punt,47.7,,,,,
player,201110090jax,cin,HubeKe20,punt_long,71,,,,,
player,201110090jax,jax,scobejos01,xpm,2,,,,,
player,201110090jax,jax,scobejos01,xpa,2,,,,,
player,201110090jax,jax,scobejos01,fgm,2,,,,,
player,201110090jax,jax,scobejos01,fga,2,,,,,
player,201110090jax,jax,scobejos01,punt,0,,,,,
player,201110090jax,jax,scobejos01,punt_yds,0,,,,,
player,201110090jax,jax,scobejos01,punt_yds_per_punt,,,,,,
player,201110090jax,jax,scobejos01,punt_long,0,,,,,
player,201110090jax,jax,TurkMa20,xpm,,,,,,
player,201110090jax,jax,TurkMa20,xpa,,,,,,
player,201110090jax,jax,TurkMa20,fgm,,,,,,
player,201110090jax,jax,TurkMa20,fga,,,,,,
player,201110090jax,jax,TurkMa20,punt,7,,,,,
player,201110090jax,jax,TurkMa20,punt_yds,264,,,,,
player,201110090jax,jax,TurkMa20,punt_yds_per_punt,37.7,,,,,
player,201110090jax,jax,TurkMa20,punt_long,56,,,,,
