game,2011,15,20111218,201112180clt,oti,"Tennessee Titans",13,clt,"Indianapolis Colts",27
team,201112180clt,oti,First Downs,21,,,,,,
team,201112180clt,clt,First Downs,10,,,,,,
team,201112180clt,oti,Rush-Yds-TDs,19-66-0,,,,,,
team,201112180clt,clt,Rush-Yds-TDs,34-205-1,,,,,,
team,201112180clt,oti,Cmp-Att-Yd-TD-INT,38-56-331-1-2,,,,,,
team,201112180clt,clt,Cmp-Att-Yd-TD-INT,11-17-82-1-0,,,,,,
team,201112180clt,oti,Sacked-Yards,1-9,,,,,,
team,201112180clt,clt,Sacked-Yards,0-0,,,,,,
team,201112180clt,oti,Net Pass Yards,322,,,,,,
team,201112180clt,clt,Net Pass Yards,82,,,,,,
team,201112180clt,oti,Total Yards,388,,,,,,
team,201112180clt,clt,Total Yards,287,,,,,,
team,201112180clt,oti,Fumbles-Lost,1-1,,,,,,
team,201112180clt,clt,Fumbles-Lost,1-1,,,,,,
team,201112180clt,oti,Turnovers,3,,,,,,
team,201112180clt,clt,Turnovers,1,,,,,,
team,201112180clt,oti,Penalties-Yards,7-70,,,,,,
team,201112180clt,clt,Penalties-Yards,4-25,,,,,,
team,201112180clt,oti,Third Down Conv.,6-16,,,,,,
team,201112180clt,clt,Third Down Conv.,3-12,,,,,,
team,201112180clt,oti,Fourth Down Conv.,0-1,,,,,,
team,201112180clt,clt,Fourth Down Conv.,0-0,,,,,,
team,201112180clt,oti,Time of Possession,31:57,,,,,,
team,201112180clt,clt,Time of Possession,28:03,,,,,,
player,201112180clt,oti,HassMa00,pass_cmp,27,,,,,
player,201112180clt,oti,HassMa00,pass_att,40,,,,,
player,201112180clt,oti,HassMa00,pass_yds,223,,,,,
player,201112180clt,oti,HassMa00,pass_td,0,,,,,
player,201112180clt,oti,HassMa00,pass_int,2,,,,,
player,201112180clt,oti,HassMa00,pass_sacked,0,,,,,
player,201112180clt,oti,HassMa00,pass_sacked_yds,0,,,,,
player,201112180clt,oti,HassMa00,pass_long,27,,,,,
player,201112180clt,oti,HassMa00,pass_rating,60.7,,,,,
player,201112180clt,oti,HassMa00,rush_att,1,,,,,
player,201112180clt,oti,HassMa00,rush_yds,-1,,,,,
player,201112180clt,oti,HassMa00,rush_td,0,,,,,
player,201112180clt,oti,HassMa00,rush_long,-1,,,,,
player,201112180clt,oti,HassMa00,targets,0,,,,,
player,201112180clt,oti,HassMa00,rec,0,,,,,
player,201112180clt,oti,HassMa00,rec_yds,0,,,,,
player,201112180clt,oti,HassMa00,rec_td,0,,,,,
player,201112180clt,oti,HassMa00,rec_long,0,,,,,
player,201112180clt,oti,HassMa00,fumbles,0,,,,,
player,201112180clt,oti,HassMa00,fumbles_lost,,,,,,
player,201112180clt,oti,LockJa00,pass_cmp,11,,,,,
player,201112180clt,oti,LockJa00,pass_att,16,,,,,
player,201112180clt,oti,LockJa00,pass_yds,108,,,,,
player,201112180clt,oti,LockJa00,pass_td,1,,,,,
player,201112180clt,oti,LockJa00,pass_int,0,,,,,
player,201112180clt,oti,LockJa00,pass_sacked,1,,,,,
player,201112180clt,oti,LockJa00,pass_sacked_yds,9,,,,,
player,201112180clt,oti,LockJa00,pass_long,15,,,,,
player,201112180clt,oti,LockJa00,pass_rating,108.3,,,,,
player,201112180clt,oti,LockJa00,rush_att,1,,,,,
player,201112180clt,oti,LockJa00,rush_yds,9,,,,,
player,201112180clt,oti,LockJa00,rush_td,0,,,,,
player,201112180clt,oti,LockJa00,rush_long,9,,,,,
player,201112180clt,oti,LockJa00,targets,0,,,,,
player,201112180clt,oti,LockJa00,rec,0,,,,,
player,201112180clt,oti,LockJa00,rec_yds,0,,,,,
player,201112180clt,oti,LockJa00,rec_td,0,,,,,
player,201112180clt,oti,LockJa00,rec_long,0,,,,,
player,201112180clt,oti,LockJa00,fumbles,0,,,,,
player,201112180clt,oti,LockJa00,fumbles_lost,,,,,,
player,201112180clt,oti,JohnCh04,pass_cmp,0,,,,,
player,201112180clt,oti,JohnCh04,pass_att,0,,,,,
player,201112180clt,oti,JohnCh04,pass_yds,0,,,,,
player,201112180clt,oti,JohnCh04,pass_td,0,,,,,
player,201112180clt,oti,JohnCh04,pass_int,0,,,,,
player,201112180clt,oti,JohnCh04,pass_sacked,0,,,,,
player,201112180clt,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201112180clt,oti,JohnCh04,pass_long,0,,,,,
player,201112180clt,oti,JohnCh04,pass_rating,,,,,,
player,201112180clt,oti,JohnCh04,rush_att,15,,,,,
player,201112180clt,oti,JohnCh04,rush_yds,55,,,,,
player,201112180clt,oti,JohnCh04,rush_td,0,,,,,
player,201112180clt,oti,JohnCh04,rush_long,35,,,,,
player,201112180clt,oti,JohnCh04,targets,11,,,,,
player,201112180clt,oti,JohnCh04,rec,8,,,,,
player,201112180clt,oti,JohnCh04,rec_yds,54,,,,,
player,201112180clt,oti,JohnCh04,rec_td,0,,,,,
player,201112180clt,oti,JohnCh04,rec_long,19,,,,,
player,201112180clt,oti,JohnCh04,fumbles,0,,,,,
player,201112180clt,oti,JohnCh04,fumbles_lost,,,,,,
player,201112180clt,oti,HarpJa01,pass_cmp,0,,,,,
player,201112180clt,oti,HarpJa01,pass_att,0,,,,,
player,201112180clt,oti,HarpJa01,pass_yds,0,,,,,
player,201112180clt,oti,HarpJa01,pass_td,0,,,,,
player,201112180clt,oti,HarpJa01,pass_int,0,,,,,
player,201112180clt,oti,HarpJa01,pass_sacked,0,,,,,
player,201112180clt,oti,HarpJa01,pass_sacked_yds,0,,,,,
player,201112180clt,oti,HarpJa01,pass_long,0,,,,,
player,201112180clt,oti,HarpJa01,pass_rating,,,,,,
player,201112180clt,oti,HarpJa01,rush_att,2,,,,,
player,201112180clt,oti,HarpJa01,rush_yds,3,,,,,
player,201112180clt,oti,HarpJa01,rush_td,0,,,,,
player,201112180clt,oti,HarpJa01,rush_long,2,,,,,
player,201112180clt,oti,HarpJa01,targets,1,,,,,
player,201112180clt,oti,HarpJa01,rec,1,,,,,
player,201112180clt,oti,HarpJa01,rec_yds,2,,,,,
player,201112180clt,oti,HarpJa01,rec_td,0,,,,,
player,201112180clt,oti,HarpJa01,rec_long,2,,,,,
player,201112180clt,oti,HarpJa01,fumbles,0,,,,,
player,201112180clt,oti,HarpJa01,fumbles_lost,,,,,,
player,201112180clt,oti,CookJa02,pass_cmp,0,,,,,
player,201112180clt,oti,CookJa02,pass_att,0,,,,,
player,201112180clt,oti,CookJa02,pass_yds,0,,,,,
player,201112180clt,oti,CookJa02,pass_td,0,,,,,
player,201112180clt,oti,CookJa02,pass_int,0,,,,,
player,201112180clt,oti,CookJa02,pass_sacked,0,,,,,
player,201112180clt,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201112180clt,oti,CookJa02,pass_long,0,,,,,
player,201112180clt,oti,CookJa02,pass_rating,,,,,,
player,201112180clt,oti,CookJa02,rush_att,0,,,,,
player,201112180clt,oti,CookJa02,rush_yds,0,,,,,
player,201112180clt,oti,CookJa02,rush_td,0,,,,,
player,201112180clt,oti,CookJa02,rush_long,0,,,,,
player,201112180clt,oti,CookJa02,targets,11,,,,,
player,201112180clt,oti,CookJa02,rec,9,,,,,
player,201112180clt,oti,CookJa02,rec_yds,103,,,,,
player,201112180clt,oti,CookJa02,rec_td,0,,,,,
player,201112180clt,oti,CookJa02,rec_long,27,,,,,
player,201112180clt,oti,CookJa02,fumbles,1,,,,,
player,201112180clt,oti,CookJa02,fumbles_lost,1,,,,,
player,201112180clt,oti,HawkLa00,pass_cmp,0,,,,,
player,201112180clt,oti,HawkLa00,pass_att,0,,,,,
player,201112180clt,oti,HawkLa00,pass_yds,0,,,,,
player,201112180clt,oti,HawkLa00,pass_td,0,,,,,
player,201112180clt,oti,HawkLa00,pass_int,0,,,,,
