game,2011,1,20110911,201109110was,nyg,"New York Giants",14,was,"Washington Redskins",28
team,201109110was,nyg,First Downs,15,,,,,,
team,201109110was,was,First Downs,21,,,,,,
team,201109110was,nyg,Rush-Yds-TDs,20-75-2,,,,,,
team,201109110was,was,Rush-Yds-TDs,26-74-1,,,,,,
team,201109110was,nyg,Cmp-Att-Yd-TD-INT,18-32-268-0-1,,,,,,
team,201109110was,was,Cmp-Att-Yd-TD-INT,21-34-305-2-0,,,,,,
team,201109110was,nyg,Sacked-Yards,4-28,,,,,,
team,201109110was,was,Sacked-Yards,4-47,,,,,,
team,201109110was,nyg,Net Pass Yards,240,,,,,,
team,201109110was,was,Net Pass Yards,258,,,,,,
team,201109110was,nyg,Total Yards,315,,,,,,
team,201109110was,was,Total Yards,332,,,,,,
team,201109110was,nyg,Fumbles-Lost,1-0,,,,,,
team,201109110was,was,Fumbles-Lost,1-1,,,,,,
team,201109110was,nyg,Turnovers,1,,,,,,
team,201109110was,was,Turnovers,1,,,,,,
team,201109110was,nyg,Penalties-Yards,8-63,,,,,,
team,201109110was,was,Penalties-Yards,3-25,,,,,,
team,201109110was,nyg,Third Down Conv.,1-10,,,,,,
team,201109110was,was,Third Down Conv.,5-15,,,,,,
team,201109110was,nyg,Fourth Down Conv.,0-1,,,,,,
team,201109110was,was,Fourth Down Conv.,1-1,,,,,,
team,201109110was,nyg,Time of Possession,27:24,,,,,,
team,201109110was,was,Time of Possession,32:36,,,,,,
player,201109110was,nyg,MannEl00,pass_cmp,18,,,,,
player,201109110was,nyg,MannEl00,pass_att,32,,,,,
player,201109110was,nyg,MannEl00,pass_yds,268,,,,,
player,201109110was,nyg,MannEl00,pass_td,0,,,,,
player,201109110was,nyg,MannEl00,pass_int,1,,,,,
player,201109110was,nyg,MannEl00,pass_sacked,4,,,,,
player,201109110was,nyg,MannEl00,pass_sacked_yds,28,,,,,
player,201109110was,nyg,MannEl00,pass_long,68,,,,,
player,201109110was,nyg,MannEl00,pass_rating,70.8,,,,,
player,201109110was,nyg,MannEl00,rush_att,1,,,,,
player,201109110was,nyg,MannEl00,rush_yds,2,,,,,
player,201109110was,nyg,MannEl00,rush_td,1,,,,,
player,201109110was,nyg,MannEl00,rush_long,2,,,,,
player,201109110was,nyg,MannEl00,targets,0,,,,,
player,201109110was,nyg,MannEl00,rec,0,,,,,
player,201109110was,nyg,MannEl00,rec_yds,0,,,,,
player,201109110was,nyg,MannEl00,rec_td,0,,,,,
player,201109110was,nyg,MannEl00,rec_long,0,,,,,
player,201109110was,nyg,MannEl00,fumbles,1,,,,,
player,201109110was,nyg,MannEl00,fumbles_lost,0,,,,,
player,201109110was,nyg,BradAh00,pass_cmp,0,,,,,
player,201109110was,nyg,BradAh00,pass_att,0,,,,,
player,201109110was,nyg,BradAh00,pass_yds,0,,,,,
player,201109110was,nyg,BradAh00,pass_td,0,,,,,
player,201109110was,nyg,BradAh00,pass_int,0,,,,,
player,201109110was,nyg,BradAh00,pass_sacked,0,,,,,
player,201109110was,nyg,BradAh00,pass_sacked_yds,0,,,,,
player,201109110was,nyg,BradAh00,pass_long,0,,,,,
player,201109110was,nyg,BradAh00,pass_rating,,,,,,
player,201109110was,nyg,BradAh00,rush_att,13,,,,,
player,201109110was,nyg,BradAh00,rush_yds,44,,,,,
player,201109110was,nyg,BradAh00,rush_td,1,,,,,
player,201109110was,nyg,BradAh00,rush_long,7,,,,,
player,201109110was,nyg,BradAh00,targets,2,,,,,
player,201109110was,nyg,BradAh00,rec,1,,,,,
player,201109110was,nyg,BradAh00,rec_yds,10,,,,,
player,201109110was,nyg,BradAh00,rec_td,0,,,,,
player,201109110was,nyg,BradAh00,rec_long,10,,,,,
player,201109110was,nyg,BradAh00,fumbles,0,,,,,
player,201109110was,nyg,BradAh00,fumbles_lost,,,,,,
player,201109110was,nyg,JacoBr00,pass_cmp,0,,,,,
player,201109110was,nyg,JacoBr00,pass_att,0,,,,,
player,201109110was,nyg,JacoBr00,pass_yds,0,,,,,
player,201109110was,nyg,JacoBr00,pass_td,0,,,,,
player,201109110was,nyg,JacoBr00,pass_int,0,,,,,
player,201109110was,nyg,JacoBr00,pass_sacked,0,,,,,
player,201109110was,nyg,JacoBr00,pass_sacked_yds,0,,,,,
player,201109110was,nyg,JacoBr00,pass_long,0,,,,,
player,201109110was,nyg,JacoBr00,pass_rating,,,,,,
player,201109110was,nyg,JacoBr00,rush_att,6,,,,,
player,201109110was,nyg,JacoBr00,rush_yds,29,,,,,
player,201109110was,nyg,JacoBr00,rush_td,0,,,,,
player,201109110was,nyg,JacoBr00,rush_long,14,,,,,
player,201109110was,nyg,JacoBr00,targets,1,,,,,
player,201109110was,nyg,JacoBr00,rec,0,,,,,
player,201109110was,nyg,JacoBr00,rec_yds,0,,,,,
player,201109110was,nyg,JacoBr00,rec_td,0,,,,,
player,201109110was,nyg,JacoBr00,rec_long,0,,,,,
player,201109110was,nyg,JacoBr00,fumbles,0,,,,,
player,201109110was,nyg,JacoBr00,fumbles_lost,,,,,,
player,201109110was,nyg,NickHa01,pass_cmp,0,,,,,
player,201109110was,nyg,NickHa01,pass_att,0,,,,,
player,201109110was,nyg,NickHa01,pass_yds,0,,,,,
player,201109110was,nyg,NickHa01,pass_td,0,,,,,
player,201109110was,nyg,NickHa01,pass_int,0,,,,,
player,201109110was,nyg,NickHa01,pass_sacked,0,,,,,
player,201109110was,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201109110was,nyg,NickHa01,pass_long,0,,,,,
player,201109110was,nyg,NickHa01,pass_rating,,,,,,
player,201109110was,nyg,NickHa01,rush_att,0,,,,,
player,201109110was,nyg,NickHa01,rush_yds,0,,,,,
player,201109110was,nyg,NickHa01,rush_td,0,,,,,
player,201109110was,nyg,NickHa01,rush_long,0,,,,,
player,201109110was,nyg,NickHa01,targets,11,,,,,
player,201109110was,nyg,NickHa01,rec,7,,,,,
player,201109110was,nyg,NickHa01,rec_yds,122,,,,,
player,201109110was,nyg,NickHa01,rec_td,0,,,,,
player,201109110was,nyg,NickHa01,rec_long,68,,,,,
player,201109110was,nyg,NickHa01,fumbles,0,,,,,
player,201109110was,nyg,NickHa01,fumbles_lost,,,,,,
player,201109110was,nyg,BallJa21,pass_cmp,0,,,,,
player,201109110was,nyg,BallJa21,pass_att,0,,,,,
player,201109110was,nyg,BallJa21,pass_yds,0,,,,,
player,201109110was,nyg,BallJa21,pass_td,0,,,,,
player,201109110was,nyg,BallJa21,pass_int,0,,,,,
player,201109110was,nyg,BallJa21,pass_sacked,0,,,,,
player,201109110was,nyg,BallJa21,pass_sacked_yds,0,,,,,
player,201109110was,nyg,BallJa21,pass_long,0,,,,,
player,201109110was,nyg,BallJa21,pass_rating,,,,,,
player,201109110was,nyg,BallJa21,rush_att,0,,,,,
player,201109110was,nyg,BallJa21,rush_yds,0,,,,,
player,201109110was,nyg,BallJa21,rush_td,0,,,,,
player,201109110was,nyg,BallJa21,rush_long,0,,,,,
player,201109110was,nyg,BallJa21,targets,3,,,,,
player,201109110was,nyg,BallJa21,rec,2,,,,,
player,201109110was,nyg,BallJa21,rec_yds,59,,,,,
player,201109110was,nyg,BallJa21,rec_td,0,,,,,
player,201109110was,nyg,BallJa21,rec_long,41,,,,,
player,201109110was,nyg,BallJa21,fumbles,0,,,,,
player,201109110was,nyg,BallJa21,fumbles_lost,,,,,,
player,201109110was,nyg,MannMa01,pass_cmp,0,,,,,
player,201109110was,nyg,MannMa01,pass_att,0,,,,,
player,201109110was,nyg,MannMa01,pass_yds,0,,,,,
player,201109110was,nyg,MannMa01,pass_td,0,,,,,
player,201109110was,nyg,MannMa01,pass_int,0,,,,,
player,201109110was,nyg,MannMa01,pass_sacked,0,,,,,
player,201109110was,nyg,MannMa01,pass_sacked_yds,0,,,,,
player,201109110was,nyg,MannMa01,pass_long,0,,,,,
player,201109110was,nyg,MannMa01,pass_rating,,,,,,
player,201109110was,nyg,MannMa01,rush_att,0,,,,,
player,201109110was,nyg,MannMa01,rush_yds,0,,,,,
player,201109110was,nyg,MannMa01,rush_td,0,,,,,
player,201109110was,nyg,MannMa01,rush_long,0,,,,,
player,201109110was,nyg,MannMa01,targets,7,,,,,
player,201109110was,nyg,MannMa01,rec,4,,,,,
player,201109110was,nyg,MannMa01,rec_yds,49,,,,,
player,201109110was,nyg,MannMa01,rec_td,0,,,,,
player,201109110was,nyg,MannMa01,rec_long,24,,,,,
player,201109110was,nyg,MannMa01,fumbles,0,,,,,
player,201109110was,nyg,MannMa01,fumbles_lost,,,,,,
player,201109110was,nyg,HixoDo00,pass_cmp,0,,,,,
player,201109110was,nyg,HixoDo00,pass_att,0,,,,,
player,201109110was,nyg,HixoDo00,pass_yds,0,,,,,
player,201109110was,nyg,HixoDo00,pass_td,0,,,,,
player,201109110was,nyg,HixoDo00,pass_int,0,,,,,
player,201109110was,nyg,HixoDo00,pass_sacked,0,,,,,
player,201109110was,nyg,HixoDo00,pass_sacked_yds,0,,,,,
player,201109110was,nyg,HixoDo00,pass_long,0,,,,,
player,201109110was,nyg,HixoDo00,pass_rating,,,,,,
player,201109110was,nyg,HixoDo00,rush_att,0,,,,,
player,201109110was,nyg,HixoDo00,rush_yds,0,,,,,
player,201109110was,nyg,HixoDo00,rush_td,0,,,,,
player,201109110was,nyg,HixoDo00,rush_long,0,,,,,
player,201109110was,nyg,HixoDo00,targets,4,,,,,
player,201109110was,nyg,HixoDo00,rec,2,,,,,
player,201109110was,nyg,HixoDo00,rec_yds,21,,,,,
player,201109110was,nyg,HixoDo00,rec_td,0,,,,,
player,201109110was,nyg,HixoDo00,rec_long,14,,,,,
player,201109110was,nyg,HixoDo00,fumbles,0,,,,,
player,201109110was,nyg,HixoDo00,fumbles_lost,,,,,,
player,201109110was,nyg,HynoHe01,pass_cmp,0,,,,,
player,201109110was,nyg,HynoHe01,pass_att,0,,,,,
player,201109110was,nyg,HynoHe01,pass_yds,0,,,,,
player,201109110was,nyg,HynoHe01,pass_td,0,,,,,
player,201109110was,nyg,HynoHe01,pass_int,0,,,,,
player,201109110was,nyg,HynoHe01,pass_sacked,0,,,,,
player,201109110was,nyg,HynoHe01,pass_sacked_yds,0,,,,,
player,201109110was,nyg,HynoHe01,pass_long,0,,,,,
player,201109110was,nyg,HynoHe01,pass_rating,,,,,,
player,201109110was,nyg,HynoHe01,rush_att,0,,,,,
player,201109110was,nyg,HynoHe01,rush_yds,0,,,,,
player,201109110was,nyg,HynoHe01,rush_td,0,,,,,
player,201109110was,nyg,HynoHe01,rush_long,0,,,,,
player,201109110was,nyg,HynoHe01,targets,1,,,,,
player,201109110was,nyg,HynoHe01,rec,1,,,,,
player,201109110was,nyg,HynoHe01,rec_yds,4,,,,,
player,201109110was,nyg,HynoHe01,rec_td,0,,,,,
player,201109110was,nyg,HynoHe01,rec_long,4,,,,,
player,201109110was,nyg,HynoHe01,fumbles,0,,,,,
player,201109110was,nyg,HynoHe01,fumbles_lost,,,,,,
player,201109110was,nyg,WareDa00,pass_cmp,0,,,,,
player,201109110was,nyg,WareDa00,pass_att,0,,,,,
player,201109110was,nyg,WareDa00,pass_yds,0,,,,,
player,201109110was,nyg,WareDa00,pass_td,0,,,,,
player,201109110was,nyg,WareDa00,pass_int,0,,,,,
player,201109110was,nyg,WareDa00,pass_sacked,0,,,,,
player,201109110was,nyg,WareDa00,pass_sacked_yds,0,,,,,
player,201109110was,nyg,WareDa00,pass_long,0,,,,,
player,201109110was,nyg,WareDa00,pass_rating,,,,,,
player,201109110was,nyg,WareDa00,rush_att,0,,,,,
player,201109110was,nyg,WareDa00,rush_yds,0,,,,,
player,201109110was,nyg,WareDa00,rush_td,0,,,,,
player,201109110was,nyg,WareDa00,rush_long,0,,,,,
player,201109110was,nyg,WareDa00,targets,1,,,,,
player,201109110was,nyg,WareDa00,rec,1,,,,,
player,201109110was,nyg,WareDa00,rec_yds,3,,,,,
player,201109110was,nyg,WareDa00,rec_td,0,,,,,
player,201109110was,nyg,WareDa00,rec_long,3,,,,,
player,201109110was,nyg,WareDa00,fumbles,0,,,,,
player,201109110was,nyg,WareDa00,fumbles_lost,,,,,,
player,201109110was,nyg,CruzVi00,pass_cmp,0,,,,,
player,201109110was,nyg,CruzVi00,pass_att,0,,,,,
player,201109110was,nyg,CruzVi00,pass_yds,0,,,,,
player,201109110was,nyg,CruzVi00,pass_td,0,,,,,
player,201109110was,nyg,CruzVi00,pass_int,0,,,,,
player,201109110was,nyg,CruzVi00,pass_sacked,0,,,,,
player,201109110was,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201109110was,nyg,CruzVi00,pass_long,0,,,,,
player,201109110was,nyg,CruzVi00,pass_rating,,,,,,
player,201109110was,nyg,CruzVi00,rush_att,0,,,,,
player,201109110was,nyg,CruzVi00,rush_yds,0,,,,,
player,201109110was,nyg,CruzVi00,rush_td,0,,,,,
player,201109110was,nyg,CruzVi00,rush_long,0,,,,,
player,201109110was,nyg,CruzVi00,targets,2,,,,,
player,201109110was,nyg,CruzVi00,rec,0,,,,,
player,201109110was,nyg,CruzVi00,rec_yds,0,,,,,
player,201109110was,nyg,CruzVi00,rec_td,0,,,,,
player,201109110was,nyg,CruzVi00,rec_long,0,,,,,
player,201109110was,nyg,CruzVi00,fumbles,0,,,,,
player,201109110was,nyg,CruzVi00,fumbles_lost,,,,,,
player,201109110was,was,GrosRe00,pass_cmp,21,,,,,
player,201109110was,was,GrosRe00,pass_att,34,,,,,
player,201109110was,was,GrosRe00,pass_yds,305,,,,,
player,201109110was,was,GrosRe00,pass_td,2,,,,,
player,201109110was,was,GrosRe00,pass_int,0,,,,,
player,201109110was,was,GrosRe00,pass_sacked,4,,,,,
player,201109110was,was,GrosRe00,pass_sacked_yds,47,,,,,
player,201109110was,was,GrosRe00,pass_long,39,,,,,
player,201109110was,was,GrosRe00,pass_rating,110.5,,,,,
player,201109110was,was,GrosRe00,rush_att,0,,,,,
player,201109110was,was,GrosRe00,rush_yds,0,,,,,
player,201109110was,was,GrosRe00,rush_td,0,,,,,
player,201109110was,was,GrosRe00,rush_long,0,,,,,
player,201109110was,was,GrosRe00,targets,0,,,,,
player,201109110was,was,GrosRe00,rec,0,,,,,
player,201109110was,was,GrosRe00,rec_yds,0,,,,,
player,201109110was,was,GrosRe00,rec_td,0,,,,,
player,201109110was,was,GrosRe00,rec_long,0,,,,,
player,201109110was,was,GrosRe00,fumbles,1,,,,,
player,201109110was,was,GrosRe00,fumbles_lost,1,,,,,
player,201109110was,was,HighTi00,pass_cmp,0,,,,,
player,201109110was,was,HighTi00,pass_att,0,,,,,
player,201109110was,was,HighTi00,pass_yds,0,,,,,
player,201109110was,was,HighTi00,pass_td,0,,,,,
player,201109110was,was,HighTi00,pass_int,0,,,,,
player,201109110was,was,HighTi00,pass_sacked,0,,,,,
player,201109110was,was,HighTi00,pass_sacked_yds,0,,,,,
player,201109110was,was,HighTi00,pass_long,0,,,,,
player,201109110was,was,HighTi00,pass_rating,,,,,,
player,201109110was,was,HighTi00,rush_att,25,,,,,
player,201109110was,was,HighTi00,rush_yds,72,,,,,
player,201109110was,was,HighTi00,rush_td,1,,,,,
player,201109110was,was,HighTi00,rush_long,22,,,,,
player,201109110was,was,HighTi00,targets,3,,,,,
player,201109110was,was,HighTi00,rec,3,,,,,
player,201109110was,was,HighTi00,rec_yds,25,,,,,
player,201109110was,was,HighTi00,rec_td,0,,,,,
player,201109110was,was,HighTi00,rec_long,10,,,,,
player,201109110was,was,HighTi00,fumbles,0,,,,,
player,201109110was,was,HighTi00,fumbles_lost,,,,,,
player,201109110was,was,HeluRo00,pass_cmp,0,,,,,
player,201109110was,was,HeluRo00,pass_att,0,,,,,
player,201109110was,was,HeluRo00,pass_yds,0,,,,,
player,201109110was,was,HeluRo00,pass_td,0,,,,,
player,201109110was,was,HeluRo00,pass_int,0,,,,,
player,201109110was,was,HeluRo00,pass_sacked,0,,,,,
player,201109110was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201109110was,was,HeluRo00,pass_long,0,,,,,
player,201109110was,was,HeluRo00,pass_rating,,,,,,
player,201109110was,was,HeluRo00,rush_att,1,,,,,
player,201109110was,was,HeluRo00,rush_yds,2,,,,,
player,201109110was,was,HeluRo00,rush_td,0,,,,,
player,201109110was,was,HeluRo00,rush_long,2,,,,,
player,201109110was,was,HeluRo00,targets,0,,,,,
player,201109110was,was,HeluRo00,rec,0,,,,,
player,201109110was,was,HeluRo00,rec_yds,0,,,,,
player,201109110was,was,HeluRo00,rec_td,0,,,,,
player,201109110was,was,HeluRo00,rec_long,0,,,,,
player,201109110was,was,HeluRo00,fumbles,0,,,,,
player,201109110was,was,HeluRo00,fumbles_lost,,,,,,
player,201109110was,was,DaviFr01,pass_cmp,0,,,,,
player,201109110was,was,DaviFr01,pass_att,0,,,,,
player,201109110was,was,DaviFr01,pass_yds,0,,,,,
player,201109110was,was,DaviFr01,pass_td,0,,,,,
player,201109110was,was,DaviFr01,pass_int,0,,,,,
player,201109110was,was,DaviFr01,pass_sacked,0,,,,,
player,201109110was,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201109110was,was,DaviFr01,pass_long,0,,,,,
player,201109110was,was,DaviFr01,pass_rating,,,,,,
player,201109110was,was,DaviFr01,rush_att,0,,,,,
player,201109110was,was,DaviFr01,rush_yds,0,,,,,
player,201109110was,was,DaviFr01,rush_td,0,,,,,
player,201109110was,was,DaviFr01,rush_long,0,,,,,
player,201109110was,was,DaviFr01,targets,6,,,,,
player,201109110was,was,DaviFr01,rec,5,,,,,
player,201109110was,was,DaviFr01,rec_yds,105,,,,,
player,201109110was,was,DaviFr01,rec_td,0,,,,,
player,201109110was,was,DaviFr01,rec_long,28,,,,,
player,201109110was,was,DaviFr01,fumbles,0,,,,,
player,201109110was,was,DaviFr01,fumbles_lost,,,,,,
player,201109110was,was,MossSa00,pass_cmp,0,,,,,
player,201109110was,was,MossSa00,pass_att,0,,,,,
player,201109110was,was,MossSa00,pass_yds,0,,,,,
player,201109110was,was,MossSa00,pass_td,0,,,,,
player,201109110was,was,MossSa00,pass_int,0,,,,,
player,201109110was,was,MossSa00,pass_sacked,0,,,,,
player,201109110was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201109110was,was,MossSa00,pass_long,0,,,,,
player,201109110was,was,MossSa00,pass_rating,,,,,,
player,201109110was,was,MossSa00,rush_att,0,,,,,
player,201109110was,was,MossSa00,rush_yds,0,,,,,
player,201109110was,was,MossSa00,rush_td,0,,,,,
player,201109110was,was,MossSa00,rush_long,0,,,,,
player,201109110was,was,MossSa00,targets,8,,,,,
player,201109110was,was,MossSa00,rec,6,,,,,
player,201109110was,was,MossSa00,rec_yds,76,,,,,
player,201109110was,was,MossSa00,rec_td,0,,,,,
player,201109110was,was,MossSa00,rec_long,22,,,,,
player,201109110was,was,MossSa00,fumbles,0,,,,,
player,201109110was,was,MossSa00,fumbles_lost,,,,,,
player,201109110was,was,GaffJa00,pass_cmp,0,,,,,
player,201109110was,was,GaffJa00,pass_att,0,,,,,
player,201109110was,was,GaffJa00,pass_yds,0,,,,,
player,201109110was,was,GaffJa00,pass_td,0,,,,,
player,201109110was,was,GaffJa00,pass_int,0,,,,,
player,201109110was,was,GaffJa00,pass_sacked,0,,,,,
player,201109110was,was,GaffJa00,pass_sacked_yds,0,,,,,
player,201109110was,was,GaffJa00,pass_long,0,,,,,
player,201109110was,was,GaffJa00,pass_rating,,,,,,
player,201109110was,was,GaffJa00,rush_att,0,,,,,
player,201109110was,was,GaffJa00,rush_yds,0,,,,,
player,201109110was,was,GaffJa00,rush_td,0,,,,,
player,201109110was,was,GaffJa00,rush_long,0,,,,,
player,201109110was,was,GaffJa00,targets,7,,,,,
player,201109110was,was,GaffJa00,rec,3,,,,,
player,201109110was,was,GaffJa00,rec_yds,54,,,,,
player,201109110was,was,GaffJa00,rec_td,1,,,,,
player,201109110was,was,GaffJa00,rec_long,39,,,,,
player,201109110was,was,GaffJa00,fumbles,0,,,,,
player,201109110was,was,GaffJa00,fumbles_lost,,,,,,
player,201109110was,was,ArmsAn00,pass_cmp,0,,,,,
player,201109110was,was,ArmsAn00,pass_att,0,,,,,
player,201109110was,was,ArmsAn00,pass_yds,0,,,,,
player,201109110was,was,ArmsAn00,pass_td,0,,,,,
player,201109110was,was,ArmsAn00,pass_int,0,,,,,
player,201109110was,was,ArmsAn00,pass_sacked,0,,,,,
player,201109110was,was,ArmsAn00,pass_sacked_yds,0,,,,,
player,201109110was,was,ArmsAn00,pass_long,0,,,,,
player,201109110was,was,ArmsAn00,pass_rating,,,,,,
player,201109110was,was,ArmsAn00,rush_att,0,,,,,
player,201109110was,was,ArmsAn00,rush_yds,0,,,,,
player,201109110was,was,ArmsAn00,rush_td,0,,,,,
player,201109110was,was,ArmsAn00,rush_long,0,,,,,
player,201109110was,was,ArmsAn00,targets,6,,,,,
player,201109110was,was,ArmsAn00,rec,2,,,,,
player,201109110was,was,ArmsAn00,rec_yds,24,,,,,
player,201109110was,was,ArmsAn00,rec_td,1,,,,,
player,201109110was,was,ArmsAn00,rec_long,18,,,,,
player,201109110was,was,ArmsAn00,fumbles,0,,,,,
player,201109110was,was,ArmsAn00,fumbles_lost,,,,,,
player,201109110was,was,CoolCh00,pass_cmp,0,,,,,
player,201109110was,was,CoolCh00,pass_att,0,,,,,
player,201109110was,was,CoolCh00,pass_yds,0,,,,,
player,201109110was,was,CoolCh00,pass_td,0,,,,,
player,201109110was,was,CoolCh00,pass_int,0,,,,,
player,201109110was,was,CoolCh00,pass_sacked,0,,,,,
player,201109110was,was,CoolCh00,pass_sacked_yds,0,,,,,
player,201109110was,was,CoolCh00,pass_long,0,,,,,
player,201109110was,was,CoolCh00,pass_rating,,,,,,
player,201109110was,was,CoolCh00,rush_att,0,,,,,
player,201109110was,was,CoolCh00,rush_yds,0,,,,,
player,201109110was,was,CoolCh00,rush_td,0,,,,,
player,201109110was,was,CoolCh00,rush_long,0,,,,,
player,201109110was,was,CoolCh00,targets,3,,,,,
player,201109110was,was,CoolCh00,rec,2,,,,,
player,201109110was,was,CoolCh00,rec_yds,21,,,,,
player,201109110was,was,CoolCh00,rec_td,0,,,,,
player,201109110was,was,CoolCh00,rec_long,15,,,,,
player,201109110was,was,CoolCh00,fumbles,0,,,,,
player,201109110was,was,CoolCh00,fumbles_lost,,,,,,
player,201109110was,was,PaulLo00,pass_cmp,0,,,,,
player,201109110was,was,PaulLo00,pass_att,0,,,,,
player,201109110was,was,PaulLo00,pass_yds,0,,,,,
player,201109110was,was,PaulLo00,pass_td,0,,,,,
player,201109110was,was,PaulLo00,pass_int,0,,,,,
player,201109110was,was,PaulLo00,pass_sacked,0,,,,,
player,201109110was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201109110was,was,PaulLo00,pass_long,0,,,,,
player,201109110was,was,PaulLo00,pass_rating,,,,,,
player,201109110was,was,PaulLo00,rush_att,0,,,,,
player,201109110was,was,PaulLo00,rush_yds,0,,,,,
player,201109110was,was,PaulLo00,rush_td,0,,,,,
player,201109110was,was,PaulLo00,rush_long,0,,,,,
player,201109110was,was,PaulLo00,targets,1,,,,,
player,201109110was,was,PaulLo00,rec,0,,,,,
player,201109110was,was,PaulLo00,rec_yds,0,,,,,
player,201109110was,was,PaulLo00,rec_td,0,,,,,
player,201109110was,was,PaulLo00,rec_long,0,,,,,
player,201109110was,was,PaulLo00,fumbles,0,,,,,
player,201109110was,was,PaulLo00,fumbles_lost,,,,,,
player,201109110was,nyg,PierJa99,def_int,0,,,,,
player,201109110was,nyg,PierJa99,def_int_yds,0,,,,,
