game,2011,7,20111023,201110230nyj,sdg,"San Diego Chargers",21,nyj,"New York Jets",27
player,201110230nyj,sdg,TolbMi00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,TolbMi00,pass_long,0,,,,,
player,201110230nyj,sdg,TolbMi00,pass_rating,,,,,,
player,201110230nyj,sdg,TolbMi00,rush_att,11,,,,,
player,201110230nyj,sdg,TolbMi00,rush_yds,58,,,,,
player,201110230nyj,sdg,TolbMi00,rush_td,1,,,,,
player,201110230nyj,sdg,TolbMi00,rush_long,29,,,,,
player,201110230nyj,sdg,TolbMi00,targets,1,,,,,
player,201110230nyj,sdg,TolbMi00,rec,0,,,,,
player,201110230nyj,sdg,TolbMi00,rec_yds,0,,,,,
player,201110230nyj,sdg,TolbMi00,rec_td,0,,,,,
player,201110230nyj,sdg,TolbMi00,rec_long,0,,,,,
player,201110230nyj,sdg,TolbMi00,fumbles,0,,,,,
player,201110230nyj,sdg,TolbMi00,fumbles_lost,,,,,,
player,201110230nyj,sdg,MathRy00,pass_cmp,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_att,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_yds,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_td,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_int,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_sacked,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_long,0,,,,,
player,201110230nyj,sdg,MathRy00,pass_rating,,,,,,
player,201110230nyj,sdg,MathRy00,rush_att,13,,,,,
player,201110230nyj,sdg,MathRy00,rush_yds,39,,,,,
player,201110230nyj,sdg,MathRy00,rush_td,0,,,,,
player,201110230nyj,sdg,MathRy00,rush_long,9,,,,,
player,201110230nyj,sdg,MathRy00,targets,5,,,,,
player,201110230nyj,sdg,MathRy00,rec,4,,,,,
player,201110230nyj,sdg,MathRy00,rec_yds,26,,,,,
player,201110230nyj,sdg,MathRy00,rec_td,0,,,,,
player,201110230nyj,sdg,MathRy00,rec_long,9,,,,,
player,201110230nyj,sdg,MathRy00,fumbles,0,,,,,
player,201110230nyj,sdg,MathRy00,fumbles_lost,,,,,,
player,201110230nyj,sdg,GateAn00,pass_cmp,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_att,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_yds,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_td,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_int,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_sacked,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_long,0,,,,,
player,201110230nyj,sdg,GateAn00,pass_rating,,,,,,
player,201110230nyj,sdg,GateAn00,rush_att,0,,,,,
player,201110230nyj,sdg,GateAn00,rush_yds,0,,,,,
player,201110230nyj,sdg,GateAn00,rush_td,0,,,,,
player,201110230nyj,sdg,GateAn00,rush_long,0,,,,,
player,201110230nyj,sdg,GateAn00,targets,7,,,,,
player,201110230nyj,sdg,GateAn00,rec,5,,,,,
player,201110230nyj,sdg,GateAn00,rec_yds,54,,,,,
player,201110230nyj,sdg,GateAn00,rec_td,1,,,,,
player,201110230nyj,sdg,GateAn00,rec_long,18,,,,,
player,201110230nyj,sdg,GateAn00,fumbles,0,,,,,
player,201110230nyj,sdg,GateAn00,fumbles_lost,,,,,,
player,201110230nyj,sdg,McMiRa01,pass_cmp,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_att,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_yds,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_td,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_int,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_sacked,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_long,0,,,,,
player,201110230nyj,sdg,McMiRa01,pass_rating,,,,,,
player,201110230nyj,sdg,McMiRa01,rush_att,0,,,,,
player,201110230nyj,sdg,McMiRa01,rush_yds,0,,,,,
player,201110230nyj,sdg,McMiRa01,rush_td,0,,,,,
player,201110230nyj,sdg,McMiRa01,rush_long,0,,,,,
player,201110230nyj,sdg,McMiRa01,targets,3,,,,,
player,201110230nyj,sdg,McMiRa01,rec,3,,,,,
player,201110230nyj,sdg,McMiRa01,rec_yds,45,,,,,
player,201110230nyj,sdg,McMiRa01,rec_td,0,,,,,
player,201110230nyj,sdg,McMiRa01,rec_long,30,,,,,
player,201110230nyj,sdg,McMiRa01,fumbles,0,,,,,
player,201110230nyj,sdg,McMiRa01,fumbles_lost,,,,,,
player,201110230nyj,sdg,FloyMa00,pass_cmp,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_att,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_yds,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_td,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_int,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_sacked,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_long,0,,,,,
player,201110230nyj,sdg,FloyMa00,pass_rating,,,,,,
player,201110230nyj,sdg,FloyMa00,rush_att,0,,,,,
player,201110230nyj,sdg,FloyMa00,rush_yds,0,,,,,
player,201110230nyj,sdg,FloyMa00,rush_td,0,,,,,
player,201110230nyj,sdg,FloyMa00,rush_long,0,,,,,
player,201110230nyj,sdg,FloyMa00,targets,4,,,,,
player,201110230nyj,sdg,FloyMa00,rec,2,,,,,
player,201110230nyj,sdg,FloyMa00,rec_yds,36,,,,,
player,201110230nyj,sdg,FloyMa00,rec_td,0,,,,,
player,201110230nyj,sdg,FloyMa00,rec_long,28,,,,,
player,201110230nyj,sdg,FloyMa00,fumbles,0,,,,,
player,201110230nyj,sdg,FloyMa00,fumbles_lost,,,,,,
player,201110230nyj,sdg,JackVi00,pass_cmp,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_att,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_yds,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_td,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_int,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_sacked,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_long,0,,,,,
player,201110230nyj,sdg,JackVi00,pass_rating,,,,,,
player,201110230nyj,sdg,JackVi00,rush_att,0,,,,,
player,201110230nyj,sdg,JackVi00,rush_yds,0,,,,,
player,201110230nyj,sdg,JackVi00,rush_td,0,,,,,
player,201110230nyj,sdg,JackVi00,rush_long,0,,,,,
player,201110230nyj,sdg,JackVi00,targets,8,,,,,
player,201110230nyj,sdg,JackVi00,rec,1,,,,,
player,201110230nyj,sdg,JackVi00,rec_yds,15,,,,,
player,201110230nyj,sdg,JackVi00,rec_td,0,,,,,
player,201110230nyj,sdg,JackVi00,rec_long,15,,,,,
player,201110230nyj,sdg,JackVi00,fumbles,0,,,,,
player,201110230nyj,sdg,JackVi00,fumbles_lost,,,,,,
player,201110230nyj,sdg,CrayPa00,pass_cmp,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_att,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_yds,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_td,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_int,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_sacked,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_long,0,,,,,
player,201110230nyj,sdg,CrayPa00,pass_rating,,,,,,
player,201110230nyj,sdg,CrayPa00,rush_att,0,,,,,
player,201110230nyj,sdg,CrayPa00,rush_yds,0,,,,,
player,201110230nyj,sdg,CrayPa00,rush_td,0,,,,,
player,201110230nyj,sdg,CrayPa00,rush_long,0,,,,,
player,201110230nyj,sdg,CrayPa00,targets,1,,,,,
player,201110230nyj,sdg,CrayPa00,rec,1,,,,,
player,201110230nyj,sdg,CrayPa00,rec_yds,3,,,,,
player,201110230nyj,sdg,CrayPa00,rec_td,0,,,,,
player,201110230nyj,sdg,CrayPa00,rec_long,3,,,,,
player,201110230nyj,sdg,CrayPa00,fumbles,0,,,,,
player,201110230nyj,sdg,CrayPa00,fumbles_lost,,,,,,
player,201110230nyj,sdg,HestJa00,pass_cmp,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_att,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_yds,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_td,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_int,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_sacked,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_long,0,,,,,
player,201110230nyj,sdg,HestJa00,pass_rating,,,,,,
player,201110230nyj,sdg,HestJa00,rush_att,0,,,,,
player,201110230nyj,sdg,HestJa00,rush_yds,0,,,,,
player,201110230nyj,sdg,HestJa00,rush_td,0,,,,,
player,201110230nyj,sdg,HestJa00,rush_long,0,,,,,
player,201110230nyj,sdg,HestJa00,targets,1,,,,,
player,201110230nyj,sdg,HestJa00,rec,0,,,,,
player,201110230nyj,sdg,HestJa00,rec_yds,0,,,,,
player,201110230nyj,sdg,HestJa00,rec_td,0,,,,,
player,201110230nyj,sdg,HestJa00,rec_long,0,,,,,
player,201110230nyj,sdg,HestJa00,fumbles,0,,,,,
player,201110230nyj,sdg,HestJa00,fumbles_lost,,,,,,
player,201110230nyj,sdg,BrowVi00,pass_cmp,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_att,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_yds,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_td,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_int,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_sacked,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_long,0,,,,,
player,201110230nyj,sdg,BrowVi00,pass_rating,,,,,,
player,201110230nyj,sdg,BrowVi00,rush_att,0,,,,,
player,201110230nyj,sdg,BrowVi00,rush_yds,0,,,,,
player,201110230nyj,sdg,BrowVi00,rush_td,0,,,,,
player,201110230nyj,sdg,BrowVi00,rush_long,0,,,,,
player,201110230nyj,sdg,BrowVi00,targets,1,,,,,
player,201110230nyj,sdg,BrowVi00,rec,0,,,,,
player,201110230nyj,sdg,BrowVi00,rec_yds,0,,,,,
player,201110230nyj,sdg,BrowVi00,rec_td,0,,,,,
player,201110230nyj,sdg,BrowVi00,rec_long,0,,,,,
player,201110230nyj,sdg,BrowVi00,fumbles,0,,,,,
player,201110230nyj,sdg,BrowVi00,fumbles_lost,,,,,,
player,201110230nyj,nyj,SancMa00,pass_cmp,18,,,,,
player,201110230nyj,nyj,SancMa00,pass_att,33,,,,,
player,201110230nyj,nyj,SancMa00,pass_yds,173,,,,,
player,201110230nyj,nyj,SancMa00,pass_td,3,,,,,
player,201110230nyj,nyj,SancMa00,pass_int,1,,,,,
player,201110230nyj,nyj,SancMa00,pass_sacked,2,,,,,
player,201110230nyj,nyj,SancMa00,pass_sacked_yds,17,,,,,
player,201110230nyj,nyj,SancMa00,pass_long,34,,,,,
player,201110230nyj,nyj,SancMa00,pass_rating,87.1,,,,,
player,201110230nyj,nyj,SancMa00,rush_att,3,,,,,
player,201110230nyj,nyj,SancMa00,rush_yds,25,,,,,
player,201110230nyj,nyj,SancMa00,rush_td,0,,,,,
player,201110230nyj,nyj,SancMa00,rush_long,25,,,,,
player,201110230nyj,nyj,SancMa00,targets,0,,,,,
player,201110230nyj,nyj,SancMa00,rec,0,,,,,
player,201110230nyj,nyj,SancMa00,rec_yds,0,,,,,
player,201110230nyj,nyj,SancMa00,rec_td,0,,,,,
player,201110230nyj,nyj,SancMa00,rec_long,0,,,,,
player,201110230nyj,nyj,SancMa00,fumbles,0,,,,,
player,201110230nyj,nyj,SancMa00,fumbles_lost,,,,,,
player,201110230nyj,nyj,GreeSh00,pass_cmp,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_att,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_yds,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_td,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_int,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_sacked,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_long,0,,,,,
player,201110230nyj,nyj,GreeSh00,pass_rating,,,,,,
player,201110230nyj,nyj,GreeSh00,rush_att,20,,,,,
player,201110230nyj,nyj,GreeSh00,rush_yds,112,,,,,
player,201110230nyj,nyj,GreeSh00,rush_td,0,,,,,
player,201110230nyj,nyj,GreeSh00,rush_long,24,,,,,
player,201110230nyj,nyj,GreeSh00,targets,1,,,,,
player,201110230nyj,nyj,GreeSh00,rec,1,,,,,
player,201110230nyj,nyj,GreeSh00,rec_yds,5,,,,,
player,201110230nyj,nyj,GreeSh00,rec_td,0,,,,,
player,201110230nyj,nyj,GreeSh00,rec_long,5,,,,,
player,201110230nyj,nyj,GreeSh00,fumbles,0,,,,,
player,201110230nyj,nyj,GreeSh00,fumbles_lost,,,,,,
player,201110230nyj,nyj,TomlLa00,pass_cmp,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_att,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_yds,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_td,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_int,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_sacked,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_long,0,,,,,
player,201110230nyj,nyj,TomlLa00,pass_rating,,,,,,
player,201110230nyj,nyj,TomlLa00,rush_att,5,,,,,
player,201110230nyj,nyj,TomlLa00,rush_yds,14,,,,,
player,201110230nyj,nyj,TomlLa00,rush_td,0,,,,,
player,201110230nyj,nyj,TomlLa00,rush_long,9,,,,,
player,201110230nyj,nyj,TomlLa00,targets,4,,,,,
player,201110230nyj,nyj,TomlLa00,rec,3,,,,,
player,201110230nyj,nyj,TomlLa00,rec_yds,37,,,,,
player,201110230nyj,nyj,TomlLa00,rec_td,0,,,,,
player,201110230nyj,nyj,TomlLa00,rec_long,19,,,,,
player,201110230nyj,nyj,TomlLa00,fumbles,0,,,,,
player,201110230nyj,nyj,TomlLa00,fumbles_lost,,,,,,
player,201110230nyj,nyj,McKnJo00,pass_cmp,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_att,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_yds,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_td,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_int,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_sacked,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_long,0,,,,,
player,201110230nyj,nyj,McKnJo00,pass_rating,,,,,,
player,201110230nyj,nyj,McKnJo00,rush_att,3,,,,,
player,201110230nyj,nyj,McKnJo00,rush_yds,11,,,,,
player,201110230nyj,nyj,McKnJo00,rush_td,0,,,,,
player,201110230nyj,nyj,McKnJo00,rush_long,4,,,,,
player,201110230nyj,nyj,McKnJo00,targets,0,,,,,
player,201110230nyj,nyj,McKnJo00,rec,0,,,,,
player,201110230nyj,nyj,McKnJo00,rec_yds,0,,,,,
player,201110230nyj,nyj,McKnJo00,rec_td,0,,,,,
player,201110230nyj,nyj,McKnJo00,rec_long,0,,,,,
player,201110230nyj,nyj,McKnJo00,fumbles,0,,,,,
player,201110230nyj,nyj,McKnJo00,fumbles_lost,,,,,,
player,201110230nyj,nyj,KellDu00,pass_cmp,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_att,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_yds,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_td,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_int,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_sacked,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_long,0,,,,,
player,201110230nyj,nyj,KellDu00,pass_rating,,,,,,
player,201110230nyj,nyj,KellDu00,rush_att,0,,,,,
player,201110230nyj,nyj,KellDu00,rush_yds,0,,,,,
player,201110230nyj,nyj,KellDu00,rush_td,0,,,,,
player,201110230nyj,nyj,KellDu00,rush_long,0,,,,,
player,201110230nyj,nyj,KellDu00,targets,8,,,,,
player,201110230nyj,nyj,KellDu00,rec,4,,,,,
player,201110230nyj,nyj,KellDu00,rec_yds,53,,,,,
player,201110230nyj,nyj,KellDu00,rec_td,0,,,,,
player,201110230nyj,nyj,KellDu00,rec_long,34,,,,,
player,201110230nyj,nyj,KellDu00,fumbles,1,,,,,
player,201110230nyj,nyj,KellDu00,fumbles_lost,1,,,,,
player,201110230nyj,nyj,KerlJe00,pass_cmp,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_att,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_yds,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_td,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_int,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_sacked,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_long,0,,,,,
player,201110230nyj,nyj,KerlJe00,pass_rating,,,,,,
player,201110230nyj,nyj,KerlJe00,rush_att,0,,,,,
player,201110230nyj,nyj,KerlJe00,rush_yds,0,,,,,
player,201110230nyj,nyj,KerlJe00,rush_td,0,,,,,
player,201110230nyj,nyj,KerlJe00,rush_long,0,,,,,
player,201110230nyj,nyj,KerlJe00,targets,7,,,,,
player,201110230nyj,nyj,KerlJe00,rec,4,,,,,
player,201110230nyj,nyj,KerlJe00,rec_yds,29,,,,,
player,201110230nyj,nyj,KerlJe00,rec_td,0,,,,,
player,201110230nyj,nyj,KerlJe00,rec_long,10,,,,,
player,201110230nyj,nyj,KerlJe00,fumbles,0,,,,,
player,201110230nyj,nyj,KerlJe00,fumbles_lost,,,,,,
player,201110230nyj,nyj,BurrPl00,pass_cmp,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_att,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_yds,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_td,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_int,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_sacked,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_long,0,,,,,
player,201110230nyj,nyj,BurrPl00,pass_rating,,,,,,
player,201110230nyj,nyj,BurrPl00,rush_att,0,,,,,
player,201110230nyj,nyj,BurrPl00,rush_yds,0,,,,,
player,201110230nyj,nyj,BurrPl00,rush_td,0,,,,,
player,201110230nyj,nyj,BurrPl00,rush_long,0,,,,,
player,201110230nyj,nyj,BurrPl00,targets,8,,,,,
player,201110230nyj,nyj,BurrPl00,rec,4,,,,,
player,201110230nyj,nyj,BurrPl00,rec_yds,25,,,,,
player,201110230nyj,nyj,BurrPl00,rec_td,3,,,,,
player,201110230nyj,nyj,BurrPl00,rec_long,15,,,,,
player,201110230nyj,nyj,BurrPl00,fumbles,0,,,,,
player,201110230nyj,nyj,BurrPl00,fumbles_lost,,,,,,
player,201110230nyj,nyj,HolmSa00,pass_cmp,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_att,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_yds,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_td,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_int,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_sacked,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_long,0,,,,,
player,201110230nyj,nyj,HolmSa00,pass_rating,,,,,,
player,201110230nyj,nyj,HolmSa00,rush_att,0,,,,,
player,201110230nyj,nyj,HolmSa00,rush_yds,0,,,,,
player,201110230nyj,nyj,HolmSa00,rush_td,0,,,,,
player,201110230nyj,nyj,HolmSa00,rush_long,0,,,,,
player,201110230nyj,nyj,HolmSa00,targets,3,,,,,
player,201110230nyj,nyj,HolmSa00,rec,2,,,,,
player,201110230nyj,nyj,HolmSa00,rec_yds,24,,,,,
player,201110230nyj,nyj,HolmSa00,rec_td,0,,,,,
player,201110230nyj,nyj,HolmSa00,rec_long,16,,,,,
player,201110230nyj,nyj,HolmSa00,fumbles,0,,,,,
player,201110230nyj,nyj,HolmSa00,fumbles_lost,,,,,,
player,201110230nyj,nyj,MullMa00,pass_cmp,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_att,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_yds,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_td,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_int,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_sacked,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_sacked_yds,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_long,0,,,,,
player,201110230nyj,nyj,MullMa00,pass_rating,,,,,,
player,201110230nyj,nyj,MullMa00,rush_att,0,,,,,
player,201110230nyj,nyj,MullMa00,rush_yds,0,,,,,
player,201110230nyj,nyj,MullMa00,rush_td,0,,,,,
player,201110230nyj,nyj,MullMa00,rush_long,0,,,,,
player,201110230nyj,nyj,MullMa00,targets,1,,,,,
player,201110230nyj,nyj,MullMa00,rec,0,,,,,
player,201110230nyj,nyj,MullMa00,rec_yds,0,,,,,
player,201110230nyj,nyj,MullMa00,rec_td,0,,,,,
player,201110230nyj,nyj,MullMa00,rec_long,0,,,,,
player,201110230nyj,nyj,MullMa00,fumbles,0,,,,,
player,201110230nyj,nyj,MullMa00,fumbles_lost,,,,,,
player,201110230nyj,sdg,WeddEr99,def_int,1,,,,,
player,201110230nyj,sdg,WeddEr99,def_int_yds,25,,,,,
player,201110230nyj,sdg,WeddEr99,def_int_td,0,,,,,
player,201110230nyj,sdg,WeddEr99,def_int_long,25,,,,,
player,201110230nyj,sdg,WeddEr99,pass_defended,1,,,,,
player,201110230nyj,sdg,WeddEr99,sacks,0.0,,,,,
player,201110230nyj,sdg,WeddEr99,tackles_combined,6,,,,,
player,201110230nyj,sdg,WeddEr99,tackles_solo,5,,,,,
player,201110230nyj,sdg,WeddEr99,tackles_assists,1,,,,,
player,201110230nyj,sdg,WeddEr99,tackles_loss,0,,,,,
player,201110230nyj,sdg,WeddEr99,qb_hits,0,,,,,
player,201110230nyj,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201110230nyj,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201110230nyj,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201110230nyj,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201110230nyj,sdg,PhilSh20,def_int,0,,,,,
player,201110230nyj,sdg,PhilSh20,def_int_yds,0,,,,,
player,201110230nyj,sdg,PhilSh20,def_int_td,0,,,,,
player,201110230nyj,sdg,PhilSh20,def_int_long,0,,,,,
player,201110230nyj,sdg,PhilSh20,pass_defended,0,,,,,
player,201110230nyj,sdg,PhilSh20,sacks,2.0,,,,,
player,201110230nyj,sdg,PhilSh20,tackles_combined,5,,,,,
player,201110230nyj,sdg,PhilSh20,tackles_solo,3,,,,,
player,201110230nyj,sdg,PhilSh20,tackles_assists,2,,,,,
player,201110230nyj,sdg,PhilSh20,tackles_loss,2,,,,,
player,201110230nyj,sdg,PhilSh20,qb_hits,3,,,,,
player,201110230nyj,sdg,PhilSh20,fumbles_rec,0,,,,,
