game,2011,1,20110911,201109110sfo,sea,"Seattle Seahawks",17,sfo,"San Francisco 49ers",33
team,201109110sfo,sea,First Downs,18,,,,,,
team,201109110sfo,sfo,First Downs,12,,,,,,
team,201109110sfo,sea,Rush-Yds-TDs,22-64-0,,,,,,
team,201109110sfo,sfo,Rush-Yds-TDs,32-85-1,,,,,,
team,201109110sfo,sea,Cmp-Att-Yd-TD-INT,21-37-197-2-1,,,,,,
team,201109110sfo,sfo,Cmp-Att-Yd-TD-INT,15-20-124-0-0,,,,,,
team,201109110sfo,sea,Sacked-Yards,5-42,,,,,,
team,201109110sfo,sfo,Sacked-Yards,0-0,,,,,,
team,201109110sfo,sea,Net Pass Yards,155,,,,,,
team,201109110sfo,sfo,Net Pass Yards,124,,,,,,
team,201109110sfo,sea,Total Yards,219,,,,,,
team,201109110sfo,sfo,Total Yards,209,,,,,,
team,201109110sfo,sea,Fumbles-Lost,3-2,,,,,,
team,201109110sfo,sfo,Fumbles-Lost,1-0,,,,,,
team,201109110sfo,sea,Turnovers,3,,,,,,
team,201109110sfo,sfo,Turnovers,0,,,,,,
team,201109110sfo,sea,Penalties-Yards,11-72,,,,,,
team,201109110sfo,sfo,Penalties-Yards,9-102,,,,,,
team,201109110sfo,sea,Third Down Conv.,5-15,,,,,,
team,201109110sfo,sfo,Third Down Conv.,1-12,,,,,,
team,201109110sfo,sea,Fourth Down Conv.,1-1,,,,,,
team,201109110sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201109110sfo,sea,Time of Possession,28:53,,,,,,
team,201109110sfo,sfo,Time of Possession,31:07,,,,,,
player,201109110sfo,sea,JackTa00,pass_cmp,21,,,,,
player,201109110sfo,sea,JackTa00,pass_att,37,,,,,
player,201109110sfo,sea,JackTa00,pass_yds,197,,,,,
player,201109110sfo,sea,JackTa00,pass_td,2,,,,,
player,201109110sfo,sea,JackTa00,pass_int,1,,,,,
player,201109110sfo,sea,JackTa00,pass_sacked,5,,,,,
player,201109110sfo,sea,JackTa00,pass_sacked_yds,42,,,,,
player,201109110sfo,sea,JackTa00,pass_long,55,,,,,
player,201109110sfo,sea,JackTa00,pass_rating,78.3,,,,,
player,201109110sfo,sea,JackTa00,rush_att,4,,,,,
player,201109110sfo,sea,JackTa00,rush_yds,13,,,,,
player,201109110sfo,sea,JackTa00,rush_td,0,,,,,
player,201109110sfo,sea,JackTa00,rush_long,5,,,,,
player,201109110sfo,sea,JackTa00,targets,0,,,,,
player,201109110sfo,sea,JackTa00,rec,0,,,,,
player,201109110sfo,sea,JackTa00,rec_yds,0,,,,,
player,201109110sfo,sea,JackTa00,rec_td,0,,,,,
player,201109110sfo,sea,JackTa00,rec_long,0,,,,,
player,201109110sfo,sea,JackTa00,fumbles,3,,,,,
player,201109110sfo,sea,JackTa00,fumbles_lost,2,,,,,
player,201109110sfo,sea,LyncMa00,pass_cmp,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_att,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_yds,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_td,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_int,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_sacked,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_long,0,,,,,
player,201109110sfo,sea,LyncMa00,pass_rating,,,,,,
player,201109110sfo,sea,LyncMa00,rush_att,13,,,,,
player,201109110sfo,sea,LyncMa00,rush_yds,33,,,,,
player,201109110sfo,sea,LyncMa00,rush_td,0,,,,,
player,201109110sfo,sea,LyncMa00,rush_long,12,,,,,
player,201109110sfo,sea,LyncMa00,targets,2,,,,,
player,201109110sfo,sea,LyncMa00,rec,2,,,,,
player,201109110sfo,sea,LyncMa00,rec_yds,14,,,,,
player,201109110sfo,sea,LyncMa00,rec_td,0,,,,,
player,201109110sfo,sea,LyncMa00,rec_long,12,,,,,
player,201109110sfo,sea,LyncMa00,fumbles,0,,,,,
player,201109110sfo,sea,LyncMa00,fumbles_lost,,,,,,
player,201109110sfo,sea,ObomBe00,pass_cmp,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_att,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_yds,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_td,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_int,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_sacked,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_long,0,,,,,
player,201109110sfo,sea,ObomBe00,pass_rating,,,,,,
player,201109110sfo,sea,ObomBe00,rush_att,1,,,,,
player,201109110sfo,sea,ObomBe00,rush_yds,13,,,,,
player,201109110sfo,sea,ObomBe00,rush_td,0,,,,,
player,201109110sfo,sea,ObomBe00,rush_long,13,,,,,
player,201109110sfo,sea,ObomBe00,targets,6,,,,,
player,201109110sfo,sea,ObomBe00,rec,2,,,,,
player,201109110sfo,sea,ObomBe00,rec_yds,12,,,,,
player,201109110sfo,sea,ObomBe00,rec_td,0,,,,,
player,201109110sfo,sea,ObomBe00,rec_long,7,,,,,
player,201109110sfo,sea,ObomBe00,fumbles,0,,,,,
player,201109110sfo,sea,ObomBe00,fumbles_lost,,,,,,
player,201109110sfo,sea,ForsJu00,pass_cmp,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_att,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_yds,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_td,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_int,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_sacked,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_sacked_yds,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_long,0,,,,,
player,201109110sfo,sea,ForsJu00,pass_rating,,,,,,
player,201109110sfo,sea,ForsJu00,rush_att,3,,,,,
player,201109110sfo,sea,ForsJu00,rush_yds,3,,,,,
player,201109110sfo,sea,ForsJu00,rush_td,0,,,,,
player,201109110sfo,sea,ForsJu00,rush_long,3,,,,,
player,201109110sfo,sea,ForsJu00,targets,5,,,,,
player,201109110sfo,sea,ForsJu00,rec,3,,,,,
player,201109110sfo,sea,ForsJu00,rec_yds,8,,,,,
player,201109110sfo,sea,ForsJu00,rec_td,0,,,,,
player,201109110sfo,sea,ForsJu00,rec_long,8,,,,,
player,201109110sfo,sea,ForsJu00,fumbles,0,,,,,
player,201109110sfo,sea,ForsJu00,fumbles_lost,,,,,,
player,201109110sfo,sea,RobiMi00,pass_cmp,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_att,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_yds,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_td,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_int,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_sacked,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_sacked_yds,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_long,0,,,,,
player,201109110sfo,sea,RobiMi00,pass_rating,,,,,,
player,201109110sfo,sea,RobiMi00,rush_att,1,,,,,
player,201109110sfo,sea,RobiMi00,rush_yds,2,,,,,
player,201109110sfo,sea,RobiMi00,rush_td,0,,,,,
player,201109110sfo,sea,RobiMi00,rush_long,2,,,,,
player,201109110sfo,sea,RobiMi00,targets,0,,,,,
player,201109110sfo,sea,RobiMi00,rec,0,,,,,
player,201109110sfo,sea,RobiMi00,rec_yds,0,,,,,
player,201109110sfo,sea,RobiMi00,rec_td,0,,,,,
player,201109110sfo,sea,RobiMi00,rec_long,0,,,,,
player,201109110sfo,sea,RobiMi00,fumbles,0,,,,,
player,201109110sfo,sea,RobiMi00,fumbles_lost,,,,,,
player,201109110sfo,sea,BaldDo00,pass_cmp,0,,,,,
player,201109110sfo,sea,BaldDo00,pass_att,0,,,,,
player,201109110sfo,sea,BaldDo00,pass_yds,0,,,,,
