game,2011,10,20111113,201111130sea,rav,"Baltimore Ravens",17,sea,"Seattle Seahawks",22
player,201111130sea,sea,BryaRe99,pass_defended,0,,,,,
player,201111130sea,sea,BryaRe99,sacks,0.0,,,,,
player,201111130sea,sea,BryaRe99,tackles_combined,2,,,,,
player,201111130sea,sea,BryaRe99,tackles_solo,2,,,,,
player,201111130sea,sea,BryaRe99,tackles_assists,0,,,,,
player,201111130sea,sea,BryaRe99,tackles_loss,0,,,,,
player,201111130sea,sea,BryaRe99,qb_hits,0,,,,,
player,201111130sea,sea,BryaRe99,fumbles_rec,0,,,,,
player,201111130sea,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201111130sea,sea,BryaRe99,fumbles_forced,0,,,,,
player,201111130sea,sea,ClemCh23,def_int,0,,,,,
player,201111130sea,sea,ClemCh23,def_int_yds,0,,,,,
player,201111130sea,sea,ClemCh23,def_int_td,0,,,,,
player,201111130sea,sea,ClemCh23,def_int_long,0,,,,,
player,201111130sea,sea,ClemCh23,pass_defended,0,,,,,
player,201111130sea,sea,ClemCh23,sacks,0.0,,,,,
player,201111130sea,sea,ClemCh23,tackles_combined,2,,,,,
player,201111130sea,sea,ClemCh23,tackles_solo,1,,,,,
player,201111130sea,sea,ClemCh23,tackles_assists,1,,,,,
player,201111130sea,sea,ClemCh23,tackles_loss,0,,,,,
player,201111130sea,sea,ClemCh23,qb_hits,2,,,,,
player,201111130sea,sea,ClemCh23,fumbles_rec,0,,,,,
player,201111130sea,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201111130sea,sea,ClemCh23,fumbles_forced,0,,,,,
player,201111130sea,sea,FarwHe20,def_int,0,,,,,
player,201111130sea,sea,FarwHe20,def_int_yds,0,,,,,
player,201111130sea,sea,FarwHe20,def_int_td,0,,,,,
player,201111130sea,sea,FarwHe20,def_int_long,0,,,,,
player,201111130sea,sea,FarwHe20,pass_defended,0,,,,,
player,201111130sea,sea,FarwHe20,sacks,0.0,,,,,
player,201111130sea,sea,FarwHe20,tackles_combined,2,,,,,
player,201111130sea,sea,FarwHe20,tackles_solo,0,,,,,
player,201111130sea,sea,FarwHe20,tackles_assists,2,,,,,
player,201111130sea,sea,FarwHe20,tackles_loss,0,,,,,
player,201111130sea,sea,FarwHe20,qb_hits,0,,,,,
player,201111130sea,sea,FarwHe20,fumbles_rec,0,,,,,
player,201111130sea,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201111130sea,sea,FarwHe20,fumbles_forced,0,,,,,
player,201111130sea,sea,RobiMi00,def_int,0,,,,,
player,201111130sea,sea,RobiMi00,def_int_yds,0,,,,,
player,201111130sea,sea,RobiMi00,def_int_td,0,,,,,
player,201111130sea,sea,RobiMi00,def_int_long,0,,,,,
player,201111130sea,sea,RobiMi00,pass_defended,0,,,,,
player,201111130sea,sea,RobiMi00,sacks,0.0,,,,,
player,201111130sea,sea,RobiMi00,tackles_combined,2,,,,,
player,201111130sea,sea,RobiMi00,tackles_solo,1,,,,,
player,201111130sea,sea,RobiMi00,tackles_assists,1,,,,,
player,201111130sea,sea,RobiMi00,tackles_loss,0,,,,,
player,201111130sea,sea,RobiMi00,qb_hits,0,,,,,
player,201111130sea,sea,RobiMi00,fumbles_rec,0,,,,,
player,201111130sea,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201111130sea,sea,RobiMi00,fumbles_forced,1,,,,,
player,201111130sea,sea,BigbAt20,def_int,0,,,,,
player,201111130sea,sea,BigbAt20,def_int_yds,0,,,,,
player,201111130sea,sea,BigbAt20,def_int_td,0,,,,,
player,201111130sea,sea,BigbAt20,def_int_long,0,,,,,
player,201111130sea,sea,BigbAt20,pass_defended,0,,,,,
player,201111130sea,sea,BigbAt20,sacks,0.0,,,,,
player,201111130sea,sea,BigbAt20,tackles_combined,1,,,,,
player,201111130sea,sea,BigbAt20,tackles_solo,0,,,,,
player,201111130sea,sea,BigbAt20,tackles_assists,1,,,,,
player,201111130sea,sea,BigbAt20,tackles_loss,0,,,,,
player,201111130sea,sea,BigbAt20,qb_hits,0,,,,,
player,201111130sea,sea,BigbAt20,fumbles_rec,1,,,,,
player,201111130sea,sea,BigbAt20,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,BigbAt20,fumbles_rec_td,0,,,,,
player,201111130sea,sea,BigbAt20,fumbles_forced,0,,,,,
player,201111130sea,sea,BrocRa20,def_int,0,,,,,
player,201111130sea,sea,BrocRa20,def_int_yds,0,,,,,
player,201111130sea,sea,BrocRa20,def_int_td,0,,,,,
player,201111130sea,sea,BrocRa20,def_int_long,0,,,,,
player,201111130sea,sea,BrocRa20,pass_defended,0,,,,,
player,201111130sea,sea,BrocRa20,sacks,0.0,,,,,
player,201111130sea,sea,BrocRa20,tackles_combined,1,,,,,
player,201111130sea,sea,BrocRa20,tackles_solo,0,,,,,
player,201111130sea,sea,BrocRa20,tackles_assists,1,,,,,
player,201111130sea,sea,BrocRa20,tackles_loss,0,,,,,
player,201111130sea,sea,BrocRa20,qb_hits,0,,,,,
player,201111130sea,sea,BrocRa20,fumbles_rec,0,,,,,
player,201111130sea,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201111130sea,sea,BrocRa20,fumbles_forced,0,,,,,
player,201111130sea,sea,McDoCl99,def_int,0,,,,,
player,201111130sea,sea,McDoCl99,def_int_yds,0,,,,,
player,201111130sea,sea,McDoCl99,def_int_td,0,,,,,
player,201111130sea,sea,McDoCl99,def_int_long,0,,,,,
player,201111130sea,sea,McDoCl99,pass_defended,0,,,,,
player,201111130sea,sea,McDoCl99,sacks,0.0,,,,,
player,201111130sea,sea,McDoCl99,tackles_combined,1,,,,,
player,201111130sea,sea,McDoCl99,tackles_solo,1,,,,,
player,201111130sea,sea,McDoCl99,tackles_assists,0,,,,,
player,201111130sea,sea,McDoCl99,tackles_loss,0,,,,,
player,201111130sea,sea,McDoCl99,qb_hits,0,,,,,
player,201111130sea,sea,McDoCl99,fumbles_rec,0,,,,,
player,201111130sea,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201111130sea,sea,McDoCl99,fumbles_forced,0,,,,,
player,201111130sea,sea,ObomBe00,def_int,0,,,,,
player,201111130sea,sea,ObomBe00,def_int_yds,0,,,,,
player,201111130sea,sea,ObomBe00,def_int_td,0,,,,,
player,201111130sea,sea,ObomBe00,def_int_long,0,,,,,
player,201111130sea,sea,ObomBe00,pass_defended,0,,,,,
player,201111130sea,sea,ObomBe00,sacks,0.0,,,,,
player,201111130sea,sea,ObomBe00,tackles_combined,1,,,,,
player,201111130sea,sea,ObomBe00,tackles_solo,1,,,,,
player,201111130sea,sea,ObomBe00,tackles_assists,0,,,,,
player,201111130sea,sea,ObomBe00,tackles_loss,0,,,,,
player,201111130sea,sea,ObomBe00,qb_hits,0,,,,,
player,201111130sea,sea,ObomBe00,fumbles_rec,1,,,,,
player,201111130sea,sea,ObomBe00,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,ObomBe00,fumbles_rec_td,0,,,,,
player,201111130sea,sea,ObomBe00,fumbles_forced,0,,,,,
player,201111130sea,sea,BrowBr00,def_int,0,,,,,
player,201111130sea,sea,BrowBr00,def_int_yds,0,,,,,
player,201111130sea,sea,BrowBr00,def_int_td,0,,,,,
player,201111130sea,sea,BrowBr00,def_int_long,0,,,,,
player,201111130sea,sea,BrowBr00,pass_defended,3,,,,,
player,201111130sea,sea,BrowBr00,sacks,0.0,,,,,
player,201111130sea,sea,BrowBr00,tackles_combined,0,,,,,
player,201111130sea,sea,BrowBr00,tackles_solo,0,,,,,
player,201111130sea,sea,BrowBr00,tackles_assists,0,,,,,
player,201111130sea,sea,BrowBr00,tackles_loss,0,,,,,
player,201111130sea,sea,BrowBr00,qb_hits,0,,,,,
player,201111130sea,sea,BrowBr00,fumbles_rec,0,,,,,
player,201111130sea,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201111130sea,sea,BrowBr00,fumbles_forced,0,,,,,
player,201111130sea,sea,WrigK.00,def_int,0,,,,,
player,201111130sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201111130sea,sea,WrigK.00,def_int_td,0,,,,,
player,201111130sea,sea,WrigK.00,def_int_long,0,,,,,
player,201111130sea,sea,WrigK.00,pass_defended,1,,,,,
player,201111130sea,sea,WrigK.00,sacks,0.0,,,,,
player,201111130sea,sea,WrigK.00,tackles_combined,0,,,,,
player,201111130sea,sea,WrigK.00,tackles_solo,0,,,,,
player,201111130sea,sea,WrigK.00,tackles_assists,0,,,,,
player,201111130sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201111130sea,sea,WrigK.00,qb_hits,0,,,,,
player,201111130sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201111130sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201111130sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201111130sea,sea,CoxxKe20,def_int,,,,,,
player,201111130sea,sea,CoxxKe20,def_int_yds,,,,,,
player,201111130sea,sea,CoxxKe20,def_int_td,,,,,,
player,201111130sea,sea,CoxxKe20,def_int_long,,,,,,
player,201111130sea,sea,CoxxKe20,pass_defended,,,,,,
player,201111130sea,sea,CoxxKe20,sacks,0.0,,,,,
player,201111130sea,sea,CoxxKe20,tackles_combined,,,,,,
player,201111130sea,sea,CoxxKe20,tackles_solo,,,,,,
player,201111130sea,sea,CoxxKe20,tackles_assists,,,,,,
player,201111130sea,sea,CoxxKe20,tackles_loss,1,,,,,
player,201111130sea,sea,CoxxKe20,qb_hits,1,,,,,
player,201111130sea,sea,CoxxKe20,fumbles_rec,,,,,,
player,201111130sea,sea,CoxxKe20,fumbles_rec_yds,,,,,,
player,201111130sea,sea,CoxxKe20,fumbles_rec_td,,,,,,
player,201111130sea,sea,CoxxKe20,fumbles_forced,,,,,,
player,201111130sea,rav,WebbLa99,kick_ret,0,,,,,
player,201111130sea,rav,WebbLa99,kick_ret_yds,0,,,,,
player,201111130sea,rav,WebbLa99,kick_ret_yds_per_ret,,,,,,
player,201111130sea,rav,WebbLa99,kick_ret_td,0,,,,,
player,201111130sea,rav,WebbLa99,kick_ret_long,0,,,,,
player,201111130sea,rav,WebbLa99,punt_ret,4,,,,,
player,201111130sea,rav,WebbLa99,punt_ret_yds,30,,,,,
player,201111130sea,rav,WebbLa99,punt_ret_yds_per_ret,7.5,,,,,
player,201111130sea,rav,WebbLa99,punt_ret_td,0,,,,,
player,201111130sea,rav,WebbLa99,punt_ret_long,11,,,,,
player,201111130sea,rav,ReedDa00,kick_ret,3,,,,,
player,201111130sea,rav,ReedDa00,kick_ret_yds,65,,,,,
player,201111130sea,rav,ReedDa00,kick_ret_yds_per_ret,21.7,,,,,
player,201111130sea,rav,ReedDa00,kick_ret_td,0,,,,,
player,201111130sea,rav,ReedDa00,kick_ret_long,25,,,,,
player,201111130sea,rav,ReedDa00,punt_ret,0,,,,,
player,201111130sea,rav,ReedDa00,punt_ret_yds,0,,,,,
player,201111130sea,rav,ReedDa00,punt_ret_yds_per_ret,,,,,,
player,201111130sea,rav,ReedDa00,punt_ret_td,0,,,,,
player,201111130sea,rav,ReedDa00,punt_ret_long,0,,,,,
player,201111130sea,rav,CarrCh22,kick_ret,1,,,,,
player,201111130sea,rav,CarrCh22,kick_ret_yds,20,,,,,
player,201111130sea,rav,CarrCh22,kick_ret_yds_per_ret,20.0,,,,,
player,201111130sea,rav,CarrCh22,kick_ret_td,0,,,,,
player,201111130sea,rav,CarrCh22,kick_ret_long,20,,,,,
player,201111130sea,rav,CarrCh22,punt_ret,0,,,,,
player,201111130sea,rav,CarrCh22,punt_ret_yds,0,,,,,
player,201111130sea,rav,CarrCh22,punt_ret_yds_per_ret,,,,,,
player,201111130sea,rav,CarrCh22,punt_ret_td,0,,,,,
player,201111130sea,rav,CarrCh22,punt_ret_long,0,,,,,
player,201111130sea,rav,SmitTo02,kick_ret,1,,,,,
player,201111130sea,rav,SmitTo02,kick_ret_yds,24,,,,,
player,201111130sea,rav,SmitTo02,kick_ret_yds_per_ret,24.0,,,,,
player,201111130sea,rav,SmitTo02,kick_ret_td,0,,,,,
player,201111130sea,rav,SmitTo02,kick_ret_long,24,,,,,
player,201111130sea,rav,SmitTo02,punt_ret,0,,,,,
player,201111130sea,rav,SmitTo02,punt_ret_yds,0,,,,,
player,201111130sea,rav,SmitTo02,punt_ret_yds_per_ret,,,,,,
player,201111130sea,rav,SmitTo02,punt_ret_td,0,,,,,
player,201111130sea,rav,SmitTo02,punt_ret_long,0,,,,,
player,201111130sea,sea,WashLe00,kick_ret,3,,,,,
player,201111130sea,sea,WashLe00,kick_ret_yds,77,,,,,
player,201111130sea,sea,WashLe00,kick_ret_yds_per_ret,25.7,,,,,
player,201111130sea,sea,WashLe00,kick_ret_td,0,,,,,
player,201111130sea,sea,WashLe00,kick_ret_long,30,,,,,
player,201111130sea,sea,WashLe00,punt_ret,1,,,,,
player,201111130sea,sea,WashLe00,punt_ret_yds,12,,,,,
player,201111130sea,sea,WashLe00,punt_ret_yds_per_ret,12.0,,,,,
player,201111130sea,sea,WashLe00,punt_ret_td,0,,,,,
player,201111130sea,sea,WashLe00,punt_ret_long,12,,,,,
player,201111130sea,rav,cundibil01,xpm,2,,,,,
player,201111130sea,rav,cundibil01,xpa,2,,,,,
player,201111130sea,rav,cundibil01,fgm,1,,,,,
player,201111130sea,rav,cundibil01,fga,3,,,,,
player,201111130sea,rav,cundibil01,punt,0,,,,,
player,201111130sea,rav,cundibil01,punt_yds,0,,,,,
player,201111130sea,rav,cundibil01,punt_yds_per_punt,,,,,,
player,201111130sea,rav,cundibil01,punt_long,0,,,,,
player,201111130sea,rav,KochSa20,xpm,,,,,,
player,201111130sea,rav,KochSa20,xpa,,,,,,
player,201111130sea,rav,KochSa20,fgm,,,,,,
player,201111130sea,rav,KochSa20,fga,,,,,,
player,201111130sea,rav,KochSa20,punt,4,,,,,
player,201111130sea,rav,KochSa20,punt_yds,188,,,,,
player,201111130sea,rav,KochSa20,punt_yds_per_punt,47.0,,,,,
player,201111130sea,rav,KochSa20,punt_long,57,,,,,
player,201111130sea,sea,HausSt00,xpm,1,,,,,
player,201111130sea,sea,HausSt00,xpa,1,,,,,
player,201111130sea,sea,HausSt00,fgm,5,,,,,
player,201111130sea,sea,HausSt00,fga,5,,,,,
player,201111130sea,sea,HausSt00,punt,0,,,,,
player,201111130sea,sea,HausSt00,punt_yds,0,,,,,
player,201111130sea,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201111130sea,sea,HausSt00,punt_long,0,,,,,
player,201111130sea,sea,RyanJo21,xpm,,,,,,
player,201111130sea,sea,RyanJo21,xpa,,,,,,
player,201111130sea,sea,RyanJo21,fgm,,,,,,
player,201111130sea,sea,RyanJo21,fga,,,,,,
player,201111130sea,sea,RyanJo21,punt,5,,,,,
player,201111130sea,sea,RyanJo21,punt_yds,218,,,,,
player,201111130sea,sea,RyanJo21,punt_yds_per_punt,43.6,,,,,
player,201111130sea,sea,RyanJo21,punt_long,50,,,,,
