game,2011,9,20111106,201111060was,sfo,"San Francisco 49ers",19,was,"Washington Redskins",11
player,201111060was,sfo,GoreFr00,fumbles,0,,,,,
player,201111060was,sfo,GoreFr00,fumbles_lost,,,,,,
player,201111060was,sfo,HuntKe00,pass_cmp,0,,,,,
player,201111060was,sfo,HuntKe00,pass_att,0,,,,,
player,201111060was,sfo,HuntKe00,pass_yds,0,,,,,
player,201111060was,sfo,HuntKe00,pass_td,0,,,,,
player,201111060was,sfo,HuntKe00,pass_int,0,,,,,
player,201111060was,sfo,HuntKe00,pass_sacked,0,,,,,
player,201111060was,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201111060was,sfo,HuntKe00,pass_long,0,,,,,
player,201111060was,sfo,HuntKe00,pass_rating,,,,,,
player,201111060was,sfo,HuntKe00,rush_att,8,,,,,
player,201111060was,sfo,HuntKe00,rush_yds,25,,,,,
player,201111060was,sfo,HuntKe00,rush_td,0,,,,,
player,201111060was,sfo,HuntKe00,rush_long,8,,,,,
player,201111060was,sfo,HuntKe00,targets,0,,,,,
player,201111060was,sfo,HuntKe00,rec,0,,,,,
player,201111060was,sfo,HuntKe00,rec_yds,0,,,,,
player,201111060was,sfo,HuntKe00,rec_td,0,,,,,
player,201111060was,sfo,HuntKe00,rec_long,0,,,,,
player,201111060was,sfo,HuntKe00,fumbles,0,,,,,
player,201111060was,sfo,HuntKe00,fumbles_lost,,,,,,
player,201111060was,sfo,CrabMi00,pass_cmp,0,,,,,
player,201111060was,sfo,CrabMi00,pass_att,0,,,,,
player,201111060was,sfo,CrabMi00,pass_yds,0,,,,,
player,201111060was,sfo,CrabMi00,pass_td,0,,,,,
player,201111060was,sfo,CrabMi00,pass_int,0,,,,,
player,201111060was,sfo,CrabMi00,pass_sacked,0,,,,,
player,201111060was,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201111060was,sfo,CrabMi00,pass_long,0,,,,,
player,201111060was,sfo,CrabMi00,pass_rating,,,,,,
player,201111060was,sfo,CrabMi00,rush_att,0,,,,,
player,201111060was,sfo,CrabMi00,rush_yds,0,,,,,
player,201111060was,sfo,CrabMi00,rush_td,0,,,,,
player,201111060was,sfo,CrabMi00,rush_long,0,,,,,
player,201111060was,sfo,CrabMi00,targets,5,,,,,
player,201111060was,sfo,CrabMi00,rec,5,,,,,
player,201111060was,sfo,CrabMi00,rec_yds,51,,,,,
player,201111060was,sfo,CrabMi00,rec_td,0,,,,,
player,201111060was,sfo,CrabMi00,rec_long,21,,,,,
player,201111060was,sfo,CrabMi00,fumbles,0,,,,,
player,201111060was,sfo,CrabMi00,fumbles_lost,,,,,,
player,201111060was,sfo,DaviVe00,pass_cmp,0,,,,,
player,201111060was,sfo,DaviVe00,pass_att,0,,,,,
player,201111060was,sfo,DaviVe00,pass_yds,0,,,,,
player,201111060was,sfo,DaviVe00,pass_td,0,,,,,
player,201111060was,sfo,DaviVe00,pass_int,0,,,,,
player,201111060was,sfo,DaviVe00,pass_sacked,0,,,,,
player,201111060was,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201111060was,sfo,DaviVe00,pass_long,0,,,,,
player,201111060was,sfo,DaviVe00,pass_rating,,,,,,
player,201111060was,sfo,DaviVe00,rush_att,0,,,,,
player,201111060was,sfo,DaviVe00,rush_yds,0,,,,,
player,201111060was,sfo,DaviVe00,rush_td,0,,,,,
player,201111060was,sfo,DaviVe00,rush_long,0,,,,,
player,201111060was,sfo,DaviVe00,targets,7,,,,,
player,201111060was,sfo,DaviVe00,rec,4,,,,,
player,201111060was,sfo,DaviVe00,rec_yds,41,,,,,
player,201111060was,sfo,DaviVe00,rec_td,0,,,,,
player,201111060was,sfo,DaviVe00,rec_long,21,,,,,
player,201111060was,sfo,DaviVe00,fumbles,1,,,,,
player,201111060was,sfo,DaviVe00,fumbles_lost,1,,,,,
player,201111060was,sfo,MillBr02,pass_cmp,0,,,,,
player,201111060was,sfo,MillBr02,pass_att,0,,,,,
player,201111060was,sfo,MillBr02,pass_yds,0,,,,,
player,201111060was,sfo,MillBr02,pass_td,0,,,,,
player,201111060was,sfo,MillBr02,pass_int,0,,,,,
player,201111060was,sfo,MillBr02,pass_sacked,0,,,,,
player,201111060was,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201111060was,sfo,MillBr02,pass_long,0,,,,,
player,201111060was,sfo,MillBr02,pass_rating,,,,,,
player,201111060was,sfo,MillBr02,rush_att,0,,,,,
player,201111060was,sfo,MillBr02,rush_yds,0,,,,,
player,201111060was,sfo,MillBr02,rush_td,0,,,,,
player,201111060was,sfo,MillBr02,rush_long,0,,,,,
player,201111060was,sfo,MillBr02,targets,1,,,,,
player,201111060was,sfo,MillBr02,rec,1,,,,,
player,201111060was,sfo,MillBr02,rec_yds,30,,,,,
player,201111060was,sfo,MillBr02,rec_td,1,,,,,
player,201111060was,sfo,MillBr02,rec_long,30,,,,,
player,201111060was,sfo,MillBr02,fumbles,0,,,,,
player,201111060was,sfo,MillBr02,fumbles_lost,,,,,,
player,201111060was,sfo,EdwaBr00,pass_cmp,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_att,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_yds,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_td,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_int,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_sacked,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_sacked_yds,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_long,0,,,,,
player,201111060was,sfo,EdwaBr00,pass_rating,,,,,,
player,201111060was,sfo,EdwaBr00,rush_att,0,,,,,
player,201111060was,sfo,EdwaBr00,rush_yds,0,,,,,
player,201111060was,sfo,EdwaBr00,rush_td,0,,,,,
player,201111060was,sfo,EdwaBr00,rush_long,0,,,,,
player,201111060was,sfo,EdwaBr00,targets,3,,,,,
player,201111060was,sfo,EdwaBr00,rec,2,,,,,
player,201111060was,sfo,EdwaBr00,rec_yds,30,,,,,
player,201111060was,sfo,EdwaBr00,rec_td,0,,,,,
player,201111060was,sfo,EdwaBr00,rec_long,24,,,,,
player,201111060was,sfo,EdwaBr00,fumbles,0,,,,,
player,201111060was,sfo,EdwaBr00,fumbles_lost,,,,,,
player,201111060was,sfo,GinnTe00,pass_cmp,0,,,,,
player,201111060was,sfo,GinnTe00,pass_att,0,,,,,
player,201111060was,sfo,GinnTe00,pass_yds,0,,,,,
player,201111060was,sfo,GinnTe00,pass_td,0,,,,,
player,201111060was,sfo,GinnTe00,pass_int,0,,,,,
player,201111060was,sfo,GinnTe00,pass_sacked,0,,,,,
player,201111060was,sfo,GinnTe00,pass_sacked_yds,0,,,,,
player,201111060was,sfo,GinnTe00,pass_long,0,,,,,
player,201111060was,sfo,GinnTe00,pass_rating,,,,,,
player,201111060was,sfo,GinnTe00,rush_att,0,,,,,
player,201111060was,sfo,GinnTe00,rush_yds,0,,,,,
player,201111060was,sfo,GinnTe00,rush_td,0,,,,,
player,201111060was,sfo,GinnTe00,rush_long,0,,,,,
player,201111060was,sfo,GinnTe00,targets,1,,,,,
player,201111060was,sfo,GinnTe00,rec,1,,,,,
player,201111060was,sfo,GinnTe00,rec_yds,14,,,,,
player,201111060was,sfo,GinnTe00,rec_td,0,,,,,
player,201111060was,sfo,GinnTe00,rec_long,14,,,,,
player,201111060was,sfo,GinnTe00,fumbles,0,,,,,
player,201111060was,sfo,GinnTe00,fumbles_lost,,,,,,
player,201111060was,sfo,WillKy01,pass_cmp,0,,,,,
player,201111060was,sfo,WillKy01,pass_att,0,,,,,
player,201111060was,sfo,WillKy01,pass_yds,0,,,,,
player,201111060was,sfo,WillKy01,pass_td,0,,,,,
player,201111060was,sfo,WillKy01,pass_int,0,,,,,
player,201111060was,sfo,WillKy01,pass_sacked,0,,,,,
player,201111060was,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201111060was,sfo,WillKy01,pass_long,0,,,,,
player,201111060was,sfo,WillKy01,pass_rating,,,,,,
player,201111060was,sfo,WillKy01,rush_att,0,,,,,
player,201111060was,sfo,WillKy01,rush_yds,0,,,,,
player,201111060was,sfo,WillKy01,rush_td,0,,,,,
player,201111060was,sfo,WillKy01,rush_long,0,,,,,
player,201111060was,sfo,WillKy01,targets,2,,,,,
player,201111060was,sfo,WillKy01,rec,1,,,,,
player,201111060was,sfo,WillKy01,rec_yds,12,,,,,
player,201111060was,sfo,WillKy01,rec_td,0,,,,,
player,201111060was,sfo,WillKy01,rec_long,12,,,,,
player,201111060was,sfo,WillKy01,fumbles,0,,,,,
player,201111060was,sfo,WillKy01,fumbles_lost,,,,,,
player,201111060was,sfo,WalkHu00,pass_cmp,0,,,,,
player,201111060was,sfo,WalkHu00,pass_att,0,,,,,
player,201111060was,sfo,WalkHu00,pass_yds,0,,,,,
player,201111060was,sfo,WalkHu00,pass_td,0,,,,,
player,201111060was,sfo,WalkHu00,pass_int,0,,,,,
player,201111060was,sfo,WalkHu00,pass_sacked,0,,,,,
player,201111060was,sfo,WalkHu00,pass_sacked_yds,0,,,,,
player,201111060was,sfo,WalkHu00,pass_long,0,,,,,
player,201111060was,sfo,WalkHu00,pass_rating,,,,,,
player,201111060was,sfo,WalkHu00,rush_att,1,,,,,
player,201111060was,sfo,WalkHu00,rush_yds,-3,,,,,
player,201111060was,sfo,WalkHu00,rush_td,0,,,,,
player,201111060was,sfo,WalkHu00,rush_long,-3,,,,,
player,201111060was,sfo,WalkHu00,targets,2,,,,,
player,201111060was,sfo,WalkHu00,rec,2,,,,,
player,201111060was,sfo,WalkHu00,rec_yds,15,,,,,
player,201111060was,sfo,WalkHu00,rec_td,0,,,,,
player,201111060was,sfo,WalkHu00,rec_long,10,,,,,
player,201111060was,sfo,WalkHu00,fumbles,0,,,,,
player,201111060was,sfo,WalkHu00,fumbles_lost,,,,,,
player,201111060was,was,BeckJo00,pass_cmp,30,,,,,
player,201111060was,was,BeckJo00,pass_att,47,,,,,
player,201111060was,was,BeckJo00,pass_yds,254,,,,,
player,201111060was,was,BeckJo00,pass_td,1,,,,,
player,201111060was,was,BeckJo00,pass_int,1,,,,,
player,201111060was,was,BeckJo00,pass_sacked,2,,,,,
player,201111060was,was,BeckJo00,pass_sacked_yds,3,,,,,
player,201111060was,was,BeckJo00,pass_long,17,,,,,
player,201111060was,was,BeckJo00,pass_rating,76.0,,,,,
player,201111060was,was,BeckJo00,rush_att,3,,,,,
player,201111060was,was,BeckJo00,rush_yds,9,,,,,
player,201111060was,was,BeckJo00,rush_td,0,,,,,
player,201111060was,was,BeckJo00,rush_long,4,,,,,
player,201111060was,was,BeckJo00,targets,0,,,,,
player,201111060was,was,BeckJo00,rec,0,,,,,
player,201111060was,was,BeckJo00,rec_yds,0,,,,,
player,201111060was,was,BeckJo00,rec_td,0,,,,,
player,201111060was,was,BeckJo00,rec_long,0,,,,,
player,201111060was,was,BeckJo00,fumbles,0,,,,,
player,201111060was,was,BeckJo00,fumbles_lost,,,,,,
player,201111060was,was,HeluRo00,pass_cmp,0,,,,,
player,201111060was,was,HeluRo00,pass_att,0,,,,,
player,201111060was,was,HeluRo00,pass_yds,0,,,,,
player,201111060was,was,HeluRo00,pass_td,0,,,,,
player,201111060was,was,HeluRo00,pass_int,0,,,,,
player,201111060was,was,HeluRo00,pass_sacked,0,,,,,
player,201111060was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201111060was,was,HeluRo00,pass_long,0,,,,,
player,201111060was,was,HeluRo00,pass_rating,,,,,,
player,201111060was,was,HeluRo00,rush_att,10,,,,,
player,201111060was,was,HeluRo00,rush_yds,41,,,,,
player,201111060was,was,HeluRo00,rush_td,0,,,,,
player,201111060was,was,HeluRo00,rush_long,16,,,,,
player,201111060was,was,HeluRo00,targets,16,,,,,
player,201111060was,was,HeluRo00,rec,14,,,,,
player,201111060was,was,HeluRo00,rec_yds,105,,,,,
player,201111060was,was,HeluRo00,rec_td,0,,,,,
player,201111060was,was,HeluRo00,rec_long,17,,,,,
player,201111060was,was,HeluRo00,fumbles,1,,,,,
player,201111060was,was,HeluRo00,fumbles_lost,1,,,,,
player,201111060was,was,ToraRy00,pass_cmp,0,,,,,
player,201111060was,was,ToraRy00,pass_att,0,,,,,
player,201111060was,was,ToraRy00,pass_yds,0,,,,,
player,201111060was,was,ToraRy00,pass_td,0,,,,,
player,201111060was,was,ToraRy00,pass_int,0,,,,,
player,201111060was,was,ToraRy00,pass_sacked,0,,,,,
player,201111060was,was,ToraRy00,pass_sacked_yds,0,,,,,
player,201111060was,was,ToraRy00,pass_long,0,,,,,
player,201111060was,was,ToraRy00,pass_rating,,,,,,
player,201111060was,was,ToraRy00,rush_att,1,,,,,
player,201111060was,was,ToraRy00,rush_yds,2,,,,,
player,201111060was,was,ToraRy00,rush_td,0,,,,,
player,201111060was,was,ToraRy00,rush_long,2,,,,,
player,201111060was,was,ToraRy00,targets,1,,,,,
player,201111060was,was,ToraRy00,rec,1,,,,,
player,201111060was,was,ToraRy00,rec_yds,7,,,,,
player,201111060was,was,ToraRy00,rec_td,0,,,,,
player,201111060was,was,ToraRy00,rec_long,7,,,,,
player,201111060was,was,ToraRy00,fumbles,0,,,,,
player,201111060was,was,ToraRy00,fumbles_lost,,,,,,
player,201111060was,was,DaviFr01,pass_cmp,0,,,,,
player,201111060was,was,DaviFr01,pass_att,0,,,,,
player,201111060was,was,DaviFr01,pass_yds,0,,,,,
player,201111060was,was,DaviFr01,pass_td,0,,,,,
player,201111060was,was,DaviFr01,pass_int,0,,,,,
player,201111060was,was,DaviFr01,pass_sacked,0,,,,,
player,201111060was,was,DaviFr01,pass_sacked_yds,0,,,,,
player,201111060was,was,DaviFr01,pass_long,0,,,,,
player,201111060was,was,DaviFr01,pass_rating,,,,,,
player,201111060was,was,DaviFr01,rush_att,0,,,,,
player,201111060was,was,DaviFr01,rush_yds,0,,,,,
player,201111060was,was,DaviFr01,rush_td,0,,,,,
player,201111060was,was,DaviFr01,rush_long,0,,,,,
player,201111060was,was,DaviFr01,targets,7,,,,,
player,201111060was,was,DaviFr01,rec,4,,,,,
player,201111060was,was,DaviFr01,rec_yds,42,,,,,
player,201111060was,was,DaviFr01,rec_td,0,,,,,
player,201111060was,was,DaviFr01,rec_long,16,,,,,
player,201111060was,was,DaviFr01,fumbles,0,,,,,
player,201111060was,was,DaviFr01,fumbles_lost,,,,,,
player,201111060was,was,GaffJa00,pass_cmp,0,,,,,
player,201111060was,was,GaffJa00,pass_att,0,,,,,
player,201111060was,was,GaffJa00,pass_yds,0,,,,,
player,201111060was,was,GaffJa00,pass_td,0,,,,,
player,201111060was,was,GaffJa00,pass_int,0,,,,,
player,201111060was,was,GaffJa00,pass_sacked,0,,,,,
player,201111060was,was,GaffJa00,pass_sacked_yds,0,,,,,
player,201111060was,was,GaffJa00,pass_long,0,,,,,
player,201111060was,was,GaffJa00,pass_rating,,,,,,
player,201111060was,was,GaffJa00,rush_att,0,,,,,
player,201111060was,was,GaffJa00,rush_yds,0,,,,,
player,201111060was,was,GaffJa00,rush_td,0,,,,,
player,201111060was,was,GaffJa00,rush_long,0,,,,,
player,201111060was,was,GaffJa00,targets,5,,,,,
player,201111060was,was,GaffJa00,rec,4,,,,,
player,201111060was,was,GaffJa00,rec_yds,40,,,,,
player,201111060was,was,GaffJa00,rec_td,1,,,,,
player,201111060was,was,GaffJa00,rec_long,13,,,,,
player,201111060was,was,GaffJa00,fumbles,0,,,,,
player,201111060was,was,GaffJa00,fumbles_lost,,,,,,
player,201111060was,was,HankLe00,pass_cmp,0,,,,,
player,201111060was,was,HankLe00,pass_att,0,,,,,
player,201111060was,was,HankLe00,pass_yds,0,,,,,
player,201111060was,was,HankLe00,pass_td,0,,,,,
player,201111060was,was,HankLe00,pass_int,0,,,,,
player,201111060was,was,HankLe00,pass_sacked,0,,,,,
player,201111060was,was,HankLe00,pass_sacked_yds,0,,,,,
player,201111060was,was,HankLe00,pass_long,0,,,,,
player,201111060was,was,HankLe00,pass_rating,,,,,,
player,201111060was,was,HankLe00,rush_att,0,,,,,
player,201111060was,was,HankLe00,rush_yds,0,,,,,
player,201111060was,was,HankLe00,rush_td,0,,,,,
player,201111060was,was,HankLe00,rush_long,0,,,,,
player,201111060was,was,HankLe00,targets,6,,,,,
player,201111060was,was,HankLe00,rec,4,,,,,
player,201111060was,was,HankLe00,rec_yds,34,,,,,
player,201111060was,was,HankLe00,rec_td,0,,,,,
player,201111060was,was,HankLe00,rec_long,12,,,,,
player,201111060was,was,HankLe00,fumbles,0,,,,,
player,201111060was,was,HankLe00,fumbles_lost,,,,,,
player,201111060was,was,AustTe00,pass_cmp,0,,,,,
player,201111060was,was,AustTe00,pass_att,0,,,,,
player,201111060was,was,AustTe00,pass_yds,0,,,,,
player,201111060was,was,AustTe00,pass_td,0,,,,,
player,201111060was,was,AustTe00,pass_int,0,,,,,
player,201111060was,was,AustTe00,pass_sacked,0,,,,,
player,201111060was,was,AustTe00,pass_sacked_yds,0,,,,,
player,201111060was,was,AustTe00,pass_long,0,,,,,
player,201111060was,was,AustTe00,pass_rating,,,,,,
player,201111060was,was,AustTe00,rush_att,0,,,,,
player,201111060was,was,AustTe00,rush_yds,0,,,,,
player,201111060was,was,AustTe00,rush_td,0,,,,,
player,201111060was,was,AustTe00,rush_long,0,,,,,
player,201111060was,was,AustTe00,targets,5,,,,,
player,201111060was,was,AustTe00,rec,2,,,,,
player,201111060was,was,AustTe00,rec_yds,14,,,,,
player,201111060was,was,AustTe00,rec_td,0,,,,,
player,201111060was,was,AustTe00,rec_long,10,,,,,
player,201111060was,was,AustTe00,fumbles,1,,,,,
player,201111060was,was,AustTe00,fumbles_lost,1,,,,,
player,201111060was,was,YounDa01,pass_cmp,0,,,,,
player,201111060was,was,YounDa01,pass_att,0,,,,,
player,201111060was,was,YounDa01,pass_yds,0,,,,,
player,201111060was,was,YounDa01,pass_td,0,,,,,
player,201111060was,was,YounDa01,pass_int,0,,,,,
player,201111060was,was,YounDa01,pass_sacked,0,,,,,
player,201111060was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201111060was,was,YounDa01,pass_long,0,,,,,
player,201111060was,was,YounDa01,pass_rating,,,,,,
player,201111060was,was,YounDa01,rush_att,0,,,,,
player,201111060was,was,YounDa01,rush_yds,0,,,,,
player,201111060was,was,YounDa01,rush_td,0,,,,,
player,201111060was,was,YounDa01,rush_long,0,,,,,
player,201111060was,was,YounDa01,targets,2,,,,,
player,201111060was,was,YounDa01,rec,1,,,,,
player,201111060was,was,YounDa01,rec_yds,12,,,,,
player,201111060was,was,YounDa01,rec_td,0,,,,,
player,201111060was,was,YounDa01,rec_long,12,,,,,
player,201111060was,was,YounDa01,fumbles,0,,,,,
player,201111060was,was,YounDa01,fumbles_lost,,,,,,
player,201111060was,was,PaulNi00,pass_cmp,0,,,,,
player,201111060was,was,PaulNi00,pass_att,0,,,,,
player,201111060was,was,PaulNi00,pass_yds,0,,,,,
player,201111060was,was,PaulNi00,pass_td,0,,,,,
player,201111060was,was,PaulNi00,pass_int,0,,,,,
player,201111060was,was,PaulNi00,pass_sacked,0,,,,,
player,201111060was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201111060was,was,PaulNi00,pass_long,0,,,,,
player,201111060was,was,PaulNi00,pass_rating,,,,,,
player,201111060was,was,PaulNi00,rush_att,0,,,,,
player,201111060was,was,PaulNi00,rush_yds,0,,,,,
player,201111060was,was,PaulNi00,rush_td,0,,,,,
player,201111060was,was,PaulNi00,rush_long,0,,,,,
player,201111060was,was,PaulNi00,targets,1,,,,,
player,201111060was,was,PaulNi00,rec,0,,,,,
player,201111060was,was,PaulNi00,rec_yds,0,,,,,
player,201111060was,was,PaulNi00,rec_td,0,,,,,
player,201111060was,was,PaulNi00,rec_long,0,,,,,
player,201111060was,was,PaulNi00,fumbles,0,,,,,
player,201111060was,was,PaulNi00,fumbles_lost,,,,,,
player,201111060was,was,PaulLo00,pass_cmp,0,,,,,
player,201111060was,was,PaulLo00,pass_att,0,,,,,
player,201111060was,was,PaulLo00,pass_yds,0,,,,,
player,201111060was,was,PaulLo00,pass_td,0,,,,,
player,201111060was,was,PaulLo00,pass_int,0,,,,,
player,201111060was,was,PaulLo00,pass_sacked,0,,,,,
player,201111060was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201111060was,was,PaulLo00,pass_long,0,,,,,
player,201111060was,was,PaulLo00,pass_rating,,,,,,
player,201111060was,was,PaulLo00,rush_att,0,,,,,
player,201111060was,was,PaulLo00,rush_yds,0,,,,,
player,201111060was,was,PaulLo00,rush_td,0,,,,,
player,201111060was,was,PaulLo00,rush_long,0,,,,,
player,201111060was,was,PaulLo00,targets,2,,,,,
player,201111060was,was,PaulLo00,rec,0,,,,,
player,201111060was,was,PaulLo00,rec_yds,0,,,,,
player,201111060was,was,PaulLo00,rec_td,0,,,,,
player,201111060was,was,PaulLo00,rec_long,0,,,,,
player,201111060was,was,PaulLo00,fumbles,0,,,,,
player,201111060was,was,PaulLo00,fumbles_lost,,,,,,
player,201111060was,was,ArmsAn00,pass_cmp,0,,,,,
player,201111060was,was,ArmsAn00,pass_att,0,,,,,
player,201111060was,was,ArmsAn00,pass_yds,0,,,,,
player,201111060was,was,ArmsAn00,pass_td,0,,,,,
player,201111060was,was,ArmsAn00,pass_int,0,,,,,
player,201111060was,was,ArmsAn00,pass_sacked,0,,,,,
player,201111060was,was,ArmsAn00,pass_sacked_yds,0,,,,,
player,201111060was,was,ArmsAn00,pass_long,0,,,,,
player,201111060was,was,ArmsAn00,pass_rating,,,,,,
player,201111060was,was,ArmsAn00,rush_att,0,,,,,
player,201111060was,was,ArmsAn00,rush_yds,0,,,,,
player,201111060was,was,ArmsAn00,rush_td,0,,,,,
player,201111060was,was,ArmsAn00,rush_long,0,,,,,
player,201111060was,was,ArmsAn00,targets,1,,,,,
player,201111060was,was,ArmsAn00,rec,0,,,,,
player,201111060was,was,ArmsAn00,rec_yds,0,,,,,
player,201111060was,was,ArmsAn00,rec_td,0,,,,,
player,201111060was,was,ArmsAn00,rec_long,0,,,,,
player,201111060was,was,ArmsAn00,fumbles,0,,,,,
player,201111060was,was,ArmsAn00,fumbles_lost,,,,,,
player,201111060was,sfo,GoldDa99,def_int,1,,,,,
player,201111060was,sfo,GoldDa99,def_int_yds,0,,,,,
player,201111060was,sfo,GoldDa99,def_int_td,0,,,,,
player,201111060was,sfo,GoldDa99,def_int_long,0,,,,,
player,201111060was,sfo,GoldDa99,pass_defended,1,,,,,
player,201111060was,sfo,GoldDa99,sacks,0.0,,,,,
player,201111060was,sfo,GoldDa99,tackles_combined,6,,,,,
player,201111060was,sfo,GoldDa99,tackles_solo,5,,,,,
player,201111060was,sfo,GoldDa99,tackles_assists,1,,,,,
player,201111060was,sfo,GoldDa99,tackles_loss,0,,,,,
player,201111060was,sfo,GoldDa99,qb_hits,1,,,,,
player,201111060was,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201111060was,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201111060was,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201111060was,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201111060was,sfo,BrooAh21,def_int,0,,,,,
player,201111060was,sfo,BrooAh21,def_int_yds,0,,,,,
player,201111060was,sfo,BrooAh21,def_int_td,0,,,,,
player,201111060was,sfo,BrooAh21,def_int_long,0,,,,,
player,201111060was,sfo,BrooAh21,pass_defended,0,,,,,
player,201111060was,sfo,BrooAh21,sacks,1.0,,,,,
player,201111060was,sfo,BrooAh21,tackles_combined,4,,,,,
player,201111060was,sfo,BrooAh21,tackles_solo,2,,,,,
player,201111060was,sfo,BrooAh21,tackles_assists,2,,,,,
player,201111060was,sfo,BrooAh21,tackles_loss,1,,,,,
player,201111060was,sfo,BrooAh21,qb_hits,1,,,,,
player,201111060was,sfo,BrooAh21,fumbles_rec,0,,,,,
