game,2011,10,20111113,201111130clt,jax,"Jacksonville Jaguars",17,clt,"Indianapolis Colts",3
player,201111130clt,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201111130clt,jax,LandDa21,fumbles_forced,0,,,,,
player,201111130clt,jax,CollNa20,def_int,0,,,,,
player,201111130clt,jax,CollNa20,def_int_yds,0,,,,,
player,201111130clt,jax,CollNa20,def_int_td,0,,,,,
player,201111130clt,jax,CollNa20,def_int_long,0,,,,,
player,201111130clt,jax,CollNa20,pass_defended,0,,,,,
player,201111130clt,jax,CollNa20,sacks,0.5,,,,,
player,201111130clt,jax,CollNa20,tackles_combined,2,,,,,
player,201111130clt,jax,CollNa20,tackles_solo,0,,,,,
player,201111130clt,jax,CollNa20,tackles_assists,2,,,,,
player,201111130clt,jax,CollNa20,tackles_loss,0,,,,,
player,201111130clt,jax,CollNa20,qb_hits,1,,,,,
player,201111130clt,jax,CollNa20,fumbles_rec,0,,,,,
player,201111130clt,jax,CollNa20,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,CollNa20,fumbles_rec_td,0,,,,,
player,201111130clt,jax,CollNa20,fumbles_forced,0,,,,,
player,201111130clt,jax,ChicJo00,def_int,0,,,,,
player,201111130clt,jax,ChicJo00,def_int_yds,0,,,,,
player,201111130clt,jax,ChicJo00,def_int_td,0,,,,,
player,201111130clt,jax,ChicJo00,def_int_long,0,,,,,
player,201111130clt,jax,ChicJo00,pass_defended,0,,,,,
player,201111130clt,jax,ChicJo00,sacks,0.5,,,,,
player,201111130clt,jax,ChicJo00,tackles_combined,1,,,,,
player,201111130clt,jax,ChicJo00,tackles_solo,0,,,,,
player,201111130clt,jax,ChicJo00,tackles_assists,1,,,,,
player,201111130clt,jax,ChicJo00,tackles_loss,0,,,,,
player,201111130clt,jax,ChicJo00,qb_hits,1,,,,,
player,201111130clt,jax,ChicJo00,fumbles_rec,0,,,,,
player,201111130clt,jax,ChicJo00,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,ChicJo00,fumbles_rec_td,0,,,,,
player,201111130clt,jax,ChicJo00,fumbles_forced,0,,,,,
player,201111130clt,jax,CoxxDe99,def_int,0,,,,,
player,201111130clt,jax,CoxxDe99,def_int_yds,0,,,,,
player,201111130clt,jax,CoxxDe99,def_int_td,0,,,,,
player,201111130clt,jax,CoxxDe99,def_int_long,0,,,,,
player,201111130clt,jax,CoxxDe99,pass_defended,1,,,,,
player,201111130clt,jax,CoxxDe99,sacks,0.0,,,,,
player,201111130clt,jax,CoxxDe99,tackles_combined,7,,,,,
player,201111130clt,jax,CoxxDe99,tackles_solo,5,,,,,
player,201111130clt,jax,CoxxDe99,tackles_assists,2,,,,,
player,201111130clt,jax,CoxxDe99,tackles_loss,0,,,,,
player,201111130clt,jax,CoxxDe99,qb_hits,0,,,,,
player,201111130clt,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201111130clt,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201111130clt,jax,RothMa20,def_int,0,,,,,
player,201111130clt,jax,RothMa20,def_int_yds,0,,,,,
player,201111130clt,jax,RothMa20,def_int_td,0,,,,,
player,201111130clt,jax,RothMa20,def_int_long,0,,,,,
player,201111130clt,jax,RothMa20,pass_defended,0,,,,,
player,201111130clt,jax,RothMa20,sacks,0.0,,,,,
player,201111130clt,jax,RothMa20,tackles_combined,6,,,,,
player,201111130clt,jax,RothMa20,tackles_solo,4,,,,,
player,201111130clt,jax,RothMa20,tackles_assists,2,,,,,
player,201111130clt,jax,RothMa20,tackles_loss,2,,,,,
player,201111130clt,jax,RothMa20,qb_hits,0,,,,,
player,201111130clt,jax,RothMa20,fumbles_rec,0,,,,,
player,201111130clt,jax,RothMa20,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,RothMa20,fumbles_rec_td,0,,,,,
player,201111130clt,jax,RothMa20,fumbles_forced,0,,,,,
player,201111130clt,jax,MiddWi98,def_int,0,,,,,
player,201111130clt,jax,MiddWi98,def_int_yds,0,,,,,
player,201111130clt,jax,MiddWi98,def_int_td,0,,,,,
player,201111130clt,jax,MiddWi98,def_int_long,0,,,,,
player,201111130clt,jax,MiddWi98,pass_defended,0,,,,,
player,201111130clt,jax,MiddWi98,sacks,0.0,,,,,
player,201111130clt,jax,MiddWi98,tackles_combined,5,,,,,
player,201111130clt,jax,MiddWi98,tackles_solo,5,,,,,
player,201111130clt,jax,MiddWi98,tackles_assists,0,,,,,
player,201111130clt,jax,MiddWi98,tackles_loss,0,,,,,
player,201111130clt,jax,MiddWi98,qb_hits,0,,,,,
player,201111130clt,jax,MiddWi98,fumbles_rec,0,,,,,
player,201111130clt,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201111130clt,jax,MiddWi98,fumbles_forced,0,,,,,
player,201111130clt,jax,AluaTy99,def_int,0,,,,,
player,201111130clt,jax,AluaTy99,def_int_yds,0,,,,,
player,201111130clt,jax,AluaTy99,def_int_td,0,,,,,
player,201111130clt,jax,AluaTy99,def_int_long,0,,,,,
player,201111130clt,jax,AluaTy99,pass_defended,0,,,,,
player,201111130clt,jax,AluaTy99,sacks,0.0,,,,,
player,201111130clt,jax,AluaTy99,tackles_combined,3,,,,,
player,201111130clt,jax,AluaTy99,tackles_solo,0,,,,,
player,201111130clt,jax,AluaTy99,tackles_assists,3,,,,,
player,201111130clt,jax,AluaTy99,tackles_loss,0,,,,,
player,201111130clt,jax,AluaTy99,qb_hits,0,,,,,
player,201111130clt,jax,AluaTy99,fumbles_rec,1,,,,,
player,201111130clt,jax,AluaTy99,fumbles_rec_yds,7,,,,,
player,201111130clt,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,AluaTy99,fumbles_forced,0,,,,,
player,201111130clt,jax,LoweDw99,def_int,0,,,,,
player,201111130clt,jax,LoweDw99,def_int_yds,0,,,,,
player,201111130clt,jax,LoweDw99,def_int_td,0,,,,,
player,201111130clt,jax,LoweDw99,def_int_long,0,,,,,
player,201111130clt,jax,LoweDw99,pass_defended,1,,,,,
player,201111130clt,jax,LoweDw99,sacks,0.0,,,,,
player,201111130clt,jax,LoweDw99,tackles_combined,3,,,,,
player,201111130clt,jax,LoweDw99,tackles_solo,1,,,,,
player,201111130clt,jax,LoweDw99,tackles_assists,2,,,,,
player,201111130clt,jax,LoweDw99,tackles_loss,0,,,,,
player,201111130clt,jax,LoweDw99,qb_hits,0,,,,,
player,201111130clt,jax,LoweDw99,fumbles_rec,0,,,,,
player,201111130clt,jax,LoweDw99,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,LoweDw99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,LoweDw99,fumbles_forced,0,,,,,
player,201111130clt,jax,DouzLe00,def_int,0,,,,,
player,201111130clt,jax,DouzLe00,def_int_yds,0,,,,,
player,201111130clt,jax,DouzLe00,def_int_td,0,,,,,
player,201111130clt,jax,DouzLe00,def_int_long,0,,,,,
player,201111130clt,jax,DouzLe00,pass_defended,0,,,,,
player,201111130clt,jax,DouzLe00,sacks,0.0,,,,,
player,201111130clt,jax,DouzLe00,tackles_combined,2,,,,,
player,201111130clt,jax,DouzLe00,tackles_solo,1,,,,,
player,201111130clt,jax,DouzLe00,tackles_assists,1,,,,,
player,201111130clt,jax,DouzLe00,tackles_loss,0,,,,,
player,201111130clt,jax,DouzLe00,qb_hits,0,,,,,
player,201111130clt,jax,DouzLe00,fumbles_rec,0,,,,,
player,201111130clt,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201111130clt,jax,DouzLe00,fumbles_forced,0,,,,,
player,201111130clt,jax,BoswKy00,def_int,0,,,,,
player,201111130clt,jax,BoswKy00,def_int_yds,0,,,,,
player,201111130clt,jax,BoswKy00,def_int_td,0,,,,,
player,201111130clt,jax,BoswKy00,def_int_long,0,,,,,
player,201111130clt,jax,BoswKy00,pass_defended,0,,,,,
player,201111130clt,jax,BoswKy00,sacks,0.0,,,,,
player,201111130clt,jax,BoswKy00,tackles_combined,1,,,,,
player,201111130clt,jax,BoswKy00,tackles_solo,0,,,,,
player,201111130clt,jax,BoswKy00,tackles_assists,1,,,,,
player,201111130clt,jax,BoswKy00,tackles_loss,0,,,,,
player,201111130clt,jax,BoswKy00,qb_hits,0,,,,,
player,201111130clt,jax,BoswKy00,fumbles_rec,0,,,,,
player,201111130clt,jax,BoswKy00,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,BoswKy00,fumbles_rec_td,0,,,,,
player,201111130clt,jax,BoswKy00,fumbles_forced,0,,,,,
player,201111130clt,jax,CainJe20,def_int,0,,,,,
player,201111130clt,jax,CainJe20,def_int_yds,0,,,,,
player,201111130clt,jax,CainJe20,def_int_td,0,,,,,
player,201111130clt,jax,CainJe20,def_int_long,0,,,,,
player,201111130clt,jax,CainJe20,pass_defended,0,,,,,
player,201111130clt,jax,CainJe20,sacks,0.0,,,,,
player,201111130clt,jax,CainJe20,tackles_combined,1,,,,,
player,201111130clt,jax,CainJe20,tackles_solo,1,,,,,
player,201111130clt,jax,CainJe20,tackles_assists,0,,,,,
player,201111130clt,jax,CainJe20,tackles_loss,0,,,,,
player,201111130clt,jax,CainJe20,qb_hits,0,,,,,
player,201111130clt,jax,CainJe20,fumbles_rec,0,,,,,
player,201111130clt,jax,CainJe20,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,CainJe20,fumbles_rec_td,0,,,,,
player,201111130clt,jax,CainJe20,fumbles_forced,0,,,,,
player,201111130clt,jax,MathRa99,def_int,0,,,,,
player,201111130clt,jax,MathRa99,def_int_yds,0,,,,,
player,201111130clt,jax,MathRa99,def_int_td,0,,,,,
player,201111130clt,jax,MathRa99,def_int_long,0,,,,,
player,201111130clt,jax,MathRa99,pass_defended,0,,,,,
player,201111130clt,jax,MathRa99,sacks,0.0,,,,,
player,201111130clt,jax,MathRa99,tackles_combined,1,,,,,
player,201111130clt,jax,MathRa99,tackles_solo,1,,,,,
player,201111130clt,jax,MathRa99,tackles_assists,0,,,,,
player,201111130clt,jax,MathRa99,tackles_loss,1,,,,,
player,201111130clt,jax,MathRa99,qb_hits,0,,,,,
player,201111130clt,jax,MathRa99,fumbles_rec,0,,,,,
player,201111130clt,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,MathRa99,fumbles_forced,0,,,,,
player,201111130clt,jax,MoslC.20,def_int,0,,,,,
player,201111130clt,jax,MoslC.20,def_int_yds,0,,,,,
player,201111130clt,jax,MoslC.20,def_int_td,0,,,,,
player,201111130clt,jax,MoslC.20,def_int_long,0,,,,,
player,201111130clt,jax,MoslC.20,pass_defended,0,,,,,
player,201111130clt,jax,MoslC.20,sacks,0.0,,,,,
player,201111130clt,jax,MoslC.20,tackles_combined,1,,,,,
player,201111130clt,jax,MoslC.20,tackles_solo,1,,,,,
player,201111130clt,jax,MoslC.20,tackles_assists,0,,,,,
player,201111130clt,jax,MoslC.20,tackles_loss,0,,,,,
player,201111130clt,jax,MoslC.20,qb_hits,0,,,,,
player,201111130clt,jax,MoslC.20,fumbles_rec,0,,,,,
player,201111130clt,jax,MoslC.20,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,MoslC.20,fumbles_rec_td,0,,,,,
player,201111130clt,jax,MoslC.20,fumbles_forced,0,,,,,
player,201111130clt,jax,OsgoKa00,def_int,0,,,,,
player,201111130clt,jax,OsgoKa00,def_int_yds,0,,,,,
player,201111130clt,jax,OsgoKa00,def_int_td,0,,,,,
player,201111130clt,jax,OsgoKa00,def_int_long,0,,,,,
player,201111130clt,jax,OsgoKa00,pass_defended,0,,,,,
player,201111130clt,jax,OsgoKa00,sacks,0.0,,,,,
player,201111130clt,jax,OsgoKa00,tackles_combined,1,,,,,
player,201111130clt,jax,OsgoKa00,tackles_solo,1,,,,,
player,201111130clt,jax,OsgoKa00,tackles_assists,0,,,,,
player,201111130clt,jax,OsgoKa00,tackles_loss,0,,,,,
player,201111130clt,jax,OsgoKa00,qb_hits,0,,,,,
player,201111130clt,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201111130clt,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201111130clt,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201111130clt,jax,ProsCh00,def_int,0,,,,,
player,201111130clt,jax,ProsCh00,def_int_yds,0,,,,,
player,201111130clt,jax,ProsCh00,def_int_td,0,,,,,
player,201111130clt,jax,ProsCh00,def_int_long,0,,,,,
player,201111130clt,jax,ProsCh00,pass_defended,0,,,,,
player,201111130clt,jax,ProsCh00,sacks,0.0,,,,,
player,201111130clt,jax,ProsCh00,tackles_combined,1,,,,,
player,201111130clt,jax,ProsCh00,tackles_solo,0,,,,,
player,201111130clt,jax,ProsCh00,tackles_assists,1,,,,,
player,201111130clt,jax,ProsCh00,tackles_loss,0,,,,,
player,201111130clt,jax,ProsCh00,qb_hits,0,,,,,
player,201111130clt,jax,ProsCh00,fumbles_rec,0,,,,,
player,201111130clt,jax,ProsCh00,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,ProsCh00,fumbles_rec_td,0,,,,,
player,201111130clt,jax,ProsCh00,fumbles_forced,0,,,,,
player,201111130clt,jax,RutlKe00,def_int,0,,,,,
player,201111130clt,jax,RutlKe00,def_int_yds,0,,,,,
player,201111130clt,jax,RutlKe00,def_int_td,0,,,,,
player,201111130clt,jax,RutlKe00,def_int_long,0,,,,,
player,201111130clt,jax,RutlKe00,pass_defended,0,,,,,
player,201111130clt,jax,RutlKe00,sacks,0.0,,,,,
player,201111130clt,jax,RutlKe00,tackles_combined,1,,,,,
player,201111130clt,jax,RutlKe00,tackles_solo,0,,,,,
player,201111130clt,jax,RutlKe00,tackles_assists,1,,,,,
player,201111130clt,jax,RutlKe00,tackles_loss,0,,,,,
player,201111130clt,jax,RutlKe00,qb_hits,0,,,,,
player,201111130clt,jax,RutlKe00,fumbles_rec,0,,,,,
player,201111130clt,jax,RutlKe00,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,RutlKe00,fumbles_rec_td,0,,,,,
player,201111130clt,jax,RutlKe00,fumbles_forced,0,,,,,
player,201111130clt,jax,SessCl99,def_int,0,,,,,
player,201111130clt,jax,SessCl99,def_int_yds,0,,,,,
player,201111130clt,jax,SessCl99,def_int_td,0,,,,,
player,201111130clt,jax,SessCl99,def_int_long,0,,,,,
player,201111130clt,jax,SessCl99,pass_defended,0,,,,,
player,201111130clt,jax,SessCl99,sacks,0.0,,,,,
player,201111130clt,jax,SessCl99,tackles_combined,1,,,,,
player,201111130clt,jax,SessCl99,tackles_solo,1,,,,,
player,201111130clt,jax,SessCl99,tackles_assists,0,,,,,
player,201111130clt,jax,SessCl99,tackles_loss,1,,,,,
player,201111130clt,jax,SessCl99,qb_hits,0,,,,,
player,201111130clt,jax,SessCl99,fumbles_rec,0,,,,,
player,201111130clt,jax,SessCl99,fumbles_rec_yds,0,,,,,
player,201111130clt,jax,SessCl99,fumbles_rec_td,0,,,,,
player,201111130clt,jax,SessCl99,fumbles_forced,0,,,,,
player,201111130clt,clt,PoweJe99,def_int,1,,,,,
player,201111130clt,clt,PoweJe99,def_int_yds,13,,,,,
player,201111130clt,clt,PoweJe99,def_int_td,0,,,,,
player,201111130clt,clt,PoweJe99,def_int_long,13,,,,,
player,201111130clt,clt,PoweJe99,pass_defended,1,,,,,
player,201111130clt,clt,PoweJe99,sacks,0.0,,,,,
player,201111130clt,clt,PoweJe99,tackles_combined,5,,,,,
player,201111130clt,clt,PoweJe99,tackles_solo,3,,,,,
player,201111130clt,clt,PoweJe99,tackles_assists,2,,,,,
player,201111130clt,clt,PoweJe99,tackles_loss,1,,,,,
player,201111130clt,clt,PoweJe99,qb_hits,0,,,,,
player,201111130clt,clt,PoweJe99,fumbles_rec,0,,,,,
player,201111130clt,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,PoweJe99,fumbles_forced,0,,,,,
player,201111130clt,clt,MathRo20,def_int,0,,,,,
player,201111130clt,clt,MathRo20,def_int_yds,0,,,,,
player,201111130clt,clt,MathRo20,def_int_td,0,,,,,
player,201111130clt,clt,MathRo20,def_int_long,0,,,,,
player,201111130clt,clt,MathRo20,pass_defended,0,,,,,
player,201111130clt,clt,MathRo20,sacks,1.0,,,,,
player,201111130clt,clt,MathRo20,tackles_combined,6,,,,,
player,201111130clt,clt,MathRo20,tackles_solo,2,,,,,
player,201111130clt,clt,MathRo20,tackles_assists,4,,,,,
player,201111130clt,clt,MathRo20,tackles_loss,0,,,,,
player,201111130clt,clt,MathRo20,qb_hits,1,,,,,
player,201111130clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201111130clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201111130clt,clt,MathRo20,fumbles_forced,0,,,,,
player,201111130clt,clt,BrayTy20,def_int,0,,,,,
player,201111130clt,clt,BrayTy20,def_int_yds,0,,,,,
player,201111130clt,clt,BrayTy20,def_int_td,0,,,,,
player,201111130clt,clt,BrayTy20,def_int_long,0,,,,,
player,201111130clt,clt,BrayTy20,pass_defended,0,,,,,
player,201111130clt,clt,BrayTy20,sacks,1.0,,,,,
player,201111130clt,clt,BrayTy20,tackles_combined,4,,,,,
player,201111130clt,clt,BrayTy20,tackles_solo,3,,,,,
player,201111130clt,clt,BrayTy20,tackles_assists,1,,,,,
player,201111130clt,clt,BrayTy20,tackles_loss,1,,,,,
player,201111130clt,clt,BrayTy20,qb_hits,1,,,,,
player,201111130clt,clt,BrayTy20,fumbles_rec,0,,,,,
player,201111130clt,clt,BrayTy20,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,BrayTy20,fumbles_rec_td,0,,,,,
player,201111130clt,clt,BrayTy20,fumbles_forced,0,,,,,
player,201111130clt,clt,CaldDa00,def_int,0,,,,,
player,201111130clt,clt,CaldDa00,def_int_yds,0,,,,,
player,201111130clt,clt,CaldDa00,def_int_td,0,,,,,
player,201111130clt,clt,CaldDa00,def_int_long,0,,,,,
player,201111130clt,clt,CaldDa00,pass_defended,0,,,,,
player,201111130clt,clt,CaldDa00,sacks,0.0,,,,,
player,201111130clt,clt,CaldDa00,tackles_combined,11,,,,,
player,201111130clt,clt,CaldDa00,tackles_solo,4,,,,,
player,201111130clt,clt,CaldDa00,tackles_assists,7,,,,,
player,201111130clt,clt,CaldDa00,tackles_loss,0,,,,,
player,201111130clt,clt,CaldDa00,qb_hits,0,,,,,
player,201111130clt,clt,CaldDa00,fumbles_rec,0,,,,,
player,201111130clt,clt,CaldDa00,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,CaldDa00,fumbles_rec_td,0,,,,,
player,201111130clt,clt,CaldDa00,fumbles_forced,0,,,,,
player,201111130clt,clt,BethAn20,def_int,0,,,,,
player,201111130clt,clt,BethAn20,def_int_yds,0,,,,,
player,201111130clt,clt,BethAn20,def_int_td,0,,,,,
player,201111130clt,clt,BethAn20,def_int_long,0,,,,,
player,201111130clt,clt,BethAn20,pass_defended,0,,,,,
player,201111130clt,clt,BethAn20,sacks,0.0,,,,,
player,201111130clt,clt,BethAn20,tackles_combined,9,,,,,
player,201111130clt,clt,BethAn20,tackles_solo,1,,,,,
player,201111130clt,clt,BethAn20,tackles_assists,8,,,,,
player,201111130clt,clt,BethAn20,tackles_loss,0,,,,,
player,201111130clt,clt,BethAn20,qb_hits,1,,,,,
player,201111130clt,clt,BethAn20,fumbles_rec,0,,,,,
player,201111130clt,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201111130clt,clt,BethAn20,fumbles_forced,0,,,,,
player,201111130clt,clt,AngePa99,def_int,0,,,,,
player,201111130clt,clt,AngePa99,def_int_yds,0,,,,,
player,201111130clt,clt,AngePa99,def_int_td,0,,,,,
player,201111130clt,clt,AngePa99,def_int_long,0,,,,,
player,201111130clt,clt,AngePa99,pass_defended,1,,,,,
player,201111130clt,clt,AngePa99,sacks,0.0,,,,,
player,201111130clt,clt,AngePa99,tackles_combined,7,,,,,
player,201111130clt,clt,AngePa99,tackles_solo,3,,,,,
player,201111130clt,clt,AngePa99,tackles_assists,4,,,,,
player,201111130clt,clt,AngePa99,tackles_loss,1,,,,,
player,201111130clt,clt,AngePa99,qb_hits,0,,,,,
player,201111130clt,clt,AngePa99,fumbles_rec,0,,,,,
player,201111130clt,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,AngePa99,fumbles_forced,0,,,,,
player,201111130clt,clt,ConnKa99,def_int,0,,,,,
player,201111130clt,clt,ConnKa99,def_int_yds,0,,,,,
player,201111130clt,clt,ConnKa99,def_int_td,0,,,,,
player,201111130clt,clt,ConnKa99,def_int_long,0,,,,,
player,201111130clt,clt,ConnKa99,pass_defended,0,,,,,
player,201111130clt,clt,ConnKa99,sacks,0.0,,,,,
player,201111130clt,clt,ConnKa99,tackles_combined,6,,,,,
player,201111130clt,clt,ConnKa99,tackles_solo,2,,,,,
player,201111130clt,clt,ConnKa99,tackles_assists,4,,,,,
player,201111130clt,clt,ConnKa99,tackles_loss,0,,,,,
player,201111130clt,clt,ConnKa99,qb_hits,0,,,,,
player,201111130clt,clt,ConnKa99,fumbles_rec,0,,,,,
player,201111130clt,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,ConnKa99,fumbles_forced,0,,,,,
player,201111130clt,clt,WheePh99,def_int,0,,,,,
player,201111130clt,clt,WheePh99,def_int_yds,0,,,,,
player,201111130clt,clt,WheePh99,def_int_td,0,,,,,
player,201111130clt,clt,WheePh99,def_int_long,0,,,,,
player,201111130clt,clt,WheePh99,pass_defended,0,,,,,
player,201111130clt,clt,WheePh99,sacks,0.0,,,,,
player,201111130clt,clt,WheePh99,tackles_combined,6,,,,,
player,201111130clt,clt,WheePh99,tackles_solo,2,,,,,
player,201111130clt,clt,WheePh99,tackles_assists,4,,,,,
player,201111130clt,clt,WheePh99,tackles_loss,1,,,,,
player,201111130clt,clt,WheePh99,qb_hits,0,,,,,
player,201111130clt,clt,WheePh99,fumbles_rec,0,,,,,
player,201111130clt,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,WheePh99,fumbles_forced,0,,,,,
player,201111130clt,clt,MoalFi99,def_int,0,,,,,
player,201111130clt,clt,MoalFi99,def_int_yds,0,,,,,
player,201111130clt,clt,MoalFi99,def_int_td,0,,,,,
player,201111130clt,clt,MoalFi99,def_int_long,0,,,,,
player,201111130clt,clt,MoalFi99,pass_defended,0,,,,,
player,201111130clt,clt,MoalFi99,sacks,0.0,,,,,
player,201111130clt,clt,MoalFi99,tackles_combined,4,,,,,
player,201111130clt,clt,MoalFi99,tackles_solo,3,,,,,
player,201111130clt,clt,MoalFi99,tackles_assists,1,,,,,
player,201111130clt,clt,MoalFi99,tackles_loss,1,,,,,
player,201111130clt,clt,MoalFi99,qb_hits,0,,,,,
player,201111130clt,clt,MoalFi99,fumbles_rec,0,,,,,
player,201111130clt,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,MoalFi99,fumbles_forced,0,,,,,
player,201111130clt,clt,ThomKe99,def_int,0,,,,,
player,201111130clt,clt,ThomKe99,def_int_yds,0,,,,,
player,201111130clt,clt,ThomKe99,def_int_td,0,,,,,
player,201111130clt,clt,ThomKe99,def_int_long,0,,,,,
player,201111130clt,clt,ThomKe99,pass_defended,1,,,,,
player,201111130clt,clt,ThomKe99,sacks,0.0,,,,,
player,201111130clt,clt,ThomKe99,tackles_combined,4,,,,,
player,201111130clt,clt,ThomKe99,tackles_solo,1,,,,,
player,201111130clt,clt,ThomKe99,tackles_assists,3,,,,,
player,201111130clt,clt,ThomKe99,tackles_loss,0,,,,,
player,201111130clt,clt,ThomKe99,qb_hits,0,,,,,
player,201111130clt,clt,ThomKe99,fumbles_rec,0,,,,,
player,201111130clt,clt,ThomKe99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,ThomKe99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,ThomKe99,fumbles_forced,0,,,,,
player,201111130clt,clt,LaceJa99,def_int,0,,,,,
player,201111130clt,clt,LaceJa99,def_int_yds,0,,,,,
player,201111130clt,clt,LaceJa99,def_int_td,0,,,,,
player,201111130clt,clt,LaceJa99,def_int_long,0,,,,,
player,201111130clt,clt,LaceJa99,pass_defended,0,,,,,
player,201111130clt,clt,LaceJa99,sacks,0.0,,,,,
player,201111130clt,clt,LaceJa99,tackles_combined,3,,,,,
player,201111130clt,clt,LaceJa99,tackles_solo,1,,,,,
player,201111130clt,clt,LaceJa99,tackles_assists,2,,,,,
player,201111130clt,clt,LaceJa99,tackles_loss,0,,,,,
player,201111130clt,clt,LaceJa99,qb_hits,0,,,,,
player,201111130clt,clt,LaceJa99,fumbles_rec,0,,,,,
player,201111130clt,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201111130clt,clt,LaceJa99,fumbles_forced,0,,,,,
player,201111130clt,clt,NeviDr00,def_int,0,,,,,
player,201111130clt,clt,NeviDr00,def_int_yds,0,,,,,
player,201111130clt,clt,NeviDr00,def_int_td,0,,,,,
player,201111130clt,clt,NeviDr00,def_int_long,0,,,,,
player,201111130clt,clt,NeviDr00,pass_defended,0,,,,,
player,201111130clt,clt,NeviDr00,sacks,0.0,,,,,
player,201111130clt,clt,NeviDr00,tackles_combined,3,,,,,
player,201111130clt,clt,NeviDr00,tackles_solo,1,,,,,
player,201111130clt,clt,NeviDr00,tackles_assists,2,,,,,
player,201111130clt,clt,NeviDr00,tackles_loss,0,,,,,
player,201111130clt,clt,NeviDr00,qb_hits,0,,,,,
player,201111130clt,clt,NeviDr00,fumbles_rec,0,,,,,
player,201111130clt,clt,NeviDr00,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,NeviDr00,fumbles_rec_td,0,,,,,
player,201111130clt,clt,NeviDr00,fumbles_forced,0,,,,,
player,201111130clt,clt,SimsEr20,def_int,0,,,,,
player,201111130clt,clt,SimsEr20,def_int_yds,0,,,,,
player,201111130clt,clt,SimsEr20,def_int_td,0,,,,,
player,201111130clt,clt,SimsEr20,def_int_long,0,,,,,
player,201111130clt,clt,SimsEr20,pass_defended,0,,,,,
player,201111130clt,clt,SimsEr20,sacks,0.0,,,,,
player,201111130clt,clt,SimsEr20,tackles_combined,3,,,,,
player,201111130clt,clt,SimsEr20,tackles_solo,2,,,,,
player,201111130clt,clt,SimsEr20,tackles_assists,1,,,,,
player,201111130clt,clt,SimsEr20,tackles_loss,0,,,,,
player,201111130clt,clt,SimsEr20,qb_hits,0,,,,,
player,201111130clt,clt,SimsEr20,fumbles_rec,0,,,,,
player,201111130clt,clt,SimsEr20,fumbles_rec_yds,0,,,,,
player,201111130clt,clt,SimsEr20,fumbles_rec_td,0,,,,,
player,201111130clt,clt,SimsEr20,fumbles_forced,0,,,,,
player,201111130clt,clt,LefeJo00,def_int,0,,,,,
