game,2011,13,20111204,201112040min,den,"Denver Broncos",35,min,"Minnesota Vikings",32
player,201112040min,den,HarrCh01,qb_hits,1,,,,,
player,201112040min,den,HarrCh01,fumbles_rec,1,,,,,
player,201112040min,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201112040min,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201112040min,den,HarrCh01,fumbles_forced,0,,,,,
player,201112040min,den,MaysJo99,def_int,0,,,,,
player,201112040min,den,MaysJo99,def_int_yds,0,,,,,
player,201112040min,den,MaysJo99,def_int_td,0,,,,,
player,201112040min,den,MaysJo99,def_int_long,0,,,,,
player,201112040min,den,MaysJo99,pass_defended,0,,,,,
player,201112040min,den,MaysJo99,sacks,0.0,,,,,
player,201112040min,den,MaysJo99,tackles_combined,4,,,,,
player,201112040min,den,MaysJo99,tackles_solo,4,,,,,
player,201112040min,den,MaysJo99,tackles_assists,0,,,,,
player,201112040min,den,MaysJo99,tackles_loss,1,,,,,
player,201112040min,den,MaysJo99,qb_hits,1,,,,,
player,201112040min,den,MaysJo99,fumbles_rec,0,,,,,
player,201112040min,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201112040min,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201112040min,den,MaysJo99,fumbles_forced,0,,,,,
player,201112040min,den,BailCh00,def_int,0,,,,,
player,201112040min,den,BailCh00,def_int_yds,0,,,,,
player,201112040min,den,BailCh00,def_int_td,0,,,,,
player,201112040min,den,BailCh00,def_int_long,0,,,,,
player,201112040min,den,BailCh00,pass_defended,1,,,,,
player,201112040min,den,BailCh00,sacks,0.0,,,,,
player,201112040min,den,BailCh00,tackles_combined,3,,,,,
player,201112040min,den,BailCh00,tackles_solo,2,,,,,
player,201112040min,den,BailCh00,tackles_assists,1,,,,,
player,201112040min,den,BailCh00,tackles_loss,0,,,,,
player,201112040min,den,BailCh00,qb_hits,0,,,,,
player,201112040min,den,BailCh00,fumbles_rec,0,,,,,
player,201112040min,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201112040min,den,BailCh00,fumbles_rec_td,0,,,,,
player,201112040min,den,BailCh00,fumbles_forced,0,,,,,
player,201112040min,den,BunkBr20,def_int,0,,,,,
player,201112040min,den,BunkBr20,def_int_yds,0,,,,,
player,201112040min,den,BunkBr20,def_int_td,0,,,,,
player,201112040min,den,BunkBr20,def_int_long,0,,,,,
player,201112040min,den,BunkBr20,pass_defended,0,,,,,
player,201112040min,den,BunkBr20,sacks,0.0,,,,,
player,201112040min,den,BunkBr20,tackles_combined,3,,,,,
player,201112040min,den,BunkBr20,tackles_solo,2,,,,,
player,201112040min,den,BunkBr20,tackles_assists,1,,,,,
player,201112040min,den,BunkBr20,tackles_loss,0,,,,,
player,201112040min,den,BunkBr20,qb_hits,0,,,,,
player,201112040min,den,BunkBr20,fumbles_rec,0,,,,,
player,201112040min,den,BunkBr20,fumbles_rec_yds,0,,,,,
player,201112040min,den,BunkBr20,fumbles_rec_td,0,,,,,
player,201112040min,den,BunkBr20,fumbles_forced,0,,,,,
player,201112040min,den,CartQu01,def_int,0,,,,,
player,201112040min,den,CartQu01,def_int_yds,0,,,,,
player,201112040min,den,CartQu01,def_int_td,0,,,,,
player,201112040min,den,CartQu01,def_int_long,0,,,,,
player,201112040min,den,CartQu01,pass_defended,0,,,,,
player,201112040min,den,CartQu01,sacks,0.0,,,,,
player,201112040min,den,CartQu01,tackles_combined,3,,,,,
player,201112040min,den,CartQu01,tackles_solo,3,,,,,
player,201112040min,den,CartQu01,tackles_assists,0,,,,,
player,201112040min,den,CartQu01,tackles_loss,0,,,,,
player,201112040min,den,CartQu01,qb_hits,0,,,,,
player,201112040min,den,CartQu01,fumbles_rec,0,,,,,
player,201112040min,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201112040min,den,CartQu01,fumbles_rec_td,0,,,,,
player,201112040min,den,CartQu01,fumbles_forced,0,,,,,
player,201112040min,den,ThomMa99,def_int,0,,,,,
player,201112040min,den,ThomMa99,def_int_yds,0,,,,,
player,201112040min,den,ThomMa99,def_int_td,0,,,,,
player,201112040min,den,ThomMa99,def_int_long,0,,,,,
player,201112040min,den,ThomMa99,pass_defended,0,,,,,
player,201112040min,den,ThomMa99,sacks,0.0,,,,,
player,201112040min,den,ThomMa99,tackles_combined,3,,,,,
player,201112040min,den,ThomMa99,tackles_solo,2,,,,,
player,201112040min,den,ThomMa99,tackles_assists,1,,,,,
player,201112040min,den,ThomMa99,tackles_loss,0,,,,,
player,201112040min,den,ThomMa99,qb_hits,0,,,,,
player,201112040min,den,ThomMa99,fumbles_rec,0,,,,,
player,201112040min,den,ThomMa99,fumbles_rec_yds,0,,,,,
player,201112040min,den,ThomMa99,fumbles_rec_td,0,,,,,
player,201112040min,den,ThomMa99,fumbles_forced,0,,,,,
player,201112040min,den,AyerRo99,def_int,0,,,,,
player,201112040min,den,AyerRo99,def_int_yds,0,,,,,
player,201112040min,den,AyerRo99,def_int_td,0,,,,,
player,201112040min,den,AyerRo99,def_int_long,0,,,,,
player,201112040min,den,AyerRo99,pass_defended,1,,,,,
player,201112040min,den,AyerRo99,sacks,0.0,,,,,
player,201112040min,den,AyerRo99,tackles_combined,2,,,,,
player,201112040min,den,AyerRo99,tackles_solo,0,,,,,
player,201112040min,den,AyerRo99,tackles_assists,2,,,,,
player,201112040min,den,AyerRo99,tackles_loss,0,,,,,
player,201112040min,den,AyerRo99,qb_hits,0,,,,,
player,201112040min,den,AyerRo99,fumbles_rec,0,,,,,
player,201112040min,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201112040min,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201112040min,den,AyerRo99,fumbles_forced,0,,,,,
player,201112040min,den,BrutDa99,def_int,0,,,,,
player,201112040min,den,BrutDa99,def_int_yds,0,,,,,
player,201112040min,den,BrutDa99,def_int_td,0,,,,,
player,201112040min,den,BrutDa99,def_int_long,0,,,,,
player,201112040min,den,BrutDa99,pass_defended,0,,,,,
player,201112040min,den,BrutDa99,sacks,0.0,,,,,
player,201112040min,den,BrutDa99,tackles_combined,2,,,,,
player,201112040min,den,BrutDa99,tackles_solo,2,,,,,
player,201112040min,den,BrutDa99,tackles_assists,0,,,,,
player,201112040min,den,BrutDa99,tackles_loss,0,,,,,
player,201112040min,den,BrutDa99,qb_hits,0,,,,,
player,201112040min,den,BrutDa99,fumbles_rec,0,,,,,
player,201112040min,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201112040min,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201112040min,den,BrutDa99,fumbles_forced,0,,,,,
player,201112040min,den,BallLa00,def_int,0,,,,,
player,201112040min,den,BallLa00,def_int_yds,0,,,,,
player,201112040min,den,BallLa00,def_int_td,0,,,,,
player,201112040min,den,BallLa00,def_int_long,0,,,,,
player,201112040min,den,BallLa00,pass_defended,0,,,,,
player,201112040min,den,BallLa00,sacks,0.0,,,,,
player,201112040min,den,BallLa00,tackles_combined,1,,,,,
player,201112040min,den,BallLa00,tackles_solo,1,,,,,
player,201112040min,den,BallLa00,tackles_assists,0,,,,,
player,201112040min,den,BallLa00,tackles_loss,0,,,,,
player,201112040min,den,BallLa00,qb_hits,0,,,,,
player,201112040min,den,BallLa00,fumbles_rec,0,,,,,
player,201112040min,den,BallLa00,fumbles_rec_yds,0,,,,,
player,201112040min,den,BallLa00,fumbles_rec_td,0,,,,,
player,201112040min,den,BallLa00,fumbles_forced,0,,,,,
player,201112040min,den,BushRa00,def_int,0,,,,,
player,201112040min,den,BushRa00,def_int_yds,0,,,,,
player,201112040min,den,BushRa00,def_int_td,0,,,,,
player,201112040min,den,BushRa00,def_int_long,0,,,,,
player,201112040min,den,BushRa00,pass_defended,0,,,,,
player,201112040min,den,BushRa00,sacks,0.0,,,,,
player,201112040min,den,BushRa00,tackles_combined,1,,,,,
player,201112040min,den,BushRa00,tackles_solo,1,,,,,
player,201112040min,den,BushRa00,tackles_assists,0,,,,,
player,201112040min,den,BushRa00,tackles_loss,0,,,,,
player,201112040min,den,BushRa00,qb_hits,0,,,,,
player,201112040min,den,BushRa00,fumbles_rec,0,,,,,
player,201112040min,den,BushRa00,fumbles_rec_yds,0,,,,,
player,201112040min,den,BushRa00,fumbles_rec_td,0,,,,,
player,201112040min,den,BushRa00,fumbles_forced,0,,,,,
player,201112040min,den,LarsSp99,def_int,0,,,,,
player,201112040min,den,LarsSp99,def_int_yds,0,,,,,
player,201112040min,den,LarsSp99,def_int_td,0,,,,,
player,201112040min,den,LarsSp99,def_int_long,0,,,,,
player,201112040min,den,LarsSp99,pass_defended,0,,,,,
player,201112040min,den,LarsSp99,sacks,0.0,,,,,
player,201112040min,den,LarsSp99,tackles_combined,1,,,,,
player,201112040min,den,LarsSp99,tackles_solo,1,,,,,
player,201112040min,den,LarsSp99,tackles_assists,0,,,,,
player,201112040min,den,LarsSp99,tackles_loss,0,,,,,
player,201112040min,den,LarsSp99,qb_hits,0,,,,,
player,201112040min,den,LarsSp99,fumbles_rec,0,,,,,
player,201112040min,den,LarsSp99,fumbles_rec_yds,0,,,,,
player,201112040min,den,LarsSp99,fumbles_rec_td,0,,,,,
player,201112040min,den,LarsSp99,fumbles_forced,0,,,,,
player,201112040min,den,McCaKy00,def_int,0,,,,,
player,201112040min,den,McCaKy00,def_int_yds,0,,,,,
player,201112040min,den,McCaKy00,def_int_td,0,,,,,
player,201112040min,den,McCaKy00,def_int_long,0,,,,,
player,201112040min,den,McCaKy00,pass_defended,0,,,,,
player,201112040min,den,McCaKy00,sacks,0.0,,,,,
player,201112040min,den,McCaKy00,tackles_combined,1,,,,,
player,201112040min,den,McCaKy00,tackles_solo,1,,,,,
player,201112040min,den,McCaKy00,tackles_assists,0,,,,,
player,201112040min,den,McCaKy00,tackles_loss,0,,,,,
player,201112040min,den,McCaKy00,qb_hits,0,,,,,
player,201112040min,den,McCaKy00,fumbles_rec,0,,,,,
player,201112040min,den,McCaKy00,fumbles_rec_yds,0,,,,,
player,201112040min,den,McCaKy00,fumbles_rec_td,0,,,,,
player,201112040min,den,McCaKy00,fumbles_forced,0,,,,,
player,201112040min,den,WilhJo99,def_int,0,,,,,
player,201112040min,den,WilhJo99,def_int_yds,0,,,,,
player,201112040min,den,WilhJo99,def_int_td,0,,,,,
player,201112040min,den,WilhJo99,def_int_long,0,,,,,
player,201112040min,den,WilhJo99,pass_defended,0,,,,,
player,201112040min,den,WilhJo99,sacks,0.0,,,,,
player,201112040min,den,WilhJo99,tackles_combined,1,,,,,
player,201112040min,den,WilhJo99,tackles_solo,1,,,,,
player,201112040min,den,WilhJo99,tackles_assists,0,,,,,
player,201112040min,den,WilhJo99,tackles_loss,0,,,,,
player,201112040min,den,WilhJo99,qb_hits,0,,,,,
player,201112040min,den,WilhJo99,fumbles_rec,0,,,,,
player,201112040min,den,WilhJo99,fumbles_rec_yds,0,,,,,
player,201112040min,den,WilhJo99,fumbles_rec_td,0,,,,,
player,201112040min,den,WilhJo99,fumbles_forced,0,,,,,
player,201112040min,den,WillMa00,def_int,0,,,,,
player,201112040min,den,WillMa00,def_int_yds,0,,,,,
player,201112040min,den,WillMa00,def_int_td,0,,,,,
player,201112040min,den,WillMa00,def_int_long,0,,,,,
player,201112040min,den,WillMa00,pass_defended,0,,,,,
player,201112040min,den,WillMa00,sacks,0.0,,,,,
player,201112040min,den,WillMa00,tackles_combined,1,,,,,
player,201112040min,den,WillMa00,tackles_solo,1,,,,,
player,201112040min,den,WillMa00,tackles_assists,0,,,,,
player,201112040min,den,WillMa00,tackles_loss,0,,,,,
player,201112040min,den,WillMa00,qb_hits,0,,,,,
player,201112040min,den,WillMa00,fumbles_rec,0,,,,,
player,201112040min,den,WillMa00,fumbles_rec_yds,0,,,,,
player,201112040min,den,WillMa00,fumbles_rec_td,0,,,,,
player,201112040min,den,WillMa00,fumbles_forced,0,,,,,
player,201112040min,den,HuntJa24,def_int,0,,,,,
player,201112040min,den,HuntJa24,def_int_yds,0,,,,,
player,201112040min,den,HuntJa24,def_int_td,0,,,,,
player,201112040min,den,HuntJa24,def_int_long,0,,,,,
player,201112040min,den,HuntJa24,pass_defended,0,,,,,
player,201112040min,den,HuntJa24,sacks,0.0,,,,,
player,201112040min,den,HuntJa24,tackles_combined,0,,,,,
player,201112040min,den,HuntJa24,tackles_solo,0,,,,,
player,201112040min,den,HuntJa24,tackles_assists,0,,,,,
player,201112040min,den,HuntJa24,tackles_loss,0,,,,,
player,201112040min,den,HuntJa24,qb_hits,0,,,,,
player,201112040min,den,HuntJa24,fumbles_rec,1,,,,,
player,201112040min,den,HuntJa24,fumbles_rec_yds,18,,,,,
player,201112040min,den,HuntJa24,fumbles_rec_td,0,,,,,
player,201112040min,den,HuntJa24,fumbles_forced,0,,,,,
player,201112040min,min,AlleJa22,def_int,0,,,,,
player,201112040min,min,AlleJa22,def_int_yds,0,,,,,
player,201112040min,min,AlleJa22,def_int_td,0,,,,,
player,201112040min,min,AlleJa22,def_int_long,0,,,,,
player,201112040min,min,AlleJa22,pass_defended,0,,,,,
player,201112040min,min,AlleJa22,sacks,1.0,,,,,
player,201112040min,min,AlleJa22,tackles_combined,4,,,,,
player,201112040min,min,AlleJa22,tackles_solo,3,,,,,
player,201112040min,min,AlleJa22,tackles_assists,1,,,,,
player,201112040min,min,AlleJa22,tackles_loss,1,,,,,
player,201112040min,min,AlleJa22,qb_hits,2,,,,,
player,201112040min,min,AlleJa22,fumbles_rec,1,,,,,
player,201112040min,min,AlleJa22,fumbles_rec_yds,1,,,,,
player,201112040min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201112040min,min,AlleJa22,fumbles_forced,1,,,,,
player,201112040min,min,AyodRe99,def_int,0,,,,,
player,201112040min,min,AyodRe99,def_int_yds,0,,,,,
player,201112040min,min,AyodRe99,def_int_td,0,,,,,
player,201112040min,min,AyodRe99,def_int_long,0,,,,,
player,201112040min,min,AyodRe99,pass_defended,0,,,,,
player,201112040min,min,AyodRe99,sacks,1.0,,,,,
player,201112040min,min,AyodRe99,tackles_combined,4,,,,,
player,201112040min,min,AyodRe99,tackles_solo,2,,,,,
player,201112040min,min,AyodRe99,tackles_assists,2,,,,,
player,201112040min,min,AyodRe99,tackles_loss,1,,,,,
player,201112040min,min,AyodRe99,qb_hits,1,,,,,
player,201112040min,min,AyodRe99,fumbles_rec,0,,,,,
player,201112040min,min,AyodRe99,fumbles_rec_yds,0,,,,,
player,201112040min,min,AyodRe99,fumbles_rec_td,0,,,,,
player,201112040min,min,AyodRe99,fumbles_forced,0,,,,,
player,201112040min,min,GreeCh99,def_int,0,,,,,
player,201112040min,min,GreeCh99,def_int_yds,0,,,,,
player,201112040min,min,GreeCh99,def_int_td,0,,,,,
player,201112040min,min,GreeCh99,def_int_long,0,,,,,
player,201112040min,min,GreeCh99,pass_defended,0,,,,,
player,201112040min,min,GreeCh99,sacks,0.0,,,,,
player,201112040min,min,GreeCh99,tackles_combined,6,,,,,
player,201112040min,min,GreeCh99,tackles_solo,2,,,,,
player,201112040min,min,GreeCh99,tackles_assists,4,,,,,
player,201112040min,min,GreeCh99,tackles_loss,0,,,,,
player,201112040min,min,GreeCh99,qb_hits,0,,,,,
player,201112040min,min,GreeCh99,fumbles_rec,0,,,,,
player,201112040min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201112040min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201112040min,min,GreeCh99,fumbles_forced,0,,,,,
player,201112040min,min,GrifCe20,def_int,0,,,,,
player,201112040min,min,GrifCe20,def_int_yds,0,,,,,
player,201112040min,min,GrifCe20,def_int_td,0,,,,,
player,201112040min,min,GrifCe20,def_int_long,0,,,,,
player,201112040min,min,GrifCe20,pass_defended,0,,,,,
player,201112040min,min,GrifCe20,sacks,0.0,,,,,
player,201112040min,min,GrifCe20,tackles_combined,6,,,,,
player,201112040min,min,GrifCe20,tackles_solo,5,,,,,
player,201112040min,min,GrifCe20,tackles_assists,1,,,,,
player,201112040min,min,GrifCe20,tackles_loss,0,,,,,
player,201112040min,min,GrifCe20,qb_hits,0,,,,,
player,201112040min,min,GrifCe20,fumbles_rec,0,,,,,
player,201112040min,min,GrifCe20,fumbles_rec_yds,0,,,,,
player,201112040min,min,GrifCe20,fumbles_rec_td,0,,,,,
player,201112040min,min,GrifCe20,fumbles_forced,1,,,,,
player,201112040min,min,HendEr99,def_int,0,,,,,
player,201112040min,min,HendEr99,def_int_yds,0,,,,,
player,201112040min,min,HendEr99,def_int_td,0,,,,,
player,201112040min,min,HendEr99,def_int_long,0,,,,,
player,201112040min,min,HendEr99,pass_defended,0,,,,,
player,201112040min,min,HendEr99,sacks,0.0,,,,,
player,201112040min,min,HendEr99,tackles_combined,6,,,,,
player,201112040min,min,HendEr99,tackles_solo,3,,,,,
player,201112040min,min,HendEr99,tackles_assists,3,,,,,
player,201112040min,min,HendEr99,tackles_loss,1,,,,,
player,201112040min,min,HendEr99,qb_hits,0,,,,,
player,201112040min,min,HendEr99,fumbles_rec,0,,,,,
player,201112040min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201112040min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201112040min,min,HendEr99,fumbles_forced,0,,,,,
player,201112040min,min,SappBe20,def_int,0,,,,,
player,201112040min,min,SappBe20,def_int_yds,0,,,,,
player,201112040min,min,SappBe20,def_int_td,0,,,,,
player,201112040min,min,SappBe20,def_int_long,0,,,,,
player,201112040min,min,SappBe20,pass_defended,0,,,,,
player,201112040min,min,SappBe20,sacks,0.0,,,,,
player,201112040min,min,SappBe20,tackles_combined,6,,,,,
player,201112040min,min,SappBe20,tackles_solo,6,,,,,
player,201112040min,min,SappBe20,tackles_assists,0,,,,,
player,201112040min,min,SappBe20,tackles_loss,1,,,,,
player,201112040min,min,SappBe20,qb_hits,0,,,,,
player,201112040min,min,SappBe20,fumbles_rec,0,,,,,
player,201112040min,min,SappBe20,fumbles_rec_yds,0,,,,,
player,201112040min,min,SappBe20,fumbles_rec_td,0,,,,,
player,201112040min,min,SappBe20,fumbles_forced,0,,,,,
player,201112040min,min,HendE.20,def_int,0,,,,,
player,201112040min,min,HendE.20,def_int_yds,0,,,,,
player,201112040min,min,HendE.20,def_int_td,0,,,,,
player,201112040min,min,HendE.20,def_int_long,0,,,,,
player,201112040min,min,HendE.20,pass_defended,0,,,,,
player,201112040min,min,HendE.20,sacks,0.0,,,,,
player,201112040min,min,HendE.20,tackles_combined,5,,,,,
player,201112040min,min,HendE.20,tackles_solo,5,,,,,
player,201112040min,min,HendE.20,tackles_assists,0,,,,,
player,201112040min,min,HendE.20,tackles_loss,0,,,,,
player,201112040min,min,HendE.20,qb_hits,0,,,,,
player,201112040min,min,HendE.20,fumbles_rec,0,,,,,
player,201112040min,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201112040min,min,HendE.20,fumbles_rec_td,0,,,,,
player,201112040min,min,HendE.20,fumbles_forced,0,,,,,
player,201112040min,min,BallCh00,def_int,0,,,,,
player,201112040min,min,BallCh00,def_int_yds,0,,,,,
player,201112040min,min,BallCh00,def_int_td,0,,,,,
player,201112040min,min,BallCh00,def_int_long,0,,,,,
player,201112040min,min,BallCh00,pass_defended,0,,,,,
player,201112040min,min,BallCh00,sacks,0.0,,,,,
player,201112040min,min,BallCh00,tackles_combined,3,,,,,
player,201112040min,min,BallCh00,tackles_solo,0,,,,,
player,201112040min,min,BallCh00,tackles_assists,3,,,,,
player,201112040min,min,BallCh00,tackles_loss,0,,,,,
player,201112040min,min,BallCh00,qb_hits,1,,,,,
player,201112040min,min,BallCh00,fumbles_rec,0,,,,,
player,201112040min,min,BallCh00,fumbles_rec_yds,0,,,,,
player,201112040min,min,BallCh00,fumbles_rec_td,0,,,,,
player,201112040min,min,BallCh00,fumbles_forced,0,,,,,
player,201112040min,min,SanfJa99,def_int,0,,,,,
player,201112040min,min,SanfJa99,def_int_yds,0,,,,,
player,201112040min,min,SanfJa99,def_int_td,0,,,,,
player,201112040min,min,SanfJa99,def_int_long,0,,,,,
player,201112040min,min,SanfJa99,pass_defended,0,,,,,
player,201112040min,min,SanfJa99,sacks,0.0,,,,,
player,201112040min,min,SanfJa99,tackles_combined,3,,,,,
player,201112040min,min,SanfJa99,tackles_solo,3,,,,,
player,201112040min,min,SanfJa99,tackles_assists,0,,,,,
player,201112040min,min,SanfJa99,tackles_loss,0,,,,,
player,201112040min,min,SanfJa99,qb_hits,0,,,,,
player,201112040min,min,SanfJa99,fumbles_rec,1,,,,,
player,201112040min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201112040min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201112040min,min,SanfJa99,fumbles_forced,0,,,,,
player,201112040min,min,longwrya01,def_int,0,,,,,
player,201112040min,min,longwrya01,def_int_yds,0,,,,,
player,201112040min,min,longwrya01,def_int_td,0,,,,,
player,201112040min,min,longwrya01,def_int_long,0,,,,,
player,201112040min,min,longwrya01,pass_defended,0,,,,,
player,201112040min,min,longwrya01,sacks,0.0,,,,,
player,201112040min,min,longwrya01,tackles_combined,2,,,,,
player,201112040min,min,longwrya01,tackles_solo,2,,,,,
player,201112040min,min,longwrya01,tackles_assists,0,,,,,
player,201112040min,min,longwrya01,tackles_loss,0,,,,,
player,201112040min,min,longwrya01,qb_hits,0,,,,,
player,201112040min,min,longwrya01,fumbles_rec,0,,,,,
player,201112040min,min,longwrya01,fumbles_rec_yds,0,,,,,
player,201112040min,min,longwrya01,fumbles_rec_td,0,,,,,
player,201112040min,min,longwrya01,fumbles_forced,0,,,,,
player,201112040min,min,RaymMi00,def_int,0,,,,,
player,201112040min,min,RaymMi00,def_int_yds,0,,,,,
player,201112040min,min,RaymMi00,def_int_td,0,,,,,
player,201112040min,min,RaymMi00,def_int_long,0,,,,,
player,201112040min,min,RaymMi00,pass_defended,0,,,,,
player,201112040min,min,RaymMi00,sacks,0.0,,,,,
player,201112040min,min,RaymMi00,tackles_combined,2,,,,,
player,201112040min,min,RaymMi00,tackles_solo,2,,,,,
player,201112040min,min,RaymMi00,tackles_assists,0,,,,,
player,201112040min,min,RaymMi00,tackles_loss,0,,,,,
player,201112040min,min,RaymMi00,qb_hits,0,,,,,
player,201112040min,min,RaymMi00,fumbles_rec,0,,,,,
player,201112040min,min,RaymMi00,fumbles_rec_yds,0,,,,,
player,201112040min,min,RaymMi00,fumbles_rec_td,0,,,,,
player,201112040min,min,RaymMi00,fumbles_forced,0,,,,,
player,201112040min,min,RobiBr98,def_int,0,,,,,
player,201112040min,min,RobiBr98,def_int_yds,0,,,,,
player,201112040min,min,RobiBr98,def_int_td,0,,,,,
player,201112040min,min,RobiBr98,def_int_long,0,,,,,
player,201112040min,min,RobiBr98,pass_defended,0,,,,,
player,201112040min,min,RobiBr98,sacks,0.0,,,,,
player,201112040min,min,RobiBr98,tackles_combined,2,,,,,
player,201112040min,min,RobiBr98,tackles_solo,1,,,,,
player,201112040min,min,RobiBr98,tackles_assists,1,,,,,
player,201112040min,min,RobiBr98,tackles_loss,0,,,,,
player,201112040min,min,RobiBr98,qb_hits,0,,,,,
player,201112040min,min,RobiBr98,fumbles_rec,0,,,,,
player,201112040min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201112040min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201112040min,min,RobiBr98,fumbles_forced,0,,,,,
player,201112040min,min,BurtBr00,def_int,0,,,,,
player,201112040min,min,BurtBr00,def_int_yds,0,,,,,
player,201112040min,min,BurtBr00,def_int_td,0,,,,,
player,201112040min,min,BurtBr00,def_int_long,0,,,,,
player,201112040min,min,BurtBr00,pass_defended,0,,,,,
player,201112040min,min,BurtBr00,sacks,0.0,,,,,
player,201112040min,min,BurtBr00,tackles_combined,1,,,,,
player,201112040min,min,BurtBr00,tackles_solo,1,,,,,
player,201112040min,min,BurtBr00,tackles_assists,0,,,,,
player,201112040min,min,BurtBr00,tackles_loss,0,,,,,
player,201112040min,min,BurtBr00,qb_hits,0,,,,,
player,201112040min,min,BurtBr00,fumbles_rec,0,,,,,
player,201112040min,min,BurtBr00,fumbles_rec_yds,0,,,,,
player,201112040min,min,BurtBr00,fumbles_rec_td,0,,,,,
player,201112040min,min,BurtBr00,fumbles_forced,0,,,,,
player,201112040min,min,DImpRy00,def_int,0,,,,,
player,201112040min,min,DImpRy00,def_int_yds,0,,,,,
player,201112040min,min,DImpRy00,def_int_td,0,,,,,
player,201112040min,min,DImpRy00,def_int_long,0,,,,,
player,201112040min,min,DImpRy00,pass_defended,0,,,,,
player,201112040min,min,DImpRy00,sacks,0.0,,,,,
player,201112040min,min,DImpRy00,tackles_combined,1,,,,,
player,201112040min,min,DImpRy00,tackles_solo,1,,,,,
player,201112040min,min,DImpRy00,tackles_assists,0,,,,,
player,201112040min,min,DImpRy00,tackles_loss,0,,,,,
player,201112040min,min,DImpRy00,qb_hits,0,,,,,
player,201112040min,min,DImpRy00,fumbles_rec,0,,,,,
player,201112040min,min,DImpRy00,fumbles_rec_yds,0,,,,,
player,201112040min,min,DImpRy00,fumbles_rec_td,0,,,,,
player,201112040min,min,DImpRy00,fumbles_forced,0,,,,,
player,201112040min,min,DeanLa00,def_int,0,,,,,
player,201112040min,min,DeanLa00,def_int_yds,0,,,,,
player,201112040min,min,DeanLa00,def_int_td,0,,,,,
player,201112040min,min,DeanLa00,def_int_long,0,,,,,
player,201112040min,min,DeanLa00,pass_defended,0,,,,,
player,201112040min,min,DeanLa00,sacks,0.0,,,,,
player,201112040min,min,DeanLa00,tackles_combined,1,,,,,
player,201112040min,min,DeanLa00,tackles_solo,1,,,,,
player,201112040min,min,DeanLa00,tackles_assists,0,,,,,
player,201112040min,min,DeanLa00,tackles_loss,0,,,,,
player,201112040min,min,DeanLa00,qb_hits,0,,,,,
player,201112040min,min,DeanLa00,fumbles_rec,0,,,,,
player,201112040min,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201112040min,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201112040min,min,DeanLa00,fumbles_forced,0,,,,,
player,201112040min,min,FramEr99,def_int,0,,,,,
player,201112040min,min,FramEr99,def_int_yds,0,,,,,
player,201112040min,min,FramEr99,def_int_td,0,,,,,
player,201112040min,min,FramEr99,def_int_long,0,,,,,
player,201112040min,min,FramEr99,pass_defended,0,,,,,
player,201112040min,min,FramEr99,sacks,0.0,,,,,
player,201112040min,min,FramEr99,tackles_combined,1,,,,,
player,201112040min,min,FramEr99,tackles_solo,1,,,,,
player,201112040min,min,FramEr99,tackles_assists,0,,,,,
player,201112040min,min,FramEr99,tackles_loss,0,,,,,
player,201112040min,min,FramEr99,qb_hits,0,,,,,
player,201112040min,min,FramEr99,fumbles_rec,0,,,,,
player,201112040min,min,FramEr99,fumbles_rec_yds,0,,,,,
player,201112040min,min,FramEr99,fumbles_rec_td,0,,,,,
player,201112040min,min,FramEr99,fumbles_forced,0,,,,,
player,201112040min,min,GrifEv99,def_int,0,,,,,
player,201112040min,min,GrifEv99,def_int_yds,0,,,,,
player,201112040min,min,GrifEv99,def_int_td,0,,,,,
player,201112040min,min,GrifEv99,def_int_long,0,,,,,
player,201112040min,min,GrifEv99,pass_defended,0,,,,,
player,201112040min,min,GrifEv99,sacks,0.0,,,,,
player,201112040min,min,GrifEv99,tackles_combined,1,,,,,
player,201112040min,min,GrifEv99,tackles_solo,1,,,,,
player,201112040min,min,GrifEv99,tackles_assists,0,,,,,
player,201112040min,min,GrifEv99,tackles_loss,0,,,,,
player,201112040min,min,GrifEv99,qb_hits,0,,,,,
player,201112040min,min,GrifEv99,fumbles_rec,0,,,,,
player,201112040min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201112040min,min,GrifEv99,fumbles_rec_td,0,,,,,
