game,2011,13,20111204,201112040min,den,"Denver Broncos",35,min,"Minnesota Vikings",32
player,201112040min,min,GrifEv99,fumbles_forced,0,,,,,
player,201112040min,min,GuioLe99,def_int,,,,,,
player,201112040min,min,GuioLe99,def_int_yds,,,,,,
player,201112040min,min,GuioLe99,def_int_td,,,,,,
player,201112040min,min,GuioLe99,def_int_long,,,,,,
player,201112040min,min,GuioLe99,pass_defended,0,,,,,
player,201112040min,min,GuioLe99,sacks,0.0,,,,,
player,201112040min,min,GuioLe99,tackles_combined,1,,,,,
player,201112040min,min,GuioLe99,tackles_solo,0,,,,,
player,201112040min,min,GuioLe99,tackles_assists,1,,,,,
player,201112040min,min,GuioLe99,tackles_loss,0,,,,,
player,201112040min,min,GuioLe99,qb_hits,0,,,,,
player,201112040min,min,GuioLe99,fumbles_rec,0,,,,,
player,201112040min,min,GuioLe99,fumbles_rec_yds,,,,,,
player,201112040min,min,GuioLe99,fumbles_rec_td,,,,,,
player,201112040min,min,GuioLe99,fumbles_forced,0,,,,,
player,201112040min,den,RoyaEd00,kick_ret,0,,,,,
player,201112040min,den,RoyaEd00,kick_ret_yds,0,,,,,
player,201112040min,den,RoyaEd00,kick_ret_yds_per_ret,,,,,,
player,201112040min,den,RoyaEd00,kick_ret_td,0,,,,,
player,201112040min,den,RoyaEd00,kick_ret_long,0,,,,,
player,201112040min,den,RoyaEd00,punt_ret,2,,,,,
player,201112040min,den,RoyaEd00,punt_ret_yds,12,,,,,
player,201112040min,den,RoyaEd00,punt_ret_yds_per_ret,6.0,,,,,
player,201112040min,den,RoyaEd00,punt_ret_td,0,,,,,
player,201112040min,den,RoyaEd00,punt_ret_long,6,,,,,
player,201112040min,den,WillMa00,kick_ret,0,,,,,
player,201112040min,den,WillMa00,kick_ret_yds,0,,,,,
player,201112040min,den,WillMa00,kick_ret_yds_per_ret,,,,,,
player,201112040min,den,WillMa00,kick_ret_td,0,,,,,
player,201112040min,den,WillMa00,kick_ret_long,0,,,,,
player,201112040min,den,WillMa00,punt_ret,1,,,,,
player,201112040min,den,WillMa00,punt_ret_yds,0,,,,,
player,201112040min,den,WillMa00,punt_ret_yds_per_ret,0.0,,,,,
player,201112040min,den,WillMa00,punt_ret_td,0,,,,,
player,201112040min,den,WillMa00,punt_ret_long,0,,,,,
player,201112040min,den,CosbQu00,kick_ret,4,,,,,
player,201112040min,den,CosbQu00,kick_ret_yds,132,,,,,
player,201112040min,den,CosbQu00,kick_ret_yds_per_ret,33.0,,,,,
player,201112040min,den,CosbQu00,kick_ret_td,0,,,,,
player,201112040min,den,CosbQu00,kick_ret_long,63,,,,,
player,201112040min,den,CosbQu00,punt_ret,0,,,,,
player,201112040min,den,CosbQu00,punt_ret_yds,0,,,,,
player,201112040min,den,CosbQu00,punt_ret_yds_per_ret,,,,,,
player,201112040min,den,CosbQu00,punt_ret_td,0,,,,,
player,201112040min,den,CosbQu00,punt_ret_long,0,,,,,
player,201112040min,min,SherMa20,kick_ret,5,,,,,
player,201112040min,min,SherMa20,kick_ret_yds,111,,,,,
player,201112040min,min,SherMa20,kick_ret_yds_per_ret,22.2,,,,,
player,201112040min,min,SherMa20,kick_ret_td,0,,,,,
player,201112040min,min,SherMa20,kick_ret_long,30,,,,,
player,201112040min,min,SherMa20,punt_ret,3,,,,,
player,201112040min,min,SherMa20,punt_ret_yds,14,,,,,
player,201112040min,min,SherMa20,punt_ret_yds_per_ret,4.7,,,,,
player,201112040min,min,SherMa20,punt_ret_td,0,,,,,
player,201112040min,min,SherMa20,punt_ret_long,11,,,,,
player,201112040min,den,PratMa20,xpm,3,,,,,
player,201112040min,den,PratMa20,xpa,3,,,,,
player,201112040min,den,PratMa20,fgm,2,,,,,
player,201112040min,den,PratMa20,fga,2,,,,,
player,201112040min,den,PratMa20,punt,0,,,,,
player,201112040min,den,PratMa20,punt_yds,0,,,,,
player,201112040min,den,PratMa20,punt_yds_per_punt,,,,,,
player,201112040min,den,PratMa20,punt_long,0,,,,,
player,201112040min,den,ColqBr00,xpm,,,,,,
player,201112040min,den,ColqBr00,xpa,,,,,,
player,201112040min,den,ColqBr00,fgm,,,,,,
player,201112040min,den,ColqBr00,fga,,,,,,
player,201112040min,den,ColqBr00,punt,6,,,,,
player,201112040min,den,ColqBr00,punt_yds,307,,,,,
player,201112040min,den,ColqBr00,punt_yds_per_punt,51.2,,,,,
player,201112040min,den,ColqBr00,punt_long,59,,,,,
player,201112040min,min,longwrya01,xpm,3,,,,,
player,201112040min,min,longwrya01,xpa,3,,,,,
player,201112040min,min,longwrya01,fgm,3,,,,,
player,201112040min,min,longwrya01,fga,3,,,,,
player,201112040min,min,longwrya01,punt,0,,,,,
player,201112040min,min,longwrya01,punt_yds,0,,,,,
player,201112040min,min,longwrya01,punt_yds_per_punt,,,,,,
player,201112040min,min,longwrya01,punt_long,0,,,,,
player,201112040min,min,KluwCh20,xpm,,,,,,
player,201112040min,min,KluwCh20,xpa,,,,,,
player,201112040min,min,KluwCh20,fgm,,,,,,
player,201112040min,min,KluwCh20,fga,,,,,,
player,201112040min,min,KluwCh20,punt,6,,,,,
player,201112040min,min,KluwCh20,punt_yds,297,,,,,
player,201112040min,min,KluwCh20,punt_yds_per_punt,49.5,,,,,
player,201112040min,min,KluwCh20,punt_long,60,,,,,
