game,2011,12,20111127,201111270sea,was,"Washington Redskins",23,sea,"Seattle Seahawks",17
player,201111270sea,sea,MillZa01,pass_int,0,,,,,
player,201111270sea,sea,MillZa01,pass_sacked,0,,,,,
player,201111270sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201111270sea,sea,MillZa01,pass_long,0,,,,,
player,201111270sea,sea,MillZa01,pass_rating,,,,,,
player,201111270sea,sea,MillZa01,rush_att,0,,,,,
player,201111270sea,sea,MillZa01,rush_yds,0,,,,,
player,201111270sea,sea,MillZa01,rush_td,0,,,,,
player,201111270sea,sea,MillZa01,rush_long,0,,,,,
player,201111270sea,sea,MillZa01,targets,2,,,,,
player,201111270sea,sea,MillZa01,rec,1,,,,,
player,201111270sea,sea,MillZa01,rec_yds,2,,,,,
player,201111270sea,sea,MillZa01,rec_td,0,,,,,
player,201111270sea,sea,MillZa01,rec_long,2,,,,,
player,201111270sea,sea,MillZa01,fumbles,0,,,,,
player,201111270sea,sea,MillZa01,fumbles_lost,,,,,,
player,201111270sea,sea,WillMi03,pass_cmp,0,,,,,
player,201111270sea,sea,WillMi03,pass_att,0,,,,,
player,201111270sea,sea,WillMi03,pass_yds,0,,,,,
player,201111270sea,sea,WillMi03,pass_td,0,,,,,
player,201111270sea,sea,WillMi03,pass_int,0,,,,,
player,201111270sea,sea,WillMi03,pass_sacked,0,,,,,
player,201111270sea,sea,WillMi03,pass_sacked_yds,0,,,,,
player,201111270sea,sea,WillMi03,pass_long,0,,,,,
player,201111270sea,sea,WillMi03,pass_rating,,,,,,
player,201111270sea,sea,WillMi03,rush_att,0,,,,,
player,201111270sea,sea,WillMi03,rush_yds,0,,,,,
player,201111270sea,sea,WillMi03,rush_td,0,,,,,
player,201111270sea,sea,WillMi03,rush_long,0,,,,,
player,201111270sea,sea,WillMi03,targets,3,,,,,
player,201111270sea,sea,WillMi03,rec,0,,,,,
player,201111270sea,sea,WillMi03,rec_yds,0,,,,,
player,201111270sea,sea,WillMi03,rec_td,0,,,,,
player,201111270sea,sea,WillMi03,rec_long,0,,,,,
player,201111270sea,sea,WillMi03,fumbles,0,,,,,
player,201111270sea,sea,WillMi03,fumbles_lost,,,,,,
player,201111270sea,was,HallDe99,def_int,1,,,,,
player,201111270sea,was,HallDe99,def_int_yds,3,,,,,
player,201111270sea,was,HallDe99,def_int_td,0,,,,,
player,201111270sea,was,HallDe99,def_int_long,3,,,,,
player,201111270sea,was,HallDe99,pass_defended,5,,,,,
player,201111270sea,was,HallDe99,sacks,0.0,,,,,
player,201111270sea,was,HallDe99,tackles_combined,5,,,,,
player,201111270sea,was,HallDe99,tackles_solo,3,,,,,
player,201111270sea,was,HallDe99,tackles_assists,2,,,,,
player,201111270sea,was,HallDe99,tackles_loss,0,,,,,
player,201111270sea,was,HallDe99,qb_hits,0,,,,,
player,201111270sea,was,HallDe99,fumbles_rec,0,,,,,
player,201111270sea,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,HallDe99,fumbles_rec_td,0,,,,,
player,201111270sea,was,HallDe99,fumbles_forced,0,,,,,
player,201111270sea,was,LandLa99,def_int,0,,,,,
player,201111270sea,was,LandLa99,def_int_yds,0,,,,,
player,201111270sea,was,LandLa99,def_int_td,0,,,,,
player,201111270sea,was,LandLa99,def_int_long,0,,,,,
player,201111270sea,was,LandLa99,pass_defended,1,,,,,
player,201111270sea,was,LandLa99,sacks,1.0,,,,,
player,201111270sea,was,LandLa99,tackles_combined,4,,,,,
player,201111270sea,was,LandLa99,tackles_solo,3,,,,,
player,201111270sea,was,LandLa99,tackles_assists,1,,,,,
player,201111270sea,was,LandLa99,tackles_loss,1,,,,,
player,201111270sea,was,LandLa99,qb_hits,1,,,,,
player,201111270sea,was,LandLa99,fumbles_rec,0,,,,,
player,201111270sea,was,LandLa99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,LandLa99,fumbles_rec_td,0,,,,,
player,201111270sea,was,LandLa99,fumbles_forced,0,,,,,
player,201111270sea,was,KerrRy00,def_int,0,,,,,
player,201111270sea,was,KerrRy00,def_int_yds,0,,,,,
player,201111270sea,was,KerrRy00,def_int_td,0,,,,,
player,201111270sea,was,KerrRy00,def_int_long,0,,,,,
player,201111270sea,was,KerrRy00,pass_defended,0,,,,,
player,201111270sea,was,KerrRy00,sacks,0.5,,,,,
player,201111270sea,was,KerrRy00,tackles_combined,5,,,,,
player,201111270sea,was,KerrRy00,tackles_solo,2,,,,,
player,201111270sea,was,KerrRy00,tackles_assists,3,,,,,
player,201111270sea,was,KerrRy00,tackles_loss,0,,,,,
player,201111270sea,was,KerrRy00,qb_hits,1,,,,,
player,201111270sea,was,KerrRy00,fumbles_rec,0,,,,,
player,201111270sea,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201111270sea,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201111270sea,was,KerrRy00,fumbles_forced,0,,,,,
player,201111270sea,was,OrakBr99,def_int,0,,,,,
player,201111270sea,was,OrakBr99,def_int_yds,0,,,,,
player,201111270sea,was,OrakBr99,def_int_td,0,,,,,
player,201111270sea,was,OrakBr99,def_int_long,0,,,,,
player,201111270sea,was,OrakBr99,pass_defended,1,,,,,
player,201111270sea,was,OrakBr99,sacks,0.5,,,,,
player,201111270sea,was,OrakBr99,tackles_combined,4,,,,,
player,201111270sea,was,OrakBr99,tackles_solo,3,,,,,
player,201111270sea,was,OrakBr99,tackles_assists,1,,,,,
player,201111270sea,was,OrakBr99,tackles_loss,0,,,,,
player,201111270sea,was,OrakBr99,qb_hits,1,,,,,
player,201111270sea,was,OrakBr99,fumbles_rec,0,,,,,
player,201111270sea,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201111270sea,was,OrakBr99,fumbles_forced,0,,,,,
player,201111270sea,was,RilePe00,def_int,0,,,,,
player,201111270sea,was,RilePe00,def_int_yds,0,,,,,
player,201111270sea,was,RilePe00,def_int_td,0,,,,,
player,201111270sea,was,RilePe00,def_int_long,0,,,,,
player,201111270sea,was,RilePe00,pass_defended,0,,,,,
player,201111270sea,was,RilePe00,sacks,0.0,,,,,
player,201111270sea,was,RilePe00,tackles_combined,14,,,,,
player,201111270sea,was,RilePe00,tackles_solo,6,,,,,
player,201111270sea,was,RilePe00,tackles_assists,8,,,,,
player,201111270sea,was,RilePe00,tackles_loss,0,,,,,
player,201111270sea,was,RilePe00,qb_hits,0,,,,,
player,201111270sea,was,RilePe00,fumbles_rec,0,,,,,
player,201111270sea,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201111270sea,was,RilePe00,fumbles_rec_td,0,,,,,
player,201111270sea,was,RilePe00,fumbles_forced,0,,,,,
player,201111270sea,was,FletLo20,def_int,0,,,,,
player,201111270sea,was,FletLo20,def_int_yds,0,,,,,
player,201111270sea,was,FletLo20,def_int_td,0,,,,,
player,201111270sea,was,FletLo20,def_int_long,0,,,,,
player,201111270sea,was,FletLo20,pass_defended,0,,,,,
player,201111270sea,was,FletLo20,sacks,0.0,,,,,
player,201111270sea,was,FletLo20,tackles_combined,11,,,,,
player,201111270sea,was,FletLo20,tackles_solo,4,,,,,
player,201111270sea,was,FletLo20,tackles_assists,7,,,,,
player,201111270sea,was,FletLo20,tackles_loss,0,,,,,
player,201111270sea,was,FletLo20,qb_hits,0,,,,,
player,201111270sea,was,FletLo20,fumbles_rec,0,,,,,
player,201111270sea,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201111270sea,was,FletLo20,fumbles_rec_td,0,,,,,
player,201111270sea,was,FletLo20,fumbles_forced,0,,,,,
player,201111270sea,was,BoweSt20,def_int,0,,,,,
player,201111270sea,was,BoweSt20,def_int_yds,0,,,,,
player,201111270sea,was,BoweSt20,def_int_td,0,,,,,
player,201111270sea,was,BoweSt20,def_int_long,0,,,,,
player,201111270sea,was,BoweSt20,pass_defended,0,,,,,
player,201111270sea,was,BoweSt20,sacks,0.0,,,,,
player,201111270sea,was,BoweSt20,tackles_combined,5,,,,,
player,201111270sea,was,BoweSt20,tackles_solo,1,,,,,
player,201111270sea,was,BoweSt20,tackles_assists,4,,,,,
player,201111270sea,was,BoweSt20,tackles_loss,0,,,,,
player,201111270sea,was,BoweSt20,qb_hits,1,,,,,
player,201111270sea,was,BoweSt20,fumbles_rec,0,,,,,
player,201111270sea,was,BoweSt20,fumbles_rec_yds,0,,,,,
player,201111270sea,was,BoweSt20,fumbles_rec_td,0,,,,,
player,201111270sea,was,BoweSt20,fumbles_forced,0,,,,,
player,201111270sea,was,CarrAd99,def_int,0,,,,,
player,201111270sea,was,CarrAd99,def_int_yds,0,,,,,
player,201111270sea,was,CarrAd99,def_int_td,0,,,,,
player,201111270sea,was,CarrAd99,def_int_long,0,,,,,
player,201111270sea,was,CarrAd99,pass_defended,0,,,,,
player,201111270sea,was,CarrAd99,sacks,0.0,,,,,
player,201111270sea,was,CarrAd99,tackles_combined,4,,,,,
player,201111270sea,was,CarrAd99,tackles_solo,1,,,,,
player,201111270sea,was,CarrAd99,tackles_assists,3,,,,,
player,201111270sea,was,CarrAd99,tackles_loss,0,,,,,
player,201111270sea,was,CarrAd99,qb_hits,0,,,,,
player,201111270sea,was,CarrAd99,fumbles_rec,0,,,,,
player,201111270sea,was,CarrAd99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,CarrAd99,fumbles_rec_td,0,,,,,
player,201111270sea,was,CarrAd99,fumbles_forced,0,,,,,
player,201111270sea,was,WilsJo99,def_int,0,,,,,
player,201111270sea,was,WilsJo99,def_int_yds,0,,,,,
player,201111270sea,was,WilsJo99,def_int_td,0,,,,,
player,201111270sea,was,WilsJo99,def_int_long,0,,,,,
player,201111270sea,was,WilsJo99,pass_defended,2,,,,,
player,201111270sea,was,WilsJo99,sacks,0.0,,,,,
player,201111270sea,was,WilsJo99,tackles_combined,3,,,,,
player,201111270sea,was,WilsJo99,tackles_solo,1,,,,,
player,201111270sea,was,WilsJo99,tackles_assists,2,,,,,
player,201111270sea,was,WilsJo99,tackles_loss,0,,,,,
player,201111270sea,was,WilsJo99,qb_hits,0,,,,,
player,201111270sea,was,WilsJo99,fumbles_rec,0,,,,,
player,201111270sea,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,WilsJo99,fumbles_rec_td,0,,,,,
player,201111270sea,was,WilsJo99,fumbles_forced,0,,,,,
player,201111270sea,was,AtogO.20,def_int,0,,,,,
player,201111270sea,was,AtogO.20,def_int_yds,0,,,,,
player,201111270sea,was,AtogO.20,def_int_td,0,,,,,
player,201111270sea,was,AtogO.20,def_int_long,0,,,,,
player,201111270sea,was,AtogO.20,pass_defended,0,,,,,
player,201111270sea,was,AtogO.20,sacks,0.0,,,,,
player,201111270sea,was,AtogO.20,tackles_combined,2,,,,,
player,201111270sea,was,AtogO.20,tackles_solo,1,,,,,
player,201111270sea,was,AtogO.20,tackles_assists,1,,,,,
player,201111270sea,was,AtogO.20,tackles_loss,0,,,,,
player,201111270sea,was,AtogO.20,qb_hits,0,,,,,
player,201111270sea,was,AtogO.20,fumbles_rec,0,,,,,
player,201111270sea,was,AtogO.20,fumbles_rec_yds,0,,,,,
player,201111270sea,was,AtogO.20,fumbles_rec_td,0,,,,,
player,201111270sea,was,AtogO.20,fumbles_forced,0,,,,,
player,201111270sea,was,DougRe20,def_int,0,,,,,
player,201111270sea,was,DougRe20,def_int_yds,0,,,,,
player,201111270sea,was,DougRe20,def_int_td,0,,,,,
player,201111270sea,was,DougRe20,def_int_long,0,,,,,
player,201111270sea,was,DougRe20,pass_defended,0,,,,,
player,201111270sea,was,DougRe20,sacks,0.0,,,,,
player,201111270sea,was,DougRe20,tackles_combined,2,,,,,
player,201111270sea,was,DougRe20,tackles_solo,1,,,,,
player,201111270sea,was,DougRe20,tackles_assists,1,,,,,
player,201111270sea,was,DougRe20,tackles_loss,0,,,,,
player,201111270sea,was,DougRe20,qb_hits,0,,,,,
player,201111270sea,was,DougRe20,fumbles_rec,0,,,,,
player,201111270sea,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201111270sea,was,DougRe20,fumbles_rec_td,0,,,,,
player,201111270sea,was,DougRe20,fumbles_forced,0,,,,,
player,201111270sea,was,AlexLo99,def_int,0,,,,,
player,201111270sea,was,AlexLo99,def_int_yds,0,,,,,
player,201111270sea,was,AlexLo99,def_int_td,0,,,,,
player,201111270sea,was,AlexLo99,def_int_long,0,,,,,
player,201111270sea,was,AlexLo99,pass_defended,0,,,,,
player,201111270sea,was,AlexLo99,sacks,0.0,,,,,
player,201111270sea,was,AlexLo99,tackles_combined,1,,,,,
player,201111270sea,was,AlexLo99,tackles_solo,0,,,,,
player,201111270sea,was,AlexLo99,tackles_assists,1,,,,,
player,201111270sea,was,AlexLo99,tackles_loss,0,,,,,
player,201111270sea,was,AlexLo99,qb_hits,0,,,,,
player,201111270sea,was,AlexLo99,fumbles_rec,0,,,,,
player,201111270sea,was,AlexLo99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,AlexLo99,fumbles_rec_td,0,,,,,
player,201111270sea,was,AlexLo99,fumbles_forced,0,,,,,
player,201111270sea,was,AustTe00,def_int,0,,,,,
player,201111270sea,was,AustTe00,def_int_yds,0,,,,,
player,201111270sea,was,AustTe00,def_int_td,0,,,,,
player,201111270sea,was,AustTe00,def_int_long,0,,,,,
player,201111270sea,was,AustTe00,pass_defended,0,,,,,
player,201111270sea,was,AustTe00,sacks,0.0,,,,,
player,201111270sea,was,AustTe00,tackles_combined,1,,,,,
player,201111270sea,was,AustTe00,tackles_solo,0,,,,,
player,201111270sea,was,AustTe00,tackles_assists,1,,,,,
player,201111270sea,was,AustTe00,tackles_loss,0,,,,,
player,201111270sea,was,AustTe00,qb_hits,0,,,,,
player,201111270sea,was,AustTe00,fumbles_rec,0,,,,,
player,201111270sea,was,AustTe00,fumbles_rec_yds,0,,,,,
player,201111270sea,was,AustTe00,fumbles_rec_td,0,,,,,
player,201111270sea,was,AustTe00,fumbles_forced,0,,,,,
player,201111270sea,was,CofiBa20,def_int,0,,,,,
player,201111270sea,was,CofiBa20,def_int_yds,0,,,,,
player,201111270sea,was,CofiBa20,def_int_td,0,,,,,
player,201111270sea,was,CofiBa20,def_int_long,0,,,,,
player,201111270sea,was,CofiBa20,pass_defended,0,,,,,
player,201111270sea,was,CofiBa20,sacks,0.0,,,,,
player,201111270sea,was,CofiBa20,tackles_combined,1,,,,,
player,201111270sea,was,CofiBa20,tackles_solo,0,,,,,
player,201111270sea,was,CofiBa20,tackles_assists,1,,,,,
player,201111270sea,was,CofiBa20,tackles_loss,0,,,,,
player,201111270sea,was,CofiBa20,qb_hits,0,,,,,
player,201111270sea,was,CofiBa20,fumbles_rec,0,,,,,
player,201111270sea,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201111270sea,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201111270sea,was,CofiBa20,fumbles_forced,0,,,,,
player,201111270sea,was,NeilCh00,def_int,0,,,,,
player,201111270sea,was,NeilCh00,def_int_yds,0,,,,,
player,201111270sea,was,NeilCh00,def_int_td,0,,,,,
player,201111270sea,was,NeilCh00,def_int_long,0,,,,,
player,201111270sea,was,NeilCh00,pass_defended,0,,,,,
player,201111270sea,was,NeilCh00,sacks,0.0,,,,,
player,201111270sea,was,NeilCh00,tackles_combined,1,,,,,
player,201111270sea,was,NeilCh00,tackles_solo,0,,,,,
player,201111270sea,was,NeilCh00,tackles_assists,1,,,,,
player,201111270sea,was,NeilCh00,tackles_loss,0,,,,,
player,201111270sea,was,NeilCh00,qb_hits,0,,,,,
player,201111270sea,was,NeilCh00,fumbles_rec,0,,,,,
player,201111270sea,was,NeilCh00,fumbles_rec_yds,0,,,,,
player,201111270sea,was,NeilCh00,fumbles_rec_td,0,,,,,
player,201111270sea,was,NeilCh00,fumbles_forced,0,,,,,
player,201111270sea,was,ScotDa20,def_int,0,,,,,
player,201111270sea,was,ScotDa20,def_int_yds,0,,,,,
player,201111270sea,was,ScotDa20,def_int_td,0,,,,,
player,201111270sea,was,ScotDa20,def_int_long,0,,,,,
player,201111270sea,was,ScotDa20,pass_defended,0,,,,,
player,201111270sea,was,ScotDa20,sacks,0.0,,,,,
player,201111270sea,was,ScotDa20,tackles_combined,1,,,,,
player,201111270sea,was,ScotDa20,tackles_solo,0,,,,,
player,201111270sea,was,ScotDa20,tackles_assists,1,,,,,
player,201111270sea,was,ScotDa20,tackles_loss,0,,,,,
player,201111270sea,was,ScotDa20,qb_hits,0,,,,,
player,201111270sea,was,ScotDa20,fumbles_rec,0,,,,,
player,201111270sea,was,ScotDa20,fumbles_rec_yds,0,,,,,
player,201111270sea,was,ScotDa20,fumbles_rec_td,0,,,,,
player,201111270sea,was,ScotDa20,fumbles_forced,0,,,,,
player,201111270sea,was,WestBy00,def_int,0,,,,,
player,201111270sea,was,WestBy00,def_int_yds,0,,,,,
player,201111270sea,was,WestBy00,def_int_td,0,,,,,
player,201111270sea,was,WestBy00,def_int_long,0,,,,,
player,201111270sea,was,WestBy00,pass_defended,0,,,,,
player,201111270sea,was,WestBy00,sacks,0.0,,,,,
player,201111270sea,was,WestBy00,tackles_combined,1,,,,,
player,201111270sea,was,WestBy00,tackles_solo,1,,,,,
player,201111270sea,was,WestBy00,tackles_assists,0,,,,,
player,201111270sea,was,WestBy00,tackles_loss,0,,,,,
player,201111270sea,was,WestBy00,qb_hits,0,,,,,
player,201111270sea,was,WestBy00,fumbles_rec,0,,,,,
player,201111270sea,was,WestBy00,fumbles_rec_yds,0,,,,,
player,201111270sea,was,WestBy00,fumbles_rec_td,0,,,,,
player,201111270sea,was,WestBy00,fumbles_forced,0,,,,,
player,201111270sea,was,BarnKe99,def_int,0,,,,,
player,201111270sea,was,BarnKe99,def_int_yds,0,,,,,
player,201111270sea,was,BarnKe99,def_int_td,0,,,,,
player,201111270sea,was,BarnKe99,def_int_long,0,,,,,
player,201111270sea,was,BarnKe99,pass_defended,1,,,,,
player,201111270sea,was,BarnKe99,sacks,0.0,,,,,
player,201111270sea,was,BarnKe99,tackles_combined,0,,,,,
player,201111270sea,was,BarnKe99,tackles_solo,0,,,,,
player,201111270sea,was,BarnKe99,tackles_assists,0,,,,,
player,201111270sea,was,BarnKe99,tackles_loss,0,,,,,
player,201111270sea,was,BarnKe99,qb_hits,0,,,,,
player,201111270sea,was,BarnKe99,fumbles_rec,0,,,,,
player,201111270sea,was,BarnKe99,fumbles_rec_yds,0,,,,,
player,201111270sea,was,BarnKe99,fumbles_rec_td,0,,,,,
player,201111270sea,was,BarnKe99,fumbles_forced,0,,,,,
player,201111270sea,was,GrosRe00,def_int,0,,,,,
player,201111270sea,was,GrosRe00,def_int_yds,0,,,,,
player,201111270sea,was,GrosRe00,def_int_td,0,,,,,
player,201111270sea,was,GrosRe00,def_int_long,0,,,,,
player,201111270sea,was,GrosRe00,pass_defended,0,,,,,
player,201111270sea,was,GrosRe00,sacks,0.0,,,,,
player,201111270sea,was,GrosRe00,tackles_combined,0,,,,,
player,201111270sea,was,GrosRe00,tackles_solo,0,,,,,
player,201111270sea,was,GrosRe00,tackles_assists,0,,,,,
player,201111270sea,was,GrosRe00,tackles_loss,,,,,,
player,201111270sea,was,GrosRe00,qb_hits,,,,,,
player,201111270sea,was,GrosRe00,fumbles_rec,1,,,,,
player,201111270sea,was,GrosRe00,fumbles_rec_yds,-8,,,,,
player,201111270sea,was,GrosRe00,fumbles_rec_td,0,,,,,
player,201111270sea,was,GrosRe00,fumbles_forced,0,,,,,
player,201111270sea,sea,SherRi00,def_int,1,,,,,
player,201111270sea,sea,SherRi00,def_int_yds,7,,,,,
player,201111270sea,sea,SherRi00,def_int_td,0,,,,,
player,201111270sea,sea,SherRi00,def_int_long,7,,,,,
player,201111270sea,sea,SherRi00,pass_defended,1,,,,,
player,201111270sea,sea,SherRi00,sacks,0.0,,,,,
player,201111270sea,sea,SherRi00,tackles_combined,7,,,,,
player,201111270sea,sea,SherRi00,tackles_solo,5,,,,,
player,201111270sea,sea,SherRi00,tackles_assists,2,,,,,
player,201111270sea,sea,SherRi00,tackles_loss,0,,,,,
player,201111270sea,sea,SherRi00,qb_hits,0,,,,,
player,201111270sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201111270sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201111270sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201111270sea,sea,BrowBr00,def_int,1,,,,,
player,201111270sea,sea,BrowBr00,def_int_yds,16,,,,,
player,201111270sea,sea,BrowBr00,def_int_td,0,,,,,
player,201111270sea,sea,BrowBr00,def_int_long,16,,,,,
player,201111270sea,sea,BrowBr00,pass_defended,3,,,,,
player,201111270sea,sea,BrowBr00,sacks,0.0,,,,,
player,201111270sea,sea,BrowBr00,tackles_combined,5,,,,,
player,201111270sea,sea,BrowBr00,tackles_solo,5,,,,,
player,201111270sea,sea,BrowBr00,tackles_assists,0,,,,,
player,201111270sea,sea,BrowBr00,tackles_loss,0,,,,,
player,201111270sea,sea,BrowBr00,qb_hits,0,,,,,
player,201111270sea,sea,BrowBr00,fumbles_rec,0,,,,,
player,201111270sea,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201111270sea,sea,BrowBr00,fumbles_forced,0,,,,,
player,201111270sea,sea,HargAn20,def_int,0,,,,,
player,201111270sea,sea,HargAn20,def_int_yds,0,,,,,
player,201111270sea,sea,HargAn20,def_int_td,0,,,,,
player,201111270sea,sea,HargAn20,def_int_long,0,,,,,
player,201111270sea,sea,HargAn20,pass_defended,0,,,,,
player,201111270sea,sea,HargAn20,sacks,1.0,,,,,
player,201111270sea,sea,HargAn20,tackles_combined,1,,,,,
player,201111270sea,sea,HargAn20,tackles_solo,1,,,,,
player,201111270sea,sea,HargAn20,tackles_assists,0,,,,,
player,201111270sea,sea,HargAn20,tackles_loss,,,,,,
player,201111270sea,sea,HargAn20,qb_hits,,,,,,
player,201111270sea,sea,HargAn20,fumbles_rec,0,,,,,
player,201111270sea,sea,HargAn20,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,HargAn20,fumbles_rec_td,0,,,,,
player,201111270sea,sea,HargAn20,fumbles_forced,0,,,,,
player,201111270sea,sea,HillLe20,def_int,0,,,,,
player,201111270sea,sea,HillLe20,def_int_yds,0,,,,,
player,201111270sea,sea,HillLe20,def_int_td,0,,,,,
player,201111270sea,sea,HillLe20,def_int_long,0,,,,,
player,201111270sea,sea,HillLe20,pass_defended,0,,,,,
player,201111270sea,sea,HillLe20,sacks,0.0,,,,,
player,201111270sea,sea,HillLe20,tackles_combined,8,,,,,
player,201111270sea,sea,HillLe20,tackles_solo,6,,,,,
player,201111270sea,sea,HillLe20,tackles_assists,2,,,,,
player,201111270sea,sea,HillLe20,tackles_loss,1,,,,,
player,201111270sea,sea,HillLe20,qb_hits,0,,,,,
player,201111270sea,sea,HillLe20,fumbles_rec,0,,,,,
player,201111270sea,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201111270sea,sea,HillLe20,fumbles_forced,0,,,,,
player,201111270sea,sea,HawtDa20,def_int,0,,,,,
player,201111270sea,sea,HawtDa20,def_int_yds,0,,,,,
player,201111270sea,sea,HawtDa20,def_int_td,0,,,,,
player,201111270sea,sea,HawtDa20,def_int_long,0,,,,,
player,201111270sea,sea,HawtDa20,pass_defended,0,,,,,
player,201111270sea,sea,HawtDa20,sacks,0.0,,,,,
player,201111270sea,sea,HawtDa20,tackles_combined,7,,,,,
player,201111270sea,sea,HawtDa20,tackles_solo,5,,,,,
player,201111270sea,sea,HawtDa20,tackles_assists,2,,,,,
player,201111270sea,sea,HawtDa20,tackles_loss,0,,,,,
player,201111270sea,sea,HawtDa20,qb_hits,0,,,,,
player,201111270sea,sea,HawtDa20,fumbles_rec,0,,,,,
player,201111270sea,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201111270sea,sea,HawtDa20,fumbles_forced,0,,,,,
player,201111270sea,sea,ThomEa99,def_int,0,,,,,
player,201111270sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201111270sea,sea,ThomEa99,def_int_td,0,,,,,
player,201111270sea,sea,ThomEa99,def_int_long,0,,,,,
player,201111270sea,sea,ThomEa99,pass_defended,0,,,,,
player,201111270sea,sea,ThomEa99,sacks,0.0,,,,,
player,201111270sea,sea,ThomEa99,tackles_combined,6,,,,,
player,201111270sea,sea,ThomEa99,tackles_solo,4,,,,,
player,201111270sea,sea,ThomEa99,tackles_assists,2,,,,,
player,201111270sea,sea,ThomEa99,tackles_loss,1,,,,,
player,201111270sea,sea,ThomEa99,qb_hits,0,,,,,
player,201111270sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201111270sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201111270sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201111270sea,sea,MebaBr99,def_int,0,,,,,
player,201111270sea,sea,MebaBr99,def_int_yds,0,,,,,
player,201111270sea,sea,MebaBr99,def_int_td,0,,,,,
player,201111270sea,sea,MebaBr99,def_int_long,0,,,,,
player,201111270sea,sea,MebaBr99,pass_defended,0,,,,,
player,201111270sea,sea,MebaBr99,sacks,0.0,,,,,
player,201111270sea,sea,MebaBr99,tackles_combined,5,,,,,
player,201111270sea,sea,MebaBr99,tackles_solo,5,,,,,
player,201111270sea,sea,MebaBr99,tackles_assists,0,,,,,
player,201111270sea,sea,MebaBr99,tackles_loss,0,,,,,
player,201111270sea,sea,MebaBr99,qb_hits,2,,,,,
player,201111270sea,sea,MebaBr99,fumbles_rec,0,,,,,
player,201111270sea,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201111270sea,sea,MebaBr99,fumbles_forced,0,,,,,
player,201111270sea,sea,WrigK.00,def_int,0,,,,,
player,201111270sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201111270sea,sea,WrigK.00,def_int_td,0,,,,,
player,201111270sea,sea,WrigK.00,def_int_long,0,,,,,
player,201111270sea,sea,WrigK.00,pass_defended,1,,,,,
player,201111270sea,sea,WrigK.00,sacks,0.0,,,,,
player,201111270sea,sea,WrigK.00,tackles_combined,5,,,,,
player,201111270sea,sea,WrigK.00,tackles_solo,2,,,,,
player,201111270sea,sea,WrigK.00,tackles_assists,3,,,,,
player,201111270sea,sea,WrigK.00,tackles_loss,1,,,,,
player,201111270sea,sea,WrigK.00,qb_hits,0,,,,,
player,201111270sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201111270sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201111270sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201111270sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201111270sea,sea,ChanKa99,def_int,0,,,,,
player,201111270sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201111270sea,sea,ChanKa99,def_int_td,0,,,,,
player,201111270sea,sea,ChanKa99,def_int_long,0,,,,,
player,201111270sea,sea,ChanKa99,pass_defended,0,,,,,
player,201111270sea,sea,ChanKa99,sacks,0.0,,,,,
player,201111270sea,sea,ChanKa99,tackles_combined,4,,,,,
player,201111270sea,sea,ChanKa99,tackles_solo,3,,,,,
player,201111270sea,sea,ChanKa99,tackles_assists,1,,,,,
player,201111270sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201111270sea,sea,ChanKa99,qb_hits,0,,,,,
