game,2011,6,20111016,201110160chi,min,"Minnesota Vikings",10,chi,"Chicago Bears",39
team,201110160chi,min,First Downs,15,,,,,,
team,201110160chi,chi,First Downs,22,,,,,,
team,201110160chi,min,Rush-Yds-TDs,17-53-1,,,,,,
team,201110160chi,chi,Rush-Yds-TDs,28-119-1,,,,,,
team,201110160chi,min,Cmp-Att-Yd-TD-INT,28-42-276-0-0,,,,,,
team,201110160chi,chi,Cmp-Att-Yd-TD-INT,21-31-267-2-0,,,,,,
team,201110160chi,min,Sacked-Yards,5-43,,,,,,
team,201110160chi,chi,Sacked-Yards,1-9,,,,,,
team,201110160chi,min,Net Pass Yards,233,,,,,,
team,201110160chi,chi,Net Pass Yards,258,,,,,,
team,201110160chi,min,Total Yards,286,,,,,,
team,201110160chi,chi,Total Yards,377,,,,,,
team,201110160chi,min,Fumbles-Lost,0-0,,,,,,
team,201110160chi,chi,Fumbles-Lost,2-1,,,,,,
team,201110160chi,min,Turnovers,0,,,,,,
team,201110160chi,chi,Turnovers,1,,,,,,
team,201110160chi,min,Penalties-Yards,5-40,,,,,,
team,201110160chi,chi,Penalties-Yards,3-15,,,,,,
team,201110160chi,min,Third Down Conv.,6-15,,,,,,
team,201110160chi,chi,Third Down Conv.,4-11,,,,,,
team,201110160chi,min,Fourth Down Conv.,0-2,,,,,,
team,201110160chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201110160chi,min,Time of Possession,29:20,,,,,,
team,201110160chi,chi,Time of Possession,30:40,,,,,,
player,201110160chi,min,McNaDo00,pass_cmp,19,,,,,
player,201110160chi,min,McNaDo00,pass_att,24,,,,,
player,201110160chi,min,McNaDo00,pass_yds,177,,,,,
player,201110160chi,min,McNaDo00,pass_td,0,,,,,
player,201110160chi,min,McNaDo00,pass_int,0,,,,,
player,201110160chi,min,McNaDo00,pass_sacked,5,,,,,
player,201110160chi,min,McNaDo00,pass_sacked_yds,43,,,,,
player,201110160chi,min,McNaDo00,pass_long,30,,,,,
player,201110160chi,min,McNaDo00,pass_rating,97.4,,,,,
player,201110160chi,min,McNaDo00,rush_att,0,,,,,
player,201110160chi,min,McNaDo00,rush_yds,0,,,,,
player,201110160chi,min,McNaDo00,rush_td,0,,,,,
player,201110160chi,min,McNaDo00,rush_long,0,,,,,
player,201110160chi,min,McNaDo00,targets,0,,,,,
player,201110160chi,min,McNaDo00,rec,0,,,,,
player,201110160chi,min,McNaDo00,rec_yds,0,,,,,
player,201110160chi,min,McNaDo00,rec_td,0,,,,,
player,201110160chi,min,McNaDo00,rec_long,0,,,,,
player,201110160chi,min,McNaDo00,fumbles,0,,,,,
player,201110160chi,min,McNaDo00,fumbles_lost,,,,,,
player,201110160chi,min,PondCh00,pass_cmp,9,,,,,
player,201110160chi,min,PondCh00,pass_att,17,,,,,
player,201110160chi,min,PondCh00,pass_yds,99,,,,,
player,201110160chi,min,PondCh00,pass_td,0,,,,,
player,201110160chi,min,PondCh00,pass_int,0,,,,,
player,201110160chi,min,PondCh00,pass_sacked,0,,,,,
player,201110160chi,min,PondCh00,pass_sacked_yds,0,,,,,
player,201110160chi,min,PondCh00,pass_long,23,,,,,
player,201110160chi,min,PondCh00,pass_rating,70.5,,,,,
player,201110160chi,min,PondCh00,rush_att,1,,,,,
player,201110160chi,min,PondCh00,rush_yds,8,,,,,
player,201110160chi,min,PondCh00,rush_td,0,,,,,
player,201110160chi,min,PondCh00,rush_long,8,,,,,
player,201110160chi,min,PondCh00,targets,0,,,,,
player,201110160chi,min,PondCh00,rec,0,,,,,
player,201110160chi,min,PondCh00,rec_yds,0,,,,,
player,201110160chi,min,PondCh00,rec_td,0,,,,,
player,201110160chi,min,PondCh00,rec_long,0,,,,,
player,201110160chi,min,PondCh00,fumbles,0,,,,,
player,201110160chi,min,PondCh00,fumbles_lost,,,,,,
player,201110160chi,min,WebbJo00,pass_cmp,0,,,,,
player,201110160chi,min,WebbJo00,pass_att,1,,,,,
player,201110160chi,min,WebbJo00,pass_yds,0,,,,,
player,201110160chi,min,WebbJo00,pass_td,0,,,,,
player,201110160chi,min,WebbJo00,pass_int,0,,,,,
player,201110160chi,min,WebbJo00,pass_sacked,0,,,,,
player,201110160chi,min,WebbJo00,pass_sacked_yds,0,,,,,
player,201110160chi,min,WebbJo00,pass_long,0,,,,,
player,201110160chi,min,WebbJo00,pass_rating,39.6,,,,,
player,201110160chi,min,WebbJo00,rush_att,1,,,,,
player,201110160chi,min,WebbJo00,rush_yds,1,,,,,
player,201110160chi,min,WebbJo00,rush_td,0,,,,,
player,201110160chi,min,WebbJo00,rush_long,1,,,,,
player,201110160chi,min,WebbJo00,targets,0,,,,,
player,201110160chi,min,WebbJo00,rec,0,,,,,
player,201110160chi,min,WebbJo00,rec_yds,0,,,,,
player,201110160chi,min,WebbJo00,rec_td,0,,,,,
player,201110160chi,min,WebbJo00,rec_long,0,,,,,
player,201110160chi,min,WebbJo00,fumbles,0,,,,,
player,201110160chi,min,WebbJo00,fumbles_lost,,,,,,
player,201110160chi,min,PeteAd01,pass_cmp,0,,,,,
player,201110160chi,min,PeteAd01,pass_att,0,,,,,
player,201110160chi,min,PeteAd01,pass_yds,0,,,,,
player,201110160chi,min,PeteAd01,pass_td,0,,,,,
player,201110160chi,min,PeteAd01,pass_int,0,,,,,
player,201110160chi,min,PeteAd01,pass_sacked,0,,,,,
player,201110160chi,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201110160chi,min,PeteAd01,pass_long,0,,,,,
player,201110160chi,min,PeteAd01,pass_rating,,,,,,
player,201110160chi,min,PeteAd01,rush_att,12,,,,,
player,201110160chi,min,PeteAd01,rush_yds,39,,,,,
player,201110160chi,min,PeteAd01,rush_td,1,,,,,
player,201110160chi,min,PeteAd01,rush_long,8,,,,,
player,201110160chi,min,PeteAd01,targets,1,,,,,
player,201110160chi,min,PeteAd01,rec,1,,,,,
player,201110160chi,min,PeteAd01,rec_yds,0,,,,,
player,201110160chi,min,PeteAd01,rec_td,0,,,,,
player,201110160chi,min,PeteAd01,rec_long,0,,,,,
player,201110160chi,min,PeteAd01,fumbles,0,,,,,
player,201110160chi,min,PeteAd01,fumbles_lost,,,,,,
player,201110160chi,min,HarvPe00,pass_cmp,0,,,,,
player,201110160chi,min,HarvPe00,pass_att,0,,,,,
player,201110160chi,min,HarvPe00,pass_yds,0,,,,,
player,201110160chi,min,HarvPe00,pass_td,0,,,,,
player,201110160chi,min,HarvPe00,pass_int,0,,,,,
player,201110160chi,min,HarvPe00,pass_sacked,0,,,,,
player,201110160chi,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201110160chi,min,HarvPe00,pass_long,0,,,,,
player,201110160chi,min,HarvPe00,pass_rating,,,,,,
player,201110160chi,min,HarvPe00,rush_att,1,,,,,
player,201110160chi,min,HarvPe00,rush_yds,5,,,,,
player,201110160chi,min,HarvPe00,rush_td,0,,,,,
player,201110160chi,min,HarvPe00,rush_long,5,,,,,
player,201110160chi,min,HarvPe00,targets,9,,,,,
player,201110160chi,min,HarvPe00,rec,7,,,,,
player,201110160chi,min,HarvPe00,rec_yds,78,,,,,
player,201110160chi,min,HarvPe00,rec_td,0,,,,,
player,201110160chi,min,HarvPe00,rec_long,20,,,,,
player,201110160chi,min,HarvPe00,fumbles,0,,,,,
player,201110160chi,min,HarvPe00,fumbles_lost,,,,,,
player,201110160chi,min,GerhTo00,pass_cmp,0,,,,,
player,201110160chi,min,GerhTo00,pass_att,0,,,,,
player,201110160chi,min,GerhTo00,pass_yds,0,,,,,
player,201110160chi,min,GerhTo00,pass_td,0,,,,,
player,201110160chi,min,GerhTo00,pass_int,0,,,,,
player,201110160chi,min,GerhTo00,pass_sacked,0,,,,,
player,201110160chi,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201110160chi,min,GerhTo00,pass_long,0,,,,,
player,201110160chi,min,GerhTo00,pass_rating,,,,,,
player,201110160chi,min,GerhTo00,rush_att,1,,,,,
player,201110160chi,min,GerhTo00,rush_yds,3,,,,,
player,201110160chi,min,GerhTo00,rush_td,0,,,,,
player,201110160chi,min,GerhTo00,rush_long,3,,,,,
player,201110160chi,min,GerhTo00,targets,2,,,,,
player,201110160chi,min,GerhTo00,rec,2,,,,,
player,201110160chi,min,GerhTo00,rec_yds,7,,,,,
player,201110160chi,min,GerhTo00,rec_td,0,,,,,
player,201110160chi,min,GerhTo00,rec_long,4,,,,,
player,201110160chi,min,GerhTo00,fumbles,0,,,,,
player,201110160chi,min,GerhTo00,fumbles_lost,,,,,,
player,201110160chi,min,BerrBe00,pass_cmp,0,,,,,
player,201110160chi,min,BerrBe00,pass_att,0,,,,,
player,201110160chi,min,BerrBe00,pass_yds,0,,,,,
player,201110160chi,min,BerrBe00,pass_td,0,,,,,
player,201110160chi,min,BerrBe00,pass_int,0,,,,,
player,201110160chi,min,BerrBe00,pass_sacked,0,,,,,
player,201110160chi,min,BerrBe00,pass_sacked_yds,0,,,,,
player,201110160chi,min,BerrBe00,pass_long,0,,,,,
player,201110160chi,min,BerrBe00,pass_rating,,,,,,
player,201110160chi,min,BerrBe00,rush_att,0,,,,,
player,201110160chi,min,BerrBe00,rush_yds,0,,,,,
player,201110160chi,min,BerrBe00,rush_td,0,,,,,
player,201110160chi,min,BerrBe00,rush_long,0,,,,,
player,201110160chi,min,BerrBe00,targets,7,,,,,
player,201110160chi,min,BerrBe00,rec,5,,,,,
player,201110160chi,min,BerrBe00,rec_yds,54,,,,,
player,201110160chi,min,BerrBe00,rec_td,0,,,,,
player,201110160chi,min,BerrBe00,rec_long,30,,,,,
player,201110160chi,min,BerrBe00,fumbles,0,,,,,
player,201110160chi,min,BerrBe00,fumbles_lost,,,,,,
player,201110160chi,min,ShiaVi00,pass_cmp,0,,,,,
player,201110160chi,min,ShiaVi00,pass_att,0,,,,,
player,201110160chi,min,ShiaVi00,pass_yds,0,,,,,
player,201110160chi,min,ShiaVi00,pass_td,0,,,,,
player,201110160chi,min,ShiaVi00,pass_int,0,,,,,
player,201110160chi,min,ShiaVi00,pass_sacked,0,,,,,
player,201110160chi,min,ShiaVi00,pass_sacked_yds,0,,,,,
player,201110160chi,min,ShiaVi00,pass_long,0,,,,,
player,201110160chi,min,ShiaVi00,pass_rating,,,,,,
player,201110160chi,min,ShiaVi00,rush_att,0,,,,,
player,201110160chi,min,ShiaVi00,rush_yds,0,,,,,
player,201110160chi,min,ShiaVi00,rush_td,0,,,,,
player,201110160chi,min,ShiaVi00,rush_long,0,,,,,
player,201110160chi,min,ShiaVi00,targets,7,,,,,
player,201110160chi,min,ShiaVi00,rec,5,,,,,
player,201110160chi,min,ShiaVi00,rec_yds,45,,,,,
player,201110160chi,min,ShiaVi00,rec_td,0,,,,,
player,201110160chi,min,ShiaVi00,rec_long,11,,,,,
player,201110160chi,min,ShiaVi00,fumbles,0,,,,,
player,201110160chi,min,ShiaVi00,fumbles_lost,,,,,,
player,201110160chi,min,JenkMi00,pass_cmp,0,,,,,
player,201110160chi,min,JenkMi00,pass_att,0,,,,,
player,201110160chi,min,JenkMi00,pass_yds,0,,,,,
player,201110160chi,min,JenkMi00,pass_td,0,,,,,
player,201110160chi,min,JenkMi00,pass_int,0,,,,,
player,201110160chi,min,JenkMi00,pass_sacked,0,,,,,
player,201110160chi,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201110160chi,min,JenkMi00,pass_long,0,,,,,
player,201110160chi,min,JenkMi00,pass_rating,,,,,,
player,201110160chi,min,JenkMi00,rush_att,0,,,,,
player,201110160chi,min,JenkMi00,rush_yds,0,,,,,
player,201110160chi,min,JenkMi00,rush_td,0,,,,,
player,201110160chi,min,JenkMi00,rush_long,0,,,,,
player,201110160chi,min,JenkMi00,targets,6,,,,,
